"species_sci","First or Duplicate Entry?","KEY (species name & group size) _duplicates in red","Taxon","Group Size","Reference from 38 (see last tab)","Source(s) in reference from 38","Notes"
"Macaca mulatta","dup","Macaca_mulatta21.5","Macaca_mulatta",21.5,"Patterson et al. 2014","Southwick et al. 1965; Neville 1968; Lindberg 1971, 1977","Patterson et al. supplementary material; from Clutton-Brock & Harvey 1977b"
"Macaca mulatta","ok","Macaca_mulatta25","Macaca_mulatta",25,"Patterson et al. 2014","Melnick 1981; Pearl 1982",
"Macaca mulatta","ok","Macaca_mulatta29","Macaca_mulatta",29,"Patterson et al. 2014","Melnick 1981",
"Macaca mulatta","ok","Macaca_mulatta31","Macaca_mulatta",31,"Patterson et al. 2014","Makwana 1978",
"Macaca mulatta","ok","Macaca_mulatta38","Macaca_mulatta",38,"Patterson et al. 2014","Makwana 1978",
"Macaca mulatta","dup","Macaca_mulatta39","Macaca_mulatta",39,"Patterson et al. 2014","Teas et al. 1980","Patterson et al. supplementary material; from Hill & Lee 1998"
"Macaca mulatta","ok","Macaca_mulatta50","Macaca_mulatta",50,"Patterson et al. 2014","Melnick 1981",
"Macaca mulatta","ok","Macaca_mulatta51","Macaca_mulatta",51,"Patterson et al. 2014","Melnick 1981",
"Macaca mulatta","ok","Macaca_mulatta58.8","Macaca_mulatta",58.8,"Patterson et al. 2014","Lindburg 1977","Patterson et al. supplementary material; from Hill & Lee 1998"
"Macaca mulatta","ok","Macaca_mulatta59","Macaca_mulatta",59,"Patterson et al. 2014","Melnick 1981",
"Macaca mulatta","ok","Macaca_mulatta6","Macaca_mulatta",6,"Patterson et al. 2014","Lindberg 1971","Patterson et al. supplementary material; from Majolo et al. 2008"
"Macaca mulatta","dup","Macaca_mulatta6","Macaca_mulatta",6,"Patterson et al. 2014","Makwana 1978",
"Macaca mulatta","ok","Macaca_mulatta65","Macaca_mulatta",65,"Patterson et al. 2014","Melnick 1981",
"Macaca mulatta","dup","Macaca_mulatta25","Macaca_mulatta",25,"Kudo & Dunbar 2001","Sade 1972, Chapais 1986",
"Macaca nemestrina","ok","Macaca_nemestrina35","Macaca_nemestrina",35,"Wrangham et al. 1993","Melnick & Pearl 1986",
"Macaca nemestrina","ok","Macaca_nemestrina18.3","Macaca_nemestrina",18.3,"Smuts et al. 1987",,
"Macaca nemestrina","ok","Macaca_nemestrina50","Macaca_nemestrina",50,"Smuts et al. 1987",,
"Macaca nemestrina","ok","Macaca_nemestrina27","Macaca_nemestrina",27,"Clutton-Brock & Harvey 1997",,
"Macaca nemestrina","ok","Macaca_nemestrina27.5","Macaca_nemestrina",27.5,"Rowe 1996",,
"Macaca nigra","ok","Macaca_nigra47","Macaca_nigra",47,"Rowe 1996",,
"Macaca radiata","ok","Macaca_radiata27.8","Macaca_radiata",27.8,"Smuts et al. 1987",,
"Macaca radiata","ok","Macaca_radiata30","Macaca_radiata",30,"Smuts et al. 1987",,
"Macaca radiata","ok","Macaca_radiata34.5","Macaca_radiata",34.5,"Smuts et al. 1987",,
"Macaca radiata","dup","Macaca_radiata30","Macaca_radiata",30,"Clutton-Brock & Harvey 1997",,
"Macaca radiata","ok","Macaca_radiata27.5","Macaca_radiata",27.5,"Rowe 1996",,
"Macaca radiata","ok","Macaca_radiata24.5","Macaca_radiata",24.5,"Kudo & Dunbar 2001","Sugiyama 1971; J. Silk, unpublished data;
N. Koyama, unpublished data",
"Macaca silenus","ok","Macaca_silenus21","Macaca_silenus",21,"Smuts et al. 1987",,
"Macaca silenus","ok","Macaca_silenus17","Macaca_silenus",17,"Rowe 1996",,
"Macaca sinica","ok","Macaca_sinica24.8","Macaca_sinica",24.8,"Smuts et al. 1987",,
"Macaca sinica","dup","Macaca_sinica24.8","Macaca_sinica",24.8,"Rowe 1996",,
"Macaca sylvanus","ok","Macaca_sylvanus18.3","Macaca_sylvanus",18.3,"Smuts et al. 1987",,
"Macaca sylvanus","ok","Macaca_sylvanus39","Macaca_sylvanus",39,"Smuts et al. 1987",,
"Macaca sylvanus","ok","Macaca_sylvanus18","Macaca_sylvanus",18,"Clutton-Brock & Harvey 1997",,
"Macaca sylvanus","ok","Macaca_sylvanus24","Macaca_sylvanus",24,"Rowe 1996",,
"Macaca sylvanus","ok","Macaca_sylvanus10","Macaca_sylvanus",10,"Kudo & Dunbar 2001","Deag 1974; MacRoberts 1970",
"Mandrillus leucophaeus","ok","Mandrillus_leucophaeus96.5","Mandrillus_leucophaeus",96.5,"Rowe 1996",,
"Mandrillus sphinx","ok","Mandrillus_sphinx95","Mandrillus_sphinx",95,"Rowe 1996",,
"Microcebus murinus","ok","Microcebus_murinus7.2","Microcebus_murinus",7.2,"Maclean et al. 2009","Kappeler and Heymann 1996, Kappeler 1997, Atsalis 2000, Fietz et al. 2000, Sterling and McCreless 2006, Eberle and Kappeler 2006, Lahann 2007a, and Rasoloharijaona et al. 2008",
"Microcebus murinus","ok","Microcebus_murinus3","Microcebus_murinus",3,"Rowe 1996",,"sleep"
"Microcebus rufus","ok","Microcebus_rufus2","Microcebus_rufus",2,"Maclean et al. 2009","Kappeler and Heymann 1996, Kappeler 1997, Atsalis 2000, Fietz et al. 2000, Sterling and McCreless 2006, Eberle and Kappeler 2006, Lahann 2007a, and Rasoloharijaona et al. 2008",
"Microcebus rufus","ok","Microcebus_rufus2.5","Microcebus_rufus",2.5,"Rowe 1996",,"sleep"
"Miopithecus talapoin","ok","Miopithecus_talapoin112","Miopithecus_talapoin",112,"Wrangham et al. 1993","Cords 1986",
"Miopithecus talapoin","dup","Miopithecus_talapoin112","Miopithecus_talapoin",112,"Smuts et al. 1987",,
"Miopithecus talapoin","ok","Miopithecus_talapoin13","Miopithecus_talapoin",13,"Smuts et al. 1987",,
"Miopithecus talapoin","ok","Miopithecus_talapoin70","Miopithecus_talapoin",70,"Smuts et al. 1987",,
"Miopithecus talapoin","dup","Miopithecus_talapoin70","Miopithecus_talapoin",70,"Clutton-Brock & Harvey 1997",,
"Miopithecus talapoin","ok","Miopithecus_talapoin78.5","Miopithecus_talapoin",78.5,"Rowe 1996",,
"Mirza coquereli","ok","Mirza_coquereli2","Mirza_coquereli",2,"Maclean et al. 2009","Kappeler and Heymann 1996, Kappeler 1997, Atsalis 2000, Fietz et al. 2000, Sterling and McCreless 2006, Eberle and Kappeler 2006, Lahann 2007a, and Rasoloharijaona et al. 2008",
"Mirza coquereli","ok","Mirza_coquereli1","Mirza_coquereli",1,"Smuts et al. 1987",,
"Mirza coquereli","dup","Mirza_coquereli2","Mirza_coquereli",2,"Rowe 1996",,"sleep"
"Nasalis larvatus","ok","Nasalis_larvatus20","Nasalis_larvatus",20,"Clutton-Brock & Harvey 1997",,
"Nasalis larvatus","ok","Nasalis_larvatus9","Nasalis_larvatus",9,"Rowe 1996",,
"Nasalis larvatus","ok","Nasalis_larvatus12.4","Nasalis_larvatus",12.4,"Patterson et al. 2014","Yeager 1990, 1991","Patterson et al. supplementary material; from Hill & Lee 1998"
"Nasalis larvatus","ok","Nasalis_larvatus13","Nasalis_larvatus",13,"Patterson et al. 2014","Bennett & Sebastian 1988",
"Nasalis larvatus","ok","Nasalis_larvatus16","Nasalis_larvatus",16,"Patterson et al. 2014","Matsuda et al.  2008",
"Nasalis larvatus","dup","Nasalis_larvatus16","Nasalis_larvatus",16,"Patterson et al. 2014","Bennett & Sebastian 1988",
"Nasalis larvatus","dup","Nasalis_larvatus20","Nasalis_larvatus",20,"Patterson et al. 2014","Kawabe & Mano 1972; D. MacDonald pers. comm.","Patterson et al. supplementary material; from Clutton-Brock & Harvey 1977b"
"Nasalis larvatus","dup","Nasalis_larvatus20","Nasalis_larvatus",20,"Patterson et al. 2014","Yeager 1990",
"Nasalis larvatus","ok","Nasalis_larvatus3","Nasalis_larvatus",3,"Patterson et al. 2014","Yeager 1990",
"Nasalis larvatus","ok","Nasalis_larvatus5","Nasalis_larvatus",5,"Patterson et al. 2014","Bennett & Sebastian 1988",
"Nasalis larvatus","ok","Nasalis_larvatus6","Nasalis_larvatus",6,"Patterson et al. 2014","Yeager 1990",
"Nasalis larvatus","dup","Nasalis_larvatus6","Nasalis_larvatus",6,"Patterson et al. 2014","Bennett & Sebastian 1988",
"Nasalis larvatus","dup","Nasalis_larvatus6","Nasalis_larvatus",6,"Patterson et al. 2014","Bennett & Sebastian 1988",
"Nasalis larvatus","ok","Nasalis_larvatus7","Nasalis_larvatus",7,"Patterson et al. 2014","Yeager 1990",
"Nasalis larvatus","ok","Nasalis_larvatus8","Nasalis_larvatus",8,"Patterson et al. 2014","Bennett & Sebastian 1988",
"Nomascus concolor","ok","Nomascus_concolor3.5","Nomascus_concolor",3.5,"Clutton-Brock & Harvey 1997",,
"Nomascus concolor","dup","Nomascus_concolor3.5","Nomascus_concolor",3.5,"Rowe 1996",,
"Nycticebus coucang","ok","Nycticebus_coucang1","Nycticebus_coucang",1,"Clutton-Brock & Harvey 1997",,
"Otolemur crassicaudatus","ok","Otolemur_crassicaudatus1","Otolemur_crassicaudatus",1,"Clutton-Brock & Harvey 1997",,
"Otolemur crassicaudatus","ok","Otolemur_crassicaudatus3.5","Otolemur_crassicaudatus",3.5,"Rowe 1996",,
"Pan paniscus","ok","Pan_paniscus125","Pan_paniscus",125,"Rowe 1996",,"community"
"Pan paniscus","ok","Pan_paniscus10","Pan_paniscus",10,"Kudo & Dunbar 2001","Idani 1991",
"Pan troglodytes","ok","Pan_troglodytes_troglodytes28","Pan_troglodytes_troglodytes",28,"Wrangham et al. 1993","Clutton-Brock & Harvey 1977a",
"Pan troglodytes","ok","Pan_troglodytes_troglodytes50","Pan_troglodytes_troglodytes",50,"Smuts et al. 1987",,
"Pan troglodytes","dup","Pan_troglodytes_troglodytes28","Pan_troglodytes_troglodytes",28,"Dunbar 1991","Goodall 1965, Wrangham 1977",
"Pan troglodytes","ok","Pan_troglodytes_troglodytes27","Pan_troglodytes_troglodytes",27,"Clutton-Brock & Harvey 1997",,
"Pan troglodytes","ok","Pan_troglodytes_troglodytes187","Pan_troglodytes_troglodytes",187,"Patterson et al. 2014","Carlson et al. 2013",
"Pan troglodytes","ok","Pan_troglodytes_troglodytes21","Pan_troglodytes_troglodytes",21,"Patterson et al. 2014","Shimada et al. 2009",
"Pan troglodytes","dup","Pan_troglodytes_troglodytes27","Pan_troglodytes_troglodytes",27,"Patterson et al. 2014","van Lawick-Goodall 1968; Wrangham 1975; Struhsaker 1975","Patterson et al. supplementary material; from Clutton-Brock & Harvey 1977b"
"Pan troglodytes","ok","Pan_troglodytes_troglodytes27.5","Pan_troglodytes_troglodytes",27.5,"Patterson et al. 2014","Suzuki 1979","Patterson et al. supplementary material; from Beauchamp & Cabana 1990"
"Pan troglodytes","dup","Pan_troglodytes_troglodytes28","Pan_troglodytes_troglodytes",28,"Patterson et al. 2014","Clutton-Brock & Harvey 1977b","Patterson et al. supplementary material; from Chapman & Chapman 2000"
"Pan troglodytes","ok","Pan_troglodytes_troglodytes29","Pan_troglodytes_troglodytes",29,"Patterson et al. 2014","Herbinger et al. 2001","Patterson et al. supplementary material; from Majolo et al. 2008"
"Pan troglodytes","ok","Pan_troglodytes_troglodytes35","Pan_troglodytes_troglodytes",35,"Patterson et al. 2014","Herbinger et al. 2001",
"Pan troglodytes","ok","Pan_troglodytes_troglodytes44","Pan_troglodytes_troglodytes",44,"Patterson et al. 2014","Gomes & Boesch 2011",
"Pan troglodytes","ok","Pan_troglodytes_troglodytes5.2","Pan_troglodytes_troglodytes",5.2,"Patterson et al. 2014","Tutin et al. 1983 reported size not accurate","Patterson et al. supplementary material; from Beauchamp & Cabana 1990"
"Pan troglodytes","ok","Pan_troglodytes_troglodytes51","Pan_troglodytes_troglodytes",51,"Patterson et al. 2014","Potts et al. 2011",
"Pan troglodytes","ok","Pan_troglodytes_troglodytes7","Pan_troglodytes_troglodytes",7,"Patterson et al. 2014","Herbinger et al. 2001","Patterson et al. supplementary material; from Majolo et al. 2008"
"Pan troglodytes","ok","Pan_troglodytes_troglodytes76","Pan_troglodytes_troglodytes",76,"Patterson et al. 2014","Laporte & Zuberbuhler 2010",
"Pan troglodytes","ok","Pan_troglodytes_troglodytes10.2","Pan_troglodytes_troglodytes",10.2,"Kudo & Dunbar 2001","Sugiyama 1988; Takahata 1990; Kawanaka 1990;
Nishida & Hosaka 1996",
"Papio anubis","ok","Papio_anubis25.8","Papio_anubis",25.8,"Smuts et al. 1987",,
"Papio anubis","ok","Papio_anubis29.9","Papio_anubis",29.9,"Smuts et al. 1987",,
"Papio anubis","ok","Papio_anubis39","Papio_anubis",39,"Smuts et al. 1987",,
"Papio anubis","ok","Papio_anubis40.3","Papio_anubis",40.3,"Smuts et al. 1987",,
"Papio anubis","ok","Papio_anubis42.1","Papio_anubis",42.1,"Smuts et al. 1987",,
"Papio anubis","ok","Papio_anubis45","Papio_anubis",45,"Smuts et al. 1987",,
"Papio anubis","ok","Papio_anubis47.8","Papio_anubis",47.8,"Smuts et al. 1987",,
"Papio anubis","ok","Papio_anubis50","Papio_anubis",50,"Smuts et al. 1987",,
"Papio anubis","ok","Papio_anubis55.7","Papio_anubis",55.7,"Smuts et al. 1987",,
"Papio anubis","ok","Papio_anubis87","Papio_anubis",87,"Smuts et al. 1987",,
"Papio anubis","ok","Papio_anubis97","Papio_anubis",97,"Smuts et al. 1987",,
"Papio anubis","ok","Papio_anubis41.2","Papio_anubis",41.2,"Dunbar 1991","Schino et al 1988",
"Papio anubis","ok","Papio_anubis34","Papio_anubis",34,"Clutton-Brock & Harvey 1997",,
"Papio anubis","dup","Papio_anubis50","Papio_anubis",50,"Rowe 1996",,
"Papio anubis","ok","Papio_anubis101","Papio_anubis",101,"Patterson et al. 2014","Berger 1972; Chism et al. 1983","Patterson et al. supplementary material; from Hill & Lee 1998"
"Papio anubis","ok","Papio_anubis13","Papio_anubis",13,"Patterson et al. 2014","Aldrich-Blake et al. 1971","Patterson et al. supplementary material; from Majolo et al. 2008"
"Papio anubis","ok","Papio_anubis14","Papio_anubis",14,"Patterson et al. 2014","Aldrich-Blake et al. 1971",
"Papio anubis","ok","Papio_anubis150","Papio_anubis",150,"Patterson et al. 2014","Smuts & Watanabe 1990",
"Papio anubis","ok","Papio_anubis19","Papio_anubis",19,"Patterson et al. 2014","Higham et al. 2009",
"Papio anubis","ok","Papio_anubis20","Papio_anubis",20,"Patterson et al. 2014","Dunbar & Dunbar 1974a","Patterson et al. supplementary material; from Hill & Lee 1998"
"Papio anubis","ok","Papio_anubis21","Papio_anubis",21,"Patterson et al. 2014","Aldrich-Blake et al. 1971",
"Papio anubis","ok","Papio_anubis28","Papio_anubis",28,"Patterson et al. 2014","Higham et al. 2009",
"Papio anubis","dup","Papio_anubis34","Papio_anubis",34,"Patterson et al. 2014","Devore & Hall 1965; Rowell 1966, 1968; Altmann & Altmann 1970","Patterson et al. supplementary material; from Clutton-Brock & Harvey 1977b"
"Papio anubis","ok","Papio_anubis36","Papio_anubis",36,"Patterson et al. 2014","Eley et al. 1989",
"Papio anubis","ok","Papio_anubis38.3","Papio_anubis",38.3,"Patterson et al. 2014","Ransom 1981","Patterson et al. supplementary material; from Hill & Lee 1998"
"Papio anubis","ok","Papio_anubis41","Papio_anubis",41,"Patterson et al. 2014","Eley et al. 1989",
"Papio anubis","ok","Papio_anubis43.3","Papio_anubis",43.3,"Patterson et al. 2014","Kenyatta 1995","Patterson et al. supplementary material; from Hill & Lee 1998"
"Papio anubis","ok","Papio_anubis44","Papio_anubis",44,"Patterson et al. 2014","Aldrich-Blake et al. 1971","Patterson et al. supplementary material; from Hill & Lee 1998"
"Papio anubis","dup","Papio_anubis45","Papio_anubis",45,"Patterson et al. 2014","Rowell 1966","Patterson et al. supplementary material; from Hill & Lee 1998"
"Papio anubis","dup","Papio_anubis47.8","Papio_anubis",47.8,"Patterson et al. 2014","Aldrich-Blake et al. 1971","Patterson et al. supplementary material; from Beauchamp & Cabana 1990"
"Papio anubis","ok","Papio_anubis48","Papio_anubis",48,"Patterson et al. 2014","Strum & Western 1982",
"Papio anubis","ok","Papio_anubis55","Papio_anubis",55,"Patterson et al. 2014","Nagel 1973","Patterson et al. supplementary material; from Hill & Lee 1998"
"Papio anubis","ok","Papio_anubis65","Papio_anubis",65,"Patterson et al. 2014","Harding 1976","Patterson et al. supplementary material; from Hill & Lee 1998"
"Papio anubis","dup","Papio_anubis65","Papio_anubis",65,"Patterson et al. 2014","Aldrich-Blake et al. 1971","Patterson et al. supplementary material; from Majolo et al. 2008"
"Papio anubis","ok","Papio_anubis78","Papio_anubis",78,"Patterson et al. 2014","Strum & Western 1982",
"Papio anubis","dup","Papio_anubis87","Papio_anubis",87,"Patterson et al. 2014","Aldrich-Blake et al. 1971",
"Papio anubis","ok","Papio_anubis9","Papio_anubis",9,"Kudo & Dunbar 2001","Dunbar 1973",
"Papio cynocephalus","ok","Papio_cynocephalus80","Papio_cynocephalus",80,"Wrangham et al. 1993","Melnick & Pearl 1986",
"Papio cynocephalus","ok","Papio_cynocephalus28.3","Papio_cynocephalus",28.3,"Smuts et al. 1987",,
"Papio cynocephalus","ok","Papio_cynocephalus39","Papio_cynocephalus",39,"Smuts et al. 1987",,
"Papio cynocephalus","ok","Papio_cynocephalus40.5","Papio_cynocephalus",40.5,"Smuts et al. 1987",,
"Papio cynocephalus","ok","Papio_cynocephalus56","Papio_cynocephalus",56,"Smuts et al. 1987",,
"Papio cynocephalus","dup","Papio_cynocephalus80","Papio_cynocephalus",80,"Smuts et al. 1987",,
"Papio cynocephalus","ok","Papio_cynocephalus81.75","Papio_cynocephalus",81.75,"Smuts et al. 1987",,
"Papio cynocephalus","ok","Papio_cynocephalus67.5","Papio_cynocephalus",67.5,"Dunbar 1991","Schino et al 1988",
"Papio cynocephalus","ok","Papio_cynocephalus43","Papio_cynocephalus",43,"Clutton-Brock & Harvey 1997",,
"Papio cynocephalus","ok","Papio_cynocephalus28","Papio_cynocephalus",28,"Rowe 1996",,
"Papio cynocephalus","ok","Papio_cynocephalus18","Papio_cynocephalus",18,"Kudo & Dunbar 2001","Altmann 1980",
"Papio hamadryas","ok","Papio_hamadryas68","Papio_hamadryas",68,"Wrangham et al. 1993","Sigg & Stolba 1981; Stammbach 1986",
"Papio hamadryas","ok","Papio_hamadryas51","Papio_hamadryas",51,"Dunbar 1991","Nagel 1973",
"Papio hamadryas","ok","Papio_hamadryas31.5","Papio_hamadryas",31.5,"Rowe 1996",,"foraging"
"Papio hamadryas","ok","Papio_hamadryas14","Papio_hamadryas",14,"Kudo & Dunbar 2001","Vervaecke 1990; H. Kudo, unpublished data",
"Papio papio","ok","Papio_papio240","Papio_papio",240,"Dunbar 1991","Sharman 1981",
"Papio papio","ok","Papio_papio50","Papio_papio",50,"Clutton-Brock & Harvey 1997",,
"Papio papio","ok","Papio_papio120","Papio_papio",120,"Rowe 1996",,
"Papio ursinus","ok","Papio_ursinus45","Papio_ursinus",45,"Wrangham et al. 1993","Melnick & Pearl 1986",
"Papio ursinus","ok","Papio_ursinus47.2","Papio_ursinus",47.2,"Wrangham et al. 1993","Melnick & Pearl 1986",
"Papio ursinus","ok","Papio_ursinus24","Papio_ursinus",24,"Smuts et al. 1987",,
"Papio ursinus","ok","Papio_ursinus42.7","Papio_ursinus",42.7,"Smuts et al. 1987",,
"Papio ursinus","dup","Papio_ursinus45","Papio_ursinus",45,"Smuts et al. 1987",,
"Papio ursinus","dup","Papio_ursinus47.2","Papio_ursinus",47.2,"Smuts et al. 1987",,
"Papio ursinus","ok","Papio_ursinus79","Papio_ursinus",79,"Smuts et al. 1987",,
"Papio ursinus","ok","Papio_ursinus48","Papio_ursinus",48,"Dunbar 1991","Schino et al 1988",
"Papio ursinus","ok","Papio_ursinus41","Papio_ursinus",41,"Clutton-Brock & Harvey 1997",,
"Papio ursinus","ok","Papio_ursinus35","Papio_ursinus",35,"Rowe 1996",,
"Papio ursinus","ok","Papio_ursinus8","Papio_ursinus",8,"Kudo & Dunbar 2001","Seyfarth 1977",
"Perodicticus potto","ok","Perodicticus_potto1","Perodicticus_potto",1,"Clutton-Brock & Harvey 1997",,
"Perodicticus potto","ok","Perodicticus_potto1.5","Perodicticus_potto",1.5,"Rowe 1996",,
"Piliocolobus badius","ok","Piliocolobus_badius20","Piliocolobus_badius",20,"Wrangham et al. 1993","Struhsaker & Leland 1986",
"Piliocolobus badius","ok","Piliocolobus_badius34","Piliocolobus_badius",34,"Wrangham et al. 1993","Struhsaker & Leland 1986",
"Piliocolobus badius","dup","Piliocolobus_badius20","Piliocolobus_badius",20,"Smuts et al. 1987",,
"Piliocolobus badius","ok","Piliocolobus_badius24.2","Piliocolobus_badius",24.2,"Dunbar 1991","G Davies, D Starin",
"Piliocolobus badius","ok","Piliocolobus_badius50","Piliocolobus_badius",50,"Clutton-Brock & Harvey 1997",,
"Piliocolobus badius","ok","Piliocolobus_badius49.5","Piliocolobus_badius",49.5,"Rowe 1996",,
"Piliocolobus badius","ok","Piliocolobus_badius10","Piliocolobus_badius",10,"Patterson et al. 2014","Stanford 1995",
"Piliocolobus badius","ok","Piliocolobus_badius10.8","Piliocolobus_badius",10.8,"Patterson et al. 2014","Marsh 1979; Decker & Kinnard 1992","Patterson et al. supplementary material; from Hill & Lee 1998"
"Piliocolobus badius","dup","Piliocolobus_badius10.8","Piliocolobus_badius",10.8,"Patterson et al. 2014","Decker & Kinnaird 1992","Patterson et al. supplementary material; from van Schaik & Hörstermann 1994"
"Piliocolobus badius","ok","Piliocolobus_badius16","Piliocolobus_badius",16,"Patterson et al. 2014","Stanford 1995","Patterson et al. supplementary material; from Majolo et al. 2008"
"Piliocolobus badius","ok","Piliocolobus_badius16.5","Piliocolobus_badius",16.5,"Patterson et al. 2014","Struhsaker 1975","Patterson et al. supplementary material; from van Schaik & Hörstermann 1994"
"Piliocolobus badius","ok","Piliocolobus_badius17","Piliocolobus_badius",17,"Patterson et al. 2014","Chapman & Pavelka 2005","Patterson et al. supplementary material; from Majolo et al. 2008"
"Piliocolobus badius","ok","Piliocolobus_badius18","Piliocolobus_badius",18,"Patterson et al. 2014","Marsh 1979","Patterson et al. supplementary material; from Hill & Lee 1998"
"Piliocolobus badius","dup","Piliocolobus_badius18","Piliocolobus_badius",18,"Patterson et al. 2014","Marsh 1979","Patterson et al. supplementary material; from van Schaik & Hörstermann 1994"
"Piliocolobus badius","ok","Piliocolobus_badius19","Piliocolobus_badius",19,"Patterson et al. 2014","Stanford 1995",
"Piliocolobus badius","dup","Piliocolobus_badius20","Piliocolobus_badius",20,"Patterson et al. 2014","Struhsaker & Leland 1987","Patterson et al. supplementary material; from Chapman & Chapman 2000"
"Piliocolobus badius","dup","Piliocolobus_badius20","Piliocolobus_badius",20,"Patterson et al. 2014","Struhsaker unpublished data",
"Piliocolobus badius","ok","Piliocolobus_badius20.2","Piliocolobus_badius",20.2,"Patterson et al. 2014","Struhsaker 1975","Patterson et al. supplementary material; from Beauchamp & Cabana 1990"
"Piliocolobus badius","ok","Piliocolobus_badius24","Piliocolobus_badius",24,"Patterson et al. 2014","Gillespie & Chapman 2001","Patterson et al. supplementary material; from Majolo et al. 2008"
"Piliocolobus badius","dup","Piliocolobus_badius24","Piliocolobus_badius",24,"Patterson et al. 2014","Gillespie & Chapman 2001",
"Piliocolobus badius","ok","Piliocolobus_badius26","Piliocolobus_badius",26,"Patterson et al. 2014","Starin 1981, 1993","Patterson et al. supplementary material; from Hill & Lee 1998"
"Piliocolobus badius","ok","Piliocolobus_badius27.7","Piliocolobus_badius",27.7,"Patterson et al. 2014","Stanford 1995","Patterson et al. supplementary material; from Hill & Lee 1998"
"Piliocolobus badius","ok","Piliocolobus_badius29","Piliocolobus_badius",29,"Patterson et al. 2014","Gatinot 1975","Patterson et al. supplementary material; from van Schaik & Hörstermann 1994"
"Piliocolobus badius","ok","Piliocolobus_badius31","Piliocolobus_badius",31,"Patterson et al. 2014","Struhsaker unpublished data",
"Piliocolobus badius","ok","Piliocolobus_badius32","Piliocolobus_badius",32,"Patterson et al. 2014","Chapman & Pavelka 2005","Patterson et al. supplementary material; from Majolo et al. 2008"
"Piliocolobus badius","dup","Piliocolobus_badius32","Piliocolobus_badius",32,"Patterson et al. 2014","Galat & Galat-Luong 1985","Patterson et al. supplementary material; from van Schaik & Hörstermann 1994"
"Piliocolobus badius","ok","Piliocolobus_badius33.6","Piliocolobus_badius",33.6,"Patterson et al. 2014","Silkiluwasha 1981","Patterson et al. supplementary material; from Hill & Lee 1998"
"Piliocolobus badius","dup","Piliocolobus_badius34","Piliocolobus_badius",34,"Patterson et al. 2014","Struhsaker & Leland 1987","Patterson et al. supplementary material; from Chapman & Chapman 2000"
"Piliocolobus badius","dup","Piliocolobus_badius34","Piliocolobus_badius",34,"Patterson et al. 2014","Gunderson 1977","Patterson et al. supplementary material; from Hill & Lee 1998"
"Piliocolobus badius","dup","Piliocolobus_badius34","Piliocolobus_badius",34,"Patterson et al. 2014","Struhsaker 1975; Struhsaker & Leland 1987","Patterson et al. supplementary material; from Hill & Lee 1998"
"Piliocolobus badius","ok","Piliocolobus_badius34.4","Piliocolobus_badius",34.4,"Patterson et al. 2014","Struhsaker and Leland 1987","Patterson et al. supplementary material; from Janson & Goldsmith 1995"
"Piliocolobus badius","ok","Piliocolobus_badius35","Piliocolobus_badius",35,"Patterson et al. 2014","Oates et al. 1990; Oates & Whitesides 1990","Patterson et al. supplementary material; from Hill & Lee 1998"
"Piliocolobus badius","dup","Piliocolobus_badius35","Piliocolobus_badius",35,"Patterson et al. 2014","Oates et al. 1990","Patterson et al. supplementary material; from van Schaik & Hörstermann 1994"
"Piliocolobus badius","ok","Piliocolobus_badius37","Piliocolobus_badius",37,"Patterson et al. 2014","Struhsaker unpublished data",
"Piliocolobus badius","ok","Piliocolobus_badius40","Piliocolobus_badius",40,"Patterson et al. 2014","Nishida 1972","Patterson et al. supplementary material; from Hill & Lee 1998"
"Piliocolobus badius","ok","Piliocolobus_badius48","Piliocolobus_badius",48,"Patterson et al. 2014","Gillespie & Chapman 2001","Patterson et al. supplementary material; from Majolo et al. 2008"
"Piliocolobus badius","dup","Piliocolobus_badius48","Piliocolobus_badius",48,"Patterson et al. 2014","Gillespie & Chapman 2001",
"Piliocolobus badius","dup","Piliocolobus_badius50","Piliocolobus_badius",50,"Patterson et al. 2014","Clutton-Brock 1972, 1974, 1975a,b; Struhsaker 1975","Patterson et al. supplementary material; from Clutton-Brock & Harvey 1977b"
"Piliocolobus badius","dup","Piliocolobus_badius50","Piliocolobus_badius",50,"Patterson et al. 2014","Struhsaker 1975","Patterson et al. supplementary material; from van Schaik & Hörstermann 1994"
"Piliocolobus badius","ok","Piliocolobus_badius64","Piliocolobus_badius",64,"Patterson et al. 2014","Struhsaker 1975; Clutton-Brock 1975","Patterson et al. supplementary material; from Hill & Lee 1998"
"Piliocolobus badius","ok","Piliocolobus_badius8","Piliocolobus_badius",8,"Patterson et al. 2014","Stanford 1995","Patterson et al. supplementary material; from Majolo et al. 2008"
"Piliocolobus badius","dup","Piliocolobus_badius8","Piliocolobus_badius",8,"Patterson et al. 2014","Struhsaker unpublished data data of Lysa Leland",
"Piliocolobus badius","ok","Piliocolobus_badius82","Piliocolobus_badius",82,"Patterson et al. 2014","Clutton-Brock 1975b","Patterson et al. supplementary material; from van Schaik & Hörstermann 1994"
"Piliocolobus badius","ok","Piliocolobus_badius9","Piliocolobus_badius",9,"Patterson et al. 2014","Struhsaker unpublished data",
"Piliocolobus badius","ok","Piliocolobus_badius9.5","Piliocolobus_badius",9.5,"Patterson et al. 2014","Silkiluwasha 1981","Patterson et al. supplementary material; from Hill & Lee 1998"
"Piliocolobus badius","dup","Piliocolobus_badius8","Piliocolobus_badius",8,"Kudo & Dunbar 2001","Struhsaker 1975",
