taxon,sp,dec_region,our_term,dec_value,ref_ids,ref_is_stephan,status,flag,matched_source,matched_variable,matched_sp,matched_value,pct_diff,mismatch_source,mismatch_value,mismatch_pct
Cheirogaleus_medius,cheirogaleus medius,Mesencephalon,Mesencephalon_Vol.mm3,145,24;51;52,TRUE,match,match,Stephan_etal_1981_TableII,Mesencephalon_Vol.mm3,cheirogaleus medius,145,0,NA,NA,NA
Cheirogaleus_medius,cheirogaleus medius,Diencephalon,Diencephalon_Vol.mm3,235,24;51;52,TRUE,match,match,Stephan_etal_1981_TableII,Diencephalon_Vol.mm3,cheirogaleus medius,235,0,NA,NA,NA
Cheirogaleus_medius,cheirogaleus medius,Telencephalon,Telencephalon_Vol.mm3,1941,24;51;52,TRUE,match,match,Stephan_etal_1981_TableII,Telencephalon_Vol.mm3,cheirogaleus medius,1941,0,NA,NA,NA
Cheirogaleus_medius,cheirogaleus medius,MOB,Bulbus_olfactorius_Vol.mm3,102,24;51;52,TRUE,match,match,Stephan_etal_1981_TableV,Bulbus_olfactorius_Vol.mm3,cheirogaleus medius,102,0,NA,NA,NA
Cheirogaleus_medius,cheirogaleus medius,AOB,Bulbus_olfactorius_accessorius_Vol.mm3,2.66,24;51;52,TRUE,match,match,Stephan_etal_1981_TableV,Bulbus_olfactorius_accessorius_Vol.mm3,cheirogaleus medius,2.66,0,NA,NA,NA
Cheirogaleus_medius,cheirogaleus medius,Piriform Lobe,Lobus_piriformis_Vol.mm3,198,24;51;52,TRUE,match,match,Stephan_etal_1981_TableV,Lobus_piriformis_Vol.mm3,cheirogaleus medius,198,0,NA,NA,NA
Cheirogaleus_medius,cheirogaleus medius,Septum,Septum_Vol.mm3,32.5,24;51;52,TRUE,match,match,Stephan_etal_1981_TableV,Septum_Vol.mm3,cheirogaleus medius,32.5,0,NA,NA,NA
Cheirogaleus_medius,cheirogaleus medius,Striatum,Striatum_Vol.mm3,145,24;51;52,TRUE,match,match,Stephan_etal_1981_TableV,Striatum_Vol.mm3,cheirogaleus medius,145,0,NA,NA,NA
Cheirogaleus_medius,cheirogaleus medius,Schizocortex,Schizo_cortex_Vol.mm3,65.3,24;51;52,TRUE,match,match,Stephan_etal_1981_TableV,Schizo_cortex_Vol.mm3,cheirogaleus medius,65.3,0,NA,NA,NA
Cheirogaleus_medius,cheirogaleus medius,Hippocampus,Hippocampus_Vol.mm3,174,24;51;52,TRUE,match,match,Stephan_etal_1981_TableV,Hippocampus_Vol.mm3,cheirogaleus medius,174,0,NA,NA,NA
Cheirogaleus_medius,cheirogaleus medius,Neocortex (GM+WM),Neocortex_Vol.mm3,1221,24;51;52,TRUE,match,match,Stephan_etal_1981_TableV,Neocortex_Vol.mm3,cheirogaleus medius,1221,0,NA,NA,NA
Cheirogaleus_medius,cheirogaleus medius,LGN,Corpus_geniculatum_laterale_Vol.mm3,10.8,24;51;52,TRUE,match,match,Stephan_etal_1981_TableIX,Corpus_geniculatum_laterale_Vol.mm3,cheirogaleus medius,10.8,0,NA,NA,NA
Cheirogaleus_medius,cheirogaleus medius,Paleocortex,Palaeocortex_Vol.mm3,135,24;51;52,TRUE,match,match,Stephan_etal_1981_TableXI,Palaeocortex_Vol.mm3,cheirogaleus medius,135,0,NA,NA,NA
Cheirogaleus_medius,cheirogaleus medius,Amygdala,Amygdala_Vol.mm3,63.2,24;51;52,TRUE,match,match,Stephan_etal_1981_TableXI,Amygdala_Vol.mm3,cheirogaleus medius,63.2,0,NA,NA,NA
Cheirogaleus_medius,cheirogaleus medius,BV,Total_brain_net_volume_Vol.mm3,2630,54;55,FALSE,match,match,Bush_Allman_2004_a_Table2,Total_brain_net_volume_Vol.mm3,cheirogaleus medius,2630,0,NA,NA,NA
Cheirogaleus_medius,cheirogaleus medius,Neocortex (GM+WM),Neocortex_Vol.mm3,1020,54;55,FALSE,match,match,Bush_Allman_2004_a_Table2,Neocortex_Vol.mm3,cheirogaleus medius,1020,0,NA,NA,NA
Cheirogaleus_medius,cheirogaleus medius,Neocortex (GM),Neocortex_grey_matter_Vol.mm3,890,54;55,FALSE,match,match,Bush_Allman_2004_a_Table2,Neocortex_grey_matter_Vol.mm3,cheirogaleus medius,890,0,NA,NA,NA
Colobus_angolensis,colobus angolensis,BV,Total_brain_net_volume_Vol.mm3,71815,43,FALSE,match,match,Bauernfeind_etal_2013_Table1,Total_brain_net_volume_Vol.mm3,colobus angolensis,71815,0,NA,NA,NA
Colobus_angolensis,colobus angolensis,Granular Insula,Granular_insular_cortex_Vol.mm3,76,43,FALSE,match,match,Bauernfeind_etal_2013_Table1_bilateral_est,Granular_insular_cortex_Vol.mm3,colobus angolensis,76,0,NA,NA,NA
Colobus_angolensis,colobus angolensis,Dysgranular Insula,Dysgranular_insular_cortex_Vol.mm3,304,43,FALSE,match,match,Bauernfeind_etal_2013_Table1_bilateral_est,Dysgranular_insular_cortex_Vol.mm3,colobus angolensis,304,0,NA,NA,NA
Colobus_angolensis,colobus angolensis,Agranular Insula,Agranular_insular_cortex_Vol.mm3,64,43,FALSE,match,match,Bauernfeind_etal_2013_Table1_bilateral_est,Agranular_insular_cortex_Vol.mm3,colobus angolensis,64,0,NA,NA,NA
Colobus_angolensis,colobus angolensis,Insula (GM),Insula_Vol.mm3,444,43,FALSE,match,match,Bauernfeind_etal_2013_Table1_bilateral_est,Insula_Vol.mm3,colobus angolensis,444,0,NA,NA,NA
Daubentonia_madagascariensis,daubentonia madagascariensis,BV,Total_brain_net_volume_Vol.mm3,43597.1685971686,34,FALSE,match,match,deSousa2010_SupTable2_speciesmean,Total_brain_net_volume_Vol.mm3,daubentonia madagascariensis,43600,0.006,NA,NA,NA
Daubentonia_madagascariensis,daubentonia madagascariensis,V1 (GM),Area_striata_grey_matter_Vol.mm3,1113,34,FALSE,match,match,Frahm_etal_1984_Table1,Area_striata_grey_matter_Vol.mm3,daubentonia madagascariensis,1113,0,NA,NA,NA
Daubentonia_madagascariensis,daubentonia madagascariensis,BV,Total_brain_net_volume_Vol.mm3,42611,53,FALSE,match,match,Stephan_etal_1970_Table2,Total_brain_net_volume_Vol.mm3,daubentonia madagascariensis,42611,0,NA,NA,NA
Daubentonia_madagascariensis,daubentonia madagascariensis,Medulla,Medulla_oblongata_Vol.mm3,1517.1,53,FALSE,match,match,Sherwood_etal_2005_Table1,Medulla_oblongata_Vol.mm3,daubentonia madagascariensis,1517.1,0,NA,NA,NA
Daubentonia_madagascariensis,daubentonia madagascariensis,Vmo,Trigeminal_motor_nucleus_Vol.mm3,3.82,53,FALSE,match,match,Sherwood_etal_2005_Table1_bilateral_est,Trigeminal_motor_nucleus_Vol.mm3,daubentonia madagascariensis,3.82,0,NA,NA,NA
Daubentonia_madagascariensis,daubentonia madagascariensis,VII,Facial_motor_nucleus_Vol.mm3,4,53,FALSE,match,match,Sherwood_etal_2005_Table1_bilateral_est,Facial_motor_nucleus_Vol.mm3,daubentonia madagascariensis,4,0,NA,NA,NA
Daubentonia_madagascariensis,daubentonia madagascariensis,XII,Hypoglossal_nucleus_Vol.mm3,4.38,53,FALSE,match,match,Sherwood_etal_2005_Table1_bilateral_est,Hypoglossal_nucleus_Vol.mm3,daubentonia madagascariensis,4.38,0,NA,NA,NA
Daubentonia_madagascariensis,daubentonia madagascariensis,BV,Total_brain_net_volume_Vol.mm3,42611,24;51;52,TRUE,match,match,Stephan_etal_1970_Table2,Total_brain_net_volume_Vol.mm3,daubentonia madagascariensis,42611,0,NA,NA,NA
Daubentonia_madagascariensis,daubentonia madagascariensis,Cerebellum,Cerebellum_Vol.mm3,6461,24;51;52,TRUE,match,match,Stephan_etal_1970_Table2,Cerebellum_Vol.mm3,daubentonia madagascariensis,6461,0,NA,NA,NA
Daubentonia_madagascariensis,daubentonia madagascariensis,Mesencephalon,Mesencephalon_Vol.mm3,897,24;51;52,TRUE,match,match,Stephan_etal_1970_Table2,Mesencephalon_Vol.mm3,daubentonia madagascariensis,897,0,NA,NA,NA
Daubentonia_madagascariensis,daubentonia madagascariensis,Diencephalon,Diencephalon_Vol.mm3,3539,24;51;52,TRUE,match,match,Stephan_etal_1970_Table2,Diencephalon_Vol.mm3,daubentonia madagascariensis,3539,0,NA,NA,NA
Daubentonia_madagascariensis,daubentonia madagascariensis,Telencephalon,Telencephalon_Vol.mm3,30196,24;51;52,TRUE,match,match,Stephan_etal_1970_Table2,Telencephalon_Vol.mm3,daubentonia madagascariensis,30196,0,NA,NA,NA
Daubentonia_madagascariensis,daubentonia madagascariensis,MOB,Bulbus_olfactorius_Vol.mm3,685,24;51;52,TRUE,match,match,Stephan_etal_1981_TableV,Bulbus_olfactorius_Vol.mm3,daubentonia madagascariensis,685,0,NA,NA,NA
Daubentonia_madagascariensis,daubentonia madagascariensis,AOB,Bulbus_olfactorius_accessorius_Vol.mm3,8.31,24;51;52,TRUE,match,match,Stephan_etal_1981_TableV,Bulbus_olfactorius_accessorius_Vol.mm3,daubentonia madagascariensis,8.31,0,NA,NA,NA
Daubentonia_madagascariensis,daubentonia madagascariensis,Piriform Lobe,Lobus_piriformis_Vol.mm3,1538,24;51;52,TRUE,match,match,Stephan_etal_1981_TableV,Lobus_piriformis_Vol.mm3,daubentonia madagascariensis,1538,0,NA,NA,NA
Daubentonia_madagascariensis,daubentonia madagascariensis,Septum,Septum_Vol.mm3,254,24;51;52,TRUE,match,match,Stephan_etal_1970_Table5,Septum_Vol.mm3,daubentonia madagascariensis,254,0,NA,NA,NA
Daubentonia_madagascariensis,daubentonia madagascariensis,Striatum,Striatum_Vol.mm3,2765,24;51;52,TRUE,match,match,Stephan_etal_1970_Table5,Striatum_Vol.mm3,daubentonia madagascariensis,2765,0,NA,NA,NA
Daubentonia_madagascariensis,daubentonia madagascariensis,Schizocortex,Schizo_cortex_Vol.mm3,1044,24;51;52,TRUE,match,match,Stephan_etal_1970_Table5,Schizo_cortex_Vol.mm3,daubentonia madagascariensis,1044,0,NA,NA,NA
Daubentonia_madagascariensis,daubentonia madagascariensis,Hippocampus,Hippocampus_Vol.mm3,1776,24;51;52,TRUE,match,match,Stephan_etal_1970_Table5,Hippocampus_Vol.mm3,daubentonia madagascariensis,1776,0,NA,NA,NA
Daubentonia_madagascariensis,daubentonia madagascariensis,Neocortex (GM+WM),Neocortex_Vol.mm3,22127,24;51;52,TRUE,match,match,Stephan_etal_1970_Table5,Neocortex_Vol.mm3,daubentonia madagascariensis,22127,0,NA,NA,NA
Daubentonia_madagascariensis,daubentonia madagascariensis,LGN,Corpus_geniculatum_laterale_Vol.mm3,58.5,24;51;52,TRUE,match,match,Stephan_etal_1981_TableIX,Corpus_geniculatum_laterale_Vol.mm3,daubentonia madagascariensis,58.5,0,NA,NA,NA
Daubentonia_madagascariensis,daubentonia madagascariensis,Paleocortex,Palaeocortex_Vol.mm3,1065,24;51;52,TRUE,match,match,Stephan_etal_1981_TableXI,Palaeocortex_Vol.mm3,daubentonia madagascariensis,1065,0,NA,NA,NA
Daubentonia_madagascariensis,daubentonia madagascariensis,Amygdala,Amygdala_Vol.mm3,473,24;51;52,TRUE,match,match,Stephan_etal_1981_TableXI,Amygdala_Vol.mm3,daubentonia madagascariensis,473,0,NA,NA,NA
Daubentonia_madagascariensis,daubentonia madagascariensis,BV,Total_brain_net_volume_Vol.mm3,41070,54;55,FALSE,match,match,Bush_Allman_2004_a_Table2,Total_brain_net_volume_Vol.mm3,daubentonia madagascariensis,41070,0,NA,NA,NA
Daubentonia_madagascariensis,daubentonia madagascariensis,Neocortex (GM+WM),Neocortex_Vol.mm3,24070,54;55,FALSE,match,match,Bush_Allman_2004_a_Table2,Neocortex_Vol.mm3,daubentonia madagascariensis,24070,0,NA,NA,NA
Daubentonia_madagascariensis,daubentonia madagascariensis,Neocortex (GM),Neocortex_grey_matter_Vol.mm3,19790,54;55,FALSE,match,match,Bush_Allman_2004_a_Table2,Neocortex_grey_matter_Vol.mm3,daubentonia madagascariensis,19790,0,NA,NA,NA
Erythrocebus_patas,erythrocebus patas,BV,Total_brain_net_volume_Vol.mm3,103167.3685,53,FALSE,match,match,Stephan_etal_1981_TableIII,Total_brain_net_volume_Vol.mm3,erythrocebus patas,103167,0,NA,NA,NA
Erythrocebus_patas,erythrocebus patas,Medulla,Medulla_oblongata_Vol.mm3,2615.67,53,FALSE,match,match,Sherwood_etal_2005_Table1,Medulla_oblongata_Vol.mm3,erythrocebus patas,2615.67,0,NA,NA,NA
Erythrocebus_patas,erythrocebus patas,Vmo,Trigeminal_motor_nucleus_Vol.mm3,4.66,53,FALSE,match,match,Sherwood_etal_2005_Table1_bilateral_est,Trigeminal_motor_nucleus_Vol.mm3,erythrocebus patas,4.66,0,NA,NA,NA
Erythrocebus_patas,erythrocebus patas,VII,Facial_motor_nucleus_Vol.mm3,9.18,53,FALSE,match,match,Sherwood_etal_2005_Table1_bilateral_est,Facial_motor_nucleus_Vol.mm3,erythrocebus patas,9.18,0,NA,NA,NA
Erythrocebus_patas,erythrocebus patas,XII,Hypoglossal_nucleus_Vol.mm3,4.8,53,FALSE,match,match,Sherwood_etal_2005_Table1_bilateral_est,Hypoglossal_nucleus_Vol.mm3,erythrocebus patas,4.8,0,NA,NA,NA
Erythrocebus_patas,erythrocebus patas,BV,Total_brain_net_volume_Vol.mm3,89000,61,FALSE,match,match,MacLeod_etal_2003_Table2,Total_brain_net_volume_Vol.mm3,erythrocebus patas,89000,0,NA,NA,NA
Erythrocebus_patas,erythrocebus patas,Cerebellum,Cerebellum_Vol.mm3,7900,61,FALSE,match,match,MacLeod_etal_2003_Table2,Cerebellum_Vol.mm3,erythrocebus patas,7900,0,NA,NA,NA
Erythrocebus_patas,erythrocebus patas,BV,Total_brain_net_volume_Vol.mm3,103167,24;51;52,TRUE,match,match,Stephan_etal_1981_TableIII,Total_brain_net_volume_Vol.mm3,erythrocebus patas,103167,0,NA,NA,NA
Erythrocebus_patas,erythrocebus patas,Cerebellum,Cerebellum_Vol.mm3,8738,24;51;52,TRUE,match,match,Stephan_etal_1981_TableIII,Cerebellum_Vol.mm3,erythrocebus patas,8738,0,NA,NA,NA
Erythrocebus_patas,erythrocebus patas,Mesencephalon,Mesencephalon_Vol.mm3,1621,24;51;52,TRUE,match,match,Stephan_etal_1981_TableIII,Mesencephalon_Vol.mm3,erythrocebus patas,1621,0,NA,NA,NA
Erythrocebus_patas,erythrocebus patas,Diencephalon,Diencephalon_Vol.mm3,5423,24;51;52,TRUE,match,match,Stephan_etal_1981_TableIII,Diencephalon_Vol.mm3,erythrocebus patas,5423,0,NA,NA,NA
Erythrocebus_patas,erythrocebus patas,Telencephalon,Telencephalon_Vol.mm3,84770,24;51;52,TRUE,match,match,Stephan_etal_1981_TableIII,Telencephalon_Vol.mm3,erythrocebus patas,84770,0,NA,NA,NA
Erythrocebus_patas,erythrocebus patas,MOB,Bulbus_olfactorius_Vol.mm3,51.8,24;51;52,TRUE,match,match,Stephan_etal_1981_TableVI,Bulbus_olfactorius_Vol.mm3,erythrocebus patas,51.8,0,NA,NA,NA
Erythrocebus_patas,erythrocebus patas,Piriform Lobe,Lobus_piriformis_Vol.mm3,1339,24;51;52,TRUE,match,match,Stephan_etal_1981_TableVI,Lobus_piriformis_Vol.mm3,erythrocebus patas,1339,0,NA,NA,NA
Erythrocebus_patas,erythrocebus patas,Septum,Septum_Vol.mm3,330,24;51;52,TRUE,match,match,Stephan_etal_1981_TableVI,Septum_Vol.mm3,erythrocebus patas,330,0,NA,NA,NA
Erythrocebus_patas,erythrocebus patas,Striatum,Striatum_Vol.mm3,3624,24;51;52,TRUE,match,match,Stephan_etal_1981_TableVI,Striatum_Vol.mm3,erythrocebus patas,3624,0,NA,NA,NA
Erythrocebus_patas,erythrocebus patas,Schizocortex,Schizo_cortex_Vol.mm3,693,24;51;52,TRUE,match,match,Stephan_etal_1981_TableVI,Schizo_cortex_Vol.mm3,erythrocebus patas,693,0,NA,NA,NA
Erythrocebus_patas,erythrocebus patas,Hippocampus,Hippocampus_Vol.mm3,1591,24;51;52,TRUE,match,match,Stephan_etal_1981_TableVI,Hippocampus_Vol.mm3,erythrocebus patas,1591,0,NA,NA,NA
Erythrocebus_patas,erythrocebus patas,Neocortex (GM+WM),Neocortex_Vol.mm3,77141,24;51;52,TRUE,match,match,Stephan_etal_1981_TableVI,Neocortex_Vol.mm3,erythrocebus patas,77141,0,NA,NA,NA
Eulemur_fulvus_fulvus,eulemur fulvus,BV,Total_brain_net_volume_Vol.mm3,22512.6225126225,34,FALSE,match,match,deSousa2010_SupTable2_speciesmean,Total_brain_net_volume_Vol.mm3,eulemur fulvus,22500,0.056,NA,NA,NA
Eulemur_fulvus_fulvus,eulemur fulvus,V1 (GM),Area_striata_grey_matter_Vol.mm3,1253,34,FALSE,match,match,Frahm_etal_1984_Table1,Area_striata_grey_matter_Vol.mm3,eulemur fulvus,1253,0,NA,NA,NA
Eulemur_fulvus_fulvus,eulemur fulvus,BV,Total_brain_net_volume_Vol.mm3,22106,53,FALSE,match,match,Stephan_etal_1981_TableII,Total_brain_net_volume_Vol.mm3,eulemur fulvus,22106,0,NA,NA,NA
Eulemur_fulvus_fulvus,eulemur fulvus,Medulla,Medulla_oblongata_Vol.mm3,909.39,53,FALSE,match,match,Sherwood_etal_2005_Table1,Medulla_oblongata_Vol.mm3,eulemur fulvus,909.39,0,NA,NA,NA
Eulemur_fulvus_fulvus,eulemur fulvus,Vmo,Trigeminal_motor_nucleus_Vol.mm3,2.08,53,FALSE,match,match,Sherwood_etal_2005_Table1_bilateral_est,Trigeminal_motor_nucleus_Vol.mm3,eulemur fulvus,2.08,0,NA,NA,NA
Eulemur_fulvus_fulvus,eulemur fulvus,VII,Facial_motor_nucleus_Vol.mm3,2.78,53,FALSE,match,match,Sherwood_etal_2005_Table1_bilateral_est,Facial_motor_nucleus_Vol.mm3,eulemur fulvus,2.78,0,NA,NA,NA
Eulemur_fulvus_fulvus,eulemur fulvus,XII,Hypoglossal_nucleus_Vol.mm3,3.04,53,FALSE,match,match,Sherwood_etal_2005_Table1_bilateral_est,Hypoglossal_nucleus_Vol.mm3,eulemur fulvus,3.04,0,NA,NA,NA
Eulemur_fulvus_fulvus,eulemur fulvus,BV,Total_brain_net_volume_Vol.mm3,22106,24;51;52,TRUE,match,match,Stephan_etal_1981_TableII,Total_brain_net_volume_Vol.mm3,eulemur fulvus,22106,0,NA,NA,NA
Eulemur_fulvus_fulvus,eulemur fulvus,Cerebellum,Cerebellum_Vol.mm3,3328,24;51;52,TRUE,match,match,Stephan_etal_1981_TableII,Cerebellum_Vol.mm3,eulemur fulvus,3328,0,NA,NA,NA
Eulemur_fulvus_fulvus,eulemur fulvus,Mesencephalon,Mesencephalon_Vol.mm3,590,24;51;52,TRUE,match,match,Stephan_etal_1981_TableII,Mesencephalon_Vol.mm3,eulemur fulvus,590,0,NA,NA,NA
Eulemur_fulvus_fulvus,eulemur fulvus,Diencephalon,Diencephalon_Vol.mm3,1713,24;51;52,TRUE,match,match,Stephan_etal_1981_TableII,Diencephalon_Vol.mm3,eulemur fulvus,1713,0,NA,NA,NA
Eulemur_fulvus_fulvus,eulemur fulvus,Telencephalon,Telencephalon_Vol.mm3,15566,24;51;52,TRUE,match,match,Stephan_etal_1981_TableII,Telencephalon_Vol.mm3,eulemur fulvus,15566,0,NA,NA,NA
Eulemur_fulvus_fulvus,eulemur fulvus,MOB,Bulbus_olfactorius_Vol.mm3,207,24;51;52,TRUE,match,match,Stephan_etal_1981_TableV,Bulbus_olfactorius_Vol.mm3,eulemur fulvus,207,0,NA,NA,NA
Eulemur_fulvus_fulvus,eulemur fulvus,AOB,Bulbus_olfactorius_accessorius_Vol.mm3,3.21,24;51;52,TRUE,match,match,Stephan_etal_1981_TableV,Bulbus_olfactorius_accessorius_Vol.mm3,eulemur fulvus,3.21,0,NA,NA,NA
Eulemur_fulvus_fulvus,eulemur fulvus,Piriform Lobe,Lobus_piriformis_Vol.mm3,641,24;51;52,TRUE,match,match,Stephan_etal_1981_TableV,Lobus_piriformis_Vol.mm3,eulemur fulvus,641,0,NA,NA,NA
Eulemur_fulvus_fulvus,eulemur fulvus,Septum,Septum_Vol.mm3,119,24;51;52,TRUE,match,match,Stephan_etal_1981_TableV,Septum_Vol.mm3,eulemur fulvus,119,0,NA,NA,NA
Eulemur_fulvus_fulvus,eulemur fulvus,Striatum,Striatum_Vol.mm3,1215,24;51;52,TRUE,match,match,Stephan_etal_1981_TableV,Striatum_Vol.mm3,eulemur fulvus,1215,0,NA,NA,NA
Eulemur_fulvus_fulvus,eulemur fulvus,Schizocortex,Schizo_cortex_Vol.mm3,422,24;51;52,TRUE,match,match,Stephan_etal_1981_TableV,Schizo_cortex_Vol.mm3,eulemur fulvus,422,0,NA,NA,NA
Eulemur_fulvus_fulvus,eulemur fulvus,Hippocampus,Hippocampus_Vol.mm3,752,24;51;52,TRUE,match,match,Stephan_etal_1981_TableV,Hippocampus_Vol.mm3,eulemur fulvus,752,0,NA,NA,NA
Eulemur_fulvus_fulvus,eulemur fulvus,Neocortex (GM+WM),Neocortex_Vol.mm3,12207,24;51;52,TRUE,match,match,Stephan_etal_1981_TableV,Neocortex_Vol.mm3,eulemur fulvus,12207,0,NA,NA,NA
Eulemur_fulvus_fulvus,eulemur fulvus,Epithalamus,Epithalamus_Vol.mm3,12.2,24;51;52,TRUE,match,match,Stephan_etal_1981_TableVIII,Epithalamus_Vol.mm3,eulemur fulvus,12.2,0,NA,NA,NA
Eulemur_fulvus_fulvus,eulemur fulvus,Thalamus,Thalamus_Vol.mm3,1028,24;51;52,TRUE,match,match,Stephan_etal_1981_TableVIII,Thalamus_Vol.mm3,eulemur fulvus,1028,0,NA,NA,NA
Eulemur_fulvus_fulvus,eulemur fulvus,Hypothalamus,Hypothalamus_Vol.mm3,239,24;51;52,TRUE,match,match,Stephan_etal_1981_TableVIII,Hypothalamus_Vol.mm3,eulemur fulvus,239,0,NA,NA,NA
Eulemur_fulvus_fulvus,eulemur fulvus,Subthalamus,Subthalamus_Vol.mm3,225,24;51;52,TRUE,match,match,Stephan_etal_1981_TableVIII,Subthalamus_Vol.mm3,eulemur fulvus,225,0,NA,NA,NA
Eulemur_fulvus_fulvus,eulemur fulvus,Pallidum,Pallidum_Vol.mm3,212,24;51;52,TRUE,match,match,Stephan_etal_1981_TableVIII,Pallidum_Vol.mm3,eulemur fulvus,212,0,NA,NA,NA
Eulemur_fulvus_fulvus,eulemur fulvus,Subthalamic Nucleus,Nucleus_subthalamicus_Vol.mm3,13.9,24;51;52,TRUE,match,match,Stephan_etal_1981_TableVIII,Nucleus_subthalamicus_Vol.mm3,eulemur fulvus,13.9,0,NA,NA,NA
Eulemur_fulvus_fulvus,eulemur fulvus,Optic Tract,Tractus_opticus_Vol.mm3,108,24;51;52,TRUE,match,match,Stephan_etal_1981_TableVIII,Tractus_opticus_Vol.mm3,eulemur fulvus,108,0,NA,NA,NA
Eulemur_fulvus_fulvus,eulemur fulvus,LGN,Corpus_geniculatum_laterale_Vol.mm3,51.6,24;51;52,TRUE,match,match,Stephan_etal_1981_TableIX,Corpus_geniculatum_laterale_Vol.mm3,eulemur fulvus,51.6,0,NA,NA,NA
Eulemur_fulvus_fulvus,eulemur fulvus,Paleocortex,Palaeocortex_Vol.mm3,389,24;51;52,TRUE,match,match,Stephan_etal_1981_TableXI,Palaeocortex_Vol.mm3,eulemur fulvus,389,0,NA,NA,NA
Eulemur_fulvus_fulvus,eulemur fulvus,Amygdala,Amygdala_Vol.mm3,251,24;51;52,TRUE,match,match,Stephan_etal_1981_TableXI,Amygdala_Vol.mm3,eulemur fulvus,251,0,NA,NA,NA
Eulemur_mongoz,eulemur mongoz,BV,Total_brain_net_volume_Vol.mm3,22240,54;55,FALSE,match,match,Bush_Allman_2004_b_TABLE1,Total_brain_net_volume_Vol.mm3,eulemur mongoz,22240,0,NA,NA,NA
Eulemur_mongoz,eulemur mongoz,Neocortex (GM+WM),Neocortex_Vol.mm3,12030,54;55,FALSE,match,match,Bush_Allman_2004_a_Table2,Neocortex_Vol.mm3,eulemur mongoz,12030,0,NA,NA,NA
Eulemur_mongoz,eulemur mongoz,Neocortex (GM),Neocortex_grey_matter_Vol.mm3,8200,54;55,FALSE,match,match,Bush_Allman_2004_b_TABLE1,Neocortex_grey_matter_Vol.mm3,eulemur mongoz,8200,0,NA,NA,NA
Eulemur_mongoz,eulemur mongoz,V1 (GM),Area_striata_grey_matter_Vol.mm3,1060,54;55,FALSE,match,match,Bush_Allman_2004_b_TABLE1,Area_striata_grey_matter_Vol.mm3,eulemur mongoz,1060,0,NA,NA,NA
Eulemur_mongoz,eulemur mongoz,LGN,Corpus_geniculatum_laterale_Vol.mm3,50,54;55,FALSE,match,match,Bush_Allman_2004_b_TABLE1,Corpus_geniculatum_laterale_Vol.mm3,eulemur mongoz,50,0,NA,NA,NA
Galago_senegalensis,galago senegalensis,BV,Total_brain_net_volume_Vol.mm3,4512,53,FALSE,match,match,Stephan_etal_1970_Table2,Total_brain_net_volume_Vol.mm3,galago senegalensis,4512,0,NA,NA,NA
Galago_senegalensis,galago senegalensis,Medulla,Medulla_oblongata_Vol.mm3,254.3,53,FALSE,match,match,Sherwood_etal_2005_Table1,Medulla_oblongata_Vol.mm3,galago senegalensis,254.3,0,NA,NA,NA
Galago_senegalensis,galago senegalensis,Vmo,Trigeminal_motor_nucleus_Vol.mm3,0.58,53,FALSE,match,match,Sherwood_etal_2005_Table1_bilateral_est,Trigeminal_motor_nucleus_Vol.mm3,galago senegalensis,0.58,0,NA,NA,NA
Galago_senegalensis,galago senegalensis,VII,Facial_motor_nucleus_Vol.mm3,1.18,53,FALSE,match,match,Sherwood_etal_2005_Table1_bilateral_est,Facial_motor_nucleus_Vol.mm3,galago senegalensis,1.18,0,NA,NA,NA
Galago_senegalensis,galago senegalensis,XII,Hypoglossal_nucleus_Vol.mm3,0.7,53,FALSE,match,match,Sherwood_etal_2005_Table1_bilateral_est,Hypoglossal_nucleus_Vol.mm3,galago senegalensis,0.7,0,NA,NA,NA
Galago_senegalensis,galago senegalensis,BV,Total_brain_net_volume_Vol.mm3,4512,24;51;52,TRUE,match,match,Stephan_etal_1970_Table2,Total_brain_net_volume_Vol.mm3,galago senegalensis,4512,0,NA,NA,NA
Galago_senegalensis,galago senegalensis,Cerebellum,Cerebellum_Vol.mm3,672,24;51;52,TRUE,match,match,Stephan_etal_1970_Table2,Cerebellum_Vol.mm3,galago senegalensis,672,0,NA,NA,NA
Galago_senegalensis,galago senegalensis,Mesencephalon,Mesencephalon_Vol.mm3,205,24;51;52,TRUE,match,match,Stephan_etal_1970_Table2,Mesencephalon_Vol.mm3,galago senegalensis,205,0,NA,NA,NA
Galago_senegalensis,galago senegalensis,Diencephalon,Diencephalon_Vol.mm3,382,24;51;52,TRUE,match,match,Stephan_etal_1970_Table2,Diencephalon_Vol.mm3,galago senegalensis,382,0,NA,NA,NA
Galago_senegalensis,galago senegalensis,Telencephalon,Telencephalon_Vol.mm3,2997,24;51;52,TRUE,match,match,Stephan_etal_1970_Table2,Telencephalon_Vol.mm3,galago senegalensis,2997,0,NA,NA,NA
Galago_senegalensis,galago senegalensis,MOB,Bulbus_olfactorius_Vol.mm3,79.2,24;51;52,TRUE,match,match,Stephan_etal_1981_TableV,Bulbus_olfactorius_Vol.mm3,galago senegalensis,79.2,0,NA,NA,NA
Galago_senegalensis,galago senegalensis,AOB,Bulbus_olfactorius_accessorius_Vol.mm3,2.58,24;51;52,TRUE,match,match,Stephan_etal_1981_TableV,Bulbus_olfactorius_accessorius_Vol.mm3,galago senegalensis,2.58,0,NA,NA,NA
