taxon,sp,dec_region,our_term,dec_value,ref_ids,ref_is_stephan,status,flag,matched_source,matched_variable,matched_sp,matched_value,pct_diff,mismatch_source,mismatch_value,mismatch_pct
Microcebus_murinus,microcebus murinus,Neocortex (GM+WM),Neocortex_Vol.mm3,690,54;55,FALSE,match,match,Bush_Allman_2004_a_Table2,Neocortex_Vol.mm3,microcebus murinus,690,0,NA,NA,NA
Microcebus_murinus,microcebus murinus,Neocortex (GM),Neocortex_grey_matter_Vol.mm3,590,54;55,FALSE,match,match,Bush_Allman_2004_b_TABLE1,Neocortex_grey_matter_Vol.mm3,microcebus murinus,590,0,NA,NA,NA
Microcebus_murinus,microcebus murinus,V1 (GM),Area_striata_grey_matter_Vol.mm3,110,54;55,FALSE,match,match,Bush_Allman_2004_b_TABLE1,Area_striata_grey_matter_Vol.mm3,microcebus murinus,110,0,NA,NA,NA
Microcebus_murinus,microcebus murinus,LGN,Corpus_geniculatum_laterale_Vol.mm3,10,54;55,FALSE,match,match,Bush_Allman_2004_b_TABLE1,Corpus_geniculatum_laterale_Vol.mm3,microcebus murinus,10,0,NA,NA,NA
Miopithecus_talapoin,miopithecus talapoin,BV,Total_brain_net_volume_Vol.mm3,38711.6439748019,34,FALSE,match,match,deSousa2010_SupTable2_speciesmean,Total_brain_net_volume_Vol.mm3,miopithecus talapoin,38600,0.289,NA,NA,NA
Miopithecus_talapoin,miopithecus talapoin,V1 (GM),Area_striata_grey_matter_Vol.mm3,2339,34,FALSE,match,match,Frahm_etal_1984_Table1,Area_striata_grey_matter_Vol.mm3,miopithecus talapoin,2339,0,NA,NA,NA
Miopithecus_talapoin,miopithecus talapoin,BV,Total_brain_net_volume_Vol.mm3,37775.961,53,FALSE,match,match,Stephan_etal_1981_TableIII,Total_brain_net_volume_Vol.mm3,miopithecus talapoin,37776,0,NA,NA,NA
Miopithecus_talapoin,miopithecus talapoin,Medulla,Medulla_oblongata_Vol.mm3,1034.79,53,FALSE,match,match,Sherwood_etal_2005_Table1,Medulla_oblongata_Vol.mm3,miopithecus talapoin,1034.79,0,NA,NA,NA
Miopithecus_talapoin,miopithecus talapoin,Vmo,Trigeminal_motor_nucleus_Vol.mm3,2.94,53,FALSE,match,match,Sherwood_etal_2005_Table1_bilateral_est,Trigeminal_motor_nucleus_Vol.mm3,miopithecus talapoin,2.94,0,NA,NA,NA
Miopithecus_talapoin,miopithecus talapoin,VII,Facial_motor_nucleus_Vol.mm3,3.72,53,FALSE,match,match,Sherwood_etal_2005_Table1_bilateral_est,Facial_motor_nucleus_Vol.mm3,miopithecus talapoin,3.72,0,NA,NA,NA
Miopithecus_talapoin,miopithecus talapoin,XII,Hypoglossal_nucleus_Vol.mm3,2.44,53,FALSE,match,match,Sherwood_etal_2005_Table1_bilateral_est,Hypoglossal_nucleus_Vol.mm3,miopithecus talapoin,2.44,0,NA,NA,NA
Miopithecus_talapoin,miopithecus talapoin,BV,Total_brain_net_volume_Vol.mm3,37776,24;51;52,TRUE,match,match,Stephan_etal_1981_TableIII,Total_brain_net_volume_Vol.mm3,miopithecus talapoin,37776,0,NA,NA,NA
Miopithecus_talapoin,miopithecus talapoin,Cerebellum,Cerebellum_Vol.mm3,3374,24;51;52,TRUE,match,match,Stephan_etal_1981_TableIII,Cerebellum_Vol.mm3,miopithecus talapoin,3374,0,NA,NA,NA
Miopithecus_talapoin,miopithecus talapoin,Mesencephalon,Mesencephalon_Vol.mm3,826,24;51;52,TRUE,match,match,Stephan_etal_1981_TableIII,Mesencephalon_Vol.mm3,miopithecus talapoin,826,0,NA,NA,NA
Miopithecus_talapoin,miopithecus talapoin,Diencephalon,Diencephalon_Vol.mm3,2375,24;51;52,TRUE,match,match,Stephan_etal_1981_TableIII,Diencephalon_Vol.mm3,miopithecus talapoin,2375,0,NA,NA,NA
Miopithecus_talapoin,miopithecus talapoin,Telencephalon,Telencephalon_Vol.mm3,30166,24;51;52,TRUE,match,match,Stephan_etal_1981_TableIII,Telencephalon_Vol.mm3,miopithecus talapoin,30166,0,NA,NA,NA
Miopithecus_talapoin,miopithecus talapoin,MOB,Bulbus_olfactorius_Vol.mm3,27.8,24;51;52,TRUE,match,match,Stephan_etal_1981_TableVI,Bulbus_olfactorius_Vol.mm3,miopithecus talapoin,27.8,0,NA,NA,NA
Miopithecus_talapoin,miopithecus talapoin,Piriform Lobe,Lobus_piriformis_Vol.mm3,706,24;51;52,TRUE,match,match,Stephan_etal_1981_TableVI,Lobus_piriformis_Vol.mm3,miopithecus talapoin,706,0,NA,NA,NA
Miopithecus_talapoin,miopithecus talapoin,Septum,Septum_Vol.mm3,133,24;51;52,TRUE,match,match,Stephan_etal_1981_TableVI,Septum_Vol.mm3,miopithecus talapoin,133,0,NA,NA,NA
Miopithecus_talapoin,miopithecus talapoin,Striatum,Striatum_Vol.mm3,1908,24;51;52,TRUE,match,match,Stephan_etal_1981_TableVI,Striatum_Vol.mm3,miopithecus talapoin,1908,0,NA,NA,NA
Miopithecus_talapoin,miopithecus talapoin,Schizocortex,Schizo_cortex_Vol.mm3,259,24;51;52,TRUE,match,match,Stephan_etal_1981_TableVI,Schizo_cortex_Vol.mm3,miopithecus talapoin,259,0,NA,NA,NA
Miopithecus_talapoin,miopithecus talapoin,Hippocampus,Hippocampus_Vol.mm3,705,24;51;52,TRUE,match,match,Stephan_etal_1981_TableVI,Hippocampus_Vol.mm3,miopithecus talapoin,705,0,NA,NA,NA
Miopithecus_talapoin,miopithecus talapoin,Neocortex (GM+WM),Neocortex_Vol.mm3,26427,24;51;52,TRUE,match,match,Stephan_etal_1981_TableVI,Neocortex_Vol.mm3,miopithecus talapoin,26427,0,NA,NA,NA
Miopithecus_talapoin,miopithecus talapoin,LGN,Corpus_geniculatum_laterale_Vol.mm3,116,24;51;52,TRUE,match,match,Stephan_etal_1981_TableIX,Corpus_geniculatum_laterale_Vol.mm3,miopithecus talapoin,116,0,NA,NA,NA
Nasalis_larvatus,nasalis larvatus,BV,Total_brain_net_volume_Vol.mm3,92796.732,53,FALSE,match,match,Stephan_etal_1981_TableIII,Total_brain_net_volume_Vol.mm3,nasalis larvatus,92797,0,NA,NA,NA
Nasalis_larvatus,nasalis larvatus,Medulla,Medulla_oblongata_Vol.mm3,2945.18,53,FALSE,match,match,Sherwood_etal_2005_Table1,Medulla_oblongata_Vol.mm3,nasalis larvatus,2945.18,0,NA,NA,NA
Nasalis_larvatus,nasalis larvatus,Vmo,Trigeminal_motor_nucleus_Vol.mm3,5.64,53,FALSE,match,match,Sherwood_etal_2005_Table1_bilateral_est,Trigeminal_motor_nucleus_Vol.mm3,nasalis larvatus,5.64,0,NA,NA,NA
Nasalis_larvatus,nasalis larvatus,VII,Facial_motor_nucleus_Vol.mm3,8.82,53,FALSE,match,match,Sherwood_etal_2005_Table1_bilateral_est,Facial_motor_nucleus_Vol.mm3,nasalis larvatus,8.82,0,NA,NA,NA
Nasalis_larvatus,nasalis larvatus,XII,Hypoglossal_nucleus_Vol.mm3,4.36,53,FALSE,match,match,Sherwood_etal_2005_Table1_bilateral_est,Hypoglossal_nucleus_Vol.mm3,nasalis larvatus,4.36,0,NA,NA,NA
Nasalis_larvatus,nasalis larvatus,BV,Total_brain_net_volume_Vol.mm3,92797,24;51;52,TRUE,match,match,Stephan_etal_1981_TableIII,Total_brain_net_volume_Vol.mm3,nasalis larvatus,92797,0,NA,NA,NA
Nasalis_larvatus,nasalis larvatus,Cerebellum,Cerebellum_Vol.mm3,12113,24;51;52,TRUE,match,match,Stephan_etal_1981_TableIII,Cerebellum_Vol.mm3,nasalis larvatus,12113,0,NA,NA,NA
Nasalis_larvatus,nasalis larvatus,Mesencephalon,Mesencephalon_Vol.mm3,1556,24;51;52,TRUE,match,match,Stephan_etal_1981_TableIII,Mesencephalon_Vol.mm3,nasalis larvatus,1556,0,NA,NA,NA
Nasalis_larvatus,nasalis larvatus,Diencephalon,Diencephalon_Vol.mm3,5310,24;51;52,TRUE,match,match,Stephan_etal_1981_TableIII,Diencephalon_Vol.mm3,nasalis larvatus,5310,0,NA,NA,NA
Nasalis_larvatus,nasalis larvatus,Telencephalon,Telencephalon_Vol.mm3,70873,24;51;52,TRUE,match,match,Stephan_etal_1981_TableIII,Telencephalon_Vol.mm3,nasalis larvatus,70873,0,NA,NA,NA
Nasalis_larvatus,nasalis larvatus,MOB,Bulbus_olfactorius_Vol.mm3,30.3,24;51;52,TRUE,match,match,Stephan_etal_1981_TableVI,Bulbus_olfactorius_Vol.mm3,nasalis larvatus,30.3,0,NA,NA,NA
Nasalis_larvatus,nasalis larvatus,Piriform Lobe,Lobus_piriformis_Vol.mm3,1268,24;51;52,TRUE,match,match,Stephan_etal_1981_TableVI,Lobus_piriformis_Vol.mm3,nasalis larvatus,1268,0,NA,NA,NA
Nasalis_larvatus,nasalis larvatus,Septum,Septum_Vol.mm3,333,24;51;52,TRUE,match,match,Stephan_etal_1981_TableVI,Septum_Vol.mm3,nasalis larvatus,333,0,NA,NA,NA
Nasalis_larvatus,nasalis larvatus,Striatum,Striatum_Vol.mm3,3735,24;51;52,TRUE,match,match,Stephan_etal_1981_TableVI,Striatum_Vol.mm3,nasalis larvatus,3735,0,NA,NA,NA
Nasalis_larvatus,nasalis larvatus,Schizocortex,Schizo_cortex_Vol.mm3,855,24;51;52,TRUE,match,match,Stephan_etal_1981_TableVI,Schizo_cortex_Vol.mm3,nasalis larvatus,855,0,NA,NA,NA
Nasalis_larvatus,nasalis larvatus,Hippocampus,Hippocampus_Vol.mm3,1966,24;51;52,TRUE,match,match,Stephan_etal_1981_TableVI,Hippocampus_Vol.mm3,nasalis larvatus,1966,0,NA,NA,NA
Nasalis_larvatus,nasalis larvatus,Neocortex (GM+WM),Neocortex_Vol.mm3,62685,24;51;52,TRUE,match,match,Stephan_etal_1981_TableVI,Neocortex_Vol.mm3,nasalis larvatus,62685,0,NA,NA,NA
Nasalis_larvatus,nasalis larvatus,Epithalamus,Epithalamus_Vol.mm3,29.6,24;51;52,TRUE,match,match,Stephan_etal_1981_TableVIII,Epithalamus_Vol.mm3,nasalis larvatus,29.6,0,NA,NA,NA
Nasalis_larvatus,nasalis larvatus,Thalamus,Thalamus_Vol.mm3,3036,24;51;52,TRUE,match,match,Stephan_etal_1981_TableVIII,Thalamus_Vol.mm3,nasalis larvatus,3036,0,NA,NA,NA
Nasalis_larvatus,nasalis larvatus,Hypothalamus,Hypothalamus_Vol.mm3,671,24;51;52,TRUE,match,match,Stephan_etal_1981_TableVIII,Hypothalamus_Vol.mm3,nasalis larvatus,671,0,NA,NA,NA
Nasalis_larvatus,nasalis larvatus,Subthalamus,Subthalamus_Vol.mm3,587,24;51;52,TRUE,match,match,Stephan_etal_1981_TableVIII,Subthalamus_Vol.mm3,nasalis larvatus,587,0,NA,NA,NA
Nasalis_larvatus,nasalis larvatus,Pallidum,Pallidum_Vol.mm3,550,24;51;52,TRUE,match,match,Stephan_etal_1981_TableVIII,Pallidum_Vol.mm3,nasalis larvatus,550,0,NA,NA,NA
Nasalis_larvatus,nasalis larvatus,Subthalamic Nucleus,Nucleus_subthalamicus_Vol.mm3,37.2,24;51;52,TRUE,match,match,Stephan_etal_1981_TableVIII,Nucleus_subthalamicus_Vol.mm3,nasalis larvatus,37.2,0,NA,NA,NA
Nasalis_larvatus,nasalis larvatus,Optic Tract,Tractus_opticus_Vol.mm3,304,24;51;52,TRUE,match,match,Stephan_etal_1981_TableVIII,Tractus_opticus_Vol.mm3,nasalis larvatus,304,0,NA,NA,NA
Nomascus_concolor,nomascus concolor,BV,Total_brain_net_volume_Vol.mm3,115800,56;57,FALSE,decasien_duplicate_of_Hylobates_lar_Disco,decasien_duplicate_specimen_cross_genus,deSousa_etal_2010_Table1,Total_brain_net_volume_Vol.mm3,hylobates lar (Disco),115800,0,Barger2014_specimen,540,17.963
Nomascus_concolor,nomascus concolor,Striatum,Striatum_Vol.mm3,3988,56;57,FALSE,match,match,Barger2014_specimen,Striatum_Vol.mm3,nomascus concolor,3988,0,NA,NA,NA
Nomascus_concolor,nomascus concolor,Hippocampus,Hippocampus_Vol.mm3,1900,56;57,FALSE,match,match,Barger2014_specimen,Hippocampus_Vol.mm3,nomascus concolor,1900,0,NA,NA,NA
Nomascus_concolor,nomascus concolor,Amygdala,Amygdala_Vol.mm3,637,56;57,FALSE,decasien_duplicate_of_Hylobates_lar_Disco,decasien_duplicate_specimen_cross_genus,Barger2007_specimen,Amygdala_Vol.mm3,hylobates lar (Disco),637,0,Barger2014_specimen,540,17.963
Nycticebus_coucang,nycticebus coucang,BV,Total_brain_net_volume_Vol.mm3,12109.5121095121,34,FALSE,match,match,deSousa2010_SupTable2_speciesmean,Total_brain_net_volume_Vol.mm3,nycticebus coucang,12100,0.079,NA,NA,NA
Nycticebus_coucang,nycticebus coucang,V1 (GM),Area_striata_grey_matter_Vol.mm3,696,34,FALSE,match,match,Frahm_etal_1984_Table1,Area_striata_grey_matter_Vol.mm3,nycticebus coucang,696,0,NA,NA,NA
Nycticebus_coucang,nycticebus coucang,BV,Total_brain_net_volume_Vol.mm3,11755,53,FALSE,match,match,Stephan_etal_1970_Table2,Total_brain_net_volume_Vol.mm3,nycticebus coucang,11755,0,NA,NA,NA
Nycticebus_coucang,nycticebus coucang,Medulla,Medulla_oblongata_Vol.mm3,528.14,53,FALSE,match,match,Sherwood_etal_2005_Table1,Medulla_oblongata_Vol.mm3,nycticebus coucang,528.14,0,NA,NA,NA
Nycticebus_coucang,nycticebus coucang,Vmo,Trigeminal_motor_nucleus_Vol.mm3,2.08,53,FALSE,match,match,Sherwood_etal_2005_Table1_bilateral_est,Trigeminal_motor_nucleus_Vol.mm3,nycticebus coucang,2.08,0,NA,NA,NA
Nycticebus_coucang,nycticebus coucang,VII,Facial_motor_nucleus_Vol.mm3,1.9,53,FALSE,match,match,Sherwood_etal_2005_Table1_bilateral_est,Facial_motor_nucleus_Vol.mm3,nycticebus coucang,1.9,0,NA,NA,NA
Nycticebus_coucang,nycticebus coucang,XII,Hypoglossal_nucleus_Vol.mm3,1.52,53,FALSE,match,match,Sherwood_etal_2005_Table1_bilateral_est,Hypoglossal_nucleus_Vol.mm3,nycticebus coucang,1.52,0,NA,NA,NA
Nycticebus_coucang,nycticebus coucang,BV,Total_brain_net_volume_Vol.mm3,11755,24;51;52,TRUE,match,match,Stephan_etal_1970_Table2,Total_brain_net_volume_Vol.mm3,nycticebus coucang,11755,0,NA,NA,NA
Nycticebus_coucang,nycticebus coucang,Cerebellum,Cerebellum_Vol.mm3,1310,24;51;52,TRUE,match,match,Stephan_etal_1970_Table2,Cerebellum_Vol.mm3,nycticebus coucang,1310,0,NA,NA,NA
Nycticebus_coucang,nycticebus coucang,Mesencephalon,Mesencephalon_Vol.mm3,345,24;51;52,TRUE,match,match,Stephan_etal_1970_Table2,Mesencephalon_Vol.mm3,nycticebus coucang,345,0,NA,NA,NA
Nycticebus_coucang,nycticebus coucang,Diencephalon,Diencephalon_Vol.mm3,1077,24;51;52,TRUE,match,match,Stephan_etal_1970_Table2,Diencephalon_Vol.mm3,nycticebus coucang,1077,0,NA,NA,NA
Nycticebus_coucang,nycticebus coucang,Telencephalon,Telencephalon_Vol.mm3,8495,24;51;52,TRUE,match,match,Stephan_etal_1970_Table2,Telencephalon_Vol.mm3,nycticebus coucang,8495,0,NA,NA,NA
Nycticebus_coucang,nycticebus coucang,MOB,Bulbus_olfactorius_Vol.mm3,159,24;51;52,TRUE,match,match,Stephan_etal_1981_TableV,Bulbus_olfactorius_Vol.mm3,nycticebus coucang,159,0,NA,NA,NA
Nycticebus_coucang,nycticebus coucang,AOB,Bulbus_olfactorius_accessorius_Vol.mm3,4.28,24;51;52,TRUE,match,match,Stephan_etal_1981_TableV,Bulbus_olfactorius_accessorius_Vol.mm3,nycticebus coucang,4.28,0,NA,NA,NA
Nycticebus_coucang,nycticebus coucang,Piriform Lobe,Lobus_piriformis_Vol.mm3,510,24;51;52,TRUE,match,match,Stephan_etal_1981_TableV,Lobus_piriformis_Vol.mm3,nycticebus coucang,510,0,NA,NA,NA
Nycticebus_coucang,nycticebus coucang,Septum,Septum_Vol.mm3,92,24;51;52,TRUE,match,match,Stephan_etal_1970_Table5,Septum_Vol.mm3,nycticebus coucang,92,0,NA,NA,NA
Nycticebus_coucang,nycticebus coucang,Striatum,Striatum_Vol.mm3,760,24;51;52,TRUE,match,match,Stephan_etal_1970_Table5,Striatum_Vol.mm3,nycticebus coucang,760,0,NA,NA,NA
Nycticebus_coucang,nycticebus coucang,Schizocortex,Schizo_cortex_Vol.mm3,212,24;51;52,TRUE,match,match,Stephan_etal_1970_Table5,Schizo_cortex_Vol.mm3,nycticebus coucang,212,0,NA,NA,NA
Nycticebus_coucang,nycticebus coucang,Hippocampus,Hippocampus_Vol.mm3,566,24;51;52,TRUE,match,match,Stephan_etal_1970_Table5,Hippocampus_Vol.mm3,nycticebus coucang,566,0,NA,NA,NA
Nycticebus_coucang,nycticebus coucang,Neocortex (GM+WM),Neocortex_Vol.mm3,6192,24;51;52,TRUE,match,match,Stephan_etal_1970_Table5,Neocortex_Vol.mm3,nycticebus coucang,6192,0,NA,NA,NA
Nycticebus_coucang,nycticebus coucang,LGN,Corpus_geniculatum_laterale_Vol.mm3,37.3,24;51;52,TRUE,match,match,Stephan_etal_1981_TableIX,Corpus_geniculatum_laterale_Vol.mm3,nycticebus coucang,37.3,0,NA,NA,NA
Nycticebus_coucang,nycticebus coucang,BV,Total_brain_net_volume_Vol.mm3,11270,54;55,FALSE,match,match,Bush_Allman_2004_b_TABLE1,Total_brain_net_volume_Vol.mm3,nycticebus coucang,11270,0,NA,NA,NA
Nycticebus_coucang,nycticebus coucang,Neocortex (GM+WM),Neocortex_Vol.mm3,5470,54;55,FALSE,match,match,Bush_Allman_2004_a_Table2,Neocortex_Vol.mm3,nycticebus coucang,5470,0,NA,NA,NA
Nycticebus_coucang,nycticebus coucang,Neocortex (GM),Neocortex_grey_matter_Vol.mm3,4400,54;55,FALSE,match,match,Bush_Allman_2003_Table1,Neocortex_grey_matter_Vol.mm3,nycticebus coucang,4400,0,NA,NA,NA
Nycticebus_coucang,nycticebus coucang,V1 (GM),Area_striata_grey_matter_Vol.mm3,580,54;55,FALSE,match,match,Bush_Allman_2004_b_TABLE1,Area_striata_grey_matter_Vol.mm3,nycticebus coucang,580,0,NA,NA,NA
Nycticebus_coucang,nycticebus coucang,LGN,Corpus_geniculatum_laterale_Vol.mm3,30,54;55,FALSE,match,match,Bush_Allman_2004_b_TABLE1,Corpus_geniculatum_laterale_Vol.mm3,nycticebus coucang,30,0,NA,NA,NA
Otolemur_crassicaudatus,otolemur crassicaudatus,BV,Total_brain_net_volume_Vol.mm3,9980.33073504772,34,FALSE,match,match,deSousa2010_SupTable2_speciesmean,Total_brain_net_volume_Vol.mm3,otolemur crassicaudatus,9900,0.811,NA,NA,NA
Otolemur_crassicaudatus,otolemur crassicaudatus,V1 (GM),Area_striata_grey_matter_Vol.mm3,479,34,FALSE,match,match,Frahm_etal_1984_Table1,Area_striata_grey_matter_Vol.mm3,otolemur crassicaudatus,479,0,NA,NA,NA
Otolemur_crassicaudatus,otolemur crassicaudatus,BV,Total_brain_net_volume_Vol.mm3,9668,53,FALSE,match,match,Stephan_etal_1981_TableII,Total_brain_net_volume_Vol.mm3,otolemur crassicaudatus,9668,0,NA,NA,NA
Otolemur_crassicaudatus,otolemur crassicaudatus,Medulla,Medulla_oblongata_Vol.mm3,539.87,53,FALSE,match,match,Sherwood_etal_2005_Table1,Medulla_oblongata_Vol.mm3,otolemur crassicaudatus,539.87,0,NA,NA,NA
Otolemur_crassicaudatus,otolemur crassicaudatus,Vmo,Trigeminal_motor_nucleus_Vol.mm3,1.74,53,FALSE,match,match,Sherwood_etal_2005_Table1_bilateral_est,Trigeminal_motor_nucleus_Vol.mm3,otolemur crassicaudatus,1.74,0,NA,NA,NA
Otolemur_crassicaudatus,otolemur crassicaudatus,VII,Facial_motor_nucleus_Vol.mm3,2.82,53,FALSE,match,match,Sherwood_etal_2005_Table1_bilateral_est,Facial_motor_nucleus_Vol.mm3,otolemur crassicaudatus,2.82,0,NA,NA,NA
Otolemur_crassicaudatus,otolemur crassicaudatus,XII,Hypoglossal_nucleus_Vol.mm3,1.62,53,FALSE,match,match,Sherwood_etal_2005_Table1_bilateral_est,Hypoglossal_nucleus_Vol.mm3,otolemur crassicaudatus,1.62,0,NA,NA,NA
Otolemur_crassicaudatus,otolemur crassicaudatus,BV,Total_brain_net_volume_Vol.mm3,9668,24;51;52,TRUE,match,match,Stephan_etal_1981_TableII,Total_brain_net_volume_Vol.mm3,otolemur crassicaudatus,9668,0,NA,NA,NA
Otolemur_crassicaudatus,otolemur crassicaudatus,Cerebellum,Cerebellum_Vol.mm3,1414,24;51;52,TRUE,match,match,Stephan_etal_1981_TableII,Cerebellum_Vol.mm3,otolemur crassicaudatus,1414,0,NA,NA,NA
Otolemur_crassicaudatus,otolemur crassicaudatus,Mesencephalon,Mesencephalon_Vol.mm3,384,24;51;52,TRUE,match,match,Stephan_etal_1981_TableII,Mesencephalon_Vol.mm3,otolemur crassicaudatus,384,0,NA,NA,NA
Otolemur_crassicaudatus,otolemur crassicaudatus,Diencephalon,Diencephalon_Vol.mm3,785,24;51;52,TRUE,match,match,Stephan_etal_1981_TableII,Diencephalon_Vol.mm3,otolemur crassicaudatus,785,0,NA,NA,NA
Otolemur_crassicaudatus,otolemur crassicaudatus,Telencephalon,Telencephalon_Vol.mm3,6545,24;51;52,TRUE,match,match,Stephan_etal_1981_TableII,Telencephalon_Vol.mm3,otolemur crassicaudatus,6545,0,NA,NA,NA
Otolemur_crassicaudatus,otolemur crassicaudatus,MOB,Bulbus_olfactorius_Vol.mm3,166,24;51;52,TRUE,match,match,Stephan_etal_1981_TableV,Bulbus_olfactorius_Vol.mm3,otolemur crassicaudatus,166,0,NA,NA,NA
Otolemur_crassicaudatus,otolemur crassicaudatus,AOB,Bulbus_olfactorius_accessorius_Vol.mm3,2.52,24;51;52,TRUE,match,match,Stephan_etal_1981_TableV,Bulbus_olfactorius_accessorius_Vol.mm3,otolemur crassicaudatus,2.52,0,NA,NA,NA
Otolemur_crassicaudatus,otolemur crassicaudatus,Piriform Lobe,Lobus_piriformis_Vol.mm3,386,24;51;52,TRUE,match,match,Stephan_etal_1981_TableV,Lobus_piriformis_Vol.mm3,otolemur crassicaudatus,386,0,NA,NA,NA
Otolemur_crassicaudatus,otolemur crassicaudatus,Septum,Septum_Vol.mm3,70,24;51;52,TRUE,match,match,Stephan_etal_1981_TableV,Septum_Vol.mm3,otolemur crassicaudatus,70,0,NA,NA,NA
Otolemur_crassicaudatus,otolemur crassicaudatus,Striatum,Striatum_Vol.mm3,556,24;51;52,TRUE,match,match,Stephan_etal_1981_TableV,Striatum_Vol.mm3,otolemur crassicaudatus,556,0,NA,NA,NA
Otolemur_crassicaudatus,otolemur crassicaudatus,Schizocortex,Schizo_cortex_Vol.mm3,181,24;51;52,TRUE,match,match,Stephan_etal_1981_TableV,Schizo_cortex_Vol.mm3,otolemur crassicaudatus,181,0,NA,NA,NA
Otolemur_crassicaudatus,otolemur crassicaudatus,Hippocampus,Hippocampus_Vol.mm3,461,24;51;52,TRUE,match,match,Stephan_etal_1981_TableV,Hippocampus_Vol.mm3,otolemur crassicaudatus,461,0,NA,NA,NA
Otolemur_crassicaudatus,otolemur crassicaudatus,Neocortex (GM+WM),Neocortex_Vol.mm3,4723,24;51;52,TRUE,match,match,Stephan_etal_1981_TableV,Neocortex_Vol.mm3,otolemur crassicaudatus,4723,0,NA,NA,NA
Otolemur_crassicaudatus,otolemur crassicaudatus,Epithalamus,Epithalamus_Vol.mm3,5.71,24;51;52,TRUE,match,match,Stephan_etal_1981_TableVIII,Epithalamus_Vol.mm3,otolemur crassicaudatus,5.71,0,NA,NA,NA
Otolemur_crassicaudatus,otolemur crassicaudatus,Thalamus,Thalamus_Vol.mm3,437,24;51;52,TRUE,match,match,Stephan_etal_1981_TableVIII,Thalamus_Vol.mm3,otolemur crassicaudatus,437,0,NA,NA,NA
Otolemur_crassicaudatus,otolemur crassicaudatus,Hypothalamus,Hypothalamus_Vol.mm3,127,24;51;52,TRUE,match,match,Stephan_etal_1981_TableVIII,Hypothalamus_Vol.mm3,otolemur crassicaudatus,127,0,NA,NA,NA
Otolemur_crassicaudatus,otolemur crassicaudatus,Subthalamus,Subthalamus_Vol.mm3,67.4,24;51;52,TRUE,match,match,Stephan_etal_1981_TableVIII,Subthalamus_Vol.mm3,otolemur crassicaudatus,67.4,0,NA,NA,NA
Otolemur_crassicaudatus,otolemur crassicaudatus,Pallidum,Pallidum_Vol.mm3,63.3,24;51;52,TRUE,match,match,Stephan_etal_1981_TableVIII,Pallidum_Vol.mm3,otolemur crassicaudatus,63.3,0,NA,NA,NA
Otolemur_crassicaudatus,otolemur crassicaudatus,Subthalamic Nucleus,Nucleus_subthalamicus_Vol.mm3,4.1,24;51;52,TRUE,match,match,Stephan_etal_1981_TableVIII,Nucleus_subthalamicus_Vol.mm3,otolemur crassicaudatus,4.1,0,NA,NA,NA
Otolemur_crassicaudatus,otolemur crassicaudatus,Optic Tract,Tractus_opticus_Vol.mm3,33.9,24;51;52,TRUE,match,match,Stephan_etal_1981_TableVIII,Tractus_opticus_Vol.mm3,otolemur crassicaudatus,33.9,0,NA,NA,NA
Otolemur_crassicaudatus,otolemur crassicaudatus,LGN,Corpus_geniculatum_laterale_Vol.mm3,22.1,24;51;52,TRUE,match,match,Stephan_etal_1981_TableIX,Corpus_geniculatum_laterale_Vol.mm3,otolemur crassicaudatus,22.1,0,NA,NA,NA
Otolemur_crassicaudatus,otolemur crassicaudatus,BV,Total_brain_net_volume_Vol.mm3,7110,54;55,FALSE,match,match,Bush_Allman_2004_b_TABLE1,Total_brain_net_volume_Vol.mm3,otolemur crassicaudatus,7110,0,NA,NA,NA
Otolemur_crassicaudatus,otolemur crassicaudatus,Neocortex (GM+WM),Neocortex_Vol.mm3,3670,54;55,FALSE,match,match,Bush_Allman_2004_a_Table2,Neocortex_Vol.mm3,otolemur crassicaudatus,3670,0,NA,NA,NA
Otolemur_crassicaudatus,otolemur crassicaudatus,Neocortex (GM),Neocortex_grey_matter_Vol.mm3,3100,54;55,FALSE,match,match,Bush_Allman_2003_Table1,Neocortex_grey_matter_Vol.mm3,otolemur crassicaudatus,3100,0,NA,NA,NA
Otolemur_crassicaudatus,otolemur crassicaudatus,V1 (GM),Area_striata_grey_matter_Vol.mm3,450,54;55,FALSE,match,match,Bush_Allman_2004_b_TABLE1,Area_striata_grey_matter_Vol.mm3,otolemur crassicaudatus,450,0,NA,NA,NA
Otolemur_crassicaudatus,otolemur crassicaudatus,LGN,Corpus_geniculatum_laterale_Vol.mm3,20,54;55,FALSE,match,match,Bush_Allman_2004_b_TABLE1,Corpus_geniculatum_laterale_Vol.mm3,otolemur crassicaudatus,20,0,NA,NA,NA
Pan_paniscus,pan paniscus,BV,Total_brain_net_volume_Vol.mm3,381270,43,FALSE,match,match,Bauernfeind_specimen,Total_brain_net_volume_Vol.mm3,pan paniscus,381270,0,NA,NA,NA
Pan_paniscus,pan paniscus,Granular Insula,Granular_insular_cortex_Vol.mm3,477,43,FALSE,match,match,Bauernfeind_T1T2_specimen,Granular_insular_cortex_Vol.mm3,pan paniscus,477,0,NA,NA,NA
Pan_paniscus,pan paniscus,Dysgranular Insula,Dysgranular_insular_cortex_Vol.mm3,1499,43,FALSE,match,match,Bauernfeind_T1T2_specimen,Dysgranular_insular_cortex_Vol.mm3,pan paniscus,1499,0,NA,NA,NA
