taxon,sp,dec_region,our_term,dec_value,ref_ids,ref_is_stephan,status,matched_source,matched_variable,matched_sp,matched_value,pct_diff
Microcebus_murinus,microcebus murinus,Epithalamus,Epithalamus_Vol.mm3,1.44,24;51;52,TRUE,match,Stephan_etal_1981_TablesI-VI,Epithalamus_Vol.mm3,microcebus murinus,1.44,0
Microcebus_murinus,microcebus murinus,Thalamus,Thalamus_Vol.mm3,78.3,24;51;52,TRUE,match,Stephan_etal_1981_TablesI-VI,Thalamus_Vol.mm3,microcebus murinus,78.3,0
Microcebus_murinus,microcebus murinus,Hypothalamus,Hypothalamus_Vol.mm3,29.8,24;51;52,TRUE,match,Stephan_etal_1981_TablesI-VI,Hypothalamus_Vol.mm3,microcebus murinus,29.8,0
Microcebus_murinus,microcebus murinus,Subthalamus,Subthalamus_Vol.mm3,11.4,24;51;52,TRUE,match,Stephan_etal_1981_TablesI-VI,Subthalamus_Vol.mm3,microcebus murinus,11.4,0
Microcebus_murinus,microcebus murinus,Pallidum,Pallidum_Vol.mm3,10.7,24;51;52,TRUE,match,Stephan_etal_1981_TablesI-VI,Pallidum_Vol.mm3,microcebus murinus,10.7,0
Microcebus_murinus,microcebus murinus,Subthalamic Nucleus,Nucleus_subthalamicus_Vol.mm3,0.65,24;51;52,TRUE,match,Stephan_etal_1981_TablesI-VI,Nucleus_subthalamicus_Vol.mm3,microcebus murinus,0.65,0
Microcebus_murinus,microcebus murinus,Optic Tract,Tractus_opticus_Vol.mm3,6.17,24;51;52,TRUE,match,Stephan_etal_1981_TablesI-VI,Tractus_opticus_Vol.mm3,microcebus murinus,6.17,0
Microcebus_murinus,microcebus murinus,LGN,Corpus_geniculatum_laterale_Vol.mm3,7.03,24;51;52,TRUE,match,Stephan_etal_1981_TablesI-VI,Corpus_geniculatum_laterale_Vol.mm3,microcebus murinus,7.03,0
Microcebus_murinus,microcebus murinus,Paleocortex,Palaeocortex_Vol.mm3,66.8,24;51;52,TRUE,match,Stephan_etal_1981_TablesI-VI,Palaeocortex_Vol.mm3,microcebus murinus,66.8,0
Microcebus_murinus,microcebus murinus,Amygdala,Amygdala_Vol.mm3,36.4,24;51;52,TRUE,match,Stephan_etal_1981_TablesI-VI,Amygdala_Vol.mm3,microcebus murinus,36.4,0
Microcebus_murinus,microcebus murinus,BV,Total_brain_net_volume_Vol.mm3,1650,54;55,FALSE,match,Bush_Allman_2004_b_TABLE1,Total_brain_net_volume_Vol.mm3,microcebus murinus,1650,0
Microcebus_murinus,microcebus murinus,Neocortex (GM+WM),Neocortex_Vol.mm3,690,54;55,FALSE,decasien_only,NA,NA,NA,NA,NA
Microcebus_murinus,microcebus murinus,Neocortex (GM),Neocortex_grey_matter_Vol.mm3,590,54;55,FALSE,match,Bush_Allman_2004_b_TABLE1,Neocortex_grey_matter_Vol.mm3,microcebus murinus,590,0
Microcebus_murinus,microcebus murinus,V1 (GM),Area_striata_grey_matter_Vol.mm3,110,54;55,FALSE,match,Bush_Allman_2004_b_TABLE1,Area_striata_grey_matter_Vol.mm3,microcebus murinus,110,0
Microcebus_murinus,microcebus murinus,LGN,Corpus_geniculatum_laterale_Vol.mm3,10,54;55,FALSE,match,Bush_Allman_2004_b_TABLE1,Corpus_geniculatum_laterale_Vol.mm3,microcebus murinus,10,0
Miopithecus_talapoin,miopithecus talapoin,BV,Total_brain_net_volume_Vol.mm3,38711.6439748019,34,FALSE,match,deSousa_etal_2010_Table1,Total_brain_net_volume_Vol.mm3,miopithecus talapoin,38610,0.263
Miopithecus_talapoin,miopithecus talapoin,V1 (GM),Area_striata_grey_matter_Vol.mm3,2339,34,FALSE,match,Frahm_etal_1984_Table1,Area_striata_grey_matter_Vol.mm3,miopithecus talapoin,2339,0
Miopithecus_talapoin,miopithecus talapoin,BV,Total_brain_net_volume_Vol.mm3,37775.961,53,FALSE,match,Stephan_etal_1981_TablesI-VI,Total_brain_net_volume_Vol.mm3,miopithecus talapoin,37776,0
Miopithecus_talapoin,miopithecus talapoin,Medulla,Medulla_oblongata_Vol.mm3,1034.79,53,FALSE,match,Sherwood_etal_2005_Table1,Medulla_oblongata_Vol.mm3,miopithecus talapoin,1034.79,0
Miopithecus_talapoin,miopithecus talapoin,Vmo,Trigeminal_motor_nucleus_Vol.mm3,2.94,53,FALSE,decasien_only,NA,NA,NA,NA,NA
Miopithecus_talapoin,miopithecus talapoin,VII,Facial_motor_nucleus_Vol.mm3,3.72,53,FALSE,decasien_only,NA,NA,NA,NA,NA
Miopithecus_talapoin,miopithecus talapoin,XII,Hypoglossal_nucleus_Vol.mm3,2.44,53,FALSE,decasien_only,NA,NA,NA,NA,NA
Miopithecus_talapoin,miopithecus talapoin,BV,Total_brain_net_volume_Vol.mm3,37776,24;51;52,TRUE,match,Stephan_etal_1981_TablesI-VI,Total_brain_net_volume_Vol.mm3,miopithecus talapoin,37776,0
Miopithecus_talapoin,miopithecus talapoin,Cerebellum,Cerebellum_Vol.mm3,3374,24;51;52,TRUE,match,Stephan_etal_1981_TablesI-VI,Cerebellum_Vol.mm3,miopithecus talapoin,3374,0
Miopithecus_talapoin,miopithecus talapoin,Mesencephalon,Mesencephalon_Vol.mm3,826,24;51;52,TRUE,match,Stephan_etal_1981_TablesI-VI,Mesencephalon_Vol.mm3,miopithecus talapoin,826,0
Miopithecus_talapoin,miopithecus talapoin,Diencephalon,Diencephalon_Vol.mm3,2375,24;51;52,TRUE,match,Stephan_etal_1981_TablesI-VI,Diencephalon_Vol.mm3,miopithecus talapoin,2375,0
Miopithecus_talapoin,miopithecus talapoin,Telencephalon,Telencephalon_Vol.mm3,30166,24;51;52,TRUE,match,Stephan_etal_1981_TablesI-VI,Telencephalon_Vol.mm3,miopithecus talapoin,30166,0
Miopithecus_talapoin,miopithecus talapoin,MOB,Bulbus_olfactorius_Vol.mm3,27.8,24;51;52,TRUE,match,Stephan_etal_1981_TablesI-VI,Bulbus_olfactorius_Vol.mm3,miopithecus talapoin,27.8,0
Miopithecus_talapoin,miopithecus talapoin,Piriform Lobe,Lobus_piriformis_Vol.mm3,706,24;51;52,TRUE,match,Stephan_etal_1981_TablesI-VI,Lobus_piriformis_Vol.mm3,miopithecus talapoin,706,0
Miopithecus_talapoin,miopithecus talapoin,Septum,Septum_Vol.mm3,133,24;51;52,TRUE,match,Stephan_etal_1981_TablesI-VI,Septum_Vol.mm3,miopithecus talapoin,133,0
Miopithecus_talapoin,miopithecus talapoin,Striatum,Striatum_Vol.mm3,1908,24;51;52,TRUE,match,Stephan_etal_1981_TablesI-VI,Striatum_Vol.mm3,miopithecus talapoin,1908,0
Miopithecus_talapoin,miopithecus talapoin,Schizocortex,Schizo_cortex_Vol.mm3,259,24;51;52,TRUE,match,Stephan_etal_1981_TablesI-VI,Schizo_cortex_Vol.mm3,miopithecus talapoin,259,0
Miopithecus_talapoin,miopithecus talapoin,Hippocampus,Hippocampus_Vol.mm3,705,24;51;52,TRUE,match,Stephan_etal_1981_TablesI-VI,Hippocampus_Vol.mm3,miopithecus talapoin,705,0
Miopithecus_talapoin,miopithecus talapoin,Neocortex (GM+WM),Neocortex_Vol.mm3,26427,24;51;52,TRUE,match,Stephan_etal_1981_TablesI-VI,Neocortex_Vol.mm3,miopithecus talapoin,26427,0
Miopithecus_talapoin,miopithecus talapoin,LGN,Corpus_geniculatum_laterale_Vol.mm3,116,24;51;52,TRUE,match,Stephan_etal_1981_TablesI-VI,Corpus_geniculatum_laterale_Vol.mm3,miopithecus talapoin,116,0
Nasalis_larvatus,nasalis larvatus,BV,Total_brain_net_volume_Vol.mm3,92796.732,53,FALSE,match,Stephan_etal_1981_TablesI-VI,Total_brain_net_volume_Vol.mm3,nasalis larvatus,92797,0
Nasalis_larvatus,nasalis larvatus,Medulla,Medulla_oblongata_Vol.mm3,2945.18,53,FALSE,match,Sherwood_etal_2005_Table1,Medulla_oblongata_Vol.mm3,nasalis larvatus,2945.18,0
Nasalis_larvatus,nasalis larvatus,Vmo,Trigeminal_motor_nucleus_Vol.mm3,5.64,53,FALSE,decasien_only,NA,NA,NA,NA,NA
Nasalis_larvatus,nasalis larvatus,VII,Facial_motor_nucleus_Vol.mm3,8.82,53,FALSE,decasien_only,NA,NA,NA,NA,NA
Nasalis_larvatus,nasalis larvatus,XII,Hypoglossal_nucleus_Vol.mm3,4.36,53,FALSE,value_match_other_structure,Sherwood_etal_2005_Table1,Facial_motor_nucleus_left_Vol.mm3,nasalis larvatus,4.41,1.134
Nasalis_larvatus,nasalis larvatus,BV,Total_brain_net_volume_Vol.mm3,92797,24;51;52,TRUE,match,Stephan_etal_1981_TablesI-VI,Total_brain_net_volume_Vol.mm3,nasalis larvatus,92797,0
Nasalis_larvatus,nasalis larvatus,Cerebellum,Cerebellum_Vol.mm3,12113,24;51;52,TRUE,match,Stephan_etal_1981_TablesI-VI,Cerebellum_Vol.mm3,nasalis larvatus,12113,0
Nasalis_larvatus,nasalis larvatus,Mesencephalon,Mesencephalon_Vol.mm3,1556,24;51;52,TRUE,match,Stephan_etal_1981_TablesI-VI,Mesencephalon_Vol.mm3,nasalis larvatus,1556,0
Nasalis_larvatus,nasalis larvatus,Diencephalon,Diencephalon_Vol.mm3,5310,24;51;52,TRUE,match,Stephan_etal_1981_TablesI-VI,Diencephalon_Vol.mm3,nasalis larvatus,5310,0
Nasalis_larvatus,nasalis larvatus,Telencephalon,Telencephalon_Vol.mm3,70873,24;51;52,TRUE,match,Stephan_etal_1981_TablesI-VI,Telencephalon_Vol.mm3,nasalis larvatus,70873,0
Nasalis_larvatus,nasalis larvatus,MOB,Bulbus_olfactorius_Vol.mm3,30.3,24;51;52,TRUE,match,Stephan_etal_1981_TablesI-VI,Bulbus_olfactorius_Vol.mm3,nasalis larvatus,30.3,0
Nasalis_larvatus,nasalis larvatus,Piriform Lobe,Lobus_piriformis_Vol.mm3,1268,24;51;52,TRUE,match,Stephan_etal_1981_TablesI-VI,Lobus_piriformis_Vol.mm3,nasalis larvatus,1268,0
Nasalis_larvatus,nasalis larvatus,Septum,Septum_Vol.mm3,333,24;51;52,TRUE,match,Stephan_etal_1981_TablesI-VI,Septum_Vol.mm3,nasalis larvatus,333,0
Nasalis_larvatus,nasalis larvatus,Striatum,Striatum_Vol.mm3,3735,24;51;52,TRUE,match,Stephan_etal_1981_TablesI-VI,Striatum_Vol.mm3,nasalis larvatus,3735,0
Nasalis_larvatus,nasalis larvatus,Schizocortex,Schizo_cortex_Vol.mm3,855,24;51;52,TRUE,match,Stephan_etal_1981_TablesI-VI,Schizo_cortex_Vol.mm3,nasalis larvatus,855,0
Nasalis_larvatus,nasalis larvatus,Hippocampus,Hippocampus_Vol.mm3,1966,24;51;52,TRUE,match,Stephan_etal_1981_TablesI-VI,Hippocampus_Vol.mm3,nasalis larvatus,1966,0
Nasalis_larvatus,nasalis larvatus,Neocortex (GM+WM),Neocortex_Vol.mm3,62685,24;51;52,TRUE,match,Stephan_etal_1981_TablesI-VI,Neocortex_Vol.mm3,nasalis larvatus,62685,0
Nasalis_larvatus,nasalis larvatus,Epithalamus,Epithalamus_Vol.mm3,29.6,24;51;52,TRUE,match,Stephan_etal_1981_TablesI-VI,Epithalamus_Vol.mm3,nasalis larvatus,29.6,0
Nasalis_larvatus,nasalis larvatus,Thalamus,Thalamus_Vol.mm3,3036,24;51;52,TRUE,match,Stephan_etal_1981_TablesI-VI,Thalamus_Vol.mm3,nasalis larvatus,3036,0
Nasalis_larvatus,nasalis larvatus,Hypothalamus,Hypothalamus_Vol.mm3,671,24;51;52,TRUE,match,Stephan_etal_1981_TablesI-VI,Hypothalamus_Vol.mm3,nasalis larvatus,671,0
Nasalis_larvatus,nasalis larvatus,Subthalamus,Subthalamus_Vol.mm3,587,24;51;52,TRUE,match,Stephan_etal_1981_TablesI-VI,Subthalamus_Vol.mm3,nasalis larvatus,587,0
Nasalis_larvatus,nasalis larvatus,Pallidum,Pallidum_Vol.mm3,550,24;51;52,TRUE,match,Stephan_etal_1981_TablesI-VI,Pallidum_Vol.mm3,nasalis larvatus,550,0
Nasalis_larvatus,nasalis larvatus,Subthalamic Nucleus,Nucleus_subthalamicus_Vol.mm3,37.2,24;51;52,TRUE,match,Stephan_etal_1981_TablesI-VI,Nucleus_subthalamicus_Vol.mm3,nasalis larvatus,37.2,0
Nasalis_larvatus,nasalis larvatus,Optic Tract,Tractus_opticus_Vol.mm3,304,24;51;52,TRUE,match,Stephan_etal_1981_TablesI-VI,Tractus_opticus_Vol.mm3,nasalis larvatus,304,0
Nomascus_concolor,nomascus concolor,BV,Total_brain_net_volume_Vol.mm3,115800,56;57,FALSE,decasien_only,NA,NA,NA,NA,NA
Nomascus_concolor,nomascus concolor,Striatum,Striatum_Vol.mm3,3988,56;57,FALSE,decasien_only,NA,NA,NA,NA,NA
Nomascus_concolor,nomascus concolor,Hippocampus,Hippocampus_Vol.mm3,1900,56;57,FALSE,decasien_only,NA,NA,NA,NA,NA
Nomascus_concolor,nomascus concolor,Amygdala,Amygdala_Vol.mm3,637,56;57,FALSE,decasien_only,NA,NA,NA,NA,NA
Nycticebus_coucang,nycticebus coucang,BV,Total_brain_net_volume_Vol.mm3,12109.5121095121,34,FALSE,match,deSousa_etal_2010_Table1,Total_brain_net_volume_Vol.mm3,nycticebus coucang,12065.6,0.364
Nycticebus_coucang,nycticebus coucang,V1 (GM),Area_striata_grey_matter_Vol.mm3,696,34,FALSE,match,Frahm_etal_1984_Table1,Area_striata_grey_matter_Vol.mm3,nycticebus coucang,696,0
Nycticebus_coucang,nycticebus coucang,BV,Total_brain_net_volume_Vol.mm3,11755,53,FALSE,match,Stephan_etal_1970_Tables1-6,Total_brain_net_volume_Vol.mm3,nycticebus coucang,11755,0
Nycticebus_coucang,nycticebus coucang,Medulla,Medulla_oblongata_Vol.mm3,528.14,53,FALSE,match,Sherwood_etal_2005_Table1,Medulla_oblongata_Vol.mm3,nycticebus coucang,528.14,0
Nycticebus_coucang,nycticebus coucang,Vmo,Trigeminal_motor_nucleus_Vol.mm3,2.08,53,FALSE,value_match_other_structure,Stephan_etal_1981_TablesI-VI,Nucleus_habenularis_medialis_Vol.mm3,nycticebus coucang,2.04,1.961
Nycticebus_coucang,nycticebus coucang,VII,Facial_motor_nucleus_Vol.mm3,1.9,53,FALSE,decasien_only,NA,NA,NA,NA,NA
Nycticebus_coucang,nycticebus coucang,XII,Hypoglossal_nucleus_Vol.mm3,1.52,53,FALSE,decasien_only,NA,NA,NA,NA,NA
Nycticebus_coucang,nycticebus coucang,BV,Total_brain_net_volume_Vol.mm3,11755,24;51;52,TRUE,match,Stephan_etal_1970_Tables1-6,Total_brain_net_volume_Vol.mm3,nycticebus coucang,11755,0
Nycticebus_coucang,nycticebus coucang,Cerebellum,Cerebellum_Vol.mm3,1310,24;51;52,TRUE,match,Stephan_etal_1970_Tables1-6,Cerebellum_Vol.mm3,nycticebus coucang,1310,0
Nycticebus_coucang,nycticebus coucang,Mesencephalon,Mesencephalon_Vol.mm3,345,24;51;52,TRUE,match,Stephan_etal_1970_Tables1-6,Mesencephalon_Vol.mm3,nycticebus coucang,345,0
Nycticebus_coucang,nycticebus coucang,Diencephalon,Diencephalon_Vol.mm3,1077,24;51;52,TRUE,match,Stephan_etal_1970_Tables1-6,Diencephalon_Vol.mm3,nycticebus coucang,1077,0
Nycticebus_coucang,nycticebus coucang,Telencephalon,Telencephalon_Vol.mm3,8495,24;51;52,TRUE,match,Stephan_etal_1970_Tables1-6,Telencephalon_Vol.mm3,nycticebus coucang,8495,0
Nycticebus_coucang,nycticebus coucang,MOB,Bulbus_olfactorius_Vol.mm3,159,24;51;52,TRUE,match,Stephan_etal_1981_TablesI-VI,Bulbus_olfactorius_Vol.mm3,nycticebus coucang,159,0
Nycticebus_coucang,nycticebus coucang,AOB,Bulbus_olfactorius_accessorius_Vol.mm3,4.28,24;51;52,TRUE,match,Stephan_etal_1981_TablesI-VI,Bulbus_olfactorius_accessorius_Vol.mm3,nycticebus coucang,4.28,0
Nycticebus_coucang,nycticebus coucang,Piriform Lobe,Lobus_piriformis_Vol.mm3,510,24;51;52,TRUE,match,Stephan_etal_1981_TablesI-VI,Lobus_piriformis_Vol.mm3,nycticebus coucang,510,0
Nycticebus_coucang,nycticebus coucang,Septum,Septum_Vol.mm3,92,24;51;52,TRUE,match,Stephan_etal_1970_Tables1-6,Septum_Vol.mm3,nycticebus coucang,92,0
Nycticebus_coucang,nycticebus coucang,Striatum,Striatum_Vol.mm3,760,24;51;52,TRUE,match,Stephan_etal_1970_Tables1-6,Striatum_Vol.mm3,nycticebus coucang,760,0
Nycticebus_coucang,nycticebus coucang,Schizocortex,Schizo_cortex_Vol.mm3,212,24;51;52,TRUE,match,Stephan_etal_1970_Tables1-6,Schizo_cortex_Vol.mm3,nycticebus coucang,212,0
Nycticebus_coucang,nycticebus coucang,Hippocampus,Hippocampus_Vol.mm3,566,24;51;52,TRUE,match,Stephan_etal_1970_Tables1-6,Hippocampus_Vol.mm3,nycticebus coucang,566,0
Nycticebus_coucang,nycticebus coucang,Neocortex (GM+WM),Neocortex_Vol.mm3,6192,24;51;52,TRUE,match,Stephan_etal_1970_Tables1-6,Neocortex_Vol.mm3,nycticebus coucang,6192,0
Nycticebus_coucang,nycticebus coucang,LGN,Corpus_geniculatum_laterale_Vol.mm3,37.3,24;51;52,TRUE,match,Stephan_etal_1981_TablesI-VI,Corpus_geniculatum_laterale_Vol.mm3,nycticebus coucang,37.3,0
Nycticebus_coucang,nycticebus coucang,BV,Total_brain_net_volume_Vol.mm3,11270,54;55,FALSE,match,Bush_Allman_2004_b_TABLE1,Total_brain_net_volume_Vol.mm3,nycticebus coucang,11270,0
Nycticebus_coucang,nycticebus coucang,Neocortex (GM+WM),Neocortex_Vol.mm3,5470,54;55,FALSE,decasien_only,NA,NA,NA,NA,NA
Nycticebus_coucang,nycticebus coucang,Neocortex (GM),Neocortex_grey_matter_Vol.mm3,4400,54;55,FALSE,match,Bush_Allman_2004_b_TABLE1,Neocortex_grey_matter_Vol.mm3,nycticebus coucang,4400,0
Nycticebus_coucang,nycticebus coucang,V1 (GM),Area_striata_grey_matter_Vol.mm3,580,54;55,FALSE,match,Bush_Allman_2004_b_TABLE1,Area_striata_grey_matter_Vol.mm3,nycticebus coucang,580,0
Nycticebus_coucang,nycticebus coucang,LGN,Corpus_geniculatum_laterale_Vol.mm3,30,54;55,FALSE,match,Bush_Allman_2004_b_TABLE1,Corpus_geniculatum_laterale_Vol.mm3,nycticebus coucang,30,0
Otolemur_crassicaudatus,otolemur crassicaudatus,BV,Total_brain_net_volume_Vol.mm3,9980.33073504772,34,FALSE,match,deSousa_etal_2010_Table1,Total_brain_net_volume_Vol.mm3,otolemur crassicaudatus,9942.1,0.385
Otolemur_crassicaudatus,otolemur crassicaudatus,V1 (GM),Area_striata_grey_matter_Vol.mm3,479,34,FALSE,match,Frahm_etal_1984_Table1,Area_striata_grey_matter_Vol.mm3,otolemur crassicaudatus,479,0
Otolemur_crassicaudatus,otolemur crassicaudatus,BV,Total_brain_net_volume_Vol.mm3,9668,53,FALSE,match,Stephan_etal_1981_TablesI-VI,Total_brain_net_volume_Vol.mm3,otolemur crassicaudatus,9668,0
Otolemur_crassicaudatus,otolemur crassicaudatus,Medulla,Medulla_oblongata_Vol.mm3,539.87,53,FALSE,match,Sherwood_etal_2005_Table1,Medulla_oblongata_Vol.mm3,otolemur crassicaudatus,539.87,0
Otolemur_crassicaudatus,otolemur crassicaudatus,Vmo,Trigeminal_motor_nucleus_Vol.mm3,1.74,53,FALSE,decasien_only,NA,NA,NA,NA,NA
Otolemur_crassicaudatus,otolemur crassicaudatus,VII,Facial_motor_nucleus_Vol.mm3,2.82,53,FALSE,value_match_other_structure,Stephan_etal_1981_TablesI-VI,Nucleus_vestibularis_superior_unilateral_Vol.mm3,otolemur crassicaudatus,2.85,1.053
Otolemur_crassicaudatus,otolemur crassicaudatus,XII,Hypoglossal_nucleus_Vol.mm3,1.62,53,FALSE,value_match_other_structure,Stephan_etal_1981_TablesI-VI,Nucleus_habenularis_medialis_Vol.mm3,otolemur crassicaudatus,1.64,1.22
Otolemur_crassicaudatus,otolemur crassicaudatus,BV,Total_brain_net_volume_Vol.mm3,9668,24;51;52,TRUE,match,Stephan_etal_1981_TablesI-VI,Total_brain_net_volume_Vol.mm3,otolemur crassicaudatus,9668,0
Otolemur_crassicaudatus,otolemur crassicaudatus,Cerebellum,Cerebellum_Vol.mm3,1414,24;51;52,TRUE,match,Stephan_etal_1981_TablesI-VI,Cerebellum_Vol.mm3,otolemur crassicaudatus,1414,0
Otolemur_crassicaudatus,otolemur crassicaudatus,Mesencephalon,Mesencephalon_Vol.mm3,384,24;51;52,TRUE,match,Stephan_etal_1981_TablesI-VI,Mesencephalon_Vol.mm3,otolemur crassicaudatus,384,0
Otolemur_crassicaudatus,otolemur crassicaudatus,Diencephalon,Diencephalon_Vol.mm3,785,24;51;52,TRUE,match,Stephan_etal_1981_TablesI-VI,Diencephalon_Vol.mm3,otolemur crassicaudatus,785,0
Otolemur_crassicaudatus,otolemur crassicaudatus,Telencephalon,Telencephalon_Vol.mm3,6545,24;51;52,TRUE,match,Stephan_etal_1981_TablesI-VI,Telencephalon_Vol.mm3,otolemur crassicaudatus,6545,0
Otolemur_crassicaudatus,otolemur crassicaudatus,MOB,Bulbus_olfactorius_Vol.mm3,166,24;51;52,TRUE,match,Stephan_etal_1981_TablesI-VI,Bulbus_olfactorius_Vol.mm3,otolemur crassicaudatus,166,0
Otolemur_crassicaudatus,otolemur crassicaudatus,AOB,Bulbus_olfactorius_accessorius_Vol.mm3,2.52,24;51;52,TRUE,match,Stephan_etal_1981_TablesI-VI,Bulbus_olfactorius_accessorius_Vol.mm3,otolemur crassicaudatus,2.52,0
Otolemur_crassicaudatus,otolemur crassicaudatus,Piriform Lobe,Lobus_piriformis_Vol.mm3,386,24;51;52,TRUE,match,Stephan_etal_1981_TablesI-VI,Lobus_piriformis_Vol.mm3,otolemur crassicaudatus,386,0
Otolemur_crassicaudatus,otolemur crassicaudatus,Septum,Septum_Vol.mm3,70,24;51;52,TRUE,match,Stephan_etal_1981_TablesI-VI,Septum_Vol.mm3,otolemur crassicaudatus,70,0
Otolemur_crassicaudatus,otolemur crassicaudatus,Striatum,Striatum_Vol.mm3,556,24;51;52,TRUE,match,Stephan_etal_1981_TablesI-VI,Striatum_Vol.mm3,otolemur crassicaudatus,556,0
Otolemur_crassicaudatus,otolemur crassicaudatus,Schizocortex,Schizo_cortex_Vol.mm3,181,24;51;52,TRUE,match,Stephan_etal_1981_TablesI-VI,Schizo_cortex_Vol.mm3,otolemur crassicaudatus,181,0
Otolemur_crassicaudatus,otolemur crassicaudatus,Hippocampus,Hippocampus_Vol.mm3,461,24;51;52,TRUE,match,Stephan_etal_1981_TablesI-VI,Hippocampus_Vol.mm3,otolemur crassicaudatus,461,0
Otolemur_crassicaudatus,otolemur crassicaudatus,Neocortex (GM+WM),Neocortex_Vol.mm3,4723,24;51;52,TRUE,match,Stephan_etal_1981_TablesI-VI,Neocortex_Vol.mm3,otolemur crassicaudatus,4723,0
Otolemur_crassicaudatus,otolemur crassicaudatus,Epithalamus,Epithalamus_Vol.mm3,5.71,24;51;52,TRUE,match,Stephan_etal_1981_TablesI-VI,Epithalamus_Vol.mm3,otolemur crassicaudatus,5.71,0
Otolemur_crassicaudatus,otolemur crassicaudatus,Thalamus,Thalamus_Vol.mm3,437,24;51;52,TRUE,match,Stephan_etal_1981_TablesI-VI,Thalamus_Vol.mm3,otolemur crassicaudatus,437,0
Otolemur_crassicaudatus,otolemur crassicaudatus,Hypothalamus,Hypothalamus_Vol.mm3,127,24;51;52,TRUE,match,Stephan_etal_1981_TablesI-VI,Hypothalamus_Vol.mm3,otolemur crassicaudatus,127,0
Otolemur_crassicaudatus,otolemur crassicaudatus,Subthalamus,Subthalamus_Vol.mm3,67.4,24;51;52,TRUE,match,Stephan_etal_1981_TablesI-VI,Subthalamus_Vol.mm3,otolemur crassicaudatus,67.4,0
Otolemur_crassicaudatus,otolemur crassicaudatus,Pallidum,Pallidum_Vol.mm3,63.3,24;51;52,TRUE,match,Stephan_etal_1981_TablesI-VI,Pallidum_Vol.mm3,otolemur crassicaudatus,63.3,0
Otolemur_crassicaudatus,otolemur crassicaudatus,Subthalamic Nucleus,Nucleus_subthalamicus_Vol.mm3,4.1,24;51;52,TRUE,match,Stephan_etal_1981_TablesI-VI,Nucleus_subthalamicus_Vol.mm3,otolemur crassicaudatus,4.1,0
Otolemur_crassicaudatus,otolemur crassicaudatus,Optic Tract,Tractus_opticus_Vol.mm3,33.9,24;51;52,TRUE,match,Stephan_etal_1981_TablesI-VI,Tractus_opticus_Vol.mm3,otolemur crassicaudatus,33.9,0
Otolemur_crassicaudatus,otolemur crassicaudatus,LGN,Corpus_geniculatum_laterale_Vol.mm3,22.1,24;51;52,TRUE,match,Stephan_etal_1981_TablesI-VI,Corpus_geniculatum_laterale_Vol.mm3,otolemur crassicaudatus,22.1,0
Otolemur_crassicaudatus,otolemur crassicaudatus,BV,Total_brain_net_volume_Vol.mm3,7110,54;55,FALSE,match,Bush_Allman_2004_b_TABLE1,Total_brain_net_volume_Vol.mm3,otolemur crassicaudatus,7110,0
Otolemur_crassicaudatus,otolemur crassicaudatus,Neocortex (GM+WM),Neocortex_Vol.mm3,3670,54;55,FALSE,decasien_only,NA,NA,NA,NA,NA
Otolemur_crassicaudatus,otolemur crassicaudatus,Neocortex (GM),Neocortex_grey_matter_Vol.mm3,3100,54;55,FALSE,match,Bush_Allman_2004_b_TABLE1,Neocortex_grey_matter_Vol.mm3,otolemur crassicaudatus,3100,0
Otolemur_crassicaudatus,otolemur crassicaudatus,V1 (GM),Area_striata_grey_matter_Vol.mm3,450,54;55,FALSE,match,Bush_Allman_2004_b_TABLE1,Area_striata_grey_matter_Vol.mm3,otolemur crassicaudatus,450,0
Otolemur_crassicaudatus,otolemur crassicaudatus,LGN,Corpus_geniculatum_laterale_Vol.mm3,20,54;55,FALSE,match,Bush_Allman_2004_b_TABLE1,Corpus_geniculatum_laterale_Vol.mm3,otolemur crassicaudatus,20,0
Pan_paniscus,pan paniscus,BV,Total_brain_net_volume_Vol.mm3,381270,43,FALSE,match_taxonomy_variant,Stephan_etal_1981_TablesI-VI,Total_brain_net_volume_Vol.mm3,pan troglodytes,382103,0.218
Pan_paniscus,pan paniscus,Granular Insula,Granular_insular_cortex_Vol.mm3,477,43,FALSE,decasien_only,NA,NA,NA,NA,NA
Pan_paniscus,pan paniscus,Dysgranular Insula,Dysgranular_insular_cortex_Vol.mm3,1499,43,FALSE,decasien_only,NA,NA,NA,NA,NA
Pan_paniscus,pan paniscus,Insula (GM),Insula_Vol.mm3,3174,43,FALSE,decasien_only,NA,NA,NA,NA,NA
Pan_paniscus,pan paniscus,BV,Total_brain_net_volume_Vol.mm3,325290,43,FALSE,match_taxonomy_variant,Bauernfeind_etal_2013_Table1,Total_brain_net_volume_Vol.mm3,pan troglodytes,330790,1.663
Pan_paniscus,pan paniscus,Granular Insula,Granular_insular_cortex_Vol.mm3,517,43,FALSE,decasien_only,NA,NA,NA,NA,NA
Pan_paniscus,pan paniscus,Dysgranular Insula,Dysgranular_insular_cortex_Vol.mm3,1823,43,FALSE,decasien_only,NA,NA,NA,NA,NA
Pan_paniscus,pan paniscus,Insula (GM),Insula_Vol.mm3,3245,43,FALSE,decasien_only,NA,NA,NA,NA,NA
Pan_paniscus,pan paniscus,BV,Total_brain_net_volume_Vol.mm3,312740,43,FALSE,match,MacLeod_etal_2003_,Total_brain_net_volume_Vol.mm3,pan paniscus,311200,0.495
