"Original_Term","Standardized_Term","Reference","Description"
"Species","","HerculanoHouzel_etal_2020_Table2",""
"Micro/mega","","HerculanoHouzel_etal_2020_Table2",""
"Family","","HerculanoHouzel_etal_2020_Table2",""
"NCX","","HerculanoHouzel_etal_2020_Table2",""
"NCB","","HerculanoHouzel_etal_2020_Table2",""
"NRoB","","HerculanoHouzel_etal_2020_Table2",""
"DN,CX","","HerculanoHouzel_etal_2020_Table2",""
"DN,Cb","","HerculanoHouzel_etal_2020_Table2",""
"DN,RoB","","HerculanoHouzel_etal_2020_Table2",""
