Species,Variable,Source,Value,priority
Mustela putorius furo,RoB_I.p.N,DosSantos_etal_2020_Table1,0.904,1
Mustela putorius furo,RoB_N.n,DosSantos_etal_2020_Table1,14210998,1
Mustela putorius furo,RoB_N.p.mg,DosSantos_etal_2020_Table1,10253,1
Mustela putorius furo,RoB_n,DosSantos_etal_2020_Table1,4,1
Mustela putorius furo,RoB_Mass.g,DosSantos_etal_2020_Table1,1.386,1
Mustela putorius furo,Species_Source,DosSantos_etal_2020_Table1,Mustela putorius furo,1
Panthera leo,WholeBrain_C.n,DosSantos_etal_2020_Table1,17065870250,1
Panthera leo,WholeBrain_I.n,DosSantos_etal_2020_Table1,1129760611,1
Panthera leo,WholeBrain_I.p.mg,DosSantos_etal_2020_Table1,5679,1
Panthera leo,WholeBrain_I.p.N,DosSantos_etal_2020_Table1,0.242,1
Panthera leo,WholeBrain_N.n,DosSantos_etal_2020_Table1,4667034704,1
Panthera leo,WholeBrain_N.p.mg,DosSantos_etal_2020_Table1,23459,1
Panthera leo,WholeBrain_n,DosSantos_etal_2020_Table1,110,1
Panthera leo,WholeBrain_Mass.g,DosSantos_etal_2020_Table1,198.946,1
Panthera leo,Cerebellum_C.n,DosSantos_etal_2020_Table1,7093750000,1
Panthera leo,Cerebellum_I.n,DosSantos_etal_2020_Table1,124140625,1
Panthera leo,Cerebellum_I.p.mg,DosSantos_etal_2020_Table1,4989,1
Panthera leo,Cerebellum_I.p.N,DosSantos_etal_2020_Table1,0.031,1
Panthera leo,Cerebellum_N.n,DosSantos_etal_2020_Table1,4049750938,1
Panthera leo,Cerebellum_N.p.mg,DosSantos_etal_2020_Table1,162758,1
Panthera leo,Cerebellum_n,DosSantos_etal_2020_Table1,1,1
Panthera leo,Cerebellum_Mass.g,DosSantos_etal_2020_Table1,24.882,1
Panthera leo,CerebralCortexNoHippocampus_C.n,DosSantos_etal_2020_Table1,7615560250,1
Panthera leo,CerebralCortexNoHippocampus_I.n,DosSantos_etal_2020_Table1,784402706,1
Panthera leo,CerebralCortexNoHippocampus_I.p.mg,DosSantos_etal_2020_Table1,5757,1
Panthera leo,CerebralCortexNoHippocampus_I.p.N,DosSantos_etal_2020_Table1,1.475,1
Panthera leo,CerebralCortexNoHippocampus_N.n,DosSantos_etal_2020_Table1,531700630,1
Panthera leo,CerebralCortexNoHippocampus_N.p.mg,DosSantos_etal_2020_Table1,3902,1
Panthera leo,CerebralCortexNoHippocampus_n,DosSantos_etal_2020_Table1,106,1
Panthera leo,CerebralCortexNoHippocampus_Mass.g,DosSantos_etal_2020_Table1,136.254,1
Panthera leo,CerebralCortex_C.n,DosSantos_etal_2020_Table1,7806210250,1
Panthera leo,CerebralCortex_I.n,DosSantos_etal_2020_Table1,795452825,1
Panthera leo,CerebralCortex_I.p.mg,DosSantos_etal_2020_Table1,5686,1
Panthera leo,CerebralCortex_I.p.N,DosSantos_etal_2020_Table1,1.459,1
Panthera leo,CerebralCortex_N.n,DosSantos_etal_2020_Table1,545238686,1
Panthera leo,CerebralCortex_N.p.mg,DosSantos_etal_2020_Table1,3897,1
Panthera leo,CerebralCortex_n,DosSantos_etal_2020_Table1,107,1
Panthera leo,CerebralCortex_Mass.g,DosSantos_etal_2020_Table1,139.902,1
Panthera leo,Hippocampus_C.n,DosSantos_etal_2020_Table1,190650000,1
Panthera leo,Hippocampus_I.n,DosSantos_etal_2020_Table1,10886115,1
Panthera leo,Hippocampus_I.p.mg,DosSantos_etal_2020_Table1,2984,1
Panthera leo,Hippocampus_I.p.N,DosSantos_etal_2020_Table1,0.804,1
Panthera leo,Hippocampus_N.n,DosSantos_etal_2020_Table1,13538056,1
Panthera leo,Hippocampus_N.p.mg,DosSantos_etal_2020_Table1,3711,1
Panthera leo,Hippocampus_n,DosSantos_etal_2020_Table1,1,1
Panthera leo,Hippocampus_Mass.g,DosSantos_etal_2020_Table1,3.648,1
Panthera leo,PonsMedulla_C.n,DosSantos_etal_2020_Table1,NA,1
Panthera leo,PonsMedulla_I.n,DosSantos_etal_2020_Table1,NA,1
Panthera leo,PonsMedulla_I.p.mg,DosSantos_etal_2020_Table1,NA,1
Panthera leo,PonsMedulla_I.p.N,DosSantos_etal_2020_Table1,NA,1
Panthera leo,PonsMedulla_N.n,DosSantos_etal_2020_Table1,NA,1
Panthera leo,PonsMedulla_N.p.mg,DosSantos_etal_2020_Table1,NA,1
Panthera leo,PonsMedulla_n,DosSantos_etal_2020_Table1,NA,1
Panthera leo,PonsMedulla_Mass.g,DosSantos_etal_2020_Table1,NA,1
Panthera leo,RoB_C.n,DosSantos_etal_2020_Table1,2165910000,1
Panthera leo,RoB_I.n,DosSantos_etal_2020_Table1,210743043,1
Panthera leo,RoB_I.p.mg,DosSantos_etal_2020_Table1,6169,1
Panthera leo,RoB_I.p.N,DosSantos_etal_2020_Table1,2.925,1
Panthera leo,RoB_N.n,DosSantos_etal_2020_Table1,72045082,1
Panthera leo,RoB_N.p.mg,DosSantos_etal_2020_Table1,2109,1
Panthera leo,RoB_n,DosSantos_etal_2020_Table1,2,1
Panthera leo,RoB_Mass.g,DosSantos_etal_2020_Table1,34.162,1
Panthera leo,Species_Source,DosSantos_etal_2020_Table1,Panthera leo,1
Ursus arctos,WholeBrain_C.n,DosSantos_etal_2020_Table1,24698792500,1
Ursus arctos,WholeBrain_I.n,DosSantos_etal_2020_Table1,1131204697,1
Ursus arctos,WholeBrain_I.p.mg,DosSantos_etal_2020_Table1,3591,1
Ursus arctos,WholeBrain_I.p.N,DosSantos_etal_2020_Table1,0.118,1
Ursus arctos,WholeBrain_N.n,DosSantos_etal_2020_Table1,9585604080,1
Ursus arctos,WholeBrain_N.p.mg,DosSantos_etal_2020_Table1,30430,1
Ursus arctos,WholeBrain_n,DosSantos_etal_2020_Table1,121,1
Ursus arctos,WholeBrain_Mass.g,DosSantos_etal_2020_Table1,315.004,1
Ursus arctos,Cerebellum_C.n,DosSantos_etal_2020_Table1,1.155e+10,1
Ursus arctos,Cerebellum_I.n,DosSantos_etal_2020_Table1,188265000,1
Ursus arctos,Cerebellum_I.p.mg,DosSantos_etal_2020_Table1,4174,1
Ursus arctos,Cerebellum_I.p.N,DosSantos_etal_2020_Table1,0.02,1
Ursus arctos,Cerebellum_N.n,DosSantos_etal_2020_Table1,9253250478,1
Ursus arctos,Cerebellum_N.p.mg,DosSantos_etal_2020_Table1,205145,1
Ursus arctos,Cerebellum_n,DosSantos_etal_2020_Table1,1,1
Ursus arctos,Cerebellum_Mass.g,DosSantos_etal_2020_Table1,45.106,1
Ursus arctos,CerebralCortexNoHippocampus_C.n,DosSantos_etal_2020_Table1,10147192500,1
Ursus arctos,CerebralCortexNoHippocampus_I.n,DosSantos_etal_2020_Table1,835113943,1
Ursus arctos,CerebralCortexNoHippocampus_I.p.mg,DosSantos_etal_2020_Table1,3833,1
Ursus arctos,CerebralCortexNoHippocampus_I.p.N,DosSantos_etal_2020_Table1,3.446,1
Ursus arctos,CerebralCortexNoHippocampus_N.n,DosSantos_etal_2020_Table1,242359888,1
Ursus arctos,CerebralCortexNoHippocampus_N.p.mg,DosSantos_etal_2020_Table1,1112,1
Ursus arctos,CerebralCortexNoHippocampus_n,DosSantos_etal_2020_Table1,115,1
Ursus arctos,CerebralCortexNoHippocampus_Mass.g,DosSantos_etal_2020_Table1,217.87,1
Ursus arctos,CerebralCortex_C.n,DosSantos_etal_2020_Table1,10404967500,1
Ursus arctos,CerebralCortex_I.n,DosSantos_etal_2020_Table1,843842866,1
Ursus arctos,CerebralCortex_I.p.mg,DosSantos_etal_2020_Table1,3801,1
Ursus arctos,CerebralCortex_I.p.N,DosSantos_etal_2020_Table1,3.362,1
Ursus arctos,CerebralCortex_N.n,DosSantos_etal_2020_Table1,250969270,1
Ursus arctos,CerebralCortex_N.p.mg,DosSantos_etal_2020_Table1,1130,1
Ursus arctos,CerebralCortex_n,DosSantos_etal_2020_Table1,116,1
Ursus arctos,CerebralCortex_Mass.g,DosSantos_etal_2020_Table1,222,1
Ursus arctos,Hippocampus_C.n,DosSantos_etal_2020_Table1,257775000,1
Ursus arctos,Hippocampus_I.n,DosSantos_etal_2020_Table1,8815905,1
Ursus arctos,Hippocampus_I.p.mg,DosSantos_etal_2020_Table1,2135,1
Ursus arctos,Hippocampus_I.p.N,DosSantos_etal_2020_Table1,1.024,1
Ursus arctos,Hippocampus_N.n,DosSantos_etal_2020_Table1,8609382,1
Ursus arctos,Hippocampus_N.p.mg,DosSantos_etal_2020_Table1,2085,1
Ursus arctos,Hippocampus_n,DosSantos_etal_2020_Table1,1,1
Ursus arctos,Hippocampus_Mass.g,DosSantos_etal_2020_Table1,4.13,1
Ursus arctos,PonsMedulla_C.n,DosSantos_etal_2020_Table1,NA,1
Ursus arctos,PonsMedulla_I.n,DosSantos_etal_2020_Table1,NA,1
Ursus arctos,PonsMedulla_I.p.mg,DosSantos_etal_2020_Table1,NA,1
Ursus arctos,PonsMedulla_I.p.N,DosSantos_etal_2020_Table1,NA,1
Ursus arctos,PonsMedulla_N.n,DosSantos_etal_2020_Table1,NA,1
Ursus arctos,PonsMedulla_N.p.mg,DosSantos_etal_2020_Table1,NA,1
Ursus arctos,PonsMedulla_n,DosSantos_etal_2020_Table1,NA,1
Ursus arctos,PonsMedulla_Mass.g,DosSantos_etal_2020_Table1,NA,1
Ursus arctos,RoB_C.n,DosSantos_etal_2020_Table1,2743825000,1
Ursus arctos,RoB_I.n,DosSantos_etal_2020_Table1,98777700,1
Ursus arctos,RoB_I.p.mg,DosSantos_etal_2020_Table1,2062,1
Ursus arctos,RoB_I.p.N,DosSantos_etal_2020_Table1,1.214,1
Ursus arctos,RoB_N.n,DosSantos_etal_2020_Table1,81384332,1
Ursus arctos,RoB_N.p.mg,DosSantos_etal_2020_Table1,1699,1
Ursus arctos,RoB_n,DosSantos_etal_2020_Table1,4,1
Ursus arctos,RoB_Mass.g,DosSantos_etal_2020_Table1,47.898,1
Ursus arctos,Species_Source,DosSantos_etal_2020_Table1,Ursus arctos,1
Dendrolagus goodfellowi,WholeBrain_C.n,DosSantos_etal_2020_Table1,3595788750,1
Dendrolagus goodfellowi,WholeBrain_I.n,DosSantos_etal_2020_Table1,120458923,1
Dendrolagus goodfellowi,WholeBrain_I.p.mg,DosSantos_etal_2020_Table1,3818,1
Dendrolagus goodfellowi,WholeBrain_I.p.N,DosSantos_etal_2020_Table1,0.078,1
Dendrolagus goodfellowi,WholeBrain_N.n,DosSantos_etal_2020_Table1,1548311684,1
Dendrolagus goodfellowi,WholeBrain_N.p.mg,DosSantos_etal_2020_Table1,49078,1
Dendrolagus goodfellowi,WholeBrain_n,DosSantos_etal_2020_Table1,49,1
Dendrolagus goodfellowi,WholeBrain_Mass.g,DosSantos_etal_2020_Table1,31.548,1
Dendrolagus goodfellowi,Cerebellum_C.n,DosSantos_etal_2020_Table1,1545500000,1
Dendrolagus goodfellowi,Cerebellum_I.n,DosSantos_etal_2020_Table1,10200300,1
Dendrolagus goodfellowi,Cerebellum_I.p.mg,DosSantos_etal_2020_Table1,2408,1
Dendrolagus goodfellowi,Cerebellum_I.p.N,DosSantos_etal_2020_Table1,0.008,1
Dendrolagus goodfellowi,Cerebellum_N.n,DosSantos_etal_2020_Table1,1237018200,1
Dendrolagus goodfellowi,Cerebellum_N.p.mg,DosSantos_etal_2020_Table1,292025,1
Dendrolagus goodfellowi,Cerebellum_n,DosSantos_etal_2020_Table1,1,1
Dendrolagus goodfellowi,Cerebellum_Mass.g,DosSantos_etal_2020_Table1,4.236,1
Dendrolagus goodfellowi,CerebralCortexNoHippocampus_C.n,DosSantos_etal_2020_Table1,1431388750,1
Dendrolagus goodfellowi,CerebralCortexNoHippocampus_I.n,DosSantos_etal_2020_Table1,74289076,1
Dendrolagus goodfellowi,CerebralCortexNoHippocampus_I.p.mg,DosSantos_etal_2020_Table1,4064,1
Dendrolagus goodfellowi,CerebralCortexNoHippocampus_I.p.N,DosSantos_etal_2020_Table1,0.291,1
Dendrolagus goodfellowi,CerebralCortexNoHippocampus_N.n,DosSantos_etal_2020_Table1,255280904,1
Dendrolagus goodfellowi,CerebralCortexNoHippocampus_N.p.mg,DosSantos_etal_2020_Table1,13965,1
Dendrolagus goodfellowi,CerebralCortexNoHippocampus_n,DosSantos_etal_2020_Table1,45,1
Dendrolagus goodfellowi,CerebralCortexNoHippocampus_Mass.g,DosSantos_etal_2020_Table1,18.82,1
Dendrolagus goodfellowi,CerebralCortex_C.n,DosSantos_etal_2020_Table1,1532188750,1
Dendrolagus goodfellowi,CerebralCortex_I.n,DosSantos_etal_2020_Table1,80439909,1
Dendrolagus goodfellowi,CerebralCortex_I.p.mg,DosSantos_etal_2020_Table1,4110,1
Dendrolagus goodfellowi,CerebralCortex_I.p.N,DosSantos_etal_2020_Table1,0.294,1
Dendrolagus goodfellowi,CerebralCortex_N.n,DosSantos_etal_2020_Table1,273434984,1
Dendrolagus goodfellowi,CerebralCortex_N.p.mg,DosSantos_etal_2020_Table1,13972,1
Dendrolagus goodfellowi,CerebralCortex_n,DosSantos_etal_2020_Table1,46,1
Dendrolagus goodfellowi,CerebralCortex_Mass.g,DosSantos_etal_2020_Table1,19.57,1
Dendrolagus goodfellowi,Hippocampus_C.n,DosSantos_etal_2020_Table1,100800000,1
Dendrolagus goodfellowi,Hippocampus_I.n,DosSantos_etal_2020_Table1,6189120,1
Dendrolagus goodfellowi,Hippocampus_I.p.mg,DosSantos_etal_2020_Table1,4798,1
Dendrolagus goodfellowi,Hippocampus_I.p.N,DosSantos_etal_2020_Table1,0.341,1
Dendrolagus goodfellowi,Hippocampus_N.n,DosSantos_etal_2020_Table1,18154080,1
Dendrolagus goodfellowi,Hippocampus_N.p.mg,DosSantos_etal_2020_Table1,14073,1
Dendrolagus goodfellowi,Hippocampus_n,DosSantos_etal_2020_Table1,1,1
Dendrolagus goodfellowi,Hippocampus_Mass.g,DosSantos_etal_2020_Table1,1.29,1
Dendrolagus goodfellowi,PonsMedulla_C.n,DosSantos_etal_2020_Table1,NA,1
Dendrolagus goodfellowi,PonsMedulla_I.n,DosSantos_etal_2020_Table1,NA,1
Dendrolagus goodfellowi,PonsMedulla_I.p.mg,DosSantos_etal_2020_Table1,NA,1
Dendrolagus goodfellowi,PonsMedulla_I.p.N,DosSantos_etal_2020_Table1,NA,1
Dendrolagus goodfellowi,PonsMedulla_N.n,DosSantos_etal_2020_Table1,NA,1
Dendrolagus goodfellowi,PonsMedulla_N.p.mg,DosSantos_etal_2020_Table1,NA,1
Dendrolagus goodfellowi,PonsMedulla_n,DosSantos_etal_2020_Table1,NA,1
Dendrolagus goodfellowi,PonsMedulla_Mass.g,DosSantos_etal_2020_Table1,NA,1
Dendrolagus goodfellowi,RoB_C.n,DosSantos_etal_2020_Table1,518100000,1
Dendrolagus goodfellowi,RoB_I.n,DosSantos_etal_2020_Table1,29687130,1
Dendrolagus goodfellowi,RoB_I.p.mg,DosSantos_etal_2020_Table1,3835,1
Dendrolagus goodfellowi,RoB_I.p.N,DosSantos_etal_2020_Table1,0.784,1
Dendrolagus goodfellowi,RoB_N.n,DosSantos_etal_2020_Table1,37858500,1
Dendrolagus goodfellowi,RoB_N.p.mg,DosSantos_etal_2020_Table1,4890,1
Dendrolagus goodfellowi,RoB_n,DosSantos_etal_2020_Table1,2,1
Dendrolagus goodfellowi,RoB_Mass.g,DosSantos_etal_2020_Table1,7.742,1
Dendrolagus goodfellowi,Species_Source,DosSantos_etal_2020_Table1,Dendrolagus goodfellowi,1
Didelphis aurita,WholeBrain_C.n,DosSantos_etal_2020_Table1,643138750,1
Didelphis aurita,WholeBrain_I.n,DosSantos_etal_2020_Table1,25297939,1
Didelphis aurita,WholeBrain_I.p.mg,DosSantos_etal_2020_Table1,5961,1
Didelphis aurita,WholeBrain_I.p.N,DosSantos_etal_2020_Table1,0.064,1
Didelphis aurita,WholeBrain_N.n,DosSantos_etal_2020_Table1,392497458,1
Didelphis aurita,WholeBrain_N.p.mg,DosSantos_etal_2020_Table1,91449,1
Didelphis aurita,WholeBrain_n,DosSantos_etal_2020_Table1,35,1
Didelphis aurita,WholeBrain_Mass.g,DosSantos_etal_2020_Table1,4.292,1
Didelphis aurita,Cerebellum_C.n,DosSantos_etal_2020_Table1,375031250,1
Didelphis aurita,Cerebellum_I.n,DosSantos_etal_2020_Table1,5362947,1
Didelphis aurita,Cerebellum_I.p.mg,DosSantos_etal_2020_Table1,6893,1
Didelphis aurita,Cerebellum_I.p.N,DosSantos_etal_2020_Table1,0.016,1
Didelphis aurita,Cerebellum_N.n,DosSantos_etal_2020_Table1,334265353,1
Didelphis aurita,Cerebellum_N.p.mg,DosSantos_etal_2020_Table1,429647,1
Didelphis aurita,Cerebellum_n,DosSantos_etal_2020_Table1,1,1
Didelphis aurita,Cerebellum_Mass.g,DosSantos_etal_2020_Table1,0.778,1
Didelphis aurita,CerebralCortexNoHippocampus_C.n,DosSantos_etal_2020_Table1,133775000,1
Didelphis aurita,CerebralCortexNoHippocampus_I.n,DosSantos_etal_2020_Table1,9740554,1
Didelphis aurita,CerebralCortexNoHippocampus_I.p.mg,DosSantos_etal_2020_Table1,5679,1
Didelphis aurita,CerebralCortexNoHippocampus_I.p.N,DosSantos_etal_2020_Table1,0.276,1
Didelphis aurita,CerebralCortexNoHippocampus_N.n,DosSantos_etal_2020_Table1,35269454,1
Didelphis aurita,CerebralCortexNoHippocampus_N.p.mg,DosSantos_etal_2020_Table1,20154,1
Didelphis aurita,CerebralCortexNoHippocampus_n,DosSantos_etal_2020_Table1,30,1
Didelphis aurita,CerebralCortexNoHippocampus_Mass.g,DosSantos_etal_2020_Table1,1.75,1
Didelphis aurita,CerebralCortex_C.n,DosSantos_etal_2020_Table1,163477500,1
Didelphis aurita,CerebralCortex_I.n,DosSantos_etal_2020_Table1,11581340,1
Didelphis aurita,CerebralCortex_I.p.mg,DosSantos_etal_2020_Table1,5511,1
Didelphis aurita,CerebralCortex_I.p.N,DosSantos_etal_2020_Table1,0.273,1
Didelphis aurita,CerebralCortex_N.n,DosSantos_etal_2020_Table1,42499454,1
Didelphis aurita,CerebralCortex_N.p.mg,DosSantos_etal_2020_Table1,19897,1
Didelphis aurita,CerebralCortex_n,DosSantos_etal_2020_Table1,31,1
Didelphis aurita,CerebralCortex_Mass.g,DosSantos_etal_2020_Table1,2.136,1
Didelphis aurita,Hippocampus_C.n,DosSantos_etal_2020_Table1,30000000,1
Didelphis aurita,Hippocampus_I.n,DosSantos_etal_2020_Table1,1848000,1
Didelphis aurita,Hippocampus_I.p.mg,DosSantos_etal_2020_Table1,4788,1
Didelphis aurita,Hippocampus_I.p.N,DosSantos_etal_2020_Table1,0.256,1
Didelphis aurita,Hippocampus_N.n,DosSantos_etal_2020_Table1,7230000,1
Didelphis aurita,Hippocampus_N.p.mg,DosSantos_etal_2020_Table1,18731,1
Didelphis aurita,Hippocampus_n,DosSantos_etal_2020_Table1,1,1
Didelphis aurita,Hippocampus_Mass.g,DosSantos_etal_2020_Table1,0.386,1
Didelphis aurita,PonsMedulla_C.n,DosSantos_etal_2020_Table1,NA,1
Didelphis aurita,PonsMedulla_I.n,DosSantos_etal_2020_Table1,NA,1
Didelphis aurita,PonsMedulla_I.p.mg,DosSantos_etal_2020_Table1,NA,1
Didelphis aurita,PonsMedulla_I.p.N,DosSantos_etal_2020_Table1,NA,1
Didelphis aurita,PonsMedulla_N.n,DosSantos_etal_2020_Table1,NA,1
Didelphis aurita,PonsMedulla_N.p.mg,DosSantos_etal_2020_Table1,NA,1
Didelphis aurita,PonsMedulla_n,DosSantos_etal_2020_Table1,NA,1
Didelphis aurita,PonsMedulla_Mass.g,DosSantos_etal_2020_Table1,NA,1
Didelphis aurita,RoB_C.n,DosSantos_etal_2020_Table1,108137500,1
Didelphis aurita,RoB_I.n,DosSantos_etal_2020_Table1,8326588,1
Didelphis aurita,RoB_I.p.mg,DosSantos_etal_2020_Table1,6043,1
Didelphis aurita,RoB_I.p.N,DosSantos_etal_2020_Table1,0.529,1
Didelphis aurita,RoB_N.n,DosSantos_etal_2020_Table1,15732651,1
Didelphis aurita,RoB_N.p.mg,DosSantos_etal_2020_Table1,11417,1
Didelphis aurita,RoB_n,DosSantos_etal_2020_Table1,3,1
Didelphis aurita,RoB_Mass.g,DosSantos_etal_2020_Table1,1.378,1
Didelphis aurita,Species_Source,DosSantos_etal_2020_Table1,Didelphis aurita,1
Macropus fuliginosus,WholeBrain_C.n,DosSantos_etal_2020_Table1,6708137500,1
Macropus fuliginosus,WholeBrain_I.n,DosSantos_etal_2020_Table1,265642245,1
Macropus fuliginosus,WholeBrain_I.p.mg,DosSantos_etal_2020_Table1,4235,1
Macropus fuliginosus,WholeBrain_I.p.N,DosSantos_etal_2020_Table1,0.108,1
Macropus fuliginosus,WholeBrain_N.n,DosSantos_etal_2020_Table1,2457876490,1
Macropus fuliginosus,WholeBrain_N.p.mg,DosSantos_etal_2020_Table1,39186,1
Macropus fuliginosus,WholeBrain_n,DosSantos_etal_2020_Table1,57,1
Macropus fuliginosus,WholeBrain_Mass.g,DosSantos_etal_2020_Table1,62.724,1
Macropus fuliginosus,Cerebellum_C.n,DosSantos_etal_2020_Table1,2721875000,1
Macropus fuliginosus,Cerebellum_I.n,DosSantos_etal_2020_Table1,22863750,1
Macropus fuliginosus,Cerebellum_I.p.mg,DosSantos_etal_2020_Table1,3107,1
Macropus fuliginosus,Cerebellum_I.p.N,DosSantos_etal_2020_Table1,0.011,1
Macropus fuliginosus,Cerebellum_N.n,DosSantos_etal_2020_Table1,1989962813,1
Macropus fuliginosus,Cerebellum_N.p.mg,DosSantos_etal_2020_Table1,270449,1
Macropus fuliginosus,Cerebellum_n,DosSantos_etal_2020_Table1,1,1
Macropus fuliginosus,Cerebellum_Mass.g,DosSantos_etal_2020_Table1,7.358,1
Macropus fuliginosus,CerebralCortexNoHippocampus_C.n,DosSantos_etal_2020_Table1,2513387500,1
Macropus fuliginosus,CerebralCortexNoHippocampus_I.n,DosSantos_etal_2020_Table1,145776475,1
Macropus fuliginosus,CerebralCortexNoHippocampus_I.p.mg,DosSantos_etal_2020_Table1,3913,1
Macropus fuliginosus,CerebralCortexNoHippocampus_I.p.N,DosSantos_etal_2020_Table1,0.448,1
Macropus fuliginosus,CerebralCortexNoHippocampus_N.n,DosSantos_etal_2020_Table1,325403477,1
Macropus fuliginosus,CerebralCortexNoHippocampus_N.p.mg,DosSantos_etal_2020_Table1,8734,1
Macropus fuliginosus,CerebralCortexNoHippocampus_n,DosSantos_etal_2020_Table1,53,1
Macropus fuliginosus,CerebralCortexNoHippocampus_Mass.g,DosSantos_etal_2020_Table1,37.256,1
Macropus fuliginosus,CerebralCortex_C.n,DosSantos_etal_2020_Table1,2740637500,1
Macropus fuliginosus,CerebralCortex_I.n,DosSantos_etal_2020_Table1,161697613,1
Macropus fuliginosus,CerebralCortex_I.p.mg,DosSantos_etal_2020_Table1,4023,1
Macropus fuliginosus,CerebralCortex_I.p.N,DosSantos_etal_2020_Table1,0.437,1
Macropus fuliginosus,CerebralCortex_N.n,DosSantos_etal_2020_Table1,370171727,1
Macropus fuliginosus,CerebralCortex_N.p.mg,DosSantos_etal_2020_Table1,9210,1
Macropus fuliginosus,CerebralCortex_n,DosSantos_etal_2020_Table1,54,1
Macropus fuliginosus,CerebralCortex_Mass.g,DosSantos_etal_2020_Table1,40.194,1
Macropus fuliginosus,Hippocampus_C.n,DosSantos_etal_2020_Table1,227250000,1
Macropus fuliginosus,Hippocampus_I.n,DosSantos_etal_2020_Table1,15975675,1
Macropus fuliginosus,Hippocampus_I.p.mg,DosSantos_etal_2020_Table1,5438,1
Macropus fuliginosus,Hippocampus_I.p.N,DosSantos_etal_2020_Table1,0.357,1
Macropus fuliginosus,Hippocampus_N.n,DosSantos_etal_2020_Table1,44768250,1
Macropus fuliginosus,Hippocampus_N.p.mg,DosSantos_etal_2020_Table1,15238,1
Macropus fuliginosus,Hippocampus_n,DosSantos_etal_2020_Table1,1,1
Macropus fuliginosus,Hippocampus_Mass.g,DosSantos_etal_2020_Table1,2.938,1
Macropus fuliginosus,PonsMedulla_C.n,DosSantos_etal_2020_Table1,NA,1
Macropus fuliginosus,PonsMedulla_I.n,DosSantos_etal_2020_Table1,NA,1
Macropus fuliginosus,PonsMedulla_I.p.mg,DosSantos_etal_2020_Table1,NA,1
Macropus fuliginosus,PonsMedulla_I.p.N,DosSantos_etal_2020_Table1,NA,1
Macropus fuliginosus,PonsMedulla_N.n,DosSantos_etal_2020_Table1,NA,1
Macropus fuliginosus,PonsMedulla_N.p.mg,DosSantos_etal_2020_Table1,NA,1
Macropus fuliginosus,PonsMedulla_n,DosSantos_etal_2020_Table1,NA,1
Macropus fuliginosus,PonsMedulla_Mass.g,DosSantos_etal_2020_Table1,NA,1
Macropus fuliginosus,RoB_C.n,DosSantos_etal_2020_Table1,1245625000,1
Macropus fuliginosus,RoB_I.n,DosSantos_etal_2020_Table1,80965625,1
Macropus fuliginosus,RoB_I.p.mg,DosSantos_etal_2020_Table1,5337,1
Macropus fuliginosus,RoB_I.p.N,DosSantos_etal_2020_Table1,0.828,1
Macropus fuliginosus,RoB_N.n,DosSantos_etal_2020_Table1,97741950,1
Macropus fuliginosus,RoB_N.p.mg,DosSantos_etal_2020_Table1,6442,1
Macropus fuliginosus,RoB_n,DosSantos_etal_2020_Table1,2,1
Macropus fuliginosus,RoB_Mass.g,DosSantos_etal_2020_Table1,15.172,1
Macropus fuliginosus,Species_Source,DosSantos_etal_2020_Table1,Macropus fuliginosus,1
Notamacropus parma,WholeBrain_C.n,DosSantos_etal_2020_Table1,1943470000,1
Notamacropus parma,WholeBrain_I.n,DosSantos_etal_2020_Table1,73851860,1
Notamacropus parma,WholeBrain_I.p.mg,DosSantos_etal_2020_Table1,4700,1
Notamacropus parma,WholeBrain_I.p.N,DosSantos_etal_2020_Table1,0.104,1
Notamacropus parma,WholeBrain_N.n,DosSantos_etal_2020_Table1,711126467,1
Notamacropus parma,WholeBrain_N.p.mg,DosSantos_etal_2020_Table1,45254,1
Notamacropus parma,WholeBrain_n,DosSantos_etal_2020_Table1,38,1
Notamacropus parma,WholeBrain_Mass.g,DosSantos_etal_2020_Table1,15.714,1
Notamacropus parma,Cerebellum_C.n,DosSantos_etal_2020_Table1,721687500,1
Notamacropus parma,Cerebellum_I.n,DosSantos_etal_2020_Table1,5268319,1
Notamacropus parma,Cerebellum_I.p.mg,DosSantos_etal_2020_Table1,3117,1
Notamacropus parma,Cerebellum_I.p.N,DosSantos_etal_2020_Table1,0.009,1
Notamacropus parma,Cerebellum_N.n,DosSantos_etal_2020_Table1,558080944,1
Notamacropus parma,Cerebellum_N.p.mg,DosSantos_etal_2020_Table1,330225,1
Notamacropus parma,Cerebellum_n,DosSantos_etal_2020_Table1,1,1
Notamacropus parma,Cerebellum_Mass.g,DosSantos_etal_2020_Table1,1.69,1
Notamacropus parma,CerebralCortexNoHippocampus_C.n,DosSantos_etal_2020_Table1,750782500,1
Notamacropus parma,CerebralCortexNoHippocampus_I.n,DosSantos_etal_2020_Table1,40467177,1
Notamacropus parma,CerebralCortexNoHippocampus_I.p.mg,DosSantos_etal_2020_Table1,4664,1
