Species,Variable,Value,Source
Elephantulus myurus,CerebralCortexNoHippocampus_I.p.mg,1631,DosSantos_etal_2020_Table1
Elephantulus myurus,CerebralCortex_I.n,1101198,DosSantos_etal_2020_Table1_HerculanoHouzel_etal_2015_Table1
Elephantulus myurus,CerebralCortex_I.p.mg,2338,DosSantos_etal_2020_Table1
Elephantulus myurus,CerebralCortex_Mass.g,0.471,HerculanoHouzel_etal_2015_Table1
Elephantulus myurus,CerebralCortex_N.n,25865000,HerculanoHouzel_etal_2015_Table1
Elephantulus myurus,CerebralCortex_N.p.mg,54644,HerculanoHouzel_etal_2015_Table1
Elephantulus myurus,CerebralCortex_O.n,26229000,HerculanoHouzel_etal_2015_Table1
Elephantulus myurus,CerebralCortex_O.p.N,1.032,HerculanoHouzel_etal_2015_Table1
Elephantulus myurus,CerebralCortex_O.p.mg,55693,HerculanoHouzel_etal_2015_Table1
Elephantulus myurus,Hippocampus_I.p.mg,4116,DosSantos_etal_2020_Table1
Elephantulus myurus,OlfactoryBulb_Mass.g,0.05,HerculanoHouzel_etal_2015_Table4
Elephantulus myurus,OlfactoryBulb_N.n,9693534,HerculanoHouzel_etal_2015_Table4
Elephantulus myurus,OlfactoryBulb_N.p.mg,194678,HerculanoHouzel_etal_2015_Table4
Elephantulus myurus,OlfactoryBulb_O.n,4919466,HerculanoHouzel_etal_2015_Table4
Elephantulus myurus,OlfactoryBulb_O.p.N,0.507,HerculanoHouzel_etal_2015_Table4
Elephantulus myurus,OlfactoryBulb_O.p.mg,97872,HerculanoHouzel_etal_2015_Table4
Elephantulus myurus,RoB_I.n,1321295,DosSantos_etal_2020_Table1_HerculanoHouzel_etal_2015_Table3
Elephantulus myurus,RoB_I.p.mg,3295,DosSantos_etal_2020_Table1
Elephantulus myurus,RoB_Mass.g,0.401,HerculanoHouzel_etal_2015_Table3
Elephantulus myurus,RoB_N.n,14012533,HerculanoHouzel_etal_2015_Table3
Elephantulus myurus,RoB_N.p.mg,34520,HerculanoHouzel_etal_2015_Table3
Elephantulus myurus,RoB_O.n,28997467,HerculanoHouzel_etal_2015_Table3
Elephantulus myurus,RoB_O.p.N,2.048,HerculanoHouzel_etal_2015_Table3
Elephantulus myurus,RoB_O.p.mg,70967,HerculanoHouzel_etal_2015_Table3
Elephantulus myurus,WholeBrain_I.n,2930720,DosSantos_etal_2020_Table1_HerculanoHouzel_etal_2015_Table5
Elephantulus myurus,WholeBrain_I.p.mg,2818,DosSantos_etal_2020_Table1
Elephantulus myurus,WholeBrain_Mass.g,1.04,HerculanoHouzel_etal_2015_Table5
Elephantulus myurus,WholeBrain_N.n,129190603,HerculanoHouzel_etal_2015_Table5
Elephantulus myurus,WholeBrain_O.n,78594397,HerculanoHouzel_etal_2015_Table5
Epomophorus wahlbergi,Body_Mass.g,74,HerculanoHouzel_etal_2020_TABLE1
Epomophorus wahlbergi,Cerebellum_Mass.g,193487.671447305,HerculanoHouzel_etal_2020_TABLE2
Epomophorus wahlbergi,Cerebellum_N.n,121136246,HerculanoHouzel_etal_2020_TABLE2
Epomophorus wahlbergi,Cerebellum_N.p.mg,626067,HerculanoHouzel_etal_2020_TABLE2
Epomophorus wahlbergi,CerebralCortex_Mass.g,634020.713352369,HerculanoHouzel_etal_2020_TABLE2
Epomophorus wahlbergi,CerebralCortex_N.n,26201540,HerculanoHouzel_etal_2020_TABLE2
Epomophorus wahlbergi,CerebralCortex_N.p.mg,41326,HerculanoHouzel_etal_2020_TABLE2
Epomophorus wahlbergi,RoB_Mass.g,386417.379184647,HerculanoHouzel_etal_2020_TABLE2
Epomophorus wahlbergi,RoB_N.n,14416846,HerculanoHouzel_etal_2020_TABLE2
Epomophorus wahlbergi,RoB_N.p.mg,37309,HerculanoHouzel_etal_2020_TABLE2
Epomophorus wahlbergi,WholeBrain_Mass.g,1.224,HerculanoHouzel_etal_2020_TABLE1
Epomophorus wahlbergi,WholeBrain_N.n,161754633,HerculanoHouzel_etal_2020_TABLE1
Epomops franqueti,Body_Mass.g,120,HerculanoHouzel_etal_2020_TABLE1
Epomops franqueti,Cerebellum_Mass.g,286519.263867151,HerculanoHouzel_etal_2020_TABLE2
Epomops franqueti,Cerebellum_N.n,150660138,HerculanoHouzel_etal_2020_TABLE2
Epomops franqueti,Cerebellum_N.p.mg,525829,HerculanoHouzel_etal_2020_TABLE2
Epomops franqueti,CerebralCortex_Mass.g,1040183.769561,HerculanoHouzel_etal_2020_TABLE2
Epomops franqueti,CerebralCortex_N.n,22533501,HerculanoHouzel_etal_2020_TABLE2
Epomops franqueti,CerebralCortex_N.p.mg,21663,HerculanoHouzel_etal_2020_TABLE2
Epomops franqueti,RoB_Mass.g,712157.233403758,HerculanoHouzel_etal_2020_TABLE2
Epomops franqueti,RoB_N.n,12808860,HerculanoHouzel_etal_2020_TABLE2
Epomops franqueti,RoB_N.p.mg,17986,HerculanoHouzel_etal_2020_TABLE2
Epomops franqueti,WholeBrain_Mass.g,2.044,HerculanoHouzel_etal_2020_TABLE1
Epomops franqueti,WholeBrain_N.n,186002499,HerculanoHouzel_etal_2020_TABLE1
Felis catus,Body_Mass.g,4500,JardimMesseder_etal_2017_Table1
Felis catus,Cerebellum_I.n,21824810,DosSantos_etal_2020_Table1_JardimMesseder_etal_2017_Table1
Felis catus,Cerebellum_I.p.mg,4271,DosSantos_etal_2020_Table1
Felis catus,Cerebellum_Mass.g,5.11,JardimMesseder_etal_2017_Table1
Felis catus,Cerebellum_N.n,942900000,JardimMesseder_etal_2017_Table1
Felis catus,Cerebellum_N.p.mg,184521,JardimMesseder_etal_2017_Table1
Felis catus,Cerebellum_O.n,326100000,JardimMesseder_etal_2017_Table1
Felis catus,Cerebellum_O.p.N,0.346,JardimMesseder_etal_2017_Table1
Felis catus,CerebralCortexNoHippocampus_I.p.mg,3078,DosSantos_etal_2020_Table1
Felis catus,CerebralCortex_I.n,73688448,DosSantos_etal_2020_Table1_JardimMesseder_etal_2017_Table1
Felis catus,CerebralCortex_I.p.mg,3048,DosSantos_etal_2020_Table1
Felis catus,CerebralCortex_Mass.g,24.176,JardimMesseder_etal_2017_Table1
Felis catus,CerebralCortex_N.n,249830000,JardimMesseder_etal_2017_Table1
Felis catus,CerebralCortex_N.p.mg,10334,JardimMesseder_etal_2017_Table1
Felis catus,CerebralCortex_O.n,1097100000,JardimMesseder_etal_2017_Table1
Felis catus,CerebralCortex_O.p.N,4.391,JardimMesseder_etal_2017_Table1
Felis catus,Hippocampus_I.n,1951728,DosSantos_etal_2020_Table1_JardimMesseder_etal_2017_Table1
Felis catus,Hippocampus_I.p.mg,2228,DosSantos_etal_2020_Table1
Felis catus,Hippocampus_Mass.g,0.876,JardimMesseder_etal_2017_Table1
Felis catus,Hippocampus_N.n,8050000,JardimMesseder_etal_2017_Table1
Felis catus,Hippocampus_N.p.mg,9187,JardimMesseder_etal_2017_Table1
Felis catus,Hippocampus_O.n,55950000,JardimMesseder_etal_2017_Table1
Felis catus,Hippocampus_O.p.N,6.952,JardimMesseder_etal_2017_Table1
Felis catus,RoB_I.n,10202332,DosSantos_etal_2020_Table1_JardimMesseder_etal_2017_Table1
Felis catus,RoB_I.p.mg,1831,DosSantos_etal_2020_Table1
Felis catus,RoB_Mass.g,5.572,JardimMesseder_etal_2017_Table1
Felis catus,RoB_N.n,22470000,JardimMesseder_etal_2017_Table1
Felis catus,RoB_N.p.mg,4033,JardimMesseder_etal_2017_Table1
Felis catus,RoB_O.n,305590000,JardimMesseder_etal_2017_Table1
Felis catus,RoB_O.p.N,13.598,JardimMesseder_etal_2017_Table1
Felis catus,WholeBrain_I.n,105689456,DosSantos_etal_2020_Table1_JardimMesseder_etal_2017_Table1
Felis catus,WholeBrain_I.p.mg,3032,DosSantos_etal_2020_Table1
Felis catus,WholeBrain_Mass.g,34.858,JardimMesseder_etal_2017_Table1
Felis catus,WholeBrain_N.n,1215210000,JardimMesseder_etal_2017_Table1
Felis catus,WholeBrain_O.n,1728790000,JardimMesseder_etal_2017_Table1
Felis catus,WholeBrain_O.p.N,1.423,JardimMesseder_etal_2017_Table1
Fukomys anselli,Amygdala_Vol.mm3,26,Kverkova_etal_2018_TableS1
Fukomys anselli,Body_Mass.g,93.45,Kverkova_etal_2018_TableS1
Fukomys anselli,Cerebellum_N.n,75440000,Kverkova_etal_2018_TableS5
Fukomys anselli,Cerebellum_Vol.mm3,200,Kverkova_etal_2018_TableS1
Fukomys anselli,CerebralCortex_N.n,9730000,Kverkova_etal_2018_TableS5
Fukomys anselli,EntorhinalCortex_Vol.mm3,38,Kverkova_etal_2018_TableS1
Fukomys anselli,Hippocampus_Vol.mm3,82,Kverkova_etal_2018_TableS1
Fukomys anselli,Hypothalamus_Vol.mm3,35,Kverkova_etal_2018_TableS1
Fukomys anselli,Medulla_Vol.mm3,132,Kverkova_etal_2018_TableS1
Fukomys anselli,MesencephalonMedulla_N.n,3900000,Kverkova_etal_2018_TableS5
Fukomys anselli,Neocortex_Vol.mm3,291,Kverkova_etal_2018_TableS1
Fukomys anselli,OlfactoryBulb_N.n,8880000,Kverkova_etal_2018_TableS5
Fukomys anselli,OlfactoryBulb_Vol.mm3,55,Kverkova_etal_2018_TableS1
Fukomys anselli,OlfactoryCortices_Vol.mm3,71,Kverkova_etal_2018_TableS1
Fukomys anselli,Septum_Vol.mm3,15,Kverkova_etal_2018_TableS1
Fukomys anselli,Striatum_Vol.mm3,84,Kverkova_etal_2018_TableS1
Fukomys anselli,SubcorticalForebrain_N.n,4860000,Kverkova_etal_2018_TableS5
Fukomys anselli,Tectum_Vol.mm3,32,Kverkova_etal_2018_TableS1
Fukomys anselli,Tegmentum_Vol.mm3,60,Kverkova_etal_2018_TableS1
Fukomys anselli,Thalamus_Vol.mm3,61,Kverkova_etal_2018_TableS1
Fukomys anselli,WholeBrainOlfactoryBulb_Mass.g,1.25,Kverkova_etal_2018_TableS1
Fukomys anselli,WholeBrainOlfactoryBulb_N.n,102820000,Kverkova_etal_2018_TableS5
Fukomys anselli,WholeBrain_N.n,93940000,Kverkova_etal_2018_TableS5
Fukomys damarensis,Amygdala_Vol.mm3,22,Kverkova_etal_2018_TableS1
Fukomys damarensis,Body_Mass.g,110.53,Kverkova_etal_2018_TableS1
Fukomys damarensis,Cerebellum_N.n,129960000,Kverkova_etal_2018_TableS5
Fukomys damarensis,Cerebellum_Vol.mm3,201,Kverkova_etal_2018_TableS1
Fukomys damarensis,CerebralCortex_N.n,21270000,Kverkova_etal_2018_TableS5
Fukomys damarensis,EntorhinalCortex_Vol.mm3,44,Kverkova_etal_2018_TableS1
Fukomys damarensis,Hippocampus_Vol.mm3,95,Kverkova_etal_2018_TableS1
Fukomys damarensis,Hypothalamus_Vol.mm3,39,Kverkova_etal_2018_TableS1
Fukomys damarensis,Medulla_Vol.mm3,110,Kverkova_etal_2018_TableS1
Fukomys damarensis,MesencephalonMedulla_N.n,4940000,Kverkova_etal_2018_TableS5
Fukomys damarensis,Neocortex_Vol.mm3,311,Kverkova_etal_2018_TableS1
Fukomys damarensis,OlfactoryBulb_N.n,12550000,Kverkova_etal_2018_TableS5
Fukomys damarensis,OlfactoryBulb_Vol.mm3,59,Kverkova_etal_2018_TableS1
Fukomys damarensis,OlfactoryCortices_Vol.mm3,88,Kverkova_etal_2018_TableS1
Fukomys damarensis,Septum_Vol.mm3,15,Kverkova_etal_2018_TableS1
Fukomys damarensis,Striatum_Vol.mm3,102,Kverkova_etal_2018_TableS1
Fukomys damarensis,SubcorticalForebrain_N.n,9580000,Kverkova_etal_2018_TableS5
Fukomys damarensis,Tectum_Vol.mm3,27,Kverkova_etal_2018_TableS1
Fukomys damarensis,Tegmentum_Vol.mm3,56,Kverkova_etal_2018_TableS1
Fukomys damarensis,Thalamus_Vol.mm3,64,Kverkova_etal_2018_TableS1
Fukomys damarensis,WholeBrainOlfactoryBulb_Mass.g,1.39,Kverkova_etal_2018_TableS1
Fukomys damarensis,WholeBrainOlfactoryBulb_N.n,178300000,Kverkova_etal_2018_TableS5
Fukomys damarensis,WholeBrain_N.n,165750000,Kverkova_etal_2018_TableS5
Fukomys darlingi,Amygdala_Vol.mm3,16,Kverkova_etal_2018_TableS1
Fukomys darlingi,Body_Mass.g,115.19,Kverkova_etal_2018_TableS1
Fukomys darlingi,Cerebellum_N.n,84910000,Kverkova_etal_2018_TableS5
Fukomys darlingi,Cerebellum_Vol.mm3,156,Kverkova_etal_2018_TableS1
Fukomys darlingi,CerebralCortex_N.n,12490000,Kverkova_etal_2018_TableS5
Fukomys darlingi,EntorhinalCortex_Vol.mm3,41,Kverkova_etal_2018_TableS1
Fukomys darlingi,Hippocampus_Vol.mm3,76,Kverkova_etal_2018_TableS1
Fukomys darlingi,Hypothalamus_Vol.mm3,29,Kverkova_etal_2018_TableS1
Fukomys darlingi,Medulla_Vol.mm3,101,Kverkova_etal_2018_TableS1
Fukomys darlingi,MesencephalonMedulla_N.n,3140000,Kverkova_etal_2018_TableS5
Fukomys darlingi,Neocortex_Vol.mm3,271,Kverkova_etal_2018_TableS1
Fukomys darlingi,OlfactoryBulb_N.n,7600000,Kverkova_etal_2018_TableS5
Fukomys darlingi,OlfactoryBulb_Vol.mm3,43,Kverkova_etal_2018_TableS1
Fukomys darlingi,OlfactoryCortices_Vol.mm3,77,Kverkova_etal_2018_TableS1
Fukomys darlingi,Septum_Vol.mm3,16,Kverkova_etal_2018_TableS1
Fukomys darlingi,Striatum_Vol.mm3,99,Kverkova_etal_2018_TableS1
Fukomys darlingi,SubcorticalForebrain_N.n,5190000,Kverkova_etal_2018_TableS5
Fukomys darlingi,Tectum_Vol.mm3,25,Kverkova_etal_2018_TableS1
Fukomys darlingi,Tegmentum_Vol.mm3,45,Kverkova_etal_2018_TableS1
Fukomys darlingi,Thalamus_Vol.mm3,51,Kverkova_etal_2018_TableS1
Fukomys darlingi,WholeBrainOlfactoryBulb_Mass.g,1.23,Kverkova_etal_2018_TableS1
Fukomys darlingi,WholeBrainOlfactoryBulb_N.n,113350000,Kverkova_etal_2018_TableS5
Fukomys darlingi,WholeBrain_N.n,105750000,Kverkova_etal_2018_TableS5
Fukomys mechowii,Amygdala_Vol.mm3,35,Kverkova_etal_2018_TableS1
Fukomys mechowii,Body_Mass.g,270.16,Kverkova_etal_2018_TableS1
Fukomys mechowii,Cerebellum_N.n,122640000,Kverkova_etal_2018_TableS5
Fukomys mechowii,Cerebellum_Vol.mm3,391,Kverkova_etal_2018_TableS1
Fukomys mechowii,CerebralCortex_N.n,23320000,Kverkova_etal_2018_TableS5
Fukomys mechowii,EntorhinalCortex_Vol.mm3,71,Kverkova_etal_2018_TableS1
Fukomys mechowii,Hippocampus_Vol.mm3,137,Kverkova_etal_2018_TableS1
Fukomys mechowii,Hypothalamus_Vol.mm3,60,Kverkova_etal_2018_TableS1
Fukomys mechowii,Medulla_Vol.mm3,242,Kverkova_etal_2018_TableS1
Fukomys mechowii,MesencephalonMedulla_N.n,4750000,Kverkova_etal_2018_TableS5
Fukomys mechowii,Neocortex_Vol.mm3,627,Kverkova_etal_2018_TableS1
Fukomys mechowii,OlfactoryBulb_N.n,14110000,Kverkova_etal_2018_TableS5
Fukomys mechowii,OlfactoryBulb_Vol.mm3,76,Kverkova_etal_2018_TableS1
Fukomys mechowii,OlfactoryCortices_Vol.mm3,133,Kverkova_etal_2018_TableS1
Fukomys mechowii,Septum_Vol.mm3,24,Kverkova_etal_2018_TableS1
Fukomys mechowii,Striatum_Vol.mm3,198,Kverkova_etal_2018_TableS1
Fukomys mechowii,SubcorticalForebrain_N.n,9420000,Kverkova_etal_2018_TableS5
Fukomys mechowii,Tectum_Vol.mm3,41,Kverkova_etal_2018_TableS1
Fukomys mechowii,Tegmentum_Vol.mm3,82,Kverkova_etal_2018_TableS1
Fukomys mechowii,Thalamus_Vol.mm3,116,Kverkova_etal_2018_TableS1
Fukomys mechowii,WholeBrainOlfactoryBulb_Mass.g,2.15,Kverkova_etal_2018_TableS1
Fukomys mechowii,WholeBrainOlfactoryBulb_N.n,174240000,Kverkova_etal_2018_TableS5
Fukomys mechowii,WholeBrain_N.n,160130000,Kverkova_etal_2018_TableS5
Georychus capensis,Amygdala_Vol.mm3,28,Kverkova_etal_2018_TableS1
Georychus capensis,Body_Mass.g,155.09,Kverkova_etal_2018_TableS1
Georychus capensis,Cerebellum_N.n,116740000,Kverkova_etal_2018_TableS5
Georychus capensis,Cerebellum_Vol.mm3,250,Kverkova_etal_2018_TableS1
Georychus capensis,CerebralCortex_N.n,25600000,Kverkova_etal_2018_TableS5
Georychus capensis,EntorhinalCortex_Vol.mm3,53,Kverkova_etal_2018_TableS1
Georychus capensis,Hippocampus_Vol.mm3,114,Kverkova_etal_2018_TableS1
Georychus capensis,Hypothalamus_Vol.mm3,50,Kverkova_etal_2018_TableS1
Georychus capensis,Medulla_Vol.mm3,151,Kverkova_etal_2018_TableS1
Georychus capensis,MesencephalonMedulla_N.n,5810000,Kverkova_etal_2018_TableS5
Georychus capensis,Neocortex_Vol.mm3,401,Kverkova_etal_2018_TableS1
Georychus capensis,OlfactoryBulb_N.n,12460000,Kverkova_etal_2018_TableS5
Georychus capensis,OlfactoryBulb_Vol.mm3,74,Kverkova_etal_2018_TableS1
Georychus capensis,OlfactoryCortices_Vol.mm3,97,Kverkova_etal_2018_TableS1
Georychus capensis,Septum_Vol.mm3,21,Kverkova_etal_2018_TableS1
Georychus capensis,Striatum_Vol.mm3,123,Kverkova_etal_2018_TableS1
Georychus capensis,SubcorticalForebrain_N.n,9060000,Kverkova_etal_2018_TableS5
Georychus capensis,Tectum_Vol.mm3,34,Kverkova_etal_2018_TableS1
Georychus capensis,Tegmentum_Vol.mm3,62,Kverkova_etal_2018_TableS1
Georychus capensis,Thalamus_Vol.mm3,87,Kverkova_etal_2018_TableS1
Georychus capensis,WholeBrainOlfactoryBulb_Mass.g,1.65,Kverkova_etal_2018_TableS1
Georychus capensis,WholeBrainOlfactoryBulb_N.n,169670000,Kverkova_etal_2018_TableS5
Georychus capensis,WholeBrain_N.n,157210000,Kverkova_etal_2018_TableS5
Giraffa camelopardalis,Body_Mass.g,470000,HerculanoHouzel_etal_2015_Table5
Giraffa camelopardalis,Cerebellum_I.n,298079730,DosSantos_etal_2020_Table1_HerculanoHouzel_etal_2015_Table2
Giraffa camelopardalis,Cerebellum_I.p.mg,4401,DosSantos_etal_2020_Table1
Giraffa camelopardalis,Cerebellum_Mass.g,67.73,HerculanoHouzel_etal_2015_Table2
Giraffa camelopardalis,Cerebellum_N.n,8878076563,HerculanoHouzel_etal_2015_Table2
Giraffa camelopardalis,Cerebellum_N.p.mg,131080,HerculanoHouzel_etal_2015_Table2
Giraffa camelopardalis,Cerebellum_O.n,5520360938,HerculanoHouzel_etal_2015_Table2
Giraffa camelopardalis,Cerebellum_O.p.N,0.622,HerculanoHouzel_etal_2015_Table2
Giraffa camelopardalis,Cerebellum_O.p.mg,81505,HerculanoHouzel_etal_2015_Table2
Giraffa camelopardalis,CerebralCortexNoHippocampus_I.p.mg,6278,DosSantos_etal_2020_Table1
Giraffa camelopardalis,CerebralCortex_I.n,2524454640,DosSantos_etal_2020_Table1_HerculanoHouzel_etal_2015_Table1
Giraffa camelopardalis,CerebralCortex_I.p.mg,6330,DosSantos_etal_2020_Table1
Giraffa camelopardalis,CerebralCortex_Mass.g,398.808,HerculanoHouzel_etal_2015_Table1
Giraffa camelopardalis,CerebralCortex_N.n,1730513460,HerculanoHouzel_etal_2015_Table1
Giraffa camelopardalis,CerebralCortex_N.p.mg,4339,HerculanoHouzel_etal_2015_Table1
Giraffa camelopardalis,CerebralCortex_O.n,27513706540,HerculanoHouzel_etal_2015_Table1
Giraffa camelopardalis,CerebralCortex_O.p.N,15.9,HerculanoHouzel_etal_2015_Table1
Giraffa camelopardalis,CerebralCortex_O.p.mg,68990,HerculanoHouzel_etal_2015_Table1
Giraffa camelopardalis,Hippocampus_I.p.mg,9327,DosSantos_etal_2020_Table1
Giraffa camelopardalis,OlfactoryBulb_Mass.g,2.052,HerculanoHouzel_etal_2015_Table4
Giraffa camelopardalis,OlfactoryBulb_N.n,24678000,HerculanoHouzel_etal_2015_Table4
Giraffa camelopardalis,OlfactoryBulb_N.p.mg,12026,HerculanoHouzel_etal_2015_Table4
Giraffa camelopardalis,OlfactoryBulb_O.n,232384500,HerculanoHouzel_etal_2015_Table4
Giraffa camelopardalis,OlfactoryBulb_O.p.N,9.417,HerculanoHouzel_etal_2015_Table4
Giraffa camelopardalis,OlfactoryBulb_O.p.mg,113248,HerculanoHouzel_etal_2015_Table4
Giraffa camelopardalis,RoB_I.n,495113400,DosSantos_etal_2020_Table1_HerculanoHouzel_etal_2015_Table3
Giraffa camelopardalis,RoB_I.p.mg,7005,DosSantos_etal_2020_Table1
Giraffa camelopardalis,RoB_Mass.g,70.68,HerculanoHouzel_etal_2015_Table3
Giraffa camelopardalis,RoB_N.n,142697625,HerculanoHouzel_etal_2015_Table3
Giraffa camelopardalis,RoB_N.p.mg,2019,HerculanoHouzel_etal_2015_Table3
Giraffa camelopardalis,RoB_O.n,4878864876,HerculanoHouzel_etal_2015_Table3
Giraffa camelopardalis,RoB_O.p.N,34.19,HerculanoHouzel_etal_2015_Table3
Giraffa camelopardalis,RoB_O.p.mg,69028,HerculanoHouzel_etal_2015_Table3
Giraffa camelopardalis,WholeBrain_I.n,3372654604,DosSantos_etal_2020_Table1_HerculanoHouzel_etal_2015_Table5
Giraffa camelopardalis,WholeBrain_I.p.mg,6278,DosSantos_etal_2020_Table1
Giraffa camelopardalis,WholeBrain_Mass.g,537.218,HerculanoHouzel_etal_2015_Table5
Giraffa camelopardalis,WholeBrain_N.n,10751287650,HerculanoHouzel_etal_2015_Table5
Giraffa camelopardalis,WholeBrain_O.n,37912932350,HerculanoHouzel_etal_2015_Table5
Gorilla gorilla,Cerebellum_Mass.g,37.56,HerculanoHouzel_etal_2015_Table2
Gorilla gorilla,Cerebellum_N.n,26400000000,HerculanoHouzel_etal_2015_Table2
Gorilla gorilla,Cerebellum_N.p.mg,702875,HerculanoHouzel_etal_2015_Table2
Gorilla gorilla,Cerebellum_O.n,2900000000,HerculanoHouzel_etal_2015_Table2
Gorilla gorilla,Cerebellum_O.p.N,0.11,HerculanoHouzel_etal_2015_Table2
Gorilla gorilla,Cerebellum_O.p.mg,77210,HerculanoHouzel_etal_2015_Table2
Heliophobius argenteocinereus,Amygdala_Vol.mm3,34,Kverkova_etal_2018_TableS1
Heliophobius argenteocinereus,Body_Mass.g,180.51,Kverkova_etal_2018_TableS1
Heliophobius argenteocinereus,Cerebellum_N.n,94820000,Kverkova_etal_2018_TableS5
Heliophobius argenteocinereus,Cerebellum_Vol.mm3,215,Kverkova_etal_2018_TableS1
Heliophobius argenteocinereus,CerebralCortex_N.n,25440000,Kverkova_etal_2018_TableS5
Heliophobius argenteocinereus,EntorhinalCortex_Vol.mm3,56,Kverkova_etal_2018_TableS1
Heliophobius argenteocinereus,Hippocampus_Vol.mm3,115,Kverkova_etal_2018_TableS1
Heliophobius argenteocinereus,Hypothalamus_Vol.mm3,42,Kverkova_etal_2018_TableS1
Heliophobius argenteocinereus,Medulla_Vol.mm3,120,Kverkova_etal_2018_TableS1
Heliophobius argenteocinereus,MesencephalonMedulla_N.n,5460000,Kverkova_etal_2018_TableS5
Heliophobius argenteocinereus,Neocortex_Vol.mm3,457,Kverkova_etal_2018_TableS1
Heliophobius argenteocinereus,OlfactoryBulb_N.n,10300000,Kverkova_etal_2018_TableS5
Heliophobius argenteocinereus,OlfactoryBulb_Vol.mm3,60,Kverkova_etal_2018_TableS1
Heliophobius argenteocinereus,OlfactoryCortices_Vol.mm3,107,Kverkova_etal_2018_TableS1
Heliophobius argenteocinereus,Septum_Vol.mm3,18,Kverkova_etal_2018_TableS1
Heliophobius argenteocinereus,Striatum_Vol.mm3,127,Kverkova_etal_2018_TableS1
Heliophobius argenteocinereus,SubcorticalForebrain_N.n,11920000,Kverkova_etal_2018_TableS5
Heliophobius argenteocinereus,Tectum_Vol.mm3,28,Kverkova_etal_2018_TableS1
Heliophobius argenteocinereus,Tegmentum_Vol.mm3,56,Kverkova_etal_2018_TableS1
Heliophobius argenteocinereus,Thalamus_Vol.mm3,90,Kverkova_etal_2018_TableS1
Heliophobius argenteocinereus,WholeBrainOlfactoryBulb_Mass.g,1.65,Kverkova_etal_2018_TableS1
Heliophobius argenteocinereus,WholeBrainOlfactoryBulb_N.n,147940000,Kverkova_etal_2018_TableS5
Heliophobius argenteocinereus,WholeBrain_N.n,137640000,Kverkova_etal_2018_TableS5
Heterocephalus glaber,Amygdala_Vol.mm3,12,Kverkova_etal_2018_TableS1
Heterocephalus glaber,Body_Mass.g,30.520000000000003,HerculanoHouzel_etal_2015_Table5_Kverkova_etal_2018_TableS1
Heterocephalus glaber,Cerebellum_Mass.g,0.048,HerculanoHouzel_etal_2015_Table2
Heterocephalus glaber,Cerebellum_N.n,18131135,HerculanoHouzel_etal_2015_Table2_Kverkova_etal_2018_TableS5
Heterocephalus glaber,Cerebellum_N.p.mg,327280,HerculanoHouzel_etal_2015_Table2
Heterocephalus glaber,Cerebellum_O.n,5482730,HerculanoHouzel_etal_2015_Table2
Heterocephalus glaber,Cerebellum_O.p.N,0.356,HerculanoHouzel_etal_2015_Table2
Heterocephalus glaber,Cerebellum_O.p.mg,115748,HerculanoHouzel_etal_2015_Table2
Heterocephalus glaber,Cerebellum_Vol.mm3,48,Kverkova_etal_2018_TableS1
Heterocephalus glaber,CerebralCortex_Mass.g,0.184,HerculanoHouzel_etal_2015_Table1
Heterocephalus glaber,CerebralCortex_N.n,5730937.5,HerculanoHouzel_etal_2015_Table1_Kverkova_etal_2018_TableS5
Heterocephalus glaber,CerebralCortex_N.p.mg,33374,HerculanoHouzel_etal_2015_Table1
Heterocephalus glaber,CerebralCortex_O.n,8398125,HerculanoHouzel_etal_2015_Table1
Heterocephalus glaber,CerebralCortex_O.p.N,1.365,HerculanoHouzel_etal_2015_Table1
Heterocephalus glaber,CerebralCortex_O.p.mg,45894,HerculanoHouzel_etal_2015_Table1
Heterocephalus glaber,EntorhinalCortex_Vol.mm3,14,Kverkova_etal_2018_TableS1
Heterocephalus glaber,Hippocampus_Vol.mm3,32,Kverkova_etal_2018_TableS1
Heterocephalus glaber,Hypothalamus_Vol.mm3,17,Kverkova_etal_2018_TableS1
Heterocephalus glaber,Medulla_Vol.mm3,47,Kverkova_etal_2018_TableS1
Heterocephalus glaber,MesencephalonMedulla_N.n,1910000,Kverkova_etal_2018_TableS5
Heterocephalus glaber,Neocortex_Vol.mm3,100,Kverkova_etal_2018_TableS1
Heterocephalus glaber,OlfactoryBulb_Mass.g,0.021,HerculanoHouzel_etal_2015_Table4
Heterocephalus glaber,OlfactoryBulb_N.n,2656515,HerculanoHouzel_etal_2015_Table4_Kverkova_etal_2018_TableS5
Heterocephalus glaber,OlfactoryBulb_N.p.mg,108895,HerculanoHouzel_etal_2015_Table4
Heterocephalus glaber,OlfactoryBulb_O.n,3571970,HerculanoHouzel_etal_2015_Table4
Heterocephalus glaber,OlfactoryBulb_O.p.N,1.516,HerculanoHouzel_etal_2015_Table4
Heterocephalus glaber,OlfactoryBulb_O.p.mg,167991,HerculanoHouzel_etal_2015_Table4
Heterocephalus glaber,OlfactoryBulb_Vol.mm3,20,Kverkova_etal_2018_TableS1
Heterocephalus glaber,OlfactoryCortices_Vol.mm3,39,Kverkova_etal_2018_TableS1
Heterocephalus glaber,RoB_Mass.g,0.16,HerculanoHouzel_etal_2015_Table3
Heterocephalus glaber,RoB_N.n,4981317,HerculanoHouzel_etal_2015_Table3
Heterocephalus glaber,RoB_N.p.mg,31674,HerculanoHouzel_etal_2015_Table3
