"Species","Variable","Source","Value"
"Oryctolagus cuniculus","CerebralCortex_O.n_SD","HerculanoHouzel_etal_2015_Table1",NA
"Oryctolagus cuniculus","CerebralCortex_N.p.mg","HerculanoHouzel_etal_2015_Table1","16063"
"Oryctolagus cuniculus","CerebralCortex_N.p.mg_SD","HerculanoHouzel_etal_2015_Table1",NA
"Oryctolagus cuniculus","CerebralCortex_O.p.mg","HerculanoHouzel_etal_2015_Table1","57284"
"Oryctolagus cuniculus","CerebralCortex_O.p.mg_SD","HerculanoHouzel_etal_2015_Table1",NA
"Oryctolagus cuniculus","CerebralCortex_O.p.N","HerculanoHouzel_etal_2015_Table1","3.566"
"Oryctolagus cuniculus","CerebralCortex_O.p.N_SD","HerculanoHouzel_etal_2015_Table1",NA
"Oryctolagus cuniculus","CerebralCortex_Source","HerculanoHouzel_etal_2015_Table1","Herculano-Houzel et al., 2011"
"Oryctolagus cuniculus","CerebralCortex_C.n","HerculanoHouzel_etal_2015_Table1","326250000"
"Oryctolagus cuniculus","Species_Source","HerculanoHouzel_etal_2015_Table1","Oryctolagus cuniculus"
"Callithrix jacchus","Order","HerculanoHouzel_etal_2015_Table1","Primata"
"Callithrix jacchus","CerebralCortex_Mass.g","HerculanoHouzel_etal_2015_Table1","5.561"
"Callithrix jacchus","CerebralCortex_Mass.g_SD","HerculanoHouzel_etal_2015_Table1","0.443"
"Callithrix jacchus","CerebralCortex_N.n","HerculanoHouzel_etal_2015_Table1","244720000"
"Callithrix jacchus","CerebralCortex_N.n_SD","HerculanoHouzel_etal_2015_Table1","81180000"
"Callithrix jacchus","CerebralCortex_O.n","HerculanoHouzel_etal_2015_Table1","395340000"
"Callithrix jacchus","CerebralCortex_O.n_SD","HerculanoHouzel_etal_2015_Table1","58790000"
"Callithrix jacchus","CerebralCortex_N.p.mg","HerculanoHouzel_etal_2015_Table1","44280"
"Callithrix jacchus","CerebralCortex_N.p.mg_SD","HerculanoHouzel_etal_2015_Table1","15900"
"Callithrix jacchus","CerebralCortex_O.p.mg","HerculanoHouzel_etal_2015_Table1","71800"
"Callithrix jacchus","CerebralCortex_O.p.mg_SD","HerculanoHouzel_etal_2015_Table1","14880"
"Callithrix jacchus","CerebralCortex_O.p.N","HerculanoHouzel_etal_2015_Table1","1.615"
"Callithrix jacchus","CerebralCortex_O.p.N_SD","HerculanoHouzel_etal_2015_Table1",NA
"Callithrix jacchus","CerebralCortex_Source","HerculanoHouzel_etal_2015_Table1","Herculano-Houzel et al., 2007"
"Callithrix jacchus","CerebralCortex_C.n","HerculanoHouzel_etal_2015_Table1","640060000"
"Callithrix jacchus","Species_Source","HerculanoHouzel_etal_2015_Table1","Callithrix jacchus"
"Otolemur garnettii","Order","HerculanoHouzel_etal_2015_Table1","Primata"
"Otolemur garnettii","CerebralCortex_Mass.g","HerculanoHouzel_etal_2015_Table1","6.29"
"Otolemur garnettii","CerebralCortex_Mass.g_SD","HerculanoHouzel_etal_2015_Table1","0.863"
"Otolemur garnettii","CerebralCortex_N.n","HerculanoHouzel_etal_2015_Table1","226090000"
"Otolemur garnettii","CerebralCortex_N.n_SD","HerculanoHouzel_etal_2015_Table1","87570000"
"Otolemur garnettii","CerebralCortex_O.n","HerculanoHouzel_etal_2015_Table1","402070000"
"Otolemur garnettii","CerebralCortex_O.n_SD","HerculanoHouzel_etal_2015_Table1","74790000"
"Otolemur garnettii","CerebralCortex_N.p.mg","HerculanoHouzel_etal_2015_Table1","37820"
"Otolemur garnettii","CerebralCortex_N.p.mg_SD","HerculanoHouzel_etal_2015_Table1","20500"
"Otolemur garnettii","CerebralCortex_O.p.mg","HerculanoHouzel_etal_2015_Table1","63610"
"Otolemur garnettii","CerebralCortex_O.p.mg_SD","HerculanoHouzel_etal_2015_Table1","3400"
"Otolemur garnettii","CerebralCortex_O.p.N","HerculanoHouzel_etal_2015_Table1","1.778"
"Otolemur garnettii","CerebralCortex_O.p.N_SD","HerculanoHouzel_etal_2015_Table1",NA
"Otolemur garnettii","CerebralCortex_Source","HerculanoHouzel_etal_2015_Table1","Herculano-Houzel et al., 2007"
"Otolemur garnettii","CerebralCortex_C.n","HerculanoHouzel_etal_2015_Table1","628160000"
"Otolemur garnettii","Species_Source","HerculanoHouzel_etal_2015_Table1","Otolemur garnettii"
"Dendrohyrax dorsalis","Order","HerculanoHouzel_etal_2015_Table1","Afrotheria"
"Dendrohyrax dorsalis","CerebralCortex_Mass.g","HerculanoHouzel_etal_2015_Table1","7.56"
"Dendrohyrax dorsalis","CerebralCortex_Mass.g_SD","HerculanoHouzel_etal_2015_Table1",NA
"Dendrohyrax dorsalis","CerebralCortex_N.n","HerculanoHouzel_etal_2015_Table1","98960000"
"Dendrohyrax dorsalis","CerebralCortex_N.n_SD","HerculanoHouzel_etal_2015_Table1",NA
"Dendrohyrax dorsalis","CerebralCortex_O.n","HerculanoHouzel_etal_2015_Table1","183540000"
"Dendrohyrax dorsalis","CerebralCortex_O.n_SD","HerculanoHouzel_etal_2015_Table1",NA
"Dendrohyrax dorsalis","CerebralCortex_N.p.mg","HerculanoHouzel_etal_2015_Table1","13098"
"Dendrohyrax dorsalis","CerebralCortex_N.p.mg_SD","HerculanoHouzel_etal_2015_Table1",NA
"Dendrohyrax dorsalis","CerebralCortex_O.p.mg","HerculanoHouzel_etal_2015_Table1","24291"
"Dendrohyrax dorsalis","CerebralCortex_O.p.mg_SD","HerculanoHouzel_etal_2015_Table1",NA
"Dendrohyrax dorsalis","CerebralCortex_O.p.N","HerculanoHouzel_etal_2015_Table1","1.855"
"Dendrohyrax dorsalis","CerebralCortex_O.p.N_SD","HerculanoHouzel_etal_2015_Table1",NA
"Dendrohyrax dorsalis","CerebralCortex_Source","HerculanoHouzel_etal_2015_Table1","Neves et al., 2014"
"Dendrohyrax dorsalis","CerebralCortex_C.n","HerculanoHouzel_etal_2015_Table1","282500000"
"Dendrohyrax dorsalis","Species_Source","HerculanoHouzel_etal_2015_Table1","Dendrohyrax dorsalis"
"Dasyprocta prymnolopha","Order","HerculanoHouzel_etal_2015_Table1","Glires"
"Dasyprocta prymnolopha","CerebralCortex_Mass.g","HerculanoHouzel_etal_2015_Table1","8.913"
"Dasyprocta prymnolopha","CerebralCortex_Mass.g_SD","HerculanoHouzel_etal_2015_Table1","1.214"
"Dasyprocta prymnolopha","CerebralCortex_N.n","HerculanoHouzel_etal_2015_Table1","110641950"
"Dasyprocta prymnolopha","CerebralCortex_N.n_SD","HerculanoHouzel_etal_2015_Table1","2576768"
"Dasyprocta prymnolopha","CerebralCortex_O.n","HerculanoHouzel_etal_2015_Table1","416208050"
"Dasyprocta prymnolopha","CerebralCortex_O.n_SD","HerculanoHouzel_etal_2015_Table1","950422"
"Dasyprocta prymnolopha","CerebralCortex_N.p.mg","HerculanoHouzel_etal_2015_Table1","13250"
"Dasyprocta prymnolopha","CerebralCortex_N.p.mg_SD","HerculanoHouzel_etal_2015_Table1","1633"
"Dasyprocta prymnolopha","CerebralCortex_O.p.mg","HerculanoHouzel_etal_2015_Table1","49939"
"Dasyprocta prymnolopha","CerebralCortex_O.p.mg_SD","HerculanoHouzel_etal_2015_Table1","7422"
"Dasyprocta prymnolopha","CerebralCortex_O.p.N","HerculanoHouzel_etal_2015_Table1","3.763"
"Dasyprocta prymnolopha","CerebralCortex_O.p.N_SD","HerculanoHouzel_etal_2015_Table1","0.096"
"Dasyprocta prymnolopha","CerebralCortex_Source","HerculanoHouzel_etal_2015_Table1","Herculano-Houzel et al., 2006"
"Dasyprocta prymnolopha","CerebralCortex_C.n","HerculanoHouzel_etal_2015_Table1","526850000"
"Dasyprocta prymnolopha","Species_Source","HerculanoHouzel_etal_2015_Table1","Dasyprocta prymnolopha"
"Procavia capensis","Order","HerculanoHouzel_etal_2015_Table1","Afrotheria"
"Procavia capensis","CerebralCortex_Mass.g","HerculanoHouzel_etal_2015_Table1","10.478"
"Procavia capensis","CerebralCortex_Mass.g_SD","HerculanoHouzel_etal_2015_Table1","0.646"
"Procavia capensis","CerebralCortex_N.n","HerculanoHouzel_etal_2015_Table1","197933000"
"Procavia capensis","CerebralCortex_N.n_SD","HerculanoHouzel_etal_2015_Table1","29082000"
"Procavia capensis","CerebralCortex_O.n","HerculanoHouzel_etal_2015_Table1","366620000"
"Procavia capensis","CerebralCortex_O.n_SD","HerculanoHouzel_etal_2015_Table1","13520000"
"Procavia capensis","CerebralCortex_N.p.mg","HerculanoHouzel_etal_2015_Table1","19134"
"Procavia capensis","CerebralCortex_N.p.mg_SD","HerculanoHouzel_etal_2015_Table1","3955"
"Procavia capensis","CerebralCortex_O.p.mg","HerculanoHouzel_etal_2015_Table1","35203"
"Procavia capensis","CerebralCortex_O.p.mg_SD","HerculanoHouzel_etal_2015_Table1","3461"
"Procavia capensis","CerebralCortex_O.p.N","HerculanoHouzel_etal_2015_Table1","1.883"
"Procavia capensis","CerebralCortex_O.p.N_SD","HerculanoHouzel_etal_2015_Table1","0.208"
"Procavia capensis","CerebralCortex_Source","HerculanoHouzel_etal_2015_Table1","Neves et al., 2014"
"Procavia capensis","CerebralCortex_C.n","HerculanoHouzel_etal_2015_Table1","564553000"
"Procavia capensis","Species_Source","HerculanoHouzel_etal_2015_Table1","Procavia capensis"
"Aotus trivirgatus","Order","HerculanoHouzel_etal_2015_Table1","Primata"
"Aotus trivirgatus","CerebralCortex_Mass.g","HerculanoHouzel_etal_2015_Table1","10.617"
"Aotus trivirgatus","CerebralCortex_Mass.g_SD","HerculanoHouzel_etal_2015_Table1","0.61"
"Aotus trivirgatus","CerebralCortex_N.n","HerculanoHouzel_etal_2015_Table1","441900000"
"Aotus trivirgatus","CerebralCortex_N.n_SD","HerculanoHouzel_etal_2015_Table1","111310000"
"Aotus trivirgatus","CerebralCortex_O.n","HerculanoHouzel_etal_2015_Table1","695420000"
"Aotus trivirgatus","CerebralCortex_O.n_SD","HerculanoHouzel_etal_2015_Table1","1.3e+08"
"Aotus trivirgatus","CerebralCortex_N.p.mg","HerculanoHouzel_etal_2015_Table1","41990"
"Aotus trivirgatus","CerebralCortex_N.p.mg_SD","HerculanoHouzel_etal_2015_Table1","12900"
"Aotus trivirgatus","CerebralCortex_O.p.mg","HerculanoHouzel_etal_2015_Table1","65330"
"Aotus trivirgatus","CerebralCortex_O.p.mg_SD","HerculanoHouzel_etal_2015_Table1","5950"
"Aotus trivirgatus","CerebralCortex_O.p.N","HerculanoHouzel_etal_2015_Table1","1.574"
"Aotus trivirgatus","CerebralCortex_O.p.N_SD","HerculanoHouzel_etal_2015_Table1",NA
"Aotus trivirgatus","CerebralCortex_Source","HerculanoHouzel_etal_2015_Table1","Herculano-Houzel et al., 2007"
"Aotus trivirgatus","CerebralCortex_C.n","HerculanoHouzel_etal_2015_Table1","1137320000"
"Aotus trivirgatus","Species_Source","HerculanoHouzel_etal_2015_Table1","Aotus trivirgatus"
"Callimico goeldii","Order","HerculanoHouzel_etal_2015_Table1","Primata"
"Callimico goeldii","CerebralCortex_Mass.g","HerculanoHouzel_etal_2015_Table1","12.984"
"Callimico goeldii","CerebralCortex_Mass.g_SD","HerculanoHouzel_etal_2015_Table1",NA
"Callimico goeldii","CerebralCortex_N.n","HerculanoHouzel_etal_2015_Table1","357129180"
"Callimico goeldii","CerebralCortex_N.n_SD","HerculanoHouzel_etal_2015_Table1",NA
"Callimico goeldii","CerebralCortex_O.n","HerculanoHouzel_etal_2015_Table1","715330820"
"Callimico goeldii","CerebralCortex_O.n_SD","HerculanoHouzel_etal_2015_Table1",NA
"Callimico goeldii","CerebralCortex_N.p.mg","HerculanoHouzel_etal_2015_Table1","27505"
"Callimico goeldii","CerebralCortex_N.p.mg_SD","HerculanoHouzel_etal_2015_Table1",NA
"Callimico goeldii","CerebralCortex_O.p.mg","HerculanoHouzel_etal_2015_Table1","55093"
"Callimico goeldii","CerebralCortex_O.p.mg_SD","HerculanoHouzel_etal_2015_Table1",NA
"Callimico goeldii","CerebralCortex_O.p.N","HerculanoHouzel_etal_2015_Table1","2.003"
"Callimico goeldii","CerebralCortex_O.p.N_SD","HerculanoHouzel_etal_2015_Table1",NA
"Callimico goeldii","CerebralCortex_Source","HerculanoHouzel_etal_2015_Table1","Gabi et al., 2010"
"Callimico goeldii","CerebralCortex_C.n","HerculanoHouzel_etal_2015_Table1","1072460000"
"Callimico goeldii","Species_Source","HerculanoHouzel_etal_2015_Table1","Callimico goeldii"
"Saimiri sciureus","Order","HerculanoHouzel_etal_2015_Table1","Primata"
"Saimiri sciureus","CerebralCortex_Mass.g","HerculanoHouzel_etal_2015_Table1","20.652"
"Saimiri sciureus","CerebralCortex_Mass.g_SD","HerculanoHouzel_etal_2015_Table1","0.368"
"Saimiri sciureus","CerebralCortex_N.n","HerculanoHouzel_etal_2015_Table1","1.34e+09"
"Saimiri sciureus","CerebralCortex_N.n_SD","HerculanoHouzel_etal_2015_Table1","2e+07"
"Saimiri sciureus","CerebralCortex_O.n","HerculanoHouzel_etal_2015_Table1","1.61e+09"
"Saimiri sciureus","CerebralCortex_O.n_SD","HerculanoHouzel_etal_2015_Table1","4e+07"
"Saimiri sciureus","CerebralCortex_N.p.mg","HerculanoHouzel_etal_2015_Table1","64930"
"Saimiri sciureus","CerebralCortex_N.p.mg_SD","HerculanoHouzel_etal_2015_Table1","7420"
"Saimiri sciureus","CerebralCortex_O.p.mg","HerculanoHouzel_etal_2015_Table1","77840"
"Saimiri sciureus","CerebralCortex_O.p.mg_SD","HerculanoHouzel_etal_2015_Table1","790"
"Saimiri sciureus","CerebralCortex_O.p.N","HerculanoHouzel_etal_2015_Table1","1.201"
"Saimiri sciureus","CerebralCortex_O.p.N_SD","HerculanoHouzel_etal_2015_Table1",NA
"Saimiri sciureus","CerebralCortex_Source","HerculanoHouzel_etal_2015_Table1","Herculano-Houzel et al., 2007"
"Saimiri sciureus","CerebralCortex_C.n","HerculanoHouzel_etal_2015_Table1","2.95e+09"
"Saimiri sciureus","Species_Source","HerculanoHouzel_etal_2015_Table1","Saimiri sciureus"
"Macaca fascicularis","Order","HerculanoHouzel_etal_2015_Table1","Primata"
"Macaca fascicularis","CerebralCortex_Mass.g","HerculanoHouzel_etal_2015_Table1","36.226"
"Macaca fascicularis","CerebralCortex_Mass.g_SD","HerculanoHouzel_etal_2015_Table1",NA
"Macaca fascicularis","CerebralCortex_N.n","HerculanoHouzel_etal_2015_Table1","800955000"
"Macaca fascicularis","CerebralCortex_N.n_SD","HerculanoHouzel_etal_2015_Table1",NA
"Macaca fascicularis","CerebralCortex_O.n","HerculanoHouzel_etal_2015_Table1","2758845000"
"Macaca fascicularis","CerebralCortex_O.n_SD","HerculanoHouzel_etal_2015_Table1",NA
"Macaca fascicularis","CerebralCortex_N.p.mg","HerculanoHouzel_etal_2015_Table1","22110"
"Macaca fascicularis","CerebralCortex_N.p.mg_SD","HerculanoHouzel_etal_2015_Table1",NA
"Macaca fascicularis","CerebralCortex_O.p.mg","HerculanoHouzel_etal_2015_Table1","76156"
"Macaca fascicularis","CerebralCortex_O.p.mg_SD","HerculanoHouzel_etal_2015_Table1",NA
"Macaca fascicularis","CerebralCortex_O.p.N","HerculanoHouzel_etal_2015_Table1","3.444"
"Macaca fascicularis","CerebralCortex_O.p.N_SD","HerculanoHouzel_etal_2015_Table1",NA
"Macaca fascicularis","CerebralCortex_Source","HerculanoHouzel_etal_2015_Table1","Gabi et al., 2010"
"Macaca fascicularis","CerebralCortex_C.n","HerculanoHouzel_etal_2015_Table1","3559800000"
"Macaca fascicularis","Species_Source","HerculanoHouzel_etal_2015_Table1","Macaca fascicularis"
"Sapajus apella","Order","HerculanoHouzel_etal_2015_Table1","Primata"
"Sapajus apella","CerebralCortex_Mass.g","HerculanoHouzel_etal_2015_Table1","39.178"
"Sapajus apella","CerebralCortex_Mass.g_SD","HerculanoHouzel_etal_2015_Table1",NA
"Sapajus apella","CerebralCortex_N.n","HerculanoHouzel_etal_2015_Table1","1.14e+09"
"Sapajus apella","CerebralCortex_N.n_SD","HerculanoHouzel_etal_2015_Table1",NA
"Sapajus apella","CerebralCortex_O.n","HerculanoHouzel_etal_2015_Table1","2.55e+09"
"Sapajus apella","CerebralCortex_O.n_SD","HerculanoHouzel_etal_2015_Table1",NA
"Sapajus apella","CerebralCortex_N.p.mg","HerculanoHouzel_etal_2015_Table1","29180"
"Sapajus apella","CerebralCortex_N.p.mg_SD","HerculanoHouzel_etal_2015_Table1",NA
"Sapajus apella","CerebralCortex_O.p.mg","HerculanoHouzel_etal_2015_Table1","64980"
"Sapajus apella","CerebralCortex_O.p.mg_SD","HerculanoHouzel_etal_2015_Table1",NA
"Sapajus apella","CerebralCortex_O.p.N","HerculanoHouzel_etal_2015_Table1","2.237"
"Sapajus apella","CerebralCortex_O.p.N_SD","HerculanoHouzel_etal_2015_Table1",NA
"Sapajus apella","CerebralCortex_Source","HerculanoHouzel_etal_2015_Table1","Herculano-Houzel et al., 2007"
"Sapajus apella","CerebralCortex_C.n","HerculanoHouzel_etal_2015_Table1","3.69e+09"
"Sapajus apella","Species_Source","HerculanoHouzel_etal_2015_Table1","Cebus apella"
"Macaca radiata","Order","HerculanoHouzel_etal_2015_Table1","Primata"
"Macaca radiata","CerebralCortex_Mass.g","HerculanoHouzel_etal_2015_Table1","48.274"
"Macaca radiata","CerebralCortex_Mass.g_SD","HerculanoHouzel_etal_2015_Table1",NA
"Macaca radiata","CerebralCortex_N.n","HerculanoHouzel_etal_2015_Table1","1655707140"
"Macaca radiata","CerebralCortex_N.n_SD","HerculanoHouzel_etal_2015_Table1",NA
"Macaca radiata","CerebralCortex_O.n","HerculanoHouzel_etal_2015_Table1","3808672860"
"Macaca radiata","CerebralCortex_O.n_SD","HerculanoHouzel_etal_2015_Table1",NA
"Macaca radiata","CerebralCortex_N.p.mg","HerculanoHouzel_etal_2015_Table1","34298"
"Macaca radiata","CerebralCortex_N.p.mg_SD","HerculanoHouzel_etal_2015_Table1",NA
"Macaca radiata","CerebralCortex_O.p.mg","HerculanoHouzel_etal_2015_Table1","78897"
"Macaca radiata","CerebralCortex_O.p.mg_SD","HerculanoHouzel_etal_2015_Table1",NA
"Macaca radiata","CerebralCortex_O.p.N","HerculanoHouzel_etal_2015_Table1","2.3"
"Macaca radiata","CerebralCortex_O.p.N_SD","HerculanoHouzel_etal_2015_Table1",NA
"Macaca radiata","CerebralCortex_Source","HerculanoHouzel_etal_2015_Table1","Gabi et al., 2010"
"Macaca radiata","CerebralCortex_C.n","HerculanoHouzel_etal_2015_Table1","5464380000"
"Macaca radiata","Species_Source","HerculanoHouzel_etal_2015_Table1","Macaca radiata"
"Sus scrofa domesticus","Order","HerculanoHouzel_etal_2015_Table1","Artiodactyla"
"Sus scrofa domesticus","CerebralCortex_Mass.g","HerculanoHouzel_etal_2015_Table1","42.404"
"Sus scrofa domesticus","CerebralCortex_Mass.g_SD","HerculanoHouzel_etal_2015_Table1",NA
"Sus scrofa domesticus","CerebralCortex_N.n","HerculanoHouzel_etal_2015_Table1","307082404"
"Sus scrofa domesticus","CerebralCortex_N.n_SD","HerculanoHouzel_etal_2015_Table1",NA
"Sus scrofa domesticus","CerebralCortex_O.n","HerculanoHouzel_etal_2015_Table1","3250251354"
"Sus scrofa domesticus","CerebralCortex_O.n_SD","HerculanoHouzel_etal_2015_Table1",NA
"Sus scrofa domesticus","CerebralCortex_N.p.mg","HerculanoHouzel_etal_2015_Table1","7276"
"Sus scrofa domesticus","CerebralCortex_N.p.mg_SD","HerculanoHouzel_etal_2015_Table1",NA
"Sus scrofa domesticus","CerebralCortex_O.p.mg","HerculanoHouzel_etal_2015_Table1","77016"
"Sus scrofa domesticus","CerebralCortex_O.p.mg_SD","HerculanoHouzel_etal_2015_Table1",NA
"Sus scrofa domesticus","CerebralCortex_O.p.N","HerculanoHouzel_etal_2015_Table1","10.585"
"Sus scrofa domesticus","CerebralCortex_O.p.N_SD","HerculanoHouzel_etal_2015_Table1",NA
"Sus scrofa domesticus","CerebralCortex_Source","HerculanoHouzel_etal_2015_Table1","Kazu et al., 2014"
"Sus scrofa domesticus","CerebralCortex_C.n","HerculanoHouzel_etal_2015_Table1","3557333758"
"Sus scrofa domesticus","Species_Source","HerculanoHouzel_etal_2015_Table1","Sus scrofa domesticus"
"Hydrochoerus hydrochaeris","Order","HerculanoHouzel_etal_2015_Table1","Glires"
"Hydrochoerus hydrochaeris","CerebralCortex_Mass.g","HerculanoHouzel_etal_2015_Table1","48.175"
"Hydrochoerus hydrochaeris","CerebralCortex_Mass.g_SD","HerculanoHouzel_etal_2015_Table1","2.714"
"Hydrochoerus hydrochaeris","CerebralCortex_N.n","HerculanoHouzel_etal_2015_Table1","306501565"
"Hydrochoerus hydrochaeris","CerebralCortex_N.n_SD","HerculanoHouzel_etal_2015_Table1","62726120"
"Hydrochoerus hydrochaeris","CerebralCortex_O.n","HerculanoHouzel_etal_2015_Table1","1847818435"
"Hydrochoerus hydrochaeris","CerebralCortex_O.n_SD","HerculanoHouzel_etal_2015_Table1","512392109"
"Hydrochoerus hydrochaeris","CerebralCortex_N.p.mg","HerculanoHouzel_etal_2015_Table1","6336"
"Hydrochoerus hydrochaeris","CerebralCortex_N.p.mg_SD","HerculanoHouzel_etal_2015_Table1","945"
"Hydrochoerus hydrochaeris","CerebralCortex_O.p.mg","HerculanoHouzel_etal_2015_Table1","38117"
"Hydrochoerus hydrochaeris","CerebralCortex_O.p.mg_SD","HerculanoHouzel_etal_2015_Table1","8489"
"Hydrochoerus hydrochaeris","CerebralCortex_O.p.N","HerculanoHouzel_etal_2015_Table1","5.983"
"Hydrochoerus hydrochaeris","CerebralCortex_O.p.N_SD","HerculanoHouzel_etal_2015_Table1","0.447"
"Hydrochoerus hydrochaeris","CerebralCortex_Source","HerculanoHouzel_etal_2015_Table1","Herculano-Houzel et al., 2006"
"Hydrochoerus hydrochaeris","CerebralCortex_C.n","HerculanoHouzel_etal_2015_Table1","2154320000"
"Hydrochoerus hydrochaeris","Species_Source","HerculanoHouzel_etal_2015_Table1","Hydrochoerus hydrochaeris"
"Antidorcas marsupialis","Order","HerculanoHouzel_etal_2015_Table1","Artiodactyla"
"Antidorcas marsupialis","CerebralCortex_Mass.g","HerculanoHouzel_etal_2015_Table1","68.806"
"Antidorcas marsupialis","CerebralCortex_Mass.g_SD","HerculanoHouzel_etal_2015_Table1",NA
"Antidorcas marsupialis","CerebralCortex_N.n","HerculanoHouzel_etal_2015_Table1","396896159"
"Antidorcas marsupialis","CerebralCortex_N.n_SD","HerculanoHouzel_etal_2015_Table1",NA
"Antidorcas marsupialis","CerebralCortex_O.n","HerculanoHouzel_etal_2015_Table1","4126259275"
"Antidorcas marsupialis","CerebralCortex_O.n_SD","HerculanoHouzel_etal_2015_Table1",NA
"Antidorcas marsupialis","CerebralCortex_N.p.mg","HerculanoHouzel_etal_2015_Table1","5768"
"Antidorcas marsupialis","CerebralCortex_N.p.mg_SD","HerculanoHouzel_etal_2015_Table1",NA
"Antidorcas marsupialis","CerebralCortex_O.p.mg","HerculanoHouzel_etal_2015_Table1","59969"
"Antidorcas marsupialis","CerebralCortex_O.p.mg_SD","HerculanoHouzel_etal_2015_Table1",NA
"Antidorcas marsupialis","CerebralCortex_O.p.N","HerculanoHouzel_etal_2015_Table1","10.396"
"Antidorcas marsupialis","CerebralCortex_O.p.N_SD","HerculanoHouzel_etal_2015_Table1",NA
"Antidorcas marsupialis","CerebralCortex_Source","HerculanoHouzel_etal_2015_Table1","Kazu et al., 2014"
"Antidorcas marsupialis","CerebralCortex_C.n","HerculanoHouzel_etal_2015_Table1","4523155434"
"Antidorcas marsupialis","Species_Source","HerculanoHouzel_etal_2015_Table1","Antidorcas marsupialis"
"Macaca mulatta","Order","HerculanoHouzel_etal_2015_Table1","Primata"
"Macaca mulatta","CerebralCortex_Mass.g","HerculanoHouzel_etal_2015_Table1","69.832"
"Macaca mulatta","CerebralCortex_Mass.g_SD","HerculanoHouzel_etal_2015_Table1",NA
"Macaca mulatta","CerebralCortex_N.n","HerculanoHouzel_etal_2015_Table1","1.71e+09"
"Macaca mulatta","CerebralCortex_N.n_SD","HerculanoHouzel_etal_2015_Table1",NA
"Macaca mulatta","CerebralCortex_O.n","HerculanoHouzel_etal_2015_Table1","5.27e+09"
"Macaca mulatta","CerebralCortex_O.n_SD","HerculanoHouzel_etal_2015_Table1",NA
"Macaca mulatta","CerebralCortex_N.p.mg","HerculanoHouzel_etal_2015_Table1","24470"
"Macaca mulatta","CerebralCortex_N.p.mg_SD","HerculanoHouzel_etal_2015_Table1",NA
"Macaca mulatta","CerebralCortex_O.p.mg","HerculanoHouzel_etal_2015_Table1","75400"
"Macaca mulatta","CerebralCortex_O.p.mg_SD","HerculanoHouzel_etal_2015_Table1",NA
"Macaca mulatta","CerebralCortex_O.p.N","HerculanoHouzel_etal_2015_Table1","3.082"
"Macaca mulatta","CerebralCortex_O.p.N_SD","HerculanoHouzel_etal_2015_Table1",NA
"Macaca mulatta","CerebralCortex_Source","HerculanoHouzel_etal_2015_Table1","Herculano-Houzel et al., 2007"
"Macaca mulatta","CerebralCortex_C.n","HerculanoHouzel_etal_2015_Table1","6.98e+09"
"Macaca mulatta","Species_Source","HerculanoHouzel_etal_2015_Table1","Macaca mulatta"
"Damaliscus pygargus phillipsi","Order","HerculanoHouzel_etal_2015_Table1","Artiodactyla"
"Damaliscus pygargus phillipsi","CerebralCortex_Mass.g","HerculanoHouzel_etal_2015_Table1","111.31"
"Damaliscus pygargus phillipsi","CerebralCortex_Mass.g_SD","HerculanoHouzel_etal_2015_Table1",NA
"Damaliscus pygargus phillipsi","CerebralCortex_N.n","HerculanoHouzel_etal_2015_Table1","570673431"
"Damaliscus pygargus phillipsi","CerebralCortex_N.n_SD","HerculanoHouzel_etal_2015_Table1",NA
"Damaliscus pygargus phillipsi","CerebralCortex_O.n","HerculanoHouzel_etal_2015_Table1","6762256227"
"Damaliscus pygargus phillipsi","CerebralCortex_O.n_SD","HerculanoHouzel_etal_2015_Table1",NA
"Damaliscus pygargus phillipsi","CerebralCortex_N.p.mg","HerculanoHouzel_etal_2015_Table1","5127"
"Damaliscus pygargus phillipsi","CerebralCortex_N.p.mg_SD","HerculanoHouzel_etal_2015_Table1",NA
"Damaliscus pygargus phillipsi","CerebralCortex_O.p.mg","HerculanoHouzel_etal_2015_Table1","60760"
"Damaliscus pygargus phillipsi","CerebralCortex_O.p.mg_SD","HerculanoHouzel_etal_2015_Table1",NA
"Damaliscus pygargus phillipsi","CerebralCortex_O.p.N","HerculanoHouzel_etal_2015_Table1","11.851"
"Damaliscus pygargus phillipsi","CerebralCortex_O.p.N_SD","HerculanoHouzel_etal_2015_Table1",NA
"Damaliscus pygargus phillipsi","CerebralCortex_Source","HerculanoHouzel_etal_2015_Table1","Kazu et al., 2014"
"Damaliscus pygargus phillipsi","CerebralCortex_C.n","HerculanoHouzel_etal_2015_Table1","7332929658"
"Damaliscus pygargus phillipsi","Species_Source","HerculanoHouzel_etal_2015_Table1","Damaliscus dorcas phillipsi"
"Papio cynocephalus","Order","HerculanoHouzel_etal_2015_Table1","Primata"
"Papio cynocephalus","CerebralCortex_Mass.g","HerculanoHouzel_etal_2015_Table1","120.214"
"Papio cynocephalus","CerebralCortex_Mass.g_SD","HerculanoHouzel_etal_2015_Table1",NA
"Papio cynocephalus","CerebralCortex_N.n","HerculanoHouzel_etal_2015_Table1","2875028372"
"Papio cynocephalus","CerebralCortex_N.n_SD","HerculanoHouzel_etal_2015_Table1",NA
"Papio cynocephalus","CerebralCortex_O.n","HerculanoHouzel_etal_2015_Table1","7569751628"
"Papio cynocephalus","CerebralCortex_O.n_SD","HerculanoHouzel_etal_2015_Table1",NA
