"Species","Variable","Source","Value"
"Cryptomys hottentotus","Hippocampus_Vol.mm3","Kverkova_etal_2018_TableS1","59"
"Cryptomys hottentotus","Hippocampus_Vol.mm3_SD","Kverkova_etal_2018_TableS1","8"
"Cryptomys hottentotus","Hippocampus_p.C.Brain","Kverkova_etal_2018_TableS1","0.0733"
"Cryptomys hottentotus","Amygdala_Vol.mm3","Kverkova_etal_2018_TableS1","14"
"Cryptomys hottentotus","Amygdala_Vol.mm3_SD","Kverkova_etal_2018_TableS1","3"
"Cryptomys hottentotus","Amygdala_p.C.Brain","Kverkova_etal_2018_TableS1","0.0171"
"Cryptomys hottentotus","Striatum_Vol.mm3","Kverkova_etal_2018_TableS1","59"
"Cryptomys hottentotus","Striatum_Vol.mm3_SD","Kverkova_etal_2018_TableS1","7"
"Cryptomys hottentotus","Striatum_p.C.Brain","Kverkova_etal_2018_TableS1","0.0742"
"Cryptomys hottentotus","Septum_Vol.mm3","Kverkova_etal_2018_TableS1","11"
"Cryptomys hottentotus","Septum_Vol.mm3_SD","Kverkova_etal_2018_TableS1","1"
"Cryptomys hottentotus","Septum_p.C.Brain","Kverkova_etal_2018_TableS1","0.0132"
"Cryptomys hottentotus","Thalamus_Vol.mm3","Kverkova_etal_2018_TableS1","39"
"Cryptomys hottentotus","Thalamus_Vol.mm3_SD","Kverkova_etal_2018_TableS1","3"
"Cryptomys hottentotus","Thalamus_p.C.Brain","Kverkova_etal_2018_TableS1","0.0483"
"Cryptomys hottentotus","Hypothalamus_Vol.mm3","Kverkova_etal_2018_TableS1","25"
"Cryptomys hottentotus","Hypothalamus_Vol.mm3_SD","Kverkova_etal_2018_TableS1","6"
"Cryptomys hottentotus","Hypothalamus_p.C.Brain","Kverkova_etal_2018_TableS1","0.0312"
"Cryptomys hottentotus","Cerebellum_Vol.mm3","Kverkova_etal_2018_TableS1","121"
"Cryptomys hottentotus","Cerebellum_Vol.mm3_SD","Kverkova_etal_2018_TableS1","19"
"Cryptomys hottentotus","Cerebellum_p.C.Brain","Kverkova_etal_2018_TableS1","0.1506"
"Cryptomys hottentotus","Tectum_Vol.mm3","Kverkova_etal_2018_TableS1","17"
"Cryptomys hottentotus","Tectum_Vol.mm3_SD","Kverkova_etal_2018_TableS1","2"
"Cryptomys hottentotus","Tectum_p.C.Brain","Kverkova_etal_2018_TableS1","0.0217"
"Cryptomys hottentotus","Tegmentum_Vol.mm3","Kverkova_etal_2018_TableS1","34"
"Cryptomys hottentotus","Tegmentum_Vol.mm3_SD","Kverkova_etal_2018_TableS1","4"
"Cryptomys hottentotus","Tegmentum_p.C.Brain","Kverkova_etal_2018_TableS1","0.0425"
"Cryptomys hottentotus","Medulla_Vol.mm3","Kverkova_etal_2018_TableS1","79"
"Cryptomys hottentotus","Medulla_Vol.mm3_SD","Kverkova_etal_2018_TableS1","2"
"Cryptomys hottentotus","Medulla_p.C.Brain","Kverkova_etal_2018_TableS1","0.0987"
"Cryptomys hottentotus","Species_Source","Kverkova_etal_2018_TableS1","Cryptomys hottentotus"
"Cryptomys hottentotus natalensis","Body_Mass.g","Kverkova_etal_2018_TableS1","99.02"
"Cryptomys hottentotus natalensis","Body_Mass.g_SD","Kverkova_etal_2018_TableS1","33.43"
"Cryptomys hottentotus natalensis","WholeBrainOlfactoryBulb_Mass.g","Kverkova_etal_2018_TableS1","1.24"
"Cryptomys hottentotus natalensis","WholeBrainOlfactoryBulb_Mass.g_SD","Kverkova_etal_2018_TableS1","0.11"
"Cryptomys hottentotus natalensis","OlfactoryBulb_Vol.mm3","Kverkova_etal_2018_TableS1","55"
"Cryptomys hottentotus natalensis","OlfactoryBulb_Vol.mm3_SD","Kverkova_etal_2018_TableS1","12"
"Cryptomys hottentotus natalensis","OlfactoryBulb_p.C.Brain","Kverkova_etal_2018_TableS1","0.047"
"Cryptomys hottentotus natalensis","OlfactoryCortices_Vol.mm3","Kverkova_etal_2018_TableS1","76"
"Cryptomys hottentotus natalensis","OlfactoryCortices_Vol.mm3_SD","Kverkova_etal_2018_TableS1","12"
"Cryptomys hottentotus natalensis","OlfactoryCortices_p.C.Brain","Kverkova_etal_2018_TableS1","0.0655"
"Cryptomys hottentotus natalensis","Neocortex_Vol.mm3","Kverkova_etal_2018_TableS1","321"
"Cryptomys hottentotus natalensis","Neocortex_Vol.mm3_SD","Kverkova_etal_2018_TableS1","26"
"Cryptomys hottentotus natalensis","Neocortex_p.C.Brain","Kverkova_etal_2018_TableS1","0.274"
"Cryptomys hottentotus natalensis","EntorhinalCortex_Vol.mm3","Kverkova_etal_2018_TableS1","43"
"Cryptomys hottentotus natalensis","EntorhinalCortex_Vol.mm3_SD","Kverkova_etal_2018_TableS1","6"
"Cryptomys hottentotus natalensis","EntorhinalCortex_p.C.Brain","Kverkova_etal_2018_TableS1","0.0363"
"Cryptomys hottentotus natalensis","Hippocampus_Vol.mm3","Kverkova_etal_2018_TableS1","80"
"Cryptomys hottentotus natalensis","Hippocampus_Vol.mm3_SD","Kverkova_etal_2018_TableS1","13"
"Cryptomys hottentotus natalensis","Hippocampus_p.C.Brain","Kverkova_etal_2018_TableS1","0.0679"
"Cryptomys hottentotus natalensis","Amygdala_Vol.mm3","Kverkova_etal_2018_TableS1","20"
"Cryptomys hottentotus natalensis","Amygdala_Vol.mm3_SD","Kverkova_etal_2018_TableS1","4"
"Cryptomys hottentotus natalensis","Amygdala_p.C.Brain","Kverkova_etal_2018_TableS1","0.0167"
"Cryptomys hottentotus natalensis","Striatum_Vol.mm3","Kverkova_etal_2018_TableS1","84"
"Cryptomys hottentotus natalensis","Striatum_Vol.mm3_SD","Kverkova_etal_2018_TableS1","11"
"Cryptomys hottentotus natalensis","Striatum_p.C.Brain","Kverkova_etal_2018_TableS1","0.0713"
"Cryptomys hottentotus natalensis","Septum_Vol.mm3","Kverkova_etal_2018_TableS1","14"
"Cryptomys hottentotus natalensis","Septum_Vol.mm3_SD","Kverkova_etal_2018_TableS1","3"
"Cryptomys hottentotus natalensis","Septum_p.C.Brain","Kverkova_etal_2018_TableS1","0.0117"
"Cryptomys hottentotus natalensis","Thalamus_Vol.mm3","Kverkova_etal_2018_TableS1","54"
"Cryptomys hottentotus natalensis","Thalamus_Vol.mm3_SD","Kverkova_etal_2018_TableS1","6"
"Cryptomys hottentotus natalensis","Thalamus_p.C.Brain","Kverkova_etal_2018_TableS1","0.0461"
"Cryptomys hottentotus natalensis","Hypothalamus_Vol.mm3","Kverkova_etal_2018_TableS1","31"
"Cryptomys hottentotus natalensis","Hypothalamus_Vol.mm3_SD","Kverkova_etal_2018_TableS1","3"
"Cryptomys hottentotus natalensis","Hypothalamus_p.C.Brain","Kverkova_etal_2018_TableS1","0.0266"
"Cryptomys hottentotus natalensis","Cerebellum_Vol.mm3","Kverkova_etal_2018_TableS1","175"
"Cryptomys hottentotus natalensis","Cerebellum_Vol.mm3_SD","Kverkova_etal_2018_TableS1","19"
"Cryptomys hottentotus natalensis","Cerebellum_p.C.Brain","Kverkova_etal_2018_TableS1","0.1487"
"Cryptomys hottentotus natalensis","Tectum_Vol.mm3","Kverkova_etal_2018_TableS1","24"
"Cryptomys hottentotus natalensis","Tectum_Vol.mm3_SD","Kverkova_etal_2018_TableS1","6"
"Cryptomys hottentotus natalensis","Tectum_p.C.Brain","Kverkova_etal_2018_TableS1","0.0201"
"Cryptomys hottentotus natalensis","Tegmentum_Vol.mm3","Kverkova_etal_2018_TableS1","42"
"Cryptomys hottentotus natalensis","Tegmentum_Vol.mm3_SD","Kverkova_etal_2018_TableS1","6"
"Cryptomys hottentotus natalensis","Tegmentum_p.C.Brain","Kverkova_etal_2018_TableS1","0.0355"
"Cryptomys hottentotus natalensis","Medulla_Vol.mm3","Kverkova_etal_2018_TableS1","97"
"Cryptomys hottentotus natalensis","Medulla_Vol.mm3_SD","Kverkova_etal_2018_TableS1","18"
"Cryptomys hottentotus natalensis","Medulla_p.C.Brain","Kverkova_etal_2018_TableS1","0.0828"
"Cryptomys hottentotus natalensis","Species_Source","Kverkova_etal_2018_TableS1","Cryptomys natalensis"
"Cryptomys hottentotus pretoriae","Body_Mass.g","Kverkova_etal_2018_TableS1","104.27"
"Cryptomys hottentotus pretoriae","Body_Mass.g_SD","Kverkova_etal_2018_TableS1","21.31"
"Cryptomys hottentotus pretoriae","WholeBrainOlfactoryBulb_Mass.g","Kverkova_etal_2018_TableS1","1.35"
"Cryptomys hottentotus pretoriae","WholeBrainOlfactoryBulb_Mass.g_SD","Kverkova_etal_2018_TableS1","0.11"
"Cryptomys hottentotus pretoriae","OlfactoryBulb_Vol.mm3","Kverkova_etal_2018_TableS1","57"
"Cryptomys hottentotus pretoriae","OlfactoryBulb_Vol.mm3_SD","Kverkova_etal_2018_TableS1","9"
"Cryptomys hottentotus pretoriae","OlfactoryBulb_p.C.Brain","Kverkova_etal_2018_TableS1","0.0446"
"Cryptomys hottentotus pretoriae","OlfactoryCortices_Vol.mm3","Kverkova_etal_2018_TableS1","76"
"Cryptomys hottentotus pretoriae","OlfactoryCortices_Vol.mm3_SD","Kverkova_etal_2018_TableS1","2"
"Cryptomys hottentotus pretoriae","OlfactoryCortices_p.C.Brain","Kverkova_etal_2018_TableS1","0.0602"
"Cryptomys hottentotus pretoriae","Neocortex_Vol.mm3","Kverkova_etal_2018_TableS1","315"
"Cryptomys hottentotus pretoriae","Neocortex_Vol.mm3_SD","Kverkova_etal_2018_TableS1","39"
"Cryptomys hottentotus pretoriae","Neocortex_p.C.Brain","Kverkova_etal_2018_TableS1","0.2488"
"Cryptomys hottentotus pretoriae","EntorhinalCortex_Vol.mm3","Kverkova_etal_2018_TableS1","46"
"Cryptomys hottentotus pretoriae","EntorhinalCortex_Vol.mm3_SD","Kverkova_etal_2018_TableS1","4"
"Cryptomys hottentotus pretoriae","EntorhinalCortex_p.C.Brain","Kverkova_etal_2018_TableS1","0.036"
"Cryptomys hottentotus pretoriae","Hippocampus_Vol.mm3","Kverkova_etal_2018_TableS1","95"
"Cryptomys hottentotus pretoriae","Hippocampus_Vol.mm3_SD","Kverkova_etal_2018_TableS1","14"
"Cryptomys hottentotus pretoriae","Hippocampus_p.C.Brain","Kverkova_etal_2018_TableS1","0.0746"
"Cryptomys hottentotus pretoriae","Amygdala_Vol.mm3","Kverkova_etal_2018_TableS1","20"
"Cryptomys hottentotus pretoriae","Amygdala_Vol.mm3_SD","Kverkova_etal_2018_TableS1","5"
"Cryptomys hottentotus pretoriae","Amygdala_p.C.Brain","Kverkova_etal_2018_TableS1","0.0161"
"Cryptomys hottentotus pretoriae","Striatum_Vol.mm3","Kverkova_etal_2018_TableS1","85"
"Cryptomys hottentotus pretoriae","Striatum_Vol.mm3_SD","Kverkova_etal_2018_TableS1","9"
"Cryptomys hottentotus pretoriae","Striatum_p.C.Brain","Kverkova_etal_2018_TableS1","0.0669"
"Cryptomys hottentotus pretoriae","Septum_Vol.mm3","Kverkova_etal_2018_TableS1","15"
"Cryptomys hottentotus pretoriae","Septum_Vol.mm3_SD","Kverkova_etal_2018_TableS1","2"
"Cryptomys hottentotus pretoriae","Septum_p.C.Brain","Kverkova_etal_2018_TableS1","0.0116"
"Cryptomys hottentotus pretoriae","Thalamus_Vol.mm3","Kverkova_etal_2018_TableS1","57"
"Cryptomys hottentotus pretoriae","Thalamus_Vol.mm3_SD","Kverkova_etal_2018_TableS1","8"
"Cryptomys hottentotus pretoriae","Thalamus_p.C.Brain","Kverkova_etal_2018_TableS1","0.0453"
"Cryptomys hottentotus pretoriae","Hypothalamus_Vol.mm3","Kverkova_etal_2018_TableS1","33"
"Cryptomys hottentotus pretoriae","Hypothalamus_Vol.mm3_SD","Kverkova_etal_2018_TableS1","3"
"Cryptomys hottentotus pretoriae","Hypothalamus_p.C.Brain","Kverkova_etal_2018_TableS1","0.026"
"Cryptomys hottentotus pretoriae","Cerebellum_Vol.mm3","Kverkova_etal_2018_TableS1","188"
"Cryptomys hottentotus pretoriae","Cerebellum_Vol.mm3_SD","Kverkova_etal_2018_TableS1","14"
"Cryptomys hottentotus pretoriae","Cerebellum_p.C.Brain","Kverkova_etal_2018_TableS1","0.148"
"Cryptomys hottentotus pretoriae","Tectum_Vol.mm3","Kverkova_etal_2018_TableS1","25"
"Cryptomys hottentotus pretoriae","Tectum_Vol.mm3_SD","Kverkova_etal_2018_TableS1","4"
"Cryptomys hottentotus pretoriae","Tectum_p.C.Brain","Kverkova_etal_2018_TableS1","0.0201"
"Cryptomys hottentotus pretoriae","Tegmentum_Vol.mm3","Kverkova_etal_2018_TableS1","47"
"Cryptomys hottentotus pretoriae","Tegmentum_Vol.mm3_SD","Kverkova_etal_2018_TableS1","4"
"Cryptomys hottentotus pretoriae","Tegmentum_p.C.Brain","Kverkova_etal_2018_TableS1","0.0373"
"Cryptomys hottentotus pretoriae","Medulla_Vol.mm3","Kverkova_etal_2018_TableS1","119"
"Cryptomys hottentotus pretoriae","Medulla_Vol.mm3_SD","Kverkova_etal_2018_TableS1","15"
"Cryptomys hottentotus pretoriae","Medulla_p.C.Brain","Kverkova_etal_2018_TableS1","0.0941"
"Cryptomys hottentotus pretoriae","Species_Source","Kverkova_etal_2018_TableS1","Cryptomys pretoriae"
"Fukomys anselli","Body_Mass.g","Kverkova_etal_2018_TableS1","93.45"
"Fukomys anselli","Body_Mass.g_SD","Kverkova_etal_2018_TableS1","20.47"
"Fukomys anselli","WholeBrainOlfactoryBulb_Mass.g","Kverkova_etal_2018_TableS1","1.25"
"Fukomys anselli","WholeBrainOlfactoryBulb_Mass.g_SD","Kverkova_etal_2018_TableS1","0.13"
"Fukomys anselli","OlfactoryBulb_Vol.mm3","Kverkova_etal_2018_TableS1","55"
"Fukomys anselli","OlfactoryBulb_Vol.mm3_SD","Kverkova_etal_2018_TableS1","15"
"Fukomys anselli","OlfactoryBulb_p.C.Brain","Kverkova_etal_2018_TableS1","0.0463"
"Fukomys anselli","OlfactoryCortices_Vol.mm3","Kverkova_etal_2018_TableS1","71"
"Fukomys anselli","OlfactoryCortices_Vol.mm3_SD","Kverkova_etal_2018_TableS1","9"
"Fukomys anselli","OlfactoryCortices_p.C.Brain","Kverkova_etal_2018_TableS1","0.0597"
"Fukomys anselli","Neocortex_Vol.mm3","Kverkova_etal_2018_TableS1","291"
"Fukomys anselli","Neocortex_Vol.mm3_SD","Kverkova_etal_2018_TableS1","40"
"Fukomys anselli","Neocortex_p.C.Brain","Kverkova_etal_2018_TableS1","0.2436"
"Fukomys anselli","EntorhinalCortex_Vol.mm3","Kverkova_etal_2018_TableS1","38"
"Fukomys anselli","EntorhinalCortex_Vol.mm3_SD","Kverkova_etal_2018_TableS1","4"
"Fukomys anselli","EntorhinalCortex_p.C.Brain","Kverkova_etal_2018_TableS1","0.0317"
"Fukomys anselli","Hippocampus_Vol.mm3","Kverkova_etal_2018_TableS1","82"
"Fukomys anselli","Hippocampus_Vol.mm3_SD","Kverkova_etal_2018_TableS1","23"
"Fukomys anselli","Hippocampus_p.C.Brain","Kverkova_etal_2018_TableS1","0.0682"
"Fukomys anselli","Amygdala_Vol.mm3","Kverkova_etal_2018_TableS1","26"
"Fukomys anselli","Amygdala_Vol.mm3_SD","Kverkova_etal_2018_TableS1","5"
"Fukomys anselli","Amygdala_p.C.Brain","Kverkova_etal_2018_TableS1","0.0216"
"Fukomys anselli","Striatum_Vol.mm3","Kverkova_etal_2018_TableS1","84"
"Fukomys anselli","Striatum_Vol.mm3_SD","Kverkova_etal_2018_TableS1","11"
"Fukomys anselli","Striatum_p.C.Brain","Kverkova_etal_2018_TableS1","0.07"
"Fukomys anselli","Septum_Vol.mm3","Kverkova_etal_2018_TableS1","15"
"Fukomys anselli","Septum_Vol.mm3_SD","Kverkova_etal_2018_TableS1","3"
"Fukomys anselli","Septum_p.C.Brain","Kverkova_etal_2018_TableS1","0.0124"
"Fukomys anselli","Thalamus_Vol.mm3","Kverkova_etal_2018_TableS1","61"
"Fukomys anselli","Thalamus_Vol.mm3_SD","Kverkova_etal_2018_TableS1","3"
"Fukomys anselli","Thalamus_p.C.Brain","Kverkova_etal_2018_TableS1","0.0511"
"Fukomys anselli","Hypothalamus_Vol.mm3","Kverkova_etal_2018_TableS1","35"
"Fukomys anselli","Hypothalamus_Vol.mm3_SD","Kverkova_etal_2018_TableS1","5"
"Fukomys anselli","Hypothalamus_p.C.Brain","Kverkova_etal_2018_TableS1","0.0296"
"Fukomys anselli","Cerebellum_Vol.mm3","Kverkova_etal_2018_TableS1","200"
"Fukomys anselli","Cerebellum_Vol.mm3_SD","Kverkova_etal_2018_TableS1","52"
"Fukomys anselli","Cerebellum_p.C.Brain","Kverkova_etal_2018_TableS1","0.1672"
"Fukomys anselli","Tectum_Vol.mm3","Kverkova_etal_2018_TableS1","32"
"Fukomys anselli","Tectum_Vol.mm3_SD","Kverkova_etal_2018_TableS1","6"
"Fukomys anselli","Tectum_p.C.Brain","Kverkova_etal_2018_TableS1","0.0266"
"Fukomys anselli","Tegmentum_Vol.mm3","Kverkova_etal_2018_TableS1","60"
"Fukomys anselli","Tegmentum_Vol.mm3_SD","Kverkova_etal_2018_TableS1","19"
"Fukomys anselli","Tegmentum_p.C.Brain","Kverkova_etal_2018_TableS1","0.05"
"Fukomys anselli","Medulla_Vol.mm3","Kverkova_etal_2018_TableS1","132"
"Fukomys anselli","Medulla_Vol.mm3_SD","Kverkova_etal_2018_TableS1","32"
"Fukomys anselli","Medulla_p.C.Brain","Kverkova_etal_2018_TableS1","0.1104"
"Fukomys anselli","Species_Source","Kverkova_etal_2018_TableS1","Fukomys anselli"
"Fukomys damarensis","Body_Mass.g","Kverkova_etal_2018_TableS1","110.53"
"Fukomys damarensis","Body_Mass.g_SD","Kverkova_etal_2018_TableS1","30.29"
"Fukomys damarensis","WholeBrainOlfactoryBulb_Mass.g","Kverkova_etal_2018_TableS1","1.39"
"Fukomys damarensis","WholeBrainOlfactoryBulb_Mass.g_SD","Kverkova_etal_2018_TableS1","0.14"
"Fukomys damarensis","OlfactoryBulb_Vol.mm3","Kverkova_etal_2018_TableS1","59"
"Fukomys damarensis","OlfactoryBulb_Vol.mm3_SD","Kverkova_etal_2018_TableS1","8"
"Fukomys damarensis","OlfactoryBulb_p.C.Brain","Kverkova_etal_2018_TableS1","0.0448"
"Fukomys damarensis","OlfactoryCortices_Vol.mm3","Kverkova_etal_2018_TableS1","88"
"Fukomys damarensis","OlfactoryCortices_Vol.mm3_SD","Kverkova_etal_2018_TableS1","8"
"Fukomys damarensis","OlfactoryCortices_p.C.Brain","Kverkova_etal_2018_TableS1","0.0673"
"Fukomys damarensis","Neocortex_Vol.mm3","Kverkova_etal_2018_TableS1","311"
"Fukomys damarensis","Neocortex_Vol.mm3_SD","Kverkova_etal_2018_TableS1","60"
"Fukomys damarensis","Neocortex_p.C.Brain","Kverkova_etal_2018_TableS1","0.2371"
"Fukomys damarensis","EntorhinalCortex_Vol.mm3","Kverkova_etal_2018_TableS1","44"
"Fukomys damarensis","EntorhinalCortex_Vol.mm3_SD","Kverkova_etal_2018_TableS1","6"
"Fukomys damarensis","EntorhinalCortex_p.C.Brain","Kverkova_etal_2018_TableS1","0.0338"
"Fukomys damarensis","Hippocampus_Vol.mm3","Kverkova_etal_2018_TableS1","95"
"Fukomys damarensis","Hippocampus_Vol.mm3_SD","Kverkova_etal_2018_TableS1","12"
"Fukomys damarensis","Hippocampus_p.C.Brain","Kverkova_etal_2018_TableS1","0.0724"
"Fukomys damarensis","Amygdala_Vol.mm3","Kverkova_etal_2018_TableS1","22"
"Fukomys damarensis","Amygdala_Vol.mm3_SD","Kverkova_etal_2018_TableS1","2"
"Fukomys damarensis","Amygdala_p.C.Brain","Kverkova_etal_2018_TableS1","0.0169"
"Fukomys damarensis","Striatum_Vol.mm3","Kverkova_etal_2018_TableS1","102"
"Fukomys damarensis","Striatum_Vol.mm3_SD","Kverkova_etal_2018_TableS1","17"
"Fukomys damarensis","Striatum_p.C.Brain","Kverkova_etal_2018_TableS1","0.0779"
"Fukomys damarensis","Septum_Vol.mm3","Kverkova_etal_2018_TableS1","15"
"Fukomys damarensis","Septum_Vol.mm3_SD","Kverkova_etal_2018_TableS1","1"
"Fukomys damarensis","Septum_p.C.Brain","Kverkova_etal_2018_TableS1","0.0112"
"Fukomys damarensis","Thalamus_Vol.mm3","Kverkova_etal_2018_TableS1","64"
"Fukomys damarensis","Thalamus_Vol.mm3_SD","Kverkova_etal_2018_TableS1","7"
"Fukomys damarensis","Thalamus_p.C.Brain","Kverkova_etal_2018_TableS1","0.0488"
"Fukomys damarensis","Hypothalamus_Vol.mm3","Kverkova_etal_2018_TableS1","39"
"Fukomys damarensis","Hypothalamus_Vol.mm3_SD","Kverkova_etal_2018_TableS1","7"
"Fukomys damarensis","Hypothalamus_p.C.Brain","Kverkova_etal_2018_TableS1","0.0295"
"Fukomys damarensis","Cerebellum_Vol.mm3","Kverkova_etal_2018_TableS1","201"
"Fukomys damarensis","Cerebellum_Vol.mm3_SD","Kverkova_etal_2018_TableS1","46"
"Fukomys damarensis","Cerebellum_p.C.Brain","Kverkova_etal_2018_TableS1","0.153"
"Fukomys damarensis","Tectum_Vol.mm3","Kverkova_etal_2018_TableS1","27"
"Fukomys damarensis","Tectum_Vol.mm3_SD","Kverkova_etal_2018_TableS1","4"
"Fukomys damarensis","Tectum_p.C.Brain","Kverkova_etal_2018_TableS1","0.0203"
"Fukomys damarensis","Tegmentum_Vol.mm3","Kverkova_etal_2018_TableS1","56"
"Fukomys damarensis","Tegmentum_Vol.mm3_SD","Kverkova_etal_2018_TableS1","14"
"Fukomys damarensis","Tegmentum_p.C.Brain","Kverkova_etal_2018_TableS1","0.0427"
"Fukomys damarensis","Medulla_Vol.mm3","Kverkova_etal_2018_TableS1","110"
"Fukomys damarensis","Medulla_Vol.mm3_SD","Kverkova_etal_2018_TableS1","9"
"Fukomys damarensis","Medulla_p.C.Brain","Kverkova_etal_2018_TableS1","0.0841"
"Fukomys damarensis","Species_Source","Kverkova_etal_2018_TableS1","Fukomys damarensis"
"Fukomys darlingi","Body_Mass.g","Kverkova_etal_2018_TableS1","115.19"
"Fukomys darlingi","Body_Mass.g_SD","Kverkova_etal_2018_TableS1","44.83"
"Fukomys darlingi","WholeBrainOlfactoryBulb_Mass.g","Kverkova_etal_2018_TableS1","1.23"
"Fukomys darlingi","WholeBrainOlfactoryBulb_Mass.g_SD","Kverkova_etal_2018_TableS1","0.12"
"Fukomys darlingi","OlfactoryBulb_Vol.mm3","Kverkova_etal_2018_TableS1","43"
"Fukomys darlingi","OlfactoryBulb_Vol.mm3_SD","Kverkova_etal_2018_TableS1","10"
"Fukomys darlingi","OlfactoryBulb_p.C.Brain","Kverkova_etal_2018_TableS1","0.0376"
"Fukomys darlingi","OlfactoryCortices_Vol.mm3","Kverkova_etal_2018_TableS1","77"
"Fukomys darlingi","OlfactoryCortices_Vol.mm3_SD","Kverkova_etal_2018_TableS1","9"
"Fukomys darlingi","OlfactoryCortices_p.C.Brain","Kverkova_etal_2018_TableS1","0.0667"
"Fukomys darlingi","Neocortex_Vol.mm3","Kverkova_etal_2018_TableS1","271"
"Fukomys darlingi","Neocortex_Vol.mm3_SD","Kverkova_etal_2018_TableS1","19"
"Fukomys darlingi","Neocortex_p.C.Brain","Kverkova_etal_2018_TableS1","0.2346"
"Fukomys darlingi","EntorhinalCortex_Vol.mm3","Kverkova_etal_2018_TableS1","41"
"Fukomys darlingi","EntorhinalCortex_Vol.mm3_SD","Kverkova_etal_2018_TableS1","10"
"Fukomys darlingi","EntorhinalCortex_p.C.Brain","Kverkova_etal_2018_TableS1","0.0355"
"Fukomys darlingi","Hippocampus_Vol.mm3","Kverkova_etal_2018_TableS1","76"
"Fukomys darlingi","Hippocampus_Vol.mm3_SD","Kverkova_etal_2018_TableS1","4"
"Fukomys darlingi","Hippocampus_p.C.Brain","Kverkova_etal_2018_TableS1","0.0657"
"Fukomys darlingi","Amygdala_Vol.mm3","Kverkova_etal_2018_TableS1","16"
"Fukomys darlingi","Amygdala_Vol.mm3_SD","Kverkova_etal_2018_TableS1","2"
"Fukomys darlingi","Amygdala_p.C.Brain","Kverkova_etal_2018_TableS1","0.0141"
"Fukomys darlingi","Striatum_Vol.mm3","Kverkova_etal_2018_TableS1","99"
"Fukomys darlingi","Striatum_Vol.mm3_SD","Kverkova_etal_2018_TableS1","16"
"Fukomys darlingi","Striatum_p.C.Brain","Kverkova_etal_2018_TableS1","0.0856"
"Fukomys darlingi","Septum_Vol.mm3","Kverkova_etal_2018_TableS1","16"
"Fukomys darlingi","Septum_Vol.mm3_SD","Kverkova_etal_2018_TableS1","3"
"Fukomys darlingi","Septum_p.C.Brain","Kverkova_etal_2018_TableS1","0.0141"
"Fukomys darlingi","Thalamus_Vol.mm3","Kverkova_etal_2018_TableS1","51"
"Fukomys darlingi","Thalamus_Vol.mm3_SD","Kverkova_etal_2018_TableS1","7"
"Fukomys darlingi","Thalamus_p.C.Brain","Kverkova_etal_2018_TableS1","0.0437"
"Fukomys darlingi","Hypothalamus_Vol.mm3","Kverkova_etal_2018_TableS1","29"
"Fukomys darlingi","Hypothalamus_Vol.mm3_SD","Kverkova_etal_2018_TableS1","1"
"Fukomys darlingi","Hypothalamus_p.C.Brain","Kverkova_etal_2018_TableS1","0.0253"
"Fukomys darlingi","Cerebellum_Vol.mm3","Kverkova_etal_2018_TableS1","156"
"Fukomys darlingi","Cerebellum_Vol.mm3_SD","Kverkova_etal_2018_TableS1","27"
"Fukomys darlingi","Cerebellum_p.C.Brain","Kverkova_etal_2018_TableS1","0.1346"
"Fukomys darlingi","Tectum_Vol.mm3","Kverkova_etal_2018_TableS1","25"
"Fukomys darlingi","Tectum_Vol.mm3_SD","Kverkova_etal_2018_TableS1","1"
"Fukomys darlingi","Tectum_p.C.Brain","Kverkova_etal_2018_TableS1","0.0213"
"Fukomys darlingi","Tegmentum_Vol.mm3","Kverkova_etal_2018_TableS1","45"
"Fukomys darlingi","Tegmentum_Vol.mm3_SD","Kverkova_etal_2018_TableS1","5"
"Fukomys darlingi","Tegmentum_p.C.Brain","Kverkova_etal_2018_TableS1","0.0394"
"Fukomys darlingi","Medulla_Vol.mm3","Kverkova_etal_2018_TableS1","101"
"Fukomys darlingi","Medulla_Vol.mm3_SD","Kverkova_etal_2018_TableS1","6"
"Fukomys darlingi","Medulla_p.C.Brain","Kverkova_etal_2018_TableS1","0.0871"
"Fukomys darlingi","Species_Source","Kverkova_etal_2018_TableS1","Fukomys darlingi"
"Fukomys mechowii","Body_Mass.g","Kverkova_etal_2018_TableS1","270.16"
"Fukomys mechowii","Body_Mass.g_SD","Kverkova_etal_2018_TableS1","52.85"
"Fukomys mechowii","WholeBrainOlfactoryBulb_Mass.g","Kverkova_etal_2018_TableS1","2.15"
"Fukomys mechowii","WholeBrainOlfactoryBulb_Mass.g_SD","Kverkova_etal_2018_TableS1","0.24"
"Fukomys mechowii","OlfactoryBulb_Vol.mm3","Kverkova_etal_2018_TableS1","76"
"Fukomys mechowii","OlfactoryBulb_Vol.mm3_SD","Kverkova_etal_2018_TableS1","6"
"Fukomys mechowii","OlfactoryBulb_p.C.Brain","Kverkova_etal_2018_TableS1","0.0369"
"Fukomys mechowii","OlfactoryCortices_Vol.mm3","Kverkova_etal_2018_TableS1","133"
"Fukomys mechowii","OlfactoryCortices_Vol.mm3_SD","Kverkova_etal_2018_TableS1","9"
"Fukomys mechowii","OlfactoryCortices_p.C.Brain","Kverkova_etal_2018_TableS1","0.0642"
"Fukomys mechowii","Neocortex_Vol.mm3","Kverkova_etal_2018_TableS1","627"
"Fukomys mechowii","Neocortex_Vol.mm3_SD","Kverkova_etal_2018_TableS1","8"
