Species,Variable,Value,Source
Cryptomys hottentotus natalensis,WholeBrainOlfactoryBulb_Mass.g,1.24,Kverkova_etal_2018_TableS1
Cryptomys hottentotus natalensis,WholeBrainOlfactoryBulb_N.n,149980000,Kverkova_etal_2018_TableS5
Cryptomys hottentotus natalensis,WholeBrainOlfactoryBulb_N.p.mg,120951.612903226,Kverkova_etal_2018_TableS5_Kverkova_etal_2018_TableS1
Cryptomys hottentotus natalensis,WholeBrain_N.n,138130000,Kverkova_etal_2018_TableS5
Cryptomys hottentotus pretoriae,Amygdala_Vol.mm3,20,Kverkova_etal_2018_TableS1
Cryptomys hottentotus pretoriae,Body_Mass.g,104.27,Kverkova_etal_2018_TableS1
Cryptomys hottentotus pretoriae,Cerebellum_N.n,120580000,Kverkova_etal_2018_TableS5
Cryptomys hottentotus pretoriae,Cerebellum_Vol.mm3,188,Kverkova_etal_2018_TableS1
Cryptomys hottentotus pretoriae,CerebralCortex_N.n,20560000,Kverkova_etal_2018_TableS5
Cryptomys hottentotus pretoriae,EntorhinalCortex_Vol.mm3,46,Kverkova_etal_2018_TableS1
Cryptomys hottentotus pretoriae,Hippocampus_Vol.mm3,95,Kverkova_etal_2018_TableS1
Cryptomys hottentotus pretoriae,Hypothalamus_Vol.mm3,33,Kverkova_etal_2018_TableS1
Cryptomys hottentotus pretoriae,Medulla_Vol.mm3,119,Kverkova_etal_2018_TableS1
Cryptomys hottentotus pretoriae,MesencephalonMedulla_N.n,6030000,Kverkova_etal_2018_TableS5
Cryptomys hottentotus pretoriae,Neocortex_Vol.mm3,315,Kverkova_etal_2018_TableS1
Cryptomys hottentotus pretoriae,OlfactoryBulb_N.n,12070000,Kverkova_etal_2018_TableS5
Cryptomys hottentotus pretoriae,OlfactoryBulb_Vol.mm3,57,Kverkova_etal_2018_TableS1
Cryptomys hottentotus pretoriae,OlfactoryCortices_Vol.mm3,76,Kverkova_etal_2018_TableS1
Cryptomys hottentotus pretoriae,Septum_Vol.mm3,15,Kverkova_etal_2018_TableS1
Cryptomys hottentotus pretoriae,Striatum_Vol.mm3,85,Kverkova_etal_2018_TableS1
Cryptomys hottentotus pretoriae,SubcorticalForebrain_N.n,9920000,Kverkova_etal_2018_TableS5
Cryptomys hottentotus pretoriae,Tectum_Vol.mm3,25,Kverkova_etal_2018_TableS1
Cryptomys hottentotus pretoriae,Tegmentum_Vol.mm3,47,Kverkova_etal_2018_TableS1
Cryptomys hottentotus pretoriae,Thalamus_Vol.mm3,57,Kverkova_etal_2018_TableS1
Cryptomys hottentotus pretoriae,WholeBrainOlfactoryBulb_Mass.g,1.35,Kverkova_etal_2018_TableS1
Cryptomys hottentotus pretoriae,WholeBrainOlfactoryBulb_N.n,169160000,Kverkova_etal_2018_TableS5
Cryptomys hottentotus pretoriae,WholeBrainOlfactoryBulb_N.p.mg,125303.703703704,Kverkova_etal_2018_TableS5_Kverkova_etal_2018_TableS1
Cryptomys hottentotus pretoriae,WholeBrain_N.n,157090000,Kverkova_etal_2018_TableS5
Cynomys sp.,Body_Mass.g,1515,HerculanoHouzel_etal_2015_Table5
Cynomys sp.,Cerebellum_C.n,416240000,HerculanoHouzel_etal_2015_Table2
Cynomys sp.,Cerebellum_Mass.g,0.789,HerculanoHouzel_etal_2015_Table2
Cynomys sp.,Cerebellum_N.n,350084813,HerculanoHouzel_etal_2015_Table2
Cynomys sp.,Cerebellum_N.p.mg,440658,HerculanoHouzel_etal_2015_Table2
Cynomys sp.,Cerebellum_O.n,66155187,HerculanoHouzel_etal_2015_Table2
Cynomys sp.,Cerebellum_O.p.N,0.192,HerculanoHouzel_etal_2015_Table2
Cynomys sp.,Cerebellum_O.p.mg,84802,HerculanoHouzel_etal_2015_Table2
Cynomys sp.,Cerebellum_p.C.N,84.1064801556794,HerculanoHouzel_etal_2015_Table2
Cynomys sp.,CerebralCortex_C.n,237220000,HerculanoHouzel_etal_2015_Table1
Cynomys sp.,CerebralCortex_Mass.g,2.586,HerculanoHouzel_etal_2015_Table1
Cynomys sp.,CerebralCortex_N.n,53768353,HerculanoHouzel_etal_2015_Table1
Cynomys sp.,CerebralCortex_N.p.mg,20866,HerculanoHouzel_etal_2015_Table1
Cynomys sp.,CerebralCortex_O.n,183451647,HerculanoHouzel_etal_2015_Table1
Cynomys sp.,CerebralCortex_O.p.N,3.432,HerculanoHouzel_etal_2015_Table1
Cynomys sp.,CerebralCortex_O.p.mg,71202,HerculanoHouzel_etal_2015_Table1
Cynomys sp.,CerebralCortex_p.C.N,22.666028581064,HerculanoHouzel_etal_2015_Table1
Cynomys sp.,RoB_C.n,201833333,HerculanoHouzel_etal_2015_Table3
Cynomys sp.,RoB_Mass.g,1.945,HerculanoHouzel_etal_2015_Table3
Cynomys sp.,RoB_N.n,34090600,HerculanoHouzel_etal_2015_Table3
Cynomys sp.,RoB_N.p.mg,17590,HerculanoHouzel_etal_2015_Table3
Cynomys sp.,RoB_O.n,167742733,HerculanoHouzel_etal_2015_Table3
Cynomys sp.,RoB_O.p.N,4.923,HerculanoHouzel_etal_2015_Table3
Cynomys sp.,RoB_O.p.mg,86542,HerculanoHouzel_etal_2015_Table3
Cynomys sp.,RoB_p.C.N,16.8904707132791,HerculanoHouzel_etal_2015_Table3
Cynomys sp.,WholeBrain_C.n,855293334,HerculanoHouzel_etal_2015_Table5
Cynomys sp.,WholeBrain_Mass.g,5.321,HerculanoHouzel_etal_2015_Table5
Cynomys sp.,WholeBrain_N.n,437943767,HerculanoHouzel_etal_2015_Table5
Cynomys sp.,WholeBrain_N.p.mg,82304.7861304266,HerculanoHouzel_etal_2015_Table5
Cynomys sp.,WholeBrain_O.n,417349567,HerculanoHouzel_etal_2015_Table5
Cynomys sp.,WholeBrain_O.p.N,0.952975241225433,HerculanoHouzel_etal_2015_Table5
Cynomys sp.,WholeBrain_O.p.mg,78434.423416651,HerculanoHouzel_etal_2015_Table5
Cynomys sp.,WholeBrain_p.C.N,51,HerculanoHouzel_etal_2015_Table5
Damaliscus pygargus phillipsi,Body_Mass.g,60000,HerculanoHouzel_etal_2015_Table5
Damaliscus pygargus phillipsi,Cerebellum_C.n,2845631126,HerculanoHouzel_etal_2015_Table2
Damaliscus pygargus phillipsi,Cerebellum_Mass.g,13.402,HerculanoHouzel_etal_2015_Table2
Damaliscus pygargus phillipsi,Cerebellum_N.n,2401712670,HerculanoHouzel_etal_2015_Table2
Damaliscus pygargus phillipsi,Cerebellum_N.p.mg,179206,HerculanoHouzel_etal_2015_Table2
Damaliscus pygargus phillipsi,Cerebellum_O.n,443918456,HerculanoHouzel_etal_2015_Table2
Damaliscus pygargus phillipsi,Cerebellum_O.p.N,0.184,HerculanoHouzel_etal_2015_Table2
Damaliscus pygargus phillipsi,Cerebellum_O.p.mg,33123,HerculanoHouzel_etal_2015_Table2
Damaliscus pygargus phillipsi,Cerebellum_p.C.N,84.3999999879113,HerculanoHouzel_etal_2015_Table2
Damaliscus pygargus phillipsi,CerebralCortexGrey_N.n,361950000,Kazu_etal_2015_TABLE1
Damaliscus pygargus phillipsi,CerebralCortexGrey_N.p.mg,5142,Kazu_etal_2015_TABLE1
Damaliscus pygargus phillipsi,CerebralCortexGrey_O.p.N,8.356,Kazu_etal_2015_TABLE1
Damaliscus pygargus phillipsi,CerebralCortex_C.n,7332929658,HerculanoHouzel_etal_2015_Table1
Damaliscus pygargus phillipsi,CerebralCortex_Mass.g,111.31,HerculanoHouzel_etal_2015_Table1
Damaliscus pygargus phillipsi,CerebralCortex_N.n,570673431,HerculanoHouzel_etal_2015_Table1
Damaliscus pygargus phillipsi,CerebralCortex_N.p.mg,5127,HerculanoHouzel_etal_2015_Table1
Damaliscus pygargus phillipsi,CerebralCortex_O.n,6762256227,HerculanoHouzel_etal_2015_Table1
Damaliscus pygargus phillipsi,CerebralCortex_O.p.N,11.851,HerculanoHouzel_etal_2015_Table1
Damaliscus pygargus phillipsi,CerebralCortex_O.p.mg,60760,HerculanoHouzel_etal_2015_Table1
Damaliscus pygargus phillipsi,CerebralCortex_p.C.N,7.78233881430204,HerculanoHouzel_etal_2015_Table1
Damaliscus pygargus phillipsi,Hippocampus_Mass.g,2.266,Kazu_etal_2015_TABLE1
Damaliscus pygargus phillipsi,Hippocampus_N.n,22090000,Kazu_etal_2015_TABLE1
Damaliscus pygargus phillipsi,Hippocampus_N.p.mg,9750,Kazu_etal_2015_TABLE1
Damaliscus pygargus phillipsi,Hippocampus_O.p.N,9.246,Kazu_etal_2015_TABLE1
Damaliscus pygargus phillipsi,PonsMedulla_Mass.g,8.06,Kazu_etal_2015_TABLE1
Damaliscus pygargus phillipsi,PonsMedulla_N.n,20720000,Kazu_etal_2015_TABLE1
Damaliscus pygargus phillipsi,PonsMedulla_N.p.mg,2570,Kazu_etal_2015_TABLE1
Damaliscus pygargus phillipsi,PonsMedulla_O.p.N,22.81,Kazu_etal_2015_TABLE1
Damaliscus pygargus phillipsi,RoB_C.n,2222500002,HerculanoHouzel_etal_2015_Table3
Damaliscus pygargus phillipsi,RoB_Mass.g,30.006,HerculanoHouzel_etal_2015_Table3
Damaliscus pygargus phillipsi,RoB_N.n,86428126,HerculanoHouzel_etal_2015_Table3
Damaliscus pygargus phillipsi,RoB_N.p.mg,2880,HerculanoHouzel_etal_2015_Table3
Damaliscus pygargus phillipsi,RoB_O.n,2136071876,HerculanoHouzel_etal_2015_Table3
Damaliscus pygargus phillipsi,RoB_O.p.N,24.718,HerculanoHouzel_etal_2015_Table3
Damaliscus pygargus phillipsi,RoB_O.p.mg,71188,HerculanoHouzel_etal_2015_Table3
Damaliscus pygargus phillipsi,RoB_p.C.N,3.88877956905397,HerculanoHouzel_etal_2015_Table3
Damaliscus pygargus phillipsi,Species_Kazu2015,NA,Kazu_etal_2015_TABLE1
Damaliscus pygargus phillipsi,WholeBrain_C.n,12402060786,HerculanoHouzel_etal_2015_Table5
Damaliscus pygargus phillipsi,WholeBrain_Mass.g,154.718,HerculanoHouzel_etal_2015_Table5
Damaliscus pygargus phillipsi,WholeBrain_N.n,3058814227,HerculanoHouzel_etal_2015_Table5
Damaliscus pygargus phillipsi,WholeBrain_N.p.mg,19770.2544435683,HerculanoHouzel_etal_2015_Table5
Damaliscus pygargus phillipsi,WholeBrain_O.n,9343246559,HerculanoHouzel_etal_2015_Table5
Damaliscus pygargus phillipsi,WholeBrain_O.p.N,3.05453220288033,HerculanoHouzel_etal_2015_Table5
Damaliscus pygargus phillipsi,WholeBrain_O.p.mg,60388.8788570173,HerculanoHouzel_etal_2015_Table5
Damaliscus pygargus phillipsi,WholeBrain_p.C.N,24.7,HerculanoHouzel_etal_2015_Table5
Damaliscus pygargus phillipsi,body_mass_approximate,NA,Kazu_etal_2015_TABLE1
Damaliscus pygargus phillipsi,source_printing,NA,Kazu_etal_2015_TABLE1
Dasyprocta prymnolopha,Body_Mass.g,2843,HerculanoHouzel_etal_2015_Table5
Dasyprocta prymnolopha,Cerebellum_C.n,829475000,HerculanoHouzel_etal_2015_Table2
Dasyprocta prymnolopha,Cerebellum_Mass.g,2.742,HerculanoHouzel_etal_2015_Table2
Dasyprocta prymnolopha,Cerebellum_N.n,673488085,HerculanoHouzel_etal_2015_Table2
Dasyprocta prymnolopha,Cerebellum_N.p.mg,253208,HerculanoHouzel_etal_2015_Table2
Dasyprocta prymnolopha,Cerebellum_O.n,155986915,HerculanoHouzel_etal_2015_Table2
Dasyprocta prymnolopha,Cerebellum_O.p.N,0.234,HerculanoHouzel_etal_2015_Table2
Dasyprocta prymnolopha,Cerebellum_O.p.mg,57945,HerculanoHouzel_etal_2015_Table2
Dasyprocta prymnolopha,Cerebellum_p.C.N,81.1945007384189,HerculanoHouzel_etal_2015_Table2
Dasyprocta prymnolopha,CerebralCortex_C.n,526850000,HerculanoHouzel_etal_2015_Table1
Dasyprocta prymnolopha,CerebralCortex_Mass.g,8.913,HerculanoHouzel_etal_2015_Table1
Dasyprocta prymnolopha,CerebralCortex_N.n,110641950,HerculanoHouzel_etal_2015_Table1
Dasyprocta prymnolopha,CerebralCortex_N.p.mg,13250,HerculanoHouzel_etal_2015_Table1
Dasyprocta prymnolopha,CerebralCortex_O.n,416208050,HerculanoHouzel_etal_2015_Table1
Dasyprocta prymnolopha,CerebralCortex_O.p.N,3.763,HerculanoHouzel_etal_2015_Table1
Dasyprocta prymnolopha,CerebralCortex_O.p.mg,49939,HerculanoHouzel_etal_2015_Table1
Dasyprocta prymnolopha,CerebralCortex_p.C.N,21.0006548353421,HerculanoHouzel_etal_2015_Table1
Dasyprocta prymnolopha,OlfactoryBulb_C.n,130720000,HerculanoHouzel_etal_2015_Table4
Dasyprocta prymnolopha,OlfactoryBulb_Mass.g,0.737,HerculanoHouzel_etal_2015_Table4
Dasyprocta prymnolopha,OlfactoryBulb_N.n,58124085,HerculanoHouzel_etal_2015_Table4
Dasyprocta prymnolopha,OlfactoryBulb_N.p.mg,88008,HerculanoHouzel_etal_2015_Table4
Dasyprocta prymnolopha,OlfactoryBulb_O.n,72595915,HerculanoHouzel_etal_2015_Table4
Dasyprocta prymnolopha,OlfactoryBulb_O.p.N,1.239,HerculanoHouzel_etal_2015_Table4
Dasyprocta prymnolopha,OlfactoryBulb_O.p.mg,107301,HerculanoHouzel_etal_2015_Table4
Dasyprocta prymnolopha,OlfactoryBulb_p.C.N,44.4645693084455,HerculanoHouzel_etal_2015_Table4
Dasyprocta prymnolopha,RoB_C.n,400040000,HerculanoHouzel_etal_2015_Table3
Dasyprocta prymnolopha,RoB_Mass.g,5.972,HerculanoHouzel_etal_2015_Table3
Dasyprocta prymnolopha,RoB_N.n,43204320,HerculanoHouzel_etal_2015_Table3
Dasyprocta prymnolopha,RoB_N.p.mg,6830,HerculanoHouzel_etal_2015_Table3
Dasyprocta prymnolopha,RoB_O.n,356835680,HerculanoHouzel_etal_2015_Table3
Dasyprocta prymnolopha,RoB_O.p.N,8.25925925925926,HerculanoHouzel_etal_2015_Table3
Dasyprocta prymnolopha,RoB_O.p.mg,56408,HerculanoHouzel_etal_2015_Table3
Dasyprocta prymnolopha,RoB_p.C.N,10.8,HerculanoHouzel_etal_2015_Table3
Dasyprocta prymnolopha,WholeBrain_C.n,1746790000,HerculanoHouzel_etal_2015_Table5
Dasyprocta prymnolopha,WholeBrain_Mass.g,17.628,HerculanoHouzel_etal_2015_Table5
Dasyprocta prymnolopha,WholeBrain_N.n,795112070,HerculanoHouzel_etal_2015_Table5
Dasyprocta prymnolopha,WholeBrain_N.p.mg,45105.0641025641,HerculanoHouzel_etal_2015_Table5
Dasyprocta prymnolopha,WholeBrain_O.n,951677930,HerculanoHouzel_etal_2015_Table5
Dasyprocta prymnolopha,WholeBrain_O.p.N,1.1969104305007,HerculanoHouzel_etal_2015_Table5
Dasyprocta prymnolopha,WholeBrain_O.p.mg,53986.7216927615,HerculanoHouzel_etal_2015_Table5
Dasyprocta prymnolopha,WholeBrain_p.C.N,45.5,HerculanoHouzel_etal_2015_Table5
Dendrohyrax dorsalis,Body_Mass.g,1150,HerculanoHouzel_etal_2015_Table5
Dendrohyrax dorsalis,Cerebellum_C.n,438500000,HerculanoHouzel_etal_2015_Table2
Dendrohyrax dorsalis,Cerebellum_I.n,2367900,DosSantos_etal_2020_unpublished_HerculanoHouzel_etal_2015_Table2
Dendrohyrax dorsalis,Cerebellum_I.p.C,0.0054,DosSantos_etal_2020_unpublished
Dendrohyrax dorsalis,Cerebellum_I.p.mg,1234.56725755996,DosSantos_etal_2020_unpublished_HerculanoHouzel_etal_2015_Table2_HerculanoHouzel_etal_2015_Table2
Dendrohyrax dorsalis,Cerebellum_Mass.g,1.918,HerculanoHouzel_etal_2015_Table2
Dendrohyrax dorsalis,Cerebellum_N.n,360929350,HerculanoHouzel_etal_2015_Table2
Dendrohyrax dorsalis,Cerebellum_N.p.mg,188180,HerculanoHouzel_etal_2015_Table2
Dendrohyrax dorsalis,Cerebellum_O.n,77570650,HerculanoHouzel_etal_2015_Table2
Dendrohyrax dorsalis,Cerebellum_O.p.N,0.215,HerculanoHouzel_etal_2015_Table2
Dendrohyrax dorsalis,Cerebellum_O.p.mg,40444,HerculanoHouzel_etal_2015_Table2
Dendrohyrax dorsalis,Cerebellum_p.C.N,82.31,HerculanoHouzel_etal_2015_Table2
Dendrohyrax dorsalis,CerebralCortexNoHippocampus_I.p.C,0.0479,DosSantos_etal_2020_unpublished
Dendrohyrax dorsalis,CerebralCortex_C.n,282500000,HerculanoHouzel_etal_2015_Table1
Dendrohyrax dorsalis,CerebralCortex_I.n,13842500,DosSantos_etal_2020_unpublished_HerculanoHouzel_etal_2015_Table1
Dendrohyrax dorsalis,CerebralCortex_I.p.C,0.049,DosSantos_etal_2020_unpublished
Dendrohyrax dorsalis,CerebralCortex_I.p.mg,1831.01851851852,DosSantos_etal_2020_unpublished_HerculanoHouzel_etal_2015_Table1_HerculanoHouzel_etal_2015_Table1
Dendrohyrax dorsalis,CerebralCortex_Mass.g,7.56,HerculanoHouzel_etal_2015_Table1
Dendrohyrax dorsalis,CerebralCortex_N.n,98960000,HerculanoHouzel_etal_2015_Table1
Dendrohyrax dorsalis,CerebralCortex_N.p.mg,13098,HerculanoHouzel_etal_2015_Table1
Dendrohyrax dorsalis,CerebralCortex_O.n,183540000,HerculanoHouzel_etal_2015_Table1
Dendrohyrax dorsalis,CerebralCortex_O.p.N,1.855,HerculanoHouzel_etal_2015_Table1
Dendrohyrax dorsalis,CerebralCortex_O.p.mg,24291,HerculanoHouzel_etal_2015_Table1
Dendrohyrax dorsalis,CerebralCortex_p.C.N,35.0300884955752,HerculanoHouzel_etal_2015_Table1
Dendrohyrax dorsalis,Hippocampus_I.p.C,0.0602,DosSantos_etal_2020_unpublished
Dendrohyrax dorsalis,RoB_C.n,197138000,HerculanoHouzel_etal_2015_Table3
Dendrohyrax dorsalis,RoB_I.n,10980586.6,DosSantos_etal_2020_unpublished_HerculanoHouzel_etal_2015_Table3
Dendrohyrax dorsalis,RoB_I.p.C,0.0557,DosSantos_etal_2020_unpublished
Dendrohyrax dorsalis,RoB_I.p.mg,3299.45510817308,DosSantos_etal_2020_unpublished_HerculanoHouzel_etal_2015_Table3_HerculanoHouzel_etal_2015_Table3
Dendrohyrax dorsalis,RoB_Mass.g,3.328,HerculanoHouzel_etal_2015_Table3
Dendrohyrax dorsalis,RoB_N.n,44671471,HerculanoHouzel_etal_2015_Table3
Dendrohyrax dorsalis,RoB_N.p.mg,13423,HerculanoHouzel_etal_2015_Table3
Dendrohyrax dorsalis,RoB_O.n,152466529,HerculanoHouzel_etal_2015_Table3
Dendrohyrax dorsalis,RoB_O.p.N,3.413,HerculanoHouzel_etal_2015_Table3
Dendrohyrax dorsalis,RoB_O.p.mg,45813,HerculanoHouzel_etal_2015_Table3
Dendrohyrax dorsalis,RoB_p.C.N,22.6600001014518,HerculanoHouzel_etal_2015_Table3
Dendrohyrax dorsalis,WholeBrain_C.n,918146834,HerculanoHouzel_etal_2015_Table5
Dendrohyrax dorsalis,WholeBrain_I.n,27177146.2864,DosSantos_etal_2020_unpublished_HerculanoHouzel_etal_2015_Table5
Dendrohyrax dorsalis,WholeBrain_I.p.C,0.0296,DosSantos_etal_2020_unpublished
Dendrohyrax dorsalis,WholeBrain_I.p.mg,2123.214553625,DosSantos_etal_2020_unpublished_HerculanoHouzel_etal_2015_Table5_HerculanoHouzel_etal_2015_Table5
Dendrohyrax dorsalis,WholeBrain_Mass.g,12.8,HerculanoHouzel_etal_2015_Table5
Dendrohyrax dorsalis,WholeBrain_N.n,504572834,HerculanoHouzel_etal_2015_Table5
Dendrohyrax dorsalis,WholeBrain_N.p.mg,39419.75265625,HerculanoHouzel_etal_2015_Table5
Dendrohyrax dorsalis,WholeBrain_O.n,413574000,HerculanoHouzel_etal_2015_Table5
Dendrohyrax dorsalis,WholeBrain_O.p.N,0.819651737334714,HerculanoHouzel_etal_2015_Table5
Dendrohyrax dorsalis,WholeBrain_O.p.mg,32310.46875,HerculanoHouzel_etal_2015_Table5
Dendrohyrax dorsalis,WholeBrain_p.C.N,54.9555708646053,HerculanoHouzel_etal_2015_Table5
Dendrolagus goodfellowi,Body_Mass.g,13608,DosSantos_etal_2017_TableS1
Dendrolagus goodfellowi,Cerebellum_I.p.C,0.0066,DosSantos_etal_2020_unpublished
Dendrolagus goodfellowi,Cerebellum_Mass.g,4.236,DosSantos_etal_2017_TableS1
Dendrolagus goodfellowi,Cerebellum_N.n,1240000000,DosSantos_etal_2017_TableS1
Dendrolagus goodfellowi,Cerebellum_N.p.mg,292025,DosSantos_etal_2017_TableS1
Dendrolagus goodfellowi,Cerebellum_O.p.N,0.249,DosSantos_etal_2017_TableS1
Dendrolagus goodfellowi,CerebralCortexGrey_N.n,188300000,DosSantos_etal_2017_TableS1
Dendrolagus goodfellowi,CerebralCortexGrey_N.p.mg,16599,DosSantos_etal_2017_TableS1
Dendrolagus goodfellowi,CerebralCortexGrey_O.p.N,2.721,DosSantos_etal_2017_TableS1
Dendrolagus goodfellowi,CerebralCortexNoHippocampus_I.p.C,0.0519,DosSantos_etal_2020_unpublished
Dendrolagus goodfellowi,CerebralCortex_I.p.C,0.0525,DosSantos_etal_2020_unpublished
Dendrolagus goodfellowi,CerebralCortex_Mass.g,19.57,DosSantos_etal_2017_TableS1
Dendrolagus goodfellowi,CerebralCortex_N.n,273430000,DosSantos_etal_2017_TableS1
Dendrolagus goodfellowi,CerebralCortex_N.p.mg,13972,DosSantos_etal_2017_TableS1
Dendrolagus goodfellowi,CerebralCortex_O.p.N,4.603,DosSantos_etal_2017_TableS1
Dendrolagus goodfellowi,Hippocampus_I.p.C,0.0614,DosSantos_etal_2020_unpublished
Dendrolagus goodfellowi,Hippocampus_Mass.g,1.29,DosSantos_etal_2017_TableS1
Dendrolagus goodfellowi,Hippocampus_N.n,18150000,DosSantos_etal_2017_TableS1
Dendrolagus goodfellowi,Hippocampus_N.p.mg,14073,DosSantos_etal_2017_TableS1
Dendrolagus goodfellowi,Hippocampus_O.p.N,4.552,DosSantos_etal_2017_TableS1
Dendrolagus goodfellowi,MesencephalonDiencephalonStriatum_Mass.g,5.066,DosSantos_etal_2017_TableS1
Dendrolagus goodfellowi,MesencephalonDiencephalonStriatum_N.n,29630000,DosSantos_etal_2017_TableS1
Dendrolagus goodfellowi,MesencephalonDiencephalonStriatum_N.p.mg,5849,DosSantos_etal_2017_TableS1
Dendrolagus goodfellowi,MesencephalonDiencephalonStriatum_O.p.N,12.021,DosSantos_etal_2017_TableS1
Dendrolagus goodfellowi,PonsMedulla_Mass.g,2.676,DosSantos_etal_2017_TableS1
Dendrolagus goodfellowi,PonsMedulla_N.n,8230000,DosSantos_etal_2017_TableS1
Dendrolagus goodfellowi,PonsMedulla_N.p.mg,3075,DosSantos_etal_2017_TableS1
Dendrolagus goodfellowi,PonsMedulla_O.p.N,15.077,DosSantos_etal_2017_TableS1
Dendrolagus goodfellowi,RoB_I.p.C,0.0573,DosSantos_etal_2020_unpublished
Dendrolagus goodfellowi,RoB_Mass.g,7.742,DosSantos_etal_2017_TableS1
Dendrolagus goodfellowi,RoB_N.n,37860000,DosSantos_etal_2017_TableS1
Dendrolagus goodfellowi,RoB_N.p.mg,4890,DosSantos_etal_2017_TableS1
Dendrolagus goodfellowi,RoB_O.p.N,12.685,DosSantos_etal_2017_TableS1
Dendrolagus goodfellowi,WholeBrain_I.p.C,0.0335,DosSantos_etal_2020_unpublished
Dendrolagus goodfellowi,WholeBrain_Mass.g,31.548,DosSantos_etal_2017_TableS1
Dendrolagus goodfellowi,WholeBrain_N.n,1550000000,DosSantos_etal_2017_TableS1
Dendrolagus goodfellowi,WholeBrain_N.p.mg,49131.4821858755,DosSantos_etal_2017_TableS1
Dendrolagus goodfellowi,WholeBrain_O.p.N,1.322,DosSantos_etal_2017_TableS1
Didelphis aurita,Body_Mass.g,1200,DosSantos_etal_2017_TableS1
Didelphis aurita,Cerebellum_I.p.C,0.0143,DosSantos_etal_2020_unpublished
Didelphis aurita,Cerebellum_Mass.g,0.778,DosSantos_etal_2017_TableS1
Didelphis aurita,Cerebellum_N.n,334260000,DosSantos_etal_2017_TableS1
Didelphis aurita,Cerebellum_N.p.mg,429647,DosSantos_etal_2017_TableS1
Didelphis aurita,Cerebellum_O.p.N,0.122,DosSantos_etal_2017_TableS1
Didelphis aurita,CerebralCortexGrey_N.n,31490000,DosSantos_etal_2017_TableS1
Didelphis aurita,CerebralCortexGrey_N.p.mg,21901,DosSantos_etal_2017_TableS1
Didelphis aurita,CerebralCortexGrey_O.p.N,2.35,DosSantos_etal_2017_TableS1
Didelphis aurita,CerebralCortexNoHippocampus_I.p.C,0.0742,DosSantos_etal_2020_unpublished
Didelphis aurita,CerebralCortex_I.p.C,0.0718,DosSantos_etal_2020_unpublished
Didelphis aurita,CerebralCortex_Mass.g,2.136,DosSantos_etal_2017_TableS1
Didelphis aurita,CerebralCortex_N.n,42500000,DosSantos_etal_2017_TableS1
Didelphis aurita,CerebralCortex_N.p.mg,19897,DosSantos_etal_2017_TableS1
Didelphis aurita,CerebralCortex_O.p.N,2.847,DosSantos_etal_2017_TableS1
Didelphis aurita,DiencephalonStriatum_Mass.g,0.36,DosSantos_etal_2017_TableS1
Didelphis aurita,DiencephalonStriatum_N.n,5270000,DosSantos_etal_2017_TableS1
Didelphis aurita,DiencephalonStriatum_N.p.mg,14636,DosSantos_etal_2017_TableS1
Didelphis aurita,DiencephalonStriatum_O.p.N,4.139,DosSantos_etal_2017_TableS1
Didelphis aurita,Hippocampus_I.p.C,0.0616,DosSantos_etal_2020_unpublished
Didelphis aurita,Hippocampus_Mass.g,0.386,DosSantos_etal_2017_TableS1
Didelphis aurita,Hippocampus_N.n,7230000,DosSantos_etal_2017_TableS1
Didelphis aurita,Hippocampus_N.p.mg,18731,DosSantos_etal_2017_TableS1
Didelphis aurita,Hippocampus_O.p.N,3.149,DosSantos_etal_2017_TableS1
Didelphis aurita,MesencephalonDiencephalonStriatum_Mass.g,0.86,DosSantos_etal_2017_TableS1
Didelphis aurita,MesencephalonDiencephalonStriatum_N.n,11510000,DosSantos_etal_2017_TableS1
Didelphis aurita,MesencephalonDiencephalonStriatum_N.p.mg,13384,DosSantos_etal_2017_TableS1
Didelphis aurita,MesencephalonDiencephalonStriatum_O.p.N,5.001,DosSantos_etal_2017_TableS1
Didelphis aurita,Mesencephalon_Mass.g,0.5,DosSantos_etal_2017_TableS1
Didelphis aurita,Mesencephalon_N.n,6240000,DosSantos_etal_2017_TableS1
Didelphis aurita,Mesencephalon_N.p.mg,12482,DosSantos_etal_2017_TableS1
Didelphis aurita,Mesencephalon_O.p.N,5.729,DosSantos_etal_2017_TableS1
Didelphis aurita,OlfactoryBulb_Mass.g,0.342,DosSantos_etal_2017_TableS1
Didelphis aurita,OlfactoryBulb_N.n,31340000,DosSantos_etal_2017_TableS1
Didelphis aurita,OlfactoryBulb_N.p.mg,91646,DosSantos_etal_2017_TableS1
Didelphis aurita,OlfactoryBulb_O.p.N,1.273,DosSantos_etal_2017_TableS1
Didelphis aurita,PonsMedulla_Mass.g,0.518,DosSantos_etal_2017_TableS1
Didelphis aurita,PonsMedulla_N.n,4220000,DosSantos_etal_2017_TableS1
Didelphis aurita,PonsMedulla_N.p.mg,8152,DosSantos_etal_2017_TableS1
Didelphis aurita,PonsMedulla_O.p.N,8.251,DosSantos_etal_2017_TableS1
Didelphis aurita,RoB_I.p.C,0.077,DosSantos_etal_2020_unpublished
Didelphis aurita,RoB_Mass.g,1.378,DosSantos_etal_2017_TableS1
Didelphis aurita,RoB_N.n,15730000,DosSantos_etal_2017_TableS1
Didelphis aurita,RoB_N.p.mg,11417,DosSantos_etal_2017_TableS1
