species	reference	group	specimen	region	cell_type	measure	value	units
Mus musculus	BarbeitoAndres_etal_2019	LP	19	Cortex		absolute_volume	141.29555525	mm3
Mus musculus	BarbeitoAndres_etal_2019	LP	19	Hypothalamus		absolute_volume	11.959157875	mm3
Mus musculus	BarbeitoAndres_etal_2019	LP	19	Third_ventricle		absolute_volume	0.904618375	mm3
Mus musculus	BarbeitoAndres_etal_2019	LP	19	Hippocampus		absolute_volume	34.020175875	mm3
Mus musculus	BarbeitoAndres_etal_2019	LP	19	Thalamus		absolute_volume	14.528823375	mm3
Mus musculus	BarbeitoAndres_etal_2019	LP	19	Fimbria		absolute_volume	1.941410625	mm3
Mus musculus	BarbeitoAndres_etal_2019	LP	19	Total		absolute_volume	352.656984875	mm3
Mus musculus	BarbeitoAndres_etal_2019	LP	21	Olfactory_bulbs		absolute_volume	25.681206625	mm3
Mus musculus	BarbeitoAndres_etal_2019	LP	21	Cerebellum		absolute_volume	56.62018575	mm3
Mus musculus	BarbeitoAndres_etal_2019	LP	21	Corpus_callosum		absolute_volume	5.056937	mm3
Mus musculus	BarbeitoAndres_etal_2019	LP	21	Midbrain		absolute_volume	26.343791875	mm3
Mus musculus	BarbeitoAndres_etal_2019	LP	21	Lateral_ventricle		absolute_volume	2.847745625	mm3
Mus musculus	BarbeitoAndres_etal_2019	LP	21	Striatum		absolute_volume	38.2600365	mm3
Mus musculus	BarbeitoAndres_etal_2019	LP	21	Cortex		absolute_volume	132.68022674999995	mm3
Mus musculus	BarbeitoAndres_etal_2019	LP	21	Hypothalamus		absolute_volume	9.14746	mm3
Mus musculus	BarbeitoAndres_etal_2019	LP	21	Third_ventricle		absolute_volume	1.041941875	mm3
Mus musculus	BarbeitoAndres_etal_2019	LP	21	Hippocampus		absolute_volume	29.51253125	mm3
Mus musculus	BarbeitoAndres_etal_2019	LP	21	Thalamus		absolute_volume	10.851987875	mm3
Mus musculus	BarbeitoAndres_etal_2019	LP	21	Fimbria		absolute_volume	1.31658875	mm3
Mus musculus	BarbeitoAndres_etal_2019	LP	21	Total		absolute_volume	339.360639875	mm3
Mus musculus	BarbeitoAndres_etal_2019	LP	23	Olfactory_bulbs		absolute_volume	21.752038	mm3
Mus musculus	BarbeitoAndres_etal_2019	LP	23	Cerebellum		absolute_volume	60.480691875000005	mm3
Mus musculus	BarbeitoAndres_etal_2019	LP	23	Corpus_callosum		absolute_volume	6.8593075	mm3
Mus musculus	BarbeitoAndres_etal_2019	LP	23	Midbrain		absolute_volume	31.74575525	mm3
Mus musculus	BarbeitoAndres_etal_2019	LP	23	Lateral_ventricle		absolute_volume	3.783261625	mm3
Mus musculus	BarbeitoAndres_etal_2019	LP	23	Striatum		absolute_volume	42.37287525	mm3
Mus musculus	BarbeitoAndres_etal_2019	LP	23	Cortex		absolute_volume	146.500117875	mm3
Mus musculus	BarbeitoAndres_etal_2019	LP	23	Hypothalamus		absolute_volume	8.453976375	mm3
Mus musculus	BarbeitoAndres_etal_2019	LP	23	Third_ventricle		absolute_volume	0.849689	mm3
Mus musculus	BarbeitoAndres_etal_2019	LP	23	Hippocampus		absolute_volume	31.998087	mm3
Mus musculus	BarbeitoAndres_etal_2019	LP	23	Thalamus		absolute_volume	11.265675125	mm3
Mus musculus	BarbeitoAndres_etal_2019	LP	23	Fimbria		absolute_volume	2.0135055	mm3
Mus musculus	BarbeitoAndres_etal_2019	LP	23	Total		absolute_volume	368.07498037500005	mm3
