"Bulbus_olfactoris_Baron87","Retrobulbar_cortex","Prepiriform_cortex","Tuberculum_olfactorium","Tractus_olfactorius_lateralis","Commissura_anterior","Substantia_innominata"
"BOL","RB","PRPI","TOL","TRL","COA","SIN"
