"Species","Measure","Units","n_sources","n_teams","pooled","spread_max_over_min","flag","per_source"
"Galago senegalensis group","Body_Mass","g",242,1,"185.2145","3.46","DISAGREEMENT>2x","Isler2008(Isler,secondary)=198.0 | Isler2008(Isler,secondary)=170.0 | Isler2008(Isler,secondary)=198.0 | Isler2008(Isler,secondary)=170.0 | Isler2008(Isler,secondary)=142.0 | Isler2008(Isler,secondary)=142.0 | Isler2008(Isler,secondary)=113.0 | Isler2008(Isler,secondary)=142.0 | Isler2008(Isler,secondary)=85.0 | Isler2008(Isler,secondary)=113.0 | Isler2008(Isler,secondary)=85.0 | Isler2008(Isler,secondary)=170.0 | Isler2008(Isler,secondary)=142.0 | Isler2008(Isler,secondary)=142.0 | Isler2008(Isler,secondary)=113.0 | Isler2008(Isler,secondary)=142.0 | Isler2008(Isler,secondary)=142.0 | Isler2008(Isler,secondary)=113.0 | Isler2008(Isler,secondary)=170.0 | Isler2008(Isler,secondary)=142.0 | Isler2008(Isler,secondary)=142.0 | Isler2008(Isler,secondary)=142.0 | Isler2008(Isler,secondary)=170.4 | Isler2008(Isler,secondary)=142.0 | Isler2008(Isler,secondary)=142.0 | Isler2008(Isler,secondary)=113.0 | Isler2008(Isler,secondary)=170.0 | Isler2008(Isler,secondary)=170.0 | Isler2008(Isler,secondary)=92.0 | Isler2008(Isler,secondary)=156.0 | Isler2008(Isler,secondary)=155.0 | Isler2008(Isler,secondary)=146.0 | Isler2008(Isler,secondary)=164.0 | Isler2008(Isler,secondary)=161.0 | Isler2008(Isler,secondary)=150.0 | Isler2008(Isler,secondary)=183.0 | Isler2008(Isler,secondary)=174.0 | Isler2008(Isler,secondary)=137.0 | Isler2008(Isler,secondary)=173.0 | Isler2008(Isler,secondary)=137.0 | Isler2008(Isler,secondary)=140.0 | Isler2008(Isler,secondary)=125.0 | Isler2008(Isler,secondary)=188.0 | Isler2008(Isler,secondary)=157.0 | Isler2008(Isler,secondary)=155.0 | Isler2008(Isler,secondary)=140.0 | Isler2008(Isler,secondary)=190.0 | Isler2008(Isler,secondary)=104.5 | Isler2008(Isler,secondary)=214.0 | Isler2008(Isler,secondary)=174.0 | Isler2008(Isler,secondary)=183.0 | Isler2008(Isler,secondary)=180.0 | Isler2008(Isler,secondary)=163.0 | Isler2008(Isler,secondary)=192.0 | Isler2008(Isler,secondary)=113.0 | Isler2008(Isler,secondary)=205.0 | Isler2008(Isler,secondary)=166.0 | Isler2008(Isler,secondary)=208.0 | Isler2008(Isler,secondary)=161.0 | Isler2008(Isler,secondary)=184.0 | Isler2008(Isler,secondary)=180.0 | Isler2008(Isler,secondary)=186.0 | Isler2008(Isler,secondary)=155.0 | Isler2008(Isler,secondary)=176.0 | Isler2008(Isler,secondary)=235.0 | Isler2008(Isler,secondary)=184.0 | Isler2008(Isler,secondary)=184.0 | Isler2008(Isler,secondary)=184.0 | Isler2008(Isler,secondary)=185.0 | Isler2008(Isler,secondary)=164.0 | Isler2008(Isler,secondary)=142.0 | Isler2008(Isler,secondary)=232.0 | Isler2008(Isler,secondary)=188.0 | Isler2008(Isler,secondary)=206.0 | Isler2008(Isler,secondary)=209.0 | Isler2008(Isler,secondary)=207.0 | Isler2008(Isler,secondary)=236.0 | Isler2008(Isler,secondary)=152.0 | Isler2008(Isler,secondary)=229.0 | Isler2008(Isler,secondary)=234.0 | Isler2008(Isler,secondary)=202.0 | Isler2008(Isler,secondary)=200.0 | Isler2008(Isler,secondary)=211.0 | Isler2008(Isler,secondary)=201.0 | Isler2008(Isler,secondary)=152.0 | Isler2008(Isler,secondary)=205.0 | Isler2008(Isler,secondary)=194.0 | Isler2008(Isler,secondary)=198.0 | Isler2008(Isler,secondary)=237.0 | Isler2008(Isler,secondary)=201.0 | Isler2008(Isler,secondary)=246.0 | Isler2008(Isler,secondary)=173.0 | Isler2008(Isler,secondary)=180.0 | Isler2008(Isler,secondary)=134.0 | Isler2008(Isler,secondary)=145.0 | Isler2008(Isler,secondary)=165.0 | Isler2008(Isler,secondary)=168.0 | Isler2008(Isler,secondary)=112.0 | Isler2008(Isler,secondary)=177.0 | Isler2008(Isler,secondary)=214.0 | Isler2008(Isler,secondary)=294.0 | Isler2008(Isler,secondary)=153.0 | Isler2008(Isler,secondary)=160.0 | Isler2008(Isler,secondary)=145.0 | Isler2008(Isler,secondary)=200.0 | Isler2008(Isler,secondary)=157.0 | Isler2008(Isler,secondary)=190.0 | Isler2008(Isler,secondary)=164.0 | Isler2008(Isler,secondary)=226.0 | Isler2008(Isler,secondary)=150.0 | Isler2008(Isler,secondary)=181.0 | Isler2008(Isler,secondary)=177.0 | Isler2008(Isler,secondary)=212.0 | Isler2008(Isler,secondary)=212.0 | Isler2008(Isler,secondary)=175.0 | Isler2008(Isler,secondary)=147.0 | Isler2008(Isler,secondary)=175.0 | Isler2008(Isler,secondary)=205.0 | Isler2008(Isler,secondary)=217.0 | Isler2008(Isler,secondary)=197.0 | Isler2008(Isler,secondary)=218.0 | Isler2008(Isler,secondary)=142.0 | Isler2008(Isler,secondary)=256.0 | Isler2008(Isler,secondary)=154.0 | Isler2008(Isler,secondary)=206.0 | Isler2008(Isler,secondary)=169.0 | Isler2008(Isler,secondary)=148.0 | Isler2008(Isler,secondary)=254.0 | Isler2008(Isler,secondary)=153.0 | Isler2008(Isler,secondary)=198.0 | Isler2008(Isler,secondary)=206.0 | Isler2008(Isler,secondary)=194.0 | Isler2008(Isler,secondary)=197.0 | Isler2008(Isler,secondary)=178.0 | Isler2008(Isler,secondary)=142.0 | Isler2008(Isler,secondary)=232.0 | Isler2008(Isler,secondary)=167.0 | Isler2008(Isler,secondary)=181.0 | Isler2008(Isler,secondary)=183.0 | Isler2008(Isler,secondary)=151.0 | Isler2008(Isler,secondary)=216.0 | Isler2008(Isler,secondary)=184.0 | Isler2008(Isler,secondary)=178.0 | Isler2008(Isler,secondary)=174.0 | Isler2008(Isler,secondary)=220.0 | Isler2008(Isler,secondary)=162.0 | Isler2008(Isler,secondary)=173.0 | Isler2008(Isler,secondary)=208.0 | Isler2008(Isler,secondary)=175.0 | Isler2008(Isler,secondary)=212.0 | Isler2008(Isler,secondary)=201.0 | Isler2008(Isler,secondary)=216.0 | Isler2008(Isler,secondary)=202.0 | Isler2008(Isler,secondary)=215.0 | Isler2008(Isler,secondary)=223.0 | Isler2008(Isler,secondary)=195.0 | Isler2008(Isler,secondary)=211.0 | Isler2008(Isler,secondary)=217.0 | Isler2008(Isler,secondary)=175.0 | Isler2008(Isler,secondary)=167.0 | Isler2008(Isler,secondary)=175.0 | Isler2008(Isler,secondary)=194.0 | Isler2008(Isler,secondary)=231.0 | Isler2008(Isler,secondary)=209.0 | Isler2008(Isler,secondary)=170.0 | Isler2008(Isler,secondary)=220.0 | Isler2008(Isler,secondary)=212.0 | Isler2008(Isler,secondary)=183.0 | Isler2008(Isler,secondary)=240.0 | Isler2008(Isler,secondary)=236.0 | Isler2008(Isler,secondary)=228.0 | Isler2008(Isler,secondary)=232.0 | Isler2008(Isler,secondary)=212.0 | Isler2008(Isler,secondary)=177.0 | Isler2008(Isler,secondary)=200.0 | Isler2008(Isler,secondary)=213.0 | Isler2008(Isler,secondary)=202.0 | Isler2008(Isler,secondary)=205.0 | Isler2008(Isler,secondary)=202.0 | Isler2008(Isler,secondary)=172.0 | Isler2008(Isler,secondary)=154.0 | Isler2008(Isler,secondary)=220.0 | Isler2008(Isler,secondary)=182.0 | Isler2008(Isler,secondary)=134.0 | Isler2008(Isler,secondary)=135.0 | Isler2008(Isler,secondary)=181.0 | Isler2008(Isler,secondary)=190.0 | Isler2008(Isler,secondary)=232.0 | Isler2008(Isler,secondary)=236.0 | Isler2008(Isler,secondary)=186.0 | Isler2008(Isler,secondary)=188.0 | Isler2008(Isler,secondary)=237.0 | Isler2008(Isler,secondary)=193.0 | Isler2008(Isler,secondary)=214.0 | Isler2008(Isler,secondary)=245.0 | Isler2008(Isler,secondary)=248.0 | Isler2008(Isler,secondary)=206.0 | Isler2008(Isler,secondary)=168.0 | Isler2008(Isler,secondary)=140.0 | Isler2008(Isler,secondary)=175.0 | Isler2008(Isler,secondary)=213.0 | Isler2008(Isler,secondary)=158.0 | Isler2008(Isler,secondary)=177.0 | Isler2008(Isler,secondary)=183.0 | Isler2008(Isler,secondary)=264.0 | Isler2008(Isler,secondary)=220.0 | Isler2008(Isler,secondary)=190.0 | Isler2008(Isler,secondary)=237.0 | Isler2008(Isler,secondary)=204.0 | Isler2008(Isler,secondary)=205.0 | Isler2008(Isler,secondary)=201.0 | Isler2008(Isler,secondary)=181.0 | Isler2008(Isler,secondary)=204.0 | Isler2008(Isler,secondary)=218.0 | Isler2008(Isler,secondary)=237.0 | Isler2008(Isler,secondary)=212.0 | Isler2008(Isler,secondary)=194.0 | Isler2008(Isler,secondary)=149.0 | Isler2008(Isler,secondary)=221.0 | Isler2008(Isler,secondary)=185.0 | Isler2008(Isler,secondary)=226.0 | Isler2008(Isler,secondary)=180.0 | Isler2008(Isler,secondary)=220.0 | Isler2008(Isler,secondary)=210.0 | Isler2008(Isler,secondary)=187.0 | Isler2008(Isler,secondary)=175.0 | Isler2008(Isler,secondary)=181.0 | Isler2008(Isler,secondary)=195.0 | Isler2008(Isler,secondary)=207.0 | Isler2008(Isler,secondary)=235.0 | Isler2008(Isler,secondary)=185.0 | Isler2008(Isler,secondary)=208.0 | Isler2008(Isler,secondary)=232.0 | Isler2008(Isler,secondary)=204.0 | Isler2008(Isler,secondary)=169.0 | Isler2008(Isler,secondary)=236.0 | Isler2008(Isler,secondary)=271.0 | Isler2008(Isler,secondary)=228.0 | Isler2008(Isler,secondary)=258.0 | Isler2008(Isler,secondary)=218.0 | Isler2008(Isler,secondary)=159.0 | Isler2008(Isler,secondary)=239.0"
"Cebus apella group","Body_Mass","g",218,1,"2633.6422","3.37","DISAGREEMENT>2x","Isler2008(Isler,secondary)=1920.0 | Isler2008(Isler,secondary)=2500.0 | Isler2008(Isler,secondary)=2400.0 | Isler2008(Isler,secondary)=2050.0 | Isler2008(Isler,secondary)=2100.0 | Isler2008(Isler,secondary)=2000.0 | Isler2008(Isler,secondary)=2750.0 | Isler2008(Isler,secondary)=2350.0 | Isler2008(Isler,secondary)=2700.0 | Isler2008(Isler,secondary)=1900.0 | Isler2008(Isler,secondary)=2460.0 | Isler2008(Isler,secondary)=3200.0 | Isler2008(Isler,secondary)=2200.0 | Isler2008(Isler,secondary)=2300.0 | Isler2008(Isler,secondary)=3010.0 | Isler2008(Isler,secondary)=2420.0 | Isler2008(Isler,secondary)=1650.0 | Isler2008(Isler,secondary)=2550.0 | Isler2008(Isler,secondary)=3800.0 | Isler2008(Isler,secondary)=3700.0 | Isler2008(Isler,secondary)=3175.0 | Isler2008(Isler,secondary)=1814.0 | Isler2008(Isler,secondary)=2300.0 | Isler2008(Isler,secondary)=2750.0 | Isler2008(Isler,secondary)=3580.0 | Isler2008(Isler,secondary)=3300.0 | Isler2008(Isler,secondary)=2800.0 | Isler2008(Isler,secondary)=3200.0 | Isler2008(Isler,secondary)=4200.0 | Isler2008(Isler,secondary)=2350.0 | Isler2008(Isler,secondary)=3750.0 | Isler2008(Isler,secondary)=3300.0 | Isler2008(Isler,secondary)=3400.0 | Isler2008(Isler,secondary)=3300.0 | Isler2008(Isler,secondary)=2250.0 | Isler2008(Isler,secondary)=4300.0 | Isler2008(Isler,secondary)=3550.0 | Isler2008(Isler,secondary)=4000.0 | Isler2008(Isler,secondary)=2420.0 | Isler2008(Isler,secondary)=4150.0 | Isler2008(Isler,secondary)=4290.0 | Isler2008(Isler,secondary)=2550.0 | Isler2008(Isler,secondary)=3000.0 | Isler2008(Isler,secondary)=3000.0 | Isler2008(Isler,secondary)=2000.0 | Isler2008(Isler,secondary)=3000.0 | Isler2008(Isler,secondary)=4000.0 | Isler2008(Isler,secondary)=3500.0 | Isler2008(Isler,secondary)=3500.0 | Isler2008(Isler,secondary)=4000.0 | Isler2008(Isler,secondary)=3130.0 | Isler2008(Isler,secondary)=2600.0 | Isler2008(Isler,secondary)=1290.0 | Isler2008(Isler,secondary)=3600.0 | Isler2008(Isler,secondary)=2950.0 | Isler2008(Isler,secondary)=1665.0 | Isler2008(Isler,secondary)=3000.0 | Isler2008(Isler,secondary)=2900.0 | Isler2008(Isler,secondary)=2000.0 | Isler2008(Isler,secondary)=3600.0 | Isler2008(Isler,secondary)=1950.0 | Isler2008(Isler,secondary)=1700.0 | Isler2008(Isler,secondary)=2800.0 | Isler2008(Isler,secondary)=2500.0 | Isler2008(Isler,secondary)=1500.0 | Isler2008(Isler,secondary)=2000.0 | Isler2008(Isler,secondary)=1500.0 | Isler2008(Isler,secondary)=1700.0 | Isler2008(Isler,secondary)=2500.0 | Isler2008(Isler,secondary)=2000.0 | Isler2008(Isler,secondary)=2000.0 | Isler2008(Isler,secondary)=2000.0 | Isler2008(Isler,secondary)=2500.0 | Isler2008(Isler,secondary)=2850.0 | Isler2008(Isler,secondary)=1910.0 | Isler2008(Isler,secondary)=1715.0 | Isler2008(Isler,secondary)=2400.0 | Isler2008(Isler,secondary)=1900.0 | Isler2008(Isler,secondary)=1650.0 | Isler2008(Isler,secondary)=2100.0 | Isler2008(Isler,secondary)=2000.0 | Isler2008(Isler,secondary)=3000.0 | Isler2008(Isler,secondary)=2600.0 | Isler2008(Isler,secondary)=2550.0 | Isler2008(Isler,secondary)=2150.0 | Isler2008(Isler,secondary)=1850.0 | Isler2008(Isler,secondary)=2150.0 | Isler2008(Isler,secondary)=1600.0 | Isler2008(Isler,secondary)=2800.0 | Isler2008(Isler,secondary)=2850.0 | Isler2008(Isler,secondary)=3500.0 | Isler2008(Isler,secondary)=2800.0 | Isler2008(Isler,secondary)=3000.0 | Isler2008(Isler,secondary)=3150.0 | Isler2008(Isler,secondary)=3500.0 | Isler2008(Isler,secondary)=2800.0 | Isler2008(Isler,secondary)=2150.0 | Isler2008(Isler,secondary)=3450.0 | Isler2008(Isler,secondary)=3550.0 | Isler2008(Isler,secondary)=3600.0 | Isler2008(Isler,secondary)=3150.0 | Isler2008(Isler,secondary)=2250.0 | Isler2008(Isler,secondary)=2150.0 | Isler2008(Isler,secondary)=1550.0 | Isler2008(Isler,secondary)=2150.0 | Isler2008(Isler,secondary)=1900.0 | Isler2008(Isler,secondary)=2200.0 | Isler2008(Isler,secondary)=2000.0 | Isler2008(Isler,secondary)=2400.0 | Isler2008(Isler,secondary)=1750.0 | Isler2008(Isler,secondary)=1800.0 | Isler2008(Isler,secondary)=1900.0 | Isler2008(Isler,secondary)=1900.0 | Isler2008(Isler,secondary)=1900.0 | Isler2008(Isler,secondary)=1850.0 | Isler2008(Isler,secondary)=2000.0 | Isler2008(Isler,secondary)=1750.0 | Isler2008(Isler,secondary)=1600.0 | Isler2008(Isler,secondary)=2500.0 | Isler2008(Isler,secondary)=2000.0 | Isler2008(Isler,secondary)=2250.0 | Isler2008(Isler,secondary)=3330.0 | Isler2008(Isler,secondary)=3800.0 | Isler2008(Isler,secondary)=2600.0 | Isler2008(Isler,secondary)=2700.0 | Isler2008(Isler,secondary)=2430.0 | Isler2008(Isler,secondary)=3050.0 | Isler2008(Isler,secondary)=2900.0 | Isler2008(Isler,secondary)=2700.0 | Isler2008(Isler,secondary)=3500.0 | Isler2008(Isler,secondary)=3150.0 | Isler2008(Isler,secondary)=3200.0 | Isler2008(Isler,secondary)=2600.0 | Isler2008(Isler,secondary)=3500.0 | Isler2008(Isler,secondary)=3350.0 | Isler2008(Isler,secondary)=3150.0 | Isler2008(Isler,secondary)=3600.0 | Isler2008(Isler,secondary)=3350.0 | Isler2008(Isler,secondary)=3550.0 | Isler2008(Isler,secondary)=3350.0 | Isler2008(Isler,secondary)=2850.0 | Isler2008(Isler,secondary)=4150.0 | Isler2008(Isler,secondary)=3800.0 | Isler2008(Isler,secondary)=4000.0 | Isler2008(Isler,secondary)=2050.0 | Isler2008(Isler,secondary)=3100.0 | Isler2008(Isler,secondary)=2400.0 | Isler2008(Isler,secondary)=3100.0 | Isler2008(Isler,secondary)=1350.0 | Isler2008(Isler,secondary)=1600.0 | Isler2008(Isler,secondary)=2050.0 | Isler2008(Isler,secondary)=2300.0 | Isler2008(Isler,secondary)=1710.0 | Isler2008(Isler,secondary)=1820.0 | Isler2008(Isler,secondary)=1380.0 | Isler2008(Isler,secondary)=2300.0 | Isler2008(Isler,secondary)=2100.0 | Isler2008(Isler,secondary)=2250.0 | Isler2008(Isler,secondary)=2100.0 | Isler2008(Isler,secondary)=2525.0 | Isler2008(Isler,secondary)=2250.0 | Isler2008(Isler,secondary)=2800.0 | Isler2008(Isler,secondary)=2950.0 | Isler2008(Isler,secondary)=3000.0 | Isler2008(Isler,secondary)=2700.0 | Isler2008(Isler,secondary)=2450.0 | Isler2008(Isler,secondary)=2450.0 | Isler2008(Isler,secondary)=2500.0 | Isler2008(Isler,secondary)=2400.0 | Isler2008(Isler,secondary)=2050.0 | Isler2008(Isler,secondary)=2000.0 | Isler2008(Isler,secondary)=1890.0 | Isler2008(Isler,secondary)=3650.0 | Isler2008(Isler,secondary)=2200.0 | Isler2008(Isler,secondary)=1950.0 | Isler2008(Isler,secondary)=1600.0 | Isler2008(Isler,secondary)=1800.0 | Isler2008(Isler,secondary)=2650.0 | Isler2008(Isler,secondary)=3750.0 | Isler2008(Isler,secondary)=4000.0 | Isler2008(Isler,secondary)=3650.0 | Isler2008(Isler,secondary)=3900.0 | Isler2008(Isler,secondary)=4000.0 | Isler2008(Isler,secondary)=3450.0 | Isler2008(Isler,secondary)=4000.0 | Isler2008(Isler,secondary)=3800.0 | Isler2008(Isler,secondary)=3050.0 | Isler2008(Isler,secondary)=4350.0 | Isler2008(Isler,secondary)=2850.0 | Isler2008(Isler,secondary)=1900.0 | Isler2008(Isler,secondary)=2000.0 | Isler2008(Isler,secondary)=1900.0 | Isler2008(Isler,secondary)=3000.0 | Isler2008(Isler,secondary)=2500.0 | Isler2008(Isler,secondary)=2850.0 | Isler2008(Isler,secondary)=1600.0 | Isler2008(Isler,secondary)=2400.0 | Isler2008(Isler,secondary)=2500.0 | Isler2008(Isler,secondary)=2500.0 | Isler2008(Isler,secondary)=2550.0 | Isler2008(Isler,secondary)=2300.0 | Isler2008(Isler,secondary)=2350.0 | Isler2008(Isler,secondary)=2250.0 | Isler2008(Isler,secondary)=2500.0 | Isler2008(Isler,secondary)=2100.0 | Isler2008(Isler,secondary)=2100.0 | Isler2008(Isler,secondary)=2350.0 | Isler2008(Isler,secondary)=1550.0 | Isler2008(Isler,secondary)=2050.0 | Isler2008(Isler,secondary)=2250.0 | Isler2008(Isler,secondary)=2200.0 | Isler2008(Isler,secondary)=3050.0 | Isler2008(Isler,secondary)=2500.0 | Isler2008(Isler,secondary)=2850.0 | Isler2008(Isler,secondary)=3300.0 | Isler2008(Isler,secondary)=2100.0 | Isler2008(Isler,secondary)=3150.0 | Isler2008(Isler,secondary)=2050.0"
"Macaca fascicularis group","Body_Mass","g",93,1,"4501.7613","4.05","DISAGREEMENT>2x","Isler2008(Isler,secondary)=8505.0 | Isler2008(Isler,secondary)=4763.0 | Isler2008(Isler,secondary)=4082.0 | Isler2008(Isler,secondary)=5103.0 | Isler2008(Isler,secondary)=3629.0 | Isler2008(Isler,secondary)=4309.0 | Isler2008(Isler,secondary)=4763.0 | Isler2008(Isler,secondary)=5897.0 | Isler2008(Isler,secondary)=6690.0 | Isler2008(Isler,secondary)=5148.0 | Isler2008(Isler,secondary)=2835.0 | Isler2008(Isler,secondary)=2948.0 | Isler2008(Isler,secondary)=4082.0 | Isler2008(Isler,secondary)=3856.0 | Isler2008(Isler,secondary)=3175.0 | Isler2008(Isler,secondary)=3402.0 | Isler2008(Isler,secondary)=2948.0 | Isler2008(Isler,secondary)=2722.0 | Isler2008(Isler,secondary)=2722.0 | Isler2008(Isler,secondary)=2495.0 | Isler2008(Isler,secondary)=3175.0 | Isler2008(Isler,secondary)=3629.0 | Isler2008(Isler,secondary)=2722.0 | Isler2008(Isler,secondary)=3175.0 | Isler2008(Isler,secondary)=3515.0 | Isler2008(Isler,secondary)=3175.0 | Isler2008(Isler,secondary)=3969.0 | Isler2008(Isler,secondary)=4309.0 | Isler2008(Isler,secondary)=2835.0 | Isler2008(Isler,secondary)=3175.0 | Isler2008(Isler,secondary)=2948.0 | Isler2008(Isler,secondary)=2350.0 | Isler2008(Isler,secondary)=3856.0 | Isler2008(Isler,secondary)=3742.0 | Isler2008(Isler,secondary)=4423.0 | Isler2008(Isler,secondary)=4536.0 | Isler2008(Isler,secondary)=3856.0 | Isler2008(Isler,secondary)=5103.0 | Isler2008(Isler,secondary)=5443.0 | Isler2008(Isler,secondary)=4536.0 | Isler2008(Isler,secondary)=4649.0 | Isler2008(Isler,secondary)=4990.0 | Isler2008(Isler,secondary)=5103.0 | Isler2008(Isler,secondary)=4876.0 | Isler2008(Isler,secondary)=4536.0 | Isler2008(Isler,secondary)=4423.0 | Isler2008(Isler,secondary)=5330.0 | Isler2008(Isler,secondary)=5443.0 | Isler2008(Isler,secondary)=5897.0 | Isler2008(Isler,secondary)=4876.0 | Isler2008(Isler,secondary)=5400.0 | Isler2008(Isler,secondary)=3629.0 | Isler2008(Isler,secondary)=3402.0 | Isler2008(Isler,secondary)=3856.0 | Isler2008(Isler,secondary)=4309.0 | Isler2008(Isler,secondary)=4990.0 | Isler2008(Isler,secondary)=4990.0 | Isler2008(Isler,secondary)=4990.0 | Isler2008(Isler,secondary)=5443.0 | Isler2008(Isler,secondary)=3629.0 | Isler2008(Isler,secondary)=4309.0 | Isler2008(Isler,secondary)=4536.0 | Isler2008(Isler,secondary)=3856.0 | Isler2008(Isler,secondary)=5897.0 | Isler2008(Isler,secondary)=5443.0 | Isler2008(Isler,secondary)=4309.0 | Isler2008(Isler,secondary)=4763.0 | Isler2008(Isler,secondary)=4536.0 | Isler2008(Isler,secondary)=4763.0 | Isler2008(Isler,secondary)=4990.0 | Isler2008(Isler,secondary)=4309.0 | Isler2008(Isler,secondary)=4763.0 | Isler2008(Isler,secondary)=3515.0 | Isler2008(Isler,secondary)=4670.0 | Isler2008(Isler,secondary)=5897.0 | Isler2008(Isler,secondary)=4309.0 | Isler2008(Isler,secondary)=4763.0 | Isler2008(Isler,secondary)=4423.0 | Isler2008(Isler,secondary)=3969.0 | Isler2008(Isler,secondary)=3969.0 | Isler2008(Isler,secondary)=3742.0 | Isler2008(Isler,secondary)=5443.0 | Isler2008(Isler,secondary)=6804.0 | Isler2008(Isler,secondary)=5897.0 | Isler2008(Isler,secondary)=6123.0 | Isler2008(Isler,secondary)=4536.0 | Isler2008(Isler,secondary)=6917.0 | Isler2008(Isler,secondary)=6350.0 | Isler2008(Isler,secondary)=3628.8 | Isler2008(Isler,secondary)=3629.0 | Isler2008(Isler,secondary)=6350.0 | Isler2008(Isler,secondary)=9525.0 | Isler2008(Isler,secondary)=4423.0"
"Macaca mulatta group","Body_Mass","g",82,1,"6737.7927","4.42","DISAGREEMENT>2x","Isler2008(Isler,secondary)=4536.0 | Isler2008(Isler,secondary)=4990.0 | Isler2008(Isler,secondary)=5216.0 | Isler2008(Isler,secondary)=4196.0 | Isler2008(Isler,secondary)=6804.0 | Isler2008(Isler,secondary)=6804.0 | Isler2008(Isler,secondary)=6124.0 | Isler2008(Isler,secondary)=5897.0 | Isler2008(Isler,secondary)=6237.0 | Isler2008(Isler,secondary)=6577.0 | Isler2008(Isler,secondary)=5897.0 | Isler2008(Isler,secondary)=9979.0 | Isler2008(Isler,secondary)=10433.0 | Isler2008(Isler,secondary)=7938.0 | Isler2008(Isler,secondary)=6124.0 | Isler2008(Isler,secondary)=12701.0 | Isler2008(Isler,secondary)=5940.0 | Isler2008(Isler,secondary)=7330.0 | Isler2008(Isler,secondary)=8165.0 | Isler2008(Isler,secondary)=8400.0 | Isler2008(Isler,secondary)=5680.0 | Isler2008(Isler,secondary)=6320.0 | Isler2008(Isler,secondary)=4530.0 | Isler2008(Isler,secondary)=6690.0 | Isler2008(Isler,secondary)=7000.0 | Isler2008(Isler,secondary)=8860.0 | Isler2008(Isler,secondary)=10886.0 | Isler2008(Isler,secondary)=7258.0 | Isler2008(Isler,secondary)=5600.0 | Isler2008(Isler,secondary)=8540.0 | Isler2008(Isler,secondary)=7260.0 | Isler2008(Isler,secondary)=18140.0 | Isler2008(Isler,secondary)=6580.0 | Isler2008(Isler,secondary)=8392.0 | Isler2008(Isler,secondary)=11000.0 | Isler2008(Isler,secondary)=12020.0 | Isler2008(Isler,secondary)=7940.0 | Isler2008(Isler,secondary)=9800.0 | Isler2008(Isler,secondary)=4636.0 | Isler2008(Isler,secondary)=5300.0 | Isler2008(Isler,secondary)=6300.0 | Isler2008(Isler,secondary)=4710.0 | Isler2008(Isler,secondary)=5000.0 | Isler2008(Isler,secondary)=4800.0 | Isler2008(Isler,secondary)=5400.0 | Isler2008(Isler,secondary)=5800.0 | Isler2008(Isler,secondary)=6100.0 | Isler2008(Isler,secondary)=5140.0 | Isler2008(Isler,secondary)=5000.0 | Isler2008(Isler,secondary)=5509.0 | Isler2008(Isler,secondary)=6100.0 | Isler2008(Isler,secondary)=4800.0 | Isler2008(Isler,secondary)=7400.0 | Isler2008(Isler,secondary)=4800.0 | Isler2008(Isler,secondary)=4200.0 | Isler2008(Isler,secondary)=4700.0 | Isler2008(Isler,secondary)=4100.0 | Isler2008(Isler,secondary)=4800.0 | Isler2008(Isler,secondary)=5560.0 | Isler2008(Isler,secondary)=6800.0 | Isler2008(Isler,secondary)=4740.0 | Isler2008(Isler,secondary)=7900.0 | Isler2008(Isler,secondary)=4900.0 | Isler2008(Isler,secondary)=6000.0 | Isler2008(Isler,secondary)=6400.0 | Isler2008(Isler,secondary)=5500.0 | Isler2008(Isler,secondary)=7000.0 | Isler2008(Isler,secondary)=4800.0 | Isler2008(Isler,secondary)=6180.0 | Isler2008(Isler,secondary)=6000.0 | Isler2008(Isler,secondary)=4350.0 | Isler2008(Isler,secondary)=4800.0 | Isler2008(Isler,secondary)=4600.0 | Isler2008(Isler,secondary)=5800.0 | Isler2008(Isler,secondary)=5600.0 | Isler2008(Isler,secondary)=6900.0 | Isler2008(Isler,secondary)=6500.0 | Isler2008(Isler,secondary)=9100.0 | Isler2008(Isler,secondary)=9700.0 | Isler2008(Isler,secondary)=10400.0 | Isler2008(Isler,secondary)=7450.0 | Isler2008(Isler,secondary)=8140.0"
