Species,Region_Kaskan,Area.mm2,Source__Page
Aotus_trivirgatus,1,16.286662002837474,"Krubitzer, L. A., & Kaas, J. H. (1993). The dorsomedial visual area of owl monkeys: connections, myeloarchitecture, and homologies in other primates. J Comp Neurol, 334(4), 497-528. doi:10.1002/cne.903340402__Fig 3___Krubitzer, L. A., & Kaas, J. H. (1993). The dorsomedial visual area of owl monkeys: connections, myeloarchitecture, and homologies in other primates. J Comp Neurol, 334(4), 497-528. doi:10.1002/cne.903340402__Fig 5"
Aotus_trivirgatus,2,14.009990318810601,"Krubitzer, L. A., & Kaas, J. H. (1993). The dorsomedial visual area of owl monkeys: connections, myeloarchitecture, and homologies in other primates. J Comp Neurol, 334(4), 497-528. doi:10.1002/cne.903340402__Fig 3___Krubitzer, L. A., & Kaas, J. H. (1993). The dorsomedial visual area of owl monkeys: connections, myeloarchitecture, and homologies in other primates. J Comp Neurol, 334(4), 497-528. doi:10.1002/cne.903340402__Fig 5"
Aotus_trivirgatus,3a,22.00312002604082,"Krubitzer, L. A., & Kaas, J. H. (1993). The dorsomedial visual area of owl monkeys: connections, myeloarchitecture, and homologies in other primates. J Comp Neurol, 334(4), 497-528. doi:10.1002/cne.903340402__Fig 3___Krubitzer, L. A., & Kaas, J. H. (1993). The dorsomedial visual area of owl monkeys: connections, myeloarchitecture, and homologies in other primates. J Comp Neurol, 334(4), 497-528. doi:10.1002/cne.903340402__Fig 14"
Aotus_trivirgatus,A1,10.905465060640692,"Krubitzer, L. A., & Kaas, J. H. (1993). The dorsomedial visual area of owl monkeys: connections, myeloarchitecture, and homologies in other primates. J Comp Neurol, 334(4), 497-528. doi:10.1002/cne.903340402__Fig 14"
Aotus_trivirgatus,A1+R,15.64255490717889,"Krubitzer, L. A., & Kaas, J. H. (1993). The dorsomedial visual area of owl monkeys: connections, myeloarchitecture, and homologies in other primates. J Comp Neurol, 334(4), 497-528. doi:10.1002/cne.903340402__Fig 3___Krubitzer, L. A., & Kaas, J. H. (1993). The dorsomedial visual area of owl monkeys: connections, myeloarchitecture, and homologies in other primates. J Comp Neurol, 334(4), 497-528. doi:10.1002/cne.903340402__Fig 5"
Aotus_trivirgatus,DM,24.06225564380994,"Krubitzer, L. A., & Kaas, J. H. (1993). The dorsomedial visual area of owl monkeys: connections, myeloarchitecture, and homologies in other primates. J Comp Neurol, 334(4), 497-528. doi:10.1002/cne.903340402__Fig 3___Krubitzer, L. A., & Kaas, J. H. (1993). The dorsomedial visual area of owl monkeys: connections, myeloarchitecture, and homologies in other primates. J Comp Neurol, 334(4), 497-528. doi:10.1002/cne.903340402__Fig 14___Krubitzer, L. A., & Kaas, J. H. (1993). The dorsomedial visual area of owl monkeys: connections, myeloarchitecture, and homologies in other primates. J Comp Neurol, 334(4), 497-528. doi:10.1002/cne.903340402__Fig 6___Krubitzer, L. A., & Kaas, J. H. (1993). The dorsomedial visual area of owl monkeys: connections, myeloarchitecture, and homologies in other primates. J Comp Neurol, 334(4), 497-528. doi:10.1002/cne.903340402__Fig 5"
Aotus_trivirgatus,FEF,5.177589878000287,"Krubitzer, L. A., & Kaas, J. H. (1993). The dorsomedial visual area of owl monkeys: connections, myeloarchitecture, and homologies in other primates. J Comp Neurol, 334(4), 497-528. doi:10.1002/cne.903340402__Fig 3___Krubitzer, L. A., & Kaas, J. H. (1993). The dorsomedial visual area of owl monkeys: connections, myeloarchitecture, and homologies in other primates. J Comp Neurol, 334(4), 497-528. doi:10.1002/cne.903340402__Fig 6___Krubitzer, L. A., & Kaas, J. H. (1993). The dorsomedial visual area of owl monkeys: connections, myeloarchitecture, and homologies in other primates. J Comp Neurol, 334(4), 497-528. doi:10.1002/cne.903340402__Fig 5"
Aotus_trivirgatus,FR,5.454891725644435,"Krubitzer, L. A., & Kaas, J. H. (1993). The dorsomedial visual area of owl monkeys: connections, myeloarchitecture, and homologies in other primates. J Comp Neurol, 334(4), 497-528. doi:10.1002/cne.903340402__Fig 3___Krubitzer, L. A., & Kaas, J. H. (1993). The dorsomedial visual area of owl monkeys: connections, myeloarchitecture, and homologies in other primates. J Comp Neurol, 334(4), 497-528. doi:10.1002/cne.903340402__Fig 5"
Aotus_trivirgatus,FST,21.348626686422207,"Krubitzer, L. A., & Kaas, J. H. (1993). The dorsomedial visual area of owl monkeys: connections, myeloarchitecture, and homologies in other primates. J Comp Neurol, 334(4), 497-528. doi:10.1002/cne.903340402__Fig 3___Krubitzer, L. A., & Kaas, J. H. (1993). The dorsomedial visual area of owl monkeys: connections, myeloarchitecture, and homologies in other primates. J Comp Neurol, 334(4), 497-528. doi:10.1002/cne.903340402__Fig 14___Krubitzer, L. A., & Kaas, J. H. (1993). The dorsomedial visual area of owl monkeys: connections, myeloarchitecture, and homologies in other primates. J Comp Neurol, 334(4), 497-528. doi:10.1002/cne.903340402__Fig 6___Krubitzer, L. A., & Kaas, J. H. (1993). The dorsomedial visual area of owl monkeys: connections, myeloarchitecture, and homologies in other primates. J Comp Neurol, 334(4), 497-528. doi:10.1002/cne.903340402__Fig 5"
Aotus_trivirgatus,FV,5.201596316613138,"Krubitzer, L. A., & Kaas, J. H. (1993). The dorsomedial visual area of owl monkeys: connections, myeloarchitecture, and homologies in other primates. J Comp Neurol, 334(4), 497-528. doi:10.1002/cne.903340402__Fig 3___Krubitzer, L. A., & Kaas, J. H. (1993). The dorsomedial visual area of owl monkeys: connections, myeloarchitecture, and homologies in other primates. J Comp Neurol, 334(4), 497-528. doi:10.1002/cne.903340402__Fig 6___Krubitzer, L. A., & Kaas, J. H. (1993). The dorsomedial visual area of owl monkeys: connections, myeloarchitecture, and homologies in other primates. J Comp Neurol, 334(4), 497-528. doi:10.1002/cne.903340402__Fig 5"
Aotus_trivirgatus,M1,22.42880418315745,"Krubitzer, L. A., & Kaas, J. H. (1993). The dorsomedial visual area of owl monkeys: connections, myeloarchitecture, and homologies in other primates. J Comp Neurol, 334(4), 497-528. doi:10.1002/cne.903340402__Fig 3"
Aotus_trivirgatus,MST,16.45345747518494,"Krubitzer, L. A., & Kaas, J. H. (1993). The dorsomedial visual area of owl monkeys: connections, myeloarchitecture, and homologies in other primates. J Comp Neurol, 334(4), 497-528. doi:10.1002/cne.903340402__Fig 3___Krubitzer, L. A., & Kaas, J. H. (1993). The dorsomedial visual area of owl monkeys: connections, myeloarchitecture, and homologies in other primates. J Comp Neurol, 334(4), 497-528. doi:10.1002/cne.903340402__Fig 6___Krubitzer, L. A., & Kaas, J. H. (1993). The dorsomedial visual area of owl monkeys: connections, myeloarchitecture, and homologies in other primates. J Comp Neurol, 334(4), 497-528. doi:10.1002/cne.903340402__Fig 5"
Aotus_trivirgatus,MT,25.30530467043706,"Krubitzer, L. A., & Kaas, J. H. (1993). The dorsomedial visual area of owl monkeys: connections, myeloarchitecture, and homologies in other primates. J Comp Neurol, 334(4), 497-528. doi:10.1002/cne.903340402__Fig 3___Krubitzer, L. A., & Kaas, J. H. (1993). The dorsomedial visual area of owl monkeys: connections, myeloarchitecture, and homologies in other primates. J Comp Neurol, 334(4), 497-528. doi:10.1002/cne.903340402__Fig 14___Krubitzer, L. A., & Kaas, J. H. (1993). The dorsomedial visual area of owl monkeys: connections, myeloarchitecture, and homologies in other primates. J Comp Neurol, 334(4), 497-528. doi:10.1002/cne.903340402__Fig 6___Krubitzer, L. A., & Kaas, J. H. (1993). The dorsomedial visual area of owl monkeys: connections, myeloarchitecture, and homologies in other primates. J Comp Neurol, 334(4), 497-528. doi:10.1002/cne.903340402__Fig 5"
Aotus_trivirgatus,PV,6.993899426349279,"Krubitzer, L. A., & Kaas, J. H. (1993). The dorsomedial visual area of owl monkeys: connections, myeloarchitecture, and homologies in other primates. J Comp Neurol, 334(4), 497-528. doi:10.1002/cne.903340402__Fig 3___Krubitzer, L. A., & Kaas, J. H. (1993). The dorsomedial visual area of owl monkeys: connections, myeloarchitecture, and homologies in other primates. J Comp Neurol, 334(4), 497-528. doi:10.1002/cne.903340402__Fig 14"
Aotus_trivirgatus,S1/3b,38.72040865875811,"Krubitzer, L. A., & Kaas, J. H. (1993). The dorsomedial visual area of owl monkeys: connections, myeloarchitecture, and homologies in other primates. J Comp Neurol, 334(4), 497-528. doi:10.1002/cne.903340402__Fig 3___Krubitzer, L. A., & Kaas, J. H. (1993). The dorsomedial visual area of owl monkeys: connections, myeloarchitecture, and homologies in other primates. J Comp Neurol, 334(4), 497-528. doi:10.1002/cne.903340402__Fig 14___Krubitzer, L. A., & Kaas, J. H. (1993). The dorsomedial visual area of owl monkeys: connections, myeloarchitecture, and homologies in other primates. J Comp Neurol, 334(4), 497-528. doi:10.1002/cne.903340402__Fig 6___Krubitzer, L. A., & Kaas, J. H. (1993). The dorsomedial visual area of owl monkeys: connections, myeloarchitecture, and homologies in other primates. J Comp Neurol, 334(4), 497-528. doi:10.1002/cne.903340402__Fig 5"
Aotus_trivirgatus,SII,7.349692746922008,"Krubitzer, L. A., & Kaas, J. H. (1993). The dorsomedial visual area of owl monkeys: connections, myeloarchitecture, and homologies in other primates. J Comp Neurol, 334(4), 497-528. doi:10.1002/cne.903340402__Fig 3___Krubitzer, L. A., & Kaas, J. H. (1993). The dorsomedial visual area of owl monkeys: connections, myeloarchitecture, and homologies in other primates. J Comp Neurol, 334(4), 497-528. doi:10.1002/cne.903340402__Fig 14"
Aotus_trivirgatus,SMA,14.138356003391165,"Krubitzer, L. A., & Kaas, J. H. (1993). The dorsomedial visual area of owl monkeys: connections, myeloarchitecture, and homologies in other primates. J Comp Neurol, 334(4), 497-528. doi:10.1002/cne.903340402__Fig 3"
Aotus_trivirgatus,V1,177.197921165,"Krubitzer, L. A., & Kaas, J. H. (1993). The dorsomedial visual area of owl monkeys: connections, myeloarchitecture, and homologies in other primates. J Comp Neurol, 334(4), 497-528. doi:10.1002/cne.903340402__Fig 3___Krubitzer, L. A., & Kaas, J. H. (1993). The dorsomedial visual area of owl monkeys: connections, myeloarchitecture, and homologies in other primates. J Comp Neurol, 334(4), 497-528. doi:10.1002/cne.903340402__Fig 14___Krubitzer, L. A., & Kaas, J. H. (1993). The dorsomedial visual area of owl monkeys: connections, myeloarchitecture, and homologies in other primates. J Comp Neurol, 334(4), 497-528. doi:10.1002/cne.903340402__Fig 6___Krubitzer, L. A., & Kaas, J. H. (1993). The dorsomedial visual area of owl monkeys: connections, myeloarchitecture, and homologies in other primates. J Comp Neurol, 334(4), 497-528. doi:10.1002/cne.903340402__Fig 5"
Aotus_trivirgatus,V2,90.88745203826815,"Krubitzer, L. A., & Kaas, J. H. (1993). The dorsomedial visual area of owl monkeys: connections, myeloarchitecture, and homologies in other primates. J Comp Neurol, 334(4), 497-528. doi:10.1002/cne.903340402__Fig 3___Krubitzer, L. A., & Kaas, J. H. (1993). The dorsomedial visual area of owl monkeys: connections, myeloarchitecture, and homologies in other primates. J Comp Neurol, 334(4), 497-528. doi:10.1002/cne.903340402__Fig 14___Krubitzer, L. A., & Kaas, J. H. (1993). The dorsomedial visual area of owl monkeys: connections, myeloarchitecture, and homologies in other primates. J Comp Neurol, 334(4), 497-528. doi:10.1002/cne.903340402__Fig 6___Krubitzer, L. A., & Kaas, J. H. (1993). The dorsomedial visual area of owl monkeys: connections, myeloarchitecture, and homologies in other primates. J Comp Neurol, 334(4), 497-528. doi:10.1002/cne.903340402__Fig 5"
Aotus_trivirgatus,VPP,14.659889490701808,"Krubitzer, L. A., & Kaas, J. H. (1993). The dorsomedial visual area of owl monkeys: connections, myeloarchitecture, and homologies in other primates. J Comp Neurol, 334(4), 497-528. doi:10.1002/cne.903340402__Fig 3___Krubitzer, L. A., & Kaas, J. H. (1993). The dorsomedial visual area of owl monkeys: connections, myeloarchitecture, and homologies in other primates. J Comp Neurol, 334(4), 497-528. doi:10.1002/cne.903340402__Fig 6___Krubitzer, L. A., & Kaas, J. H. (1993). The dorsomedial visual area of owl monkeys: connections, myeloarchitecture, and homologies in other primates. J Comp Neurol, 334(4), 497-528. doi:10.1002/cne.903340402__Fig 5"
Callithrix_jacchus,1,10.194875435130603,"Krubitzer, L. A., & Kaas, J. H. (1993). The dorsomedial visual area of owl monkeys: connections, myeloarchitecture, and homologies in other primates. J Comp Neurol, 334(4), 497-528. doi:10.1002/cne.903340402__Fig 15"
Callithrix_jacchus,3a,13.25356649666766,"Krubitzer, L. A., & Kaas, J. H. (1993). The dorsomedial visual area of owl monkeys: connections, myeloarchitecture, and homologies in other primates. J Comp Neurol, 334(4), 497-528. doi:10.1002/cne.903340402__Fig 15"
Callithrix_jacchus,A1,4.478782831203494,"Krubitzer, L. A., & Kaas, J. H. (1993). The dorsomedial visual area of owl monkeys: connections, myeloarchitecture, and homologies in other primates. J Comp Neurol, 334(4), 497-528. doi:10.1002/cne.903340402__Fig 15"
Callithrix_jacchus,A1+R,13.682321601710536,"Krubitzer, L. A., & Kaas, J. H. (1993). The dorsomedial visual area of owl monkeys: connections, myeloarchitecture, and homologies in other primates. J Comp Neurol, 334(4), 497-528. doi:10.1002/cne.903340402__Fig 13"
Callithrix_jacchus,DM,13.215588017148493,"Krubitzer, L. A., & Kaas, J. H. (1993). The dorsomedial visual area of owl monkeys: connections, myeloarchitecture, and homologies in other primates. J Comp Neurol, 334(4), 497-528. doi:10.1002/cne.903340402__Fig 15___Krubitzer, L. A., & Kaas, J. H. (1993). The dorsomedial visual area of owl monkeys: connections, myeloarchitecture, and homologies in other primates. J Comp Neurol, 334(4), 497-528. doi:10.1002/cne.903340402__Fig 13"
Callithrix_jacchus,FEF,2.4335633237443974,"Krubitzer, L. A., & Kaas, J. H. (1993). The dorsomedial visual area of owl monkeys: connections, myeloarchitecture, and homologies in other primates. J Comp Neurol, 334(4), 497-528. doi:10.1002/cne.903340402__Fig 15"
Callithrix_jacchus,FST,11.658171908037861,"Krubitzer, L. A., & Kaas, J. H. (1993). The dorsomedial visual area of owl monkeys: connections, myeloarchitecture, and homologies in other primates. J Comp Neurol, 334(4), 497-528. doi:10.1002/cne.903340402__Fig 15___Krubitzer, L. A., & Kaas, J. H. (1993). The dorsomedial visual area of owl monkeys: connections, myeloarchitecture, and homologies in other primates. J Comp Neurol, 334(4), 497-528. doi:10.1002/cne.903340402__Fig 13"
Callithrix_jacchus,FV,3.343330334557847,"Krubitzer, L. A., & Kaas, J. H. (1993). The dorsomedial visual area of owl monkeys: connections, myeloarchitecture, and homologies in other primates. J Comp Neurol, 334(4), 497-528. doi:10.1002/cne.903340402__Fig 15"
Callithrix_jacchus,M,23.554490494200913,"Krubitzer, L. A., & Kaas, J. H. (1993). The dorsomedial visual area of owl monkeys: connections, myeloarchitecture, and homologies in other primates. J Comp Neurol, 334(4), 497-528. doi:10.1002/cne.903340402__Fig 15"
Callithrix_jacchus,M1,33.467047601126254,"Krubitzer, L. A., & Kaas, J. H. (1993). The dorsomedial visual area of owl monkeys: connections, myeloarchitecture, and homologies in other primates. J Comp Neurol, 334(4), 497-528. doi:10.1002/cne.903340402__Fig 13"
Callithrix_jacchus,MT,15.734985639019511,"Krubitzer, L. A., & Kaas, J. H. (1993). The dorsomedial visual area of owl monkeys: connections, myeloarchitecture, and homologies in other primates. J Comp Neurol, 334(4), 497-528. doi:10.1002/cne.903340402__Fig 15___Krubitzer, L. A., & Kaas, J. H. (1993). The dorsomedial visual area of owl monkeys: connections, myeloarchitecture, and homologies in other primates. J Comp Neurol, 334(4), 497-528. doi:10.1002/cne.903340402__Fig 13"
Callithrix_jacchus,PV,5.756636589328877,"Krubitzer, L. A., & Kaas, J. H. (1993). The dorsomedial visual area of owl monkeys: connections, myeloarchitecture, and homologies in other primates. J Comp Neurol, 334(4), 497-528. doi:10.1002/cne.903340402__Fig 15___Krubitzer, L. A., & Kaas, J. H. (1993). The dorsomedial visual area of owl monkeys: connections, myeloarchitecture, and homologies in other primates. J Comp Neurol, 334(4), 497-528. doi:10.1002/cne.903340402__Fig 13"
Callithrix_jacchus,R,2.1731958384847037,"Krubitzer, L. A., & Kaas, J. H. (1993). The dorsomedial visual area of owl monkeys: connections, myeloarchitecture, and homologies in other primates. J Comp Neurol, 334(4), 497-528. doi:10.1002/cne.903340402__Fig 15"
Callithrix_jacchus,S1/3b,22.37420963689478,"Krubitzer, L. A., & Kaas, J. H. (1993). The dorsomedial visual area of owl monkeys: connections, myeloarchitecture, and homologies in other primates. J Comp Neurol, 334(4), 497-528. doi:10.1002/cne.903340402__Fig 15___Krubitzer, L. A., & Kaas, J. H. (1993). The dorsomedial visual area of owl monkeys: connections, myeloarchitecture, and homologies in other primates. J Comp Neurol, 334(4), 497-528. doi:10.1002/cne.903340402__Fig 13"
Callithrix_jacchus,SII,5.2579169240421,"Krubitzer, L. A., & Kaas, J. H. (1993). The dorsomedial visual area of owl monkeys: connections, myeloarchitecture, and homologies in other primates. J Comp Neurol, 334(4), 497-528. doi:10.1002/cne.903340402__Fig 15___Krubitzer, L. A., & Kaas, J. H. (1993). The dorsomedial visual area of owl monkeys: connections, myeloarchitecture, and homologies in other primates. J Comp Neurol, 334(4), 497-528. doi:10.1002/cne.903340402__Fig 13"
Callithrix_jacchus,SMA,12.152549150326347,"Krubitzer, L. A., & Kaas, J. H. (1993). The dorsomedial visual area of owl monkeys: connections, myeloarchitecture, and homologies in other primates. J Comp Neurol, 334(4), 497-528. doi:10.1002/cne.903340402__Fig 15___Krubitzer, L. A., & Kaas, J. H. (1993). The dorsomedial visual area of owl monkeys: connections, myeloarchitecture, and homologies in other primates. J Comp Neurol, 334(4), 497-528. doi:10.1002/cne.903340402__Fig 13"
Callithrix_jacchus,V1,113.66249752653512,"Krubitzer, L. A., & Kaas, J. H. (1993). The dorsomedial visual area of owl monkeys: connections, myeloarchitecture, and homologies in other primates. J Comp Neurol, 334(4), 497-528. doi:10.1002/cne.903340402__Fig 15___Krubitzer, L. A., & Kaas, J. H. (1993). The dorsomedial visual area of owl monkeys: connections, myeloarchitecture, and homologies in other primates. J Comp Neurol, 334(4), 497-528. doi:10.1002/cne.903340402__Fig 13"
Callithrix_jacchus,V2,68.32710735623331,"Krubitzer, L. A., & Kaas, J. H. (1993). The dorsomedial visual area of owl monkeys: connections, myeloarchitecture, and homologies in other primates. J Comp Neurol, 334(4), 497-528. doi:10.1002/cne.903340402__Fig 15___Krubitzer, L. A., & Kaas, J. H. (1993). The dorsomedial visual area of owl monkeys: connections, myeloarchitecture, and homologies in other primates. J Comp Neurol, 334(4), 497-528. doi:10.1002/cne.903340402__Fig 13"
