Species,Region_Kaskan,Area.mm2,Source__Page
Nycticebus_coucang,V2,75.4002017455375,"Preuss, T. M., Beck, P. D. & Kaas, J. H. 1993__Fig 2"
Ornithorhynchus_anatinus,A1,3.44671201814059,Krubitzer 1999__96-81
Ornithorhynchus_anatinus,Ar,4.49886621315193,Krubitzer 1999__96-81
Ornithorhynchus_anatinus,M1,121.28798185941,Krubitzer 1999__96-81
Ornithorhynchus_anatinus,PV,36.4988662131519,Krubitzer 1999__96-81
Ornithorhynchus_anatinus,R not audio R instead motor,288.761904761905,Krubitzer 1999__96-81
Ornithorhynchus_anatinus,S1/3b,75.9365079365079,Krubitzer 1999__96-81
Ornithorhynchus_anatinus,V1,35.7006802721088,Krubitzer 1999__96-81
Ornithorhynchus_anatinus,Vr,20.9705215419501,Krubitzer 1999__96-81
Otolemur_garnettii,3a,22.8194297769016,"Kaas, J. H., Gharbawie, O., & Stepniewska, I. (2011). The organization and evolution of dorsal stream multisensory motor pathways in primates. Frontiers in neuroanatomy, 5, 34.__88-5"
Otolemur_garnettii,A1,7.55891734020967,"Kaas, J. H., Gharbawie, O., & Stepniewska, I. (2011). The organization and evolution of dorsal stream multisensory motor pathways in primates. Frontiers in neuroanatomy, 5, 34.__88-5"
Otolemur_garnettii,DL,43.7495056865304,"Kaas, J. H., Gharbawie, O., & Stepniewska, I. (2011). The organization and evolution of dorsal stream multisensory motor pathways in primates. Frontiers in neuroanatomy, 5, 34.__88-5"
Otolemur_garnettii,DM,11.5283627068248,"Kaas, J. H., Gharbawie, O., & Stepniewska, I. (2011). The organization and evolution of dorsal stream multisensory motor pathways in primates. Frontiers in neuroanatomy, 5, 34.__88-5"
Otolemur_garnettii,FEF,5.23251897740721,"Kaas, J. H., Gharbawie, O., & Stepniewska, I. (2011). The organization and evolution of dorsal stream multisensory motor pathways in primates. Frontiers in neuroanatomy, 5, 34.__88-5"
Otolemur_garnettii,FST,2.48409483026163,"Kaas, J. H., Gharbawie, O., & Stepniewska, I. (2011). The organization and evolution of dorsal stream multisensory motor pathways in primates. Frontiers in neuroanatomy, 5, 34.__88-5"
Otolemur_garnettii,M1,54.3887606911093,"Kaas, J. H., Gharbawie, O., & Stepniewska, I. (2011). The organization and evolution of dorsal stream multisensory motor pathways in primates. Frontiers in neuroanatomy, 5, 34.__88-5"
Otolemur_garnettii,MST,6.71937138487941,"Kaas, J. H., Gharbawie, O., & Stepniewska, I. (2011). The organization and evolution of dorsal stream multisensory motor pathways in primates. Frontiers in neuroanatomy, 5, 34.__88-5"
Otolemur_garnettii,MT,24.6261807326481,"Kaas, J. H., Gharbawie, O., & Stepniewska, I. (2011). The organization and evolution of dorsal stream multisensory motor pathways in primates. Frontiers in neuroanatomy, 5, 34.__88-5"
Otolemur_garnettii,PV,2.79948776517998,"Kaas, J. H., Gharbawie, O., & Stepniewska, I. (2011). The organization and evolution of dorsal stream multisensory motor pathways in primates. Frontiers in neuroanatomy, 5, 34.__88-5"
Otolemur_garnettii,R,2.90011313013012,"Kaas, J. H., Gharbawie, O., & Stepniewska, I. (2011). The organization and evolution of dorsal stream multisensory motor pathways in primates. Frontiers in neuroanatomy, 5, 34.__88-5"
Otolemur_garnettii,S1/3b,57.0876230913391,"Kaas, J. H., Gharbawie, O., & Stepniewska, I. (2011). The organization and evolution of dorsal stream multisensory motor pathways in primates. Frontiers in neuroanatomy, 5, 34.__88-5"
Otolemur_garnettii,SII,1.91338380517129,"Kaas, J. H., Gharbawie, O., & Stepniewska, I. (2011). The organization and evolution of dorsal stream multisensory motor pathways in primates. Frontiers in neuroanatomy, 5, 34.__88-5"
Otolemur_garnettii,SMA,6.16968655545029,"Kaas, J. H., Gharbawie, O., & Stepniewska, I. (2011). The organization and evolution of dorsal stream multisensory motor pathways in primates. Frontiers in neuroanatomy, 5, 34.__88-5"
Otolemur_garnettii,V1,51.1297003636197,"Kaas, J. H., Gharbawie, O., & Stepniewska, I. (2011). The organization and evolution of dorsal stream multisensory motor pathways in primates. Frontiers in neuroanatomy, 5, 34.__88-5"
Otolemur_garnettii,V2,41.1092162599283,"Kaas, J. H., Gharbawie, O., & Stepniewska, I. (2011). The organization and evolution of dorsal stream multisensory motor pathways in primates. Frontiers in neuroanatomy, 5, 34.__88-5"
Otospermophilus_beecheyi,PV,1.99488091522462,Lyon et al. (1998__96-81
Otospermophilus_beecheyi,R,208.283717796055,Lyon et al. (1998__96-81
Otospermophilus_beecheyi,S1/3b,22.0517333359017,Lyon et al. (1998__96-81
Otospermophilus_beecheyi,SII,2.14961796212569,Lyon et al. (1998__96-81
Otospermophilus_beecheyi,V1,16.2869262625873,Lyon et al. (1998__96-81
Otospermophilus_beecheyi,V2,5.10836753073407,Lyon et al. (1998__96-81
Pteropus_niger,3a,16.6976258725202,Krubitzer et al. (1993)__202
Pteropus_niger,A1,5.340794182839925,Krubitzer et al. (1993)__183___Krubitzer et al. (1993)__184___Krubitzer et al. (1993)__199___Krubitzer et al. (1993)__202
Pteropus_niger,FV,3.5252273936267065,Krubitzer et al. (1993)__184___Krubitzer et al. (1993)__199___Krubitzer et al. (1993)__202
Pteropus_niger,MT,14.05858254728285,Krubitzer et al. (1993)__183___Krubitzer et al. (1993)__184___Krubitzer et al. (1993)__199___Krubitzer et al. (1993)__202
Pteropus_niger,PV,8.09821955672186,Krubitzer et al. (1993)__183___Krubitzer et al. (1993)__184___Krubitzer et al. (1993)__199
Pteropus_niger,S1/3b,22.370230831799276,Krubitzer et al. (1993)__183___Krubitzer et al. (1993)__184___Krubitzer et al. (1993)__199___Krubitzer et al. (1993)__202
Pteropus_niger,SII,8.371501542643347,Krubitzer et al. (1993)__183___Krubitzer et al. (1993)__184___Krubitzer et al. (1993)__199___Krubitzer et al. (1993)__202
Pteropus_niger,SMA,10.67927074457765,Krubitzer et al. (1993)__183___Krubitzer et al. (1993)__199
Pteropus_niger,V1,94.99245646330837,Krubitzer et al. (1993)__183___Krubitzer et al. (1993)__184___Krubitzer et al. (1993)__199___Krubitzer et al. (1993)__202
Pteropus_niger,V2,31.338378927264927,Krubitzer et al. (1993)__183___Krubitzer et al. (1993)__184___Krubitzer et al. (1993)__199___Krubitzer et al. (1993)__202
Rattus_norvegicus,A1,9.22777777777778,"Catania, K. C., & Remple, M. S. (2002). Somatosensory cortex dominated by the representation of teeth in the naked mole-rat brain. Proceedings of the National Academy of Sciences, 99(8), 5692-5697.__88-5"
Rattus_norvegicus,S1/3b,32.5833333333333,"Catania, K. C., & Remple, M. S. (2002). Somatosensory cortex dominated by the representation of teeth in the naked mole-rat brain. Proceedings of the National Academy of Sciences, 99(8), 5692-5697.__88-5"
Rattus_norvegicus,SII+PV,6.8366666666666696,"Catania, K. C., & Remple, M. S. (2002). Somatosensory cortex dominated by the representation of teeth in the naked mole-rat brain. Proceedings of the National Academy of Sciences, 99(8), 5692-5697.__88-5"
Rattus_norvegicus,V1,10.4233333333333,"Catania, K. C., & Remple, M. S. (2002). Somatosensory cortex dominated by the representation of teeth in the naked mole-rat brain. Proceedings of the National Academy of Sciences, 99(8), 5692-5697.__88-5"
Saguinus_fuscicollis,A1,24.9770178934888,Luethke et al. (1989)__Fig 2
Saguinus_fuscicollis,DL,36.7354357942127,Luethke et al. (1989)__Fig 2
Saguinus_fuscicollis,MT,25.131772234867498,Luethke et al. (1989)__Fig 2
Saguinus_fuscicollis,R,455.225925552014,Luethke et al. (1989)__Fig 2
Saguinus_fuscicollis,S1/3b,34.2298298852773,Luethke et al. (1989)__Fig 2
Saguinus_fuscicollis,SII,5.577396384044045,Luethke et al. (1989)__Fig 2
Saguinus_fuscicollis,V1,115.48542725386345,Luethke et al. (1989)__Fig 2
Saguinus_fuscicollis,V2,95.97930813314724,Luethke et al. (1989)__Fig 2
Saimiri_sciureus,1,26.6465610881363,Krubitzer & Kaas   (1990)__Fig 2
Saimiri_sciureus,3a,34.328688655039,Krubitzer & Kaas   (1990)__Fig 2
Saimiri_sciureus,DL,136.242361057944,Krubitzer & Kaas   (1990)__Fig 2
Saimiri_sciureus,DM,42.9622631417996,Krubitzer & Kaas   (1990)__Fig 2
Saimiri_sciureus,FEF,10.4437425673375,Krubitzer & Kaas   (1990)__Fig 2
Saimiri_sciureus,FST,87.629873940802,Krubitzer & Kaas   (1990)__Fig 2
Saimiri_sciureus,FV,10.8670558155793,Krubitzer & Kaas   (1990)__Fig 2
Saimiri_sciureus,M1,36.0985411881644,Krubitzer & Kaas   (1990)__Fig 2
Saimiri_sciureus,MT,32.4036212642251,Krubitzer & Kaas   (1990)__Fig 2
Saimiri_sciureus,PV,12.1107904544612,Krubitzer & Kaas   (1990)__Fig 2
Saimiri_sciureus,S1/3b,47.2800582738662,Krubitzer & Kaas   (1990)__Fig 2
Saimiri_sciureus,SII,13.364603980206,Krubitzer & Kaas   (1990)__Fig 2
Saimiri_sciureus,V1,578.677273456059,Krubitzer & Kaas   (1990)__Fig 2
Saimiri_sciureus,V2,271.372013006223,Krubitzer & Kaas   (1990)__Fig 2
Sciurus_carolinensis,A1,3.596089589787725,Luethke et al. (1988)__85-15___Luethke et al. (1988)__85-21___Luethke et al. (1988)__85-43___Luethke et al. (1988)__85-90
Sciurus_carolinensis,M1,23.313674323428152,Luethke et al. (1988)__85-15___Luethke et al. (1988)__85-21___Luethke et al. (1988)__85-43___Luethke et al. (1988)__85-90
Sciurus_carolinensis,PV,4.990548489154873,Luethke et al. (1988)__85-15___Luethke et al. (1988)__85-21___Luethke et al. (1988)__85-43___Luethke et al. (1988)__85-90
Sciurus_carolinensis,R,2.7390575041915874,Luethke et al. (1988)__85-15___Luethke et al. (1988)__85-21___Luethke et al. (1988)__85-43___Luethke et al. (1988)__85-90
Sciurus_carolinensis,S1/3b,40.17544483888108,Luethke et al. (1988)__85-15___Luethke et al. (1988)__85-21___Luethke et al. (1988)__85-43___Luethke et al. (1988)__85-90
Sciurus_carolinensis,SII,4.511472440105672,Luethke et al. (1988)__85-15___Luethke et al. (1988)__85-21___Luethke et al. (1988)__85-43___Luethke et al. (1988)__85-90
Sciurus_carolinensis,V1,24.203635307354876,Luethke et al. (1988)__85-15___Luethke et al. (1988)__85-21___Luethke et al. (1988)__85-43___Luethke et al. (1988)__85-90
Sciurus_carolinensis,V2,16.5352081563915,Luethke et al. (1988)__85-15___Luethke et al. (1988)__85-21___Luethke et al. (1988)__85-43___Luethke et al. (1988)__85-90
Sminthopsis_crassicaudata,A1,0.410548796104125,"Huffman, Nelson, Clarey & Krubitzer, 1999__96-81"
Sminthopsis_crassicaudata,CT (visual area),0.495110123211682,"Huffman, Nelson, Clarey & Krubitzer, 1999__96-81"
Sminthopsis_crassicaudata,S1/3b,1.71574222101845,"Huffman, Nelson, Clarey & Krubitzer, 1999__96-81"
Sminthopsis_crassicaudata,V1,3.26591478475908,"Huffman, Nelson, Clarey & Krubitzer, 1999__96-81"
Tachyglossus_aculeatus,A1,4.45670517049478,Krubitzer 1999__96-81
Tachyglossus_aculeatus,Ar,6.79647538500455,Krubitzer 1999__96-81
Tachyglossus_aculeatus,M1,102.058548404331,Krubitzer 1999__96-81
Tachyglossus_aculeatus,PV,75.2811781716077,Krubitzer 1999__96-81
Tachyglossus_aculeatus,R not audio R instead motor,847.562150703411,Krubitzer 1999__96-81
Tachyglossus_aculeatus,S1/3b,235.425450631387,Krubitzer 1999__96-81
Tachyglossus_aculeatus,V1,13.9643428675503,Krubitzer 1999__96-81
Tachyglossus_aculeatus,Vr,8.39346140443184,Krubitzer 1999__96-81
Tupaia_belangeri,A1,14.4294487646356,Lyon et al. (1998__Fig 13___Lyon et al. (1998__96-81
Tupaia_belangeri,V1,79.96260758612557,Lyon et al. (1998__Fig 13___Lyon et al. (1998__96-81
Tupaia_belangeri,V2,23.255320298341466,Lyon et al. (1998__Fig 13___Lyon et al. (1998__96-81
