"Species Name"	"Species name adjusted to 10kTrees"	"Species name in Perelman tree"	"Subfamily"	"Family"	"Terrestriality"	"logECV"	"logBodyMass"	"logInsects"	"logFruit"	"logLeaves"	"logCombiGroupSize"	"logHRS"	"Diurnality"	"ECV"	"N ECV"	"Sex ECV"	"Source ECV"	"Body mass"	"N Body mass"	"Sex Body mass"	"Source Body mass"	"Original source Body mass"	"%animal prey"	"%fruit"	"% seeds"	"%fruit and seeds"	"%nectar"	"%flowers"	"%nectar and flowers"	"% reproductive plant parts (fruits, flowers and nectar)"	"%gum"	"%leaves"	"%young leaves"	"%mature leaves"	"%nonreproctive plant parts (gum and leaves, bark etc.)"	"%other"	"sum"	"Calculation"	"Source diet composition"	"Sleeping group size"	"Remarks Sleeping group size"	"Foraging Group size: mean"	"Group size: range"	"Group size combined"	"Source group size"	"Day range (m)"	"male Home range (HR) size: mean (ha)"	"female Home range size: mean"	"HR size average"	"HR range"	"Source Home range size"
"Mandrillus_sphinx"	"Mandrillus_sphinx"	"Mandrillus_sphinx"	"Cercopithecinae"	"Cercopithecidae"	1	2.13488361630251	3.95216257421446	0.765916793966632	1.66931688056611	0.742986833320393	2.33243845991561	3.47712125471966	1	136.42175	8	"fem"	"van Woerden compilation"	8957	7	"fem"	"Abernethy unpulbl in ATWP 2012"	NA	5.83333333333333	46.7	34.4	84.1	NA	0.8	0.8	84.9	NA	5.53333333333333	NA	NA	5.53333333333333	3.7	99.9666666666667	"average"	"Lahm 1986 (fungi 2%, earth 2%), Hoshino 1985, Tutin 1997 in ATWP 2012"	NA	"602 horde size"	"215"	"2 to 250"	215	"Harrison 1988"	"3263"	NA	NA	3000	NA	NA
"Mico_argentatus"	"Callithrix_argentata"	"Mico_argentatus"	NA	"Callitrichidae"	0	0.889590667154759	2.53781909507327	0.973358799886398	1.54029818443588	NA	0.903089986991944	1.12057393120585	1	7.7551583	20	"all individuals"	"van Woerden compilation"	345	18	"all individuals"	"Isler et al. 2008"	NA	9.405	34.6975	NA	34.6975	1	NA	1	35.6975	49.44	0	0	0	0	5.5	100.0425	"three studies"	"ATWP 2011: Correa 2006, Tavares 2002, Veracini1997"	NA	NA	"8"	"4 to 11"	8	"HMW vol. 3"	"1042"	NA	NA	13.2	NA	NA
"Mico_humeralifer"	"Callithrix_humeralifera"	"Mico_humeralifer"	NA	"Callitrichidae"	0	0.92302185417054	2.568201724067	NA	NA	NA	1.06069784035361	1.45024910831936	1	8.37571428571428	21	"all individuals"	"van Woerden compilation"	370	9	"all individuals"	"Isler et al. 2008"	NA	NA	NA	NA	26	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"11.5"	"8 to 15"	11.5	"HMW vol. 3; Ayres 1981, Branch 1983"	"1487"	NA	NA	28.2	NA	NA
"Mico_intermedius"	NA	NA	NA	"Callitrichidae"	0	NA	NA	1.46982201597816	1.62428209583567	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	29.5	42.1	NA	42.1	NA	NA	8.4	50.5	20	0	NA	NA	0	0	100	"roughly"	"HMW vol. 3"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Mico_leucippe"	NA	NA	NA	"Callitrichidae"	0	NA	NA	NA	NA	NA	0.792391689498254	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"5 to 14"	6.2	"HMW vol. 3"	NA	NA	NA	NA	NA	NA
"Microcebus_arnholdi"	"Microcebus_arnholdi"	"Microcebus_arnholdi"	NA	"Cheirogaleidae"	0	NA	NA	NA	NA	NA	0.439332693830263	0.602059991327962	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.75	"1 to 6"	NA	NA	2.75	"Gould and Sauther 07 review"	NA	NA	NA	4	NA	NA
"Microcebus_berthae"	NA	NA	NA	"Cheirogaleidae"	0	NA	NA	NA	NA	NA	0	0.568201724066995	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	"HMW vol 3"	"1"	NA	1	"HMW vol. 3"	"3830"	"4.9000000000000004"	2.5	3.7	NA	NA
"Microcebus_griseorufus"	NA	"Microcebus_griseorufus"	NA	"Cheirogaleidae"	0	NA	NA	0.778151250383644	1.25527250510331	NA	NA	-0.356547323513813	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	18	NA	18	NA	3	3	NA	72	0	NA	NA	0	1	100	"single study"	"Genin pers obs in ATWP 2012"	NA	"1 to 12, females sleeping groups more often than males, HMW vol 3"	"1"	NA	NA	"1 to 12, females sleeping groups more often than males, HMW vol 3"	NA	NA	NA	0.44	NA	NA
"Microcebus_murinus"	"Microcebus_murinus"	"Microcebus_murinus"	NA	"Cheirogaleidae"	0	0.205375426215199	1.81358098856819	1.32837960343874	0.755874855672491	NA	NA	0.397940008672038	0	1.60463191666667	48	"all individuals"	"van Woerden compilation"	65.1	247	"all individuals"	"Isler et al. 2008"	NA	21.3	5.7	NA	5.7	NA	NA	0	NA	73	0	NA	NA	0	0	100	NA	"Genin 2001 in ATWP 2012, dry season"	NA	"1 to 15, 2 or more female raise young together  HMW vol 3"	"1"	NA	NA	"range 1-15, Gould and Sauther 07 review"	NA	"3.2"	1.8	2.5	NA	NA
"Microcebus_rufus"	"Microcebus_rufus"	"Microcebus_rufus"	NA	"Cheirogaleidae"	0	0.210926043903106	1.63346845557959	NA	NA	NA	NA	NA	0	1.62527196428571	28	"all individuals"	"van Woerden compilation"	43	87	"all individuals"	"Isler et al. 2008"	"Atsalis 1997"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Atsalis 1999 is not really useful"	NA	NA	"1"	NA	NA	"HMW vol. 3"	NA	NA	NA	NA	NA	NA
"Miopithecus_ogouensis"	"Miopithecus_ogouensis"	"Miopithecus_ogouensis"	"Cercopithecinae"	"Cercopithecidae"	0	1.54107369863656	3.19312459835446	1.54406804435028	1.63346845557959	0.698970004336019	1.93826948346291	2.08493357493672	1	34.7595142424242	11	"fem"	"Isler et al. 2008"	1560	11	"fem"	"Isler et al. 2008"	NA	35	43	NA	43	NA	2	2	45	NA	5	NA	NA	5	15	100	"single study"	"Butynski in Enstam and Isbell 07 review"	NA	NA	"86.75"	"40 to 112"	86.75	"Melnick and Pearl 87, Rowe 96 ref 601, diverse in ATWP 2012"	"2323"	NA	NA	121.6	NA	NA
"Mirza_coquereli"	"Mirza_coquereli"	"Mirza_coquereli"	NA	"Cheirogaleidae"	0	0.762430982820021	2.49345805099519	0.301029995663981	1.47712125471966	1.57978359661681	0	0.544068044350276	0	5.7867002	10	"all individuals"	"van Woerden compilation"	311.5	168	"all individuals"	"Isler et al. 2008"	NA	2	30	15	45	NA	15	15	60	NA	38	33	5	38	0	100	"single study"	"Paciulli pers comm in ATWP 2011 (not found anymore 2012?)"	1	"2 to 20 Kirkpatrick 2007, no sleeping groups HMW vol. 3"	"1"	NA	1	"HMW vol. 3"	NA	"3"	NA	3.5	NA	NA
"Mirza_zaza"	NA	NA	NA	"Cheirogaleidae"	0	NA	NA	NA	NA	NA	0.477121254719662	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	"1 to 4, HMW vol. 3"	"1"	NA	3	"HMW vol. 3"	NA	NA	NA	NA	NA	NA
"Nasalis_larvatus"	"Nasalis_larvatus"	"Nasalis_larvatus"	"Colobinae"	"Cercopithecidae"	0	1.92863660819532	3.98809708660078	0.301029995663981	1.26324143477458	1.74559521642792	1.10266234189715	2.34242268082221	1	84.847022848406	28	"fem"	"van Woerden compilation"	9729.64705882353	17	"fem"	"van Woerden compilation (matching)"	"matching ECV"	2	18.3333333333333	18.6666666666667	37	NA	5.03333333333333	5.03333333333333	42.0333333333333	NA	55.6666666666667	50.3666666666667	2.76666666666667	55.6666666666667	0.3	100	"average of three studies"	"Kirkpatrick 07 review: Boonratana, Yeager, bennett in ATWP 2011"	NA	NA	"12.666666666666666"	"9 to 17"	12.6666666666667	"Kirkpatrick 07 review"	NA	NA	NA	220	NA	NA
"Nomascus_concolor"	"Nomascus_concolor"	"Nomascus_concolor"	NA	"Hylobatidae"	0	2.09923655195653	3.81291335664286	1.02118929906994	1.38471174293828	1.76715586608218	0.544068044350276	1.93951925261862	1	125.671428571429	7	"all individuals"	"van Woerden compilation"	6500	NA	"all individuals"	"ShiLai 1986 in ATWP 2012, subspecies concolor"	NA	10.5	24.25	NA	24.25	NA	6.75	6.75	31	NA	58.5	NA	NA	58.5	0	100	"average"	"Lan 1993, Chen 1995, Sheeran 1993 inATWP 2012"	NA	NA	"3.5"	"2 to 10"	3.5	"Rowe 96 ref 749"	"1306"	NA	NA	87	NA	NA
"Nomascus_gabriellae"	"Nomascus_gabriellae"	"Nomascus_gabriellae"	NA	"Hylobatidae"	0	2.06835080458214	3.84127185177909	NA	1.48158593636762	1.75981887737483	0.591064607026499	1.74764481932825	1	117.044444444444	9	"all individuals"	"van Woerden compilation"	6938.6	15	"all individuals"	"Streicher 2006 pers comm in ATWP 2012, Smith&Jungers 1997"	NA	0	30.31	NA	30.31	NA	12.17	12.17	42.48	NA	57.52	35.4	22.12	57.52	0	100	"single study"	"Traeholt 2006 pers comm iin ATWP 2012"	NA	NA	"3.9"	"2 to 7"	3.9	"Kenyon, Rawson and Traeholt in ATWP 2012"	NA	NA	NA	55.93	NA	NA
"Nomascus_leucogenys"	"Nomascus_leucogenys"	"Nomascus_leucogenys"	NA	"Hylobatidae"	0	2.08624115476694	3.81424759573192	0.602059991327962	1.5854607295085	1.72015930340596	0.543240027928045	NA	1	121.966666666667	6	"all individuals"	"van Woerden compilation"	6520	10	"all individuals"	"Deputte 1981 in ATWP 2011"	NA	4	38.5	NA	38.5	NA	5	5	43.5	NA	52.5	NA	NA	52.5	0	100	"single study"	"Hu 1989 in Bartlett 07 review,"	NA	NA	"3.4933333333333336"	"3 to 5"	3.49333333333333	"Geissmann 2000 in ATWP 2012"	"1305"	NA	NA	NA	NA	NA
"Nycticebus_bengalensis"	"Nycticebus_bengalensis"	"Nycticebus_bengalensis"	NA	"Loridae"	0	1.10965201856189	3.09623633432515	NA	NA	NA	0	NA	1	12.8721774631272	17	"all individuals"	"van Woerden compilation"	1248.0625	15	"all individuals"	"ATWP 2012 diverse"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"1"	"1_2"	1	"Fitch Snyder unpubl in ATWP 2012; 3/32 found in pairs"	NA	NA	NA	NA	NA	NA
"Nycticebus_coucang"	"Nycticebus_coucang"	"Nycticebus_coucang"	NA	"Loridae"	0	0.998877699297805	2.81458051601032	0.397940008672038	1.35218251811136	NA	0.301029995663981	0.946124619217145	0	9.97419143285283	46	"all individuals"	"van Woerden compilation"	652.5	100	"all individuals"	"Isler et al. 2008"	NA	2.5	22.5	NA	22.5	31.7	NA	31.7	54.2	43.3	0	0	0	0	0	100	"single study"	"Wiens 2003, other study: 71%fruit, 29% insects"	2	"1-3, fem/off with sometimes 1 male"	"1.0649999999999999"	NA	2	"Nekaris & Bearder 07"	NA	"10.049999999999999"	5.76666666666667	8.83333333333333	NA	NA
"Nycticebus_javanicus"	NA	NA	NA	"Loridae"	0	1.01619397797325	2.81720826841709	NA	NA	NA	NA	1.45484486000851	0	10.3799193221141	25	"all individuals"	"van Woerden compilation"	656.46	7	"all individuals"	"Nekaris and Jaffe 2007 in ATWP 2012"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"1 to 7"	NA	NA	NA	"HMW vol.3"	NA	NA	NA	28.5	NA	NA
"Nycticebus_pygmaeus"	"Nycticebus_pygmaeus"	"Nycticebus_pygmaeus"	NA	"Loridae"	0	0.859078935654033	2.6232492903979	1.51851393987789	NA	NA	0	0.491361693834273	0	7.22901183333333	6	"all individuals"	"van Woerden compilation"	420	167	"all individuals"	"Nekaris & Bearder 2007"	NA	33	0	NA	0	0	0	0	0	63	0	0	0	0	4	100	"single study"	"Streicher, Vietnam"	1.04	"96% alone"	"1"	NA	1	"FitchSnyder unpubl in ATWP 2012, HMW vol3"	NA	"22"	12	3.1	NA	NA
"Otolemur_crassicaudatus"	"Otolemur_crassicaudatus"	"Otolemur_crassicaudatus"	NA	"Galagidae"	0	1.07011017485795	3.06069784035361	0.698970004336019	1.32221929473392	NA	0.397940008672038	0.929418925714293	0	11.7519564896826	42	"all individuals"	"van Woerden compilation"	1150	101	"all individuals"	"Isler et al. 2008"	"Skinner & Smithers 1990 in Smith and Junger s1997"	5	21	NA	21	8	0	8	29	62	0	0	0	0	4	100	"single study"	"South Africa, Harcourt, Bearder, Crompton (Bearder 1974, Crompton 1984)"	2.5	"1 to 4, pair with off, males sleep alone, fem 2-6"	"1"	NA	2.5	"Nekaris & Bearder 07"	"1000"	"10"	7	8.5	NA	NA
"Otolemur_garnettii"	"Otolemur_garnettii"	"Otolemur_garnettii"	NA	"Galagidae"	0	1.03206758423746	3.07481644064517	1.69897000433602	1.69897000433602	NA	0.176091259055681	1.16136800223497	0	10.7663274452125	39	"all individuals"	"van Woerden compilation"	1188	7	"all individuals"	"van Woerden compilation (matching)"	"matching ECV"	50	50	NA	50	0	0	0	50	0	0	0	0	0	0	100	"single study"	"Harcourt and Nash, Kenya"	2	"1 to 4, males alone, fem with off"	"1"	NA	1.5	"Nekaris & Bearder 07"	"1600"	"17"	12	14.5	NA	NA
"Pan_paniscus"	"Pan_paniscus"	"Pan_paniscus"	NA	"Hominidae"	1	2.51355052034634	4.52113808370404	0.301029995663981	1.76436296589801	1.38694462437057	1.48429983934679	3.26363606858811	1	326.25	4	"fem"	"Isler et al. 2008"	33200	6	"fem"	"MyersThompson 1997 in ATWP 2012"	NA	2	58.125	9	67.125	NA	2.83333333333333	2.83333333333333	69.9583333333333	NA	24.375	NA	NA	24.375	3.7	100.033333333333	"average"	"Stumpf 07 review (leaves including terrHerbs), Badrian, Kano White in ATWP 2012"	NA	NA	"30.5"	"4.8, 6.2 party size"	30.5	"community group size, Stumpf 07 review"	"2000"	NA	NA	1835	NA	NA
"Pan_troglodytes"	"Pan_troglodytes_troglodytes"	"Pan_troglodytes"	NA	"Hominidae"	1	2.55353437099754	4.60602288842339	0.602059991327962	1.82029531026546	1.30102999566398	1.60966215394819	3.29739571100889	1	357.712709607931	80	"fem"	"van Woerden compilation"	40366.6666666667	33	"fem"	"Isler et al. 2008"	"Smith&Jungers 1997"	4	66.1142857142857	2.36666666666667	68.4809523809524	NA	3.6	3.6	72.0809523809524	0	20	NA	NA	20	3.9	99.9809523809524	"average"	"Stumpf 07 review (leaves including terrHerbs), ATWP 2012 diverse"	NA	NA	"40.706349206349209"	"16 to 140"	40.7063492063492	"community group size, Stumpf 07 review"	"3000"	NA	NA	1983.33333333333	NA	NA
"Papio_anubis"	"Papio_anubis"	"Papio_anubis"	"Cercopithecinae"	"Cercopithecidae"	1	2.1932817018357	4.08635983067475	0.544068044350276	1.57978359661681	1.49369035615286	1.9204215030837	3.41183006900048	1	156.056442293117	28	"fem"	"van Woerden compilation"	12200	237	"fem"	"Berger 1972 Kenya"	NA	3.5	38	12.5	50.5	NA	7.33333333333333	7.33333333333333	57.8333333333333	NA	31.1666666666667	NA	NA	31.1666666666667	7.5	100	"average"	"Hill and Dunbar 2002 (seeds= subterranean foods)"	NA	NA	"83.257142857142853"	"17 to 140"	83.2571428571429	"diverse in ATWP 2012"	"3384.25"	NA	NA	2581.25	NA	NA
"Papio_cynocephalus"	"Papio_cynocephalus"	"Papio_cynocephalus"	"Cercopithecinae"	"Cercopithecidae"	1	2.17475457283734	4.01527590668188	0.522878745280338	1.47603415907845	1.20411998265592	1.7481880270062	3.38165648258579	1	149.539034687144	13	"fem"	"van Woerden compilation"	10358	12	"fem"	"Bentley Condit unpubl in ATWP 2012"	NA	3.33333333333333	29.925	28.55	58.475	NA	8.65	8.65	67.125	4.55	16	NA	NA	16	9	100.008333333333	"average"	"Hill and Dunbar 2002 (seeds= subterranean foods), and Altmann, BentleyCondit, Kamilar in ATWP 2012"	NA	NA	"56"	"7 to 198"	56	"Melnick and Pearl 87, Rowe 96 ref 898"	"5150"	NA	NA	2408	NA	NA
"Papio_hamadryas"	"Papio_hamadryas"	"Papio_hamadryas"	"Cercopithecinae"	"Cercopithecidae"	1	2.13672056715641	3.99563519459755	NA	1.65321251377534	1.44715803134222	1.57749179983723	3.50785587169583	1	137	9	"fem"	"van Woerden compilation"	9900	76	"fem"	"Phillips-Conroy & Jolly 81"	"Smith&Jungers 1997"	0	45	2	47	NA	22	22	69	NA	28	NA	NA	28	3	100	"single study"	"Hill and Dunbar 2002 (seeds= subterranean foods)"	NA	NA	"37.799999999999997"	"9_102; band up to 220"	37.8	"Biquand 1992 in ATWP 2012"	"9625"	NA	NA	3220	NA	NA
"Papio_papio"	"Papio_papio"	"Papio_papio"	"Cercopithecinae"	"Cercopithecidae"	1	NA	4.07918124604763	NA	1.77815125038364	NA	1.79239168949825	3.51188336097887	1	NA	NA	NA	NA	12000	NA	"fem"	"Adie 1997 in ATWP 2012"	NA	NA	60	17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Sharman 1981 in ATWP 2012"	NA	NA	"62"	"22_249, third level groups"	62	"Glat-Luong 2006"	"8000"	NA	NA	3250	NA	NA
"Papio_ursinus"	"Papio_ursinus"	"Papio_ursinus"	"Cercopithecinae"	"Cercopithecidae"	1	2.21748394421391	4.17026171539496	0.477121254719662	1.64836001098093	1.21085336531489	1.66275783168157	3.097020483473	1	165	14	"fem"	"Isler et al. 2008"	14800	22	"fem"	"Bulger&Hamilton 87, Skinner&Smithers 90"	"Smith&Jungers 1997"	3	44.5	27.25	71.75	NA	9	NA	71.75	NA	16.25	NA	NA	16.25	9	100	"average"	"Hill and Dunbar 2002 (seeds= subterranean foods)"	NA	NA	"42"	"20 to 50, up to 128"	46	"Melnick and Pearl 87, Rowe 96 ref 898, Henzi 1999 N=76 in 13 populations"	"4400"	NA	NA	1250.318	NA	NA
"Perodicticus_potto"	"Perodicticus_potto"	"Perodicticus_potto"	NA	"Loridae"	0	1.09684950813096	2.92346198682978	1.04139268515823	1.82607480270083	NA	0.301029995663981	1.44715803134222	0	12.4982586509524	122	"all individuals"	"van Woerden compilation"	838.420689655172	29	"all individuals"	"van Woerden compilation (matching)"	"matching ECV"	11	67	NA	67	0	0	0	67	22	0	0	0	0	0	100	"single study"	"edwardsi, Gabon, Charles-Dominique"	1.26	"males in Gabon alone, 26% pairs in Cameroon"	NA	NA	2	"Nekaris & Bearder 07"	"2497"	"17.8"	7.5	28	NA	NA
"Phaner_pallescens"	"Phaner_furcifer_pallescens"	"Phaner_pallescens"	NA	"Cheirogaleidae"	0	0.824868865606548	2.53019969820308	0.974511692737328	-0.327902142064283	NA	0.342422680822206	0.653212513775344	0	6.68142142857143	7	"all individuals"	"van Woerden compilation"	339	14	"all individuals"	"Isler et al. 2008"	"Schülke et al. 2004 (P. furcifer)"	9.43	0.47	0	0.47	1.93	0	1.93	2.4	87.6	0	NA	NA	NA	0.6	100.03	"single study"	"Schülke 2003 in ATWP 2012"	3	"pair with off"	"2.2000000000000002"	"2 to 5"	2.2	"CharlesDominique 1980, Schülke 2003 in ATWP 2012"	"3153.74"	"3.8"	4	4.5	NA	NA
"Pithecia_albicans"	"Pithecia_albicans"	"Pithecia_albicans"	NA	"Pitheciidae"	0	NA	NA	-0.397940008672038	1.61384182187607	1.26007138798507	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.4	41.1	31.45	72.55	1.5	6.5	8	80.55	0.8	18.2	18.2	0	19.7	0	99.95	"average"	"Johns 1996, Peres 1993, 1.5% bark"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Pithecia_irrorata"	"Pithecia_irrorata"	"Pithecia_irrorata"	NA	"Pitheciidae"	0	1.56937390961505	3.28836102747295	NA	NA	NA	0.489958479424835	NA	1	37.1	11	"all individuals"	"van Woerden compilation"	1942.5	NA	"all individuals"	"Norconk 07 review"	NA	NA	NA	83	NA	NA	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Palminteri iin press in ATWP 2012"	NA	NA	"3.09"	"2 to 5"	3.09	"Norconk 07 review (Ferrari 1999, Peres 1993)"	NA	NA	NA	NA	NA	NA
"Pithecia_monachus"	"Pithecia_monachus"	"Pithecia_monachus"	NA	"Pitheciidae"	0	1.55796224433527	3.36035144039772	NA	1.74036268949424	0.602059991327962	0.574031267727719	1.39619934709574	1	36.1378444610926	30	"all individuals"	"van Woerden compilation"	2292.72222222222	9	"all individuals"	"van Woerden compilation (matching)"	"matching ECV"	0	55	38	93	NA	3	3	NA	NA	4	4	NA	4	0	100	NA	"Soini 1986 in ATWP 2012"	NA	NA	"3.75"	"2 to 8"	3.75	"Norconk 07 review"	NA	NA	NA	24.9	NA	NA
"Pithecia_pithecia"	"Pithecia_pithecia"	"Pithecia_pithecia"	NA	"Pitheciidae"	0	1.49795596806405	3.2145789535705	0.477121254719662	1.46834733041216	0.942008053022313	0.64713836606315	1.10720996964787	1	31.4742918864164	36	"all individuals"	"van Woerden compilation"	1639	10	"all individuals"	"van Woerden compilation (matching)"	"matching ECV"	3	29.4	56.75	86.15	NA	2.1	2.1	88.25	NA	8.75	NA	NA	8.75	0	100	"average"	"Norconk 07 review (Norconk 2004, Homburg 1997)"	NA	NA	"4.4375"	"1 to 12"	4.4375	"Norconk 07 review"	"1104"	NA	NA	12.8	NA	NA
"Pongo_abelii"	"Pongo_abelii"	"Pongo_abelii"	NA	"Pongidae"	0	2.53914917187523	4.61434873116257	1.05690485133647	1.8275846434931	1.22097929090373	0.230448921378274	3.22401481137286	1	346.058221816637	14	"fem"	"van Woerden compilation"	41148	7	"fem"	"van Woerden compilation (matching)"	"matching ECV"	11.4	67.2333333333333	NA	67.2333333333333	NA	2.75	2.75	69.9833333333333	NA	16.6333333333333	NA	NA	18.5333333333333	0.1	100.016666666667	"average"	"Morrogh-Bernard et al. 2009 (in Suaq, 2% of others attributed to flowers), and Fox 2004 in ATWP 2012"	NA	NA	"1.7"	"1 to 3"	1.7	"van Schaik 1999"	"938"	"2500"	850	1675	NA	NA
"Pongo_pygmaeus"	"Pongo_pygmaeus"	"Pongo_pygmaeus"	NA	"Pongidae"	0	2.53092158525092	4.56758666067229	0.752816431188271	1.8345796403647	1.16672605558005	0.0672568892381498	2.30813737863804	1	339.563956530624	54	"fem"	"van Woerden compilation"	36947.6363636364	11	"fem"	"van Woerden compilation (matching)"	"matching ECV"	5.66	68.325	NA	68.325	NA	6.26	6.26	74.585	NA	14.68	11.7	4.8	18.82	0.9	99.965	"average"	"Morrogh-Bernard et al. 2009 (only wurmbii, not morio), and diverse in ATWP 2012"	NA	NA	"1.1675"	"1 to 3"	1.1675	"1.5 Nunn and van Schaik 02, diverse in ATWP 2012"	"439.5"	">1000"	475	203.3	NA	NA
"Pongo_pygmaeus_morio"	NA	NA	NA	"Pongidae"	0	2.51869095279145	4.57400038346644	-0.0457574905606751	1.78461729263288	1.41497334797082	NA	NA	1	330.134531222436	4	"fem"	"van Woerden compilation"	37497.3333333333	3	"fem"	"van Woerden compilation (matching)"	"matching ECV"	0.9	60.9	NA	60.9	NA	1	1	61.9	NA	26	21	2	36.6	0.6	100	"average"	"ATWP 2012"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Pongo_pygmaeus_wurmbii"	NA	NA	NA	"Pongidae"	0	2.52715348484564	4.56515688273802	0.752816431188271	1.8345796403647	1.16672605558005	NA	NA	1	336.630517592132	30	"fem"	"van Woerden compilation"	36741.5	8	"fem"	"van Woerden compilation (matching)"	"matching ECV"	5.66	68.325	NA	68.325	NA	6.26	6.26	74.585	NA	14.68	11.7	4.8	18.82	0.9	99.965	"average"	"Morrogh-Bernard et al. 2009 (only wurmbii, not morio), and diverse in ATWP 2012"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Presbytis_comata"	"Presbytis_comata"	"Presbytis_comata"	"Colobinae"	"Cercopithecidae"	0	1.83250891270624	3.82672252016899	NA	1	1.82607480270083	0.903089986991944	1.57978359661681	1	68	9	"fem"	"van Woerden compilation"	6710	6	"fem"	"Isler et al. 2008"	"Rothenfluh 1976 in Smith and Jungers 1997"	0	10	1.5	11.5	NA	9	9	20.5	NA	67	61	6	67	12.5	100	"two studies"	"Kirkpatrick 07 review, Sujatnika, Ruyinat, ATWP 2011"	NA	NA	"8"	NA	8	"Kirkpatrick 07 review"	NA	NA	NA	38	NA	NA
"Presbytis_femoralis"	"Presbytis_femoralis"	"Presbytis_femoralis"	"Colobinae"	"Cercopithecidae"	0	1.84653912437207	3.83275153889512	NA	1.76342799356294	1.46239799789896	1.04139268515823	1.34242268082221	1	70.2326611520957	5	"fem"	"Isler et al. 2008"	6803.8	5	"fem"	"van Woerden compilation (matching)"	"matching ECV"	0	58	NA	58	NA	1	1	59	NA	29	26	3	29	12	100	"single study"	"Kirkpatrick 07 review"	NA	NA	"11"	"4 to 20"	11	"Kirkpatrick 07 review, range: ATWP 2011"	NA	NA	NA	22	NA	NA
"Presbytis_frontata"	"Presbytis_frontata"	"Presbytis_frontata"	"Colobinae"	"Cercopithecidae"	0	1.86407239504941	3.75358305889291	NA	NA	NA	0.778151250383644	NA	1	73.1260971428571	7	"fem"	"van Woerden compilation"	5670	8	"fem"	"Smith&Jungers 1997"	"Willis 1995 in Smith and Jungers 1997"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"6"	"2 to 10"	6	"Suzuki1984  in ATWP 2011"	NA	NA	NA	NA	NA	NA
"Presbytis_hosei"	"Presbytis_hosei"	"Presbytis_hosei"	"Colobinae"	"Cercopithecidae"	0	1.77831207041211	3.75050839485135	NA	1.19126466197034	1.83905884417379	0.879382637174343	1.54406804435028	1	60.0222222222222	9	"fem"	"van Woerden compilation"	5630	3	"fem"	"Smith&Jungers 1997"	"Willis 1995"	0	15.5333333333333	13.9	29.4333333333333	NA	1.5	1.5	30.9333333333333	NA	69.0333333333333	43.85	3	69.0333333333333	0	99.9666666666667	"three studies"	"Kirkpatrick 07 review"	NA	NA	"7.5750000000000002"	"6 to 14"	7.575	"ATWP 2011"	NA	NA	NA	35	NA	NA
"Presbytis_melalophos"	"Presbytis_melalophos"	"Presbytis_melalophos"	"Colobinae"	"Cercopithecidae"	0	1.78726494087381	3.81734296730956	NA	NA	NA	1.11727129565576	1.36172783601759	1	61.2724069380904	22	"fem"	"van Woerden compilation"	6566.63636363636	11	"fem"	"van Woerden compilation (matching)"	"matching ECV"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"13.1"	"4 to 12"	13.1	"Nunn and van Schaik 02, range ATWP 2011"	NA	NA	NA	23	NA	NA
