species	taxon_common_printed	specimen	specimen_name	record_note	primary_identifier	alternate_identifiers	identification_number	identifier_raw	specimen_printed	specimen_printed_raw	sex	sample	body_weight_kg	body_weight_raw	brain_weight_g	brain_weight_raw	fixed_volume_cm3	fixed_volume_raw	age	age_years	age_class	collection_source	cause_of_death	section_plane	section_plane_raw	stains_measured	stephan_database_specimen	stephan_related_note	semendeferi_record	brainweight_known	taxonomic_issue	taxonomic_note	source
Gorilla gorilla		Gorilla gorilla (A375)			A375	A375	A375	A375	GORILLA; ?EAST. LOWLAND; STEPHAN *	GORILLA
?EAST. LOWLAND
STEPHAN *	M	Hirnforschung	22	22 K.	450	471 G.; (W/ MEN.); 450 EST.	232.5	232.5	JUV.		juvenile	BELGIAN; CONGO; (BILOTA)	SHOT	frontal	FRONTAL	CRESYL(NUC.); MYELIN(WB)	TRUE	TRUE	FALSE	TRUE	FALSE		MacLeod_2000
Gorilla gorilla		Gorilla gorilla (1001)			1001	1001	1001	1001	GORILLA	GORILLA		Hirnforschung			429.4	429.4 G.	258.2	258.2	ADULT		adult	CONGO; (UTI)	SHOT	frontal	FRONTAL	CRESYL	FALSE	FALSE	FALSE	TRUE	FALSE		MacLeod_2000
Gorilla gorilla		Gorilla gorilla (YN82-140)			YN82-140	YN82-140	YN82-140	YN82-140	GORILLA; ZILLES (SEMEND.); "JINI"	GORILLA
ZILLES (SEMEND.)
"JINI"	F	Hirnforschung	84.7	84.7 K.	376	376 G.	178.15	178.15	20 YR.	20	adult_or_age_given	YERKES	ACUTE ENTERIC; SHIGELLA; INFECTION	frontal	FRONTAL	AG	FALSE	FALSE	TRUE	TRUE	FALSE		MacLeod_2000
Pan paniscus		Pan paniscus (YN86-137)			YN86-137	YN86-137	YN86-137	YN86-137	PAN PANISCUS; ZILLES (SEMEND.); "MULIKA"	PAN PANISCUS
ZILLES (SEMEND.)
"MULIKA"	F	Hirnforschung	10.36	10.36 K.	392	392 G.	145.41	145.41	2 YRS.	2	adult_or_age_given	YERKES	ACCIDENTAL; ASPHYXIATION,; 1986	frontal	FRONTAL	AG	FALSE	FALSE	TRUE	TRUE	FALSE		MacLeod_2000
Pan paniscus		Pan paniscus (ZAHLIA/97)			ZAHLIA/97	ZAHLIA/97	ZAHLIA/97	ZAHLIA/97	PAN PANISCUS; ZILLES(SEMEND.); ZAHLIA (1/97)	PAN PANISCUS
ZILLES(SEMEND.)
ZAHLIA (1/97)	F	Hirnforschung		NA	324	324	191.54	191.54	A		adult	YERKES	ANAES. COMPL.; HYPOXIA; PULMONARY; EDEMA	frontal	FRONTAL	AG	FALSE	FALSE	TRUE	TRUE	FALSE		MacLeod_2000
Pan troglodytes		Pan troglodytes (YN-YERKES)	YN-YERKES		YN89-278	YN89-278; YN-YERKES	YN89-278; YN-YERKES	YN89-278
YN-YERKES	PAN TROGLODYTES; ZILLES (SEMEND.); "HARV"	PAN TROGLODYTES
ZILLES (SEMEND.)
"HARV"	M	Hirnforschung	53	53 K.	420	420 G.	181.28	181.28	22 YRS.	22	adult_or_age_given	YERKES	MYOCARDIAL; FIBROSIS &; CHRONIC; PERICARDITIS	horizontal	HOR.	AG	FALSE	FALSE	TRUE	TRUE	FALSE		MacLeod_2000
Pan troglodytes		Pan troglodytes (1548)			1548	1548	1548	1548	PAN TROGLODYTES; ZILLES FROM ST.	PAN TROGLODYTES
ZILLES FROM ST.	?F	Hirnforschung		NA		NA	129.02	129.02	NA			NA	NA	frontal	FRONTAL	AG	FALSE	TRUE	FALSE	FALSE	FALSE		MacLeod_2000
Pan troglodytes		Pan troglodytes (PAN 1)			PAN 1	CHIMP 1; PAN 1	CHIMP 1; PAN 1	CHIMP 1
PAN 1	PAN TROGLODYTES; ZILLES (SEMEND.)	PAN TROGLODYTES
ZILLES (SEMEND.)	F	Hirnforschung	50	50 K.	440	440	213.83	213.83	22 YRS.	22	adult_or_age_given	BUSH GDS.; TAMPA	BACTERIAL; MENINGITIS; AUG. 1991	frontal	FRONTAL	AG	FALSE	FALSE	TRUE	TRUE	FALSE		MacLeod_2000
Pan troglodytes		Pan troglodytes (WPZ-486)			WPZ-486	BATH.4/97; WPZ-486	BATH.4/97; WPZ-486	BATH.4/97
WPZ-486	PAN TROGLODYTES; ZILLES (SEMEND.); BATHSHEBA (4/97)	PAN TROGLODYTES
ZILLES (SEMEND.)
BATHSHEBA (4/97)	F	Hirnforschung	80	80 K.	359.5	359.5 G.	173.46	173.46	24 YRS.	24	adult_or_age_given	YERKES	SEPTIC; PERITONITIS; 1994	frontal	FRONTAL	AG	FALSE	FALSE	TRUE	TRUE	FALSE		MacLeod_2000
Pan troglodytes		Pan troglodytes (A280)			A280	A280*	A280*	A280*	PAN TROGLODYTES; SCHWEINFURTHI; STEPHAN *	PAN TROGLODYTES
SCHWEINFURTHI
STEPHAN *	M	Hirnforschung	49	49 K.	461	461 G.; FRESH	243.44	243.44	NA			BELGIAN; CONGO	SHOT	frontal	FRONTAL	CRESYL	TRUE	TRUE	FALSE	TRUE	FALSE		MacLeod_2000
Pan troglodytes		Pan troglodytes (A 278)			A 278	A 278	A 278	A 278	PAN T. SCHWEIN.; STEPHAN	PAN T. SCHWEIN.
STEPHAN	F	Hirnforschung	43.5	43.5 K.	420	420 GR.; FRESH		NA	A		adult	BAFA	SHOT	sagittal	SAGITTAL	CRESYL; MYELIN	FALSE	TRUE	FALSE	TRUE	FALSE		MacLeod_2000
Pan troglodytes		Pan troglodytes (3549)			3549	A 269; 3549	A 269; 3549	A 269
3549	PAN T. SCHWEIN.	PAN T. SCHWEIN.	M	Hirnforschung	18.4	18.4 K.	345.5	345.5 GR.; FRESH	189.09	189.09	A		adult	BEANANBO	NA	horizontal	HORIZON.	CRESYL	FALSE	FALSE	FALSE	TRUE	FALSE		MacLeod_2000
Pongo pygmaeus		Pongo pygmaeus (0475)			0475	0475	0475	0475	PONGO (ZILLES)+A79	PONGO (ZILLES)+A79	F	Hirnforschung		NA		NA	107.6	107.6	NA			NA	NA	frontal	FRONTAL	AG	FALSE	FALSE	FALSE	FALSE	FALSE		MacLeod_2000
Pongo pygmaeus		Pongo pygmaeus (YN85-38)			YN85-38	YN85-38	YN85-38	YN85-38	PONGO PYGMAEUS; ABELII; ZILLES (SEMEND.)	PONGO PYGMAEUS
ABELII
ZILLES (SEMEND.)	M	Hirnforschung	58.2	58.2 K.	369	369 G.	216.3	216.3 G.	16.5 YRS.	16.5	adult_or_age_given	YERKES; (KANTING)	PNEUMONIA; AIR SAC INF.; BACTERIAL; SEPTICEMIA	frontal	FRONTAL	AG	FALSE	FALSE	TRUE	TRUE	FALSE		MacLeod_2000
