species	taxon_common_printed	specimen	specimen_name	record_note	primary_identifier	alternate_identifiers	identification_number	identifier_raw	specimen_printed	specimen_printed_raw	sex	sample	body_weight_kg	body_weight_raw	brain_weight_g	brain_weight_raw	fixed_volume_cm3	fixed_volume_raw	age	age_years	age_class	collection_source	cause_of_death	section_plane	section_plane_raw	stains_measured	stephan_database_specimen	stephan_related_note	semendeferi_record	brainweight_known	taxonomic_issue	taxonomic_note	source
Gorilla gorilla		Gorilla gorilla (A375)			A375	A375	A375	A375	GORILLA; ?EAST. LOWLAND; STEPHAN *	GORILLA
?EAST. LOWLAND
Pongo pygmaeus		Pongo pygmaeus (OY 1148)			OY 1148	HARRY2/97; OY 1148	HARRY2/97; OY 1148	HARRY2/97
OY 1148	PONGO PYGMAEUS; ZILLES(SEMEND.); HARRY (2/97)	PONGO PYGMAEUS
ZILLES(SEMEND.)
HARRY (2/97)	M	Hirnforschung	114	114 K.	440	440	186.11	186.11	37 YRS.	37	adult_or_age_given	YERKES	CONGESTIVE; HEART FAIL; 1994	frontal	FRONTAL	AG	FALSE	FALSE	TRUE	TRUE	FALSE		MacLeod_2000
Pongo pygmaeus		Pongo pygmaeus (OHDZ)	OHDZ		6728	BR. 5/97; OHDZ; 6728	BR. 5/97; OHDZ; 6728	BR. 5/97
OHDZ
6728	PONGO PYGMAEUS; ZILLES(SEMEND.); BRIGGS (5/97)	PONGO PYGMAEUS
ZILLES(SEMEND.)
BRIGGS (5/97)	M	Hirnforschung	140	140 K.	345	345	154.89	154.89	34 YRS.	34	adult_or_age_given	YERKES	CARDIAC; FAILURE; 1995	frontal	FRONTAL	AG	FALSE	FALSE	TRUE	TRUE	FALSE		MacLeod_2000
Hylobates lar	gibbon	Hylobates lar (732-1)			732-1	YN81-146; 732-1	YN81-146; 732-1	YN81-146
732-1	GIBBON; HYLOBATES LAR; ZILLES (SEMEND.)	GIBBON
HYLOBATES LAR
ZILLES (SEMEND.)	F	Hirnforschung	3.98	3.98 K.	92	92 G.	38.24	38.24	ADULT		adult	YERKES	ACUTE ENTERIC; SHIGELLA; INFECTION; 1981	frontal	FRONTAL	AG.	FALSE	FALSE	TRUE	TRUE	FALSE		MacLeod_2000
	gibbon	gibbon (2436)			2436	2436	2436	2436	GIBBON; ZILLES(STEPHAN)	GIBBON
ZILLES(STEPHAN)		Hirnforschung		NA		NA	52.53	52.53	NA			NA	NA	frontal	FRONTAL	MYELIN	FALSE	TRUE	FALSE	FALSE	TRUE	MacLeod prints only generic 'GIBBON'; do not infer Hylobates lar from this row alone.	MacLeod_2000
	gibbon	gibbon (1547)			1547	1547	1547	1547	GIBBON; ZILLES (FROM ST.)	GIBBON
ZILLES (FROM ST.)	M	Hirnforschung		NA		NA	36.62	36.62	JUV.		juvenile	WILD	NA	frontal	FRONTAL	MYELIN	FALSE	TRUE	FALSE	FALSE	TRUE	MacLeod prints only generic 'GIBBON'; do not infer Hylobates lar from this row alone.	MacLeod_2000
	gibbon	gibbon (DISCO)	DISCO	3/97	GPZ-5542	DISCO (3/97); GPZ-5542	DISCO (3/97); GPZ-5542	DISCO (3/97)
GPZ-5542	GIBBON; ZILLES(SEMEND.)	GIBBON
ZILLES(SEMEND.)	F	Hirnforschung	6.8	6.8 K.	120	120	53.64	53.64	22 YRS.	22	adult_or_age_given	YERKES	HEMORRHAGIC; ENTERITIS	frontal	FRONTAL	AG	FALSE	FALSE	TRUE	TRUE	TRUE	MacLeod links the named specimen DISCO to GPZ-5542 in the identifier field; published species labels for this specimen should be resolved from accession/studbook records rather than generic 'GIBBON'.	MacLeod_2000
	gibbon	gibbon (3539)			3539	1203; 3539	1203; 3539	1203
3539	GIBBON; STEPHAN *	GIBBON
STEPHAN *	M	Hirnforschung	5.93	5.93 K.	101.9	101.9 G.	42.23	42.23	NA			TRADER	NA	frontal	FRONTAL	CRESYL; VIOLET	TRUE	TRUE	FALSE	TRUE	TRUE	MacLeod prints only generic 'GIBBON'; do not infer Hylobates lar from this row alone.	MacLeod_2000
Homo sapiens		Homo sapiens (139/95)			139/95	139/95	139/95	139/95	HOMO SAPIENS; ZILLES	HOMO SAPIENS
ZILLES	M	Hirnforschung		NA	1217	1217 GR.; FORMALIN	610.16	610.16	74 YRS.	74	adult_or_age_given	NA	HEART IN-; FARCTION	frontal	FRONTAL	AG	FALSE	FALSE	FALSE	TRUE	FALSE		MacLeod_2000
Homo sapiens		Homo sapiens (H9/88)			H9/88	H9/88	H9/88	H9/88	H. SAPIENS; ZILLES	H. SAPIENS
ZILLES	M	Hirnforschung		NA	1639.6	1639.6; FORMALIN	861.86	861.86	21 YRS.	21	adult_or_age_given	NA	NA	frontal	FRONTAL	AG	FALSE	FALSE	FALSE	TRUE	FALSE		MacLeod_2000
Homo sapiens		Homo sapiens (SN382/81)			SN382/81	SN382/81	SN382/81	SN382/81	H. SAPIENS; ZILLES	H. SAPIENS
ZILLES	F	Hirnforschung	61.4	61.4 K.	1142	1142 GR.; FRESH	510	510	59 YRS.	59	adult_or_age_given	RENS-; BURG	CARDIAC; FAILURE	frontal	FRONTAL	AG	FALSE	FALSE	FALSE	TRUE	FALSE		MacLeod_2000
Homo sapiens		Homo sapiens (SN71/84)			SN71/84	SN71/84	SN71/84	SN71/84	H. SAPIENS; ZILLES	H. SAPIENS
ZILLES	F	Hirnforschung	67.2	67.2 K.	1133	1133 GR.; FRESH	573.95	573.95	77 YRS.	77	adult_or_age_given	RENSBURG	CARDIAC; FAILURE	horizontal	HOR.	AG	FALSE	FALSE	FALSE	TRUE	FALSE		MacLeod_2000
Homo sapiens		Homo sapiens (14/94)			14/94	14/94	14/94	14/94	HOMO SAPIENS; ZILLES	HOMO SAPIENS
ZILLES	F	Hirnforschung		NA	1056.4	1056.4; FORMALIN	553.69	553.69	43 YRS.	43	adult_or_age_given	KREFELD	CORONARY	frontal	FRONTAL	AG	FALSE	FALSE	FALSE	TRUE	FALSE		MacLeod_2000
Homo sapiens		Homo sapiens (SN 146/86)			SN 146/86	SN 146/86	SN 146/86	SN 146/86	H. SAPIENS; ZILLES	H. SAPIENS
ZILLES	M	Hirnforschung		NA	1437	1437 GR.; FRESH	660.02	660.02	37 YRS.	37	adult_or_age_given	RESNB.	CARDIAC; FAILURE	frontal	FRONTAL	AG	FALSE	FALSE	FALSE	TRUE	FALSE		MacLeod_2000
Homo sapiens		Homo sapiens (SN 201/86)			SN 201/86	SN 201/86	SN 201/86	SN 201/86	H. SAPIENS; ZILLES	H. SAPIENS
ZILLES	M	Hirnforschung		NA	1219	1219 GR.; FRESH	636.33	636.33	72 YRS.	72	adult_or_age_given	RESNB.	CARDIAC; ARREST	horizontal	HORIZ.	AG	FALSE	FALSE	FALSE	TRUE	FALSE		MacLeod_2000
Homo sapiens		Homo sapiens (SN 503/81)			SN 503/81	SN 503/81	SN 503/81	SN 503/81	H. SAPIENS; ZILLES	H. SAPIENS
ZILLES	F	Hirnforschung		NA	1310	1310 GR.; FRESH	615.13	615.13	75 YRS.	75	adult_or_age_given	RENSB.	CARDIAC; FAILURE	horizontal	HORIZ.	AG	FALSE	FALSE	FALSE	TRUE	FALSE		MacLeod_2000
Erythrocebus patas		Erythrocebus patas (1545)			1545	1545	1545	1545	E. PATAS; ZILLES(STEPHAN)	E. PATAS
ZILLES(STEPHAN)	M	Hirnforschung		NA		NA	43.33	43.33	JUV.		juvenile	NA	NA	frontal	FRONTAL	MYELIN	FALSE	TRUE	FALSE	FALSE	FALSE		MacLeod_2000
Macaca mulatta		Macaca mulatta (516)			516	516	516	516	MACACA MULATTA; ZILLES	MACACA MULATTA
ZILLES	F	Hirnforschung		NA	78.03	78.03	49.29	49.29	A		adult	NA	NA	frontal	FRONTAL	MYELIN	FALSE	FALSE	FALSE	TRUE	FALSE		MacLeod_2000
Macaca mulatta		Macaca mulatta (R4)			R4	R4	R4	R4	MACACA MULATTA; ZILLES	MACACA MULATTA
ZILLES		Hirnforschung		NA		NA	52.72	52.72	NA			NA	NA	horizontal	HOR.; TIPPED	AG	FALSE	FALSE	FALSE	FALSE	FALSE		MacLeod_2000
Cercopithecus sp.		Cercopithecus sp. (CERC. S)	CERC. S			CERC. S	CERC. S	CERC. S	CERCOPITHECUS	CERCOPITHECUS		Hirnforschung		NA		NA	27.74	27.74	NA			NA	NA	frontal	FRONTAL	CRESYL	FALSE	FALSE	FALSE	FALSE	FALSE		MacLeod_2000
Cercopithecus sp.		Cercopithecus sp. (CERC. CER)	CERC. CER			CERC. CER	CERC. CER	CERC. CER	CERCOPITHECUS	CERCOPITHECUS		Hirnforschung		NA		NA	34.59	34.59	A		adult	NA	NA	frontal	FRONTAL	CRESYL	FALSE	FALSE	FALSE	FALSE	FALSE		MacLeod_2000
Cercocebus albigena		Cercocebus albigena (A221)			A221	A221	A221	A221	C. ALBIGENA; ZILLES(STEPHAN)	C. ALBIGENA
ZILLES(STEPHAN)	M	Hirnforschung	10.5	10.5 K.	116	116 GR.	51.65	51.65	A		adult	CONGO	SHOT	frontal	FRONTAL	CRESYL	FALSE	TRUE	FALSE	TRUE	FALSE		MacLeod_2000
Papio cynocephalus		Papio cynocephalus (P3)			P3	P3	P3	P3	PAPIO CYNOCEPH.; ZILLES (ARMSTRONG)	PAPIO CYNOCEPH.
ZILLES (ARMSTRONG)	F	Hirnforschung		NA	147	147 GR.; FRESH	71.99	71.99	5.5 YRS.	5.5	adult_or_age_given	NA	NA	frontal	FRONTAL	AG	FALSE	FALSE	FALSE	TRUE	FALSE		MacLeod_2000
Papio cynocephalus		Papio cynocephalus (P4)			P4	P4	P4	P4	PAPIO CYN.; ZILLES(ARMSTRONG)	PAPIO CYN.
ZILLES(ARMSTRONG)	F	Hirnforschung		NA	156.1	156.1 GR.; FRESH	70.26	70.26	5.5 YRS.	5.5	adult_or_age_given	NA	NA	frontal	FRONTAL	AG	FALSE	FALSE	FALSE	TRUE	FALSE		MacLeod_2000
Ateles paniscus		Ateles paniscus (2412)			2412	2412	2412	2412	ATELES PANISCUS	ATELES PANISCUS		Hirnforschung		NA		NA	64.57	64.57 GR.	NA			NA	NA	frontal	FRONTAL	AG	FALSE	FALSE	FALSE	FALSE	FALSE		MacLeod_2000
Ateles paniscus		Ateles paniscus (1541)			1541	1541	1541	1541	ATELES PANISCUS	ATELES PANISCUS	M	Hirnforschung	2.7	2.7 K.		NA	45.26	45.26	JUV.		juvenile	NA	NA	frontal	FRONTAL	CRESYL	FALSE	FALSE	FALSE	FALSE	FALSE		MacLeod_2000
Ateles paniscus		Ateles paniscus (1538)			1538	1538	1538	1538	ATELES PANISCUS	ATELES PANISCUS	M	Hirnforschung		NA		NA		NA	JUV.		juvenile	NA	NA	frontal	FRONTAL	MYELIN	FALSE	FALSE	FALSE	FALSE	FALSE		MacLeod_2000
Alouatta sp.		Alouatta sp. (1961/8)			1961/8	1961/8	1961/8	1961/8	ALOUTTA; ZILLES (STEPHAN)	ALOUTTA
ZILLES (STEPHAN)	M	Hirnforschung		NA		NA	17.75	17.75	JUV.		juvenile	NA	NA	frontal	FRONTAL	CRESYL	FALSE	TRUE	FALSE	FALSE	FALSE		MacLeod_2000
Alouatta seniculus		Alouatta seniculus (1961/9)			1961/9	1961/9	1961/9	1961/9	ALOUATTA SENICULU; ZILLES (STEPHAN)	ALOUATTA SENICULU
ZILLES (STEPHAN)	F	Hirnforschung		NA		NA	18.63	18.63	INF.; 5-7 WKS.		infant	NA	NA	frontal	FRONTAL	MYELIN	FALSE	TRUE	FALSE	FALSE	FALSE		MacLeod_2000
Cebus sp.		Cebus sp. (CEBUS I)	CEBUS I			CEBUS I	CEBUS I	CEBUS I	CEBUS	CEBUS	M	Hirnforschung		NA		NA	38.52	38.52	A		adult	NA	NA	mixed	L. HEM.SAG.; R. HEM. FR.	CRESYL	FALSE	FALSE	FALSE	FALSE	FALSE		MacLeod_2000
Saimiri sciureus		Saimiri sciureus (1064)			1064	1064	1064	1064	SAIMIRI; ZILLES(STEPHAN)	SAIMIRI
ZILLES(STEPHAN)	F	Hirnforschung	0.345	.345 K.	19.65	19.65 GR.	10.06	10.06	NA			NA	NA	frontal	FRONTAL	CRESYL	FALSE	TRUE	FALSE	TRUE	FALSE		MacLeod_2000
Saimiri sciureus		Saimiri sciureus (1968/4)			1968/4	2408; 1968/4	2408; 1968/4	2408
1968/4	SAIMIRI; ZILLES(STEPHAN)	SAIMIRI
ZILLES(STEPHAN)	M	Hirnforschung	0.72	.720 K.	14.66	14.66 GR.	10.09	10.09	NA			NA	NA	frontal	FRONTAL	CRESYL	FALSE	TRUE	FALSE	TRUE	FALSE		MacLeod_2000
Aotus sp.		Aotus sp. (1536)			1536	1536	1536	1536	AOTUS; ZILLES	AOTUS
ZILLES	F	Hirnforschung		NA		NA	9.22	9.22	NA			NA	NA	frontal	FRONTAL	CRESYL	FALSE	FALSE	FALSE	FALSE	FALSE		MacLeod_2000
Aotus sp.		Aotus sp. (K197)			K197	K197	K197	K197	AOTUS (ZILLES)	AOTUS (ZILLES)	F	Hirnforschung	0.83	.83 K.	16.35	16.35 GR.	9.06	9.06	NA			NA	NA	frontal	FRONTAL	CRESYL	FALSE	FALSE	FALSE	TRUE	FALSE		MacLeod_2000
