"Species","Reference","n","Anesthesia","Mode","Region","CMRgl_umol_100g_min","CMRgl_SD","CMRO2_umol_100g_min","CMRO2_SD","CBF_ml_100g_min","CBF_SD","source"
"Homo","(Hu et al., 2000)",9,"none","PET","Thalamus",35.4,8.9,NA,NA,NA,NA,"Kaufman__2004"
"Homo","(Kuhl et al., 1982)",25,"none","PET","Thalamus",35.4,7.2,NA,NA,NA,NA,"Kaufman__2004"
"Homo","(Ludolph et al., 1992)",12,"none","PET","Thalamus",51,13.3,NA,NA,NA,NA,"Kaufman__2004"
"Homo","(Martinot et al., 1990)",8,"none","PET","Thalamus",35.3,4.7,NA,NA,NA,NA,"Kaufman__2004"
"Homo","(Mazziotta et al., 1981)",7,"none","PET","Thalamus",36.6,7.1,NA,NA,NA,NA,"Kaufman__2004"
"Homo","(Perani et al., 1995)",15,"none","PET","Thalamus",39.1,6.7,NA,NA,NA,NA,"Kaufman__2004"
"Homo","(Phillips etal., 1991)",14,"none","PET","Thalamus",34.3,6.7,NA,NA,NA,NA,"Kaufman__2004"
"Homo","(Redies et al., 1989)",4,"none","PET","Thalamus",31,2,NA,NA,NA,NA,"Kaufman__2004"
"Homo","(Rudolf et al., 2000)",16,"none","PET","Thalamus",36.6,4.9,NA,NA,NA,NA,"Kaufman__2004"
"Homo","(Sachs et al., 1986)",25,"none","PET","Thalamus",42.2,5.6,NA,NA,NA,NA,"Kaufman__2004"
"Homo","(Schapiro et al., 1990)",13,"none","PET","Thalamus",50.9,9.7,NA,NA,NA,NA,"Kaufman__2004"
"Homo","Tedeschi et al., 1995)",11,"none","PET","Thalamus",38.8,4.4,NA,NA,NA,NA,"Kaufman__2004"
"Homo","Tommasino et al., 1995)",10,"none","PET","Thalamus",37.7,6.5,NA,NA,NA,NA,"Kaufman__2004"
"Homo","Volkow et al., 1992)",11,"none","PET","Thalamus",41.3,5,NA,NA,NA,NA,"Kaufman__2004"
"Homo","Wu et al., 1992)",15,"none","PET","Thalamus",26.6,6.8,NA,NA,NA,NA,"Kaufman__2004"
"Homo","’resent Study",5,"none","PET","Thalamus",38.7,5.9,NA,NA,NA,NA,"Kaufman__2004"
"Homo","De Voider et al., 1997)",3,"none","PET","Thalamus",39.1,5.3,176.7,20.3,55.9,4,"Kaufman__2004"
"Homo","Sasaki et al., 1986)",7,"none","PET","Thalamus",33.5,4.1,148.1,26.1,45.4,8.6,"Kaufman__2004"
"Homo","Kaisti et al., 2003)",8,"none","PET","Thalamus",NA,NA,251.3,38,54.8,6.3,"Kaufman__2004"
"Homo","Kaisti et al., 2003)",8,"Sevoflurane","PET","Thalamus",NA,NA,148.2,20.5,39.9,7.1,"Kaufman__2004"
"Homo","Pantano et al., 1984)",18,"none","PET","Thalamus",NA,NA,156.3,35.7,46,12,"Kaufman__2004"
"Homo","Perlmutter et al., 1987)",32,"none","PET","Thalamus",NA,NA,120.5,35.7,53.7,7.5,"Kaufman__2004"
"Homo","W essenetal., 1997)",6,"none","PET","Thalamus",NA,NA,205,22,67,10,"Kaufman__2004"
"Homo","Yamaguchi et al., 1986)",14,"none","PET","Thalamus",NA,NA,163.8,25,48.9,10.4,"Kaufman__2004"
"Homo","Bums and Tyrrell, 1992)",4,"none","PET","Thalamus",NA,NA,170.5,24.6,NA,NA,"Kaufman__2004"
"Homo","Langsjo et al., 2003)",10,"none","PET","Thalamus",NA,NA,203.6,24.6,NA,NA,"Kaufman__2004"
"Homo","Seitz and Roland, 1992)",26,"none","PET","Thalamus",NA,NA,NA,NA,62.2,17.8,"Kaufman__2004"
"Papio","Meguro et al., 1999)",8,"Phencyclidine, N2","PET","Thalamus",43.8,9.4,NA,NA,NA,NA,"Kaufman__2004"
"Papio","Vlillien et al., 2002)",10,"Phencyclidine, N2","PET","Thalamus",43.6,13,NA,NA,NA,NA,"Kaufman__2004"
"Papio","’resent Study",2,"N 20","PET","Thalamus",45.7,8.4,NA,NA,NA,NA,"Kaufman__2004"
"M mulatta","Cross et al., 2000)",6,"none","PET","Thalamus",38.8,3.2,NA,NA,NA,NA,"Kaufman__2004"
"M mulatta","Takamuxa et al., 1983)",4,"none","Sokoloff","Thalamus",38,NA,NA,NA,NA,NA,"Kaufman__2004"
"M mulatta","Palombo et al., 1988)",3,"none","Sokoloff","Thalamus",43.6,3.5,NA,NA,NA,NA,"Kaufman__2004"
"M mulatta","Palombo et al., 1990)",4,"none","Sokoloff","Thalamus",47.5,4,NA,NA,NA,NA,"Kaufman__2004"
"M mulatta","’alombo et al., 1991)",4,"none","Sokoloff","Thalamus",44.3,8,NA,NA,NA,NA,"Kaufman__2004"
"M mulatta","’orrino et al., 1987)",3,"none","Sokoloff","Thalamus",54.3,4,NA,NA,NA,NA,"Kaufman__2004"
"M mulatta","inlund et al., 1997)",4,"Ketamine, N 20","PET","Thalamus",NA,NA,NA,NA,NA,NA,"Kaufman__2004"
"M fascic","(Deuel and Collins, 1984)",4,"none","Sokoloff","Thalamus",48,NA,NA,NA,NA,NA,"Kaufman__2004"
"M fascic","(Kennedy et al., 1978)",7,"none","Sokoloff","Thalamus",50.3,NA,NA,NA,NA,NA,"Kaufman__2004"
"M fascic","(Kuge et al., 2001)",4,"Sevoflurane, N 20","PET","Thalamus",35.5,8.8,NA,NA,NA,NA,"Kaufman__2004"
"M fascic","(Lyons et al., 1996)",3,"none","Sokoloff","Thalamus",47.4,3.5,NA,NA,NA,NA,"Kaufman__2004"
"M fascic","(Schwartzman et al., 1988)",6,"none","Sokoloff","Thalamus",40.1,3.2,NA,NA,NA,NA,"Kaufman__2004"
"Saimiri","(Delgado-Zygmunt et al., 1993)",4,"Fentanyl, N 20","Sokoloff","Thalamus",59,6,NA,NA,96,10,"Kaufman__2004"
"Sus","(Manohar, 1986)",6,"none 76.8 4.5",NA,"Thalamus",NA,NA,NA,NA,NA,NA,"Kaufman__2004"
"Sus","(Manohar, 1986)",6,"Sevoflurane 46.2 3.0",NA,"Thalamus",NA,NA,NA,NA,NA,NA,"Kaufman__2004"
"Sus","(Manohar, 1986)",6,"Sevoflurane 59.0 5.5",NA,"Thalamus",NA,NA,NA,NA,NA,NA,"Kaufman__2004"
"Lepus","(Passero et al., 1981)",5,"none","Sokoloff","Thalamus",89.7,4.2,NA,NA,NA,NA,"Kaufman__2004"
"Felis","(Hovda et al., 1996)",7,"none","Sokoloff","Thalamus",85.4,14.5,NA,NA,NA,NA,"Kaufman__2004"
"Felis","(Petitjean et al., 1982)",4,"none","Sokoloff","Thalamus",58,14,NA,NA,NA,NA,"Kaufman__2004"
"Felis","(Triolo et al., 1990)",6,"N 20","Sokoloff","Thalamus",28.6,8,NA,NA,NA,NA,"Kaufman__2004"
"Meriones","(Choki et al., 1983)",6,"none","Sokoloff","Thalamus",78.3,15.6,NA,NA,NA,NA,"Kaufman__2004"
"Meriones","(Choki et al., 1984)",3,"N 20","Sokoloff","Thalamus",107,14,NA,NA,NA,NA,"Kaufman__2004"
"Meriones","(Mies et al., 1984)",2,"none","Sokoloff","Thalamus",70.5,6,NA,NA,NA,NA,"Kaufman__2004"
"Meriones","(Mies et al., 1990)",4,"Halothane","Sokoloff","Thalamus",NA,NA,NA,NA,NA,NA,"Kaufman__2004"
"Rattus","(Bassant et al., 1996)",7,"none","Sokoloff","Thalamus",89,8,NA,NA,NA,NA,"Kaufman__2004"
"Rattus","(Bassant et al., 1996)",8,"none","Sokoloff","Thalamus",84,11,NA,NA,NA,NA,"Kaufman__2004"
"Rattus","(Blin et al., 1991)",10,"none","Sokoloff","Thalamus",67.4,7.2,NA,NA,NA,NA,"Kaufman__2004"
"Rattus","(Bryan et al., 1983)",6,"none","Sokoloff","Thalamus",88,4.9,NA,NA,NA,NA,"Kaufman__2004"
"Rattus","(Bryan and Lehman, 1988)",10,"none","Sokoloff","Thalamus",86,12.6,NA,NA,NA,NA,"Kaufman__2004"
"Rattus","Chang et al., 2001)",8,"none","Sokoloff","Thalamus",93.6,22.6,NA,NA,NA,NA,"Kaufman__2004"
"Rattus","Crane and Porrino, 1989)",6,"none","Sokoloff","Thalamus",103.5,4,NA,NA,NA,NA,"Kaufman__2004"
"Rattus","Crane and Porrino, 1989)",6,"none","Sokoloff","Thalamus",98.5,5,NA,NA,NA,NA,"Kaufman__2004"
"Rattus","Crosby et al., 1982)",8,"none","Sokoloff","Thalamus",77,5.7,NA,NA,NA,NA,"Kaufman__2004"
"Rattus","Crosby etal., 1984)",5,"none","Sokoloff","Thalamus",80,13.4,NA,NA,NA,NA,"Kaufman__2004"
"Rattus","Crosby etal., 1984)",5,"N 20","Sokoloff","Thalamus",98,6.7,NA,NA,NA,NA,"Kaufman__2004"
"Rattus","Cudennec et al., 1997)",7,"none","Sokoloff","Thalamus",102,13.2,NA,NA,NA,NA,"Kaufman__2004"
"Rattus","Dam etal., 1990)",5,"none","Sokoloff","Thalamus",73,18.8,NA,NA,NA,NA,"Kaufman__2004"
"Rattus","Davis et al., 1986)",10,"none","Sokoloff","Thalamus",97.8,17.4,NA,NA,NA,NA,"Kaufman__2004"
"Rattus","Duelli et al., 2000)",5,"none","Sokoloff","Thalamus",81.5,7.4,NA,NA,NA,NA,"Kaufman__2004"
"Rattus","Freedland et al., 2002)",5,"none","Sokoloff","Thalamus",116.2,10.5,NA,NA,NA,NA,"Kaufman__2004"
"Rattus","Frietsch et al., 2000)",12,"none","Sokoloff","Thalamus",71,6,NA,NA,NA,NA,"Kaufman__2004"
"Rattus","Frietsch et al., 2000)",12,"Isoflurane","Sokoloff","Thalamus",32,7,NA,NA,NA,NA,"Kaufman__2004"
"Rattus","Furlow etal., 1983)",5,"none","Sokoloff","Thalamus",70,16,NA,NA,NA,NA,"Kaufman__2004"
"Rattus","Grome and McCulloch, 1983)",6,"none","Sokoloff","Thalamus",83,9.5,NA,NA,NA,NA,"Kaufman__2004"
"Rattus","Hakim etal., 1983)",7,"none","Sokoloff","Thalamus",95,16.9,NA,NA,NA,NA,"Kaufman__2004"
"Rattus","Hawkins et al., 1979)",19,"none","Sokoloff","Thalamus",117,21.8,NA,NA,NA,NA,"Kaufman__2004"
"Rattus","Flawkins et al., 1985)",9,"none","Sokoloff","Thalamus",101,10.1,NA,NA,NA,NA,"Kaufman__2004"
"Rattus","ingvar and Siesjo, 1982)",6,"none","Sokoloff","Thalamus",66,4.9,NA,NA,NA,NA,"Kaufman__2004"
"Rattus","Ingvar and Siesjo, 1982)",10,"N 20","Sokoloff","Thalamus",82,15.8,NA,NA,NA,NA,"Kaufman__2004"
"Rattus","Sadekaro et al., 1983)",7,"none","Sokoloff","Thalamus",82,15.9,NA,NA,NA,NA,"Kaufman__2004"
"Rattus","katsumata et al., 2001)",5,"none","Sokoloff","Thalamus",88.9,12.2,NA,NA,NA,NA,"Kaufman__2004"
"Rattus","Knapp et al., 2002)",8,"none","Sokoloff","Thalamus",93.9,5.9,NA,NA,NA,NA,"Kaufman__2004"
"Rattus","Lu et al., 1983)",10,"none","Sokoloff","Thalamus",97,9.5,NA,NA,NA,NA,"Kaufman__2004"
"Rattus","VlacNeill and Bryan, 1988)",10,"none","Sokoloff","Thalamus",77,9.5,NA,NA,NA,NA,"Kaufman__2004"
"Rattus","Mies et al., 1981)",6,"none","Sokoloff","Thalamus",57.6,14.7,NA,NA,NA,NA,"Kaufman__2004"
"Rattus","Moore et al., 2000)",6,"none","Sokoloff","Thalamus",82.3,17.5,NA,NA,NA,NA,"Kaufman__2004"
"Rattus","Vloore et al., 2000)",6,"none","Sokoloff","Thalamus",72.7,15.5,NA,NA,NA,NA,"Kaufman__2004"
"Rattus","(Nehlig et al., 1985)",6,"none","Sokoloff","Thalamus",102.3,7.3,NA,NA,NA,NA,"Kaufman__2004"
"Rattus","(Q rietal., 1986)",6,"none","Sokoloff","Thalamus",72,7.3,NA,NA,NA,NA,"Kaufman__2004"
"Rattus","(Orzi et al., 1983)",5,"none","Sokoloff","Thalamus",93.7,6,NA,NA,NA,NA,"Kaufman__2004"
"Rattus","(Otori et al., 2003)",6,"none","Sokoloff","Thalamus",71.9,19.1,NA,NA,NA,NA,"Kaufman__2004"
"Rattus","(Poindessous-Jazat et al., 1998)",7,"none","Sokoloff","Thalamus",89,6,NA,NA,NA,NA,"Kaufman__2004"
"Rattus","(Poindessous-Jazat et al., 1998)",5,"none","Sokoloff","Thalamus",90,12,NA,NA,NA,NA,"Kaufman__2004"
"Rattus","(Savaki et al., 1983)",7,"none","Sokoloff","Thalamus",88,13.2,NA,NA,NA,NA,"Kaufman__2004"
"Rattus","(Schwartz and Crosby, 1985)",6,"none","Sokoloff","Thalamus",100,7.3,NA,NA,NA,NA,"Kaufman__2004"
"Rattus","(",NA,NA,"Sokoloff","Thalamus",1977,10,104,2,NA,NA,"Kaufman__2004"
"Rattus","(Soncrant et al., 1992)",16,"none","Sokoloff","Thalamus",93.5,12,NA,NA,NA,NA,"Kaufman__2004"
"Rattus","(Wechsler et al., 1979)",5,"none","Sokoloff","Thalamus",98,15.7,NA,NA,NA,NA,"Kaufman__2004"
"Rattus","(Grome and McCulloch, 1981)",16,"none","Sokoloff","Thalamus",79.5,4,NA,NA,NA,NA,"Kaufman__2004"
"Rattus","(Whitlow et al., 2002)",5,"none","Sokoloff","Thalamus",126.1,13.4,NA,NA,NA,NA,"Kaufman__2004"
"Rattus","(Walker etal., 1999)",5,"none","Sokoloff","Thalamus",109.1,2.5,NA,NA,NA,NA,"Kaufman__2004"
"Rattus","(Lenzetal., 1998)",6,"none","Sokoloff","Thalamus",76,6,NA,NA,120,NA,"Kaufman__2004"
"Rattus","(Maekawa et al., 1986)",6,"none","Sokoloff","Thalamus",78,14,NA,NA,141,NA,"Kaufman__2004"
"Rattus","(Cremer and Seville, 1983)",8,"none","Sokoloff","Thalamus",NA,NA,NA,NA,117,NA,"Kaufman__2004"
"Rattus","(Dahlgren et al., 1981b)",6,"none","Sokoloff","Thalamus",NA,NA,NA,NA,146,NA,"Kaufman__2004"
"Mus","(Bouilleret et al., 2000)",4,"none","Sokoloff","Thalamus",119.2,10,NA,NA,NA,NA,"Kaufman__2004"
"Mus","(Ito et al., 1994)",5,"none","Sokoloff","Thalamus",96,11.2,NA,NA,NA,NA,"Kaufman__2004"
"Mus","(Jay etal., 1985)",8,"none","Sokoloff","Thalamus",81,14.1,NA,NA,NA,NA,"Kaufman__2004"
"Mus","(Niwa et al., 2002)",6,"none","Sokoloff","Thalamus",141.6,12.2,NA,NA,NA,NA,"Kaufman__2004"
"Mus","(Niwa et al., 2002)",6,"none","Sokoloff","Thalamus",143.8,20.8,NA,NA,NA,NA,"Kaufman__2004"
"Mus","(Yamaguchi et al., 1992a)",6,"none","Sokoloff","Thalamus",64.1,7.5,NA,NA,NA,NA,"Kaufman__2004"
