Original_Term,Reference,Standardized_Term
Species,Eagleman_Vaughn_2021_TABLE1,Species (common→binomial)
REM_sleep_percent,Eagleman_Vaughn_2021_TABLE1,REM_sleep_pct
species,HerculanoHouzel__2015_Table1,Species
daily.sleep..h.,HerculanoHouzel__2015_Table1,Sleep_h_day
