"data_file","data_filename","candidate_script","match_type","exact_filename_match","stem_match","matched_line_numbers","context"
"__Public/comparative-data/Rilling_Insel_1999_viaDeCasien.tsv","Rilling_Insel_1999_viaDeCasien.tsv","__merging_volumes/volumes_compiled_DeCasien.R","mentions related name",FALSE,TRUE,"93;115","92:   ""Barks_etal_2014_viaDeCasien"",          ""Barks"",              2014, | 93:   ""Rilling_Insel_1999_viaDeCasien"",       ""RillingInsel"",       1999, | 94:   ""Stimpson_etal_2015_viaDeCasien"",       ""Stimpson"",           2015 || 114:                   # viaDeCasien sources: TSV filename == item name (not in __ReadMe.xlsx registry) | 115:                   ""Rilling_Insel_1999_viaDeCasien"" = ""Rilling_Insel_1999_viaDeCasien"", | 116:                   ""Barks_etal_2014_viaDeCasien""    = ""Barks_etal_2014_viaDeCasien"","
