Code,Definition,Structure,Measure,Stat,role,taxon,Reference,Note,Source Note
Astrocyte density (per mm3),,VisualCortex,G.p.mm3.Stereology,,primary,Mammals,Lewitus_etal_2013_TableA1,reference to Lewitus et al 2012 https://doi.org/10.1111/j.1558-5646.2012.01601.x The data match the Glial Cell Density for Primary Visual Cortex,"""both astrocytes and oligodendrocytes (herein referred to as glia)"" Lewitus 2012 https://doi.org/10.1111/j.1558-5646.2012.01601.x"
