Species,ref_column,Variable,reference,merged,status,ratio,likely,merge_source,merge_year,beat
Perodicticus potto,Nucleus.vestibularis.descendens,Nucleus_vestibularis_descendens_unilateral_Vol.mm3,3.88,3.88,match,1,NA,Matano__1986_TableI,1986,Stephan_etal_1981_TableXIII (1981) = 3.88
Piliocolobus badius,Nucleus.vestibularis.descendens,Nucleus_vestibularis_descendens_unilateral_Vol.mm3,14.5,14.5,match,1,NA,Matano__1986_TableI,1986,Stephan_etal_1981_TableXIII (1981) = 14.5
Propithecus verreauxi,Nucleus.vestibularis.descendens,Nucleus_vestibularis_descendens_unilateral_Vol.mm3,12.4,12.4,match,1,NA,Matano__1986_TableI,1986,Stephan_etal_1981_TableXIII (1981) = 12.4
Saguinus oedipus,Nucleus.vestibularis.descendens,Nucleus_vestibularis_descendens_unilateral_Vol.mm3,4.49,4.49,match,1,NA,Matano__1986_TableI,1986,Stephan_etal_1981_TableXIII (1981) = 4.49
Saimiri sciureus,Nucleus.vestibularis.descendens,Nucleus_vestibularis_descendens_unilateral_Vol.mm3,7.31,7.31,match,1,NA,Matano__1986_TableI,1986,Stephan_etal_1981_TableXIII (1981) = 7.31
Tarsius sp.,Nucleus.vestibularis.descendens,Nucleus_vestibularis_descendens_unilateral_Vol.mm3,2.41,2.41,match,1,NA,Matano__1986_TableI,1986,Stephan_etal_1981_TableXIII (1981) = 2.41
Ateles geoffroyi,Nucleus.vestibularis.lateralis,Nucleus_vestibularis_lateralis_unilateral_Vol.mm3,6.81,6.81,match,1,NA,Matano__1986_TableI,1986,Stephan_etal_1981_TableXIII (1981) = 6.81
Avahi occidentalis,Nucleus.vestibularis.lateralis,Nucleus_vestibularis_lateralis_unilateral_Vol.mm3,3.32,3.32,match,1,NA,Matano__1986_TableI,1986,Stephan_etal_1981_TableXIII (1981) = 3.32
Callithrix pygmaea,Nucleus.vestibularis.lateralis,Nucleus_vestibularis_lateralis_unilateral_Vol.mm3,2.94,2.94,match,1,NA,Matano__1986_TableI,1986,Stephan_etal_1981_TableXIII (1981) = 2.94
Cebus albifrons,Nucleus.vestibularis.lateralis,Nucleus_vestibularis_lateralis_unilateral_Vol.mm3,7.45,7.45,match,1,NA,Matano__1986_TableI,1986,Stephan_etal_1981_TableXIII (1981) = 7.45
Cercopithecus ascanius,Nucleus.vestibularis.lateralis,Nucleus_vestibularis_lateralis_unilateral_Vol.mm3,5.88,5.88,match,1,NA,Matano__1986_TableI,1986,Stephan_etal_1981_TableXIII (1981) = 5.88
Cheirogaleus major,Nucleus.vestibularis.lateralis,Nucleus_vestibularis_lateralis_unilateral_Vol.mm3,1.78,1.78,match,1,NA,Matano__1986_TableI,1986,Stephan_etal_1981_TableXIII (1981) = 1.78
Eulemur fulvus,Nucleus.vestibularis.lateralis,Nucleus_vestibularis_lateralis_unilateral_Vol.mm3,5.9,5.9,match,1,NA,Matano__1986_TableI,1986,Stephan_etal_1981_TableXIII (1981) = 5.9
Galagoides demidoff,Nucleus.vestibularis.lateralis,Nucleus_vestibularis_lateralis_unilateral_Vol.mm3,1.01,1.01,match,1,NA,Matano__1986_TableI,1986,Stephan_etal_1981_TableXIII (1981) = 1.01
Gorilla sp.,Nucleus.vestibularis.lateralis,Nucleus_vestibularis_lateralis_unilateral_Vol.mm3,19.5,19.5,match,1,NA,Matano__1986_TableI,1986,Stephan_etal_1981_TableXIII (1981) = 19.5
Homo sapiens,Nucleus.vestibularis.lateralis,Nucleus_vestibularis_lateralis_unilateral_Vol.mm3,22.4,22.4,match,1,NA,Matano__1986_TableI,1986,Stephan_etal_1981_TableXIII (1981) = 22.4
Hylobates lar,Nucleus.vestibularis.lateralis,Nucleus_vestibularis_lateralis_unilateral_Vol.mm3,5.53,5.53,match,1,NA,Matano__1986_TableI,1986,Stephan_etal_1981_TableXIII (1981) = 5.53
Lagothrix lagothricha,Nucleus.vestibularis.lateralis,Nucleus_vestibularis_lateralis_unilateral_Vol.mm3,6.94,6.94,match,1,NA,Matano__1986_TableI,1986,Stephan_etal_1981_TableXIII (1981) = 6.94
Lophocebus albigena,Nucleus.vestibularis.lateralis,Nucleus_vestibularis_lateralis_unilateral_Vol.mm3,10,10,match,1,NA,Matano__1986_TableI,1986,Stephan_etal_1981_TableXIII (1981) = 10
Loris tardigradus,Nucleus.vestibularis.lateralis,Nucleus_vestibularis_lateralis_unilateral_Vol.mm3,1.22,1.22,match,1,NA,Matano__1986_TableI,1986,Stephan_etal_1981_TableXIII (1981) = 1.22
Microcebus murinus,Nucleus.vestibularis.lateralis,Nucleus_vestibularis_lateralis_unilateral_Vol.mm3,0.76,0.76,match,1,NA,Matano__1986_TableI,1986,Stephan_etal_1981_TableXIII (1981) = 0.76
Nasalis larvatus,Nucleus.vestibularis.lateralis,Nucleus_vestibularis_lateralis_unilateral_Vol.mm3,14.8,14.8,match,1,NA,Matano__1986_TableI,1986,Stephan_etal_1981_TableXIII (1981) = 14.8
Otolemur crassicaudatus,Nucleus.vestibularis.lateralis,Nucleus_vestibularis_lateralis_unilateral_Vol.mm3,2.87,2.87,match,1,NA,Matano__1986_TableI,1986,Stephan_etal_1981_TableXIII (1981) = 2.87
Pan troglodytes,Nucleus.vestibularis.lateralis,Nucleus_vestibularis_lateralis_unilateral_Vol.mm3,9.65,9.65,match,1,NA,Matano__1986_TableI,1986,Stephan_etal_1981_TableXIII (1981) = 9.65
Papio anubis,Nucleus.vestibularis.lateralis,Nucleus_vestibularis_lateralis_unilateral_Vol.mm3,10.5,10.5,match,1,NA,Matano__1986_TableI,1986,Stephan_etal_1981_TableXIII (1981) = 10.5
Perodicticus potto,Nucleus.vestibularis.lateralis,Nucleus_vestibularis_lateralis_unilateral_Vol.mm3,2.66,2.66,match,1,NA,Matano__1986_TableI,1986,Stephan_etal_1981_TableXIII (1981) = 2.66
Piliocolobus badius,Nucleus.vestibularis.lateralis,Nucleus_vestibularis_lateralis_unilateral_Vol.mm3,10,10,match,1,NA,Matano__1986_TableI,1986,Stephan_etal_1981_TableXIII (1981) = 10
Propithecus verreauxi,Nucleus.vestibularis.lateralis,Nucleus_vestibularis_lateralis_unilateral_Vol.mm3,7.37,7.37,match,1,NA,Matano__1986_TableI,1986,Stephan_etal_1981_TableXIII (1981) = 7.37
Saguinus oedipus,Nucleus.vestibularis.lateralis,Nucleus_vestibularis_lateralis_unilateral_Vol.mm3,3.63,3.63,match,1,NA,Matano__1986_TableI,1986,Stephan_etal_1981_TableXIII (1981) = 3.63
Saimiri sciureus,Nucleus.vestibularis.lateralis,Nucleus_vestibularis_lateralis_unilateral_Vol.mm3,6.26,6.26,match,1,NA,Matano__1986_TableI,1986,Stephan_etal_1981_TableXIII (1981) = 6.26
Tarsius sp.,Nucleus.vestibularis.lateralis,Nucleus_vestibularis_lateralis_unilateral_Vol.mm3,1.16,1.16,match,1,NA,Matano__1986_TableI,1986,Stephan_etal_1981_TableXIII (1981) = 1.16
Ateles geoffroyi,Nucleus.vestibularis.medialis,Nucleus_vestibularis_medialis_unilateral_Vol.mm3,23.8,23.8,match,1,NA,Matano__1986_TableI,1986,Stephan_etal_1981_TableXIII (1981) = 23.8
Avahi occidentalis,Nucleus.vestibularis.medialis,Nucleus_vestibularis_medialis_unilateral_Vol.mm3,6.86,6.86,match,1,NA,Matano__1986_TableI,1986,Stephan_etal_1981_TableXIII (1981) = 6.86
Callithrix pygmaea,Nucleus.vestibularis.medialis,Nucleus_vestibularis_medialis_unilateral_Vol.mm3,4.11,4.11,match,1,NA,Matano__1986_TableI,1986,Stephan_etal_1981_TableXIII (1981) = 4.11
Cebus albifrons,Nucleus.vestibularis.medialis,Nucleus_vestibularis_medialis_unilateral_Vol.mm3,19.2,19.2,match,1,NA,Matano__1986_TableI,1986,Stephan_etal_1981_TableXIII (1981) = 19.2
Cercopithecus ascanius,Nucleus.vestibularis.medialis,Nucleus_vestibularis_medialis_unilateral_Vol.mm3,20.8,20.8,match,1,NA,Matano__1986_TableI,1986,Stephan_etal_1981_TableXIII (1981) = 20.8
Cheirogaleus major,Nucleus.vestibularis.medialis,Nucleus_vestibularis_medialis_unilateral_Vol.mm3,4.18,4.18,match,1,NA,Matano__1986_TableI,1986,Stephan_etal_1981_TableXIII (1981) = 4.18
Eulemur fulvus,Nucleus.vestibularis.medialis,Nucleus_vestibularis_medialis_unilateral_Vol.mm3,9.75,9.75,match,1,NA,Matano__1986_TableI,1986,Stephan_etal_1981_TableXIII (1981) = 9.75
Galagoides demidoff,Nucleus.vestibularis.medialis,Nucleus_vestibularis_medialis_unilateral_Vol.mm3,2.72,2.72,match,1,NA,Matano__1986_TableI,1986,Stephan_etal_1981_TableXIII (1981) = 2.72
Gorilla sp.,Nucleus.vestibularis.medialis,Nucleus_vestibularis_medialis_unilateral_Vol.mm3,58.4,58.4,match,1,NA,Matano__1986_TableI,1986,Stephan_etal_1981_TableXIII (1981) = 58.4
Homo sapiens,Nucleus.vestibularis.medialis,Nucleus_vestibularis_medialis_unilateral_Vol.mm3,72.8,72.8,match,1,NA,Matano__1986_TableI,1986,Stephan_etal_1981_TableXIII (1981) = 72.8
Hylobates lar,Nucleus.vestibularis.medialis,Nucleus_vestibularis_medialis_unilateral_Vol.mm3,24.5,24.5,match,1,NA,Matano__1986_TableI,1986,Stephan_etal_1981_TableXIII (1981) = 24.5
Lagothrix lagothricha,Nucleus.vestibularis.medialis,Nucleus_vestibularis_medialis_unilateral_Vol.mm3,23,23,match,1,NA,Matano__1986_TableI,1986,Stephan_etal_1981_TableXIII (1981) = 23
Lepilemur ruficaudatus,Nucleus.vestibularis.medialis,Nucleus_vestibularis_medialis_unilateral_Vol.mm3,5.92,5.92,match,1,NA,Matano__1986_TableI,1986,Stephan_etal_1981_TableXIII (1981) = 5.92
Lophocebus albigena,Nucleus.vestibularis.medialis,Nucleus_vestibularis_medialis_unilateral_Vol.mm3,35.6,35.6,match,1,NA,Matano__1986_TableI,1986,Stephan_etal_1981_TableXIII (1981) = 35.6
Loris tardigradus,Nucleus.vestibularis.medialis,Nucleus_vestibularis_medialis_unilateral_Vol.mm3,3.55,3.55,match,1,NA,Matano__1986_TableI,1986,Stephan_etal_1981_TableXIII (1981) = 3.55
Microcebus murinus,Nucleus.vestibularis.medialis,Nucleus_vestibularis_medialis_unilateral_Vol.mm3,1.5,1.5,match,1,NA,Matano__1986_TableI,1986,Stephan_etal_1981_TableXIII (1981) = 1.5
Nasalis larvatus,Nucleus.vestibularis.medialis,Nucleus_vestibularis_medialis_unilateral_Vol.mm3,33.6,33.6,match,1,NA,Matano__1986_TableI,1986,Stephan_etal_1981_TableXIII (1981) = 33.6
Otolemur crassicaudatus,Nucleus.vestibularis.medialis,Nucleus_vestibularis_medialis_unilateral_Vol.mm3,7.16,7.16,match,1,NA,Matano__1986_TableI,1986,Stephan_etal_1981_TableXIII (1981) = 7.16
Pan troglodytes,Nucleus.vestibularis.medialis,Nucleus_vestibularis_medialis_unilateral_Vol.mm3,54.7,54.7,match,1,NA,Matano__1986_TableI,1986,Stephan_etal_1981_TableXIII (1981) = 54.7
Papio anubis,Nucleus.vestibularis.medialis,Nucleus_vestibularis_medialis_unilateral_Vol.mm3,48.1,48.1,match,1,NA,Matano__1986_TableI,1986,Stephan_etal_1981_TableXIII (1981) = 48.1
Perodicticus potto,Nucleus.vestibularis.medialis,Nucleus_vestibularis_medialis_unilateral_Vol.mm3,7.87,7.87,match,1,NA,Matano__1986_TableI,1986,Stephan_etal_1981_TableXIII (1981) = 7.87
Piliocolobus badius,Nucleus.vestibularis.medialis,Nucleus_vestibularis_medialis_unilateral_Vol.mm3,24.1,24.1,match,1,NA,Matano__1986_TableI,1986,Stephan_etal_1981_TableXIII (1981) = 24.1
Propithecus verreauxi,Nucleus.vestibularis.medialis,Nucleus_vestibularis_medialis_unilateral_Vol.mm3,15.3,15.3,match,1,NA,Matano__1986_TableI,1986,Stephan_etal_1981_TableXIII (1981) = 15.3
Saguinus oedipus,Nucleus.vestibularis.medialis,Nucleus_vestibularis_medialis_unilateral_Vol.mm3,7.25,7.25,match,1,NA,Matano__1986_TableI,1986,Stephan_etal_1981_TableXIII (1981) = 7.25
Saimiri sciureus,Nucleus.vestibularis.medialis,Nucleus_vestibularis_medialis_unilateral_Vol.mm3,11.4,11.4,match,1,NA,Matano__1986_TableI,1986,Stephan_etal_1981_TableXIII (1981) = 11.4
Tarsius sp.,Nucleus.vestibularis.medialis,Nucleus_vestibularis_medialis_unilateral_Vol.mm3,3.36,3.36,match,1,NA,Matano__1986_TableI,1986,Stephan_etal_1981_TableXIII (1981) = 3.36
Ateles geoffroyi,Nucleus.vestibularis.superior,Nucleus_vestibularis_superior_unilateral_Vol.mm3,7.2,7.2,match,1,NA,Matano__1986_TableI,1986,Stephan_etal_1981_TableXIII (1981) = 7.2
Avahi occidentalis,Nucleus.vestibularis.superior,Nucleus_vestibularis_superior_unilateral_Vol.mm3,3.1,3.1,match,1,NA,Matano__1986_TableI,1986,Stephan_etal_1981_TableXIII (1981) = 3.1
Callithrix pygmaea,Nucleus.vestibularis.superior,Nucleus_vestibularis_superior_unilateral_Vol.mm3,2.1,2.1,match,1,NA,Matano__1986_TableI,1986,Stephan_etal_1981_TableXIII (1981) = 2.1
Cebus albifrons,Nucleus.vestibularis.superior,Nucleus_vestibularis_superior_unilateral_Vol.mm3,11.2,11.2,match,1,NA,Matano__1986_TableI,1986,Stephan_etal_1981_TableXIII (1981) = 11.2
Cercopithecus ascanius,Nucleus.vestibularis.superior,Nucleus_vestibularis_superior_unilateral_Vol.mm3,8.21,8.21,match,1,NA,Matano__1986_TableI,1986,Stephan_etal_1981_TableXIII (1981) = 8.21
Cheirogaleus major,Nucleus.vestibularis.superior,Nucleus_vestibularis_superior_unilateral_Vol.mm3,1.86,1.86,match,1,NA,Matano__1986_TableI,1986,Stephan_etal_1981_TableXIII (1981) = 1.86
Eulemur fulvus,Nucleus.vestibularis.superior,Nucleus_vestibularis_superior_unilateral_Vol.mm3,6.22,6.22,match,1,NA,Matano__1986_TableI,1986,Stephan_etal_1981_TableXIII (1981) = 6.22
Galagoides demidoff,Nucleus.vestibularis.superior,Nucleus_vestibularis_superior_unilateral_Vol.mm3,1.02,1.02,match,1,NA,Matano__1986_TableI,1986,Stephan_etal_1981_TableXIII (1981) = 1.02
Gorilla sp.,Nucleus.vestibularis.superior,Nucleus_vestibularis_superior_unilateral_Vol.mm3,34.7,34.7,match,1,NA,Matano__1986_TableI,1986,Stephan_etal_1981_TableXIII (1981) = 34.7
Homo sapiens,Nucleus.vestibularis.superior,Nucleus_vestibularis_superior_unilateral_Vol.mm3,35.8,35.8,match,1,NA,Matano__1986_TableI,1986,Stephan_etal_1981_TableXIII (1981) = 35.8
Hylobates lar,Nucleus.vestibularis.superior,Nucleus_vestibularis_superior_unilateral_Vol.mm3,14.9,14.9,match,1,NA,Matano__1986_TableI,1986,Stephan_etal_1981_TableXIII (1981) = 14.9
Lagothrix lagothricha,Nucleus.vestibularis.superior,Nucleus_vestibularis_superior_unilateral_Vol.mm3,9.07,9.07,match,1,NA,Matano__1986_TableI,1986,Stephan_etal_1981_TableXIII (1981) = 9.07
Lepilemur ruficaudatus,Nucleus.vestibularis.superior,Nucleus_vestibularis_superior_unilateral_Vol.mm3,2.11,2.11,match,1,NA,Matano__1986_TableI,1986,Stephan_etal_1981_TableXIII (1981) = 2.11
Lophocebus albigena,Nucleus.vestibularis.superior,Nucleus_vestibularis_superior_unilateral_Vol.mm3,16.2,16.2,match,1,NA,Matano__1986_TableI,1986,Stephan_etal_1981_TableXIII (1981) = 16.2
Loris tardigradus,Nucleus.vestibularis.superior,Nucleus_vestibularis_superior_unilateral_Vol.mm3,1.61,1.61,match,1,NA,Matano__1986_TableI,1986,Stephan_etal_1981_TableXIII (1981) = 1.61
Nasalis larvatus,Nucleus.vestibularis.superior,Nucleus_vestibularis_superior_unilateral_Vol.mm3,12.6,12.6,match,1,NA,Matano__1986_TableI,1986,Stephan_etal_1981_TableXIII (1981) = 12.6
Otolemur crassicaudatus,Nucleus.vestibularis.superior,Nucleus_vestibularis_superior_unilateral_Vol.mm3,2.85,2.85,match,1,NA,Matano__1986_TableI,1986,Stephan_etal_1981_TableXIII (1981) = 2.85
Pan troglodytes,Nucleus.vestibularis.superior,Nucleus_vestibularis_superior_unilateral_Vol.mm3,23.5,23.5,match,1,NA,Matano__1986_TableI,1986,Stephan_etal_1981_TableXIII (1981) = 23.5
Papio anubis,Nucleus.vestibularis.superior,Nucleus_vestibularis_superior_unilateral_Vol.mm3,14.4,14.4,match,1,NA,Matano__1986_TableI,1986,Stephan_etal_1981_TableXIII (1981) = 14.4
Perodicticus potto,Nucleus.vestibularis.superior,Nucleus_vestibularis_superior_unilateral_Vol.mm3,2.86,2.86,match,1,NA,Matano__1986_TableI,1986,Stephan_etal_1981_TableXIII (1981) = 2.86
Piliocolobus badius,Nucleus.vestibularis.superior,Nucleus_vestibularis_superior_unilateral_Vol.mm3,8.68,8.68,match,1,NA,Matano__1986_TableI,1986,Stephan_etal_1981_TableXIII (1981) = 8.68
Propithecus verreauxi,Nucleus.vestibularis.superior,Nucleus_vestibularis_superior_unilateral_Vol.mm3,8.18,8.18,match,1,NA,Matano__1986_TableI,1986,Stephan_etal_1981_TableXIII (1981) = 8.18
Saguinus oedipus,Nucleus.vestibularis.superior,Nucleus_vestibularis_superior_unilateral_Vol.mm3,2.98,2.98,match,1,NA,Matano__1986_TableI,1986,Stephan_etal_1981_TableXIII (1981) = 2.98
Saimiri sciureus,Nucleus.vestibularis.superior,Nucleus_vestibularis_superior_unilateral_Vol.mm3,4.43,4.43,match,1,NA,Matano__1986_TableI,1986,Stephan_etal_1981_TableXIII (1981) = 4.43
Alouatta seniculus,Palaeocortex,Palaeocortex_Vol.mm3,488,488,match,1,NA,Stephan_etal_1981_TableXI,1981,NA
Aotus trivirgatus,Palaeocortex,Palaeocortex_Vol.mm3,203,203,match,1,NA,Stephan_etal_1981_TableXI,1981,NA
Callithrix jacchus,Palaeocortex,Palaeocortex_Vol.mm3,99.3,99.3,match,1,NA,Stephan_etal_1981_TableXI,1981,NA
Cebus albifrons,Palaeocortex,Palaeocortex_Vol.mm3,567,567,match,1,NA,Stephan_etal_1981_TableXI,1981,NA
Cercopithecus ascanius,Palaeocortex,Palaeocortex_Vol.mm3,450,450,match,1,NA,Stephan_etal_1981_TableXI,1981,NA
Cheirogaleus major,Palaeocortex,Palaeocortex_Vol.mm3,233,233,match,1,NA,Stephan_etal_1981_TableXI,1981,NA
Cheirogaleus medius,Palaeocortex,Palaeocortex_Vol.mm3,135,135,match,1,NA,Stephan_etal_1981_TableXI,1981,NA
Daubentonia madagascariensis,Palaeocortex,Palaeocortex_Vol.mm3,1065,1065,match,1,NA,Stephan_etal_1981_TableXI,1981,NA
Eulemur fulvus,Palaeocortex,Palaeocortex_Vol.mm3,389,389,match,1,NA,Stephan_etal_1981_TableXI,1981,NA
Galagoides demidoff,Palaeocortex,Palaeocortex_Vol.mm3,122,122,match,1,NA,Stephan_etal_1981_TableXI,1981,NA
Homo sapiens,Palaeocortex,Palaeocortex_Vol.mm3,6016,6016,match,1,NA,Stephan_etal_1981_TableXI,1981,NA
Lepilemur ruficaudatus,Palaeocortex,Palaeocortex_Vol.mm3,170,170,match,1,NA,Stephan_etal_1981_TableXI,1981,NA
Microcebus murinus,Palaeocortex,Palaeocortex_Vol.mm3,66.8,66.8,match,1,NA,Stephan_etal_1981_TableXI,1981,NA
Piliocolobus badius,Palaeocortex,Palaeocortex_Vol.mm3,458,458,match,1,NA,Stephan_etal_1981_TableXI,1981,NA
Pongo sp.,Palaeocortex,Palaeocortex_Vol.mm3,2400,2400,match,1,NA,Zilles_Rehkämper_1988_Table12-2,1988,NA
Propithecus verreauxi,Palaeocortex,Palaeocortex_Vol.mm3,292,292,match,1,NA,Stephan_etal_1981_TableXI,1981,NA
Saimiri sciureus,Palaeocortex,Palaeocortex_Vol.mm3,186,186,match,1,NA,Stephan_etal_1981_TableXI,1981,NA
Tarsius sp.,Palaeocortex,Palaeocortex_Vol.mm3,39.1,39.1,match,1,NA,Stephan_etal_1981_TableXI,1981,NA
Ateles geoffroyi,Pallidum,Pallidum_Vol.mm3,807,807,match,1,NA,Stephan_etal_1981_TableVIII,1981,NA
Callithrix pygmaea,Pallidum,Pallidum_Vol.mm3,25.8,25.8,match,1,NA,Stephan_etal_1981_TableVIII,1981,NA
Cebus albifrons,Pallidum,Pallidum_Vol.mm3,567,567,match,1,NA,Stephan_etal_1981_TableVIII,1981,NA
Cercopithecus ascanius,Pallidum,Pallidum_Vol.mm3,405,405,match,1,NA,Stephan_etal_1981_TableVIII,1981,NA
Cheirogaleus major,Pallidum,Pallidum_Vol.mm3,31.6,31.6,match,1,NA,Stephan_etal_1981_TableVIII,1981,NA
Eulemur fulvus,Pallidum,Pallidum_Vol.mm3,212,212,match,1,NA,Stephan_etal_1981_TableVIII,1981,NA
Galagoides demidoff,Pallidum,Pallidum_Vol.mm3,17,17,match,1,NA,Stephan_etal_1981_TableVIII,1981,NA
Gorilla sp.,Pallidum,Pallidum_Vol.mm3,2604,2604,match,1,NA,Stephan_etal_1981_TableVIII,1981,NA
Homo sapiens,Pallidum,Pallidum_Vol.mm3,4711,4711,match,1,NA,Stephan_etal_1981_TableVIII,1981,NA
Hylobates lar,Pallidum,Pallidum_Vol.mm3,715,715,match,1,NA,Stephan_etal_1981_TableVIII,1981,NA
Lagothrix lagothricha,Pallidum,Pallidum_Vol.mm3,845,845,match,1,NA,Stephan_etal_1981_TableVIII,1981,NA
Lepilemur ruficaudatus,Pallidum,Pallidum_Vol.mm3,55.2,55.2,match,1,NA,Stephan_etal_1981_TableVIII,1981,NA
Lophocebus albigena,Pallidum,Pallidum_Vol.mm3,674,674,match,1,NA,Stephan_etal_1981_TableVIII,1981,NA
Loris tardigradus,Pallidum,Pallidum_Vol.mm3,41.4,41.4,match,1,NA,Stephan_etal_1981_TableVIII,1981,NA
Microcebus murinus,Pallidum,Pallidum_Vol.mm3,10.7,10.7,match,1,NA,Stephan_etal_1981_TableVIII,1981,NA
Nasalis larvatus,Pallidum,Pallidum_Vol.mm3,550,550,match,1,NA,Stephan_etal_1981_TableVIII,1981,NA
Otolemur crassicaudatus,Pallidum,Pallidum_Vol.mm3,63.3,63.3,match,1,NA,Stephan_etal_1981_TableVIII,1981,NA
Pan troglodytes,Pallidum,Pallidum_Vol.mm3,1951,1951,match,1,NA,Stephan_etal_1981_TableVIII,1981,NA
Papio anubis,Pallidum,Pallidum_Vol.mm3,1147,1147,match,1,NA,Stephan_etal_1981_TableVIII,1981,NA
Perodicticus potto,Pallidum,Pallidum_Vol.mm3,107,107,match,1,NA,Stephan_etal_1981_TableVIII,1981,NA
Piliocolobus badius,Pallidum,Pallidum_Vol.mm3,521,521,match,1,NA,Stephan_etal_1981_TableVIII,1981,NA
Pongo sp.,Pallidum,Pallidum_Vol.mm3,1800,1800,match,1,NA,Zilles_Rehkämper_1988_Table12-2,1988,NA
Propithecus verreauxi,Pallidum,Pallidum_Vol.mm3,263,263,match,1,NA,Stephan_etal_1981_TableVIII,1981,NA
Saguinus oedipus,Pallidum,Pallidum_Vol.mm3,73.2,73.2,match,1,NA,Stephan_etal_1981_TableVIII,1981,NA
Saimiri sciureus,Pallidum,Pallidum_Vol.mm3,169,169,match,1,NA,Stephan_etal_1981_TableVIII,1981,NA
Tarsius sp.,Pallidum,Pallidum_Vol.mm3,16.1,16.1,match,1,NA,Stephan_etal_1981_TableVIII,1981,NA
Pongo sp.,Pons,Pons_Vol.mm3,4300,4300,match,1,NA,Zilles_Rehkämper_1988_Table12-2,1988,NA
Alouatta seniculus,Schizocortex,Schizo_cortex_Vol.mm3,510,510,match,1,NA,Stephan_etal_1981_TableVI,1981,NA
Aotus trivirgatus,Schizocortex,Schizo_cortex_Vol.mm3,243,243,match,1,NA,Stephan_etal_1981_TableVI,1981,NA
Ateles geoffroyi,Schizocortex,Schizo_cortex_Vol.mm3,732,732,match,1,NA,Stephan_etal_1981_TableVI,1981,NA
Avahi laniger,Schizocortex,Schizo_cortex_Vol.mm3,241,241,match,1,NA,Stephan_etal_1981_TableV,1981,NA
Avahi occidentalis,Schizocortex,Schizo_cortex_Vol.mm3,222,222,match,1,NA,Stephan_etal_1981_TableV,1981,NA
Callicebus moloch,Schizocortex,Schizo_cortex_Vol.mm3,234,234,match,1,NA,Stephan_etal_1981_TableVI,1981,NA
Callimico goeldii,Schizocortex,Schizo_cortex_Vol.mm3,138,138,match,1,NA,Stephan_etal_1981_TableVI,1981,NA
Callithrix jacchus,Schizocortex,Schizo_cortex_Vol.mm3,90,90,match,1,NA,Stephan_etal_1981_TableVI,1981,NA
Callithrix pygmaea,Schizocortex,Schizo_cortex_Vol.mm3,81.8,81.8,match,1,NA,Stephan_etal_1981_TableVI,1981,NA
Cebus albifrons,Schizocortex,Schizo_cortex_Vol.mm3,390,390,match,1,NA,Stephan_etal_1981_TableVI,1981,NA
Cercopithecus ascanius,Schizocortex,Schizo_cortex_Vol.mm3,694,694,match,1,NA,Stephan_etal_1981_TableVI,1981,NA
Cercopithecus mitis,Schizocortex,Schizo_cortex_Vol.mm3,617,617,match,1,NA,Stephan_etal_1981_TableVI,1981,NA
Cheirogaleus major,Schizocortex,Schizo_cortex_Vol.mm3,149,149,match,1,NA,Stephan_etal_1981_TableV,1981,NA
Cheirogaleus medius,Schizocortex,Schizo_cortex_Vol.mm3,65.3,65.3,match,1,NA,Stephan_etal_1981_TableV,1981,NA
Daubentonia madagascariensis,Schizocortex,Schizo_cortex_Vol.mm3,1044,1044,match,1,NA,Stephan_etal_1981_TableV,1981,NA
Erythrocebus patas,Schizocortex,Schizo_cortex_Vol.mm3,693,693,match,1,NA,Stephan_etal_1981_TableVI,1981,NA
Eulemur fulvus,Schizocortex,Schizo_cortex_Vol.mm3,422,422,match,1,NA,Stephan_etal_1981_TableV,1981,NA
Galago senegalensis,Schizocortex,Schizo_cortex_Vol.mm3,107,107,match,1,NA,Stephan_etal_1981_TableV,1981,NA
Galagoides demidoff,Schizocortex,Schizo_cortex_Vol.mm3,59.9,59.9,match,1,NA,Stephan_etal_1981_TableV,1981,NA
Gorilla sp.,Schizocortex,Schizo_cortex_Vol.mm3,2729,2729,match,1,NA,Stephan_etal_1981_TableVI,1981,NA
Homo sapiens,Schizocortex,Schizo_cortex_Vol.mm3,6142,6142,match,1,NA,Stephan_etal_1981_TableVI,1981,NA
Hylobates lar,Schizocortex,Schizo_cortex_Vol.mm3,1136,1136,match,1,NA,Stephan_etal_1981_TableVI,1981,NA
Indri indri,Schizocortex,Schizo_cortex_Vol.mm3,848,848,match,1,NA,Stephan_etal_1981_TableV,1981,NA
Lagothrix lagothricha,Schizocortex,Schizo_cortex_Vol.mm3,680,680,match,1,NA,Stephan_etal_1981_TableVI,1981,NA
Lepilemur ruficaudatus,Schizocortex,Schizo_cortex_Vol.mm3,194,194,match,1,NA,Stephan_etal_1981_TableV,1981,NA
Lophocebus albigena,Schizocortex,Schizo_cortex_Vol.mm3,630,630,match,1,NA,Stephan_etal_1981_TableVI,1981,NA
Loris tardigradus,Schizocortex,Schizo_cortex_Vol.mm3,99.7,99.7,match,1,NA,Stephan_etal_1981_TableV,1981,NA
Macaca mulatta,Schizocortex,Schizo_cortex_Vol.mm3,639,639,match,1,NA,Stephan_etal_1981_TableVI,1981,NA
Microcebus murinus,Schizocortex,Schizo_cortex_Vol.mm3,40.1,40.1,match,1,NA,Stephan_etal_1981_TableV,1981,NA
Miopithecus talapoin,Schizocortex,Schizo_cortex_Vol.mm3,259,259,match,1,NA,Stephan_etal_1981_TableVI,1981,NA
