taxon,sp,dec_region,our_term,dec_value,ref_ids,status_original,matched_value_original,status_expanded,matched_value_expanded
Eulemur_fulvus_fulvus,eulemur fulvus,Subthalamic Nucleus,Nucleus_subthalamicus_Vol.mm3,13.9,"24,51-52",match,13.9,match,13.9
Eulemur_fulvus_fulvus,eulemur fulvus,Optic Tract,Tractus_opticus_Vol.mm3,108.0,"24,51-52",match,108.0,match,108.0
Eulemur_fulvus_fulvus,eulemur fulvus,LGN,Corpus_geniculatum_laterale_Vol.mm3,51.6,"24,51-52",match,51.8,match,51.8
Eulemur_fulvus_fulvus,eulemur fulvus,Paleocortex,Palaeocortex_Vol.mm3,389.0,"24,51-52",match,389.0,match,389.0
Eulemur_fulvus_fulvus,eulemur fulvus,Amygdala,Amygdala_Vol.mm3,251.0,"24,51-52",value_diff,260.7,value_diff,260.7
Eulemur_mongoz,eulemur mongoz,BV,Total_brain_net_volume_Vol.mm3,22240.0,54-55,value_diff,20801.0,value_diff,20801.0
Eulemur_mongoz,eulemur mongoz,Neocortex (GM+WM),Neocortex_Vol.mm3,12030.0,54-55,decasien_only,,decasien_only,
Eulemur_mongoz,eulemur mongoz,Neocortex (GM),Neocortex_grey_matter_Vol.mm3,8200.0,54-55,match,8215.0,match,8215.0
Eulemur_mongoz,eulemur mongoz,V1 (GM),Area_striata_grey_matter_Vol.mm3,1060.0,54-55,match,1060.0,match,1060.0
Eulemur_mongoz,eulemur mongoz,LGN,Corpus_geniculatum_laterale_Vol.mm3,50.0,54-55,match,50.0,match,50.0
Galago_senegalensis,galago senegalensis,BV,Total_brain_net_volume_Vol.mm3,4512.0,53,value_diff,4241.733333333334,value_diff,4241.733333333334
Galago_senegalensis,galago senegalensis,Medulla,Medulla_oblongata_Vol.mm3,254.3,53,match,254.15,match,254.15
Galago_senegalensis,galago senegalensis,Vmo,Trigeminal_motor_nucleus_left_Vol.mm3,0.58,53,value_diff,0.29,value_diff,0.29
Galago_senegalensis,galago senegalensis,VII,Facial_motor_nucleus_left_Vol.mm3,1.18,53,value_diff,0.59,value_diff,0.59
Galago_senegalensis,galago senegalensis,XII,Hypoglossal_nucleus_left_Vol.mm3,0.7,53,value_diff,0.35,value_diff,0.35
Galago_senegalensis,galago senegalensis,BV,Total_brain_net_volume_Vol.mm3,4512.0,"24,51-52",value_diff,4241.733333333334,value_diff,4241.733333333334
Galago_senegalensis,galago senegalensis,Cerebellum,Cerebellum_Vol.mm3,672.0,"24,51-52",match,672.0,match,672.0
Galago_senegalensis,galago senegalensis,Mesencephalon,Mesencephalon_Vol.mm3,205.0,"24,51-52",match,205.0,match,205.0
Galago_senegalensis,galago senegalensis,Diencephalon,Diencephalon_Vol.mm3,382.0,"24,51-52",match,382.0,match,382.0
Galago_senegalensis,galago senegalensis,Telencephalon,Telencephalon_Vol.mm3,2997.0,"24,51-52",match,2997.0,match,2997.0
Galago_senegalensis,galago senegalensis,MOB,Bulbus_olfactorius_Vol.mm3,79.2,"24,51-52",match,79.2,match,79.2
Galago_senegalensis,galago senegalensis,AOB,Bulbus_olfactorius_accessorius_Vol.mm3,2.58,"24,51-52",match,2.58,match,2.58
Galago_senegalensis,galago senegalensis,Piriform Lobe,Lobus_piriformis_Vol.mm3,163.0,"24,51-52",match,163.0,match,163.0
Galago_senegalensis,galago senegalensis,Septum,Septum_Vol.mm3,35.7,"24,51-52",match,35.7,match,35.7
Galago_senegalensis,galago senegalensis,Striatum,Striatum_Vol.mm3,210.0,"24,51-52",match,210.0,match,210.0
Galago_senegalensis,galago senegalensis,Schizocortex,Schizo_cortex_Vol.mm3,107.0,"24,51-52",match,107.0,match,107.0
Galago_senegalensis,galago senegalensis,Hippocampus,Hippocampus_Vol.mm3,261.0,"24,51-52",match,260.78,match,260.78
Galago_senegalensis,galago senegalensis,Neocortex (GM+WM),Neocortex_Vol.mm3,2139.0,"24,51-52",match,2139.0,match,2139.0
Galago_senegalensis,galago senegalensis,LGN,Corpus_geniculatum_laterale_Vol.mm3,16.0,"24,51-52",value_diff,14.0,value_diff,14.0
Galago_senegalensis,galago senegalensis,BV,Total_brain_net_volume_Vol.mm3,3580.0,54-55,value_diff,4241.733333333334,value_diff,4241.733333333334
Galago_senegalensis,galago senegalensis,Neocortex (GM+WM),Neocortex_Vol.mm3,1570.0,54-55,value_diff,2139.0,value_diff,2139.0
Galago_senegalensis,galago senegalensis,Neocortex (GM),Neocortex_grey_matter_Vol.mm3,1340.0,54-55,value_diff,1270.0,value_diff,1270.0
Galago_senegalensis,galago senegalensis,V1 (GM),Area_striata_grey_matter_Vol.mm3,220.0,54-55,value_diff,274.0,value_diff,274.0
Galago_senegalensis,galago senegalensis,LGN,Corpus_geniculatum_laterale_Vol.mm3,10.0,54-55,value_diff,14.0,value_diff,14.0
Galagoides_demidoff,galagoides demidoff,BV,Total_brain_net_volume_Vol.mm3,3268.0639823496963,34,match,3213.45,match,3213.45
Galagoides_demidoff,galagoides demidoff,V1 (GM),Area_striata_grey_matter_Vol.mm3,214.0,34,match,214.0,match,214.0
Galagoides_demidoff,galagoides demidoff,BV,Total_brain_net_volume_Vol.mm3,3185.2999999999997,43,match,3213.45,match,3213.45
Galagoides_demidoff,galagoides demidoff,Granular Insula,Granular_insular_cortex_left_Vol.mm3,10.0,43,value_diff,5.0,value_diff,5.0
Galagoides_demidoff,galagoides demidoff,Dysgranular Insula,Dysgranular_insular_cortex_left_Vol.mm3,10.0,43,value_diff,5.0,value_diff,5.0
Galagoides_demidoff,galagoides demidoff,Insula (GM),Insula_left_Vol.mm3,24.0,43,value_diff,12.0,value_diff,12.0
Galagoides_demidoff,galagoides demidoff,BV,Total_brain_net_volume_Vol.mm3,3203.0,53,match,3213.45,match,3213.45
Galagoides_demidoff,galagoides demidoff,Medulla,Medulla_oblongata_Vol.mm3,169.13,53,match,169.065,match,169.065
Galagoides_demidoff,galagoides demidoff,Vmo,Trigeminal_motor_nucleus_left_Vol.mm3,0.44,53,value_diff,0.22,value_diff,0.22
Galagoides_demidoff,galagoides demidoff,VII,Facial_motor_nucleus_left_Vol.mm3,0.96,53,value_diff,0.48,value_diff,0.48
Galagoides_demidoff,galagoides demidoff,XII,Hypoglossal_nucleus_left_Vol.mm3,0.56,53,value_diff,0.28,value_diff,0.28
Galagoides_demidoff,galagoides demidoff,BV,Total_brain_net_volume_Vol.mm3,3203.0,"24,51-52",match,3213.45,match,3213.45
Galagoides_demidoff,galagoides demidoff,Cerebellum,Cerebellum_Vol.mm3,413.0,"24,51-52",match,413.0,match,413.0
Galagoides_demidoff,galagoides demidoff,Mesencephalon,Mesencephalon_Vol.mm3,135.0,"24,51-52",match,135.0,match,135.0
Galagoides_demidoff,galagoides demidoff,Diencephalon,Diencephalon_Vol.mm3,246.0,"24,51-52",match,246.0,match,246.0
Galagoides_demidoff,galagoides demidoff,Telencephalon,Telencephalon_Vol.mm3,2240.0,"24,51-52",match,2240.0,match,2240.0
Galagoides_demidoff,galagoides demidoff,MOB,Bulbus_olfactorius_Vol.mm3,83.1,"24,51-52",match,83.1,match,83.1
Galagoides_demidoff,galagoides demidoff,AOB,Bulbus_olfactorius_accessorius_Vol.mm3,1.26,"24,51-52",match,1.26,match,1.26
Galagoides_demidoff,galagoides demidoff,Piriform Lobe,Lobus_piriformis_Vol.mm3,181.0,"24,51-52",match,181.0,match,181.0
Galagoides_demidoff,galagoides demidoff,Septum,Septum_Vol.mm3,25.7,"24,51-52",match,25.7,match,25.7
Galagoides_demidoff,galagoides demidoff,Striatum,Striatum_Vol.mm3,169.0,"24,51-52",match,169.0,match,169.0
Galagoides_demidoff,galagoides demidoff,Schizocortex,Schizo_cortex_Vol.mm3,59.9,"24,51-52",match,59.9,match,59.9
Galagoides_demidoff,galagoides demidoff,Hippocampus,Hippocampus_Vol.mm3,152.0,"24,51-52",match,152.24,match,152.24
Galagoides_demidoff,galagoides demidoff,Neocortex (GM+WM),Neocortex_Vol.mm3,1568.0,"24,51-52",match,1568.0,match,1568.0
Galagoides_demidoff,galagoides demidoff,Epithalamus,Epithalamus_Vol.mm3,2.09,"24,51-52",match,2.09,match,2.09
Galagoides_demidoff,galagoides demidoff,Thalamus,Thalamus_Vol.mm3,153.0,"24,51-52",match,153.0,match,153.0
Galagoides_demidoff,galagoides demidoff,Hypothalamus,Hypothalamus_Vol.mm3,45.1,"24,51-52",match,45.1,match,45.1
Galagoides_demidoff,galagoides demidoff,Subthalamus,Subthalamus_Vol.mm3,18.3,"24,51-52",match,18.3,match,18.3
Galagoides_demidoff,galagoides demidoff,Pallidum,Pallidum_Vol.mm3,17.0,"24,51-52",match,17.0,match,17.0
Galagoides_demidoff,galagoides demidoff,Subthalamic Nucleus,Nucleus_subthalamicus_Vol.mm3,1.4,"24,51-52",match,1.4,match,1.4
Galagoides_demidoff,galagoides demidoff,Optic Tract,Tractus_opticus_Vol.mm3,11.5,"24,51-52",match,11.5,match,11.5
Galagoides_demidoff,galagoides demidoff,LGN,Corpus_geniculatum_laterale_Vol.mm3,10.9,"24,51-52",match,10.9,match,10.9
Galagoides_demidoff,galagoides demidoff,Paleocortex,Palaeocortex_Vol.mm3,122.0,"24,51-52",match,122.0,match,122.0
Galagoides_demidoff,galagoides demidoff,Amygdala,Amygdala_Vol.mm3,50.2,"24,51-52",value_diff,57.9,value_diff,57.9
Gorilla_beringei,gorilla beringei,BV,Total_brain_net_volume_Vol.mm3,401600.0,64,decasien_only,,value_diff,419589.70588235295
Gorilla_beringei,gorilla beringei,Thalamus,Thalamus_Vol.mm3,8200.0,64,decasien_only,,value_diff,9200.0
Gorilla_beringei,gorilla beringei,BV,Total_brain_net_volume_Vol.mm3,460600.0,64,decasien_only,,value_diff,419589.70588235295
Gorilla_beringei,gorilla beringei,Thalamus,Thalamus_Vol.mm3,8300.0,64,decasien_only,,value_diff,9200.0
Gorilla_beringei,gorilla beringei,BV,Total_brain_net_volume_Vol.mm3,486700.0,64,decasien_only,,value_diff,419589.70588235295
Gorilla_beringei,gorilla beringei,Thalamus,Thalamus_Vol.mm3,10200.0,64,decasien_only,,value_diff,9200.0
Gorilla_beringei,gorilla beringei,BV,Total_brain_net_volume_Vol.mm3,445620.0,65,decasien_only,,value_diff,419589.70588235295
Gorilla_beringei,gorilla beringei,Cerebellum,Cerebellum_Vol.mm3,50939.58333333335,65,decasien_only,,value_diff,49842.547099999996
Gorilla_beringei,gorilla beringei,Striatum,Striatum_Vol.mm3,10759.583333333336,65,decasien_only,,value_diff,8579.006300000001
Gorilla_beringei,gorilla beringei,Hippocampus,Hippocampus_Vol.mm3,2846.666666666667,65,decasien_only,,value_diff,3009.7374
Gorilla_beringei,gorilla beringei,Neocortex (GM+WM),Neocortex_Vol.mm3,292357.50000000006,65,decasien_only,,value_diff,223328.0341
Gorilla_beringei,gorilla beringei,Neocortex (GM),Neocortex_grey_matter_Vol.mm3,196935.00000000003,65,decasien_only,,value_diff,159055.4235
Gorilla_beringei,gorilla beringei,Amygdala,Amygdala_Vol.mm3,1053.7500000000002,65,decasien_only,,value_diff,1198.4802
Gorilla_beringei,gorilla beringei,Insula (GM),Insula_left_Vol.mm3,4200.000000000001,65,decasien_only,,decasien_only,
Gorilla_beringei,gorilla beringei,BV,Total_brain_net_volume_Vol.mm3,488910.0,65,decasien_only,,value_diff,419589.70588235295
Gorilla_beringei,gorilla beringei,Cerebellum,Cerebellum_Vol.mm3,58717.3611111111,65,decasien_only,,value_diff,49842.547099999996
Gorilla_beringei,gorilla beringei,Striatum,Striatum_Vol.mm3,7836.597222222222,65,decasien_only,,value_diff,8579.006300000001
Gorilla_beringei,gorilla beringei,Hippocampus,Hippocampus_Vol.mm3,2838.8888888888887,65,decasien_only,,value_diff,3009.7374
Gorilla_beringei,gorilla beringei,Neocortex (GM+WM),Neocortex_Vol.mm3,288076.25,65,decasien_only,,value_diff,223328.0341
Gorilla_beringei,gorilla beringei,Neocortex (GM),Neocortex_grey_matter_Vol.mm3,171045.0,65,decasien_only,,value_diff,159055.4235
Gorilla_beringei,gorilla beringei,Amygdala,Amygdala_Vol.mm3,1150.625,65,decasien_only,,value_diff,1198.4802
Gorilla_beringei,gorilla beringei,Insula (GM),Insula_left_Vol.mm3,3281.25,65,decasien_only,,decasien_only,
Gorilla_beringei,gorilla beringei,BV,Total_brain_net_volume_Vol.mm3,411670.0,65,decasien_only,,match,419589.70588235295
Gorilla_beringei,gorilla beringei,Cerebellum,Cerebellum_Vol.mm3,50001.38888888889,65,decasien_only,,match,49842.547099999996
Gorilla_beringei,gorilla beringei,Striatum,Striatum_Vol.mm3,8908.472222222223,65,decasien_only,,value_diff,8579.006300000001
Gorilla_beringei,gorilla beringei,Hippocampus,Hippocampus_Vol.mm3,2815.5555555555557,65,decasien_only,,value_diff,3009.7374
Gorilla_beringei,gorilla beringei,Neocortex (GM+WM),Neocortex_Vol.mm3,243460.0,65,decasien_only,,value_diff,223328.0341
Gorilla_beringei,gorilla beringei,Neocortex (GM),Neocortex_grey_matter_Vol.mm3,159486.25,65,decasien_only,,match,159055.4235
Gorilla_beringei,gorilla beringei,Amygdala,Amygdala_Vol.mm3,1728.125,65,decasien_only,,value_diff,1198.4802
Gorilla_beringei,gorilla beringei,Insula (GM),Insula_left_Vol.mm3,2485.0,65,decasien_only,,decasien_only,
Gorilla_beringei,gorilla beringei,BV,Total_brain_net_volume_Vol.mm3,369430.0,65,decasien_only,,value_diff,419589.70588235295
Gorilla_beringei,gorilla beringei,Cerebellum,Cerebellum_Vol.mm3,43611.45833333333,65,decasien_only,,value_diff,49842.547099999996
Gorilla_beringei,gorilla beringei,Striatum,Striatum_Vol.mm3,7550.763888888889,65,decasien_only,,value_diff,8579.006300000001
Gorilla_beringei,gorilla beringei,Hippocampus,Hippocampus_Vol.mm3,3328.8888888888887,65,decasien_only,,value_diff,3009.7374
Gorilla_beringei,gorilla beringei,Neocortex (GM+WM),Neocortex_Vol.mm3,227071.25,65,decasien_only,,match,223328.0341
Gorilla_beringei,gorilla beringei,Neocortex (GM),Neocortex_grey_matter_Vol.mm3,123392.5,65,decasien_only,,value_diff,159055.4235
Gorilla_beringei,gorilla beringei,Amygdala,Amygdala_Vol.mm3,1137.5,65,decasien_only,,value_diff,1198.4802
Gorilla_beringei,gorilla beringei,Insula (GM),Insula_left_Vol.mm3,2668.75,65,decasien_only,,decasien_only,
Gorilla_beringei,gorilla beringei,BV,Total_brain_net_volume_Vol.mm3,398130.0,65,decasien_only,,value_diff,419589.70588235295
Gorilla_beringei,gorilla beringei,Cerebellum,Cerebellum_Vol.mm3,43684.07097717069,65,decasien_only,,value_diff,49842.547099999996
Gorilla_beringei,gorilla beringei,Striatum,Striatum_Vol.mm3,8480.97167584813,65,decasien_only,,match,8579.006300000001
Gorilla_beringei,gorilla beringei,Hippocampus,Hippocampus_Vol.mm3,2890.2268682330678,65,decasien_only,,value_diff,3009.7374
Gorilla_beringei,gorilla beringei,Neocortex (GM+WM),Neocortex_Vol.mm3,234115.17863906833,65,decasien_only,,value_diff,223328.0341
Gorilla_beringei,gorilla beringei,Neocortex (GM),Neocortex_grey_matter_Vol.mm3,128645.32813499318,65,decasien_only,,value_diff,159055.4235
Gorilla_beringei,gorilla beringei,Amygdala,Amygdala_Vol.mm3,1792.409262033138,65,decasien_only,,value_diff,1198.4802
Gorilla_beringei,gorilla beringei,Insula (GM),Insula_left_Vol.mm3,2734.529500331391,65,decasien_only,,decasien_only,
Gorilla_beringei,gorilla beringei,BV,Total_brain_net_volume_Vol.mm3,325990.0,65,decasien_only,,value_diff,419589.70588235295
Gorilla_beringei,gorilla beringei,Cerebellum,Cerebellum_Vol.mm3,37164.930555555555,65,decasien_only,,value_diff,49842.547099999996
Gorilla_beringei,gorilla beringei,Striatum,Striatum_Vol.mm3,8353.819444444445,65,decasien_only,,value_diff,8579.006300000001
Gorilla_beringei,gorilla beringei,Hippocampus,Hippocampus_Vol.mm3,2394.4444444444443,65,decasien_only,,value_diff,3009.7374
Gorilla_beringei,gorilla beringei,Neocortex (GM+WM),Neocortex_Vol.mm3,200118.75,65,decasien_only,,value_diff,223328.0341
Gorilla_beringei,gorilla beringei,Neocortex (GM),Neocortex_grey_matter_Vol.mm3,148193.75,65,decasien_only,,value_diff,159055.4235
Gorilla_beringei,gorilla beringei,Amygdala,Amygdala_Vol.mm3,1062.5,65,decasien_only,,value_diff,1198.4802
Gorilla_beringei,gorilla beringei,Insula (GM),Insula_left_Vol.mm3,2656.25,65,decasien_only,,decasien_only,
Gorilla_beringei,gorilla beringei,BV,Total_brain_net_volume_Vol.mm3,360490.0,65,decasien_only,,value_diff,419589.70588235295
Gorilla_beringei,gorilla beringei,Cerebellum,Cerebellum_Vol.mm3,49668.40277777778,65,decasien_only,,match,49842.547099999996
Gorilla_beringei,gorilla beringei,Striatum,Striatum_Vol.mm3,8765.555555555555,65,decasien_only,,value_diff,8579.006300000001
Gorilla_beringei,gorilla beringei,Hippocampus,Hippocampus_Vol.mm3,2916.666666666666,65,decasien_only,,value_diff,3009.7374
Gorilla_beringei,gorilla beringei,Neocortex (GM+WM),Neocortex_Vol.mm3,210988.75,65,decasien_only,,value_diff,223328.0341
Gorilla_beringei,gorilla beringei,Neocortex (GM),Neocortex_grey_matter_Vol.mm3,142563.75,65,decasien_only,,value_diff,159055.4235
Gorilla_beringei,gorilla beringei,Amygdala,Amygdala_Vol.mm3,988.75,65,decasien_only,,value_diff,1198.4802
Gorilla_beringei,gorilla beringei,Insula (GM),Insula_left_Vol.mm3,2572.5,65,decasien_only,,decasien_only,
Gorilla_beringei,gorilla beringei,BV,Total_brain_net_volume_Vol.mm3,405960.0,65,decasien_only,,value_diff,419589.70588235295
Gorilla_beringei,gorilla beringei,Cerebellum,Cerebellum_Vol.mm3,42046.18055555555,65,decasien_only,,value_diff,49842.547099999996
Gorilla_beringei,gorilla beringei,Striatum,Striatum_Vol.mm3,8074.791666666666,65,decasien_only,,value_diff,8579.006300000001
Gorilla_beringei,gorilla beringei,Hippocampus,Hippocampus_Vol.mm3,3274.4444444444443,65,decasien_only,,value_diff,3009.7374
Gorilla_beringei,gorilla beringei,Neocortex (GM+WM),Neocortex_Vol.mm3,246207.5,65,decasien_only,,value_diff,223328.0341
Gorilla_beringei,gorilla beringei,Neocortex (GM),Neocortex_grey_matter_Vol.mm3,140656.25,65,decasien_only,,value_diff,159055.4235
Gorilla_beringei,gorilla beringei,Amygdala,Amygdala_Vol.mm3,1067.5,65,decasien_only,,value_diff,1198.4802
Gorilla_beringei,gorilla beringei,Insula (GM),Insula_left_Vol.mm3,2738.75,65,decasien_only,,decasien_only,
Gorilla_beringei,gorilla beringei,BV,Total_brain_net_volume_Vol.mm3,358870.0,65,decasien_only,,value_diff,419589.70588235295
Gorilla_beringei,gorilla beringei,Cerebellum,Cerebellum_Vol.mm3,37124.305555555555,65,decasien_only,,value_diff,49842.547099999996
Gorilla_beringei,gorilla beringei,Striatum,Striatum_Vol.mm3,7360.208333333333,65,decasien_only,,value_diff,8579.006300000001
Gorilla_beringei,gorilla beringei,Hippocampus,Hippocampus_Vol.mm3,2877.7777777777774,65,decasien_only,,value_diff,3009.7374
Gorilla_beringei,gorilla beringei,Neocortex (GM+WM),Neocortex_Vol.mm3,268738.75,65,decasien_only,,value_diff,223328.0341
Gorilla_beringei,gorilla beringei,Neocortex (GM),Neocortex_grey_matter_Vol.mm3,158182.5,65,decasien_only,,match,159055.4235
Gorilla_beringei,gorilla beringei,Amygdala,Amygdala_Vol.mm3,1351.875,65,decasien_only,,value_diff,1198.4802
Gorilla_beringei,gorilla beringei,Insula (GM),Insula_left_Vol.mm3,2231.25,65,decasien_only,,decasien_only,
Gorilla_beringei,gorilla beringei,BV,Total_brain_net_volume_Vol.mm3,434580.0,65,decasien_only,,value_diff,419589.70588235295
Gorilla_beringei,gorilla beringei,Cerebellum,Cerebellum_Vol.mm3,44145.633987,65,decasien_only,,value_diff,49842.547099999996
Gorilla_beringei,gorilla beringei,Striatum,Striatum_Vol.mm3,8853.702585,65,decasien_only,,value_diff,8579.006300000001
Gorilla_beringei,gorilla beringei,Hippocampus,Hippocampus_Vol.mm3,3975.2253450000003,65,decasien_only,,value_diff,3009.7374
Gorilla_beringei,gorilla beringei,Neocortex (GM+WM),Neocortex_Vol.mm3,284096.410325,65,decasien_only,,value_diff,223328.0341
Gorilla_beringei,gorilla beringei,Neocortex (GM),Neocortex_grey_matter_Vol.mm3,165943.11506500002,65,decasien_only,,value_diff,159055.4235
Gorilla_beringei,gorilla beringei,Amygdala,Amygdala_Vol.mm3,1631.6611220000002,65,decasien_only,,value_diff,1198.4802
Gorilla_beringei,gorilla beringei,Insula (GM),Insula_left_Vol.mm3,2899.2704650000005,65,decasien_only,,decasien_only,
Gorilla_beringei,gorilla beringei,BV,Total_brain_net_volume_Vol.mm3,359840.0,65,decasien_only,,value_diff,419589.70588235295
Gorilla_beringei,gorilla beringei,Cerebellum,Cerebellum_Vol.mm3,36448.0723658,65,decasien_only,,value_diff,49842.547099999996
Gorilla_beringei,gorilla beringei,Striatum,Striatum_Vol.mm3,8589.5153469,65,decasien_only,,match,8579.006300000001
Gorilla_beringei,gorilla beringei,Hippocampus,Hippocampus_Vol.mm3,4126.0845189,65,decasien_only,,value_diff,3009.7374
Gorilla_beringei,gorilla beringei,Neocortex (GM+WM),Neocortex_Vol.mm3,235423.3656032,65,decasien_only,,value_diff,223328.0341
Gorilla_beringei,gorilla beringei,Neocortex (GM),Neocortex_grey_matter_Vol.mm3,138294.9856507,65,decasien_only,,value_diff,159055.4235
Gorilla_beringei,gorilla beringei,Amygdala,Amygdala_Vol.mm3,957.1521909,65,decasien_only,,value_diff,1198.4802
Gorilla_beringei,gorilla beringei,Insula (GM),Insula_left_Vol.mm3,2678.4899963,65,decasien_only,,decasien_only,
Gorilla_beringei,gorilla beringei,BV,Total_brain_net_volume_Vol.mm3,336430.0,65,decasien_only,,value_diff,419589.70588235295
Gorilla_beringei,gorilla beringei,Cerebellum,Cerebellum_Vol.mm3,35989.23611111111,65,decasien_only,,value_diff,49842.547099999996
Gorilla_beringei,gorilla beringei,Striatum,Striatum_Vol.mm3,8193.888888888889,65,decasien_only,,value_diff,8579.006300000001
Gorilla_beringei,gorilla beringei,Hippocampus,Hippocampus_Vol.mm3,2162.2222222222217,65,decasien_only,,value_diff,3009.7374
Gorilla_beringei,gorilla beringei,Neocortex (GM+WM),Neocortex_Vol.mm3,231122.5,65,decasien_only,,value_diff,223328.0341
Gorilla_beringei,gorilla beringei,Neocortex (GM),Neocortex_grey_matter_Vol.mm3,151480.0,65,decasien_only,,value_diff,159055.4235
Gorilla_beringei,gorilla beringei,Amygdala,Amygdala_Vol.mm3,511.875,65,decasien_only,,value_diff,1198.4802
Gorilla_beringei,gorilla beringei,Insula (GM),Insula_left_Vol.mm3,1854.9999999999998,65,decasien_only,,decasien_only,
Gorilla_beringei,gorilla beringei,BV,Total_brain_net_volume_Vol.mm3,363500.0,65,decasien_only,,value_diff,419589.70588235295
Gorilla_beringei,gorilla beringei,Cerebellum,Cerebellum_Vol.mm3,42106.94444444444,65,decasien_only,,value_diff,49842.547099999996
Gorilla_beringei,gorilla beringei,Striatum,Striatum_Vol.mm3,9027.569444444445,65,decasien_only,,value_diff,8579.006300000001
Gorilla_beringei,gorilla beringei,Hippocampus,Hippocampus_Vol.mm3,2504.4444444444443,65,decasien_only,,value_diff,3009.7374
Gorilla_beringei,gorilla beringei,Neocortex (GM+WM),Neocortex_Vol.mm3,272352.5,65,decasien_only,,value_diff,223328.0341
Gorilla_beringei,gorilla beringei,Neocortex (GM),Neocortex_grey_matter_Vol.mm3,196875.0,65,decasien_only,,value_diff,159055.4235
Gorilla_beringei,gorilla beringei,Amygdala,Amygdala_Vol.mm3,1159.375,65,decasien_only,,value_diff,1198.4802
Gorilla_beringei,gorilla beringei,Insula (GM),Insula_left_Vol.mm3,2415.0,65,decasien_only,,decasien_only,
Gorilla_beringei,gorilla beringei,BV,Total_brain_net_volume_Vol.mm3,410320.0,65,decasien_only,,value_diff,419589.70588235295
Gorilla_beringei,gorilla beringei,Cerebellum,Cerebellum_Vol.mm3,46243.75,65,decasien_only,,value_diff,49842.547099999996
Gorilla_beringei,gorilla beringei,Striatum,Striatum_Vol.mm3,10456.736111111111,65,decasien_only,,value_diff,8579.006300000001
Gorilla_beringei,gorilla beringei,Hippocampus,Hippocampus_Vol.mm3,2621.111111111111,65,decasien_only,,value_diff,3009.7374
Gorilla_beringei,gorilla beringei,Neocortex (GM+WM),Neocortex_Vol.mm3,282756.25,65,decasien_only,,value_diff,223328.0341
Gorilla_beringei,gorilla beringei,Neocortex (GM),Neocortex_grey_matter_Vol.mm3,205082.5,65,decasien_only,,value_diff,159055.4235
Gorilla_beringei,gorilla beringei,Amygdala,Amygdala_Vol.mm3,1185.625,65,decasien_only,,match,1198.4802
Gorilla_beringei,gorilla beringei,Insula (GM),Insula_left_Vol.mm3,2590.0,65,decasien_only,,decasien_only,
Gorilla_gorilla_gorilla,gorilla gorilla,BV,Total_brain_net_volume_Vol.mm3,434360.0,43,value_diff,417366.5,match,436319.9333333334
Gorilla_gorilla_gorilla,gorilla gorilla,Granular Insula,Granular_insular_cortex_left_Vol.mm3,1284.0,43,decasien_only,,decasien_only,
Gorilla_gorilla_gorilla,gorilla gorilla,Dysgranular Insula,Dysgranular_insular_cortex_left_Vol.mm3,1586.0,43,decasien_only,,decasien_only,
Gorilla_gorilla_gorilla,gorilla gorilla,Insula (GM),Insula_left_Vol.mm3,5020.0,43,decasien_only,,decasien_only,
Gorilla_gorilla_gorilla,gorilla gorilla,BV,Total_brain_net_volume_Vol.mm3,405410.0,43,value_diff,417366.5,value_diff,436319.9333333334
Gorilla_gorilla_gorilla,gorilla gorilla,Granular Insula,Granular_insular_cortex_left_Vol.mm3,815.0,43,decasien_only,,decasien_only,
Gorilla_gorilla_gorilla,gorilla gorilla,Dysgranular Insula,Dysgranular_insular_cortex_left_Vol.mm3,1871.0,43,decasien_only,,decasien_only,
Gorilla_gorilla_gorilla,gorilla gorilla,Insula (GM),Insula_left_Vol.mm3,3739.0,43,decasien_only,,decasien_only,
Gorilla_gorilla_gorilla,gorilla gorilla,BV,Total_brain_net_volume_Vol.mm3,404440.0,43,value_diff,417366.5,value_diff,436319.9333333334
Gorilla_gorilla_gorilla,gorilla gorilla,Granular Insula,Granular_insular_cortex_left_Vol.mm3,696.0,43,decasien_only,,decasien_only,
Gorilla_gorilla_gorilla,gorilla gorilla,Dysgranular Insula,Dysgranular_insular_cortex_left_Vol.mm3,2340.0,43,decasien_only,,decasien_only,
Gorilla_gorilla_gorilla,gorilla gorilla,Insula (GM),Insula_left_Vol.mm3,4360.0,43,decasien_only,,decasien_only,
Gorilla_gorilla_gorilla,gorilla gorilla,BV,Total_brain_net_volume_Vol.mm3,362930.0,43,value_diff,417366.5,value_diff,436319.9333333334
Gorilla_gorilla_gorilla,gorilla gorilla,Granular Insula,Granular_insular_cortex_left_Vol.mm3,403.99999999999994,43,decasien_only,,decasien_only,
Gorilla_gorilla_gorilla,gorilla gorilla,Dysgranular Insula,Dysgranular_insular_cortex_left_Vol.mm3,1890.0000000000002,43,decasien_only,,decasien_only,
Gorilla_gorilla_gorilla,gorilla gorilla,Insula (GM),Insula_left_Vol.mm3,3994.0,43,decasien_only,,decasien_only,
Gorilla_gorilla_gorilla,gorilla gorilla,BV,Total_brain_net_volume_Vol.mm3,415919.53,53,match,417366.5,value_diff,436319.9333333334
Gorilla_gorilla_gorilla,gorilla gorilla,Medulla,Medulla_oblongata_Vol.mm3,8393.91,53,value_diff,6983.0,value_diff,6983.0
