Species,Variable,Value,Source,Team,Year
Echinops telfairi,Corpus_subcommissurale_Vol.mm3,2.12e-4,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Oryzorictes hova,Body_Mass.g,44.2,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Oryzorictes hova,Brain_Mass.mg,580,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Oryzorictes hova,Ventricles_Vol.mm3,4.83,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Oryzorictes hova,Total_brain_net_volume_Vol.mm3,538,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Oryzorictes hova,Medulla_oblongata_Vol.mm3,61,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Oryzorictes hova,Cerebellum_Vol.mm3,81.3,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Oryzorictes hova,Mesencephalon_Vol.mm3,26.6,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Oryzorictes hova,Diencephalon_Vol.mm3,36.9,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Oryzorictes hova,Telencephalon_Vol.mm3,332,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Oryzorictes hova,Bulbus_olfactorius_Vol.mm3,46.9,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Oryzorictes hova,Bulbus_olfactorius_accessorius_Vol.mm3,0.12,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Oryzorictes hova,Lobus_piriformis_Vol.mm3,88,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Oryzorictes hova,Septum_Vol.mm3,10,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Oryzorictes hova,Striatum_Vol.mm3,32.5,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Oryzorictes hova,Schizo_cortex_Vol.mm3,23.5,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Oryzorictes hova,Hippocampus_Vol.mm3,64.3,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Oryzorictes hova,Neocortex_Vol.mm3,66.5,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Oryzorictes hova,Nucleus_septalis_triangularis_Vol.mm3,0.331,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Oryzorictes hova,Corpus_subfornicale_Vol.mm3,0.018,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Oryzorictes hova,Nucleus_habenularis_medialis_Vol.mm3,0.257,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Oryzorictes hova,Corpus_pineal_Vol.mm3,0.051,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Oryzorictes hova,Corpus_subcommissurale_Vol.mm3,6.94e-4,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Microgale cowani,Body_Mass.g,15.2,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Microgale cowani,Brain_Mass.mg,420,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Microgale cowani,Ventricles_Vol.mm3,7.12,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Microgale cowani,Total_brain_net_volume_Vol.mm3,392,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Microgale cowani,Medulla_oblongata_Vol.mm3,45.3,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Microgale cowani,Cerebellum_Vol.mm3,49.5,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Microgale cowani,Mesencephalon_Vol.mm3,24,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Microgale cowani,Diencephalon_Vol.mm3,25.4,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Microgale cowani,Telencephalon_Vol.mm3,248,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Microgale cowani,Bulbus_olfactorius_Vol.mm3,35.9,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Microgale cowani,Bulbus_olfactorius_accessorius_Vol.mm3,0.162,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Microgale cowani,Lobus_piriformis_Vol.mm3,79,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Microgale cowani,Septum_Vol.mm3,6.08,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Microgale cowani,Striatum_Vol.mm3,19.4,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Microgale cowani,Schizo_cortex_Vol.mm3,13.5,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Microgale cowani,Hippocampus_Vol.mm3,36.4,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Microgale cowani,Neocortex_Vol.mm3,57.2,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Microgale cowani,Nucleus_septalis_triangularis_Vol.mm3,0.216,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Microgale cowani,Corpus_subfornicale_Vol.mm3,0.0116,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Microgale cowani,Nucleus_habenularis_medialis_Vol.mm3,0.147,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Microgale cowani,Corpus_pineal_Vol.mm3,0.0152,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Microgale cowani,Corpus_subcommissurale_Vol.mm3,0.00129,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Microgale mergulus,Body_Mass.g,92,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Microgale mergulus,Brain_Mass.mg,1150,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Microgale mergulus,Ventricles_Vol.mm3,12.6,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Microgale mergulus,Total_brain_net_volume_Vol.mm3,1046,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Microgale mergulus,Medulla_oblongata_Vol.mm3,204,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Microgale mergulus,Cerebellum_Vol.mm3,176,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Microgale mergulus,Mesencephalon_Vol.mm3,67.4,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Microgale mergulus,Diencephalon_Vol.mm3,81,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Microgale mergulus,Telencephalon_Vol.mm3,518,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Microgale mergulus,Bulbus_olfactorius_Vol.mm3,42.9,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Microgale mergulus,Bulbus_olfactorius_accessorius_Vol.mm3,0.323,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Microgale mergulus,Lobus_piriformis_Vol.mm3,87.4,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Microgale mergulus,Septum_Vol.mm3,19.5,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Microgale mergulus,Striatum_Vol.mm3,57.9,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Microgale mergulus,Schizo_cortex_Vol.mm3,36.4,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Microgale mergulus,Hippocampus_Vol.mm3,78.2,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Microgale mergulus,Neocortex_Vol.mm3,196,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Microgale mergulus,Nucleus_septalis_triangularis_Vol.mm3,0.602,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Microgale mergulus,Corpus_subfornicale_Vol.mm3,0.0194,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Microgale mergulus,Nucleus_habenularis_medialis_Vol.mm3,0.469,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Microgale mergulus,Corpus_pineal_Vol.mm3,0.122,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Microgale mergulus,Corpus_subcommissurale_Vol.mm3,0.00202,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Nesogale dobsoni,Body_Mass.g,32.6,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Nesogale dobsoni,Brain_Mass.mg,560,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Nesogale dobsoni,Ventricles_Vol.mm3,5.31,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Nesogale dobsoni,Total_brain_net_volume_Vol.mm3,513,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Nesogale dobsoni,Medulla_oblongata_Vol.mm3,59,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Nesogale dobsoni,Cerebellum_Vol.mm3,57.3,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Nesogale dobsoni,Mesencephalon_Vol.mm3,37.9,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Nesogale dobsoni,Diencephalon_Vol.mm3,32.8,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Nesogale dobsoni,Telencephalon_Vol.mm3,326,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Nesogale dobsoni,Bulbus_olfactorius_Vol.mm3,53.6,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Nesogale dobsoni,Bulbus_olfactorius_accessorius_Vol.mm3,0.178,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Nesogale dobsoni,Lobus_piriformis_Vol.mm3,93.5,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Nesogale dobsoni,Septum_Vol.mm3,9.58,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Nesogale dobsoni,Striatum_Vol.mm3,23.1,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Nesogale dobsoni,Schizo_cortex_Vol.mm3,16.3,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Nesogale dobsoni,Hippocampus_Vol.mm3,67,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Nesogale dobsoni,Neocortex_Vol.mm3,62.9,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Nesogale dobsoni,Nucleus_septalis_triangularis_Vol.mm3,0.28,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Nesogale dobsoni,Corpus_subfornicale_Vol.mm3,0.0076,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Nesogale dobsoni,Nucleus_habenularis_medialis_Vol.mm3,0.242,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Nesogale dobsoni,Corpus_pineal_Vol.mm3,0.0356,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Nesogale dobsoni,Corpus_subcommissurale_Vol.mm3,9.5e-4,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Nesogale talazaci,Body_Mass.g,50.4,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Nesogale talazaci,Brain_Mass.mg,790,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Nesogale talazaci,Ventricles_Vol.mm3,6.02,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Nesogale talazaci,Total_brain_net_volume_Vol.mm3,741,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Nesogale talazaci,Medulla_oblongata_Vol.mm3,85.3,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Nesogale talazaci,Cerebellum_Vol.mm3,92.3,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Nesogale talazaci,Mesencephalon_Vol.mm3,47.2,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Nesogale talazaci,Diencephalon_Vol.mm3,43.8,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Nesogale talazaci,Telencephalon_Vol.mm3,472,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Nesogale talazaci,Bulbus_olfactorius_Vol.mm3,74.3,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Nesogale talazaci,Bulbus_olfactorius_accessorius_Vol.mm3,0.369,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Nesogale talazaci,Lobus_piriformis_Vol.mm3,139,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Nesogale talazaci,Septum_Vol.mm3,11.2,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Nesogale talazaci,Striatum_Vol.mm3,31.2,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Nesogale talazaci,Schizo_cortex_Vol.mm3,20.7,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Nesogale talazaci,Hippocampus_Vol.mm3,98.9,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Nesogale talazaci,Neocortex_Vol.mm3,96.2,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Nesogale talazaci,Nucleus_septalis_triangularis_Vol.mm3,0.378,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Nesogale talazaci,Corpus_subfornicale_Vol.mm3,0.0191,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Nesogale talazaci,Nucleus_habenularis_medialis_Vol.mm3,0.381,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Nesogale talazaci,Corpus_pineal_Vol.mm3,0.0894,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Nesogale talazaci,Corpus_subcommissurale_Vol.mm3,0.00147,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Micropotamogale lamottei,Body_Mass.g,64.2,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Micropotamogale lamottei,Brain_Mass.mg,800,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Micropotamogale lamottei,Ventricles_Vol.mm3,11.9,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Micropotamogale lamottei,Total_brain_net_volume_Vol.mm3,743,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Micropotamogale lamottei,Medulla_oblongata_Vol.mm3,135,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Micropotamogale lamottei,Cerebellum_Vol.mm3,82.7,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Micropotamogale lamottei,Mesencephalon_Vol.mm3,58.6,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Micropotamogale lamottei,Diencephalon_Vol.mm3,62.8,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Micropotamogale lamottei,Telencephalon_Vol.mm3,404,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Micropotamogale lamottei,Bulbus_olfactorius_Vol.mm3,34,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Micropotamogale lamottei,Bulbus_olfactorius_accessorius_Vol.mm3,0.0605,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Micropotamogale lamottei,Lobus_piriformis_Vol.mm3,67.3,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Micropotamogale lamottei,Septum_Vol.mm3,15.1,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Micropotamogale lamottei,Striatum_Vol.mm3,32.6,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Micropotamogale lamottei,Schizo_cortex_Vol.mm3,32.9,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Micropotamogale lamottei,Hippocampus_Vol.mm3,77.7,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Micropotamogale lamottei,Neocortex_Vol.mm3,144,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Potamogale velox,Body_Mass.g,660,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Potamogale velox,Brain_Mass.mg,4160,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Potamogale velox,Ventricles_Vol.mm3,16.6,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Potamogale velox,Total_brain_net_volume_Vol.mm3,3878,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Potamogale velox,Medulla_oblongata_Vol.mm3,756,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Potamogale velox,Cerebellum_Vol.mm3,605,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Potamogale velox,Mesencephalon_Vol.mm3,254,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Potamogale velox,Diencephalon_Vol.mm3,298,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Potamogale velox,Telencephalon_Vol.mm3,1964,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Potamogale velox,Bulbus_olfactorius_Vol.mm3,86,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Potamogale velox,Bulbus_olfactorius_accessorius_Vol.mm3,2.31,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Potamogale velox,Lobus_piriformis_Vol.mm3,194,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Potamogale velox,Septum_Vol.mm3,51.4,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Potamogale velox,Striatum_Vol.mm3,134,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Potamogale velox,Schizo_cortex_Vol.mm3,145,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Potamogale velox,Hippocampus_Vol.mm3,298,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Potamogale velox,Neocortex_Vol.mm3,1054,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Potamogale velox,Nucleus_septalis_triangularis_Vol.mm3,1.1,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Potamogale velox,Corpus_subfornicale_Vol.mm3,0.089,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Potamogale velox,Nucleus_habenularis_medialis_Vol.mm3,1.45,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Potamogale velox,Corpus_pineal_Vol.mm3,0.00309,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Potamogale velox,Corpus_subcommissurale_Vol.mm3,0.00174,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Chrysochloris stuhlmanni,Body_Mass.g,39.8,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Chrysochloris stuhlmanni,Brain_Mass.mg,740,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Chrysochloris stuhlmanni,Ventricles_Vol.mm3,7,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Chrysochloris stuhlmanni,Total_brain_net_volume_Vol.mm3,693,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Chrysochloris stuhlmanni,Medulla_oblongata_Vol.mm3,68.3,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Chrysochloris stuhlmanni,Cerebellum_Vol.mm3,74.7,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Chrysochloris stuhlmanni,Mesencephalon_Vol.mm3,42,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Chrysochloris stuhlmanni,Diencephalon_Vol.mm3,51.8,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Chrysochloris stuhlmanni,Telencephalon_Vol.mm3,457,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Chrysochloris stuhlmanni,Bulbus_olfactorius_Vol.mm3,60.6,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Chrysochloris stuhlmanni,Bulbus_olfactorius_accessorius_Vol.mm3,0.204,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Chrysochloris stuhlmanni,Lobus_piriformis_Vol.mm3,131,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Chrysochloris stuhlmanni,Septum_Vol.mm3,11.3,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Chrysochloris stuhlmanni,Striatum_Vol.mm3,43.5,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Chrysochloris stuhlmanni,Schizo_cortex_Vol.mm3,21.4,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Chrysochloris stuhlmanni,Hippocampus_Vol.mm3,59.1,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Chrysochloris stuhlmanni,Neocortex_Vol.mm3,129,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Chrysochloris stuhlmanni,Nucleus_septalis_triangularis_Vol.mm3,0.395,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Chrysochloris stuhlmanni,Corpus_subfornicale_Vol.mm3,0.0191,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Chrysochloris stuhlmanni,Nucleus_habenularis_medialis_Vol.mm3,0.38,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Chrysochloris stuhlmanni,Corpus_pineal_Vol.mm3,0.096,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Chrysochloris stuhlmanni,Corpus_subcommissurale_Vol.mm3,0,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Chrysochloris asiatica,Body_Mass.g,49,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Chrysochloris asiatica,Brain_Mass.mg,700,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Chrysochloris asiatica,Ventricles_Vol.mm3,8.12,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Chrysochloris asiatica,Total_brain_net_volume_Vol.mm3,657,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Chrysochloris asiatica,Medulla_oblongata_Vol.mm3,58.5,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Chrysochloris asiatica,Cerebellum_Vol.mm3,72.6,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Chrysochloris asiatica,Mesencephalon_Vol.mm3,43.2,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Chrysochloris asiatica,Diencephalon_Vol.mm3,52.8,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Chrysochloris asiatica,Telencephalon_Vol.mm3,430,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Chrysochloris asiatica,Bulbus_olfactorius_Vol.mm3,58.5,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Chrysochloris asiatica,Bulbus_olfactorius_accessorius_Vol.mm3,0.132,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Chrysochloris asiatica,Lobus_piriformis_Vol.mm3,115,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Chrysochloris asiatica,Septum_Vol.mm3,12.1,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Chrysochloris asiatica,Striatum_Vol.mm3,44.3,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Chrysochloris asiatica,Schizo_cortex_Vol.mm3,20.9,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Chrysochloris asiatica,Hippocampus_Vol.mm3,66.3,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Chrysochloris asiatica,Neocortex_Vol.mm3,113,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Chrysochloris asiatica,Nucleus_septalis_triangularis_Vol.mm3,0.485,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Chrysochloris asiatica,Corpus_subfornicale_Vol.mm3,0.0147,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Chrysochloris asiatica,Nucleus_habenularis_medialis_Vol.mm3,0.449,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Chrysochloris asiatica,Corpus_pineal_Vol.mm3,0.0251,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Chrysochloris asiatica,Corpus_subcommissurale_Vol.mm3,0.00811,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Atelerix algirus,Body_Mass.g,790,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Atelerix algirus,Brain_Mass.mg,3200,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Atelerix algirus,Ventricles_Vol.mm3,121,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Atelerix algirus,Total_brain_net_volume_Vol.mm3,2859,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Atelerix algirus,Medulla_oblongata_Vol.mm3,336,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Atelerix algirus,Cerebellum_Vol.mm3,358,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Atelerix algirus,Mesencephalon_Vol.mm3,153,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Atelerix algirus,Diencephalon_Vol.mm3,246,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Atelerix algirus,Telencephalon_Vol.mm3,1766,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Atelerix algirus,Bulbus_olfactorius_Vol.mm3,285,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Atelerix algirus,Bulbus_olfactorius_accessorius_Vol.mm3,1.93,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Atelerix algirus,Lobus_piriformis_Vol.mm3,459,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Atelerix algirus,Septum_Vol.mm3,42.9,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Atelerix algirus,Striatum_Vol.mm3,140,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Atelerix algirus,Schizo_cortex_Vol.mm3,109,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Atelerix algirus,Hippocampus_Vol.mm3,227,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Atelerix algirus,Neocortex_Vol.mm3,500,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Atelerix algirus,Nucleus_septalis_triangularis_Vol.mm3,1.18,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Atelerix algirus,Corpus_subfornicale_Vol.mm3,0.0621,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Atelerix algirus,Nucleus_habenularis_medialis_Vol.mm3,0.93,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Atelerix algirus,Corpus_pineal_Vol.mm3,0.297,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
