Species,Variable,Value,Teams
Dromiciops gliroides,Cerebellum_Vol.mm3,129.0,Ashwell
Dromiciops gliroides,Cerebellum_white_matter_Vol.mm3,18.1,Ashwell
Dromiciops gliroides,FlocculonodularLobe_Vol.mm3,2.98,Ashwell
Dromiciops gliroides,Pontine_and_reticulotegmental_nuclei_Vol.mm3,3.72,Ashwell
Dromiciops gliroides,Total_brain_net_volume_Vol.mm3,912.0,Ashwell
Echinops telfairi,AccessoryOlfactoryBulb_Vol.mm3,0.249,Stephan_collection
Echinops telfairi,AccessoryOlfactoryBulb_layer_6_Vol.mm3,0.033,Stephan_collection
Echinops telfairi,AccessoryOlfactoryBulb_layers_1_2_Vol.mm3,0.111,Stephan_collection
Echinops telfairi,AccessoryOlfactoryBulb_layers_3_5_Vol.mm3,0.105,Stephan_collection
Echinops telfairi,Amygdala_Vol.mm3,22.4,Stephan_collection
Echinops telfairi,Body_Mass.g,87.5,Stephan_collection
Echinops telfairi,Brain_Mass.mg,620.0,Stephan_collection
Echinops telfairi,Bulbus_olfactorius_Vol.mm3,71.2,Stephan_collection
Echinops telfairi,Bulbus_olfactorius_accessorius_Vol.mm3,0.249,Stephan_collection
Echinops telfairi,CA1_Vol.mm3,12.21,Stephan_collection
Echinops telfairi,CA2_Vol.mm3,3.11,Stephan_collection
Echinops telfairi,CA3_Vol.mm3,13.67,Stephan_collection
Echinops telfairi,Capsula_interna_Vol.mm3,2.23,Stephan_collection
Echinops telfairi,Cerebellar_nuclei_total_Vol.mm3,1.71,Stephan_collection
Echinops telfairi,Cerebellum_Vol.mm3,57.9,Stephan_collection
Echinops telfairi,Commissura_anterior_Vol.mm3,2.4,Stephan_collection
Echinops telfairi,Complexus_centromedialis_Vol.mm3,11.1,Stephan_collection
Echinops telfairi,Complexus_corticobasolateralis_Vol.mm3,11.3,Stephan_collection
Echinops telfairi,Complexus_sensorius_trigeminalis_Vol.mm3,12.7,Stephan_collection
Echinops telfairi,Complexus_vestibularis_Vol.mm3,3.83,Stephan_collection
Echinops telfairi,Complexus_vestibularis_unilateral_Vol.mm3,1.69,Stephan_collection
Echinops telfairi,Corpus_geniculatum_laterale_Vol.mm3,0.37,Stephan_collection
Echinops telfairi,Corpus_pineal_Vol.mm3,0.243,Stephan_collection
Echinops telfairi,Corpus_subcommissurale_Vol.mm3,0.000212,Stephan_collection
Echinops telfairi,Corpus_subfornicale_Vol.mm3,0.029,Stephan_collection
Echinops telfairi,Diencephalon_Vol.mm3,40.1,Stephan_collection
Echinops telfairi,Epithalamus_Vol.mm3,0.977,Stephan_collection
Echinops telfairi,Fascia_dentata_Vol.mm3,8.72,Stephan_collection
Echinops telfairi,HP_HS_fibers_Vol.mm3,4.65,Stephan_collection
Echinops telfairi,Hilus_Vol.mm3,2.3,Stephan_collection
Echinops telfairi,Hippocampus_Vol.mm3,46.66,Stephan_collection
Echinops telfairi,Hippocampus_retrocommissuralis_Vol.mm3,42.01,Stephan_collection
Echinops telfairi,Hypothalamus_Vol.mm3,16.4,Stephan_collection
Echinops telfairi,Interpositus_cerebellar_nuclei_Vol.mm3,0.87,Stephan_collection
Echinops telfairi,Lateral_cerebellar_nuclei_Vol.mm3,0.46,Stephan_collection
Echinops telfairi,Lobus_piriformis_Vol.mm3,116.0,Stephan_collection
Echinops telfairi,Medial_cerebellar_nuclei_Vol.mm3,0.39,Stephan_collection
Echinops telfairi,Medulla_oblongata_Vol.mm3,89.9,Stephan_collection
Echinops telfairi,Mesencephalon_Vol.mm3,43.8,Stephan_collection
Echinops telfairi,Neocortex_Vol.mm3,51.46,Stephan_collection
Echinops telfairi,Neocortex_grey_matter_Vol.mm3,46.23,Stephan_collection
Echinops telfairi,Neocortex_lamina_1_Vol.mm3,15.25,Stephan_collection
Echinops telfairi,Neocortex_laminae_2_6_Vol.mm3,30.98,Stephan_collection
Echinops telfairi,Neocortex_white_matter_Vol.mm3,5.224,Stephan_collection
Echinops telfairi,Nucleus_amygdalae_basalis_pars_magnocellularis_Vol.mm3,3.2,Stephan_collection
Echinops telfairi,Nucleus_habenularis_medialis_Vol.mm3,0.365,Stephan_collection
Echinops telfairi,Nucleus_septalis_triangularis_Vol.mm3,0.338,Stephan_collection
Echinops telfairi,Nucleus_subthalamicus_Vol.mm3,0.242,Stephan_collection
Echinops telfairi,Nucleus_tractus_olfactorius_Vol.mm3,0.7,Stephan_collection
Echinops telfairi,Nucleus_vestibularis_descendens_Vol.mm3,1.11,Stephan_collection
Echinops telfairi,Nucleus_vestibularis_descendens_unilateral_Vol.mm3,0.505,Stephan_collection
Echinops telfairi,Nucleus_vestibularis_lateralis_Vol.mm3,0.622,Stephan_collection
Echinops telfairi,Nucleus_vestibularis_lateralis_unilateral_Vol.mm3,0.281,Stephan_collection
Echinops telfairi,Nucleus_vestibularis_medialis_Vol.mm3,1.47,Stephan_collection
Echinops telfairi,Nucleus_vestibularis_medialis_unilateral_Vol.mm3,0.615,Stephan_collection
Echinops telfairi,Nucleus_vestibularis_superior_Vol.mm3,0.631,Stephan_collection
Echinops telfairi,Nucleus_vestibularis_superior_unilateral_Vol.mm3,0.291,Stephan_collection
Echinops telfairi,Palaeocortex_Vol.mm3,93.1,Stephan_collection
Echinops telfairi,Palaeocortex_plus_amygdala_Vol.mm3,118.0,Stephan_collection
Echinops telfairi,Pallidum_Vol.mm3,2.44,Stephan_collection
Echinops telfairi,Prepiriform_cortex_Vol.mm3,58.1,Stephan_collection
Echinops telfairi,Retrobulbar_cortex_Vol.mm3,12.3,Stephan_collection
Echinops telfairi,Schizo_cortex_Vol.mm3,13.1,Stephan_collection
Echinops telfairi,Septum_Vol.mm3,11.5,Stephan_collection
Echinops telfairi,Striatum_Vol.mm3,24.1,Stephan_collection
Echinops telfairi,Subiculum_Vol.mm3,2.0,Stephan_collection
Echinops telfairi,Substantia_innominata_Vol.mm3,3.2,Stephan_collection
Echinops telfairi,Subthalamus_Vol.mm3,2.68,Stephan_collection
Echinops telfairi,Telencephalon_Vol.mm3,335.0,Stephan_collection
Echinops telfairi,Thalamus_Vol.mm3,17.9,Stephan_collection
Echinops telfairi,Total_brain_net_volume_Vol.mm3,566.0,Stephan_collection
Echinops telfairi,Tractus_olfactorius_lateralis_Vol.mm3,2.9,Stephan_collection
Echinops telfairi,Tractus_opticus_Vol.mm3,0.605,Stephan_collection
Echinops telfairi,Tuberculum_olfactorium_Vol.mm3,15.1,Stephan_collection
Echinops telfairi,Ventral_pons_Vol.mm3,0.49,Stephan_collection
Echinops telfairi,Ventricles_Vol.mm3,8.34,Stephan_collection
Echinosorex gymnura,Complexus_sensorius_trigeminalis_Vol.mm3,90.5,Stephan_collection
Echymipera kalubu,CerebellarCortex_Vol.mm3,321.0,Ashwell
Echymipera kalubu,CerebellarHemisphere_Vol.mm3,134.0,Ashwell
Echymipera kalubu,CerebellarVermis_Vol.mm3,161.0,Ashwell
Echymipera kalubu,Cerebellar_nuclei_total_Vol.mm3,8.74,Ashwell
Echymipera kalubu,Cerebellum_Vol.mm3,375.0,Ashwell
Echymipera kalubu,Cerebellum_white_matter_Vol.mm3,45.4,Ashwell
Echymipera kalubu,FlocculonodularLobe_Vol.mm3,26.5,Ashwell
Echymipera kalubu,Pontine_and_reticulotegmental_nuclei_Vol.mm3,13.0,Ashwell
Echymipera kalubu,Total_brain_net_volume_Vol.mm3,2628.0,Ashwell
Elephantulus fuscipes,AccessoryOlfactoryBulb_Vol.mm3,0.662,Stephan_collection
Elephantulus fuscipes,AccessoryOlfactoryBulb_layer_6_Vol.mm3,0.179,Stephan_collection
Elephantulus fuscipes,AccessoryOlfactoryBulb_layers_1_2_Vol.mm3,0.142,Stephan_collection
Elephantulus fuscipes,AccessoryOlfactoryBulb_layers_3_5_Vol.mm3,0.341,Stephan_collection
Elephantulus fuscipes,Amygdala_Vol.mm3,35.6,Stephan_collection
Elephantulus fuscipes,Body_Mass.g,57.0,Stephan_collection
Elephantulus fuscipes,Brain_Mass.mg,1330.0,Stephan_collection
Elephantulus fuscipes,Bulbus_olfactorius_Vol.mm3,63.3,Stephan_collection
Elephantulus fuscipes,Bulbus_olfactorius_accessorius_Vol.mm3,0.662,Stephan_collection
Elephantulus fuscipes,Cerebellum_Vol.mm3,183.0,Stephan_collection
Elephantulus fuscipes,Commissura_anterior_Vol.mm3,2.8,Stephan_collection
Elephantulus fuscipes,Complexus_centromedialis_Vol.mm3,15.9,Stephan_collection
Elephantulus fuscipes,Complexus_corticobasolateralis_Vol.mm3,19.7,Stephan_collection
Elephantulus fuscipes,Corpus_pineal_Vol.mm3,0.336,Stephan_collection
Elephantulus fuscipes,Corpus_subcommissurale_Vol.mm3,0.124,Stephan_collection
Elephantulus fuscipes,Corpus_subfornicale_Vol.mm3,0.0709,Stephan_collection
Elephantulus fuscipes,Diencephalon_Vol.mm3,112.0,Stephan_collection
Elephantulus fuscipes,Hippocampus_Vol.mm3,173.0,Stephan_collection
Elephantulus fuscipes,Lobus_piriformis_Vol.mm3,120.0,Stephan_collection
Elephantulus fuscipes,Medulla_oblongata_Vol.mm3,120.0,Stephan_collection
Elephantulus fuscipes,Mesencephalon_Vol.mm3,117.0,Stephan_collection
Elephantulus fuscipes,Neocortex_Vol.mm3,236.0,Stephan_collection
Elephantulus fuscipes,Nucleus_amygdalae_basalis_pars_magnocellularis_Vol.mm3,1.3,Stephan_collection
Elephantulus fuscipes,Nucleus_habenularis_medialis_Vol.mm3,0.415,Stephan_collection
Elephantulus fuscipes,Nucleus_septalis_triangularis_Vol.mm3,0.289,Stephan_collection
Elephantulus fuscipes,Nucleus_tractus_olfactorius_Vol.mm3,0.91,Stephan_collection
Elephantulus fuscipes,Palaeocortex_plus_amygdala_Vol.mm3,121.0,Stephan_collection
Elephantulus fuscipes,Prepiriform_cortex_Vol.mm3,48.7,Stephan_collection
Elephantulus fuscipes,Retrobulbar_cortex_Vol.mm3,10.0,Stephan_collection
Elephantulus fuscipes,Schizo_cortex_Vol.mm3,46.8,Stephan_collection
Elephantulus fuscipes,Septum_Vol.mm3,16.8,Stephan_collection
Elephantulus fuscipes,Striatum_Vol.mm3,44.5,Stephan_collection
Elephantulus fuscipes,Substantia_innominata_Vol.mm3,2.5,Stephan_collection
Elephantulus fuscipes,Telencephalon_Vol.mm3,700.0,Stephan_collection
Elephantulus fuscipes,Total_brain_net_volume_Vol.mm3,1233.0,Stephan_collection
Elephantulus fuscipes,Tractus_olfactorius_lateralis_Vol.mm3,2.9,Stephan_collection
Elephantulus fuscipes,Tuberculum_olfactorium_Vol.mm3,17.5,Stephan_collection
Elephantulus fuscipes,Ventricles_Vol.mm3,18.1,Stephan_collection
Elephantulus myurus,CerebellarCortex_Vol.mm3,416.0,Ashwell
Elephantulus myurus,CerebellarHemisphere_Vol.mm3,207.0,Ashwell
Elephantulus myurus,CerebellarVermis_Vol.mm3,188.0,Ashwell
Elephantulus myurus,Cerebellar_nuclei_total_Vol.mm3,19.5,Ashwell
Elephantulus myurus,Cerebellum_Vol.mm3,497.0,Ashwell
Elephantulus myurus,Cerebellum_white_matter_Vol.mm3,61.7,Ashwell
Elephantulus myurus,FlocculonodularLobe_Vol.mm3,21.1,Ashwell
Elephantulus myurus,Pontine_and_reticulotegmental_nuclei_Vol.mm3,22.5,Ashwell
Elephantulus myurus,Total_brain_net_volume_Vol.mm3,1250.0,Ashwell
Equus burchelli,Cerebellum_grey_matter_Vol.mm3,27400.0,Bush
Equus burchelli,Cerebellum_white_matter_Vol.mm3,9600.0,Bush
Equus burchelli,Neocortex_grey_matter_Vol.mm3,149000.0,Bush
Equus burchelli,Neocortex_white_matter_Vol.mm3,88400.0,Bush
Equus quagga burchellii,CerebellarCortex_Vol.mm3,30943.0,Ashwell
Equus quagga burchellii,CerebellarHemisphere_Vol.mm3,15169.0,Ashwell
Equus quagga burchellii,CerebellarVermis_Vol.mm3,14478.0,Ashwell
Equus quagga burchellii,Cerebellar_nuclei_total_Vol.mm3,1744.0,Ashwell
Equus quagga burchellii,Cerebellum_Vol.mm3,41084.0,Ashwell
Equus quagga burchellii,Cerebellum_white_matter_Vol.mm3,8397.0,Ashwell
Equus quagga burchellii,FlocculonodularLobe_Vol.mm3,1296.0,Ashwell
Equus quagga burchellii,Pontine_and_reticulotegmental_nuclei_Vol.mm3,1120.0,Ashwell
Equus quagga burchellii,Total_brain_net_volume_Vol.mm3,561050.0,Ashwell
Erinaceus europaeus,AccessoryOlfactoryBulb_Vol.mm3,1.943,Stephan_collection
Erinaceus europaeus,AccessoryOlfactoryBulb_layer_6_Vol.mm3,0.377,Stephan_collection
Erinaceus europaeus,AccessoryOlfactoryBulb_layers_1_2_Vol.mm3,0.634,Stephan_collection
Erinaceus europaeus,AccessoryOlfactoryBulb_layers_3_5_Vol.mm3,0.932,Stephan_collection
Erinaceus europaeus,Amygdala_Vol.mm3,108.1,Stephan_collection
Erinaceus europaeus,Body_Mass.g,860.0,Stephan_collection
Erinaceus europaeus,Brain_Mass.mg,3350.0,Stephan_collection
Erinaceus europaeus,Bulbus_olfactorius_Vol.mm3,332.0,Stephan_collection
Erinaceus europaeus,Bulbus_olfactorius_accessorius_Vol.mm3,1.94,Stephan_collection
Erinaceus europaeus,Capsula_interna_Vol.mm3,18.8,Stephan_collection
Erinaceus europaeus,CerebellarCortex_Vol.mm3,370.0,Ashwell
Erinaceus europaeus,CerebellarHemisphere_Vol.mm3,159.0,Ashwell
Erinaceus europaeus,CerebellarVermis_Vol.mm3,193.0,Ashwell
Erinaceus europaeus,Cerebellar_nuclei_total_Vol.mm3,15.675,Ashwell; Stephan_collection
Erinaceus europaeus,Cerebellum_Vol.mm3,408.0,Ashwell; Stephan_collection
Erinaceus europaeus,Cerebellum_white_matter_Vol.mm3,33.8,Ashwell
Erinaceus europaeus,Commissura_anterior_Vol.mm3,23.3,Stephan_collection
Erinaceus europaeus,Complexus_centromedialis_Vol.mm3,44.8,Stephan_collection
Erinaceus europaeus,Complexus_corticobasolateralis_Vol.mm3,63.3,Stephan_collection
Erinaceus europaeus,Complexus_sensorius_trigeminalis_Vol.mm3,44.8,Stephan_collection
Erinaceus europaeus,Complexus_vestibularis_Vol.mm3,15.8,Stephan_collection
Erinaceus europaeus,Complexus_vestibularis_unilateral_Vol.mm3,7.54,Stephan_collection
Erinaceus europaeus,Corpus_geniculatum_laterale_Vol.mm3,3.9,Stephan_collection
Erinaceus europaeus,Corpus_pineal_Vol.mm3,0.423,Stephan_collection
Erinaceus europaeus,Corpus_subcommissurale_Vol.mm3,0.0312,Stephan_collection
Erinaceus europaeus,Corpus_subfornicale_Vol.mm3,0.0592,Stephan_collection
Erinaceus europaeus,Diencephalon_Vol.mm3,241.0,Stephan_collection
Erinaceus europaeus,Epithalamus_Vol.mm3,3.71,Stephan_collection
Erinaceus europaeus,FlocculonodularLobe_Vol.mm3,17.1,Ashwell
Erinaceus europaeus,Hippocampus_Vol.mm3,237.0,Stephan_collection
Erinaceus europaeus,Hypothalamus_Vol.mm3,79.9,Stephan_collection
Erinaceus europaeus,Interpositus_cerebellar_nuclei_Vol.mm3,5.53,Stephan_collection
Erinaceus europaeus,Lateral_cerebellar_nuclei_Vol.mm3,3.83,Stephan_collection
Erinaceus europaeus,Lobus_piriformis_Vol.mm3,505.0,Stephan_collection
Erinaceus europaeus,Medial_cerebellar_nuclei_Vol.mm3,3.3,Stephan_collection
Erinaceus europaeus,Medulla_oblongata_Vol.mm3,333.0,Stephan_collection
Erinaceus europaeus,Mesencephalon_Vol.mm3,151.0,Stephan_collection
Erinaceus europaeus,Neocortex_Vol.mm3,522.5,Stephan_collection
Erinaceus europaeus,Neocortex_grey_matter_Vol.mm3,454.1,Stephan_collection
Erinaceus europaeus,Neocortex_lamina_1_Vol.mm3,129.1,Stephan_collection
Erinaceus europaeus,Neocortex_laminae_2_6_Vol.mm3,325.0,Stephan_collection
Erinaceus europaeus,Neocortex_white_matter_Vol.mm3,68.35,Stephan_collection
Erinaceus europaeus,Nucleus_amygdalae_basalis_pars_magnocellularis_Vol.mm3,11.5,Stephan_collection
Erinaceus europaeus,Nucleus_habenularis_medialis_Vol.mm3,1.17,Stephan_collection
Erinaceus europaeus,Nucleus_septalis_triangularis_Vol.mm3,0.887,Stephan_collection
Erinaceus europaeus,Nucleus_subthalamicus_Vol.mm3,0.903,Stephan_collection
Erinaceus europaeus,Nucleus_tractus_olfactorius_Vol.mm3,3.7,Stephan_collection
Erinaceus europaeus,Nucleus_vestibularis_descendens_Vol.mm3,3.96,Stephan_collection
Erinaceus europaeus,Nucleus_vestibularis_descendens_unilateral_Vol.mm3,1.77,Stephan_collection
Erinaceus europaeus,Nucleus_vestibularis_lateralis_Vol.mm3,3.24,Stephan_collection
Erinaceus europaeus,Nucleus_vestibularis_lateralis_unilateral_Vol.mm3,1.72,Stephan_collection
Erinaceus europaeus,Nucleus_vestibularis_medialis_Vol.mm3,6.41,Stephan_collection
Erinaceus europaeus,Nucleus_vestibularis_medialis_unilateral_Vol.mm3,2.85,Stephan_collection
Erinaceus europaeus,Nucleus_vestibularis_superior_Vol.mm3,2.22,Stephan_collection
Erinaceus europaeus,Nucleus_vestibularis_superior_unilateral_Vol.mm3,1.21,Stephan_collection
Erinaceus europaeus,Palaeocortex_Vol.mm3,379.0,Stephan_collection
Erinaceus europaeus,Palaeocortex_plus_amygdala_Vol.mm3,507.0,Stephan_collection
Erinaceus europaeus,Pallidum_Vol.mm3,13.3,Stephan_collection
Erinaceus europaeus,Pontine_and_reticulotegmental_nuclei_Vol.mm3,7.21,Ashwell
Erinaceus europaeus,Prepiriform_cortex_Vol.mm3,227.6,Stephan_collection
Erinaceus europaeus,Retrobulbar_cortex_Vol.mm3,61.6,Stephan_collection
Erinaceus europaeus,Schizo_cortex_Vol.mm3,134.0,Stephan_collection
Erinaceus europaeus,Septum_Vol.mm3,51.7,Stephan_collection
Erinaceus europaeus,Striatum_Vol.mm3,147.0,Stephan_collection
Erinaceus europaeus,Substantia_innominata_Vol.mm3,13.2,Stephan_collection
Erinaceus europaeus,Subthalamus_Vol.mm3,14.2,Stephan_collection
Erinaceus europaeus,Telencephalon_Vol.mm3,1931.0,Stephan_collection
Erinaceus europaeus,Thalamus_Vol.mm3,117.0,Stephan_collection
Erinaceus europaeus,Total_brain_net_volume_Vol.mm3,3135.5,Ashwell; Stephan_collection
Erinaceus europaeus,Tractus_olfactorius_lateralis_Vol.mm3,14.7,Stephan_collection
Erinaceus europaeus,Tractus_opticus_Vol.mm3,3.94,Stephan_collection
Erinaceus europaeus,Tuberculum_olfactorium_Vol.mm3,56.2,Stephan_collection
Erinaceus europaeus,Ventricles_Vol.mm3,105.0,Stephan_collection
Erithizon dorsatum,CerebellarCortex_Vol.mm3,1800.0,Ashwell
Erithizon dorsatum,CerebellarHemisphere_Vol.mm3,1044.0,Ashwell
Erithizon dorsatum,CerebellarVermis_Vol.mm3,699.0,Ashwell
Erithizon dorsatum,Cerebellar_nuclei_total_Vol.mm3,92.8,Ashwell
Erithizon dorsatum,Cerebellum_Vol.mm3,2380.0,Ashwell
Erithizon dorsatum,Cerebellum_white_matter_Vol.mm3,487.0,Ashwell
Erithizon dorsatum,FlocculonodularLobe_Vol.mm3,56.5,Ashwell
Erithizon dorsatum,Pontine_and_reticulotegmental_nuclei_Vol.mm3,86.7,Ashwell
Erithizon dorsatum,Total_brain_net_volume_Vol.mm3,19769.0,Ashwell
Erythrocebus patas,Amygdala_Vol.mm3,688.4,Stephan_collection
Erythrocebus patas,Area_striata_grey_matter_Vol.mm3,7775.0,Stephan_collection
Erythrocebus patas,Body_Mass.g,7800.0,Stephan_collection
Erythrocebus patas,Brain_Mass.mg,108000.0,Stephan_collection; Zilles
Erythrocebus patas,Bulbus_olfactorius_Vol.mm3,51.8,Stephan_collection
Erythrocebus patas,Bulbus_olfactorius_accessorius_Vol.mm3,0.0,Stephan_collection
Erythrocebus patas,CA1_Vol.mm3,345.54,Stephan_collection
Erythrocebus patas,CA2_Vol.mm3,39.46,Stephan_collection
Erythrocebus patas,CA3_Vol.mm3,327.74,Stephan_collection
Erythrocebus patas,Cerebellar_nuclei_total_Vol.mm3,295.09,Stephan_collection
Erythrocebus patas,Cerebellum_Vol.mm3,8738.0,Stephan_collection
Erythrocebus patas,Commissura_anterior_Vol.mm3,180.0,Stephan_collection
Erythrocebus patas,Complexus_centromedialis_Vol.mm3,199.4,Stephan_collection
Erythrocebus patas,Complexus_corticobasolateralis_Vol.mm3,489.0,Stephan_collection
Erythrocebus patas,Complexus_sensorius_trigeminalis_Vol.mm3,89.5,Stephan_collection
Erythrocebus patas,Complexus_vestibularis_Vol.mm3,161.0,Stephan_collection
Erythrocebus patas,Corpus_geniculatum_laterale_Vol.mm3,266.8,Stephan_collection; Zilles
Erythrocebus patas,Diencephalon_Vol.mm3,5423.0,Stephan_collection
Erythrocebus patas,Facial_motor_nucleus_left_Vol.mm3,4.59,Sherwood
Erythrocebus patas,Fascia_dentata_Vol.mm3,195.13,Stephan_collection
Erythrocebus patas,FrontalCortex_grey_matter_Vol.mm3,11220.0,Zilles
Erythrocebus patas,FrontalCortex_white_matter_Vol.mm3,5430.0,Zilles
Erythrocebus patas,HP_HS_fibers_Vol.mm3,504.92,Stephan_collection
Erythrocebus patas,Hilus_Vol.mm3,101.09,Stephan_collection
Erythrocebus patas,Hippocampus_Vol.mm3,1590.53,Stephan_collection
Erythrocebus patas,Hippocampus_retrocommissuralis_Vol.mm3,1085.61,Stephan_collection
Erythrocebus patas,Hypoglossal_nucleus_left_Vol.mm3,2.4,Sherwood
Erythrocebus patas,Interpositus_cerebellar_nuclei_Vol.mm3,95.07,Stephan_collection
Erythrocebus patas,Lateral_cerebellar_nuclei_Vol.mm3,126.31,Stephan_collection
Erythrocebus patas,Lobus_piriformis_Vol.mm3,1339.0,Stephan_collection
Erythrocebus patas,Medial_cerebellar_nuclei_Vol.mm3,73.71,Stephan_collection
Erythrocebus patas,Medulla_oblongata_Vol.mm3,2615.835,Sherwood; Stephan_collection
Erythrocebus patas,Mesencephalon_Vol.mm3,1621.0,Stephan_collection
Erythrocebus patas,Middle_temporal_visual_area_Vol.mm3,335.4,Stephan_collection
Erythrocebus patas,Neocortex_Vol.mm3,77141.0,Stephan_collection
Erythrocebus patas,Nucleus_amygdalae_basalis_pars_magnocellularis_Vol.mm3,63.7,Stephan_collection
Erythrocebus patas,Nucleus_vestibularis_descendens_Vol.mm3,35.6,Stephan_collection
Erythrocebus patas,Nucleus_vestibularis_lateralis_Vol.mm3,32.7,Stephan_collection
Erythrocebus patas,Nucleus_vestibularis_medialis_Vol.mm3,64.3,Stephan_collection
Erythrocebus patas,Nucleus_vestibularis_superior_Vol.mm3,28.1,Stephan_collection
Erythrocebus patas,Prepiriform_cortex_Vol.mm3,235.0,Stephan_collection
Erythrocebus patas,Retrobulbar_cortex_Vol.mm3,25.0,Stephan_collection
Erythrocebus patas,Schizo_cortex_Vol.mm3,693.0,Stephan_collection
Erythrocebus patas,Septum_Vol.mm3,330.0,Stephan_collection
Erythrocebus patas,Striatum_Vol.mm3,3624.0,Stephan_collection
Erythrocebus patas,Subiculum_Vol.mm3,76.65,Stephan_collection
Erythrocebus patas,Substantia_innominata_Vol.mm3,59.8,Stephan_collection
Erythrocebus patas,Telencephalon_Vol.mm3,84770.0,Stephan_collection
Erythrocebus patas,Total_brain_net_volume_Vol.mm3,103167.0,Stephan_collection
Erythrocebus patas,Tractus_olfactorius_lateralis_Vol.mm3,29.7,Stephan_collection
Erythrocebus patas,Trigeminal_motor_nucleus_left_Vol.mm3,2.33,Sherwood
Erythrocebus patas,Tuberculum_olfactorium_Vol.mm3,121.2,Stephan_collection
Erythrocebus patas,Ventral_pons_Vol.mm3,814.5,Stephan_collection
Erythrocebus patas,Ventricles_Vol.mm3,561.0,Stephan_collection
Eulemur albifrons,Bulbus_olfactorius_Vol.mm3,206.7,Stephan_collection
Eulemur albifrons,Commissura_anterior_Vol.mm3,12.9,Stephan_collection
Eulemur albifrons,Prepiriform_cortex_Vol.mm3,208.5,Stephan_collection
Eulemur albifrons,Retrobulbar_cortex_Vol.mm3,39.0,Stephan_collection
Eulemur albifrons,Substantia_innominata_Vol.mm3,14.6,Stephan_collection
Eulemur albifrons,Tractus_olfactorius_lateralis_Vol.mm3,12.4,Stephan_collection
Eulemur albifrons,Tuberculum_olfactorium_Vol.mm3,92.6,Stephan_collection
Eulemur fulvus,AccessoryOlfactoryBulb_Vol.mm3,3.211,Stephan_collection
Eulemur fulvus,AccessoryOlfactoryBulb_layer_6_Vol.mm3,1.124,Stephan_collection
Eulemur fulvus,AccessoryOlfactoryBulb_layers_1_2_Vol.mm3,0.769,Stephan_collection
Eulemur fulvus,AccessoryOlfactoryBulb_layers_3_5_Vol.mm3,1.318,Stephan_collection
Eulemur fulvus,Amygdala_Vol.mm3,260.7,Stephan_collection
Eulemur fulvus,Area_striata_Vol.mm3,1519.0,Stephan_collection
Eulemur fulvus,Area_striata_grey_matter_Vol.mm3,1253.0,Stephan_collection; Zilles
