Species,Variable,Value,Teams,n_teams
Indri indri,Nucleus_tractus_olfactorius_Vol.mm3,0.99,Stephan_collection,1
Indri indri,Nucleus_vestibularis_descendens_Vol.mm3,23.9,Stephan_collection,1
Indri indri,Nucleus_vestibularis_lateralis_Vol.mm3,18.4,Stephan_collection,1
Indri indri,Nucleus_vestibularis_medialis_Vol.mm3,35.1,Stephan_collection,1
Indri indri,Nucleus_vestibularis_superior_Vol.mm3,15.3,Stephan_collection,1
Indri indri,Prepiriform_cortex_Vol.mm3,221.2,Stephan_collection,1
Indri indri,Retrobulbar_cortex_Vol.mm3,33,Stephan_collection,1
Indri indri,Schizo_cortex_Vol.mm3,848,Stephan_collection,1
Indri indri,Septum_Vol.mm3,205,Stephan_collection,1
Indri indri,Striatum_Vol.mm3,1855,Stephan_collection,1
Indri indri,Subiculum_Vol.mm3,98.11,Stephan_collection,1
Indri indri,Substantia_innominata_Vol.mm3,49,Stephan_collection,1
Indri indri,Telencephalon_Vol.mm3,25551,Stephan_collection,1
Indri indri,Total_brain_net_volume_Vol.mm3,35245.03333333333,Bauernfeind; deSousa; Stephan_collection,3
Indri indri,Tractus_olfactorius_lateralis_Vol.mm3,10.9,Stephan_collection,1
Indri indri,Tuberculum_olfactorium_Vol.mm3,91.5,Stephan_collection,1
Indri indri,Ventral_pons_Vol.mm3,186.3,Stephan_collection,1
Indri indri,Ventricles_Vol.mm3,330,Stephan_collection,1
Lagothrix lagothricha,AccessoryOlfactoryBulb_Vol.mm3,1.429,Stephan_collection,1
Lagothrix lagothricha,AccessoryOlfactoryBulb_layer_6_Vol.mm3,0.195,Stephan_collection,1
Lagothrix lagothricha,AccessoryOlfactoryBulb_layers_1_2_Vol.mm3,0.543,Stephan_collection,1
Lagothrix lagothricha,AccessoryOlfactoryBulb_layers_3_5_Vol.mm3,0.691,Stephan_collection,1
Lagothrix lagothricha,Amygdala_Vol.mm3,753.2,Stephan_collection,1
Lagothrix lagothricha,Area_striata_Vol.mm3,6082,Stephan_collection,1
Lagothrix lagothricha,Area_striata_grey_matter_Vol.mm3,4856,deSousa; Stephan_collection,2
Lagothrix lagothricha,Area_striata_lamina_1_Vol.mm3,604,Stephan_collection,1
Lagothrix lagothricha,Area_striata_laminae_2_6_Vol.mm3,4252,Stephan_collection,1
Lagothrix lagothricha,Area_striata_white_matter_Vol.mm3,1226,Stephan_collection,1
Lagothrix lagothricha,Body_Mass.g,5200,Stephan_collection,1
Lagothrix lagothricha,Brain_Mass.mg,101000,Stephan_collection,1
Lagothrix lagothricha,Bulbus_olfactorius_Vol.mm3,73.4,Stephan_collection,1
Lagothrix lagothricha,Bulbus_olfactorius_accessorius_Vol.mm3,1.43,Stephan_collection,1
Lagothrix lagothricha,CA1_Vol.mm3,400.11,Stephan_collection,1
Lagothrix lagothricha,CA2_Vol.mm3,49.57,Stephan_collection,1
Lagothrix lagothricha,CA3_Vol.mm3,332.56,Stephan_collection,1
Lagothrix lagothricha,Capsula_interna_Vol.mm3,612,Stephan_collection,1
Lagothrix lagothricha,Cerebellar_nuclei_total_Vol.mm3,212.95,Stephan_collection,1
Lagothrix lagothricha,Cerebellum_Vol.mm3,11268,Stephan_collection,1
Lagothrix lagothricha,Commissura_anterior_Vol.mm3,61.5,Stephan_collection,1
Lagothrix lagothricha,Complexus_centromedialis_Vol.mm3,188,Stephan_collection,1
Lagothrix lagothricha,Complexus_corticobasolateralis_Vol.mm3,565.2,Stephan_collection,1
Lagothrix lagothricha,Complexus_sensorius_trigeminalis_Vol.mm3,107,Stephan_collection,1
Lagothrix lagothricha,Complexus_vestibularis_Vol.mm3,104,Stephan_collection,1
Lagothrix lagothricha,Corpus_geniculatum_laterale_Vol.mm3,164,deSousa; Stephan_collection,2
Lagothrix lagothricha,Corpus_pineal_Vol.mm3,10.6,Stephan_collection,1
Lagothrix lagothricha,Corpus_subcommissurale_Vol.mm3,0.885,Stephan_collection,1
Lagothrix lagothricha,Corpus_subfornicale_Vol.mm3,0.583,Stephan_collection,1
Lagothrix lagothricha,Diencephalon_Vol.mm3,5721,Stephan_collection,1
Lagothrix lagothricha,Epithalamus_Vol.mm3,31,Stephan_collection,1
Lagothrix lagothricha,Fascia_dentata_Vol.mm3,192.28,Stephan_collection,1
Lagothrix lagothricha,FrontalCortex_grey_matter_Vol.mm3,11780,Smaers,1
Lagothrix lagothricha,FrontalCortex_white_matter_Vol.mm3,5480,Smaers,1
Lagothrix lagothricha,HP_HS_fibers_Vol.mm3,458.9,Stephan_collection,1
Lagothrix lagothricha,Hilus_Vol.mm3,73.93,Stephan_collection,1
Lagothrix lagothricha,Hippocampus_Vol.mm3,1585.69,Stephan_collection,1
Lagothrix lagothricha,Hippocampus_retrocommissuralis_Vol.mm3,1126.79,Stephan_collection,1
Lagothrix lagothricha,Hypothalamus_Vol.mm3,624,Stephan_collection,1
Lagothrix lagothricha,Interpositus_cerebellar_nuclei_Vol.mm3,60.23,Stephan_collection,1
Lagothrix lagothricha,Lateral_cerebellar_nuclei_Vol.mm3,108.57,Stephan_collection,1
Lagothrix lagothricha,Lobus_piriformis_Vol.mm3,1395,Stephan_collection,1
Lagothrix lagothricha,Medial_cerebellar_nuclei_Vol.mm3,44.15,Stephan_collection,1
Lagothrix lagothricha,Medulla_oblongata_Vol.mm3,2110,Stephan_collection,1
Lagothrix lagothricha,Mesencephalon_Vol.mm3,1582,Stephan_collection,1
Lagothrix lagothricha,Neocortex_Vol.mm3,65873,deSousa; Stephan_collection,2
Lagothrix lagothricha,Neocortex_grey_matter_Vol.mm3,49147,Stephan_collection,1
Lagothrix lagothricha,Neocortex_lamina_1_Vol.mm3,7664,Stephan_collection,1
Lagothrix lagothricha,Neocortex_laminae_2_6_Vol.mm3,41483,Stephan_collection,1
Lagothrix lagothricha,Neocortex_white_matter_Vol.mm3,16727,Stephan_collection,1
Lagothrix lagothricha,Nucleus_amygdalae_basalis_pars_magnocellularis_Vol.mm3,74.6,Stephan_collection,1
Lagothrix lagothricha,Nucleus_habenularis_medialis_Vol.mm3,7.01,Stephan_collection,1
Lagothrix lagothricha,Nucleus_septalis_triangularis_Vol.mm3,2.6,Stephan_collection,1
Lagothrix lagothricha,Nucleus_subthalamicus_Vol.mm3,63.8,Stephan_collection,1
Lagothrix lagothricha,Nucleus_vestibularis_descendens_Vol.mm3,27.8,Stephan_collection,1
Lagothrix lagothricha,Nucleus_vestibularis_lateralis_Vol.mm3,15.8,Stephan_collection,1
Lagothrix lagothricha,Nucleus_vestibularis_medialis_Vol.mm3,43,Stephan_collection,1
Lagothrix lagothricha,Nucleus_vestibularis_superior_Vol.mm3,17.6,Stephan_collection,1
Lagothrix lagothricha,Pallidum_Vol.mm3,845,Stephan_collection,1
Lagothrix lagothricha,Prepiriform_cortex_Vol.mm3,342.9,Stephan_collection,1
Lagothrix lagothricha,Retrobulbar_cortex_Vol.mm3,16.1,Stephan_collection,1
Lagothrix lagothricha,Schizo_cortex_Vol.mm3,680,Stephan_collection,1
Lagothrix lagothricha,Septum_Vol.mm3,266,Stephan_collection,1
Lagothrix lagothricha,Striatum_Vol.mm3,4947,Stephan_collection,1
Lagothrix lagothricha,Subiculum_Vol.mm3,78.34,Stephan_collection,1
Lagothrix lagothricha,Substantia_innominata_Vol.mm3,82.7,Stephan_collection,1
Lagothrix lagothricha,Subthalamus_Vol.mm3,909,Stephan_collection,1
Lagothrix lagothricha,Telencephalon_Vol.mm3,74822,Stephan_collection,1
Lagothrix lagothricha,Thalamus_Vol.mm3,2959,Stephan_collection,1
Lagothrix lagothricha,Total_brain_net_volume_Vol.mm3,96496.65,deSousa; Stephan_collection,2
Lagothrix lagothricha,Tractus_olfactorius_lateralis_Vol.mm3,23.2,Stephan_collection,1
Lagothrix lagothricha,Tractus_opticus_Vol.mm3,203,Stephan_collection,1
Lagothrix lagothricha,Tuberculum_olfactorium_Vol.mm3,115.5,Stephan_collection,1
Lagothrix lagothricha,Ventral_pons_Vol.mm3,725.6,Stephan_collection,1
Lagothrix lagothricha,Ventricles_Vol.mm3,1090,Stephan_collection,1
Lemur catta,Cerebellum_grey_matter_Vol.mm3,2270,Bush,1
Lemur catta,Cerebellum_white_matter_Vol.mm3,409,Bush,1
Lemur catta,Neocortex_grey_matter_Vol.mm3,8960,Bush,1
Lemur catta,Neocortex_white_matter_Vol.mm3,2120,Bush,1
Leontopithecus rosalia,Agranular_insular_cortex_left_Vol.mm3,12,Bauernfeind,1
Leontopithecus rosalia,Body_Mass.g,598,Bauernfeind,1
Leontopithecus rosalia,Brain_Mass.mg,12.7,Bauernfeind,1
Leontopithecus rosalia,Dysgranular_insular_cortex_left_Vol.mm3,21,Bauernfeind,1
Leontopithecus rosalia,Granular_insular_cortex_left_Vol.mm3,4,Bauernfeind,1
Leontopithecus rosalia,Insula_left_Vol.mm3,37,Bauernfeind,1
Leontopithecus rosalia,Total_brain_net_volume_Vol.mm3,12259,Bauernfeind,1
Lepilemur ruficaudatus,AccessoryOlfactoryBulb_Vol.mm3,2.722,Stephan_collection,1
Lepilemur ruficaudatus,AccessoryOlfactoryBulb_layer_6_Vol.mm3,0.58,Stephan_collection,1
Lepilemur ruficaudatus,AccessoryOlfactoryBulb_layers_1_2_Vol.mm3,0.833,Stephan_collection,1
Lepilemur ruficaudatus,AccessoryOlfactoryBulb_layers_3_5_Vol.mm3,1.309,Stephan_collection,1
Lepilemur ruficaudatus,Amygdala_Vol.mm3,133.9,Stephan_collection,1
Lepilemur ruficaudatus,Area_striata_Vol.mm3,358,Stephan_collection,1
Lepilemur ruficaudatus,Area_striata_grey_matter_Vol.mm3,326,deSousa; Stephan_collection,2
Lepilemur ruficaudatus,Area_striata_lamina_1_Vol.mm3,52.5,Stephan_collection,1
Lepilemur ruficaudatus,Area_striata_laminae_2_6_Vol.mm3,274,Stephan_collection,1
Lepilemur ruficaudatus,Area_striata_white_matter_Vol.mm3,31.4,Stephan_collection,1
Lepilemur ruficaudatus,Body_Mass.g,915,Stephan_collection,1
Lepilemur ruficaudatus,Brain_Mass.mg,7600,Stephan_collection,1
Lepilemur ruficaudatus,Bulbus_olfactorius_Vol.mm3,112.7,Stephan_collection,1
Lepilemur ruficaudatus,Bulbus_olfactorius_accessorius_Vol.mm3,2.72,Stephan_collection,1
Lepilemur ruficaudatus,CA1_Vol.mm3,128.48,Stephan_collection,1
Lepilemur ruficaudatus,CA2_Vol.mm3,7.28,Stephan_collection,1
Lepilemur ruficaudatus,CA3_Vol.mm3,78.29,Stephan_collection,1
Lepilemur ruficaudatus,Capsula_interna_Vol.mm3,63,Stephan_collection,1
Lepilemur ruficaudatus,Cerebellar_nuclei_total_Vol.mm3,23.07,Stephan_collection,1
Lepilemur ruficaudatus,Cerebellum_Vol.mm3,1165,Stephan_collection,1
Lepilemur ruficaudatus,Commissura_anterior_Vol.mm3,6,Stephan_collection,1
Lepilemur ruficaudatus,Complexus_centromedialis_Vol.mm3,42.5,Stephan_collection,1
Lepilemur ruficaudatus,Complexus_corticobasolateralis_Vol.mm3,91.4,Stephan_collection,1
Lepilemur ruficaudatus,Complexus_sensorius_trigeminalis_Vol.mm3,22.2,Stephan_collection,1
Lepilemur ruficaudatus,Complexus_vestibularis_Vol.mm3,33,Stephan_collection,1
Lepilemur ruficaudatus,Corpus_geniculatum_laterale_Vol.mm3,15.6,deSousa; Stephan_collection,2
Lepilemur ruficaudatus,Corpus_pineal_Vol.mm3,0.731,Stephan_collection,1
Lepilemur ruficaudatus,Corpus_subcommissurale_Vol.mm3,0.132,Stephan_collection,1
Lepilemur ruficaudatus,Corpus_subfornicale_Vol.mm3,0.121,Stephan_collection,1
Lepilemur ruficaudatus,Diencephalon_Vol.mm3,593,Stephan_collection,1
Lepilemur ruficaudatus,Epithalamus_Vol.mm3,4.89,Stephan_collection,1
Lepilemur ruficaudatus,Fascia_dentata_Vol.mm3,61.3,Stephan_collection,1
Lepilemur ruficaudatus,HP_HS_fibers_Vol.mm3,72.73,Stephan_collection,1
Lepilemur ruficaudatus,Hilus_Vol.mm3,12.62,Stephan_collection,1
Lepilemur ruficaudatus,Hippocampus_Vol.mm3,392.28,Stephan_collection,1
Lepilemur ruficaudatus,Hippocampus_retrocommissuralis_Vol.mm3,319.55,Stephan_collection,1
Lepilemur ruficaudatus,Hypothalamus_Vol.mm3,114,Stephan_collection,1
Lepilemur ruficaudatus,Interpositus_cerebellar_nuclei_Vol.mm3,6.41,Stephan_collection,1
Lepilemur ruficaudatus,Lateral_cerebellar_nuclei_Vol.mm3,9.35,Stephan_collection,1
Lepilemur ruficaudatus,Lobus_piriformis_Vol.mm3,302,Stephan_collection,1
Lepilemur ruficaudatus,Medial_cerebellar_nuclei_Vol.mm3,7.31,Stephan_collection,1
Lepilemur ruficaudatus,Medulla_oblongata_Vol.mm3,449,Stephan_collection,1
Lepilemur ruficaudatus,Mesencephalon_Vol.mm3,260,Stephan_collection,1
Lepilemur ruficaudatus,Neocortex_Vol.mm3,3282,deSousa; Stephan_collection,2
Lepilemur ruficaudatus,Neocortex_grey_matter_Vol.mm3,2805,Stephan_collection,1
Lepilemur ruficaudatus,Neocortex_lamina_1_Vol.mm3,488.6,Stephan_collection,1
Lepilemur ruficaudatus,Neocortex_laminae_2_6_Vol.mm3,2317,Stephan_collection,1
Lepilemur ruficaudatus,Neocortex_white_matter_Vol.mm3,476.6,Stephan_collection,1
Lepilemur ruficaudatus,Nucleus_amygdalae_basalis_pars_magnocellularis_Vol.mm3,7.8,Stephan_collection,1
Lepilemur ruficaudatus,Nucleus_habenularis_medialis_Vol.mm3,1.75,Stephan_collection,1
Lepilemur ruficaudatus,Nucleus_septalis_triangularis_Vol.mm3,0.888,Stephan_collection,1
Lepilemur ruficaudatus,Nucleus_subthalamicus_Vol.mm3,2.91,Stephan_collection,1
Lepilemur ruficaudatus,Nucleus_tractus_olfactorius_Vol.mm3,0.64,Stephan_collection,1
Lepilemur ruficaudatus,Nucleus_vestibularis_descendens_Vol.mm3,9.91,Stephan_collection,1
Lepilemur ruficaudatus,Nucleus_vestibularis_lateralis_Vol.mm3,5.22,Stephan_collection,1
Lepilemur ruficaudatus,Nucleus_vestibularis_medialis_Vol.mm3,12.8,Stephan_collection,1
Lepilemur ruficaudatus,Nucleus_vestibularis_superior_Vol.mm3,5.03,Stephan_collection,1
Lepilemur ruficaudatus,Palaeocortex_Vol.mm3,170,Stephan_collection,1
Lepilemur ruficaudatus,Pallidum_Vol.mm3,55.2,Stephan_collection,1
Lepilemur ruficaudatus,Prepiriform_cortex_Vol.mm3,104,Stephan_collection,1
Lepilemur ruficaudatus,Retrobulbar_cortex_Vol.mm3,14.3,Stephan_collection,1
Lepilemur ruficaudatus,Schizo_cortex_Vol.mm3,194,Stephan_collection,1
Lepilemur ruficaudatus,Septum_Vol.mm3,56.7,Stephan_collection,1
Lepilemur ruficaudatus,Striatum_Vol.mm3,366,Stephan_collection,1
Lepilemur ruficaudatus,Subiculum_Vol.mm3,31.58,Stephan_collection,1
Lepilemur ruficaudatus,Substantia_innominata_Vol.mm3,12.4,Stephan_collection,1
Lepilemur ruficaudatus,Subthalamus_Vol.mm3,58.1,Stephan_collection,1
Lepilemur ruficaudatus,Telencephalon_Vol.mm3,4708,Stephan_collection,1
Lepilemur ruficaudatus,Thalamus_Vol.mm3,337,Stephan_collection,1
Lepilemur ruficaudatus,Total_brain_net_volume_Vol.mm3,7255.45,deSousa; Stephan_collection,2
Lepilemur ruficaudatus,Tractus_olfactorius_lateralis_Vol.mm3,4.8,Stephan_collection,1
Lepilemur ruficaudatus,Tractus_opticus_Vol.mm3,20.7,Stephan_collection,1
Lepilemur ruficaudatus,Tuberculum_olfactorium_Vol.mm3,27.1,Stephan_collection,1
Lepilemur ruficaudatus,Ventral_pons_Vol.mm3,26.2,Stephan_collection,1
Lepilemur ruficaudatus,Ventricles_Vol.mm3,76.5,Stephan_collection,1
Lophocebus albigena,Agranular_insular_cortex_left_Vol.mm3,95,Bauernfeind,1
Lophocebus albigena,Amygdala_Vol.mm3,781.3,Stephan_collection,1
Lophocebus albigena,Area_striata_Vol.mm3,6831,Stephan_collection,1
Lophocebus albigena,Area_striata_grey_matter_Vol.mm3,5420,deSousa; Stephan_collection,2
Lophocebus albigena,Area_striata_white_matter_Vol.mm3,1411,Stephan_collection,1
Lophocebus albigena,Body_Mass.g,7900,Bauernfeind; Stephan_collection,2
Lophocebus albigena,Brain_Mass.mg,104000,Bauernfeind; deSousa; Stephan_collection,3
Lophocebus albigena,Bulbus_olfactorius_Vol.mm3,121.4,Stephan_collection,1
Lophocebus albigena,Bulbus_olfactorius_accessorius_Vol.mm3,0,Stephan_collection,1
Lophocebus albigena,CA1_Vol.mm3,395.87,Stephan_collection,1
Lophocebus albigena,CA2_Vol.mm3,38.15,Stephan_collection,1
Lophocebus albigena,CA3_Vol.mm3,304.2,Stephan_collection,1
Lophocebus albigena,Capsula_interna_Vol.mm3,708,Stephan_collection,1
Lophocebus albigena,Cerebellar_nuclei_total_Vol.mm3,232.63,Stephan_collection,1
Lophocebus albigena,Cerebellum_Vol.mm3,10726,Stephan_collection,1
Lophocebus albigena,Commissura_anterior_Vol.mm3,185.2,Stephan_collection,1
Lophocebus albigena,Complexus_centromedialis_Vol.mm3,265.4,Stephan_collection,1
Lophocebus albigena,Complexus_corticobasolateralis_Vol.mm3,515.9,Stephan_collection,1
Lophocebus albigena,Complexus_sensorius_trigeminalis_Vol.mm3,108.7,Stephan_collection,1
Lophocebus albigena,Complexus_vestibularis_Vol.mm3,170,Stephan_collection,1
Lophocebus albigena,Corpus_geniculatum_laterale_Vol.mm3,182,deSousa; Stephan_collection,2
Lophocebus albigena,Corpus_pineal_Vol.mm3,11.9,Stephan_collection,1
Lophocebus albigena,Corpus_subcommissurale_Vol.mm3,0.233,Stephan_collection,1
Lophocebus albigena,Corpus_subfornicale_Vol.mm3,0.658,Stephan_collection,1
Lophocebus albigena,Diencephalon_Vol.mm3,5351,Stephan_collection,1
Lophocebus albigena,Dysgranular_insular_cortex_left_Vol.mm3,270,Bauernfeind,1
Lophocebus albigena,Epithalamus_Vol.mm3,27.9,Stephan_collection,1
Lophocebus albigena,Fascia_dentata_Vol.mm3,156.25,Stephan_collection,1
Lophocebus albigena,FrontalCortex_grey_matter_Vol.mm3,13310,Smaers,1
Lophocebus albigena,FrontalCortex_white_matter_Vol.mm3,6670,Smaers,1
Lophocebus albigena,Granular_insular_cortex_left_Vol.mm3,171,Bauernfeind,1
Lophocebus albigena,HP_HS_fibers_Vol.mm3,426.37,Stephan_collection,1
Lophocebus albigena,Hilus_Vol.mm3,69.9,Stephan_collection,1
Lophocebus albigena,Hippocampus_Vol.mm3,1464.21,Stephan_collection,1
Lophocebus albigena,Hippocampus_retrocommissuralis_Vol.mm3,1037.84,Stephan_collection,1
Lophocebus albigena,Hypothalamus_Vol.mm3,681,Stephan_collection,1
Lophocebus albigena,Insula_left_Vol.mm3,536,Bauernfeind,1
Lophocebus albigena,Interpositus_cerebellar_nuclei_Vol.mm3,74.6,Stephan_collection,1
Lophocebus albigena,Lateral_cerebellar_nuclei_Vol.mm3,113.33,Stephan_collection,1
Lophocebus albigena,Lobus_piriformis_Vol.mm3,1639,Stephan_collection,1
Lophocebus albigena,Medial_cerebellar_nuclei_Vol.mm3,44.7,Stephan_collection,1
Lophocebus albigena,Medulla_oblongata_Vol.mm3,2708,Stephan_collection,1
Lophocebus albigena,Mesencephalon_Vol.mm3,1770,Stephan_collection,1
Lophocebus albigena,Middle_temporal_visual_area_Vol.mm3,362.7,Stephan_collection,1
Lophocebus albigena,Neocortex_Vol.mm3,68733,deSousa; Stephan_collection,2
Lophocebus albigena,Nucleus_amygdalae_basalis_pars_magnocellularis_Vol.mm3,83.5,Stephan_collection,1
Lophocebus albigena,Nucleus_habenularis_medialis_Vol.mm3,6,Stephan_collection,1
Lophocebus albigena,Nucleus_septalis_triangularis_Vol.mm3,1.69,Stephan_collection,1
Lophocebus albigena,Nucleus_subthalamicus_Vol.mm3,52.4,Stephan_collection,1
Lophocebus albigena,Nucleus_vestibularis_descendens_Vol.mm3,49.2,Stephan_collection,1
Lophocebus albigena,Nucleus_vestibularis_lateralis_Vol.mm3,23,Stephan_collection,1
Lophocebus albigena,Nucleus_vestibularis_medialis_Vol.mm3,65.1,Stephan_collection,1
Lophocebus albigena,Nucleus_vestibularis_superior_Vol.mm3,32.8,Stephan_collection,1
Lophocebus albigena,Pallidum_Vol.mm3,674,Stephan_collection,1
Lophocebus albigena,Prepiriform_cortex_Vol.mm3,364,Stephan_collection,1
Lophocebus albigena,Retrobulbar_cortex_Vol.mm3,22.2,Stephan_collection,1
Lophocebus albigena,Schizo_cortex_Vol.mm3,630,Stephan_collection,1
Lophocebus albigena,Septum_Vol.mm3,294,Stephan_collection,1
Lophocebus albigena,Striatum_Vol.mm3,4146,Stephan_collection,1
Lophocebus albigena,Subiculum_Vol.mm3,73.47,Stephan_collection,1
Lophocebus albigena,Substantia_innominata_Vol.mm3,67.9,Stephan_collection,1
Lophocebus albigena,Subthalamus_Vol.mm3,726,Stephan_collection,1
Lophocebus albigena,Telencephalon_Vol.mm3,77049,Stephan_collection,1
Lophocebus albigena,Thalamus_Vol.mm3,2933,Stephan_collection,1
Lophocebus albigena,Total_brain_net_volume_Vol.mm3,101549.7,Bauernfeind; deSousa; Stephan_collection,3
Lophocebus albigena,Tractus_olfactorius_lateralis_Vol.mm3,59.7,Stephan_collection,1
Lophocebus albigena,Tractus_opticus_Vol.mm3,308,Stephan_collection,1
Lophocebus albigena,Tuberculum_olfactorium_Vol.mm3,158.5,Stephan_collection,1
Lophocebus albigena,Ventral_pons_Vol.mm3,873.3,Stephan_collection,1
Lophocebus albigena,Ventricles_Vol.mm3,742,Stephan_collection,1
Loris tardigradus,AccessoryOlfactoryBulb_Vol.mm3,2.3,Stephan_collection,1
Loris tardigradus,AccessoryOlfactoryBulb_layer_6_Vol.mm3,0.853,Stephan_collection,1
Loris tardigradus,AccessoryOlfactoryBulb_layers_1_2_Vol.mm3,0.652,Stephan_collection,1
Loris tardigradus,AccessoryOlfactoryBulb_layers_3_5_Vol.mm3,0.795,Stephan_collection,1
Loris tardigradus,Agranular_insular_cortex_left_Vol.mm3,3,Bauernfeind,1
Loris tardigradus,Amygdala_Vol.mm3,104.1,Stephan_collection,1
Loris tardigradus,Area_striata_Vol.mm3,588,Stephan_collection,1
Loris tardigradus,Area_striata_grey_matter_Vol.mm3,529,deSousa; Stephan_collection,2
Loris tardigradus,Area_striata_white_matter_Vol.mm3,59.6,Stephan_collection,1
Loris tardigradus,Body_Mass.g,322,Bauernfeind; Stephan_collection,2
Loris tardigradus,Brain_Mass.mg,6600,Bauernfeind; Stephan_collection,2
Loris tardigradus,Bulbus_olfactorius_Vol.mm3,85.8,Stephan_collection,1
Loris tardigradus,Bulbus_olfactorius_accessorius_Vol.mm3,2.3,Stephan_collection,1
Loris tardigradus,CA1_Vol.mm3,57.6,Stephan_collection,1
Loris tardigradus,CA2_Vol.mm3,4.87,Stephan_collection,1
Loris tardigradus,CA3_Vol.mm3,49.81,Stephan_collection,1
Loris tardigradus,Capsula_interna_Vol.mm3,46.3,Stephan_collection,1
Loris tardigradus,Cerebellar_nuclei_total_Vol.mm3,17.99,Stephan_collection,1
Loris tardigradus,Cerebellum_Vol.mm3,728,Stephan_collection,1
Loris tardigradus,Commissura_anterior_Vol.mm3,7.9,Stephan_collection,1
Loris tardigradus,Complexus_centromedialis_Vol.mm3,31.6,Stephan_collection,1
Loris tardigradus,Complexus_corticobasolateralis_Vol.mm3,72.5,Stephan_collection,1
Loris tardigradus,Complexus_sensorius_trigeminalis_Vol.mm3,15.6,Stephan_collection,1
Loris tardigradus,Complexus_vestibularis_Vol.mm3,16.1,Stephan_collection,1
Loris tardigradus,Corpus_geniculatum_laterale_Vol.mm3,24.6,deSousa; Stephan_collection,2
Loris tardigradus,Corpus_pineal_Vol.mm3,0.335,Stephan_collection,1
Loris tardigradus,Corpus_subcommissurale_Vol.mm3,0.103,Stephan_collection,1
Loris tardigradus,Corpus_subfornicale_Vol.mm3,0.207,Stephan_collection,1
Loris tardigradus,Diencephalon_Vol.mm3,538,Stephan_collection,1
Loris tardigradus,Dysgranular_insular_cortex_left_Vol.mm3,6,Bauernfeind,1
Loris tardigradus,Epithalamus_Vol.mm3,3.21,Stephan_collection,1
Loris tardigradus,Fascia_dentata_Vol.mm3,33.34,Stephan_collection,1
Loris tardigradus,Granular_insular_cortex_left_Vol.mm3,3,Bauernfeind,1
Loris tardigradus,HP_HS_fibers_Vol.mm3,24.56,Stephan_collection,1
Loris tardigradus,Hilus_Vol.mm3,8,Stephan_collection,1
Loris tardigradus,Hippocampus_Vol.mm3,191.14,Stephan_collection,1
Loris tardigradus,Hippocampus_retrocommissuralis_Vol.mm3,166.58,Stephan_collection,1
Loris tardigradus,Hypothalamus_Vol.mm3,80.9,Stephan_collection,1
Loris tardigradus,Insula_left_Vol.mm3,12,Bauernfeind,1
Loris tardigradus,Interpositus_cerebellar_nuclei_Vol.mm3,5.58,Stephan_collection,1
Loris tardigradus,Lateral_cerebellar_nuclei_Vol.mm3,5.76,Stephan_collection,1
Loris tardigradus,Lobus_piriformis_Vol.mm3,256,Stephan_collection,1
Loris tardigradus,Medial_cerebellar_nuclei_Vol.mm3,6.65,Stephan_collection,1
Loris tardigradus,Medulla_oblongata_Vol.mm3,233,Stephan_collection,1
Loris tardigradus,Mesencephalon_Vol.mm3,220,Stephan_collection,1
Loris tardigradus,Middle_temporal_visual_area_Vol.mm3,32.9,Stephan_collection,1
Loris tardigradus,Neocortex_Vol.mm3,3524,deSousa; Stephan_collection,2
Loris tardigradus,Nucleus_amygdalae_basalis_pars_magnocellularis_Vol.mm3,6,Stephan_collection,1
Loris tardigradus,Nucleus_habenularis_medialis_Vol.mm3,1.15,Stephan_collection,1
Loris tardigradus,Nucleus_septalis_triangularis_Vol.mm3,0.822,Stephan_collection,1
Loris tardigradus,Nucleus_subthalamicus_Vol.mm3,3.79,Stephan_collection,1
Loris tardigradus,Nucleus_tractus_olfactorius_Vol.mm3,0.47,Stephan_collection,1
Loris tardigradus,Nucleus_vestibularis_descendens_Vol.mm3,4.32,Stephan_collection,1
Loris tardigradus,Nucleus_vestibularis_lateralis_Vol.mm3,2.23,Stephan_collection,1
Loris tardigradus,Nucleus_vestibularis_medialis_Vol.mm3,6.92,Stephan_collection,1
Loris tardigradus,Nucleus_vestibularis_superior_Vol.mm3,2.59,Stephan_collection,1
Loris tardigradus,Pallidum_Vol.mm3,41.4,Stephan_collection,1
Loris tardigradus,Prepiriform_cortex_Vol.mm3,100,Stephan_collection,1
Loris tardigradus,Retrobulbar_cortex_Vol.mm3,11.1,Stephan_collection,1
Loris tardigradus,Schizo_cortex_Vol.mm3,99.7,Stephan_collection,1
Loris tardigradus,Septum_Vol.mm3,41.1,Stephan_collection,1
Loris tardigradus,Striatum_Vol.mm3,351,Stephan_collection,1
Loris tardigradus,Subiculum_Vol.mm3,12.96,Stephan_collection,1
Loris tardigradus,Substantia_innominata_Vol.mm3,7.9,Stephan_collection,1
Loris tardigradus,Subthalamus_Vol.mm3,45.2,Stephan_collection,1
Loris tardigradus,Telencephalon_Vol.mm3,4551,Stephan_collection,1
Loris tardigradus,Thalamus_Vol.mm3,348,Stephan_collection,1
Loris tardigradus,Total_brain_net_volume_Vol.mm3,6417.233333333334,Bauernfeind; deSousa; Stephan_collection,3
Loris tardigradus,Tractus_olfactorius_lateralis_Vol.mm3,2.5,Stephan_collection,1
Loris tardigradus,Tractus_opticus_Vol.mm3,15.7,Stephan_collection,1
Loris tardigradus,Tuberculum_olfactorium_Vol.mm3,22.5,Stephan_collection,1
