Species,Variable,Value,Teams,n_teams
Desmana moschata,Complexus_corticobasolateralis_Vol.mm3,49.9,Stephan_collection,1
Desmana moschata,Complexus_sensorius_trigeminalis_Vol.mm3,97,Stephan_collection,1
Desmana moschata,Complexus_vestibularis_Vol.mm3,19.5,Stephan_collection,1
Desmana moschata,Corpus_pineal_Vol.mm3,0.459,Stephan_collection,1
Desmana moschata,Corpus_subcommissurale_Vol.mm3,0.0278,Stephan_collection,1
Desmana moschata,Corpus_subfornicale_Vol.mm3,0.0352,Stephan_collection,1
Desmana moschata,Diencephalon_Vol.mm3,344,Stephan_collection,1
Desmana moschata,Hippocampus_Vol.mm3,267,Stephan_collection,1
Desmana moschata,Lobus_piriformis_Vol.mm3,320,Stephan_collection,1
Desmana moschata,Medulla_oblongata_Vol.mm3,402,Stephan_collection,1
Desmana moschata,Mesencephalon_Vol.mm3,219,Stephan_collection,1
Desmana moschata,Neocortex_Vol.mm3,983,Stephan_collection,1
Desmana moschata,Nucleus_amygdalae_basalis_pars_magnocellularis_Vol.mm3,12.2,Stephan_collection,1
Desmana moschata,Nucleus_habenularis_medialis_Vol.mm3,1.05,Stephan_collection,1
Desmana moschata,Nucleus_septalis_triangularis_Vol.mm3,1.06,Stephan_collection,1
Desmana moschata,Nucleus_tractus_olfactorius_Vol.mm3,0.09,Stephan_collection,1
Desmana moschata,Nucleus_vestibularis_descendens_Vol.mm3,6.49,Stephan_collection,1
Desmana moschata,Nucleus_vestibularis_lateralis_Vol.mm3,2.54,Stephan_collection,1
Desmana moschata,Nucleus_vestibularis_medialis_Vol.mm3,8.12,Stephan_collection,1
Desmana moschata,Nucleus_vestibularis_superior_Vol.mm3,2.34,Stephan_collection,1
Desmana moschata,Prepiriform_cortex_Vol.mm3,135.8,Stephan_collection,1
Desmana moschata,Retrobulbar_cortex_Vol.mm3,34.3,Stephan_collection,1
Desmana moschata,Schizo_cortex_Vol.mm3,163,Stephan_collection,1
Desmana moschata,Septum_Vol.mm3,42.6,Stephan_collection,1
Desmana moschata,Striatum_Vol.mm3,222,Stephan_collection,1
Desmana moschata,Substantia_innominata_Vol.mm3,8.4,Stephan_collection,1
Desmana moschata,Telencephalon_Vol.mm3,2140,Stephan_collection,1
Desmana moschata,Total_brain_net_volume_Vol.mm3,3620,Stephan_collection,1
Desmana moschata,Tractus_olfactorius_lateralis_Vol.mm3,6.7,Stephan_collection,1
Desmana moschata,Tuberculum_olfactorium_Vol.mm3,40,Stephan_collection,1
Desmana moschata,Ventricles_Vol.mm3,138,Stephan_collection,1
Didelphis marsupialis,Cerebellum_grey_matter_Vol.mm3,670,Bush,1
Didelphis marsupialis,Cerebellum_white_matter_Vol.mm3,160,Bush,1
Didelphis marsupialis,Neocortex_grey_matter_Vol.mm3,939,Bush,1
Didelphis marsupialis,Neocortex_white_matter_Vol.mm3,151,Bush,1
Echinops telfairi,AccessoryOlfactoryBulb_Vol.mm3,0.249,Stephan_collection,1
Echinops telfairi,AccessoryOlfactoryBulb_layer_6_Vol.mm3,0.033,Stephan_collection,1
Echinops telfairi,AccessoryOlfactoryBulb_layers_1_2_Vol.mm3,0.111,Stephan_collection,1
Echinops telfairi,AccessoryOlfactoryBulb_layers_3_5_Vol.mm3,0.105,Stephan_collection,1
Echinops telfairi,Amygdala_Vol.mm3,22.4,Stephan_collection,1
Echinops telfairi,Body_Mass.g,87.5,Stephan_collection,1
Echinops telfairi,Brain_Mass.mg,620,Stephan_collection,1
Echinops telfairi,Bulbus_olfactorius_Vol.mm3,71.2,Stephan_collection,1
Echinops telfairi,Bulbus_olfactorius_accessorius_Vol.mm3,0.249,Stephan_collection,1
Echinops telfairi,CA1_Vol.mm3,12.21,Stephan_collection,1
Echinops telfairi,CA2_Vol.mm3,3.11,Stephan_collection,1
Echinops telfairi,CA3_Vol.mm3,13.67,Stephan_collection,1
Echinops telfairi,Capsula_interna_Vol.mm3,2.23,Stephan_collection,1
Echinops telfairi,Cerebellar_nuclei_total_Vol.mm3,1.71,Stephan_collection,1
Echinops telfairi,Cerebellum_Vol.mm3,57.9,Stephan_collection,1
Echinops telfairi,Commissura_anterior_Vol.mm3,2.4,Stephan_collection,1
Echinops telfairi,Complexus_centromedialis_Vol.mm3,11.1,Stephan_collection,1
Echinops telfairi,Complexus_corticobasolateralis_Vol.mm3,11.3,Stephan_collection,1
Echinops telfairi,Complexus_sensorius_trigeminalis_Vol.mm3,12.7,Stephan_collection,1
Echinops telfairi,Complexus_vestibularis_Vol.mm3,3.83,Stephan_collection,1
Echinops telfairi,Corpus_geniculatum_laterale_Vol.mm3,0.37,Stephan_collection,1
Echinops telfairi,Corpus_pineal_Vol.mm3,0.243,Stephan_collection,1
Echinops telfairi,Corpus_subcommissurale_Vol.mm3,2.12e-4,Stephan_collection,1
Echinops telfairi,Corpus_subfornicale_Vol.mm3,0.029,Stephan_collection,1
Echinops telfairi,Diencephalon_Vol.mm3,40.1,Stephan_collection,1
Echinops telfairi,Epithalamus_Vol.mm3,0.977,Stephan_collection,1
Echinops telfairi,Fascia_dentata_Vol.mm3,8.72,Stephan_collection,1
Echinops telfairi,HP_HS_fibers_Vol.mm3,4.65,Stephan_collection,1
Echinops telfairi,Hilus_Vol.mm3,2.3,Stephan_collection,1
Echinops telfairi,Hippocampus_Vol.mm3,46.66,Stephan_collection,1
Echinops telfairi,Hippocampus_retrocommissuralis_Vol.mm3,42.01,Stephan_collection,1
Echinops telfairi,Hypothalamus_Vol.mm3,16.4,Stephan_collection,1
Echinops telfairi,Interpositus_cerebellar_nuclei_Vol.mm3,0.87,Stephan_collection,1
Echinops telfairi,Lateral_cerebellar_nuclei_Vol.mm3,0.46,Stephan_collection,1
Echinops telfairi,Lobus_piriformis_Vol.mm3,116,Stephan_collection,1
Echinops telfairi,Medial_cerebellar_nuclei_Vol.mm3,0.39,Stephan_collection,1
Echinops telfairi,Medulla_oblongata_Vol.mm3,89.9,Stephan_collection,1
Echinops telfairi,Mesencephalon_Vol.mm3,43.8,Stephan_collection,1
Echinops telfairi,Neocortex_Vol.mm3,51.46,Stephan_collection,1
Echinops telfairi,Neocortex_grey_matter_Vol.mm3,46.23,Stephan_collection,1
Echinops telfairi,Neocortex_lamina_1_Vol.mm3,15.25,Stephan_collection,1
Echinops telfairi,Neocortex_laminae_2_6_Vol.mm3,30.98,Stephan_collection,1
Echinops telfairi,Neocortex_white_matter_Vol.mm3,5.224,Stephan_collection,1
Echinops telfairi,Nucleus_amygdalae_basalis_pars_magnocellularis_Vol.mm3,3.2,Stephan_collection,1
Echinops telfairi,Nucleus_habenularis_medialis_Vol.mm3,0.365,Stephan_collection,1
Echinops telfairi,Nucleus_septalis_triangularis_Vol.mm3,0.338,Stephan_collection,1
Echinops telfairi,Nucleus_subthalamicus_Vol.mm3,0.242,Stephan_collection,1
Echinops telfairi,Nucleus_tractus_olfactorius_Vol.mm3,0.7,Stephan_collection,1
Echinops telfairi,Nucleus_vestibularis_descendens_Vol.mm3,1.11,Stephan_collection,1
Echinops telfairi,Nucleus_vestibularis_lateralis_Vol.mm3,0.622,Stephan_collection,1
Echinops telfairi,Nucleus_vestibularis_medialis_Vol.mm3,1.47,Stephan_collection,1
Echinops telfairi,Nucleus_vestibularis_superior_Vol.mm3,0.631,Stephan_collection,1
Echinops telfairi,Palaeocortex_Vol.mm3,93.1,Stephan_collection,1
Echinops telfairi,Pallidum_Vol.mm3,2.44,Stephan_collection,1
Echinops telfairi,Prepiriform_cortex_Vol.mm3,58.1,Stephan_collection,1
Echinops telfairi,Retrobulbar_cortex_Vol.mm3,12.3,Stephan_collection,1
Echinops telfairi,Schizo_cortex_Vol.mm3,13.1,Stephan_collection,1
Echinops telfairi,Septum_Vol.mm3,11.5,Stephan_collection,1
Echinops telfairi,Striatum_Vol.mm3,24.1,Stephan_collection,1
Echinops telfairi,Subiculum_Vol.mm3,2,Stephan_collection,1
Echinops telfairi,Substantia_innominata_Vol.mm3,3.2,Stephan_collection,1
Echinops telfairi,Subthalamus_Vol.mm3,2.68,Stephan_collection,1
Echinops telfairi,Telencephalon_Vol.mm3,335,Stephan_collection,1
Echinops telfairi,Thalamus_Vol.mm3,17.9,Stephan_collection,1
Echinops telfairi,Total_brain_net_volume_Vol.mm3,566,Stephan_collection,1
Echinops telfairi,Tractus_olfactorius_lateralis_Vol.mm3,2.9,Stephan_collection,1
Echinops telfairi,Tractus_opticus_Vol.mm3,0.605,Stephan_collection,1
Echinops telfairi,Tuberculum_olfactorium_Vol.mm3,15.1,Stephan_collection,1
Echinops telfairi,Ventral_pons_Vol.mm3,0.49,Stephan_collection,1
Echinops telfairi,Ventricles_Vol.mm3,8.34,Stephan_collection,1
Echinosorex gymnura,Complexus_sensorius_trigeminalis_Vol.mm3,90.5,Stephan_collection,1
Elephantulus fuscipes,AccessoryOlfactoryBulb_Vol.mm3,0.662,Stephan_collection,1
Elephantulus fuscipes,AccessoryOlfactoryBulb_layer_6_Vol.mm3,0.179,Stephan_collection,1
Elephantulus fuscipes,AccessoryOlfactoryBulb_layers_1_2_Vol.mm3,0.142,Stephan_collection,1
Elephantulus fuscipes,AccessoryOlfactoryBulb_layers_3_5_Vol.mm3,0.341,Stephan_collection,1
Elephantulus fuscipes,Amygdala_Vol.mm3,35.6,Stephan_collection,1
Elephantulus fuscipes,Body_Mass.g,57,Stephan_collection,1
Elephantulus fuscipes,Brain_Mass.mg,1330,Stephan_collection,1
Elephantulus fuscipes,Bulbus_olfactorius_Vol.mm3,63.3,Stephan_collection,1
Elephantulus fuscipes,Bulbus_olfactorius_accessorius_Vol.mm3,0.662,Stephan_collection,1
Elephantulus fuscipes,Cerebellum_Vol.mm3,183,Stephan_collection,1
Elephantulus fuscipes,Commissura_anterior_Vol.mm3,2.8,Stephan_collection,1
Elephantulus fuscipes,Complexus_centromedialis_Vol.mm3,15.9,Stephan_collection,1
Elephantulus fuscipes,Complexus_corticobasolateralis_Vol.mm3,19.7,Stephan_collection,1
Elephantulus fuscipes,Corpus_pineal_Vol.mm3,0.336,Stephan_collection,1
Elephantulus fuscipes,Corpus_subcommissurale_Vol.mm3,0.124,Stephan_collection,1
Elephantulus fuscipes,Corpus_subfornicale_Vol.mm3,0.0709,Stephan_collection,1
Elephantulus fuscipes,Diencephalon_Vol.mm3,112,Stephan_collection,1
Elephantulus fuscipes,Hippocampus_Vol.mm3,173,Stephan_collection,1
Elephantulus fuscipes,Lobus_piriformis_Vol.mm3,120,Stephan_collection,1
Elephantulus fuscipes,Medulla_oblongata_Vol.mm3,120,Stephan_collection,1
Elephantulus fuscipes,Mesencephalon_Vol.mm3,117,Stephan_collection,1
Elephantulus fuscipes,Neocortex_Vol.mm3,236,Stephan_collection,1
Elephantulus fuscipes,Nucleus_amygdalae_basalis_pars_magnocellularis_Vol.mm3,1.3,Stephan_collection,1
Elephantulus fuscipes,Nucleus_habenularis_medialis_Vol.mm3,0.415,Stephan_collection,1
Elephantulus fuscipes,Nucleus_septalis_triangularis_Vol.mm3,0.289,Stephan_collection,1
Elephantulus fuscipes,Nucleus_tractus_olfactorius_Vol.mm3,0.91,Stephan_collection,1
Elephantulus fuscipes,Prepiriform_cortex_Vol.mm3,48.7,Stephan_collection,1
Elephantulus fuscipes,Retrobulbar_cortex_Vol.mm3,10,Stephan_collection,1
Elephantulus fuscipes,Schizo_cortex_Vol.mm3,46.8,Stephan_collection,1
Elephantulus fuscipes,Septum_Vol.mm3,16.8,Stephan_collection,1
Elephantulus fuscipes,Striatum_Vol.mm3,44.5,Stephan_collection,1
Elephantulus fuscipes,Substantia_innominata_Vol.mm3,2.5,Stephan_collection,1
Elephantulus fuscipes,Telencephalon_Vol.mm3,700,Stephan_collection,1
Elephantulus fuscipes,Total_brain_net_volume_Vol.mm3,1233,Stephan_collection,1
Elephantulus fuscipes,Tractus_olfactorius_lateralis_Vol.mm3,2.9,Stephan_collection,1
Elephantulus fuscipes,Tuberculum_olfactorium_Vol.mm3,17.5,Stephan_collection,1
Elephantulus fuscipes,Ventricles_Vol.mm3,18.1,Stephan_collection,1
Equus burchelli,Cerebellum_grey_matter_Vol.mm3,27400,Bush,1
Equus burchelli,Cerebellum_white_matter_Vol.mm3,9600,Bush,1
Equus burchelli,Neocortex_grey_matter_Vol.mm3,149000,Bush,1
Equus burchelli,Neocortex_white_matter_Vol.mm3,88400,Bush,1
Erinaceus europaeus,AccessoryOlfactoryBulb_Vol.mm3,1.943,Stephan_collection,1
Erinaceus europaeus,AccessoryOlfactoryBulb_layer_6_Vol.mm3,0.377,Stephan_collection,1
Erinaceus europaeus,AccessoryOlfactoryBulb_layers_1_2_Vol.mm3,0.634,Stephan_collection,1
Erinaceus europaeus,AccessoryOlfactoryBulb_layers_3_5_Vol.mm3,0.932,Stephan_collection,1
Erinaceus europaeus,Amygdala_Vol.mm3,108.1,Stephan_collection,1
Erinaceus europaeus,Body_Mass.g,860,Stephan_collection,1
Erinaceus europaeus,Brain_Mass.mg,3350,Stephan_collection,1
Erinaceus europaeus,Bulbus_olfactorius_Vol.mm3,332,Stephan_collection,1
Erinaceus europaeus,Bulbus_olfactorius_accessorius_Vol.mm3,1.94,Stephan_collection,1
Erinaceus europaeus,Capsula_interna_Vol.mm3,18.8,Stephan_collection,1
Erinaceus europaeus,Cerebellar_nuclei_total_Vol.mm3,12.65,Stephan_collection,1
Erinaceus europaeus,Cerebellum_Vol.mm3,394,Stephan_collection,1
Erinaceus europaeus,Commissura_anterior_Vol.mm3,23.3,Stephan_collection,1
Erinaceus europaeus,Complexus_centromedialis_Vol.mm3,44.8,Stephan_collection,1
Erinaceus europaeus,Complexus_corticobasolateralis_Vol.mm3,63.3,Stephan_collection,1
Erinaceus europaeus,Complexus_sensorius_trigeminalis_Vol.mm3,44.8,Stephan_collection,1
Erinaceus europaeus,Complexus_vestibularis_Vol.mm3,15.8,Stephan_collection,1
Erinaceus europaeus,Corpus_geniculatum_laterale_Vol.mm3,3.9,Stephan_collection,1
Erinaceus europaeus,Corpus_pineal_Vol.mm3,0.423,Stephan_collection,1
Erinaceus europaeus,Corpus_subcommissurale_Vol.mm3,0.0312,Stephan_collection,1
Erinaceus europaeus,Corpus_subfornicale_Vol.mm3,0.0592,Stephan_collection,1
Erinaceus europaeus,Diencephalon_Vol.mm3,241,Stephan_collection,1
Erinaceus europaeus,Epithalamus_Vol.mm3,3.71,Stephan_collection,1
Erinaceus europaeus,Hippocampus_Vol.mm3,237,Stephan_collection,1
Erinaceus europaeus,Hypothalamus_Vol.mm3,79.9,Stephan_collection,1
Erinaceus europaeus,Interpositus_cerebellar_nuclei_Vol.mm3,5.53,Stephan_collection,1
Erinaceus europaeus,Lateral_cerebellar_nuclei_Vol.mm3,3.83,Stephan_collection,1
Erinaceus europaeus,Lobus_piriformis_Vol.mm3,505,Stephan_collection,1
Erinaceus europaeus,Medial_cerebellar_nuclei_Vol.mm3,3.3,Stephan_collection,1
Erinaceus europaeus,Medulla_oblongata_Vol.mm3,333,Stephan_collection,1
Erinaceus europaeus,Mesencephalon_Vol.mm3,151,Stephan_collection,1
Erinaceus europaeus,Neocortex_Vol.mm3,522.5,Stephan_collection,1
Erinaceus europaeus,Neocortex_grey_matter_Vol.mm3,454.1,Stephan_collection,1
Erinaceus europaeus,Neocortex_lamina_1_Vol.mm3,129.1,Stephan_collection,1
Erinaceus europaeus,Neocortex_laminae_2_6_Vol.mm3,325,Stephan_collection,1
Erinaceus europaeus,Neocortex_white_matter_Vol.mm3,68.35,Stephan_collection,1
Erinaceus europaeus,Nucleus_amygdalae_basalis_pars_magnocellularis_Vol.mm3,11.5,Stephan_collection,1
Erinaceus europaeus,Nucleus_habenularis_medialis_Vol.mm3,1.17,Stephan_collection,1
Erinaceus europaeus,Nucleus_septalis_triangularis_Vol.mm3,0.887,Stephan_collection,1
Erinaceus europaeus,Nucleus_subthalamicus_Vol.mm3,0.903,Stephan_collection,1
Erinaceus europaeus,Nucleus_tractus_olfactorius_Vol.mm3,3.7,Stephan_collection,1
Erinaceus europaeus,Nucleus_vestibularis_descendens_Vol.mm3,3.96,Stephan_collection,1
Erinaceus europaeus,Nucleus_vestibularis_lateralis_Vol.mm3,3.24,Stephan_collection,1
Erinaceus europaeus,Nucleus_vestibularis_medialis_Vol.mm3,6.41,Stephan_collection,1
Erinaceus europaeus,Nucleus_vestibularis_superior_Vol.mm3,2.22,Stephan_collection,1
Erinaceus europaeus,Palaeocortex_Vol.mm3,379,Stephan_collection,1
Erinaceus europaeus,Pallidum_Vol.mm3,13.3,Stephan_collection,1
Erinaceus europaeus,Prepiriform_cortex_Vol.mm3,227.6,Stephan_collection,1
Erinaceus europaeus,Retrobulbar_cortex_Vol.mm3,61.6,Stephan_collection,1
Erinaceus europaeus,Schizo_cortex_Vol.mm3,134,Stephan_collection,1
Erinaceus europaeus,Septum_Vol.mm3,51.7,Stephan_collection,1
Erinaceus europaeus,Striatum_Vol.mm3,147,Stephan_collection,1
Erinaceus europaeus,Substantia_innominata_Vol.mm3,13.2,Stephan_collection,1
Erinaceus europaeus,Subthalamus_Vol.mm3,14.2,Stephan_collection,1
Erinaceus europaeus,Telencephalon_Vol.mm3,1931,Stephan_collection,1
Erinaceus europaeus,Thalamus_Vol.mm3,117,Stephan_collection,1
Erinaceus europaeus,Total_brain_net_volume_Vol.mm3,3050,Stephan_collection,1
Erinaceus europaeus,Tractus_olfactorius_lateralis_Vol.mm3,14.7,Stephan_collection,1
Erinaceus europaeus,Tractus_opticus_Vol.mm3,3.94,Stephan_collection,1
Erinaceus europaeus,Tuberculum_olfactorium_Vol.mm3,56.2,Stephan_collection,1
Erinaceus europaeus,Ventricles_Vol.mm3,105,Stephan_collection,1
Erythrocebus patas,Amygdala_Vol.mm3,688.4,Stephan_collection,1
Erythrocebus patas,Area_striata_grey_matter_Vol.mm3,7775,Stephan_collection,1
Erythrocebus patas,Body_Mass.g,7800,Stephan_collection,1
Erythrocebus patas,Brain_Mass.mg,108000,deSousa; Stephan_collection,2
Erythrocebus patas,Bulbus_olfactorius_Vol.mm3,51.8,Stephan_collection,1
Erythrocebus patas,Bulbus_olfactorius_accessorius_Vol.mm3,0,Stephan_collection,1
Erythrocebus patas,CA1_Vol.mm3,345.54,Stephan_collection,1
Erythrocebus patas,CA2_Vol.mm3,39.46,Stephan_collection,1
Erythrocebus patas,CA3_Vol.mm3,327.74,Stephan_collection,1
Erythrocebus patas,Cerebellar_nuclei_total_Vol.mm3,295.09,Stephan_collection,1
Erythrocebus patas,Cerebellum_Vol.mm3,8738,Stephan_collection,1
Erythrocebus patas,Commissura_anterior_Vol.mm3,180,Stephan_collection,1
Erythrocebus patas,Complexus_centromedialis_Vol.mm3,199.4,Stephan_collection,1
Erythrocebus patas,Complexus_corticobasolateralis_Vol.mm3,489,Stephan_collection,1
Erythrocebus patas,Complexus_sensorius_trigeminalis_Vol.mm3,89.5,Stephan_collection,1
Erythrocebus patas,Complexus_vestibularis_Vol.mm3,161,Stephan_collection,1
Erythrocebus patas,Corpus_geniculatum_laterale_Vol.mm3,266.8,deSousa; Stephan_collection,2
Erythrocebus patas,Diencephalon_Vol.mm3,5423,Stephan_collection,1
Erythrocebus patas,Fascia_dentata_Vol.mm3,195.13,Stephan_collection,1
Erythrocebus patas,FrontalCortex_grey_matter_Vol.mm3,11220,Smaers,1
Erythrocebus patas,FrontalCortex_white_matter_Vol.mm3,5430,Smaers,1
Erythrocebus patas,HP_HS_fibers_Vol.mm3,504.92,Stephan_collection,1
Erythrocebus patas,Hilus_Vol.mm3,101.09,Stephan_collection,1
Erythrocebus patas,Hippocampus_Vol.mm3,1590.53,Stephan_collection,1
Erythrocebus patas,Hippocampus_retrocommissuralis_Vol.mm3,1085.61,Stephan_collection,1
Erythrocebus patas,Interpositus_cerebellar_nuclei_Vol.mm3,95.07,Stephan_collection,1
Erythrocebus patas,Lateral_cerebellar_nuclei_Vol.mm3,126.31,Stephan_collection,1
Erythrocebus patas,Lobus_piriformis_Vol.mm3,1339,Stephan_collection,1
Erythrocebus patas,Medial_cerebellar_nuclei_Vol.mm3,73.71,Stephan_collection,1
Erythrocebus patas,Medulla_oblongata_Vol.mm3,2616,Stephan_collection,1
Erythrocebus patas,Mesencephalon_Vol.mm3,1621,Stephan_collection,1
Erythrocebus patas,Middle_temporal_visual_area_Vol.mm3,335.4,Stephan_collection,1
Erythrocebus patas,Neocortex_Vol.mm3,77141,Stephan_collection,1
Erythrocebus patas,Nucleus_amygdalae_basalis_pars_magnocellularis_Vol.mm3,63.7,Stephan_collection,1
Erythrocebus patas,Nucleus_vestibularis_descendens_Vol.mm3,35.6,Stephan_collection,1
Erythrocebus patas,Nucleus_vestibularis_lateralis_Vol.mm3,32.7,Stephan_collection,1
Erythrocebus patas,Nucleus_vestibularis_medialis_Vol.mm3,64.3,Stephan_collection,1
Erythrocebus patas,Nucleus_vestibularis_superior_Vol.mm3,28.1,Stephan_collection,1
Erythrocebus patas,Prepiriform_cortex_Vol.mm3,235,Stephan_collection,1
Erythrocebus patas,Retrobulbar_cortex_Vol.mm3,25,Stephan_collection,1
Erythrocebus patas,Schizo_cortex_Vol.mm3,693,Stephan_collection,1
Erythrocebus patas,Septum_Vol.mm3,330,Stephan_collection,1
Erythrocebus patas,Striatum_Vol.mm3,3624,Stephan_collection,1
Erythrocebus patas,Subiculum_Vol.mm3,76.65,Stephan_collection,1
Erythrocebus patas,Substantia_innominata_Vol.mm3,59.8,Stephan_collection,1
Erythrocebus patas,Telencephalon_Vol.mm3,84770,Stephan_collection,1
Erythrocebus patas,Total_brain_net_volume_Vol.mm3,103167,Stephan_collection,1
Erythrocebus patas,Tractus_olfactorius_lateralis_Vol.mm3,29.7,Stephan_collection,1
Erythrocebus patas,Tuberculum_olfactorium_Vol.mm3,121.2,Stephan_collection,1
Erythrocebus patas,Ventral_pons_Vol.mm3,814.5,Stephan_collection,1
Erythrocebus patas,Ventricles_Vol.mm3,561,Stephan_collection,1
Eulemur albifrons,Bulbus_olfactorius_Vol.mm3,206.7,Stephan_collection,1
Eulemur albifrons,Commissura_anterior_Vol.mm3,12.9,Stephan_collection,1
Eulemur albifrons,Prepiriform_cortex_Vol.mm3,208.5,Stephan_collection,1
Eulemur albifrons,Retrobulbar_cortex_Vol.mm3,39,Stephan_collection,1
Eulemur albifrons,Substantia_innominata_Vol.mm3,14.6,Stephan_collection,1
Eulemur albifrons,Tractus_olfactorius_lateralis_Vol.mm3,12.4,Stephan_collection,1
Eulemur albifrons,Tuberculum_olfactorium_Vol.mm3,92.6,Stephan_collection,1
Eulemur fulvus,AccessoryOlfactoryBulb_Vol.mm3,3.211,Stephan_collection,1
Eulemur fulvus,AccessoryOlfactoryBulb_layer_6_Vol.mm3,1.124,Stephan_collection,1
Eulemur fulvus,AccessoryOlfactoryBulb_layers_1_2_Vol.mm3,0.769,Stephan_collection,1
Eulemur fulvus,AccessoryOlfactoryBulb_layers_3_5_Vol.mm3,1.318,Stephan_collection,1
Eulemur fulvus,Amygdala_Vol.mm3,260.7,Stephan_collection,1
Eulemur fulvus,Area_striata_Vol.mm3,1519,Stephan_collection,1
Eulemur fulvus,Area_striata_grey_matter_Vol.mm3,1253,deSousa; Stephan_collection,2
Eulemur fulvus,Area_striata_lamina_1_Vol.mm3,138,Stephan_collection,1
Eulemur fulvus,Area_striata_laminae_2_6_Vol.mm3,1114,Stephan_collection,1
Eulemur fulvus,Area_striata_white_matter_Vol.mm3,267,Stephan_collection,1
Eulemur fulvus,Body_Mass.g,1400,Stephan_collection,1
Eulemur fulvus,Brain_Mass.mg,23300,Stephan_collection,1
Eulemur fulvus,Bulbus_olfactorius_Vol.mm3,207,Stephan_collection,1
Eulemur fulvus,Bulbus_olfactorius_accessorius_Vol.mm3,3.21,Stephan_collection,1
Eulemur fulvus,CA1_Vol.mm3,258.65,Stephan_collection,1
Eulemur fulvus,CA2_Vol.mm3,19.52,Stephan_collection,1
Eulemur fulvus,CA3_Vol.mm3,171.72,Stephan_collection,1
Eulemur fulvus,Capsula_interna_Vol.mm3,248,Stephan_collection,1
Eulemur fulvus,Cerebellar_nuclei_total_Vol.mm3,86.28,Stephan_collection,1
Eulemur fulvus,Cerebellum_Vol.mm3,3328,Stephan_collection,1
Eulemur fulvus,Complexus_centromedialis_Vol.mm3,75.2,Stephan_collection,1
Eulemur fulvus,Complexus_corticobasolateralis_Vol.mm3,185.5,Stephan_collection,1
Eulemur fulvus,Complexus_sensorius_trigeminalis_Vol.mm3,36.6,Stephan_collection,1
Eulemur fulvus,Complexus_vestibularis_Vol.mm3,58.9,Stephan_collection,1
Eulemur fulvus,Corpus_geniculatum_laterale_Vol.mm3,51.8,deSousa; Stephan_collection,2
Eulemur fulvus,Corpus_pineal_Vol.mm3,1.85,Stephan_collection,1
Eulemur fulvus,Corpus_subcommissurale_Vol.mm3,0.174,Stephan_collection,1
Eulemur fulvus,Corpus_subfornicale_Vol.mm3,0.527,Stephan_collection,1
Eulemur fulvus,Diencephalon_Vol.mm3,1713,Stephan_collection,1
Eulemur fulvus,Epithalamus_Vol.mm3,12.2,Stephan_collection,1
Eulemur fulvus,Fascia_dentata_Vol.mm3,106.06,Stephan_collection,1
Eulemur fulvus,HP_HS_fibers_Vol.mm3,96.46,Stephan_collection,1
Eulemur fulvus,Hilus_Vol.mm3,37.46,Stephan_collection,1
Eulemur fulvus,Hippocampus_Vol.mm3,752.1,Stephan_collection,1
Eulemur fulvus,Hippocampus_retrocommissuralis_Vol.mm3,655.64,Stephan_collection,1
Eulemur fulvus,Hypothalamus_Vol.mm3,239,Stephan_collection,1
Eulemur fulvus,Interpositus_cerebellar_nuclei_Vol.mm3,27.58,Stephan_collection,1
Eulemur fulvus,Lateral_cerebellar_nuclei_Vol.mm3,32.05,Stephan_collection,1
Eulemur fulvus,Lobus_piriformis_Vol.mm3,641,Stephan_collection,1
Eulemur fulvus,Medial_cerebellar_nuclei_Vol.mm3,26.65,Stephan_collection,1
Eulemur fulvus,Medulla_oblongata_Vol.mm3,909,Stephan_collection,1
Eulemur fulvus,Mesencephalon_Vol.mm3,590,Stephan_collection,1
Eulemur fulvus,Neocortex_Vol.mm3,12207,deSousa; Stephan_collection,2
Eulemur fulvus,Neocortex_grey_matter_Vol.mm3,9172,Stephan_collection,1
Eulemur fulvus,Neocortex_lamina_1_Vol.mm3,1298,Stephan_collection,1
Eulemur fulvus,Neocortex_laminae_2_6_Vol.mm3,7874,Stephan_collection,1
Eulemur fulvus,Neocortex_white_matter_Vol.mm3,3035,Stephan_collection,1
Eulemur fulvus,Nucleus_amygdalae_basalis_pars_magnocellularis_Vol.mm3,20,Stephan_collection,1
Eulemur fulvus,Nucleus_habenularis_medialis_Vol.mm3,4.02,Stephan_collection,1
Eulemur fulvus,Nucleus_septalis_triangularis_Vol.mm3,1.4,Stephan_collection,1
Eulemur fulvus,Nucleus_subthalamicus_Vol.mm3,13.9,Stephan_collection,1
Eulemur fulvus,Nucleus_tractus_olfactorius_Vol.mm3,1.5,Stephan_collection,1
Eulemur fulvus,Nucleus_vestibularis_descendens_Vol.mm3,17.8,Stephan_collection,1
Eulemur fulvus,Nucleus_vestibularis_lateralis_Vol.mm3,9.76,Stephan_collection,1
Eulemur fulvus,Nucleus_vestibularis_medialis_Vol.mm3,18.8,Stephan_collection,1
Eulemur fulvus,Nucleus_vestibularis_superior_Vol.mm3,12.5,Stephan_collection,1
Eulemur fulvus,Palaeocortex_Vol.mm3,389,Stephan_collection,1
Eulemur fulvus,Pallidum_Vol.mm3,212,Stephan_collection,1
Eulemur fulvus,Schizo_cortex_Vol.mm3,422,Stephan_collection,1
Eulemur fulvus,Septum_Vol.mm3,119,Stephan_collection,1
Eulemur fulvus,Striatum_Vol.mm3,1215,Stephan_collection,1
