item,reference,folder,def_file,code,structure,measure,mapped,standardized_term,note,category
Smaers_etal_2011_SupplementaryTable1,Smaers_etal_2011_SupplementaryTable1,Smaers_etal_2011,Smaers_etal_2011/Smaers_etal_2011_definitions.csv,sec5_grey_right_cm3,FrontalGrey,Volume.cm3,FALSE,NA,,laterality_variant_of_mapped
Smaers_etal_2011_SupplementaryTable1,Smaers_etal_2011_SupplementaryTable1,Smaers_etal_2011,Smaers_etal_2011/Smaers_etal_2011_definitions.csv,sec5_grey_total_cm3,FrontalGrey,Volume.cm3,FALSE,NA,,laterality_variant_of_mapped
Smaers_etal_2011_SupplementaryTable1,Smaers_etal_2011_SupplementaryTable1,Smaers_etal_2011,Smaers_etal_2011/Smaers_etal_2011_definitions.csv,sec5_white_left_cm3,FrontalWhite,Volume.cm3,FALSE,NA,,laterality_variant_of_mapped
Smaers_etal_2011_SupplementaryTable1,Smaers_etal_2011_SupplementaryTable1,Smaers_etal_2011,Smaers_etal_2011/Smaers_etal_2011_definitions.csv,sec5_white_right_cm3,FrontalWhite,Volume.cm3,FALSE,NA,,laterality_variant_of_mapped
Smaers_etal_2011_SupplementaryTable1,Smaers_etal_2011_SupplementaryTable1,Smaers_etal_2011,Smaers_etal_2011/Smaers_etal_2011_definitions.csv,sec5_white_total_cm3,FrontalWhite,Volume.cm3,FALSE,NA,,laterality_variant_of_mapped
Smaers_etal_2011_SupplementaryTable1,Smaers_etal_2011_SupplementaryTable1,Smaers_etal_2011,Smaers_etal_2011/Smaers_etal_2011_definitions.csv,total_brain_volume_cm3,WholeBrain,Volume.cm3,FALSE,NA,,candidate_missing
Stephan_etal_1981_Table1,Stephan_etal_1981_Table1,Stephan_etal_1981,Stephan_etal_1981/reference_tables/Stephan_etal_1981_Table1_definitions.csv,Amygdala,Amygdala,Vol.mm3,TRUE,Amygdala_Vol.mm3,,mapped
Stephan_etal_1981_Table1,Stephan_etal_1981_Table1,Stephan_etal_1981,Stephan_etal_1981/reference_tables/Stephan_etal_1981_Table1_definitions.csv,Area_striata,Area_striata,Vol.mm3,TRUE,Area_striata_Vol.mm3,,mapped
Stephan_etal_1981_Table1,Stephan_etal_1981_Table1,Stephan_etal_1981,Stephan_etal_1981/reference_tables/Stephan_etal_1981_Table1_definitions.csv,Bulbus_olfactorius,Bulbus_olfactorius,Vol.mm3,TRUE,Bulbus_olfactorius_Vol.mm3,,mapped
Stephan_etal_1981_Table1,Stephan_etal_1981_Table1,Stephan_etal_1981,Stephan_etal_1981/reference_tables/Stephan_etal_1981_Table1_definitions.csv,Bulbus_olfactorius_accessorius,Bulbus_olfactorius_accessorius,Vol.mm3,TRUE,Bulbus_olfactorius_accessorius_Vol.mm3,,mapped
Stephan_etal_1981_Table1,Stephan_etal_1981_Table1,Stephan_etal_1981,Stephan_etal_1981/reference_tables/Stephan_etal_1981_Table1_definitions.csv,Capsula_interna,Capsula_interna,Vol.mm3,TRUE,Capsula_interna_Vol.mm3,,mapped
Stephan_etal_1981_Table1,Stephan_etal_1981_Table1,Stephan_etal_1981,Stephan_etal_1981/reference_tables/Stephan_etal_1981_Table1_definitions.csv,Cerebellum,Cerebellum,Vol.mm3,TRUE,Cerebellum_Vol.mm3,,mapped
Stephan_etal_1981_Table1,Stephan_etal_1981_Table1,Stephan_etal_1981,Stephan_etal_1981/reference_tables/Stephan_etal_1981_Table1_definitions.csv,Complexus_centromedialis,Complexus_centromedialis,Vol.mm3,TRUE,Complexus_centromedialis_Vol.mm3,,mapped
Stephan_etal_1981_Table1,Stephan_etal_1981_Table1,Stephan_etal_1981,Stephan_etal_1981/reference_tables/Stephan_etal_1981_Table1_definitions.csv,Complexus_corticobasolateralis,Complexus_corticobasolateralis,Vol.mm3,TRUE,Complexus_corticobasolateralis_Vol.mm3,,mapped
Stephan_etal_1981_Table1,Stephan_etal_1981_Table1,Stephan_etal_1981,Stephan_etal_1981/reference_tables/Stephan_etal_1981_Table1_definitions.csv,Corpus_geniculatum_laterale,Corpus_geniculatum_laterale,Vol.mm3,TRUE,Corpus_geniculatum_laterale_Vol.mm3,,mapped
Stephan_etal_1981_Table1,Stephan_etal_1981_Table1,Stephan_etal_1981,Stephan_etal_1981/reference_tables/Stephan_etal_1981_Table1_definitions.csv,Corpus_pineal,Corpus_pineal,Vol.mm3,TRUE,Corpus_pineal_Vol.mm3,,mapped
Stephan_etal_1981_Table1,Stephan_etal_1981_Table1,Stephan_etal_1981,Stephan_etal_1981/reference_tables/Stephan_etal_1981_Table1_definitions.csv,Corpus_subcommissurale,Corpus_subcommissurale,Vol.mm3,TRUE,Corpus_subcommissurale_Vol.mm3,,mapped
Stephan_etal_1981_Table1,Stephan_etal_1981_Table1,Stephan_etal_1981,Stephan_etal_1981/reference_tables/Stephan_etal_1981_Table1_definitions.csv,Corpus_subfornicale,Corpus_subfornicale,Vol.mm3,TRUE,Corpus_subfornicale_Vol.mm3,,mapped
Stephan_etal_1981_Table1,Stephan_etal_1981_Table1,Stephan_etal_1981,Stephan_etal_1981/reference_tables/Stephan_etal_1981_Table1_definitions.csv,Diencephalon,Diencephalon,Vol.mm3,TRUE,Diencephalon_Vol.mm3,,mapped
Stephan_etal_1981_Table1,Stephan_etal_1981_Table1,Stephan_etal_1981,Stephan_etal_1981/reference_tables/Stephan_etal_1981_Table1_definitions.csv,Epithalamus,Epithalamus,Vol.mm3,TRUE,Epithalamus_Vol.mm3,,mapped
Stephan_etal_1981_Table1,Stephan_etal_1981_Table1,Stephan_etal_1981,Stephan_etal_1981/reference_tables/Stephan_etal_1981_Table1_definitions.csv,Hippocampus,Hippocampus,Vol.mm3,TRUE,Hippocampus_Vol.mm3,,mapped
Stephan_etal_1981_Table1,Stephan_etal_1981_Table1,Stephan_etal_1981,Stephan_etal_1981/reference_tables/Stephan_etal_1981_Table1_definitions.csv,Hypothalamus,Hypothalamus,Vol.mm3,TRUE,Hypothalamus_Vol.mm3,,mapped
Stephan_etal_1981_Table1,Stephan_etal_1981_Table1,Stephan_etal_1981,Stephan_etal_1981/reference_tables/Stephan_etal_1981_Table1_definitions.csv,Lobus_piriformis,Lobus_piriformis,Vol.mm3,TRUE,Lobus_piriformis_Vol.mm3,,mapped
Stephan_etal_1981_Table1,Stephan_etal_1981_Table1,Stephan_etal_1981,Stephan_etal_1981/reference_tables/Stephan_etal_1981_Table1_definitions.csv,Medulla_oblongata,Medulla_oblongata,Vol.mm3,TRUE,Medulla_oblongata_Vol.mm3,,mapped
Stephan_etal_1981_Table1,Stephan_etal_1981_Table1,Stephan_etal_1981,Stephan_etal_1981/reference_tables/Stephan_etal_1981_Table1_definitions.csv,Mesencephalon,Mesencephalon,Vol.mm3,TRUE,Mesencephalon_Vol.mm3,,mapped
Stephan_etal_1981_Table1,Stephan_etal_1981_Table1,Stephan_etal_1981,Stephan_etal_1981/reference_tables/Stephan_etal_1981_Table1_definitions.csv,Neocortex,Neocortex,Vol.mm3,TRUE,Neocortex_Vol.mm3,,mapped
Stephan_etal_1981_Table1,Stephan_etal_1981_Table1,Stephan_etal_1981,Stephan_etal_1981/reference_tables/Stephan_etal_1981_Table1_definitions.csv,Nucleus_amygdalae_basalis_pars_magnocellularis,Nucleus_amygdalae_basalis_pars_magnocellularis,Vol.mm3,TRUE,Nucleus_amygdalae_basalis_pars_magnocellularis_Vol.mm3,,mapped
Stephan_etal_1981_Table1,Stephan_etal_1981_Table1,Stephan_etal_1981,Stephan_etal_1981/reference_tables/Stephan_etal_1981_Table1_definitions.csv,Nucleus_habenularis_medialis,Nucleus_habenularis_medialis,Vol.mm3,TRUE,Nucleus_habenularis_medialis_Vol.mm3,,mapped
Stephan_etal_1981_Table1,Stephan_etal_1981_Table1,Stephan_etal_1981,Stephan_etal_1981/reference_tables/Stephan_etal_1981_Table1_definitions.csv,Nucleus_septalis_triangularis,Nucleus_septalis_triangularis,Vol.mm3,TRUE,Nucleus_septalis_triangularis_Vol.mm3,,mapped
Stephan_etal_1981_Table1,Stephan_etal_1981_Table1,Stephan_etal_1981,Stephan_etal_1981/reference_tables/Stephan_etal_1981_Table1_definitions.csv,Nucleus_subthalamicus,Nucleus_subthalamicus,Vol.mm3,TRUE,Nucleus_subthalamicus_Vol.mm3,,mapped
Stephan_etal_1981_Table1,Stephan_etal_1981_Table1,Stephan_etal_1981,Stephan_etal_1981/reference_tables/Stephan_etal_1981_Table1_definitions.csv,Nucleus_tractus_olfactorius,Nucleus_tractus_olfactorius,Vol.mm3,TRUE,Nucleus_tractus_olfactorius_Vol.mm3,,mapped
Stephan_etal_1981_Table1,Stephan_etal_1981_Table1,Stephan_etal_1981,Stephan_etal_1981/reference_tables/Stephan_etal_1981_Table1_definitions.csv,Palaeocortex,Palaeocortex,Vol.mm3,TRUE,Palaeocortex_Vol.mm3,,mapped
Stephan_etal_1981_Table1,Stephan_etal_1981_Table1,Stephan_etal_1981,Stephan_etal_1981/reference_tables/Stephan_etal_1981_Table1_definitions.csv,Pallidum,Pallidum,Vol.mm3,TRUE,Pallidum_Vol.mm3,,mapped
Stephan_etal_1981_Table1,Stephan_etal_1981_Table1,Stephan_etal_1981,Stephan_etal_1981/reference_tables/Stephan_etal_1981_Table1_definitions.csv,Schizo_cortex,Schizo_cortex,Vol.mm3,TRUE,Schizo_cortex_Vol.mm3,,mapped
Stephan_etal_1981_Table1,Stephan_etal_1981_Table1,Stephan_etal_1981,Stephan_etal_1981/reference_tables/Stephan_etal_1981_Table1_definitions.csv,Septum,Septum,Vol.mm3,TRUE,Septum_Vol.mm3,,mapped
Stephan_etal_1981_Table1,Stephan_etal_1981_Table1,Stephan_etal_1981,Stephan_etal_1981/reference_tables/Stephan_etal_1981_Table1_definitions.csv,Striatum,Striatum,Vol.mm3,TRUE,Striatum_Vol.mm3,,mapped
Stephan_etal_1981_Table1,Stephan_etal_1981_Table1,Stephan_etal_1981,Stephan_etal_1981/reference_tables/Stephan_etal_1981_Table1_definitions.csv,Subthalamus,Subthalamus,Vol.mm3,TRUE,Subthalamus_Vol.mm3,,mapped
Stephan_etal_1981_Table1,Stephan_etal_1981_Table1,Stephan_etal_1981,Stephan_etal_1981/reference_tables/Stephan_etal_1981_Table1_definitions.csv,Telencephalon,Telencephalon,Vol.mm3,TRUE,Telencephalon_Vol.mm3,,mapped
Stephan_etal_1981_Table1,Stephan_etal_1981_Table1,Stephan_etal_1981,Stephan_etal_1981/reference_tables/Stephan_etal_1981_Table1_definitions.csv,Thalamus,Thalamus,Vol.mm3,TRUE,Thalamus_Vol.mm3,,mapped
Stephan_etal_1981_Table1,Stephan_etal_1981_Table1,Stephan_etal_1981,Stephan_etal_1981/reference_tables/Stephan_etal_1981_Table1_definitions.csv,Total_brain_net_volume,Total_brain_net_volume,Vol.mm3,TRUE,Total_brain_net_volume_Vol.mm3,,mapped
Stephan_etal_1981_Table1,Stephan_etal_1981_Table1,Stephan_etal_1981,Stephan_etal_1981/reference_tables/Stephan_etal_1981_Table1_definitions.csv,Tractus_opticus,Tractus_opticus,Vol.mm3,TRUE,Tractus_opticus_Vol.mm3,,mapped
Stephan_etal_1981_Table1,Stephan_etal_1981_Table1,Stephan_etal_1981,Stephan_etal_1981/reference_tables/Stephan_etal_1981_Table1_definitions.csv,Ventricles,Ventricles,Vol.mm3,TRUE,Ventricles_Vol.mm3,,mapped
Stephan_etal_1981_Table1,Stephan_etal_1981_Table1,Stephan_etal_1981,Stephan_etal_1981/reference_tables/Stephan_etal_1981_Table1_definitions.csv,Complexus_vestibularis,Complexus_vestibularis,Vol.mm3,FALSE,NA,,candidate_missing
Stephan_etal_1981_Table1,Stephan_etal_1981_Table1,Stephan_etal_1981,Stephan_etal_1981/reference_tables/Stephan_etal_1981_Table1_definitions.csv,Meninges_hypophysis_nerves_etc,Meninges_hypophysis_nerves_etc,Vol.mm3,FALSE,NA,,stat_or_nonbrain
Stephan_etal_1981_Table1,Stephan_etal_1981_Table1,Stephan_etal_1981,Stephan_etal_1981/reference_tables/Stephan_etal_1981_Table1_definitions.csv,Nucleus_vestibularis_descendens,Nucleus_vestibularis_descendens,Vol.mm3,FALSE,NA,,candidate_missing
Stephan_etal_1981_Table1,Stephan_etal_1981_Table1,Stephan_etal_1981,Stephan_etal_1981/reference_tables/Stephan_etal_1981_Table1_definitions.csv,Nucleus_vestibularis_lateralis,Nucleus_vestibularis_lateralis,Vol.mm3,FALSE,NA,,candidate_missing
Stephan_etal_1981_Table1,Stephan_etal_1981_Table1,Stephan_etal_1981,Stephan_etal_1981/reference_tables/Stephan_etal_1981_Table1_definitions.csv,Nucleus_vestibularis_medialis,Nucleus_vestibularis_medialis,Vol.mm3,FALSE,NA,,candidate_missing
Stephan_etal_1981_Table1,Stephan_etal_1981_Table1,Stephan_etal_1981,Stephan_etal_1981/reference_tables/Stephan_etal_1981_Table1_definitions.csv,Nucleus_vestibularis_superior,Nucleus_vestibularis_superior,Vol.mm3,FALSE,NA,,candidate_missing
Stephan_etal_1982_Table1,Stephan_etal_1982_Table1,Stephan_etal_1982,Stephan_etal_1982/reference_tables/Stephan_etal_1982_definitions.csv,AOB_layer_1_2_mm3,AccessoryOlfactoryBulb_layers_1_2,Vol.mm3,TRUE,AccessoryOlfactoryBulb_layers_1_2_Vol.mm3,,mapped
Stephan_etal_1982_Table1,Stephan_etal_1982_Table1,Stephan_etal_1982,Stephan_etal_1982/reference_tables/Stephan_etal_1982_definitions.csv,AOB_layer_3_5_mm3,AccessoryOlfactoryBulb_layers_3_5,Vol.mm3,TRUE,AccessoryOlfactoryBulb_layers_3_5_Vol.mm3,,mapped
Stephan_etal_1982_Table1,Stephan_etal_1982_Table1,Stephan_etal_1982,Stephan_etal_1982/reference_tables/Stephan_etal_1982_definitions.csv,AOB_layer_6_mm3,AccessoryOlfactoryBulb_layer_6,Vol.mm3,TRUE,AccessoryOlfactoryBulb_layer_6_Vol.mm3,,mapped
Stephan_etal_1982_Table1,Stephan_etal_1982_Table1,Stephan_etal_1982,Stephan_etal_1982/reference_tables/Stephan_etal_1982_definitions.csv,AOB_volume_mm3,AccessoryOlfactoryBulb,Vol.mm3,TRUE,AccessoryOlfactoryBulb_Vol.mm3,,mapped
Stephan_etal_1982_Table1,Stephan_etal_1982_Table1,Stephan_etal_1982,Stephan_etal_1982/reference_tables/Stephan_etal_1982_definitions.csv,SEM_pct,AccessoryOlfactoryBulb,Vol.mm3,FALSE,NA,,stat_or_nonbrain
Stephan_etal_1984_Table1,Stephan_etal_1984_Table1,Stephan_etal_1984,Stephan_etal_1984/reference_tables/Stephan_etal_1984_Table1_definitions.csv,Corpus_geniculatum_laterale_mm3,Corpus_geniculatum_laterale,Vol.mm3,TRUE,Corpus_geniculatum_laterale_Vol.mm3,,mapped
Stephan_etal_1987_Table1,Stephan_etal_1987_Table1,Stephan_etal_1987,Stephan_etal_1987/reference_tables/Stephan_etal_1987_Table1_definitions.csv,Amygdala_mm3,Amygdala,Vol.mm3,TRUE,Amygdala_Vol.mm3,,mapped
Stephan_etal_1987_Table1,Stephan_etal_1987_Table1,Stephan_etal_1987,Stephan_etal_1987/reference_tables/Stephan_etal_1987_Table1_definitions.csv,Complexus_centromedialis_mm3,Complexus_centromedialis,Vol.mm3,TRUE,Complexus_centromedialis_Vol.mm3,,mapped
Stephan_etal_1987_Table1,Stephan_etal_1987_Table1,Stephan_etal_1987,Stephan_etal_1987/reference_tables/Stephan_etal_1987_Table1_definitions.csv,Complexus_corticobasolateralis_mm3,Complexus_corticobasolateralis,Vol.mm3,TRUE,Complexus_corticobasolateralis_Vol.mm3,,mapped
Stephan_etal_1987_Table1,Stephan_etal_1987_Table1,Stephan_etal_1987,Stephan_etal_1987/reference_tables/Stephan_etal_1987_Table1_definitions.csv,Nucleus_amygdalae_basalis_pars_magnocellularis_mm3,Nucleus_amygdalae_basalis_pars_magnocellularis,Vol.mm3,TRUE,Nucleus_amygdalae_basalis_pars_magnocellularis_Vol.mm3,,mapped
Stephan_etal_1987_Table1,Stephan_etal_1987_Table1,Stephan_etal_1987,Stephan_etal_1987/reference_tables/Stephan_etal_1987_Table1_definitions.csv,Nucleus_tractus_olfactorius_mm3,Nucleus_tractus_olfactorius,Vol.mm3,TRUE,Nucleus_tractus_olfactorius_Vol.mm3,,mapped
Zilles_Rehkämper_1988_Table12-2,Zilles_Rehkämper_1988_Table12-2,NA,NA,NA,NA,NA,NA,NA,no volume rows found in definitions,NA
deSousa_etal_2010_Table1,deSousa_etal_2010_Table1,deSousa_etal_2010,deSousa_etal_2010/reference_tables/deSousa_etal_2010_Table1_definitions.csv,Area_striata_grey_matter_mm3,Area_striata_grey_matter,Vol.mm3,TRUE,Area_striata_grey_matter_Vol.mm3,,mapped
deSousa_etal_2010_Table1,deSousa_etal_2010_Table1,deSousa_etal_2010,deSousa_etal_2010/reference_tables/deSousa_etal_2010_Table1_definitions.csv,Corpus_geniculatum_laterale_mm3,Corpus_geniculatum_laterale,Vol.mm3,TRUE,Corpus_geniculatum_laterale_Vol.mm3,,mapped
deSousa_etal_2010_Table1,deSousa_etal_2010_Table1,deSousa_etal_2010,deSousa_etal_2010/reference_tables/deSousa_etal_2010_Table1_definitions.csv,Neocortex_mm3,Neocortex,Vol.mm3,TRUE,Neocortex_Vol.mm3,,mapped
deSousa_etal_2010_Table1,deSousa_etal_2010_Table1,deSousa_etal_2010,deSousa_etal_2010/reference_tables/deSousa_etal_2010_Table1_definitions.csv,Total_brain_net_volume_mm3,Total_brain_net_volume,Vol.mm3,TRUE,Total_brain_net_volume_Vol.mm3,,mapped
deSousa_etal_2010_Table1,deSousa_etal_2010_Table1,deSousa_etal_2010,deSousa_etal_2010/deSousa_etal_2010_Table1_definitions.csv,brain_volume_cm3,WholeBrain,Volume.cm3,FALSE,NA,,candidate_missing
deSousa_etal_2010_Table1,deSousa_etal_2010_Table1,deSousa_etal_2010,deSousa_etal_2010/deSousa_etal_2010_Table1_definitions.csv,left_LGN_volume_cm3,LGN,Volume.cm3,FALSE,NA,,candidate_missing
deSousa_etal_2010_Table1,deSousa_etal_2010_Table1,deSousa_etal_2010,deSousa_etal_2010/deSousa_etal_2010_Table1_definitions.csv,left_V1_volume_cm3,V1_AreaStriata,Volume.cm3,FALSE,NA,,candidate_missing
deSousa_etal_2010_Table1,deSousa_etal_2010_Table1,deSousa_etal_2010,deSousa_etal_2010/deSousa_etal_2010_Table1_definitions.csv,neocortex_volume_cm3,Neocortex,Volume.cm3,FALSE,NA,,laterality_variant_of_mapped
deSousa_etal_2013_Table1,deSousa_etal_2013_Table1,deSousa_etal_2013,deSousa_etal_2013/reference_tables/deSousa_etal_2013_Table1_definitions.csv,Corpus_geniculatum_laterale_mm3,Corpus_geniculatum_laterale,Vol.mm3,TRUE,Corpus_geniculatum_laterale_Vol.mm3,,mapped
deSousa_etal_2013_Table1,deSousa_etal_2013_Table1,deSousa_etal_2013,deSousa_etal_2013/deSousa_etal_2013_Table1_definitions.csv,LGN_volume_cm3,LGN,Volume.cm3,FALSE,NA,,candidate_missing
