Source,Species_raw,curated,NCBI_id,NCBI_name,Species_final,name_source
Bauernfeind_etal_2013_Table1,Gorilla gorilla,Gorilla sp.,9593,Gorilla gorilla,Gorilla sp.,curated
Bauernfeind_etal_2013_Table1,Homo sapiens,NA,9606,Homo sapiens,Homo sapiens,NCBI
Bauernfeind_etal_2013_Table1,Hylobates lar,NA,9580,Hylobates lar,Hylobates lar,NCBI
Bauernfeind_etal_2013_Table1,Hylobates muelleri,NA,9588,Hylobates muelleri,Hylobates muelleri,NCBI
Bauernfeind_etal_2013_Table1,Indri indri,NA,34827,Indri indri,Indri indri,NCBI
Bauernfeind_etal_2013_Table1,Leontopithecus rosalia,NA,30588,Leontopithecus rosalia,Leontopithecus rosalia,NCBI
Bauernfeind_etal_2013_Table1,Lophocebus albigena,NA,75567,Lophocebus albigena,Lophocebus albigena,NCBI
Bauernfeind_etal_2013_Table1,Loris tardigradus,NA,9468,Loris tardigradus,Loris tardigradus,NCBI
Bauernfeind_etal_2013_Table1,Macaca maura,NA,90383,Macaca maura,Macaca maura,NCBI
Bauernfeind_etal_2013_Table1,Pan paniscus,NA,9597,Pan paniscus,Pan paniscus,NCBI
Bauernfeind_etal_2013_Table1,Pan troglodytes,NA,9598,Pan troglodytes,Pan troglodytes,NCBI
Bauernfeind_etal_2013_Table1,Perodicticus potto,NA,9472,Perodicticus potto,Perodicticus potto,NCBI
Bauernfeind_etal_2013_Table1,Piliocolobus badius,NA,164648,Piliocolobus badius,Piliocolobus badius,NCBI
Bauernfeind_etal_2013_Table1,Pithecia pithecia,NA,43777,Pithecia pithecia,Pithecia pithecia,NCBI
Bauernfeind_etal_2013_Table1,Pongo pygmaeus and Pongo abelii,Pongo sp.,NA,NA,Pongo sp.,curated
Bauernfeind_etal_2013_Table1,Saguinus geoffroyi,NA,43778,Saguinus geoffroyi,Saguinus geoffroyi,NCBI
Bauernfeind_etal_2013_Table1,Saguinus oedipus,NA,9490,Saguinus oedipus,Saguinus oedipus,NCBI
Bauernfeind_etal_2013_Table1,Symphalangus syndactylus,NA,9590,Symphalangus syndactylus,Symphalangus syndactylus,NCBI
Bauernfeind_etal_2013_Table1,Trachypithecus francoisi,NA,54180,Trachypithecus francoisi,Trachypithecus francoisi,NCBI
Bauernfeind_etal_2013_Table1,Varecia variegata,NA,9455,Varecia variegata,Varecia variegata,NCBI
Bauernfeind_etal_2013_Table2,Gorilla gorilla,Gorilla sp.,9593,Gorilla gorilla,Gorilla sp.,curated
Bauernfeind_etal_2013_Table2,Homo sapiens,NA,9606,Homo sapiens,Homo sapiens,NCBI
Bauernfeind_etal_2013_Table2,Pan paniscus,NA,9597,Pan paniscus,Pan paniscus,NCBI
Bauernfeind_etal_2013_Table2,Pan troglodytes,NA,9598,Pan troglodytes,Pan troglodytes,NCBI
Bauernfeind_etal_2013_Table2,Pongo pygmaeus and Pongo abelii,Pongo sp.,NA,NA,Pongo sp.,curated
Bush_Allman_2003_Table1,Ailurus fulgens,NA,9649,Ailurus fulgens,Ailurus fulgens,NCBI
Bush_Allman_2003_Table1,Alouatta palliata,NA,30589,Alouatta palliata,Alouatta palliata,NCBI
Bush_Allman_2003_Table1,Aotus trivirgatus,NA,9505,Aotus trivirgatus,Aotus trivirgatus,NCBI
Bush_Allman_2003_Table1,Applodontia rufa,Aplodontia rufa,NA,NA,Aplodontia rufa,curated
Bush_Allman_2003_Table1,Ateles sp.,NA,9511,Ateles sp.,Ateles sp.,NCBI
Bush_Allman_2003_Table1,Callicebus sp.,NA,116962,Callicebus sp.,Callicebus sp.,NCBI
Bush_Allman_2003_Table1,Canis latrans,NA,9614,Canis latrans,Canis latrans,NCBI
Bush_Allman_2003_Table1,Cercocebus torquatus,NA,9530,Cercocebus torquatus,Cercocebus torquatus,NCBI
Bush_Allman_2003_Table1,Cercopithecus nictitans,NA,36228,Cercopithecus nictitans,Cercopithecus nictitans,NCBI
Bush_Allman_2003_Table1,Chinchilla laniger,NA,NA,NA,Chinchilla laniger,unresolved_raw
Bush_Allman_2003_Table1,Choloepus didactylis,Choloepus didactylus,NA,NA,Choloepus didactylus,curated
Bush_Allman_2003_Table1,Crocuta crocuta,NA,9678,Crocuta crocuta,Crocuta crocuta,NCBI
Bush_Allman_2003_Table1,Didelphis marsupialis,NA,9268,Didelphis marsupialis,Didelphis marsupialis,NCBI
Bush_Allman_2003_Table1,Equus burchelli,NA,NA,NA,Equus burchelli,unresolved_raw
Bush_Allman_2003_Table1,Eulemur mongoz,NA,34828,Eulemur mongoz,Eulemur mongoz,NCBI
Bush_Allman_2003_Table1,Galago senegalensis,NA,9465,Galago senegalensis,Galago senegalensis,NCBI
Bush_Allman_2003_Table1,Galictis vitatus,Galictis vittatus,NA,NA,Galictis vittatus,curated
Bush_Allman_2003_Table1,Hylobates lar,NA,9580,Hylobates lar,Hylobates lar,NCBI
Bush_Allman_2003_Table1,Lemur catta,NA,9447,Lemur catta,Lemur catta,NCBI
Bush_Allman_2003_Table1,Macaca mulatta,NA,9544,Macaca mulatta,Macaca mulatta,NCBI
Bush_Allman_2003_Table1,Mandrillus sphinx,NA,9561,Mandrillus sphinx,Mandrillus sphinx,NCBI
Bush_Allman_2003_Table1,Marmosa mitis,NA,NA,NA,Marmosa mitis,unresolved_raw
Bush_Allman_2003_Table1,Microcebus urinus,Microcebus murinus,NA,NA,Microcebus murinus,curated
Bush_Allman_2003_Table1,Mustela putorius,NA,9668,Mustela putorius,Mustela putorius,NCBI
Bush_Allman_2003_Table1,Mustela vison,NA,452646,Neogale vison,Neogale vison,NCBI
Bush_Allman_2003_Table1,Myoxus glis,NA,41261,Glis glis,Glis glis,NCBI
Bush_Allman_2003_Table1,Myrmecophaga tridactyla,NA,71006,Myrmecophaga tridactyla,Myrmecophaga tridactyla,NCBI
Bush_Allman_2003_Table1,Nasua narica,NA,352831,Nasua narica,Nasua narica,NCBI
Bush_Allman_2003_Table1,Nycticebus coucang,NA,9470,Nycticebus coucang,Nycticebus coucang,NCBI
Bush_Allman_2003_Table1,Odocoileus virginianus,NA,9874,Odocoileus virginianus,Odocoileus virginianus,NCBI
Bush_Allman_2003_Table1,Otolemur crassicaudatus,NA,9463,Otolemur crassicaudatus,Otolemur crassicaudatus,NCBI
Bush_Allman_2003_Table1,Pan troglodytes,NA,9598,Pan troglodytes,Pan troglodytes,NCBI
Bush_Allman_2003_Table1,Papio hamadryas,NA,9557,Papio hamadryas,Papio hamadryas,NCBI
Bush_Allman_2003_Table1,Perodicticus potto,NA,9472,Perodicticus potto,Perodicticus potto,NCBI
Bush_Allman_2003_Table1,Potos flavus,NA,29067,Potos flavus,Potos flavus,NCBI
Bush_Allman_2003_Table1,Procavia capensis,NA,9813,Procavia capensis,Procavia capensis,NCBI
Bush_Allman_2003_Table1,Rattus norvegicus,NA,10116,Rattus norvegicus,Rattus norvegicus,NCBI
Bush_Allman_2003_Table1,Saimiri sciureus,NA,9521,Saimiri sciureus,Saimiri sciureus,NCBI
Bush_Allman_2003_Table1,Sciurus carolinensis,NA,30640,Sciurus carolinensis,Sciurus carolinensis,NCBI
Bush_Allman_2003_Table1,Semnopithecus entellus,NA,88029,Semnopithecus entellus,Semnopithecus entellus,NCBI
Bush_Allman_2003_Table1,Tamandua tatradactyla,Tamandua tetradactyla,NA,NA,Tamandua tetradactyla,curated
Bush_Allman_2003_Table1,Tarsius syricta,Tarsius syrichta,NA,NA,Tarsius syrichta,curated
Bush_Allman_2003_Table1,Tayassu tajacu,NA,9829,Pecari tajacu,Pecari tajacu,NCBI
Bush_Allman_2003_Table1,Vulpes zerda,NA,68732,Vulpes zerda,Vulpes zerda,NCBI
Bush_Allman_2003_Table1,Zalophus californianus,NA,9704,Zalophus californianus,Zalophus californianus,NCBI
Bush_Allman_2004_a_Table2,Ailurus fulgens,NA,9649,Ailurus fulgens,Ailurus fulgens,NCBI
Bush_Allman_2004_a_Table2,Alouatta palliata,NA,30589,Alouatta palliata,Alouatta palliata,NCBI
Bush_Allman_2004_a_Table2,Aotus trivirgatus,NA,9505,Aotus trivirgatus,Aotus trivirgatus,NCBI
Bush_Allman_2004_a_Table2,Applodontia rufa,NA,NA,NA,Applodontia rufa,unresolved_raw
Bush_Allman_2004_a_Table2,Ateles sp.,NA,9511,Ateles sp.,Ateles sp.,NCBI
Bush_Allman_2004_a_Table2,Callicebus sp.,NA,116962,Callicebus sp.,Callicebus sp.,NCBI
Bush_Allman_2004_a_Table2,Canis latrans,NA,9614,Canis latrans,Canis latrans,NCBI
Bush_Allman_2004_a_Table2,Cercocebus torquatus,NA,9530,Cercocebus torquatus,Cercocebus torquatus,NCBI
Bush_Allman_2004_a_Table2,Cercopithecus nictitans,NA,36228,Cercopithecus nictitans,Cercopithecus nictitans,NCBI
Bush_Allman_2004_a_Table2,Cheirogaleus medius,NA,9460,Cheirogaleus medius,Cheirogaleus medius,NCBI
Bush_Allman_2004_a_Table2,Chinchilla laniger,NA,NA,NA,Chinchilla laniger,unresolved_raw
Bush_Allman_2004_a_Table2,Choloepus didactylis,NA,NA,NA,Choloepus didactylis,unresolved_raw
Bush_Allman_2004_a_Table2,Crocuta crocuta,NA,9678,Crocuta crocuta,Crocuta crocuta,NCBI
Bush_Allman_2004_a_Table2,Cynictis penicillata,NA,41010,Cynictis penicillata,Cynictis penicillata,NCBI
Bush_Allman_2004_a_Table2,Daubentonia madagascariensis,NA,31869,Daubentonia madagascariensis,Daubentonia madagascariensis,NCBI
Bush_Allman_2004_a_Table2,Didelphis marsupialis,NA,9268,Didelphis marsupialis,Didelphis marsupialis,NCBI
Bush_Allman_2004_a_Table2,Equus burchelli,NA,NA,NA,Equus burchelli,unresolved_raw
Bush_Allman_2004_a_Table2,Eulemur mongoz,NA,34828,Eulemur mongoz,Eulemur mongoz,NCBI
Bush_Allman_2004_a_Table2,Galago senegalensis,NA,9465,Galago senegalensis,Galago senegalensis,NCBI
Bush_Allman_2004_a_Table2,Galictis vitatus,NA,NA,NA,Galictis vitatus,unresolved_raw
Bush_Allman_2004_a_Table2,Homo sapiens,NA,9606,Homo sapiens,Homo sapiens,NCBI
Bush_Allman_2004_a_Table2,Hylobates lar,NA,9580,Hylobates lar,Hylobates lar,NCBI
Bush_Allman_2004_a_Table2,Lemur catta,NA,9447,Lemur catta,Lemur catta,NCBI
Bush_Allman_2004_a_Table2,Llama glama,NA,NA,NA,Llama glama,unresolved_raw
Bush_Allman_2004_a_Table2,Macaca mulatta,NA,9544,Macaca mulatta,Macaca mulatta,NCBI
Bush_Allman_2004_a_Table2,Mandrillus sphinx,NA,9561,Mandrillus sphinx,Mandrillus sphinx,NCBI
Bush_Allman_2004_a_Table2,Marmosa mitis,NA,NA,NA,Marmosa mitis,unresolved_raw
Bush_Allman_2004_a_Table2,Microcebus murinus,NA,30608,Microcebus murinus,Microcebus murinus,NCBI
Bush_Allman_2004_a_Table2,Mustela erminea,NA,36723,Mustela erminea,Mustela erminea,NCBI
Bush_Allman_2004_a_Table2,Mustela putorius,NA,9668,Mustela putorius,Mustela putorius,NCBI
Bush_Allman_2004_a_Table2,Mustela vison,NA,452646,Neogale vison,Neogale vison,NCBI
Bush_Allman_2004_a_Table2,Myoxus glis,NA,41261,Glis glis,Glis glis,NCBI
Bush_Allman_2004_a_Table2,Myrmecophaga tridactyla,NA,71006,Myrmecophaga tridactyla,Myrmecophaga tridactyla,NCBI
Bush_Allman_2004_a_Table2,Nasua narica,NA,352831,Nasua narica,Nasua narica,NCBI
Bush_Allman_2004_a_Table2,Nycticebus coucang,NA,9470,Nycticebus coucang,Nycticebus coucang,NCBI
Bush_Allman_2004_a_Table2,Odocoileus virginianus,NA,9874,Odocoileus virginianus,Odocoileus virginianus,NCBI
Bush_Allman_2004_a_Table2,Otolemur crassicaudatus,NA,9463,Otolemur crassicaudatus,Otolemur crassicaudatus,NCBI
Bush_Allman_2004_a_Table2,Pan troglodytes,NA,9598,Pan troglodytes,Pan troglodytes,NCBI
Bush_Allman_2004_a_Table2,Panthera leo,NA,9689,Panthera leo,Panthera leo,NCBI
Bush_Allman_2004_a_Table2,Papio hamadryas,NA,9557,Papio hamadryas,Papio hamadryas,NCBI
Bush_Allman_2004_a_Table2,Perodicticus potto,NA,9472,Perodicticus potto,Perodicticus potto,NCBI
Bush_Allman_2004_a_Table2,Potos flavus,NA,29067,Potos flavus,Potos flavus,NCBI
Bush_Allman_2004_a_Table2,Procavia capensis,NA,9813,Procavia capensis,Procavia capensis,NCBI
Bush_Allman_2004_a_Table2,Procyon lotor,NA,9654,Procyon lotor,Procyon lotor,NCBI
Bush_Allman_2004_a_Table2,Propithecus verreauxi,NA,34825,Propithecus verreauxi,Propithecus verreauxi,NCBI
Bush_Allman_2004_a_Table2,Rattus norvegicus,NA,10116,Rattus norvegicus,Rattus norvegicus,NCBI
Bush_Allman_2004_a_Table2,Saimiri sciureus,NA,9521,Saimiri sciureus,Saimiri sciureus,NCBI
Bush_Allman_2004_a_Table2,Sciurus carolinensis,NA,30640,Sciurus carolinensis,Sciurus carolinensis,NCBI
Bush_Allman_2004_a_Table2,Semnopithecus entellus,NA,88029,Semnopithecus entellus,Semnopithecus entellus,NCBI
Bush_Allman_2004_a_Table2,Tamandua tetradactyla,NA,48850,Tamandua tetradactyla,Tamandua tetradactyla,NCBI
Bush_Allman_2004_a_Table2,Tarsius sp.,NA,30612,Tarsius sp.,Tarsius sp.,NCBI
Bush_Allman_2004_a_Table2,Tayassu tajacu,NA,9829,Pecari tajacu,Pecari tajacu,NCBI
Bush_Allman_2004_a_Table2,Ursus maritimus,NA,29073,Ursus maritimus,Ursus maritimus,NCBI
Bush_Allman_2004_a_Table2,Vulpes zerda,NA,68732,Vulpes zerda,Vulpes zerda,NCBI
Bush_Allman_2004_a_Table2,Zalophus californianus,NA,9704,Zalophus californianus,Zalophus californianus,NCBI
Bush_Allman_2004_b_TABLE1,Alouatta palliata,NA,30589,Alouatta palliata,Alouatta palliata,NCBI
Bush_Allman_2004_b_TABLE1,Aotus trivirgatus,NA,9505,Aotus trivirgatus,Aotus trivirgatus,NCBI
Bush_Allman_2004_b_TABLE1,Ateles sp.,NA,9511,Ateles sp.,Ateles sp.,NCBI
Bush_Allman_2004_b_TABLE1,Callicebus sp.,NA,116962,Callicebus sp.,Callicebus sp.,NCBI
Bush_Allman_2004_b_TABLE1,Cercocebus torquatus,NA,9530,Cercocebus torquatus,Cercocebus torquatus,NCBI
Bush_Allman_2004_b_TABLE1,Cercopithecus nictitans,NA,36228,Cercopithecus nictitans,Cercopithecus nictitans,NCBI
Bush_Allman_2004_b_TABLE1,Eulemur mongoz,NA,34828,Eulemur mongoz,Eulemur mongoz,NCBI
Bush_Allman_2004_b_TABLE1,Galago senegalensis,NA,9465,Galago senegalensis,Galago senegalensis,NCBI
Bush_Allman_2004_b_TABLE1,Homo sapiens,NA,9606,Homo sapiens,Homo sapiens,NCBI
Bush_Allman_2004_b_TABLE1,Hylobates lar,NA,9580,Hylobates lar,Hylobates lar,NCBI
Bush_Allman_2004_b_TABLE1,Lemur catta,NA,9447,Lemur catta,Lemur catta,NCBI
Bush_Allman_2004_b_TABLE1,Macaca mulatta,NA,9544,Macaca mulatta,Macaca mulatta,NCBI
Bush_Allman_2004_b_TABLE1,Microcebus murinus,NA,30608,Microcebus murinus,Microcebus murinus,NCBI
Bush_Allman_2004_b_TABLE1,Nycticebus coucang,NA,9470,Nycticebus coucang,Nycticebus coucang,NCBI
Bush_Allman_2004_b_TABLE1,Otolemur crassicaudatus,NA,9463,Otolemur crassicaudatus,Otolemur crassicaudatus,NCBI
Bush_Allman_2004_b_TABLE1,Pan troglodytes,NA,9598,Pan troglodytes,Pan troglodytes,NCBI
Bush_Allman_2004_b_TABLE1,Papio hamadryas,NA,9557,Papio hamadryas,Papio hamadryas,NCBI
Bush_Allman_2004_b_TABLE1,Perodicticus potto,NA,9472,Perodicticus potto,Perodicticus potto,NCBI
Bush_Allman_2004_b_TABLE1,Saimiri sciureus,NA,9521,Saimiri sciureus,Saimiri sciureus,NCBI
Bush_Allman_2004_b_TABLE1,Semnopithecus entellus,NA,88029,Semnopithecus entellus,Semnopithecus entellus,NCBI
Bush_Allman_2004_b_TABLE1,Tarsius syrichta,NA,1868482,Carlito syrichta,Carlito syrichta,NCBI
Frahm_Zilles_1994_Table1,Alouatta seniculus,NA,9503,Alouatta seniculus,Alouatta seniculus,NCBI
Frahm_Zilles_1994_Table1,Aotus trivirgatus,NA,9505,Aotus trivirgatus,Aotus trivirgatus,NCBI
Frahm_Zilles_1994_Table1,Ateles geoffroyi,NA,9509,Ateles geoffroyi,Ateles geoffroyi,NCBI
Frahm_Zilles_1994_Table1,Avahi l. occidentalis,Avahi occidentalis,NA,NA,Avahi occidentalis,curated
Frahm_Zilles_1994_Table1,Avahi laniger laniger,Avahi laniger,NA,NA,Avahi laniger,curated
Frahm_Zilles_1994_Table1,Callicebus moloch,NA,9523,Plecturocebus moloch,Plecturocebus moloch,NCBI
Frahm_Zilles_1994_Table1,Callimico goeldi,Callimico goeldii,NA,NA,Callimico goeldii,curated
Frahm_Zilles_1994_Table1,Callithrix jacchus,NA,9483,Callithrix jacchus,Callithrix jacchus,NCBI
Frahm_Zilles_1994_Table1,Cebuella pygmaea,Callithrix pygmaea,9493,Cebuella pygmaea,Callithrix pygmaea,curated
Frahm_Zilles_1994_Table1,Cebus albifrons,NA,9514,Cebus albifrons,Cebus albifrons,NCBI
Frahm_Zilles_1994_Table1,Cercocebus albigena,Lophocebus albigena,75567,Lophocebus albigena,Lophocebus albigena,curated
Frahm_Zilles_1994_Table1,Cercopithecus ascanius,NA,36223,Cercopithecus ascanius,Cercopithecus ascanius,NCBI
Frahm_Zilles_1994_Table1,Cercopithecus mitis,NA,36225,Cercopithecus mitis,Cercopithecus mitis,NCBI
Frahm_Zilles_1994_Table1,Cheirogaleus major,NA,47177,Cheirogaleus major,Cheirogaleus major,NCBI
Frahm_Zilles_1994_Table1,Cheirogaleus medius,NA,9460,Cheirogaleus medius,Cheirogaleus medius,NCBI
Frahm_Zilles_1994_Table1,Colobus badius,Piliocolobus badius,164648,Piliocolobus badius,Piliocolobus badius,curated
Frahm_Zilles_1994_Table1,Daubentonia madagascariensis,NA,31869,Daubentonia madagascariensis,Daubentonia madagascariensis,NCBI
Frahm_Zilles_1994_Table1,Echinops telfairi,NA,9371,Echinops telfairi,Echinops telfairi,NCBI
Frahm_Zilles_1994_Table1,Erythrocebus patas,NA,9538,Erythrocebus patas,Erythrocebus patas,NCBI
Frahm_Zilles_1994_Table1,Galago senegalensis,NA,9465,Galago senegalensis,Galago senegalensis,NCBI
Frahm_Zilles_1994_Table1,Galagoides demidoff,NA,89672,Galagoides demidoff,Galagoides demidoff,NCBI
Frahm_Zilles_1994_Table1,Gorilla gorilla,Gorilla sp.,9593,Gorilla gorilla,Gorilla sp.,curated
Frahm_Zilles_1994_Table1,Hemicentetes semispinosus,NA,319813,Hemicentetes semispinosus,Hemicentetes semispinosus,NCBI
Frahm_Zilles_1994_Table1,Homo sapiens,NA,9606,Homo sapiens,Homo sapiens,NCBI
Frahm_Zilles_1994_Table1,Hylobates lar,NA,9580,Hylobates lar,Hylobates lar,NCBI
Frahm_Zilles_1994_Table1,Indri indri,NA,34827,Indri indri,Indri indri,NCBI
Frahm_Zilles_1994_Table1,Lagothrix lagothricha,NA,NA,NA,Lagothrix lagothricha,unresolved_raw
Frahm_Zilles_1994_Table1,Lemur albifrons,Eulemur fulvus,1215604,Eulemur albifrons,Eulemur fulvus,curated
Frahm_Zilles_1994_Table1,Lepilemur ruficaudatus,NA,78866,Lepilemur ruficaudatus,Lepilemur ruficaudatus,NCBI
Frahm_Zilles_1994_Table1,Loris tardigradus,NA,9468,Loris tardigradus,Loris tardigradus,NCBI
Frahm_Zilles_1994_Table1,Microcebus murinus,NA,30608,Microcebus murinus,Microcebus murinus,NCBI
Frahm_Zilles_1994_Table1,Miopithecus talapoin,NA,36231,Miopithecus talapoin,Miopithecus talapoin,NCBI
Frahm_Zilles_1994_Table1,Nasalis larvatus,NA,43780,Nasalis larvatus,Nasalis larvatus,NCBI
Frahm_Zilles_1994_Table1,Nycticebus coucang,NA,9470,Nycticebus coucang,Nycticebus coucang,NCBI
Frahm_Zilles_1994_Table1,Otolemur crassicaudatus,NA,9463,Otolemur crassicaudatus,Otolemur crassicaudatus,NCBI
Frahm_Zilles_1994_Table1,Pan troglodytes,NA,9598,Pan troglodytes,Pan troglodytes,NCBI
Frahm_Zilles_1994_Table1,Papio anubis,NA,9555,Papio anubis,Papio anubis,NCBI
Frahm_Zilles_1994_Table1,Perodicticus potto,NA,9472,Perodicticus potto,Perodicticus potto,NCBI
Frahm_Zilles_1994_Table1,Pithecia monachus,NA,595220,Pithecia monachus,Pithecia monachus,NCBI
Frahm_Zilles_1994_Table1,Propithecus verreauxi,NA,34825,Propithecus verreauxi,Propithecus verreauxi,NCBI
Frahm_Zilles_1994_Table1,Pygathrix nemaeus,NA,54133,Pygathrix nemaeus,Pygathrix nemaeus,NCBI
Frahm_Zilles_1994_Table1,Saguinus midas tamarin,Saguinus midas,NA,NA,Saguinus midas,curated
Frahm_Zilles_1994_Table1,Saguinus oedipus,NA,9490,Saguinus oedipus,Saguinus oedipus,NCBI
Frahm_Zilles_1994_Table1,Saimiri sciureus,NA,9521,Saimiri sciureus,Saimiri sciureus,NCBI
Frahm_Zilles_1994_Table1,Setifer setosus,NA,319819,Setifer setosus,Setifer setosus,NCBI
Frahm_Zilles_1994_Table1,Tarsius spec.,Tarsius sp.,NA,NA,Tarsius sp.,curated
Frahm_Zilles_1994_Table1,Tenrec ecaudatus,NA,94439,Tenrec ecaudatus,Tenrec ecaudatus,NCBI
Frahm_Zilles_1994_Table1,Varecia variegata,NA,9455,Varecia variegata,Varecia variegata,NCBI
Frahm_etal_1982_Table2,Alouatta sp.,Alouatta seniculus,NA,NA,Alouatta seniculus,curated
Frahm_etal_1982_Table2,Aotus trivirgatus,NA,9505,Aotus trivirgatus,Aotus trivirgatus,NCBI
Frahm_etal_1982_Table2,Avahi laniger occidentalis,Avahi occidentalis,NA,NA,Avahi occidentalis,curated
Frahm_etal_1982_Table2,Callithrix jacchus,NA,9483,Callithrix jacchus,Callithrix jacchus,NCBI
Frahm_etal_1982_Table2,Cebuella pygmaea,Callithrix pygmaea,9493,Cebuella pygmaea,Callithrix pygmaea,curated
Frahm_etal_1982_Table2,Cebus sp.,Cebus albifrons,9517,Cebus sp.,Cebus albifrons,curated
Frahm_etal_1982_Table2,Cercopithecus ascanius,NA,36223,Cercopithecus ascanius,Cercopithecus ascanius,NCBI
Frahm_etal_1982_Table2,Colobus badius,Piliocolobus badius,164648,Piliocolobus badius,Piliocolobus badius,curated
Frahm_etal_1982_Table2,Crocidura flavescens,NA,214442,Crocidura flavescens,Crocidura flavescens,NCBI
Frahm_etal_1982_Table2,Crocidura russula,NA,36802,Crocidura russula,Crocidura russula,NCBI
Frahm_etal_1982_Table2,Daubentonia madagascar.,Daubentonia madagascariensis,NA,NA,Daubentonia madagascariensis,curated
Frahm_etal_1982_Table2,Echinops telfairi,NA,9371,Echinops telfairi,Echinops telfairi,NCBI
Frahm_etal_1982_Table2,Erinaceus algirus,Atelerix algirus,30576,Atelerix algirus,Atelerix algirus,curated
Frahm_etal_1982_Table2,Erinaceus europaeus,NA,9365,Erinaceus europaeus,Erinaceus europaeus,NCBI
Frahm_etal_1982_Table2,Galagoides demidoff,NA,89672,Galagoides demidoff,Galagoides demidoff,NCBI
Frahm_etal_1982_Table2,Hemicentetes semispinosus,NA,319813,Hemicentetes semispinosus,Hemicentetes semispinosus,NCBI
Frahm_etal_1982_Table2,Hemiechinus auritus,NA,217708,Hemiechinus auritus,Hemiechinus auritus,NCBI
Frahm_etal_1982_Table2,Homo sapiens,NA,9606,Homo sapiens,Homo sapiens,NCBI
Frahm_etal_1982_Table2,Hylobates lar,NA,9580,Hylobates lar,Hylobates lar,NCBI
Frahm_etal_1982_Table2,Indri indri,NA,34827,Indri indri,Indri indri,NCBI
Frahm_etal_1982_Table2,Lagothrix lagothricha,NA,NA,NA,Lagothrix lagothricha,unresolved_raw
Frahm_etal_1982_Table2,Lemur albifrons,Eulemur fulvus,1215604,Eulemur albifrons,Eulemur fulvus,curated
Frahm_etal_1982_Table2,Lepilemur ruficaudatus,NA,78866,Lepilemur ruficaudatus,Lepilemur ruficaudatus,NCBI
Frahm_etal_1982_Table2,Microcebus murinus,NA,30608,Microcebus murinus,Microcebus murinus,NCBI
Frahm_etal_1982_Table2,Neomys fodiens,NA,62282,Neomys fodiens,Neomys fodiens,NCBI
Frahm_etal_1982_Table2,Nycticebus coucang,NA,9470,Nycticebus coucang,Nycticebus coucang,NCBI
Frahm_etal_1982_Table2,Pan troglodytes,NA,9598,Pan troglodytes,Pan troglodytes,NCBI
Frahm_etal_1982_Table2,Papio anubis,NA,9555,Papio anubis,Papio anubis,NCBI
Frahm_etal_1982_Table2,Propithecus verreauxi,NA,34825,Propithecus verreauxi,Propithecus verreauxi,NCBI
Frahm_etal_1982_Table2,Saimiri sciureus,NA,9521,Saimiri sciureus,Saimiri sciureus,NCBI
Frahm_etal_1982_Table2,Setifer setosus,NA,319819,Setifer setosus,Setifer setosus,NCBI
Frahm_etal_1982_Table2,Sorex araneus,NA,42254,Sorex araneus,Sorex araneus,NCBI
Frahm_etal_1982_Table2,Sorex minutus,NA,62280,Sorex minutus,Sorex minutus,NCBI
Frahm_etal_1982_Table2,Suncus murinus,NA,9378,Suncus murinus,Suncus murinus,NCBI
Frahm_etal_1982_Table2,Tarsius sp.,NA,30612,Tarsius sp.,Tarsius sp.,NCBI
Frahm_etal_1982_Table2,Tenrec ecaudatus,NA,94439,Tenrec ecaudatus,Tenrec ecaudatus,NCBI
Frahm_etal_1982_Table2,Tupaia glis,NA,9395,Tupaia glis,Tupaia glis,NCBI
Frahm_etal_1982_Table2,Urogale everetti,NA,192726,Urogale everetti,Urogale everetti,NCBI
Frahm_etal_1984_Table1,Alouatta sp.,Alouatta seniculus,NA,NA,Alouatta seniculus,curated
Frahm_etal_1984_Table1,Aotus trivirgatus,NA,9505,Aotus trivirgatus,Aotus trivirgatus,NCBI
Frahm_etal_1984_Table1,Ateles geoffroyi,NA,9509,Ateles geoffroyi,Ateles geoffroyi,NCBI
Frahm_etal_1984_Table1,Avahi l. laniger,Avahi laniger,NA,NA,Avahi laniger,curated
Frahm_etal_1984_Table1,Avahi laniger occidentalis,Avahi occidentalis,NA,NA,Avahi occidentalis,curated
Frahm_etal_1984_Table1,Callicebus moloch,Callicebus moloch,9523,Plecturocebus moloch,Callicebus moloch,curated
Frahm_etal_1984_Table1,Callithrix jacchus,NA,9483,Callithrix jacchus,Callithrix jacchus,NCBI
Frahm_etal_1984_Table1,Cebuella pygmaea,Callithrix pygmaea,9493,Cebuella pygmaea,Callithrix pygmaea,curated
Frahm_etal_1984_Table1,Cebus sp.,Cebus albifrons,9517,Cebus sp.,Cebus albifrons,curated
Frahm_etal_1984_Table1,Cercocebus albigena,Lophocebus albigena,75567,Lophocebus albigena,Lophocebus albigena,curated
Frahm_etal_1984_Table1,Cercopithecus ascanius,NA,36223,Cercopithecus ascanius,Cercopithecus ascanius,NCBI
Frahm_etal_1984_Table1,Cercopithecus mitis,NA,36225,Cercopithecus mitis,Cercopithecus mitis,NCBI
Frahm_etal_1984_Table1,Cheirogaleus major,NA,47177,Cheirogaleus major,Cheirogaleus major,NCBI
Frahm_etal_1984_Table1,Cheirogaleus medius,NA,9460,Cheirogaleus medius,Cheirogaleus medius,NCBI
Frahm_etal_1984_Table1,Colobus badius,Piliocolobus badius,164648,Piliocolobus badius,Piliocolobus badius,curated
