Species,Variable,Value,Teams,n_teams
Lophocebus albigena,Hypothalamus_Vol.mm3,681,Stephan_collection,1
Lophocebus albigena,Insula_Vol.mm3,1072,Zilles,1
Lophocebus albigena,Insula_left_Vol.mm3,536,Zilles,1
Lophocebus albigena,Lobus_piriformis_Vol.mm3,1639,Stephan_collection,1
Lophocebus albigena,Medulla_oblongata_Vol.mm3,2689.295,Sherwood; Stephan_collection,2
Lophocebus albigena,Mesencephalon_Vol.mm3,1770,Stephan_collection,1
Lophocebus albigena,Neocortex_Vol.mm3,68733,Stephan_collection,1
Lophocebus albigena,Nucleus_habenularis_medialis_Vol.mm3,6,Stephan_collection,1
Lophocebus albigena,Nucleus_septalis_triangularis_Vol.mm3,1.69,Stephan_collection,1
Lophocebus albigena,Nucleus_subthalamicus_Vol.mm3,52.4,Stephan_collection,1
Lophocebus albigena,Nucleus_vestibularis_descendens_Vol.mm3,50.4,Stephan_collection,1
Lophocebus albigena,Nucleus_vestibularis_descendens_unilateral_Vol.mm3,25.2,Stephan_collection,1
Lophocebus albigena,Nucleus_vestibularis_lateralis_Vol.mm3,20,Stephan_collection,1
Lophocebus albigena,Nucleus_vestibularis_lateralis_unilateral_Vol.mm3,10,Stephan_collection,1
Lophocebus albigena,Nucleus_vestibularis_medialis_Vol.mm3,71.2,Stephan_collection,1
Lophocebus albigena,Nucleus_vestibularis_medialis_unilateral_Vol.mm3,35.6,Stephan_collection,1
Lophocebus albigena,Nucleus_vestibularis_superior_Vol.mm3,32.4,Stephan_collection,1
Lophocebus albigena,Nucleus_vestibularis_superior_unilateral_Vol.mm3,16.2,Stephan_collection,1
Lophocebus albigena,Palaeocortex_plus_amygdala_Vol.mm3,1639,Stephan_collection,1
Lophocebus albigena,Pallidum_Vol.mm3,674,Stephan_collection,1
Lophocebus albigena,Schizo_cortex_Vol.mm3,630,Stephan_collection,1
Lophocebus albigena,Septum_Vol.mm3,294,Stephan_collection,1
Lophocebus albigena,Striatum_Vol.mm3,4146,Stephan_collection,1
Lophocebus albigena,Subthalamus_Vol.mm3,726,Stephan_collection,1
Lophocebus albigena,Telencephalon_Vol.mm3,77049,Stephan_collection,1
Lophocebus albigena,Thalamus_Vol.mm3,2933,Stephan_collection,1
Lophocebus albigena,Total_brain_net_volume_Vol.mm3,103466.5,Stephan_collection; Zilles,2
Lophocebus albigena,Tractus_opticus_Vol.mm3,308,Stephan_collection,1
Lophocebus albigena,Trigeminal_motor_nucleus_Vol.mm3,6.54,Sherwood,1
Lophocebus albigena,Trigeminal_motor_nucleus_left_Vol.mm3,3.27,Sherwood,1
Lophocebus albigena,Ventricles_Vol.mm3,742,Stephan_collection,1
Loris tardigradus,Agranular_insular_cortex_Vol.mm3,6,Zilles,1
Loris tardigradus,Agranular_insular_cortex_left_Vol.mm3,3,Zilles,1
Loris tardigradus,Area_striata_Vol.mm3,588,Stephan_collection,1
Loris tardigradus,Area_striata_grey_matter_Vol.mm3,529,Stephan_collection,1
Loris tardigradus,Area_striata_white_matter_Vol.mm3,59.6,Stephan_collection,1
Loris tardigradus,Body_Mass.g,322,Stephan_collection; Zilles,2
Loris tardigradus,Brain_Mass.mg,6600,Stephan_collection; Zilles,2
Loris tardigradus,Bulbus_olfactorius_Vol.mm3,85.8,Stephan_collection,1
Loris tardigradus,Bulbus_olfactorius_accessorius_Vol.mm3,2.3,Stephan_collection,1
Loris tardigradus,Capsula_interna_Vol.mm3,46.3,Stephan_collection,1
Loris tardigradus,Cerebellum_Vol.mm3,728,Stephan_collection,1
Loris tardigradus,Complexus_vestibularis_Vol.mm3,16.9,Stephan_collection,1
Loris tardigradus,Complexus_vestibularis_unilateral_Vol.mm3,8.45,Stephan_collection,1
Loris tardigradus,Corpus_geniculatum_laterale_Vol.mm3,24.6,Stephan_collection,1
Loris tardigradus,Corpus_pineal_Vol.mm3,0.335,Stephan_collection,1
Loris tardigradus,Corpus_subcommissurale_Vol.mm3,0.103,Stephan_collection,1
Loris tardigradus,Corpus_subfornicale_Vol.mm3,0.207,Stephan_collection,1
Loris tardigradus,Diencephalon_Vol.mm3,538,Stephan_collection,1
Loris tardigradus,Dysgranular_insular_cortex_Vol.mm3,12,Zilles,1
Loris tardigradus,Dysgranular_insular_cortex_left_Vol.mm3,6,Zilles,1
Loris tardigradus,Epithalamus_Vol.mm3,3.21,Stephan_collection,1
Loris tardigradus,Facial_motor_nucleus_Vol.mm3,1.12,Sherwood,1
Loris tardigradus,Facial_motor_nucleus_left_Vol.mm3,0.56,Sherwood,1
Loris tardigradus,Granular_insular_cortex_Vol.mm3,6,Zilles,1
Loris tardigradus,Granular_insular_cortex_left_Vol.mm3,3,Zilles,1
Loris tardigradus,Hippocampus_Vol.mm3,191,Stephan_collection,1
Loris tardigradus,Hypoglossal_nucleus_Vol.mm3,0.94,Sherwood,1
Loris tardigradus,Hypoglossal_nucleus_left_Vol.mm3,0.47,Sherwood,1
Loris tardigradus,Hypothalamus_Vol.mm3,80.9,Stephan_collection,1
Loris tardigradus,Insula_Vol.mm3,24,Zilles,1
Loris tardigradus,Insula_left_Vol.mm3,12,Zilles,1
Loris tardigradus,Lobus_piriformis_Vol.mm3,256,Stephan_collection,1
Loris tardigradus,Medulla_oblongata_Vol.mm3,260.115,Sherwood; Stephan_collection,2
Loris tardigradus,Mesencephalon_Vol.mm3,220,Stephan_collection,1
Loris tardigradus,Neocortex_Vol.mm3,3524,Stephan_collection,1
Loris tardigradus,Nucleus_habenularis_medialis_Vol.mm3,1.15,Stephan_collection,1
Loris tardigradus,Nucleus_septalis_triangularis_Vol.mm3,0.822,Stephan_collection,1
Loris tardigradus,Nucleus_subthalamicus_Vol.mm3,3.79,Stephan_collection,1
Loris tardigradus,Nucleus_vestibularis_descendens_Vol.mm3,4.16,Stephan_collection,1
Loris tardigradus,Nucleus_vestibularis_descendens_unilateral_Vol.mm3,2.08,Stephan_collection,1
Loris tardigradus,Nucleus_vestibularis_lateralis_Vol.mm3,2.44,Stephan_collection,1
Loris tardigradus,Nucleus_vestibularis_lateralis_unilateral_Vol.mm3,1.22,Stephan_collection,1
Loris tardigradus,Nucleus_vestibularis_medialis_Vol.mm3,7.1,Stephan_collection,1
Loris tardigradus,Nucleus_vestibularis_medialis_unilateral_Vol.mm3,3.55,Stephan_collection,1
Loris tardigradus,Nucleus_vestibularis_superior_Vol.mm3,3.22,Stephan_collection,1
Loris tardigradus,Nucleus_vestibularis_superior_unilateral_Vol.mm3,1.61,Stephan_collection,1
Loris tardigradus,Palaeocortex_plus_amygdala_Vol.mm3,256,Stephan_collection,1
Loris tardigradus,Pallidum_Vol.mm3,41.4,Stephan_collection,1
Loris tardigradus,Schizo_cortex_Vol.mm3,99.7,Stephan_collection,1
Loris tardigradus,Septum_Vol.mm3,41.1,Stephan_collection,1
Loris tardigradus,Striatum_Vol.mm3,351,Stephan_collection,1
Loris tardigradus,Subthalamus_Vol.mm3,45.2,Stephan_collection,1
Loris tardigradus,Telencephalon_Vol.mm3,4551,Stephan_collection,1
Loris tardigradus,Thalamus_Vol.mm3,348,Stephan_collection,1
Loris tardigradus,Total_brain_net_volume_Vol.mm3,6440.5,Stephan_collection; Zilles,2
Loris tardigradus,Tractus_opticus_Vol.mm3,15.7,Stephan_collection,1
Loris tardigradus,Trigeminal_motor_nucleus_Vol.mm3,1.06,Sherwood,1
Loris tardigradus,Trigeminal_motor_nucleus_left_Vol.mm3,0.53,Sherwood,1
Loris tardigradus,Ventricles_Vol.mm3,51.6,Stephan_collection,1
Macaca fascicularis,Area_striata_grey_matter_left_Vol.mm3,1400,Zilles,1
Macaca fascicularis,Corpus_geniculatum_laterale_left_Vol.mm3,46,Zilles,1
Macaca fascicularis,Total_brain_net_volume_Vol.mm3,55600,Zilles,1
Macaca maura,Agranular_insular_cortex_Vol.mm3,142,Zilles,1
Macaca maura,Agranular_insular_cortex_left_Vol.mm3,71,Zilles,1
Macaca maura,Body_Mass.g,6050,Zilles,1
Macaca maura,Brain_Mass.mg,83.3,Zilles,1
Macaca maura,Dysgranular_insular_cortex_Vol.mm3,480,Zilles,1
Macaca maura,Dysgranular_insular_cortex_left_Vol.mm3,240,Zilles,1
Macaca maura,Granular_insular_cortex_Vol.mm3,362,Zilles,1
Macaca maura,Granular_insular_cortex_left_Vol.mm3,181,Zilles,1
Macaca maura,Insula_Vol.mm3,984,Zilles,1
Macaca maura,Insula_left_Vol.mm3,492,Zilles,1
Macaca maura,Total_brain_net_volume_Vol.mm3,80405,Zilles,1
Macaca mulatta,Area_striata_Vol.mm3,6586,Stephan_collection,1
Macaca mulatta,Area_striata_grey_matter_Vol.mm3,4301.5,Bush; Stephan_collection,2
Macaca mulatta,Area_striata_white_matter_Vol.mm3,1243,Stephan_collection,1
Macaca mulatta,Body_Mass.g,7800,RillingInsel; Stephan_collection,2
Macaca mulatta,Body_Mass.g_SD,900,RillingInsel,1
Macaca mulatta,Brain_Mass.mg,93000,Stephan_collection,1
Macaca mulatta,Bulbus_olfactorius_Vol.mm3,84.3,Stephan_collection,1
Macaca mulatta,Bulbus_olfactorius_accessorius_Vol.mm3,0,Stephan_collection,1
Macaca mulatta,CerebellarHemisphere_Vol.mm3,5616.666666666665,Zilles,1
Macaca mulatta,CerebellarVermis_Vol.mm3,2741.666666666665,Zilles,1
Macaca mulatta,Cerebellum_Vol.mm3,8160.555555555555,RillingInsel; Stephan_collection; Zilles,3
Macaca mulatta,Corpus_geniculatum_laterale_Vol.mm3,158,Stephan_collection,1
Macaca mulatta,Corpus_pineal_Vol.mm3,12.4,Stephan_collection,1
Macaca mulatta,Corpus_subcommissurale_Vol.mm3,0.27,Stephan_collection,1
Macaca mulatta,Corpus_subfornicale_Vol.mm3,0.36,Stephan_collection,1
Macaca mulatta,Diencephalon_Vol.mm3,4480,Stephan_collection,1
Macaca mulatta,Facial_motor_nucleus_Vol.mm3,9.84,Sherwood,1
Macaca mulatta,Facial_motor_nucleus_left_Vol.mm3,4.92,Sherwood,1
Macaca mulatta,Hippocampus_Vol.mm3,1353,Stephan_collection,1
Macaca mulatta,Hypoglossal_nucleus_Vol.mm3,7.7,Sherwood,1
Macaca mulatta,Hypoglossal_nucleus_left_Vol.mm3,3.85,Sherwood,1
Macaca mulatta,Lobus_piriformis_Vol.mm3,1220,Stephan_collection,1
Macaca mulatta,Medulla_oblongata_Vol.mm3,2160.5699999999997,Sherwood; Stephan_collection,2
Macaca mulatta,Mesencephalon_Vol.mm3,1380,Stephan_collection,1
Macaca mulatta,Neocortex_Vol.mm3,55357.333333333336,Bush; RillingInsel; Stephan_collection,3
Macaca mulatta,Neocortex_grey_matter_Vol.mm3,33520,Bush; RillingInsel,2
Macaca mulatta,Neocortex_grey_matter_Vol.mm3_SD,2800,RillingInsel,1
Macaca mulatta,Neocortex_white_matter_Vol.mm3,17775,Bush; RillingInsel,2
Macaca mulatta,Neocortex_white_matter_Vol.mm3_SD,1400,RillingInsel,1
Macaca mulatta,Nucleus_habenularis_medialis_Vol.mm3,7.66,Stephan_collection,1
Macaca mulatta,Nucleus_septalis_triangularis_Vol.mm3,2.83,Stephan_collection,1
Macaca mulatta,Palaeocortex_plus_amygdala_Vol.mm3,1220,Stephan_collection,1
Macaca mulatta,Schizo_cortex_Vol.mm3,639,Stephan_collection,1
Macaca mulatta,Septum_Vol.mm3,271,Stephan_collection,1
Macaca mulatta,Spinal_cord_area.mm2,51.2,RillingInsel,1
Macaca mulatta,Spinal_cord_area.mm2_SD,1.2,RillingInsel,1
Macaca mulatta,Striatum_Vol.mm3,4032,Stephan_collection,1
Macaca mulatta,Telencephalon_Vol.mm3,71080,Stephan_collection,1
Macaca mulatta,Total_brain_net_volume_Vol.mm3,81892.75,Bush; RillingInsel; Stephan_collection; Zilles,4
Macaca mulatta,Total_brain_net_volume_Vol.mm3_SD,3400,RillingInsel,1
Macaca mulatta,Trigeminal_motor_nucleus_Vol.mm3,7.68,Sherwood,1
Macaca mulatta,Trigeminal_motor_nucleus_left_Vol.mm3,3.84,Sherwood,1
Macaca mulatta,Ventricles_Vol.mm3,834,Stephan_collection,1
Mandrillus sphinx,Neocortex_Vol.mm3,99260,Bush,1
Mandrillus sphinx,Neocortex_grey_matter_Vol.mm3,71330,Bush,1
Mandrillus sphinx,Neocortex_white_matter_Vol.mm3,27930,Bush,1
Mandrillus sphinx,Total_brain_net_volume_Vol.mm3,127610,Bush,1
Marmosa mitis,Neocortex_Vol.mm3,130,Bush,1
Marmosa mitis,Neocortex_grey_matter_Vol.mm3,120,Bush,1
Marmosa mitis,Neocortex_white_matter_Vol.mm3,10,Bush,1
Marmosa mitis,Total_brain_net_volume_Vol.mm3,770,Bush,1
Microcebus murinus,Amygdala_Vol.mm3,36.4,Stephan_collection,1
Microcebus murinus,Area_striata_Vol.mm3,144,Stephan_collection,1
Microcebus murinus,Area_striata_grey_matter_Vol.mm3,123,Bush; Stephan_collection,2
Microcebus murinus,Area_striata_lamina_1_Vol.mm3,15,Stephan_collection,1
Microcebus murinus,Area_striata_laminae_2_6_Vol.mm3,121,Stephan_collection,1
Microcebus murinus,Area_striata_white_matter_Vol.mm3,8.24,Stephan_collection,1
Microcebus murinus,Body_Mass.g,54,Stephan_collection,1
Microcebus murinus,Brain_Mass.mg,1780,Stephan_collection,1
Microcebus murinus,Bulbus_olfactorius_Vol.mm3,43,Stephan_collection,1
Microcebus murinus,Bulbus_olfactorius_accessorius_Vol.mm3,1.62,Stephan_collection,1
Microcebus murinus,Capsula_interna_Vol.mm3,9.08,Stephan_collection,1
Microcebus murinus,Cerebellum_Vol.mm3,234,Stephan_collection,1
Microcebus murinus,Complexus_centromedialis_Vol.mm3,12.1,Stephan_collection,1
Microcebus murinus,Complexus_corticobasolateralis_Vol.mm3,24.3,Stephan_collection,1
Microcebus murinus,Complexus_vestibularis_Vol.mm3,8.04,Stephan_collection,1
Microcebus murinus,Complexus_vestibularis_unilateral_Vol.mm3,4.02,Stephan_collection,1
Microcebus murinus,Corpus_geniculatum_laterale_Vol.mm3,8.515,Bush; Stephan_collection,2
Microcebus murinus,Corpus_pineal_Vol.mm3,0.14,Stephan_collection,1
Microcebus murinus,Corpus_subcommissurale_Vol.mm3,0.0233,Stephan_collection,1
Microcebus murinus,Corpus_subfornicale_Vol.mm3,0.0556,Stephan_collection,1
Microcebus murinus,Diencephalon_Vol.mm3,134,Stephan_collection,1
Microcebus murinus,Epithalamus_Vol.mm3,1.44,Stephan_collection,1
Microcebus murinus,Facial_motor_nucleus_Vol.mm3,0.58,Sherwood,1
Microcebus murinus,Facial_motor_nucleus_left_Vol.mm3,0.29,Sherwood,1
Microcebus murinus,Hippocampus_Vol.mm3,100,Stephan_collection,1
Microcebus murinus,Hypoglossal_nucleus_Vol.mm3,0.5,Sherwood,1
Microcebus murinus,Hypoglossal_nucleus_left_Vol.mm3,0.25,Sherwood,1
Microcebus murinus,Hypothalamus_Vol.mm3,29.8,Stephan_collection,1
Microcebus murinus,Lobus_piriformis_Vol.mm3,103,Stephan_collection,1
Microcebus murinus,Medulla_oblongata_Vol.mm3,99.065,Sherwood; Stephan_collection,2
Microcebus murinus,Mesencephalon_Vol.mm3,85.2,Stephan_collection,1
Microcebus murinus,Neocortex_Vol.mm3,715,Bush; Stephan_collection,2
Microcebus murinus,Neocortex_grey_matter_Vol.mm3,590,Bush,1
Microcebus murinus,Neocortex_white_matter_Vol.mm3,100,Bush,1
Microcebus murinus,Nucleus_habenularis_medialis_Vol.mm3,0.461,Stephan_collection,1
Microcebus murinus,Nucleus_septalis_triangularis_Vol.mm3,0.274,Stephan_collection,1
Microcebus murinus,Nucleus_subthalamicus_Vol.mm3,0.65,Stephan_collection,1
Microcebus murinus,Nucleus_tractus_olfactorius_Vol.mm3,0.264,Stephan_collection,1
Microcebus murinus,Nucleus_vestibularis_descendens_Vol.mm3,2.16,Stephan_collection,1
Microcebus murinus,Nucleus_vestibularis_descendens_unilateral_Vol.mm3,1.08,Stephan_collection,1
Microcebus murinus,Nucleus_vestibularis_lateralis_Vol.mm3,1.52,Stephan_collection,1
Microcebus murinus,Nucleus_vestibularis_lateralis_unilateral_Vol.mm3,0.76,Stephan_collection,1
Microcebus murinus,Nucleus_vestibularis_medialis_Vol.mm3,3,Stephan_collection,1
Microcebus murinus,Nucleus_vestibularis_medialis_unilateral_Vol.mm3,1.5,Stephan_collection,1
Microcebus murinus,Nucleus_vestibularis_superior_Vol.mm3,1.358,Stephan_collection,1
Microcebus murinus,Nucleus_vestibularis_superior_unilateral_Vol.mm3,0.679,Stephan_collection,1
Microcebus murinus,Palaeocortex_Vol.mm3,66.8,Stephan_collection,1
Microcebus murinus,Palaeocortex_plus_amygdala_Vol.mm3,94.5,Stephan_collection,1
Microcebus murinus,Pallidum_Vol.mm3,10.7,Stephan_collection,1
Microcebus murinus,Schizo_cortex_Vol.mm3,40.1,Stephan_collection,1
Microcebus murinus,Septum_Vol.mm3,15.3,Stephan_collection,1
Microcebus murinus,Striatum_Vol.mm3,85.7,Stephan_collection,1
Microcebus murinus,Subthalamus_Vol.mm3,11.4,Stephan_collection,1
Microcebus murinus,Telencephalon_Vol.mm3,1129,Stephan_collection,1
Microcebus murinus,Thalamus_Vol.mm3,78.3,Stephan_collection,1
Microcebus murinus,Total_brain_net_volume_Vol.mm3,1665,Bush; Stephan_collection,2
Microcebus murinus,Tractus_opticus_Vol.mm3,6.17,Stephan_collection,1
Microcebus murinus,Trigeminal_motor_nucleus_Vol.mm3,0.26,Sherwood,1
Microcebus murinus,Trigeminal_motor_nucleus_left_Vol.mm3,0.13,Sherwood,1
Microcebus murinus,Ventricles_Vol.mm3,11.3,Stephan_collection,1
Microgale cowani,Body_Mass.g,15.2,Stephan_collection,1
Microgale cowani,Brain_Mass.mg,420,Stephan_collection,1
Microgale cowani,Bulbus_olfactorius_Vol.mm3,35.9,Stephan_collection,1
Microgale cowani,Bulbus_olfactorius_accessorius_Vol.mm3,0.162,Stephan_collection,1
Microgale cowani,Cerebellum_Vol.mm3,49.5,Stephan_collection,1
Microgale cowani,Corpus_pineal_Vol.mm3,0.0152,Stephan_collection,1
Microgale cowani,Corpus_subcommissurale_Vol.mm3,0.00129,Stephan_collection,1
Microgale cowani,Corpus_subfornicale_Vol.mm3,0.0116,Stephan_collection,1
Microgale cowani,Diencephalon_Vol.mm3,25.4,Stephan_collection,1
Microgale cowani,Hippocampus_Vol.mm3,36.4,Stephan_collection,1
Microgale cowani,Lobus_piriformis_Vol.mm3,79,Stephan_collection,1
Microgale cowani,Medulla_oblongata_Vol.mm3,45.3,Stephan_collection,1
Microgale cowani,Mesencephalon_Vol.mm3,24,Stephan_collection,1
Microgale cowani,Neocortex_Vol.mm3,57.2,Stephan_collection,1
Microgale cowani,Nucleus_habenularis_medialis_Vol.mm3,0.147,Stephan_collection,1
Microgale cowani,Nucleus_septalis_triangularis_Vol.mm3,0.216,Stephan_collection,1
Microgale cowani,Schizo_cortex_Vol.mm3,13.5,Stephan_collection,1
Microgale cowani,Septum_Vol.mm3,6.08,Stephan_collection,1
Microgale cowani,Striatum_Vol.mm3,19.4,Stephan_collection,1
Microgale cowani,Telencephalon_Vol.mm3,248,Stephan_collection,1
Microgale cowani,Total_brain_net_volume_Vol.mm3,392,Stephan_collection,1
Microgale cowani,Ventricles_Vol.mm3,7.12,Stephan_collection,1
Microgale mergulus,Body_Mass.g,92,Stephan_collection,1
Microgale mergulus,Brain_Mass.mg,1150,Stephan_collection,1
Microgale mergulus,Bulbus_olfactorius_Vol.mm3,42.9,Stephan_collection,1
Microgale mergulus,Bulbus_olfactorius_accessorius_Vol.mm3,0.323,Stephan_collection,1
Microgale mergulus,Cerebellum_Vol.mm3,176,Stephan_collection,1
Microgale mergulus,Corpus_pineal_Vol.mm3,0.122,Stephan_collection,1
Microgale mergulus,Corpus_subcommissurale_Vol.mm3,0.00202,Stephan_collection,1
Microgale mergulus,Corpus_subfornicale_Vol.mm3,0.0194,Stephan_collection,1
Microgale mergulus,Diencephalon_Vol.mm3,81,Stephan_collection,1
Microgale mergulus,Hippocampus_Vol.mm3,78.2,Stephan_collection,1
Microgale mergulus,Lobus_piriformis_Vol.mm3,87.4,Stephan_collection,1
Microgale mergulus,Medulla_oblongata_Vol.mm3,204,Stephan_collection,1
Microgale mergulus,Mesencephalon_Vol.mm3,67.4,Stephan_collection,1
Microgale mergulus,Neocortex_Vol.mm3,196,Stephan_collection,1
Microgale mergulus,Nucleus_habenularis_medialis_Vol.mm3,0.469,Stephan_collection,1
Microgale mergulus,Nucleus_septalis_triangularis_Vol.mm3,0.602,Stephan_collection,1
Microgale mergulus,Palaeocortex_plus_amygdala_Vol.mm3,87.4,Stephan_collection,1
Microgale mergulus,Schizo_cortex_Vol.mm3,36.4,Stephan_collection,1
Microgale mergulus,Septum_Vol.mm3,19.5,Stephan_collection,1
Microgale mergulus,Striatum_Vol.mm3,57.9,Stephan_collection,1
Microgale mergulus,Telencephalon_Vol.mm3,518,Stephan_collection,1
Microgale mergulus,Total_brain_net_volume_Vol.mm3,1046,Stephan_collection,1
Microgale mergulus,Ventricles_Vol.mm3,12.6,Stephan_collection,1
Micropotamogale lamottei,Body_Mass.g,64.2,Stephan_collection,1
Micropotamogale lamottei,Brain_Mass.mg,800,Stephan_collection,1
Micropotamogale lamottei,Bulbus_olfactorius_Vol.mm3,34,Stephan_collection,1
Micropotamogale lamottei,Bulbus_olfactorius_accessorius_Vol.mm3,0.0605,Stephan_collection,1
Micropotamogale lamottei,Cerebellum_Vol.mm3,82.7,Stephan_collection,1
Micropotamogale lamottei,Diencephalon_Vol.mm3,62.8,Stephan_collection,1
Micropotamogale lamottei,Hippocampus_Vol.mm3,77.7,Stephan_collection,1
Micropotamogale lamottei,Lobus_piriformis_Vol.mm3,67.3,Stephan_collection,1
Micropotamogale lamottei,Medulla_oblongata_Vol.mm3,135,Stephan_collection,1
Micropotamogale lamottei,Mesencephalon_Vol.mm3,58.6,Stephan_collection,1
Micropotamogale lamottei,Neocortex_Vol.mm3,144,Stephan_collection,1
Micropotamogale lamottei,Schizo_cortex_Vol.mm3,32.9,Stephan_collection,1
Micropotamogale lamottei,Septum_Vol.mm3,15.1,Stephan_collection,1
Micropotamogale lamottei,Striatum_Vol.mm3,32.6,Stephan_collection,1
Micropotamogale lamottei,Telencephalon_Vol.mm3,404,Stephan_collection,1
Micropotamogale lamottei,Total_brain_net_volume_Vol.mm3,743,Stephan_collection,1
Micropotamogale lamottei,Ventricles_Vol.mm3,11.9,Stephan_collection,1
Miopithecus talapoin,Area_striata_Vol.mm3,3048,Stephan_collection,1
Miopithecus talapoin,Area_striata_grey_matter_Vol.mm3,2339,Stephan_collection,1
Miopithecus talapoin,Area_striata_white_matter_Vol.mm3,709,Stephan_collection,1
Miopithecus talapoin,Body_Mass.g,1200,Stephan_collection,1
Miopithecus talapoin,Brain_Mass.mg,40000,Stephan_collection,1
Miopithecus talapoin,Bulbus_olfactorius_Vol.mm3,27.8,Stephan_collection,1
Miopithecus talapoin,Bulbus_olfactorius_accessorius_Vol.mm3,0,Stephan_collection,1
Miopithecus talapoin,Cerebellum_Vol.mm3,3374,Stephan_collection,1
Miopithecus talapoin,Corpus_geniculatum_laterale_Vol.mm3,116,Stephan_collection,1
Miopithecus talapoin,Corpus_pineal_Vol.mm3,2.03,Stephan_collection,1
Miopithecus talapoin,Corpus_subcommissurale_Vol.mm3,0.22,Stephan_collection,1
Miopithecus talapoin,Corpus_subfornicale_Vol.mm3,0.192,Stephan_collection,1
Miopithecus talapoin,Diencephalon_Vol.mm3,2375,Stephan_collection,1
Miopithecus talapoin,Facial_motor_nucleus_Vol.mm3,3.72,Sherwood,1
Miopithecus talapoin,Facial_motor_nucleus_left_Vol.mm3,1.86,Sherwood,1
Miopithecus talapoin,Hippocampus_Vol.mm3,705,Stephan_collection,1
Miopithecus talapoin,Hypoglossal_nucleus_Vol.mm3,2.44,Sherwood,1
Miopithecus talapoin,Hypoglossal_nucleus_left_Vol.mm3,1.22,Sherwood,1
Miopithecus talapoin,Lobus_piriformis_Vol.mm3,706,Stephan_collection,1
Miopithecus talapoin,Medulla_oblongata_Vol.mm3,1034.895,Sherwood; Stephan_collection,2
Miopithecus talapoin,Mesencephalon_Vol.mm3,826,Stephan_collection,1
Miopithecus talapoin,Neocortex_Vol.mm3,26427,Stephan_collection,1
Miopithecus talapoin,Nucleus_habenularis_medialis_Vol.mm3,2.07,Stephan_collection,1
Miopithecus talapoin,Nucleus_septalis_triangularis_Vol.mm3,0.866,Stephan_collection,1
Miopithecus talapoin,Palaeocortex_plus_amygdala_Vol.mm3,732,Stephan_collection,1
Miopithecus talapoin,Schizo_cortex_Vol.mm3,259,Stephan_collection,1
Miopithecus talapoin,Septum_Vol.mm3,133,Stephan_collection,1
Miopithecus talapoin,Striatum_Vol.mm3,1908,Stephan_collection,1
Miopithecus talapoin,Telencephalon_Vol.mm3,30166,Stephan_collection,1
Miopithecus talapoin,Total_brain_net_volume_Vol.mm3,37776,Stephan_collection,1
Miopithecus talapoin,Trigeminal_motor_nucleus_Vol.mm3,2.94,Sherwood,1
Miopithecus talapoin,Trigeminal_motor_nucleus_left_Vol.mm3,1.47,Sherwood,1
Miopithecus talapoin,Ventricles_Vol.mm3,262,Stephan_collection,1
Mustela erminea,Neocortex_Vol.mm3,1580,Bush,1
Mustela erminea,Neocortex_grey_matter_Vol.mm3,1350,Bush,1
Mustela erminea,Neocortex_white_matter_Vol.mm3,230,Bush,1
Mustela erminea,Total_brain_net_volume_Vol.mm3,3890,Bush,1
Mustela putorius,Neocortex_Vol.mm3,2710,Bush,1
Mustela putorius,Neocortex_grey_matter_Vol.mm3,2140,Bush,1
Mustela putorius,Neocortex_white_matter_Vol.mm3,570,Bush,1
Mustela putorius,Total_brain_net_volume_Vol.mm3,5880,Bush,1
Myrmecophaga tridactyla,Neocortex_Vol.mm3,28440,Bush,1
Myrmecophaga tridactyla,Neocortex_grey_matter_Vol.mm3,19860,Bush,1
Myrmecophaga tridactyla,Neocortex_white_matter_Vol.mm3,8580,Bush,1
Myrmecophaga tridactyla,Total_brain_net_volume_Vol.mm3,78040,Bush,1
Nasalis larvatus,Body_Mass.g,14000,Stephan_collection,1
Nasalis larvatus,Brain_Mass.mg,97000,Stephan_collection,1
Nasalis larvatus,Bulbus_olfactorius_Vol.mm3,30.3,Stephan_collection,1
Nasalis larvatus,Bulbus_olfactorius_accessorius_Vol.mm3,0,Stephan_collection,1
Nasalis larvatus,Capsula_interna_Vol.mm3,564,Stephan_collection,1
Nasalis larvatus,Cerebellum_Vol.mm3,12113,Stephan_collection,1
Nasalis larvatus,Complexus_vestibularis_Vol.mm3,172.4,Stephan_collection,1
Nasalis larvatus,Complexus_vestibularis_unilateral_Vol.mm3,86.2,Stephan_collection,1
Nasalis larvatus,Diencephalon_Vol.mm3,5310,Stephan_collection,1
Nasalis larvatus,Epithalamus_Vol.mm3,29.6,Stephan_collection,1
Nasalis larvatus,Facial_motor_nucleus_Vol.mm3,8.82,Sherwood,1
Nasalis larvatus,Facial_motor_nucleus_left_Vol.mm3,4.41,Sherwood,1
Nasalis larvatus,Hippocampus_Vol.mm3,1966,Stephan_collection,1
Nasalis larvatus,Hypoglossal_nucleus_Vol.mm3,4.36,Sherwood,1
Nasalis larvatus,Hypoglossal_nucleus_left_Vol.mm3,2.18,Sherwood,1
Nasalis larvatus,Hypothalamus_Vol.mm3,671,Stephan_collection,1
Nasalis larvatus,Lobus_piriformis_Vol.mm3,1268,Stephan_collection,1
Nasalis larvatus,Medulla_oblongata_Vol.mm3,2945.09,Sherwood; Stephan_collection,2
Nasalis larvatus,Mesencephalon_Vol.mm3,1556,Stephan_collection,1
