Species,measure_class,Measure,Units,Value,Value_median,n_sources,n_teams,n_teams_primary,primary_used,Teams,roles,value_min,value_max
Chaetodipus hispidus,mass,Brain_Mass,g,0.68,0.68,1,1,0,False,Burger,secondary,0.68,0.68
Chaetodipus penicillatus,mass,Brain_Mass,g,0.46,0.46,1,1,0,False,Burger,secondary,0.46,0.46
Chaetodipus spinatus,mass,Brain_Mass,g,0.48,0.48,1,1,0,False,Burger,secondary,0.48,0.48
Chaetophractus villosus,mass,Brain_Mass,g,16.4,16.4,1,1,0,False,Burger,secondary,16.4,16.4
Chalinolobus gouldii,mass,Brain_Mass,g,0.24,0.24,1,1,0,False,Burger,secondary,0.24,0.24
Chalinolobus morio,mass,Brain_Mass,g,0.1845,0.1845,1,1,0,False,Burger,secondary,0.1845,0.1845
Cheirogaleus adipicaudatus,mass,Brain_Mass,g,3.0374,3.0374,1,1,0,False,Burger,secondary,3.0374,3.0374
Cheirogaleus major,mass,Brain_Mass,g,6.8,6.8,8,3,1,True,Burger; Lewitus; Stephan_collection,primary; secondary,6.43,6.8
Cheirogaleus medius,mass,Brain_Mass,g,3.14,3.14,7,3,1,True,Burger; Lewitus; Stephan_collection,primary; secondary,3.01,3.34
Cheirogaleus sibreei,mass,Brain_Mass,g,4.4,4.4,1,1,0,False,Burger,secondary,4.4,4.4
Cheiromeles torquatus,mass,Brain_Mass,g,1.366,1.366,1,1,0,False,Burger,secondary,1.366,1.366
Chimp I,mass,Brain_Mass,g,345.95,345.95,1,1,1,True,Weaver,primary,345.95,345.95
Chinchilla lanigera,mass,Brain_Mass,g,6.8,6.8,1,1,0,False,Burger,secondary,6.8,6.8
Chiroderma salvini,mass,Brain_Mass,g,0.787,0.787,1,1,0,False,Burger,secondary,0.787,0.787
Chiroderma trinitatum,mass,Brain_Mass,g,0.537,0.537,1,1,0,False,Burger,secondary,0.537,0.537
Chiroderma villosum,mass,Brain_Mass,g,0.706,0.706,1,1,0,False,Burger,secondary,0.706,0.706
Chironax melanocephalus,mass,Brain_Mass,g,0.612,0.612,1,1,0,False,Burger,secondary,0.612,0.612
Chironectes minimus,mass,Brain_Mass,g,5.54,5.54,1,1,0,False,Burger,secondary,5.54,5.54
Chiropodomys gliroides,mass,Brain_Mass,g,0.7,0.7,1,1,0,False,Burger,secondary,0.7,0.7
Chiropotes chiropotes,mass,Brain_Mass,g,57.043,57.043,1,1,0,False,Burger,secondary,57.043,57.043
Chiropotes israelita,mass,Brain_Mass,g,55.1348,55.1348,1,1,0,False,Burger,secondary,55.1348,55.1348
Chiropotes satanas,mass,Brain_Mass,g,48.3303,48.3303,1,1,0,False,Burger,secondary,48.3303,48.3303
Chlorocebus aethiops,mass,Brain_Mass,g,64.13,64.13,1,1,0,False,Burger,secondary,64.13,64.13
Chlorocebus cynosuros,mass,Brain_Mass,g,72.0,72.0,1,1,0,False,Burger,secondary,72.0,72.0
Chlorocebus pygerythrus,mass,Brain_Mass,g,62.5774,62.5774,1,1,0,False,Burger,secondary,62.5774,62.5774
Chlorocebus sabaeus,mass,Brain_Mass,g,64.9133,64.9133,1,1,0,False,Burger,secondary,64.9133,64.9133
Choeroniscus godmani,mass,Brain_Mass,g,0.34,0.34,1,1,0,False,Burger,secondary,0.34,0.34
Choeroniscus minor,mass,Brain_Mass,g,0.389,0.389,1,1,0,False,Burger,secondary,0.389,0.389
Choloepus didactylus,mass,Brain_Mass,g,35.5167,36.0,4,3,0,False,Burger; Karl; Lewitus,secondary,7.7,77.0
Choloepus hoffmanni,mass,Brain_Mass,g,24.54,24.54,1,1,0,False,Burger,secondary,24.54,24.54
Chrotopterus auritus,mass,Brain_Mass,g,1.74,1.74,1,1,0,False,Burger,secondary,1.74,1.74
Chrysochloris asiatica,mass,Brain_Mass,g,0.7,0.7,3,2,1,True,Burger; Stephan_collection,primary; secondary,0.7,0.7
Chrysochloris stuhlmanni,mass,Brain_Mass,g,0.74,0.74,5,2,1,True,Burger; Stephan_collection,primary; secondary,0.74,1.06
Chrysocyon brachyurus,mass,Brain_Mass,g,120.3,120.3,1,1,0,False,Burger,secondary,120.3,120.3
Civettictis civetta,mass,Brain_Mass,g,37.0,37.0,1,1,0,False,Burger,secondary,37.0,37.0
Clyomys laticeps,mass,Brain_Mass,g,3.52,3.52,1,1,0,False,Burger,secondary,3.52,3.52
Coendou prehensilis,mass,Brain_Mass,g,16.73,16.73,1,1,0,False,Burger,secondary,16.73,16.73
Coendou rothschildi,mass,Brain_Mass,g,20.85,20.85,1,1,0,False,Burger,secondary,20.85,20.85
Coleura afra,mass,Brain_Mass,g,0.2585,0.2585,1,1,0,False,Burger,secondary,0.2585,0.2585
Colobus angolensis,mass,Brain_Mass,g,74.4,74.4,3,2,1,True,Burger; Zilles,primary; secondary,74.4,74.4
Colobus guereza,mass,Brain_Mass,g,83.9,83.9,1,1,0,False,Burger,secondary,83.9,83.9
Colobus polykomos,mass,Brain_Mass,g,70.2,70.2,1,1,0,False,Burger,secondary,70.2,70.2
Colobus satanas,mass,Brain_Mass,g,74.9,74.9,1,1,0,False,Burger,secondary,74.9,74.9
Colobus vellerosus,mass,Brain_Mass,g,73.0708,73.0708,1,1,0,False,Burger,secondary,73.0708,73.0708
Condylura cristata,mass,Brain_Mass,g,1.086,1.086,3,2,0,False,Burger; HerculanoHouzel,secondary,0.802,1.37
Conepatus chinga,mass,Brain_Mass,g,18.7,18.7,1,1,0,False,Burger,secondary,18.7,18.7
Conepatus humboldtii,mass,Brain_Mass,g,12.6,12.6,1,1,0,False,Burger,secondary,12.6,12.6
Conepatus leuconotus,mass,Brain_Mass,g,14.4,14.4,1,1,0,False,Burger,secondary,14.4,14.4
Connochaetes taurinus,mass,Brain_Mass,g,443.0,443.0,1,1,0,False,Burger,secondary,443.0,443.0
Cormura brevirostris,mass,Brain_Mass,g,0.219,0.219,1,1,0,False,Burger,secondary,0.219,0.219
Craseonycteris thonglongyai,mass,Brain_Mass,g,0.087,0.087,1,1,0,False,Burger,secondary,0.087,0.087
Cratogeomys fumosus,mass,Brain_Mass,g,4.19,4.19,1,1,0,False,Burger,secondary,4.19,4.19
Cremnomys cutchicus,mass,Brain_Mass,g,1.67,1.67,1,1,0,False,Burger,secondary,1.67,1.67
Cricetomys gambianus,mass,Brain_Mass,g,6.57,6.57,1,1,0,False,Burger,secondary,6.57,6.57
Cricetulus barabensis,mass,Brain_Mass,g,0.6699,0.6699,1,1,0,False,Burger,secondary,0.6699,0.6699
Cricetus cricetus,mass,Brain_Mass,g,2.2,2.2,1,1,0,False,Burger,secondary,2.2,2.2
Cro-Magnon,mass,Brain_Mass,g,1477.34,1477.34,1,1,1,True,Weaver,primary,1477.34,1477.34
Crocidura flavescens,mass,Brain_Mass,g,0.44,0.44,5,2,1,True,Lewitus; Stephan_collection,primary; secondary,0.41,0.44
Crocidura fuscomurina,mass,Brain_Mass,g,0.13,0.13,1,1,0,False,Burger,secondary,0.13,0.13
Crocidura russala,mass,Brain_Mass,g,0.19,0.19,1,1,0,False,Lewitus,secondary,0.19,0.19
Crocidura russula,mass,Brain_Mass,g,0.19,0.19,5,2,1,True,Burger; Stephan_collection,primary; secondary,0.19,0.19
Crocuta crocuta,mass,Brain_Mass,g,164.1337,164.1337,3,2,0,False,Burger; Lewitus,secondary,153.265,175.0
Crossarchus obscurus,mass,Brain_Mass,g,9.99,9.99,1,1,0,False,Burger,secondary,9.99,9.99
Cryptomys hottentotus,mass,Brain_Mass,g,1.01,1.01,2,2,0,False,Burger; Kverkova,secondary,0.85,1.17
Cryptomys hottentotus natalensis,mass,Brain_Mass,g,1.24,1.24,1,1,0,False,Kverkova,secondary,1.24,1.24
Cryptomys hottentotus pretoriae,mass,Brain_Mass,g,1.35,1.35,1,1,0,False,Kverkova,secondary,1.35,1.35
Cryptoprocta ferox,mass,Brain_Mass,g,32.1,32.1,1,1,0,False,Burger,secondary,32.1,32.1
Cryptotis parva,mass,Brain_Mass,g,0.25,0.25,2,2,1,True,Burger; Finlay,primary; secondary,0.12,0.25
Cuniculus paca,mass,Brain_Mass,g,35.22,35.22,1,1,0,False,Burger,secondary,35.22,35.22
Cuon alpinus,mass,Brain_Mass,g,94.6,94.6,1,1,0,False,Burger,secondary,94.6,94.6
Cyclopes didactylus,mass,Brain_Mass,g,4.29,4.29,1,1,0,False,Burger,secondary,4.29,4.29
Cynictis penicillata,mass,Brain_Mass,g,11.505,11.505,3,2,0,False,Burger; Lewitus,secondary,10.5,12.51
Cynocephalus volans,mass,Brain_Mass,g,6.2,6.2,1,1,0,False,Lewitus,secondary,6.2,6.2
Cynogale bennettii,mass,Brain_Mass,g,29.96,29.96,1,1,0,False,Burger,secondary,29.96,29.96
Cynomops abrasus,mass,Brain_Mass,g,0.418,0.418,1,1,0,False,Burger,secondary,0.418,0.418
Cynomops greenhalli,mass,Brain_Mass,g,0.3,0.3,1,1,0,False,Burger,secondary,0.3,0.3
Cynomops planirostris,mass,Brain_Mass,g,0.185,0.185,1,1,0,False,Burger,secondary,0.185,0.185
Cynomys gunnisoni,mass,Brain_Mass,g,5.14,5.14,1,1,0,False,Burger,secondary,5.14,5.14
Cynomys leucurus,mass,Brain_Mass,g,5.77,5.77,1,1,0,False,Burger,secondary,5.77,5.77
Cynomys ludovicianus,mass,Brain_Mass,g,5.69,5.69,1,1,0,False,Burger,secondary,5.69,5.69
Cynomys mexicanus,mass,Brain_Mass,g,5.525,5.525,1,1,0,False,Burger,secondary,5.525,5.525
Cynomys parvidens,mass,Brain_Mass,g,5.58,5.58,1,1,0,False,Burger,secondary,5.58,5.58
Cynopterus brachyotis,mass,Brain_Mass,g,0.9527,0.9527,1,1,0,False,Burger,secondary,0.9527,0.9527
Cynopterus horsfieldii,mass,Brain_Mass,g,1.3495,1.3495,1,1,0,False,Burger,secondary,1.3495,1.3495
Cynopterus sphinx,mass,Brain_Mass,g,1.061,1.061,1,1,0,False,Burger,secondary,1.061,1.061
Cystophora cristata,mass,Brain_Mass,g,455.0,455.0,1,1,0,False,Burger,secondary,455.0,455.0
Cyttarops alecto,mass,Brain_Mass,g,0.175,0.175,1,1,0,False,Burger,secondary,0.175,0.175
Dactylopsila palpator,mass,Brain_Mass,g,6.91,6.91,1,1,0,False,Burger,secondary,6.91,6.91
Dactylopsila tatei,mass,Brain_Mass,g,4.45,4.45,1,1,0,False,Burger,secondary,4.45,4.45
Dactylopsila trivirgata,mass,Brain_Mass,g,5.83,5.83,1,1,0,False,Burger,secondary,5.83,5.83
Dama dama,mass,Brain_Mass,g,224.5,224.5,1,1,0,False,Burger,secondary,224.5,224.5
Damaliscus lunatus,mass,Brain_Mass,g,290.6,290.6,1,1,0,False,Burger,secondary,290.6,290.6
Damaliscus pygargus,mass,Brain_Mass,g,254.6,254.6,1,1,0,False,Burger,secondary,254.6,254.6
Damaliscus pygargus phillipsi,mass,Brain_Mass,g,154.718,154.718,1,1,0,False,HerculanoHouzel,secondary,154.718,154.718
Dasycercus cristicauda,mass,Brain_Mass,g,1.24,1.24,1,1,0,False,Burger,secondary,1.24,1.24
Dasykaluta rosamondae,mass,Brain_Mass,g,0.54,0.54,1,1,0,False,Burger,secondary,0.54,0.54
Dasyprocta leporina,mass,Brain_Mass,g,19.23,19.23,2,2,0,False,Burger; Lewitus,secondary,17.2,21.26
Dasyprocta punctata,mass,Brain_Mass,g,18.34,18.34,1,1,0,False,Burger,secondary,18.34,18.34
Dasypus novemcinctus,mass,Brain_Mass,g,10.4167,10.75,4,3,0,False,Burger; Garwicz; Lewitus,secondary,8.5,12.0
Dasyuroides byrnei,mass,Brain_Mass,g,1.5,1.5,1,1,0,False,Burger,secondary,1.5,1.5
Dasyurus albopunctatus,mass,Brain_Mass,g,3.79,3.79,1,1,0,False,Burger,secondary,3.79,3.79
Dasyurus geoffroii,mass,Brain_Mass,g,5.17,5.17,1,1,0,False,Burger,secondary,5.17,5.17
Dasyurus hallucatus,mass,Brain_Mass,g,3.38,3.38,1,1,0,False,Burger,secondary,3.38,3.38
Dasyurus maculatus,mass,Brain_Mass,g,9.41,9.41,1,1,0,False,Burger,secondary,9.41,9.41
Dasyurus spartacus,mass,Brain_Mass,g,5.3,5.3,1,1,0,False,Burger,secondary,5.3,5.3
Dasyurus viverrinus,mass,Brain_Mass,g,5.33,5.33,1,1,0,False,Burger,secondary,5.33,5.33
Daubentonia madagascariensis,mass,Brain_Mass,g,45.15,45.15,7,3,1,True,Burger; Lewitus; Stephan_collection,primary; secondary,44.8875,45.15
Delphinapterus leucas,mass,Brain_Mass,g,1921.0,1921.0,1,1,0,False,Burger,secondary,1921.0,1921.0
Delphinus delphis,mass,Brain_Mass,g,889.13,889.13,2,2,0,False,Burger; Lewitus,secondary,797.26,981.0
Dendrohyrax arboreus,mass,Brain_Mass,g,12.3,12.3,1,1,0,False,Burger,secondary,12.3,12.3
Dendrohyrax dorsalis,mass,Brain_Mass,g,12.8,12.8,1,1,0,False,HerculanoHouzel,secondary,12.8,12.8
Dendrohyrax sp.,mass,Brain_Mass,g,3.328,3.328,1,1,0,False,HerculanoHouzel,secondary,3.328,3.328
Dendrolagus bennettianus,mass,Brain_Mass,g,18.5,18.5,1,1,0,False,Burger,secondary,18.5,18.5
Dendrolagus dorianus,mass,Brain_Mass,g,32.3,32.3,1,1,0,False,Burger,secondary,32.3,32.3
Dendrolagus goodfellowi,mass,Brain_Mass,g,28.4,28.4,1,1,0,False,Burger,secondary,28.4,28.4
Dendrolagus inustus,mass,Brain_Mass,g,30.1,30.1,1,1,0,False,Burger,secondary,30.1,30.1
Dendrolagus lumholtzi,mass,Brain_Mass,g,26.2,26.2,1,1,0,False,Burger,secondary,26.2,26.2
Dendrolagus matschiei,mass,Brain_Mass,g,27.5,27.5,1,1,0,False,Burger,secondary,27.5,27.5
Dendrolagus scottae,mass,Brain_Mass,g,29.2,29.2,1,1,0,False,Burger,secondary,29.2,29.2
Dendrolagus spadix,mass,Brain_Mass,g,28.5,28.5,1,1,0,False,Burger,secondary,28.5,28.5
Dendrolagus ursinus,mass,Brain_Mass,g,26.3,26.3,1,1,0,False,Burger,secondary,26.3,26.3
Desmana moschata,mass,Brain_Mass,g,4.0,4.0,5,2,1,True,Burger; Stephan_collection,primary; secondary,4.0,4.0
Desmodus rotundus,mass,Brain_Mass,g,0.916,0.916,1,1,0,False,Burger,secondary,0.916,0.916
Diaemus youngi,mass,Brain_Mass,g,0.971,0.971,1,1,0,False,Burger,secondary,0.971,0.971
Diceros bicornis,mass,Brain_Mass,g,655.0,655.0,1,1,0,False,Burger,secondary,655.0,655.0
Dicrostonyx groenlandicus,mass,Brain_Mass,g,0.72,0.72,1,1,0,False,Burger,secondary,0.72,0.72
Dicrostonyx richardsoni,mass,Brain_Mass,g,0.8983,0.8983,1,1,0,False,Burger,secondary,0.8983,0.8983
Dicrostonyx torquatus,mass,Brain_Mass,g,0.84,0.84,1,1,0,False,Burger,secondary,0.84,0.84
Didelphis marsupialis,mass,Brain_Mass,g,6.3,6.3,2,2,1,True,Burger; Finlay,primary; secondary,6.3,6.35
Didelphis virginiana,mass,Brain_Mass,g,6.72,6.72,3,2,0,False,Burger; Lewitus,secondary,6.72,6.72
Dinomys branickii,mass,Brain_Mass,g,31.625,31.625,2,2,0,False,Burger; Karl,secondary,26.95,36.3
Diphylla ecaudata,mass,Brain_Mass,g,0.8015,0.8015,1,1,0,False,Burger,secondary,0.8015,0.8015
Dipodillus campestris,mass,Brain_Mass,g,0.9,0.9,1,1,0,False,Burger,secondary,0.9,0.9
Dipodillus dasyurus,mass,Brain_Mass,g,1.32,1.32,1,1,0,False,Burger,secondary,1.32,1.32
Dipodomys agilis,mass,Brain_Mass,g,1.34,1.34,1,1,0,False,Burger,secondary,1.34,1.34
Dipodomys deserti,mass,Brain_Mass,g,1.74,1.74,1,1,0,False,Burger,secondary,1.74,1.74
Dipodomys heermanni,mass,Brain_Mass,g,1.44,1.44,1,1,0,False,Burger,secondary,1.44,1.44
Dipodomys merriami,mass,Brain_Mass,g,1.1,1.1,1,1,0,False,Burger,secondary,1.1,1.1
Dipodomys microps,mass,Brain_Mass,g,1.22,1.22,1,1,0,False,Burger,secondary,1.22,1.22
Dipodomys ordii,mass,Brain_Mass,g,1.45,1.45,1,1,0,False,Burger,secondary,1.45,1.45
Dipodomys panamintinus,mass,Brain_Mass,g,1.6,1.6,1,1,0,False,Burger,secondary,1.6,1.6
Dipodomys spectabilis,mass,Brain_Mass,g,1.93,1.93,1,1,0,False,Burger,secondary,1.93,1.93
Distoechurus pennatus,mass,Brain_Mass,g,0.94,0.94,1,1,0,False,Burger,secondary,0.94,0.94
Dobsonia inermis,mass,Brain_Mass,g,2.7,2.7,1,1,0,False,Burger,secondary,2.7,2.7
Dobsonia moluccensis,mass,Brain_Mass,g,4.43,4.43,1,1,0,False,Burger,secondary,4.43,4.43
Dobsonia praedatrix,mass,Brain_Mass,g,2.9749,2.9749,1,1,0,False,Burger,secondary,2.9749,2.9749
Dolichotis patagonum,mass,Brain_Mass,g,30.5,30.5,1,1,0,False,Burger,secondary,30.5,30.5
Dolichotis salinicola,mass,Brain_Mass,g,15.31,15.31,1,1,0,False,Burger,secondary,15.31,15.31
Dorcopsis atrata,mass,Brain_Mass,g,16.7,16.7,1,1,0,False,Burger,secondary,16.7,16.7
Dorcopsis hageni,mass,Brain_Mass,g,22.5,22.5,1,1,0,False,Burger,secondary,22.5,22.5
Dorcopsis luctuosa,mass,Brain_Mass,g,20.6,20.6,1,1,0,False,Burger,secondary,20.6,20.6
Dorcopsis muelleri,mass,Brain_Mass,g,20.4,20.4,1,1,0,False,Burger,secondary,20.4,20.4
Dorcopsulus macleayi,mass,Brain_Mass,g,13.5,13.5,1,1,0,False,Burger,secondary,13.5,13.5
Dorcopsulus vanheurni,mass,Brain_Mass,g,11.8,11.8,1,1,0,False,Burger,secondary,11.8,11.8
Dremomys rufigenis,mass,Brain_Mass,g,5.41,5.41,1,1,0,False,Burger,secondary,5.41,5.41
Dromiciops gliroides,mass,Brain_Mass,g,0.81,0.81,1,1,0,False,Burger,secondary,0.81,0.81
Dugong dugon,mass,Brain_Mass,g,264.67,264.67,1,1,0,False,Burger,secondary,264.67,264.67
Echimys chrysurus,mass,Brain_Mass,g,5.02,5.02,1,1,0,False,Burger,secondary,5.02,5.02
Echinops telfairi,mass,Brain_Mass,g,0.62,0.62,6,3,2,True,Burger; Finlay; Stephan_collection,primary; secondary,0.62,0.62
Echinosorex gymnura,mass,Brain_Mass,g,5.5,5.5,1,1,0,False,Burger,secondary,5.5,5.5
Echymipera clara,mass,Brain_Mass,g,4.48,4.48,1,1,0,False,Burger,secondary,4.48,4.48
Echymipera kalubu,mass,Brain_Mass,g,3.67,3.67,1,1,0,False,Burger,secondary,3.67,3.67
Echymipera rufescens,mass,Brain_Mass,g,3.73,3.73,1,1,0,False,Burger,secondary,3.73,3.73
Eidolon helvum,mass,Brain_Mass,g,4.4325,4.4325,1,1,0,False,Burger,secondary,4.4325,4.4325
Eira barbara,mass,Brain_Mass,g,47.05,47.05,1,1,0,False,Burger,secondary,47.05,47.05
Elephantulus fuscipes,mass,Brain_Mass,g,1.33,1.33,6,3,1,True,Burger; Lewitus; Stephan_collection,primary; secondary,1.33,1.33
Elephantulus intufi,mass,Brain_Mass,g,1.14,1.14,1,1,0,False,Burger,secondary,1.14,1.14
Elephantulus myurus,mass,Brain_Mass,g,1.26,1.37,3,3,0,False,Burger; Garwicz; HerculanoHouzel,secondary,1.04,1.37
Elephas maximus,mass,Brain_Mass,g,5211.25,5211.25,1,1,0,False,Burger,secondary,5211.25,5211.25
Emballonura monticola,mass,Brain_Mass,g,0.163,0.163,1,1,0,False,Burger,secondary,0.163,0.163
Emballonura raffrayana,mass,Brain_Mass,g,0.174,0.174,1,1,0,False,Burger,secondary,0.174,0.174
Emballonura semicaudata,mass,Brain_Mass,g,0.184,0.184,1,1,0,False,Burger,secondary,0.184,0.184
Enhydra lutris,mass,Brain_Mass,g,119.0,119.0,1,1,0,False,Burger,secondary,119.0,119.0
Eonycteris spelaea,mass,Brain_Mass,g,1.26,1.26,1,1,0,False,Burger,secondary,1.26,1.26
Epomophorus gambianus,mass,Brain_Mass,g,4.3285,4.3285,1,1,0,False,Burger,secondary,4.3285,4.3285
Epomophorus labiatus,mass,Brain_Mass,g,1.5887,1.5887,1,1,0,False,Burger,secondary,1.5887,1.5887
Epomophorus wahlbergi,mass,Brain_Mass,g,1.9613,1.9613,1,1,0,False,Burger,secondary,1.9613,1.9613
Epomops franqueti,mass,Brain_Mass,g,2.213,2.213,1,1,0,False,Burger,secondary,2.213,2.213
Eptesicus brasiliensis,mass,Brain_Mass,g,0.1983,0.1983,1,1,0,False,Burger,secondary,0.1983,0.1983
Eptesicus dimissus,mass,Brain_Mass,g,0.231,0.231,1,1,0,False,Burger,secondary,0.231,0.231
Eptesicus furinalis,mass,Brain_Mass,g,0.1895,0.1895,1,1,0,False,Burger,secondary,0.1895,0.1895
Eptesicus fuscus,mass,Brain_Mass,g,0.2143,0.2143,1,1,0,False,Burger,secondary,0.2143,0.2143
Eptesicus pachyotis,mass,Brain_Mass,g,0.158,0.158,1,1,0,False,Burger,secondary,0.158,0.158
Eptesicus serotinus,mass,Brain_Mass,g,0.327,0.327,1,1,0,False,Burger,secondary,0.327,0.327
Equus asinus,mass,Brain_Mass,g,434.0,434.0,1,1,0,False,Burger,secondary,434.0,434.0
Equus burchelli,mass,Brain_Mass,g,553.75,553.75,3,2,0,False,Burger; Lewitus,secondary,520.5,612.0
Equus caballus,mass,Brain_Mass,g,663.3333,693.0,4,3,0,False,Burger; Garwicz; Lewitus,secondary,585.0,712.0
Equus zebra,mass,Brain_Mass,g,548.0,548.0,1,1,0,False,Burger,secondary,548.0,548.0
Erethizon dorsata,mass,Brain_Mass,g,24.6,24.6,1,1,0,False,Burger,secondary,24.6,24.6
Erignathus barbatus,mass,Brain_Mass,g,460.0,460.0,1,1,0,False,Burger,secondary,460.0,460.0
Erinaceus europaeus,mass,Brain_Mass,g,3.32,3.32,10,6,2,True,Burger; Finlay; Garwicz; HerculanoHouzel; Lewitus; Stephan_collection,primary; secondary,3.23,3.67
Erythrocebus patas,mass,Brain_Mass,g,108.0,108.0,7,4,1,True,Burger; Lewitus; Stephan_collection; Zilles,primary; secondary,94.2,108.0
Eschrichtius robustus,mass,Brain_Mass,g,4316.67,4316.67,1,1,0,False,Burger,secondary,4316.67,4316.67
Eudorcas thomsonii,mass,Brain_Mass,g,91.8,91.8,1,1,0,False,Burger,secondary,91.8,91.8
Eulemur albifrons,mass,Brain_Mass,g,21.4474,21.4474,1,1,0,False,Burger,secondary,21.4474,21.4474
Eulemur albocollaris,mass,Brain_Mass,g,22.1,22.1,1,1,0,False,Burger,secondary,22.1,22.1
Eulemur coronatus,mass,Brain_Mass,g,20.651,20.651,1,1,0,False,Burger,secondary,20.651,20.651
Eulemur fulvus,mass,Brain_Mass,g,23.3,23.3,7,3,1,True,Burger; Lewitus; Stephan_collection,primary; secondary,23.3,28.1
Eulemur macaco,mass,Brain_Mass,g,22.6,22.6,1,1,0,False,Burger,secondary,22.6,22.6
Eulemur mongoz,mass,Brain_Mass,g,22.39,22.39,3,2,0,False,Burger; Lewitus,secondary,20.75,24.03
Eulemur rubriventer,mass,Brain_Mass,g,24.9,24.9,1,1,0,False,Burger,secondary,24.9,24.9
Eulemur rufus,mass,Brain_Mass,g,25.396,25.396,1,1,0,False,Burger,secondary,25.396,25.396
Eumetopias jubatus,mass,Brain_Mass,g,661.25,661.25,1,1,0,False,Burger,secondary,661.25,661.25
Eumops auripendulus,mass,Brain_Mass,g,0.612,0.612,1,1,0,False,Burger,secondary,0.612,0.612
Eumops glaucinus,mass,Brain_Mass,g,0.6565,0.6565,1,1,0,False,Burger,secondary,0.6565,0.6565
Eumops perotis,mass,Brain_Mass,g,0.802,0.802,1,1,0,False,Burger,secondary,0.802,0.802
Euoticus elegantulus,mass,Brain_Mass,g,5.5347,5.5347,1,1,0,False,Burger,secondary,5.5347,5.5347
Euoticus pallidus,mass,Brain_Mass,g,5.1857,5.1857,1,1,0,False,Burger,secondary,5.1857,5.1857
Euphractus sexcinctus,mass,Brain_Mass,g,33.5,33.5,1,1,0,False,Burger,secondary,33.5,33.5
Eupleres goudotii,mass,Brain_Mass,g,17.0,17.0,1,1,0,False,Burger,secondary,17.0,17.0
Felis catus,mass,Brain_Mass,g,30.0,30.0,5,4,1,True,Burger; Finlay; Garwicz; Lewitus,primary; secondary,25.6,31.1833
Felis chaus,mass,Brain_Mass,g,37.0,37.0,1,1,0,False,Burger,secondary,37.0,37.0
Felis manul,mass,Brain_Mass,g,34.47,34.47,1,1,0,False,Burger,secondary,34.47,34.47
Felis nigripes,mass,Brain_Mass,g,20.1,20.1,1,1,0,False,Burger,secondary,20.1,20.1
Felis silvestris,mass,Brain_Mass,g,35.5,35.5,1,1,0,False,Burger,secondary,35.5,35.5
Fossa fossana,mass,Brain_Mass,g,19.69,19.69,1,1,0,False,Burger,secondary,19.69,19.69
Fukomys anselli,mass,Brain_Mass,g,1.25,1.25,1,1,0,False,Kverkova,secondary,1.25,1.25
Fukomys damarensis,mass,Brain_Mass,g,1.39,1.39,1,1,0,False,Kverkova,secondary,1.39,1.39
Fukomys darlingi,mass,Brain_Mass,g,1.23,1.23,1,1,0,False,Kverkova,secondary,1.23,1.23
Fukomys mechowii,mass,Brain_Mass,g,2.15,2.15,1,1,0,False,Kverkova,secondary,2.15,2.15
Funambulus pennantii,mass,Brain_Mass,g,2.1,2.1,1,1,0,False,Burger,secondary,2.1,2.1
Funisciurus anerythrus,mass,Brain_Mass,g,4.14,4.14,1,1,0,False,Burger,secondary,4.14,4.14
Funisciurus carruthersi,mass,Brain_Mass,g,4.48,4.48,1,1,0,False,Burger,secondary,4.48,4.48
Funisciurus pyrropus,mass,Brain_Mass,g,4.38,4.38,1,1,0,False,Burger,secondary,4.38,4.38
Furipterus horrens,mass,Brain_Mass,g,0.127,0.127,1,1,0,False,Burger,secondary,0.127,0.127
Galago alleni,mass,Brain_Mass,g,5.85,5.85,1,1,0,False,Burger,secondary,5.85,5.85
Galago cameronensis,mass,Brain_Mass,g,5.5809,5.5809,1,1,0,False,Burger,secondary,5.5809,5.5809
Galago gabonensis,mass,Brain_Mass,g,5.3574,5.3574,1,1,0,False,Burger,secondary,5.3574,5.3574
Galago granti,mass,Brain_Mass,g,4.0738,4.0738,1,1,0,False,Burger,secondary,4.0738,4.0738
Galago matschiei,mass,Brain_Mass,g,4.6219,4.6219,1,1,0,False,Burger,secondary,4.6219,4.6219
Galago moholi,mass,Brain_Mass,g,3.7052,3.7052,1,1,0,False,Burger,secondary,3.7052,3.7052
Galago senegalensis,mass,Brain_Mass,g,4.8,4.8,8,3,1,True,Burger; Lewitus; Stephan_collection,primary; secondary,4.8,5.9
Galago sp.,mass,Brain_Mass,g,4.8,4.8,1,1,1,True,Finlay,primary,4.8,4.8
Galago thomasi,mass,Brain_Mass,g,3.1175,3.1175,1,1,0,False,Burger,secondary,3.1175,3.1175
Galago zanzibaricus,mass,Brain_Mass,g,3.5,3.5,1,1,0,False,Burger,secondary,3.5,3.5
Galagoides demidoff,mass,Brain_Mass,g,3.34,3.34,9,4,2,True,Burger; Lewitus; Stephan_collection; Zilles,primary; secondary,3.3,3.38
Galea musteloides,mass,Brain_Mass,g,2.72,2.72,1,1,0,False,Burger,secondary,2.72,2.72
Galemys pyrenaicus,mass,Brain_Mass,g,1.33,1.33,6,3,1,True,Burger; Lewitus; Stephan_collection,primary; secondary,1.33,1.33
Galerella pulverulenta,mass,Brain_Mass,g,11.02,11.02,1,1,0,False,Burger,secondary,11.02,11.02
