"Species","Measure","Units","Value_g","raw_value","raw_unit","Source","first_author","Year","Team","role","paper","column","poolable_group","basis","measure_emitted"
"Macaca radiata","Brain_Mass","g",25,"25","g","10.1159%2F000446762_Table1.tsv","Turner","2016","Turner","info","Turner_etal_2016","brain_weight_g","mass_measured","mass_fixed","Brain_Mass_measured"
"Macaca radiata","Brain_Mass","g",24.8,"24.8","g","10.1159%2F000446762_Table1.tsv","Turner","2016","Turner","info","Turner_etal_2016","brain_weight_g","mass_measured","mass_fixed","Brain_Mass_measured"
"Macaca nemestrina","Brain_Mass","g",36.4,"36.4","g","10.1159%2F000446762_Table1.tsv","Turner","2016","Turner","info","Turner_etal_2016","brain_weight_g","mass_measured","mass_fixed","Brain_Mass_measured"
"Macaca mulatta","Brain_Mass","g",33.2,"33.2","g","10.1159%2F000446762_Table1.tsv","Turner","2016","Turner","info","Turner_etal_2016","brain_weight_g","mass_measured","mass_fixed","Brain_Mass_measured"
"Papio cynocephalus anubis","Brain_Mass","g",56.3,"56.3","g","10.1159%2F000446762_Table1.tsv","Turner","2016","Turner","info","Turner_etal_2016","brain_weight_g","mass_measured","mass_fixed","Brain_Mass_measured"
"Papio cynocephalus anubis","Brain_Mass","g",50,"50","g","10.1159%2F000446762_Table1.tsv","Turner","2016","Turner","info","Turner_etal_2016","brain_weight_g","mass_measured","mass_fixed","Brain_Mass_measured"
"Tachyglossus aculeatus","Brain_Mass","g",27.5,"27.5","g","10.1371%2Fjournal.pbio.1002000_TableS1.tsv","Lewitus","2014","Lewitus","secondary","Lewitus_etal_2014","Brain_weight_g","mass_measured","mass_unspecified","Brain_Mass_measured"
"Mus musculus","Brain_Mass","g",0.55,"0.55","g","10.1371%2Fjournal.pbio.1002000_TableS1.tsv","Lewitus","2014","Lewitus","secondary","Lewitus_etal_2014","Brain_weight_g","mass_measured","mass_unspecified","Brain_Mass_measured"
"Rattus norvegicus","Brain_Mass","g",2.406666667,"2.406666667","g","10.1371%2Fjournal.pbio.1002000_TableS1.tsv","Lewitus","2014","Lewitus","secondary","Lewitus_etal_2014","Brain_weight_g","mass_measured","mass_unspecified","Brain_Mass_measured"
"Mesocricetus auratus","Brain_Mass","g",1.01,"1.01","g","10.1371%2Fjournal.pbio.1002000_TableS1.tsv","Lewitus","2014","Lewitus","secondary","Lewitus_etal_2014","Brain_weight_g","mass_measured","mass_unspecified","Brain_Mass_measured"
"Castor canadensis","Brain_Mass","g",41.16666667,"41.16666667","g","10.1371%2Fjournal.pbio.1002000_TableS1.tsv","Lewitus","2014","Lewitus","secondary","Lewitus_etal_2014","Brain_weight_g","mass_measured","mass_unspecified","Brain_Mass_measured"
"Hydrochoerus hydrochaeris","Brain_Mass","g",63.5,"63.5","g","10.1371%2Fjournal.pbio.1002000_TableS1.tsv","Lewitus","2014","Lewitus","secondary","Lewitus_etal_2014","Brain_weight_g","mass_measured","mass_unspecified","Brain_Mass_measured"
"Dasyprocta leporina","Brain_Mass","g",17.2,"17.2","g","10.1371%2Fjournal.pbio.1002000_TableS1.tsv","Lewitus","2014","Lewitus","secondary","Lewitus_etal_2014","Brain_weight_g","mass_measured","mass_unspecified","Brain_Mass_measured"
"Oryctolagus cuniculus","Brain_Mass","g",6.5,"6.5","g","10.1371%2Fjournal.pbio.1002000_TableS1.tsv","Lewitus","2014","Lewitus","secondary","Lewitus_etal_2014","Brain_weight_g","mass_measured","mass_unspecified","Brain_Mass_measured"
"Cercopithecus mitis","Brain_Mass","g",67,"67","g","10.1371%2Fjournal.pbio.1002000_TableS1.tsv","Lewitus","2014","Lewitus","secondary","Lewitus_etal_2014","Brain_weight_g","mass_measured","mass_unspecified","Brain_Mass_measured"
"Erythrocebus patas","Brain_Mass","g",105.65,"105.65","g","10.1371%2Fjournal.pbio.1002000_TableS1.tsv","Lewitus","2014","Lewitus","secondary","Lewitus_etal_2014","Brain_weight_g","mass_measured","mass_unspecified","Brain_Mass_measured"
"Miopithecus talapoin","Brain_Mass","g",39.1,"39.1","g","10.1371%2Fjournal.pbio.1002000_TableS1.tsv","Lewitus","2014","Lewitus","secondary","Lewitus_etal_2014","Brain_weight_g","mass_measured","mass_unspecified","Brain_Mass_measured"
"Mandrillus sphinx","Brain_Mass","g",159.4,"159.4","g","10.1371%2Fjournal.pbio.1002000_TableS1.tsv","Lewitus","2014","Lewitus","secondary","Lewitus_etal_2014","Brain_weight_g","mass_measured","mass_unspecified","Brain_Mass_measured"
"Lophocebus albigena","Brain_Mass","g",103.375,"103.375","g","10.1371%2Fjournal.pbio.1002000_TableS1.tsv","Lewitus","2014","Lewitus","secondary","Lewitus_etal_2014","Brain_weight_g","mass_measured","mass_unspecified","Brain_Mass_measured"
"Papio hamadryas","Brain_Mass","g",182,"182","g","10.1371%2Fjournal.pbio.1002000_TableS1.tsv","Lewitus","2014","Lewitus","secondary","Lewitus_etal_2014","Brain_weight_g","mass_measured","mass_unspecified","Brain_Mass_measured"
"Macaca mulatta","Brain_Mass","g",89.22,"89.22","g","10.1371%2Fjournal.pbio.1002000_TableS1.tsv","Lewitus","2014","Lewitus","secondary","Lewitus_etal_2014","Brain_weight_g","mass_measured","mass_unspecified","Brain_Mass_measured"
"Piliocolobus badius","Brain_Mass","g",76.75,"76.75","g","10.1371%2Fjournal.pbio.1002000_TableS1.tsv","Lewitus","2014","Lewitus","secondary","Lewitus_etal_2014","Brain_weight_g","mass_measured","mass_unspecified","Brain_Mass_measured"
"Pygathrix nemaeus","Brain_Mass","g",84.83333333,"84.83333333","g","10.1371%2Fjournal.pbio.1002000_TableS1.tsv","Lewitus","2014","Lewitus","secondary","Lewitus_etal_2014","Brain_weight_g","mass_measured","mass_unspecified","Brain_Mass_measured"
"Gorilla gorilla","Brain_Mass","g",477.44,"477.44","g","10.1371%2Fjournal.pbio.1002000_TableS1.tsv","Lewitus","2014","Lewitus","secondary","Lewitus_etal_2014","Brain_weight_g","mass_measured","mass_unspecified","Brain_Mass_measured"
"Homo sapiens","Brain_Mass","g",1300,"1300","g","10.1371%2Fjournal.pbio.1002000_TableS1.tsv","Lewitus","2014","Lewitus","secondary","Lewitus_etal_2014","Brain_weight_g","mass_measured","mass_unspecified","Brain_Mass_measured"
"Pan troglodytes","Brain_Mass","g",392.06,"392.06","g","10.1371%2Fjournal.pbio.1002000_TableS1.tsv","Lewitus","2014","Lewitus","secondary","Lewitus_etal_2014","Brain_weight_g","mass_measured","mass_unspecified","Brain_Mass_measured"
"Pongo pygmaeus","Brain_Mass","g",347.75,"347.75","g","10.1371%2Fjournal.pbio.1002000_TableS1.tsv","Lewitus","2014","Lewitus","secondary","Lewitus_etal_2014","Brain_weight_g","mass_measured","mass_unspecified","Brain_Mass_measured"
"Hylobates lar","Brain_Mass","g",101.52,"101.52","g","10.1371%2Fjournal.pbio.1002000_TableS1.tsv","Lewitus","2014","Lewitus","secondary","Lewitus_etal_2014","Brain_weight_g","mass_measured","mass_unspecified","Brain_Mass_measured"
"Alouatta palliata","Brain_Mass","g",52.75,"52.75","g","10.1371%2Fjournal.pbio.1002000_TableS1.tsv","Lewitus","2014","Lewitus","secondary","Lewitus_etal_2014","Brain_weight_g","mass_measured","mass_unspecified","Brain_Mass_measured"
"Alouatta seniculus","Brain_Mass","g",54.95,"54.95","g","10.1371%2Fjournal.pbio.1002000_TableS1.tsv","Lewitus","2014","Lewitus","secondary","Lewitus_etal_2014","Brain_weight_g","mass_measured","mass_unspecified","Brain_Mass_measured"
"Ateles paniscus","Brain_Mass","g",108.5,"108.5","g","10.1371%2Fjournal.pbio.1002000_TableS1.tsv","Lewitus","2014","Lewitus","secondary","Lewitus_etal_2014","Brain_weight_g","mass_measured","mass_unspecified","Brain_Mass_measured"
"Lagothrix lagothricha","Brain_Mass","g",95.575,"95.575","g","10.1371%2Fjournal.pbio.1002000_TableS1.tsv","Lewitus","2014","Lewitus","secondary","Lewitus_etal_2014","Brain_weight_g","mass_measured","mass_unspecified","Brain_Mass_measured"
"Callicebus moloch","Brain_Mass","g",19,"19","g","10.1371%2Fjournal.pbio.1002000_TableS1.tsv","Lewitus","2014","Lewitus","secondary","Lewitus_etal_2014","Brain_weight_g","mass_measured","mass_unspecified","Brain_Mass_measured"
"Aotus trivirgatus","Brain_Mass","g",17.4,"17.4","g","10.1371%2Fjournal.pbio.1002000_TableS1.tsv","Lewitus","2014","Lewitus","secondary","Lewitus_etal_2014","Brain_weight_g","mass_measured","mass_unspecified","Brain_Mass_measured"
"Callimico goeldii","Brain_Mass","g",10.95,"10.95","g","10.1371%2Fjournal.pbio.1002000_TableS1.tsv","Lewitus","2014","Lewitus","secondary","Lewitus_etal_2014","Brain_weight_g","mass_measured","mass_unspecified","Brain_Mass_measured"
"Callithrix jacchus","Brain_Mass","g",7.614285714,"7.614285714","g","10.1371%2Fjournal.pbio.1002000_TableS1.tsv","Lewitus","2014","Lewitus","secondary","Lewitus_etal_2014","Brain_weight_g","mass_measured","mass_unspecified","Brain_Mass_measured"
"Saguinus midas","Brain_Mass","g",10.5,"10.5","g","10.1371%2Fjournal.pbio.1002000_TableS1.tsv","Lewitus","2014","Lewitus","secondary","Lewitus_etal_2014","Brain_weight_g","mass_measured","mass_unspecified","Brain_Mass_measured"
"Saguinus oedipus","Brain_Mass","g",9.8,"9.8","g","10.1371%2Fjournal.pbio.1002000_TableS1.tsv","Lewitus","2014","Lewitus","secondary","Lewitus_etal_2014","Brain_weight_g","mass_measured","mass_unspecified","Brain_Mass_measured"
"Cebus albifrons","Brain_Mass","g",71.23333333,"71.23333333","g","10.1371%2Fjournal.pbio.1002000_TableS1.tsv","Lewitus","2014","Lewitus","secondary","Lewitus_etal_2014","Brain_weight_g","mass_measured","mass_unspecified","Brain_Mass_measured"
"Saimiri sciureus","Brain_Mass","g",22.98,"22.98","g","10.1371%2Fjournal.pbio.1002000_TableS1.tsv","Lewitus","2014","Lewitus","secondary","Lewitus_etal_2014","Brain_weight_g","mass_measured","mass_unspecified","Brain_Mass_measured"
"Tarsius bancanus","Brain_Mass","g",3,"3","g","10.1371%2Fjournal.pbio.1002000_TableS1.tsv","Lewitus","2014","Lewitus","secondary","Lewitus_etal_2014","Brain_weight_g","mass_measured","mass_unspecified","Brain_Mass_measured"
"Tarsius syrichta","Brain_Mass","g",3.833333333,"3.833333333","g","10.1371%2Fjournal.pbio.1002000_TableS1.tsv","Lewitus","2014","Lewitus","secondary","Lewitus_etal_2014","Brain_weight_g","mass_measured","mass_unspecified","Brain_Mass_measured"
"Microcebus murinus","Brain_Mass","g",1.846666667,"1.846666667","g","10.1371%2Fjournal.pbio.1002000_TableS1.tsv","Lewitus","2014","Lewitus","secondary","Lewitus_etal_2014","Brain_weight_g","mass_measured","mass_unspecified","Brain_Mass_measured"
"Cheirogaleus major","Brain_Mass","g",6.433333333,"6.433333333","g","10.1371%2Fjournal.pbio.1002000_TableS1.tsv","Lewitus","2014","Lewitus","secondary","Lewitus_etal_2014","Brain_weight_g","mass_measured","mass_unspecified","Brain_Mass_measured"
"Cheirogaleus medius","Brain_Mass","g",3.013333333,"3.013333333","g","10.1371%2Fjournal.pbio.1002000_TableS1.tsv","Lewitus","2014","Lewitus","secondary","Lewitus_etal_2014","Brain_weight_g","mass_measured","mass_unspecified","Brain_Mass_measured"
"Avahi laniger","Brain_Mass","g",10.6475,"10.6475","g","10.1371%2Fjournal.pbio.1002000_TableS1.tsv","Lewitus","2014","Lewitus","secondary","Lewitus_etal_2014","Brain_weight_g","mass_measured","mass_unspecified","Brain_Mass_measured"
"Avahi occidentalis","Brain_Mass","g",9.685,"9.685","g","10.1371%2Fjournal.pbio.1002000_TableS1.tsv","Lewitus","2014","Lewitus","secondary","Lewitus_etal_2014","Brain_weight_g","mass_measured","mass_unspecified","Brain_Mass_measured"
"Propithecus verreauxi","Brain_Mass","g",26.9,"26.9","g","10.1371%2Fjournal.pbio.1002000_TableS1.tsv","Lewitus","2014","Lewitus","secondary","Lewitus_etal_2014","Brain_weight_g","mass_measured","mass_unspecified","Brain_Mass_measured"
"Indri indri","Brain_Mass","g",37.35,"37.35","g","10.1371%2Fjournal.pbio.1002000_TableS1.tsv","Lewitus","2014","Lewitus","secondary","Lewitus_etal_2014","Brain_weight_g","mass_measured","mass_unspecified","Brain_Mass_measured"
"Daubentonia madagascariensis","Brain_Mass","g",44.8875,"44.8875","g","10.1371%2Fjournal.pbio.1002000_TableS1.tsv","Lewitus","2014","Lewitus","secondary","Lewitus_etal_2014","Brain_weight_g","mass_measured","mass_unspecified","Brain_Mass_measured"
"Eulemur fulvus","Brain_Mass","g",28.1,"28.1","g","10.1371%2Fjournal.pbio.1002000_TableS1.tsv","Lewitus","2014","Lewitus","secondary","Lewitus_etal_2014","Brain_weight_g","mass_measured","mass_unspecified","Brain_Mass_measured"
"Eulemur mongoz","Brain_Mass","g",20.75,"20.75","g","10.1371%2Fjournal.pbio.1002000_TableS1.tsv","Lewitus","2014","Lewitus","secondary","Lewitus_etal_2014","Brain_weight_g","mass_measured","mass_unspecified","Brain_Mass_measured"
"Lemur catta","Brain_Mass","g",23.05,"23.05","g","10.1371%2Fjournal.pbio.1002000_TableS1.tsv","Lewitus","2014","Lewitus","secondary","Lewitus_etal_2014","Brain_weight_g","mass_measured","mass_unspecified","Brain_Mass_measured"
"Varecia variegata","Brain_Mass","g",49.825,"49.825","g","10.1371%2Fjournal.pbio.1002000_TableS1.tsv","Lewitus","2014","Lewitus","secondary","Lewitus_etal_2014","Brain_weight_g","mass_measured","mass_unspecified","Brain_Mass_measured"
"Lepilemur ruficaudatus","Brain_Mass","g",7.5,"7.5","g","10.1371%2Fjournal.pbio.1002000_TableS1.tsv","Lewitus","2014","Lewitus","secondary","Lewitus_etal_2014","Brain_weight_g","mass_measured","mass_unspecified","Brain_Mass_measured"
"Perodicticus potto","Brain_Mass","g",13.54,"13.54","g","10.1371%2Fjournal.pbio.1002000_TableS1.tsv","Lewitus","2014","Lewitus","secondary","Lewitus_etal_2014","Brain_weight_g","mass_measured","mass_unspecified","Brain_Mass_measured"
"Loris tardigradus","Brain_Mass","g",6.633333333,"6.633333333","g","10.1371%2Fjournal.pbio.1002000_TableS1.tsv","Lewitus","2014","Lewitus","secondary","Lewitus_etal_2014","Brain_weight_g","mass_measured","mass_unspecified","Brain_Mass_measured"
"Nycticebus coucang","Brain_Mass","g",11.73333333,"11.73333333","g","10.1371%2Fjournal.pbio.1002000_TableS1.tsv","Lewitus","2014","Lewitus","secondary","Lewitus_etal_2014","Brain_weight_g","mass_measured","mass_unspecified","Brain_Mass_measured"
"Galago senegalensis","Brain_Mass","g",4.8,"4.8","g","10.1371%2Fjournal.pbio.1002000_TableS1.tsv","Lewitus","2014","Lewitus","secondary","Lewitus_etal_2014","Brain_weight_g","mass_measured","mass_unspecified","Brain_Mass_measured"
"Otolemur crassicaudatus","Brain_Mass","g",10.6,"10.6","g","10.1371%2Fjournal.pbio.1002000_TableS1.tsv","Lewitus","2014","Lewitus","secondary","Lewitus_etal_2014","Brain_weight_g","mass_measured","mass_unspecified","Brain_Mass_measured"
"Galagoides demidoff","Brain_Mass","g",3.345,"3.345","g","10.1371%2Fjournal.pbio.1002000_TableS1.tsv","Lewitus","2014","Lewitus","secondary","Lewitus_etal_2014","Brain_weight_g","mass_measured","mass_unspecified","Brain_Mass_measured"
"Cynocephalus volans","Brain_Mass","g",6.2,"6.2","g","10.1371%2Fjournal.pbio.1002000_TableS1.tsv","Lewitus","2014","Lewitus","secondary","Lewitus_etal_2014","Brain_weight_g","mass_measured","mass_unspecified","Brain_Mass_measured"
"Tupaia glis","Brain_Mass","g",3.034,"3.034","g","10.1371%2Fjournal.pbio.1002000_TableS1.tsv","Lewitus","2014","Lewitus","secondary","Lewitus_etal_2014","Brain_weight_g","mass_measured","mass_unspecified","Brain_Mass_measured"
"Ovis aries","Brain_Mass","g",125,"125","g","10.1371%2Fjournal.pbio.1002000_TableS1.tsv","Lewitus","2014","Lewitus","secondary","Lewitus_etal_2014","Brain_weight_g","mass_measured","mass_unspecified","Brain_Mass_measured"
"Capra hircus domestica","Brain_Mass","g",106,"106","g","10.1371%2Fjournal.pbio.1002000_TableS1.tsv","Lewitus","2014","Lewitus","secondary","Lewitus_etal_2014","Brain_weight_g","mass_measured","mass_unspecified","Brain_Mass_measured"
"Bos taurus indicus","Brain_Mass","g",462,"462","g","10.1371%2Fjournal.pbio.1002000_TableS1.tsv","Lewitus","2014","Lewitus","secondary","Lewitus_etal_2014","Brain_weight_g","mass_measured","mass_unspecified","Brain_Mass_measured"
"Odocoileus virginiatus","Brain_Mass","g",160,"160","g","10.1371%2Fjournal.pbio.1002000_TableS1.tsv","Lewitus","2014","Lewitus","secondary","Lewitus_etal_2014","Brain_weight_g","mass_measured","mass_unspecified","Brain_Mass_measured"
"Phocoena phocoena","Brain_Mass","g",537,"537","g","10.1371%2Fjournal.pbio.1002000_TableS1.tsv","Lewitus","2014","Lewitus","secondary","Lewitus_etal_2014","Brain_weight_g","mass_measured","mass_unspecified","Brain_Mass_measured"
"Delphinus delphis","Brain_Mass","g",981,"981","g","10.1371%2Fjournal.pbio.1002000_TableS1.tsv","Lewitus","2014","Lewitus","secondary","Lewitus_etal_2014","Brain_weight_g","mass_measured","mass_unspecified","Brain_Mass_measured"
"Tursiops truncatus","Brain_Mass","g",1489,"1489","g","10.1371%2Fjournal.pbio.1002000_TableS1.tsv","Lewitus","2014","Lewitus","secondary","Lewitus_etal_2014","Brain_weight_g","mass_measured","mass_unspecified","Brain_Mass_measured"
"Pseudorca crassidens","Brain_Mass","g",4444.5,"4444.5","g","10.1371%2Fjournal.pbio.1002000_TableS1.tsv","Lewitus","2014","Lewitus","secondary","Lewitus_etal_2014","Brain_weight_g","mass_measured","mass_unspecified","Brain_Mass_measured"
"Globicephala macrorhynchus","Brain_Mass","g",2886.296,"2886.296","g","10.1371%2Fjournal.pbio.1002000_TableS1.tsv","Lewitus","2014","Lewitus","secondary","Lewitus_etal_2014","Brain_weight_g","mass_measured","mass_unspecified","Brain_Mass_measured"
"Grampus griseus","Brain_Mass","g",1645.168,"1645.168","g","10.1371%2Fjournal.pbio.1002000_TableS1.tsv","Lewitus","2014","Lewitus","secondary","Lewitus_etal_2014","Brain_weight_g","mass_measured","mass_unspecified","Brain_Mass_measured"
"Sus scrofa domesticus","Brain_Mass","g",137.65,"137.65","g","10.1371%2Fjournal.pbio.1002000_TableS1.tsv","Lewitus","2014","Lewitus","secondary","Lewitus_etal_2014","Brain_weight_g","mass_measured","mass_unspecified","Brain_Mass_measured"
"Lama glama domesticus","Brain_Mass","g",216.7666667,"216.7666667","g","10.1371%2Fjournal.pbio.1002000_TableS1.tsv","Lewitus","2014","Lewitus","secondary","Lewitus_etal_2014","Brain_weight_g","mass_measured","mass_unspecified","Brain_Mass_measured"
"Equus burchelli","Brain_Mass","g",520.5,"520.5","g","10.1371%2Fjournal.pbio.1002000_TableS1.tsv","Lewitus","2014","Lewitus","secondary","Lewitus_etal_2014","Brain_weight_g","mass_measured","mass_unspecified","Brain_Mass_measured"
"Equus caballus","Brain_Mass","g",712,"712","g","10.1371%2Fjournal.pbio.1002000_TableS1.tsv","Lewitus","2014","Lewitus","secondary","Lewitus_etal_2014","Brain_weight_g","mass_measured","mass_unspecified","Brain_Mass_measured"
"Mustela putorius","Brain_Mass","g",8.25,"8.25","g","10.1371%2Fjournal.pbio.1002000_TableS1.tsv","Lewitus","2014","Lewitus","secondary","Lewitus_etal_2014","Brain_weight_g","mass_measured","mass_unspecified","Brain_Mass_measured"
"Procyon lotor","Brain_Mass","g",40.02,"40.02","g","10.1371%2Fjournal.pbio.1002000_TableS1.tsv","Lewitus","2014","Lewitus","secondary","Lewitus_etal_2014","Brain_weight_g","mass_measured","mass_unspecified","Brain_Mass_measured"
"Zalophus californianus","Brain_Mass","g",363,"363","g","10.1371%2Fjournal.pbio.1002000_TableS1.tsv","Lewitus","2014","Lewitus","secondary","Lewitus_etal_2014","Brain_weight_g","mass_measured","mass_unspecified","Brain_Mass_measured"
"Phoca vitulina","Brain_Mass","g",273.75,"273.75","g","10.1371%2Fjournal.pbio.1002000_TableS1.tsv","Lewitus","2014","Lewitus","secondary","Lewitus_etal_2014","Brain_weight_g","mass_measured","mass_unspecified","Brain_Mass_measured"
"Ursus maritimus","Brain_Mass","g",472.68,"472.68","g","10.1371%2Fjournal.pbio.1002000_TableS1.tsv","Lewitus","2014","Lewitus","secondary","Lewitus_etal_2014","Brain_weight_g","mass_measured","mass_unspecified","Brain_Mass_measured"
"Canis latrans","Brain_Mass","g",86.235,"86.235","g","10.1371%2Fjournal.pbio.1002000_TableS1.tsv","Lewitus","2014","Lewitus","secondary","Lewitus_etal_2014","Brain_weight_g","mass_measured","mass_unspecified","Brain_Mass_measured"
"Vulpes vulpes","Brain_Mass","g",45.62666667,"45.62666667","g","10.1371%2Fjournal.pbio.1002000_TableS1.tsv","Lewitus","2014","Lewitus","secondary","Lewitus_etal_2014","Brain_weight_g","mass_measured","mass_unspecified","Brain_Mass_measured"
"Panthera leo","Brain_Mass","g",247.21,"247.21","g","10.1371%2Fjournal.pbio.1002000_TableS1.tsv","Lewitus","2014","Lewitus","secondary","Lewitus_etal_2014","Brain_weight_g","mass_measured","mass_unspecified","Brain_Mass_measured"
"Felis catus","Brain_Mass","g",31.18333333,"31.18333333","g","10.1371%2Fjournal.pbio.1002000_TableS1.tsv","Lewitus","2014","Lewitus","secondary","Lewitus_etal_2014","Brain_weight_g","mass_measured","mass_unspecified","Brain_Mass_measured"
"Crocuta crocuta","Brain_Mass","g",153.265,"153.265","g","10.1371%2Fjournal.pbio.1002000_TableS1.tsv","Lewitus","2014","Lewitus","secondary","Lewitus_etal_2014","Brain_weight_g","mass_measured","mass_unspecified","Brain_Mass_measured"
"Cynictis penicillata","Brain_Mass","g",12.51,"12.51","g","10.1371%2Fjournal.pbio.1002000_TableS1.tsv","Lewitus","2014","Lewitus","secondary","Lewitus_etal_2014","Brain_weight_g","mass_measured","mass_unspecified","Brain_Mass_measured"
"Pteropus giganteus","Brain_Mass","g",9,"9","g","10.1371%2Fjournal.pbio.1002000_TableS1.tsv","Lewitus","2014","Lewitus","secondary","Lewitus_etal_2014","Brain_weight_g","mass_measured","mass_unspecified","Brain_Mass_measured"
"Talpa europaea","Brain_Mass","g",1.02,"1.02","g","10.1371%2Fjournal.pbio.1002000_TableS1.tsv","Lewitus","2014","Lewitus","secondary","Lewitus_etal_2014","Brain_weight_g","mass_measured","mass_unspecified","Brain_Mass_measured"
"Galemys pyrenaicus","Brain_Mass","g",1.33,"1.33","g","10.1371%2Fjournal.pbio.1002000_TableS1.tsv","Lewitus","2014","Lewitus","secondary","Lewitus_etal_2014","Brain_weight_g","mass_measured","mass_unspecified","Brain_Mass_measured"
"Erinaceus europaeus","Brain_Mass","g",3.5,"3.5","g","10.1371%2Fjournal.pbio.1002000_TableS1.tsv","Lewitus","2014","Lewitus","secondary","Lewitus_etal_2014","Brain_weight_g","mass_measured","mass_unspecified","Brain_Mass_measured"
"Crocidura flavescens","Brain_Mass","g",0.41,"0.41","g","10.1371%2Fjournal.pbio.1002000_TableS1.tsv","Lewitus","2014","Lewitus","secondary","Lewitus_etal_2014","Brain_weight_g","mass_measured","mass_unspecified","Brain_Mass_measured"
"Crocidura russala","Brain_Mass","g",0.19,"0.19","g","10.1371%2Fjournal.pbio.1002000_TableS1.tsv","Lewitus","2014","Lewitus","secondary","Lewitus_etal_2014","Brain_weight_g","mass_measured","mass_unspecified","Brain_Mass_measured"
"Sorex araneus","Brain_Mass","g",0.2,"0.2","g","10.1371%2Fjournal.pbio.1002000_TableS1.tsv","Lewitus","2014","Lewitus","secondary","Lewitus_etal_2014","Brain_weight_g","mass_measured","mass_unspecified","Brain_Mass_measured"
"Sorex minutus","Brain_Mass","g",0.11,"0.11","g","10.1371%2Fjournal.pbio.1002000_TableS1.tsv","Lewitus","2014","Lewitus","secondary","Lewitus_etal_2014","Brain_weight_g","mass_measured","mass_unspecified","Brain_Mass_measured"
"Neomys fodiens","Brain_Mass","g",0.32,"0.32","g","10.1371%2Fjournal.pbio.1002000_TableS1.tsv","Lewitus","2014","Lewitus","secondary","Lewitus_etal_2014","Brain_weight_g","mass_measured","mass_unspecified","Brain_Mass_measured"
"Choloepus didactylus","Brain_Mass","g",7.7,"7.7","g","10.1371%2Fjournal.pbio.1002000_TableS1.tsv","Lewitus","2014","Lewitus","secondary","Lewitus_etal_2014","Brain_weight_g","mass_measured","mass_unspecified","Brain_Mass_measured"
"Dasypus novemcinctus","Brain_Mass","g",10.75,"10.75","g","10.1371%2Fjournal.pbio.1002000_TableS1.tsv","Lewitus","2014","Lewitus","secondary","Lewitus_etal_2014","Brain_weight_g","mass_measured","mass_unspecified","Brain_Mass_measured"
"Potamogale velox","Brain_Mass","g",3.88,"3.88","g","10.1371%2Fjournal.pbio.1002000_TableS1.tsv","Lewitus","2014","Lewitus","secondary","Lewitus_etal_2014","Brain_weight_g","mass_measured","mass_unspecified","Brain_Mass_measured"
"Elephantulus fuscipes","Brain_Mass","g",1.33,"1.33","g","10.1371%2Fjournal.pbio.1002000_TableS1.tsv","Lewitus","2014","Lewitus","secondary","Lewitus_etal_2014","Brain_weight_g","mass_measured","mass_unspecified","Brain_Mass_measured"
"Trichechus manatus","Brain_Mass","g",382,"382","g","10.1371%2Fjournal.pbio.1002000_TableS1.tsv","Lewitus","2014","Lewitus","secondary","Lewitus_etal_2014","Brain_weight_g","mass_measured","mass_unspecified","Brain_Mass_measured"
"Procavia capensis","Brain_Mass","g",19.16666667,"19.16666667","g","10.1371%2Fjournal.pbio.1002000_TableS1.tsv","Lewitus","2014","Lewitus","secondary","Lewitus_etal_2014","Brain_weight_g","mass_measured","mass_unspecified","Brain_Mass_measured"
"Loxodonta africana","Brain_Mass","g",5253.555556,"5253.555556","g","10.1371%2Fjournal.pbio.1002000_TableS1.tsv","Lewitus","2014","Lewitus","secondary","Lewitus_etal_2014","Brain_weight_g","mass_measured","mass_unspecified","Brain_Mass_measured"
"Macropus eugenii","Brain_Mass","g",23.7,"23.7","g","10.1371%2Fjournal.pbio.1002000_TableS1.tsv","Lewitus","2014","Lewitus","secondary","Lewitus_etal_2014","Brain_weight_g","mass_measured","mass_unspecified","Brain_Mass_measured"
"Macropus fuliginosus","Brain_Mass","g",64.8,"64.8","g","10.1371%2Fjournal.pbio.1002000_TableS1.tsv","Lewitus","2014","Lewitus","secondary","Lewitus_etal_2014","Brain_weight_g","mass_measured","mass_unspecified","Brain_Mass_measured"
"Notamacropus rufogriseus","Brain_Mass","g",37.8,"37.8","g","10.1371%2Fjournal.pbio.1002000_TableS1.tsv","Lewitus","2014","Lewitus","secondary","Lewitus_etal_2014","Brain_weight_g","mass_measured","mass_unspecified","Brain_Mass_measured"
"Didelphis virginiana","Brain_Mass","g",6.72,"6.72","g","10.1371%2Fjournal.pbio.1002000_TableS1.tsv","Lewitus","2014","Lewitus","secondary","Lewitus_etal_2014","Brain_weight_g","mass_measured","mass_unspecified","Brain_Mass_measured"
"Antidorcas marsupialis","Brain_Mass","g",102.102,"102.102","g","10.3389%2Ffnana.2014.00128_Table1.tsv","Kazu","2014","Kazu","primary","Kazu_etal_2014","WholeBrain_Mass.g","mass_measured_excl_ob","mass_excl_olfactory_bulb","Brain_Mass_excl_olfactory_bulb"
"Damaliscus pygargus phillipsi","Brain_Mass","g",155.066,"155.066","g","10.3389%2Ffnana.2014.00128_Table1.tsv","Kazu","2014","Kazu","primary","Kazu_etal_2014","WholeBrain_Mass.g","mass_measured_excl_ob","mass_excl_olfactory_bulb","Brain_Mass_excl_olfactory_bulb"
