"Species","common_name","specimen","structure","hemisphere","method","note","brain_mass_g","body_weight_kg","volume_cm3","area_cm2","pct_neocortical_area","n_cells","n_neurons","pct_neurons","cells_per_cm2","cells_per_g","neurons_per_cm2","neurons_per_g","specimen_overlap","source"
"Pan troglodytes","chimpanzee","female, 53y, Texas Biomedical Research Institute","cerebral cortex","right","flattened",NA,344,34.8,NA,341,NA,9510000000,3710000000,0.39,NA,NA,NA,NA,"Young_etal_2013 (same Texas Biomedical chimp; likely same individual - M1 area 2497 mm2 here vs 2700 mm2 in Young 2013 M1, differ by dissection boundary)","Collins_etal_2016_Table1"
"Pan troglodytes","chimpanzee","female, 53y, Texas Biomedical Research Institute","V1","right","flattened",NA,344,34.8,5.3,35.04,10,1130000000,737000000,0.65,32000000,138000000,21000000,89000000,"Young_etal_2013 (same Texas Biomedical chimp; likely same individual - M1 area 2497 mm2 here vs 2700 mm2 in Young 2013 M1, differ by dissection boundary)","Collins_etal_2016_Table1"
"Pan troglodytes","chimpanzee","female, 53y, Texas Biomedical Research Institute","V1","left","serial brain sections",NA,344,34.8,4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Young_etal_2013 (same Texas Biomedical chimp; likely same individual - M1 area 2497 mm2 here vs 2700 mm2 in Young 2013 M1, differ by dissection boundary)","Collins_etal_2016_Table1"
"Pan troglodytes","chimpanzee","female, 53y, Texas Biomedical Research Institute","V2","right","flattened",NA,344,34.8,NA,28.69,NA,788000000,396000000,0.5,27000000,115000000,14000000,59000000,"Young_etal_2013 (same Texas Biomedical chimp; likely same individual - M1 area 2497 mm2 here vs 2700 mm2 in Young 2013 M1, differ by dissection boundary)","Collins_etal_2016_Table1"
"Pan troglodytes","chimpanzee","female, 53y, Texas Biomedical Research Institute","somatosensory block","right","flattened",NA,344,34.8,NA,16.6,NA,362000000,164000000,0.45,22000000,91000000,10000000,41000000,"Young_etal_2013 (same Texas Biomedical chimp; likely same individual - M1 area 2497 mm2 here vs 2700 mm2 in Young 2013 M1, differ by dissection boundary)","Collins_etal_2016_Table1"
"Pan troglodytes","chimpanzee","female, 53y, Texas Biomedical Research Institute","M1","right","flattened",NA,344,34.8,NA,24.97,NA,625000000,163000000,0.27,25000000,91000000,7000000,24000000,"Young_etal_2013 (same Texas Biomedical chimp; likely same individual - M1 area 2497 mm2 here vs 2700 mm2 in Young 2013 M1, differ by dissection boundary)","Collins_etal_2016_Table1"
"Pan troglodytes","chimpanzee","female, 53y, Texas Biomedical Research Institute","premotor block","right","flattened",NA,344,34.8,NA,24.46,NA,636000000,172000000,0.26,25000000,88000000,6000000,23000000,"Young_etal_2013 (same Texas Biomedical chimp; likely same individual - M1 area 2497 mm2 here vs 2700 mm2 in Young 2013 M1, differ by dissection boundary)","Collins_etal_2016_Table1"
"Pan troglodytes","chimpanzee","female, 53y, Texas Biomedical Research Institute","Prefrontal Cortex","right","flattened","in text: ""515 cells""",344,34.8,NA,13.11,NA,515000000,181000000,0.36,30000000,106000000,11000000,NA,"Young_etal_2013 (same Texas Biomedical chimp; likely same individual - M1 area 2497 mm2 here vs 2700 mm2 in Young 2013 M1, differ by dissection boundary)","Collins_etal_2016_Table1"
