status,match,Species_binomial,weighting,region,measure,stat,value_src,value_comp,in_src,in_comp,real_src,real_cmp,tol
both_absent,TRUE,Capra_aegagrus,weighted,Hippocampus,CMRO2,N,NA,NA,FALSE,TRUE,FALSE,FALSE,0
both_absent,TRUE,Capra_aegagrus,unweighted,Hippocampus,CMRgl,Mean,NA,NA,FALSE,TRUE,FALSE,FALSE,0.05
both_absent,TRUE,Capra_aegagrus,unweighted,Hippocampus,CMRgl,N,NA,NA,FALSE,TRUE,FALSE,FALSE,0
both_absent,TRUE,Capra_aegagrus,weighted,Hippocampus,CMRgl,Mean,NA,NA,FALSE,TRUE,FALSE,FALSE,0.05
both_absent,TRUE,Capra_aegagrus,weighted,Hippocampus,CMRgl,N,NA,NA,FALSE,TRUE,FALSE,FALSE,0
both_absent,TRUE,Capra_aegagrus,unweighted,Occipital Cortex,CMRO2,Mean,NA,NA,FALSE,TRUE,FALSE,FALSE,0.05
both_absent,TRUE,Capra_aegagrus,unweighted,Occipital Cortex,CMRO2,N,NA,NA,FALSE,TRUE,FALSE,FALSE,0
both_absent,TRUE,Capra_aegagrus,weighted,Occipital Cortex,CMRO2,Mean,NA,NA,FALSE,TRUE,FALSE,FALSE,0.05
both_absent,TRUE,Capra_aegagrus,weighted,Occipital Cortex,CMRO2,N,NA,NA,FALSE,TRUE,FALSE,FALSE,0
both_absent,TRUE,Capra_aegagrus,unweighted,Occipital Cortex,CMRgl,Mean,NA,NA,FALSE,TRUE,FALSE,FALSE,0.05
both_absent,TRUE,Capra_aegagrus,unweighted,Occipital Cortex,CMRgl,N,NA,NA,FALSE,TRUE,FALSE,FALSE,0
both_absent,TRUE,Capra_aegagrus,weighted,Occipital Cortex,CMRgl,Mean,NA,NA,FALSE,TRUE,FALSE,FALSE,0.05
both_absent,TRUE,Capra_aegagrus,weighted,Occipital Cortex,CMRgl,N,NA,NA,FALSE,TRUE,FALSE,FALSE,0
both_absent,TRUE,Capra_aegagrus,unweighted,Parietal Cortex,CMRO2,Mean,NA,NA,FALSE,TRUE,FALSE,FALSE,0.05
both_absent,TRUE,Capra_aegagrus,unweighted,Parietal Cortex,CMRO2,N,NA,NA,FALSE,TRUE,FALSE,FALSE,0
both_absent,TRUE,Capra_aegagrus,weighted,Parietal Cortex,CMRO2,Mean,NA,NA,FALSE,TRUE,FALSE,FALSE,0.05
both_absent,TRUE,Capra_aegagrus,weighted,Parietal Cortex,CMRO2,N,NA,NA,FALSE,TRUE,FALSE,FALSE,0
both_absent,TRUE,Capra_aegagrus,unweighted,Parietal Cortex,CMRgl,Mean,NA,NA,FALSE,TRUE,FALSE,FALSE,0.05
both_absent,TRUE,Capra_aegagrus,unweighted,Parietal Cortex,CMRgl,N,NA,NA,FALSE,TRUE,FALSE,FALSE,0
both_absent,TRUE,Capra_aegagrus,weighted,Parietal Cortex,CMRgl,Mean,NA,NA,FALSE,TRUE,FALSE,FALSE,0.05
both_absent,TRUE,Capra_aegagrus,weighted,Parietal Cortex,CMRgl,N,NA,NA,FALSE,TRUE,FALSE,FALSE,0
both_absent,TRUE,Capra_aegagrus,unweighted,Sensorimotor Cortex,CMRO2,Mean,NA,NA,FALSE,TRUE,FALSE,FALSE,0.05
both_absent,TRUE,Capra_aegagrus,unweighted,Sensorimotor Cortex,CMRO2,N,NA,NA,FALSE,TRUE,FALSE,FALSE,0
both_absent,TRUE,Capra_aegagrus,weighted,Sensorimotor Cortex,CMRO2,Mean,NA,NA,FALSE,TRUE,FALSE,FALSE,0.05
both_absent,TRUE,Capra_aegagrus,weighted,Sensorimotor Cortex,CMRO2,N,NA,NA,FALSE,TRUE,FALSE,FALSE,0
both_absent,TRUE,Capra_aegagrus,unweighted,Sensorimotor Cortex,CMRgl,Mean,NA,NA,FALSE,TRUE,FALSE,FALSE,0.05
both_absent,TRUE,Capra_aegagrus,unweighted,Sensorimotor Cortex,CMRgl,N,NA,NA,FALSE,TRUE,FALSE,FALSE,0
both_absent,TRUE,Capra_aegagrus,weighted,Sensorimotor Cortex,CMRgl,Mean,NA,NA,FALSE,TRUE,FALSE,FALSE,0.05
both_absent,TRUE,Capra_aegagrus,weighted,Sensorimotor Cortex,CMRgl,N,NA,NA,FALSE,TRUE,FALSE,FALSE,0
both_absent,TRUE,Capra_aegagrus,unweighted,Temporal Cortex,CMRO2,Mean,NA,NA,FALSE,TRUE,FALSE,FALSE,0.05
both_absent,TRUE,Capra_aegagrus,unweighted,Temporal Cortex,CMRO2,N,NA,NA,FALSE,TRUE,FALSE,FALSE,0
both_absent,TRUE,Capra_aegagrus,weighted,Temporal Cortex,CMRO2,Mean,NA,NA,FALSE,TRUE,FALSE,FALSE,0.05
both_absent,TRUE,Capra_aegagrus,weighted,Temporal Cortex,CMRO2,N,NA,NA,FALSE,TRUE,FALSE,FALSE,0
both_absent,TRUE,Capra_aegagrus,unweighted,Temporal Cortex,CMRgl,Mean,NA,NA,FALSE,TRUE,FALSE,FALSE,0.05
both_absent,TRUE,Capra_aegagrus,unweighted,Temporal Cortex,CMRgl,N,NA,NA,FALSE,TRUE,FALSE,FALSE,0
both_absent,TRUE,Capra_aegagrus,weighted,Temporal Cortex,CMRgl,Mean,NA,NA,FALSE,TRUE,FALSE,FALSE,0.05
both_absent,TRUE,Capra_aegagrus,weighted,Temporal Cortex,CMRgl,N,NA,NA,FALSE,TRUE,FALSE,FALSE,0
both_absent,TRUE,Capra_aegagrus,unweighted,Thalamus,CBF,Mean,NA,NA,FALSE,TRUE,FALSE,FALSE,0.05
both_absent,TRUE,Capra_aegagrus,unweighted,Thalamus,CBF,N,NA,NA,FALSE,TRUE,FALSE,FALSE,0
both_absent,TRUE,Capra_aegagrus,weighted,Thalamus,CBF,Mean,NA,NA,FALSE,TRUE,FALSE,FALSE,0.05
both_absent,TRUE,Capra_aegagrus,weighted,Thalamus,CBF,N,NA,NA,FALSE,TRUE,FALSE,FALSE,0
both_absent,TRUE,Capra_aegagrus,unweighted,Thalamus,CMRO2,Mean,NA,NA,FALSE,TRUE,FALSE,FALSE,0.05
both_absent,TRUE,Capra_aegagrus,unweighted,Thalamus,CMRO2,N,NA,NA,FALSE,TRUE,FALSE,FALSE,0
both_absent,TRUE,Capra_aegagrus,weighted,Thalamus,CMRO2,Mean,NA,NA,FALSE,TRUE,FALSE,FALSE,0.05
both_absent,TRUE,Capra_aegagrus,weighted,Thalamus,CMRO2,N,NA,NA,FALSE,TRUE,FALSE,FALSE,0
both_absent,TRUE,Capra_aegagrus,unweighted,Thalamus,CMRgl,Mean,NA,NA,FALSE,TRUE,FALSE,FALSE,0.05
both_absent,TRUE,Capra_aegagrus,unweighted,Thalamus,CMRgl,N,NA,NA,FALSE,TRUE,FALSE,FALSE,0
both_absent,TRUE,Capra_aegagrus,weighted,Thalamus,CMRgl,Mean,NA,NA,FALSE,TRUE,FALSE,FALSE,0.05
both_absent,TRUE,Capra_aegagrus,weighted,Thalamus,CMRgl,N,NA,NA,FALSE,TRUE,FALSE,FALSE,0
both_absent,TRUE,Capra_aegagrus,unweighted,White Matter,CBF,Mean,NA,NA,FALSE,TRUE,FALSE,FALSE,0.05
both_absent,TRUE,Capra_aegagrus,unweighted,White Matter,CBF,N,NA,NA,FALSE,TRUE,FALSE,FALSE,0
both_absent,TRUE,Capra_aegagrus,weighted,White Matter,CBF,Mean,NA,NA,FALSE,TRUE,FALSE,FALSE,0.05
both_absent,TRUE,Capra_aegagrus,weighted,White Matter,CBF,N,NA,NA,FALSE,TRUE,FALSE,FALSE,0
both_absent,TRUE,Capra_aegagrus,unweighted,White Matter,CMRO2,Mean,NA,NA,FALSE,TRUE,FALSE,FALSE,0.05
both_absent,TRUE,Capra_aegagrus,unweighted,White Matter,CMRO2,N,NA,NA,FALSE,TRUE,FALSE,FALSE,0
both_absent,TRUE,Capra_aegagrus,weighted,White Matter,CMRO2,Mean,NA,NA,FALSE,TRUE,FALSE,FALSE,0.05
both_absent,TRUE,Capra_aegagrus,weighted,White Matter,CMRO2,N,NA,NA,FALSE,TRUE,FALSE,FALSE,0
both_absent,TRUE,Capra_aegagrus,unweighted,White Matter,CMRgl,Mean,NA,NA,FALSE,TRUE,FALSE,FALSE,0.05
both_absent,TRUE,Capra_aegagrus,unweighted,White Matter,CMRgl,N,NA,NA,FALSE,TRUE,FALSE,FALSE,0
both_absent,TRUE,Capra_aegagrus,weighted,White Matter,CMRgl,Mean,NA,NA,FALSE,TRUE,FALSE,FALSE,0.05
both_absent,TRUE,Capra_aegagrus,weighted,White Matter,CMRgl,N,NA,NA,FALSE,TRUE,FALSE,FALSE,0
compared,TRUE,Capra_aegagrus,unweighted,Whole Brain,CBF,Mean,77,77,TRUE,TRUE,TRUE,TRUE,0.05
compared,TRUE,Capra_aegagrus,unweighted,Whole Brain,CBF,N,1,1,TRUE,TRUE,TRUE,TRUE,0
compared,TRUE,Capra_aegagrus,weighted,Whole Brain,CBF,Mean,77,77,TRUE,TRUE,TRUE,TRUE,0.05
compared,TRUE,Capra_aegagrus,weighted,Whole Brain,CBF,N,17,17,TRUE,TRUE,TRUE,TRUE,0
compared,TRUE,Capra_aegagrus,unweighted,Whole Brain,CMRO2,Mean,173.43,173.43,TRUE,TRUE,TRUE,TRUE,0.05
compared,TRUE,Capra_aegagrus,unweighted,Whole Brain,CMRO2,N,2,2,TRUE,TRUE,TRUE,TRUE,0
compared,TRUE,Capra_aegagrus,weighted,Whole Brain,CMRO2,Mean,182.5,182.5,TRUE,TRUE,TRUE,TRUE,0.05
compared,TRUE,Capra_aegagrus,weighted,Whole Brain,CMRO2,N,23,23,TRUE,TRUE,TRUE,TRUE,0
both_absent,TRUE,Capra_aegagrus,unweighted,Whole Brain,CMRgl,Mean,NA,NA,TRUE,TRUE,FALSE,FALSE,0.05
both_absent,TRUE,Capra_aegagrus,unweighted,Whole Brain,CMRgl,N,NA,NA,TRUE,TRUE,FALSE,FALSE,0
both_absent,TRUE,Capra_aegagrus,weighted,Whole Brain,CMRgl,Mean,NA,NA,TRUE,TRUE,FALSE,FALSE,0.05
both_absent,TRUE,Capra_aegagrus,weighted,Whole Brain,CMRgl,N,NA,NA,TRUE,TRUE,FALSE,FALSE,0
both_absent,TRUE,Equus_caballus,unweighted,Auditory Cortex,CMRgl,Mean,NA,NA,FALSE,TRUE,FALSE,FALSE,0.05
both_absent,TRUE,Equus_caballus,unweighted,Auditory Cortex,CMRgl,N,NA,NA,FALSE,TRUE,FALSE,FALSE,0
both_absent,TRUE,Equus_caballus,weighted,Auditory Cortex,CMRgl,Mean,NA,NA,FALSE,TRUE,FALSE,FALSE,0.05
both_absent,TRUE,Equus_caballus,weighted,Auditory Cortex,CMRgl,N,NA,NA,FALSE,TRUE,FALSE,FALSE,0
both_absent,TRUE,Equus_caballus,unweighted,Basal Ganglia,CBF,Mean,NA,NA,FALSE,TRUE,FALSE,FALSE,0.05
both_absent,TRUE,Equus_caballus,unweighted,Basal Ganglia,CBF,N,NA,NA,FALSE,TRUE,FALSE,FALSE,0
both_absent,TRUE,Equus_caballus,weighted,Basal Ganglia,CBF,Mean,NA,NA,FALSE,TRUE,FALSE,FALSE,0.05
both_absent,TRUE,Equus_caballus,weighted,Basal Ganglia,CBF,N,NA,NA,FALSE,TRUE,FALSE,FALSE,0
both_absent,TRUE,Equus_caballus,unweighted,Basal Ganglia,CMRO2,Mean,NA,NA,FALSE,TRUE,FALSE,FALSE,0.05
both_absent,TRUE,Equus_caballus,unweighted,Basal Ganglia,CMRO2,N,NA,NA,FALSE,TRUE,FALSE,FALSE,0
both_absent,TRUE,Equus_caballus,weighted,Basal Ganglia,CMRO2,Mean,NA,NA,FALSE,TRUE,FALSE,FALSE,0.05
both_absent,TRUE,Equus_caballus,weighted,Basal Ganglia,CMRO2,N,NA,NA,FALSE,TRUE,FALSE,FALSE,0
both_absent,TRUE,Equus_caballus,unweighted,Basal Ganglia,CMRgl,Mean,NA,NA,FALSE,TRUE,FALSE,FALSE,0.05
both_absent,TRUE,Equus_caballus,unweighted,Basal Ganglia,CMRgl,N,NA,NA,FALSE,TRUE,FALSE,FALSE,0
both_absent,TRUE,Equus_caballus,weighted,Basal Ganglia,CMRgl,Mean,NA,NA,FALSE,TRUE,FALSE,FALSE,0.05
both_absent,TRUE,Equus_caballus,weighted,Basal Ganglia,CMRgl,N,NA,NA,FALSE,TRUE,FALSE,FALSE,0
both_absent,TRUE,Equus_caballus,unweighted,Cerebellum,CBF,Mean,NA,NA,FALSE,TRUE,FALSE,FALSE,0.05
both_absent,TRUE,Equus_caballus,unweighted,Cerebellum,CBF,N,NA,NA,FALSE,TRUE,FALSE,FALSE,0
both_absent,TRUE,Equus_caballus,weighted,Cerebellum,CBF,Mean,NA,NA,FALSE,TRUE,FALSE,FALSE,0.05
both_absent,TRUE,Equus_caballus,weighted,Cerebellum,CBF,N,NA,NA,FALSE,TRUE,FALSE,FALSE,0
both_absent,TRUE,Equus_caballus,unweighted,Cerebellum,CMRO2,Mean,NA,NA,FALSE,TRUE,FALSE,FALSE,0.05
both_absent,TRUE,Equus_caballus,unweighted,Cerebellum,CMRO2,N,NA,NA,FALSE,TRUE,FALSE,FALSE,0
both_absent,TRUE,Equus_caballus,weighted,Cerebellum,CMRO2,Mean,NA,NA,FALSE,TRUE,FALSE,FALSE,0.05
both_absent,TRUE,Equus_caballus,weighted,Cerebellum,CMRO2,N,NA,NA,FALSE,TRUE,FALSE,FALSE,0
both_absent,TRUE,Equus_caballus,unweighted,Cerebellum,CMRgl,Mean,NA,NA,FALSE,TRUE,FALSE,FALSE,0.05
both_absent,TRUE,Equus_caballus,unweighted,Cerebellum,CMRgl,N,NA,NA,FALSE,TRUE,FALSE,FALSE,0
both_absent,TRUE,Equus_caballus,weighted,Cerebellum,CMRgl,Mean,NA,NA,FALSE,TRUE,FALSE,FALSE,0.05
both_absent,TRUE,Equus_caballus,weighted,Cerebellum,CMRgl,N,NA,NA,FALSE,TRUE,FALSE,FALSE,0
both_absent,TRUE,Equus_caballus,unweighted,Cingulate Cortex,CMRO2,Mean,NA,NA,FALSE,TRUE,FALSE,FALSE,0.05
both_absent,TRUE,Equus_caballus,unweighted,Cingulate Cortex,CMRO2,N,NA,NA,FALSE,TRUE,FALSE,FALSE,0
both_absent,TRUE,Equus_caballus,weighted,Cingulate Cortex,CMRO2,Mean,NA,NA,FALSE,TRUE,FALSE,FALSE,0.05
both_absent,TRUE,Equus_caballus,weighted,Cingulate Cortex,CMRO2,N,NA,NA,FALSE,TRUE,FALSE,FALSE,0
both_absent,TRUE,Equus_caballus,unweighted,Cingulate Cortex,CMRgl,Mean,NA,NA,FALSE,TRUE,FALSE,FALSE,0.05
both_absent,TRUE,Equus_caballus,unweighted,Cingulate Cortex,CMRgl,N,NA,NA,FALSE,TRUE,FALSE,FALSE,0
both_absent,TRUE,Equus_caballus,weighted,Cingulate Cortex,CMRgl,Mean,NA,NA,FALSE,TRUE,FALSE,FALSE,0.05
both_absent,TRUE,Equus_caballus,weighted,Cingulate Cortex,CMRgl,N,NA,NA,FALSE,TRUE,FALSE,FALSE,0
both_absent,TRUE,Equus_caballus,unweighted,Cortex,CBF,Mean,NA,NA,FALSE,TRUE,FALSE,FALSE,0.05
both_absent,TRUE,Equus_caballus,unweighted,Cortex,CBF,N,NA,NA,FALSE,TRUE,FALSE,FALSE,0
both_absent,TRUE,Equus_caballus,weighted,Cortex,CBF,Mean,NA,NA,FALSE,TRUE,FALSE,FALSE,0.05
both_absent,TRUE,Equus_caballus,weighted,Cortex,CBF,N,NA,NA,FALSE,TRUE,FALSE,FALSE,0
both_absent,TRUE,Equus_caballus,unweighted,Cortex,CMRO2,Mean,NA,NA,FALSE,TRUE,FALSE,FALSE,0.05
both_absent,TRUE,Equus_caballus,unweighted,Cortex,CMRO2,N,NA,NA,FALSE,TRUE,FALSE,FALSE,0
both_absent,TRUE,Equus_caballus,weighted,Cortex,CMRO2,Mean,NA,NA,FALSE,TRUE,FALSE,FALSE,0.05
both_absent,TRUE,Equus_caballus,weighted,Cortex,CMRO2,N,NA,NA,FALSE,TRUE,FALSE,FALSE,0
both_absent,TRUE,Equus_caballus,unweighted,Cortex,CMRgl,Mean,NA,NA,FALSE,TRUE,FALSE,FALSE,0.05
both_absent,TRUE,Equus_caballus,unweighted,Cortex,CMRgl,N,NA,NA,FALSE,TRUE,FALSE,FALSE,0
both_absent,TRUE,Equus_caballus,weighted,Cortex,CMRgl,Mean,NA,NA,FALSE,TRUE,FALSE,FALSE,0.05
both_absent,TRUE,Equus_caballus,weighted,Cortex,CMRgl,N,NA,NA,FALSE,TRUE,FALSE,FALSE,0
both_absent,TRUE,Equus_caballus,unweighted,Frontal Cortex,CMRO2,Mean,NA,NA,FALSE,TRUE,FALSE,FALSE,0.05
both_absent,TRUE,Equus_caballus,unweighted,Frontal Cortex,CMRO2,N,NA,NA,FALSE,TRUE,FALSE,FALSE,0
both_absent,TRUE,Equus_caballus,weighted,Frontal Cortex,CMRO2,Mean,NA,NA,FALSE,TRUE,FALSE,FALSE,0.05
both_absent,TRUE,Equus_caballus,weighted,Frontal Cortex,CMRO2,N,NA,NA,FALSE,TRUE,FALSE,FALSE,0
both_absent,TRUE,Equus_caballus,unweighted,Frontal Cortex,CMRgl,Mean,NA,NA,FALSE,TRUE,FALSE,FALSE,0.05
both_absent,TRUE,Equus_caballus,unweighted,Frontal Cortex,CMRgl,N,NA,NA,FALSE,TRUE,FALSE,FALSE,0
both_absent,TRUE,Equus_caballus,weighted,Frontal Cortex,CMRgl,Mean,NA,NA,FALSE,TRUE,FALSE,FALSE,0.05
both_absent,TRUE,Equus_caballus,weighted,Frontal Cortex,CMRgl,N,NA,NA,FALSE,TRUE,FALSE,FALSE,0
both_absent,TRUE,Equus_caballus,unweighted,Hippocampus,CBF,Mean,NA,NA,FALSE,TRUE,FALSE,FALSE,0.05
both_absent,TRUE,Equus_caballus,unweighted,Hippocampus,CBF,N,NA,NA,FALSE,TRUE,FALSE,FALSE,0
both_absent,TRUE,Equus_caballus,weighted,Hippocampus,CBF,Mean,NA,NA,FALSE,TRUE,FALSE,FALSE,0.05
both_absent,TRUE,Equus_caballus,weighted,Hippocampus,CBF,N,NA,NA,FALSE,TRUE,FALSE,FALSE,0
both_absent,TRUE,Equus_caballus,unweighted,Hippocampus,CMRO2,Mean,NA,NA,FALSE,TRUE,FALSE,FALSE,0.05
both_absent,TRUE,Equus_caballus,unweighted,Hippocampus,CMRO2,N,NA,NA,FALSE,TRUE,FALSE,FALSE,0
both_absent,TRUE,Equus_caballus,weighted,Hippocampus,CMRO2,Mean,NA,NA,FALSE,TRUE,FALSE,FALSE,0.05
both_absent,TRUE,Equus_caballus,weighted,Hippocampus,CMRO2,N,NA,NA,FALSE,TRUE,FALSE,FALSE,0
both_absent,TRUE,Equus_caballus,unweighted,Hippocampus,CMRgl,Mean,NA,NA,FALSE,TRUE,FALSE,FALSE,0.05
both_absent,TRUE,Equus_caballus,unweighted,Hippocampus,CMRgl,N,NA,NA,FALSE,TRUE,FALSE,FALSE,0
both_absent,TRUE,Equus_caballus,weighted,Hippocampus,CMRgl,Mean,NA,NA,FALSE,TRUE,FALSE,FALSE,0.05
both_absent,TRUE,Equus_caballus,weighted,Hippocampus,CMRgl,N,NA,NA,FALSE,TRUE,FALSE,FALSE,0
both_absent,TRUE,Equus_caballus,unweighted,Occipital Cortex,CMRO2,Mean,NA,NA,FALSE,TRUE,FALSE,FALSE,0.05
both_absent,TRUE,Equus_caballus,unweighted,Occipital Cortex,CMRO2,N,NA,NA,FALSE,TRUE,FALSE,FALSE,0
both_absent,TRUE,Equus_caballus,weighted,Occipital Cortex,CMRO2,Mean,NA,NA,FALSE,TRUE,FALSE,FALSE,0.05
both_absent,TRUE,Equus_caballus,weighted,Occipital Cortex,CMRO2,N,NA,NA,FALSE,TRUE,FALSE,FALSE,0
both_absent,TRUE,Equus_caballus,unweighted,Occipital Cortex,CMRgl,Mean,NA,NA,FALSE,TRUE,FALSE,FALSE,0.05
both_absent,TRUE,Equus_caballus,unweighted,Occipital Cortex,CMRgl,N,NA,NA,FALSE,TRUE,FALSE,FALSE,0
both_absent,TRUE,Equus_caballus,weighted,Occipital Cortex,CMRgl,Mean,NA,NA,FALSE,TRUE,FALSE,FALSE,0.05
both_absent,TRUE,Equus_caballus,weighted,Occipital Cortex,CMRgl,N,NA,NA,FALSE,TRUE,FALSE,FALSE,0
both_absent,TRUE,Equus_caballus,unweighted,Parietal Cortex,CMRO2,Mean,NA,NA,FALSE,TRUE,FALSE,FALSE,0.05
both_absent,TRUE,Equus_caballus,unweighted,Parietal Cortex,CMRO2,N,NA,NA,FALSE,TRUE,FALSE,FALSE,0
both_absent,TRUE,Equus_caballus,weighted,Parietal Cortex,CMRO2,Mean,NA,NA,FALSE,TRUE,FALSE,FALSE,0.05
both_absent,TRUE,Equus_caballus,weighted,Parietal Cortex,CMRO2,N,NA,NA,FALSE,TRUE,FALSE,FALSE,0
both_absent,TRUE,Equus_caballus,unweighted,Parietal Cortex,CMRgl,Mean,NA,NA,FALSE,TRUE,FALSE,FALSE,0.05
both_absent,TRUE,Equus_caballus,unweighted,Parietal Cortex,CMRgl,N,NA,NA,FALSE,TRUE,FALSE,FALSE,0
both_absent,TRUE,Equus_caballus,weighted,Parietal Cortex,CMRgl,Mean,NA,NA,FALSE,TRUE,FALSE,FALSE,0.05
both_absent,TRUE,Equus_caballus,weighted,Parietal Cortex,CMRgl,N,NA,NA,FALSE,TRUE,FALSE,FALSE,0
both_absent,TRUE,Equus_caballus,unweighted,Sensorimotor Cortex,CMRO2,Mean,NA,NA,FALSE,TRUE,FALSE,FALSE,0.05
both_absent,TRUE,Equus_caballus,unweighted,Sensorimotor Cortex,CMRO2,N,NA,NA,FALSE,TRUE,FALSE,FALSE,0
both_absent,TRUE,Equus_caballus,weighted,Sensorimotor Cortex,CMRO2,Mean,NA,NA,FALSE,TRUE,FALSE,FALSE,0.05
both_absent,TRUE,Equus_caballus,weighted,Sensorimotor Cortex,CMRO2,N,NA,NA,FALSE,TRUE,FALSE,FALSE,0
both_absent,TRUE,Equus_caballus,unweighted,Sensorimotor Cortex,CMRgl,Mean,NA,NA,FALSE,TRUE,FALSE,FALSE,0.05
both_absent,TRUE,Equus_caballus,unweighted,Sensorimotor Cortex,CMRgl,N,NA,NA,FALSE,TRUE,FALSE,FALSE,0
both_absent,TRUE,Equus_caballus,weighted,Sensorimotor Cortex,CMRgl,Mean,NA,NA,FALSE,TRUE,FALSE,FALSE,0.05
both_absent,TRUE,Equus_caballus,weighted,Sensorimotor Cortex,CMRgl,N,NA,NA,FALSE,TRUE,FALSE,FALSE,0
both_absent,TRUE,Equus_caballus,unweighted,Temporal Cortex,CMRO2,Mean,NA,NA,FALSE,TRUE,FALSE,FALSE,0.05
both_absent,TRUE,Equus_caballus,unweighted,Temporal Cortex,CMRO2,N,NA,NA,FALSE,TRUE,FALSE,FALSE,0
both_absent,TRUE,Equus_caballus,weighted,Temporal Cortex,CMRO2,Mean,NA,NA,FALSE,TRUE,FALSE,FALSE,0.05
both_absent,TRUE,Equus_caballus,weighted,Temporal Cortex,CMRO2,N,NA,NA,FALSE,TRUE,FALSE,FALSE,0
both_absent,TRUE,Equus_caballus,unweighted,Temporal Cortex,CMRgl,Mean,NA,NA,FALSE,TRUE,FALSE,FALSE,0.05
both_absent,TRUE,Equus_caballus,unweighted,Temporal Cortex,CMRgl,N,NA,NA,FALSE,TRUE,FALSE,FALSE,0
both_absent,TRUE,Equus_caballus,weighted,Temporal Cortex,CMRgl,Mean,NA,NA,FALSE,TRUE,FALSE,FALSE,0.05
both_absent,TRUE,Equus_caballus,weighted,Temporal Cortex,CMRgl,N,NA,NA,FALSE,TRUE,FALSE,FALSE,0
both_absent,TRUE,Equus_caballus,unweighted,Thalamus,CBF,Mean,NA,NA,FALSE,TRUE,FALSE,FALSE,0.05
both_absent,TRUE,Equus_caballus,unweighted,Thalamus,CBF,N,NA,NA,FALSE,TRUE,FALSE,FALSE,0
both_absent,TRUE,Equus_caballus,weighted,Thalamus,CBF,Mean,NA,NA,FALSE,TRUE,FALSE,FALSE,0.05
both_absent,TRUE,Equus_caballus,weighted,Thalamus,CBF,N,NA,NA,FALSE,TRUE,FALSE,FALSE,0
both_absent,TRUE,Equus_caballus,unweighted,Thalamus,CMRO2,Mean,NA,NA,FALSE,TRUE,FALSE,FALSE,0.05
both_absent,TRUE,Equus_caballus,unweighted,Thalamus,CMRO2,N,NA,NA,FALSE,TRUE,FALSE,FALSE,0
both_absent,TRUE,Equus_caballus,weighted,Thalamus,CMRO2,Mean,NA,NA,FALSE,TRUE,FALSE,FALSE,0.05
both_absent,TRUE,Equus_caballus,weighted,Thalamus,CMRO2,N,NA,NA,FALSE,TRUE,FALSE,FALSE,0
both_absent,TRUE,Equus_caballus,unweighted,Thalamus,CMRgl,Mean,NA,NA,FALSE,TRUE,FALSE,FALSE,0.05
both_absent,TRUE,Equus_caballus,unweighted,Thalamus,CMRgl,N,NA,NA,FALSE,TRUE,FALSE,FALSE,0
both_absent,TRUE,Equus_caballus,weighted,Thalamus,CMRgl,Mean,NA,NA,FALSE,TRUE,FALSE,FALSE,0.05
both_absent,TRUE,Equus_caballus,weighted,Thalamus,CMRgl,N,NA,NA,FALSE,TRUE,FALSE,FALSE,0
both_absent,TRUE,Equus_caballus,unweighted,White Matter,CBF,Mean,NA,NA,FALSE,TRUE,FALSE,FALSE,0.05
both_absent,TRUE,Equus_caballus,unweighted,White Matter,CBF,N,NA,NA,FALSE,TRUE,FALSE,FALSE,0
both_absent,TRUE,Equus_caballus,weighted,White Matter,CBF,Mean,NA,NA,FALSE,TRUE,FALSE,FALSE,0.05
both_absent,TRUE,Equus_caballus,weighted,White Matter,CBF,N,NA,NA,FALSE,TRUE,FALSE,FALSE,0
both_absent,TRUE,Equus_caballus,unweighted,White Matter,CMRO2,Mean,NA,NA,FALSE,TRUE,FALSE,FALSE,0.05
both_absent,TRUE,Equus_caballus,unweighted,White Matter,CMRO2,N,NA,NA,FALSE,TRUE,FALSE,FALSE,0
both_absent,TRUE,Equus_caballus,weighted,White Matter,CMRO2,Mean,NA,NA,FALSE,TRUE,FALSE,FALSE,0.05
both_absent,TRUE,Equus_caballus,weighted,White Matter,CMRO2,N,NA,NA,FALSE,TRUE,FALSE,FALSE,0
both_absent,TRUE,Equus_caballus,unweighted,White Matter,CMRgl,Mean,NA,NA,FALSE,TRUE,FALSE,FALSE,0.05
both_absent,TRUE,Equus_caballus,unweighted,White Matter,CMRgl,N,NA,NA,FALSE,TRUE,FALSE,FALSE,0
both_absent,TRUE,Equus_caballus,weighted,White Matter,CMRgl,Mean,NA,NA,FALSE,TRUE,FALSE,FALSE,0.05
both_absent,TRUE,Equus_caballus,weighted,White Matter,CMRgl,N,NA,NA,FALSE,TRUE,FALSE,FALSE,0
compared,TRUE,Equus_caballus,unweighted,Whole Brain,CBF,Mean,65.4,65.4,TRUE,TRUE,TRUE,TRUE,0.05
compared,TRUE,Equus_caballus,unweighted,Whole Brain,CBF,N,2,2,TRUE,TRUE,TRUE,TRUE,0
compared,TRUE,Equus_caballus,weighted,Whole Brain,CBF,Mean,64.27,64.27,TRUE,TRUE,TRUE,TRUE,0.05
compared,TRUE,Equus_caballus,weighted,Whole Brain,CBF,N,18,18,TRUE,TRUE,TRUE,TRUE,0
both_absent,TRUE,Equus_caballus,unweighted,Whole Brain,CMRO2,Mean,NA,NA,TRUE,TRUE,FALSE,FALSE,0.05
both_absent,TRUE,Equus_caballus,unweighted,Whole Brain,CMRO2,N,NA,NA,TRUE,TRUE,FALSE,FALSE,0
