status,genus,weighting,region,measure,stat,built,manual,diff,real_built,real_manual,tol
match,Homo,unweighted,Temporal Cortex,CMRgl,N,37,37,0,TRUE,TRUE,0
match,Homo,unweighted,Temporal Cortex,CMRgl,SD,6.86,6.86,0,TRUE,TRUE,0.011
match,Homo,weighted,Temporal Cortex,CMRgl,CV,18.2,18.2,0,TRUE,TRUE,0.011
match,Homo,weighted,Temporal Cortex,CMRgl,CVstar,18.21,18.21,0,TRUE,TRUE,0.011
match,Homo,weighted,Temporal Cortex,CMRgl,Mean,34.23,34.23,0,TRUE,TRUE,0.011
match,Homo,weighted,Temporal Cortex,CMRgl,N,520,520,0,TRUE,TRUE,0
match,Homo,weighted,Temporal Cortex,CMRgl,SD,6.23,6.23,0,TRUE,TRUE,0.011
match,Homo,unweighted,Thalamus,CBF,CV,14,14,0,TRUE,TRUE,0.011
match,Homo,unweighted,Thalamus,CBF,CVstar,14.43,14.43,0,TRUE,TRUE,0.011
match,Homo,unweighted,Thalamus,CBF,Mean,54.23,54.23,0,TRUE,TRUE,0.011
match,Homo,unweighted,Thalamus,CBF,N,8,8,0,TRUE,TRUE,0
match,Homo,unweighted,Thalamus,CBF,SD,7.59,7.59,0,TRUE,TRUE,0.011
match,Homo,weighted,Thalamus,CBF,CV,21.61,21.61,0,TRUE,TRUE,0.011
match,Homo,weighted,Thalamus,CBF,CVstar,21.66,21.66,0,TRUE,TRUE,0.011
match,Homo,weighted,Thalamus,CBF,Mean,54.15,54.15,0,TRUE,TRUE,0.011
match,Homo,weighted,Thalamus,CBF,N,114,114,0,TRUE,TRUE,0
match,Homo,weighted,Thalamus,CBF,SD,11.7,11.7,0,TRUE,TRUE,0.011
match,Homo,unweighted,Thalamus,CMRO2,CV,21.55,21.55,0,TRUE,TRUE,0.011
match,Homo,unweighted,Thalamus,CMRO2,CVstar,22.15,22.15,0,TRUE,TRUE,0.011
match,Homo,unweighted,Thalamus,CMRO2,Mean,177.33,177.33,0,TRUE,TRUE,0.011
match,Homo,unweighted,Thalamus,CMRO2,N,9,9,0,TRUE,TRUE,0
match,Homo,unweighted,Thalamus,CMRO2,SD,38.21,38.21,0,TRUE,TRUE,0.011
match,Homo,weighted,Thalamus,CMRO2,CV,19.5,19.5,0,TRUE,TRUE,0.011
match,Homo,weighted,Thalamus,CMRO2,CVstar,19.54,19.54,0,TRUE,TRUE,0.011
match,Homo,weighted,Thalamus,CMRO2,Mean,161.66,161.66,0,TRUE,TRUE,0.011
match,Homo,weighted,Thalamus,CMRO2,N,102,102,0,TRUE,TRUE,0
match,Homo,weighted,Thalamus,CMRO2,SD,31.52,31.52,0,TRUE,TRUE,0.011
match,Homo,unweighted,Thalamus,CMRgl,CV,17.16,17.16,0,TRUE,TRUE,0.011
match,Homo,unweighted,Thalamus,CMRgl,CVstar,17.29,17.29,0,TRUE,TRUE,0.011
match,Homo,unweighted,Thalamus,CMRgl,Mean,36.51,36.51,0,TRUE,TRUE,0.011
match,Homo,unweighted,Thalamus,CMRgl,N,33,33,0,TRUE,TRUE,0
match,Homo,unweighted,Thalamus,CMRgl,SD,6.26,6.26,0,TRUE,TRUE,0.011
match,Homo,weighted,Thalamus,CMRgl,CV,18.58,18.58,0,TRUE,TRUE,0.011
match,Homo,weighted,Thalamus,CMRgl,CVstar,18.59,18.59,0,TRUE,TRUE,0.011
match,Homo,weighted,Thalamus,CMRgl,Mean,37.41,37.41,0,TRUE,TRUE,0.011
match,Homo,weighted,Thalamus,CMRgl,N,406,406,0,TRUE,TRUE,0
match,Homo,weighted,Thalamus,CMRgl,SD,6.95,6.95,0,TRUE,TRUE,0.011
match,Homo,unweighted,White Matter,CBF,CV,15.65,15.65,0,TRUE,TRUE,0.011
match,Homo,unweighted,White Matter,CBF,CVstar,16.01,16.01,0,TRUE,TRUE,0.011
match,Homo,unweighted,White Matter,CBF,Mean,23.07,23.07,0,TRUE,TRUE,0.011
match,Homo,unweighted,White Matter,CBF,N,11,11,0,TRUE,TRUE,0
match,Homo,unweighted,White Matter,CBF,SD,3.61,3.61,0,TRUE,TRUE,0.011
match,Homo,weighted,White Matter,CBF,CV,21.22,21.22,0,TRUE,TRUE,0.011
match,Homo,weighted,White Matter,CBF,CVstar,21.25,21.25,0,TRUE,TRUE,0.011
match,Homo,weighted,White Matter,CBF,Mean,23.62,23.62,0,TRUE,TRUE,0.011
match,Homo,weighted,White Matter,CBF,N,172,172,0,TRUE,TRUE,0
match,Homo,weighted,White Matter,CBF,SD,5.01,5.01,0,TRUE,TRUE,0.011
match,Homo,unweighted,White Matter,CMRO2,CV,14.09,14.09,0,TRUE,TRUE,0.011
match,Homo,unweighted,White Matter,CMRO2,CVstar,14.44,14.44,0,TRUE,TRUE,0.011
match,Homo,unweighted,White Matter,CMRO2,Mean,74.8,74.8,0,TRUE,TRUE,0.011
match,Homo,unweighted,White Matter,CMRO2,N,10,10,0,TRUE,TRUE,0
match,Homo,unweighted,White Matter,CMRO2,SD,10.54,10.54,0,TRUE,TRUE,0.011
match,Homo,weighted,White Matter,CMRO2,CV,15.87,15.87,0,TRUE,TRUE,0.011
match,Homo,weighted,White Matter,CMRO2,CVstar,15.9,15.9,0,TRUE,TRUE,0.011
match,Homo,weighted,White Matter,CMRO2,Mean,75.68,75.68,0,TRUE,TRUE,0.011
match,Homo,weighted,White Matter,CMRO2,N,146,146,0,TRUE,TRUE,0
match,Homo,weighted,White Matter,CMRO2,SD,12.01,12.01,0,TRUE,TRUE,0.011
match,Homo,unweighted,White Matter,CMRgl,CV,27.99,27.99,0,TRUE,TRUE,0.011
match,Homo,unweighted,White Matter,CMRgl,CVstar,28.53,28.53,0,TRUE,TRUE,0.011
match,Homo,unweighted,White Matter,CMRgl,Mean,19.15,19.15,0,TRUE,TRUE,0.011
match,Homo,unweighted,White Matter,CMRgl,N,13,13,0,TRUE,TRUE,0
match,Homo,unweighted,White Matter,CMRgl,SD,5.36,5.36,0,TRUE,TRUE,0.011
match,Homo,weighted,White Matter,CMRgl,CV,19.65,19.65,0,TRUE,TRUE,0.011
match,Homo,weighted,White Matter,CMRgl,CVstar,19.68,19.68,0,TRUE,TRUE,0.011
match,Homo,weighted,White Matter,CMRgl,Mean,18.06,18.06,0,TRUE,TRUE,0.011
match,Homo,weighted,White Matter,CMRgl,N,158,158,0,TRUE,TRUE,0
match,Homo,weighted,White Matter,CMRgl,SD,3.55,3.55,0,TRUE,TRUE,0.011
match,Homo,unweighted,Whole Brain,CBF,CV,13.27,13.27,0,TRUE,TRUE,0.011
match,Homo,unweighted,Whole Brain,CBF,CVstar,13.36,13.36,0,TRUE,TRUE,0.011
match,Homo,unweighted,Whole Brain,CBF,Mean,53.06,53.06,0,TRUE,TRUE,0.011
match,Homo,unweighted,Whole Brain,CBF,N,35,35,0,TRUE,TRUE,0
match,Homo,unweighted,Whole Brain,CBF,SD,7.04,7.04,0,TRUE,TRUE,0.011
match,Homo,weighted,Whole Brain,CBF,CV,17.16,17.16,0,TRUE,TRUE,0.011
match,Homo,weighted,Whole Brain,CBF,CVstar,17.18,17.18,0,TRUE,TRUE,0.011
match,Homo,weighted,Whole Brain,CBF,Mean,53.25,53.25,0,TRUE,TRUE,0.011
match,Homo,weighted,Whole Brain,CBF,N,335,335,0,TRUE,TRUE,0
match,Homo,weighted,Whole Brain,CBF,SD,9.14,9.14,0,TRUE,TRUE,0.011
match,Homo,unweighted,Whole Brain,CMRO2,CV,11.88,11.88,0,TRUE,TRUE,0.011
match,Homo,unweighted,Whole Brain,CMRO2,CVstar,11.96,11.96,0,TRUE,TRUE,0.011
match,Homo,unweighted,Whole Brain,CMRO2,Mean,156.92,156.92,0,TRUE,TRUE,0.011
match,Homo,unweighted,Whole Brain,CMRO2,N,37,37,0,TRUE,TRUE,0
match,Homo,unweighted,Whole Brain,CMRO2,SD,18.64,18.64,0,TRUE,TRUE,0.011
match,Homo,weighted,Whole Brain,CMRO2,CV,17.49,17.49,0,TRUE,TRUE,0.011
match,Homo,weighted,Whole Brain,CMRO2,CVstar,17.5,17.5,0,TRUE,TRUE,0.011
match,Homo,weighted,Whole Brain,CMRO2,Mean,155.44,155.44,0,TRUE,TRUE,0.011
match,Homo,weighted,Whole Brain,CMRO2,N,358,358,0,TRUE,TRUE,0
match,Homo,weighted,Whole Brain,CMRO2,SD,27.19,27.19,0,TRUE,TRUE,0.011
match,Homo,unweighted,Whole Brain,CMRgl,CV,15.07,15.07,0,TRUE,TRUE,0.011
match,Homo,unweighted,Whole Brain,CMRgl,CVstar,15.24,15.24,0,TRUE,TRUE,0.011
match,Homo,unweighted,Whole Brain,CMRgl,Mean,29.31,29.31,0,TRUE,TRUE,0.011
match,Homo,unweighted,Whole Brain,CMRgl,N,22,22,0,TRUE,TRUE,0
match,Homo,unweighted,Whole Brain,CMRgl,SD,4.42,4.42,0,TRUE,TRUE,0.011
match,Homo,weighted,Whole Brain,CMRgl,CV,17.61,17.61,0,TRUE,TRUE,0.011
match,Homo,weighted,Whole Brain,CMRgl,CVstar,17.63,17.63,0,TRUE,TRUE,0.011
match,Homo,weighted,Whole Brain,CMRgl,Mean,29.98,29.98,0,TRUE,TRUE,0.011
match,Homo,weighted,Whole Brain,CMRgl,N,216,216,0,TRUE,TRUE,0
match,Homo,weighted,Whole Brain,CMRgl,SD,5.28,5.28,0,TRUE,TRUE,0.011
both_absent,Lepus,unweighted,Auditory Cortex,CMRgl,CV,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Lepus,unweighted,Auditory Cortex,CMRgl,CVstar,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Lepus,unweighted,Auditory Cortex,CMRgl,Mean,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Lepus,unweighted,Auditory Cortex,CMRgl,N,NA,NA,NA,FALSE,FALSE,0
both_absent,Lepus,unweighted,Auditory Cortex,CMRgl,SD,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Lepus,weighted,Auditory Cortex,CMRgl,CV,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Lepus,weighted,Auditory Cortex,CMRgl,CVstar,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Lepus,weighted,Auditory Cortex,CMRgl,Mean,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Lepus,weighted,Auditory Cortex,CMRgl,N,NA,NA,NA,FALSE,FALSE,0
both_absent,Lepus,weighted,Auditory Cortex,CMRgl,SD,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Lepus,unweighted,Basal Ganglia,CBF,CV,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Lepus,unweighted,Basal Ganglia,CBF,CVstar,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Lepus,unweighted,Basal Ganglia,CBF,Mean,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Lepus,unweighted,Basal Ganglia,CBF,N,NA,NA,NA,FALSE,FALSE,0
both_absent,Lepus,unweighted,Basal Ganglia,CBF,SD,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Lepus,weighted,Basal Ganglia,CBF,CV,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Lepus,weighted,Basal Ganglia,CBF,CVstar,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Lepus,weighted,Basal Ganglia,CBF,Mean,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Lepus,weighted,Basal Ganglia,CBF,N,NA,NA,NA,FALSE,FALSE,0
both_absent,Lepus,weighted,Basal Ganglia,CBF,SD,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Lepus,unweighted,Basal Ganglia,CMRO2,CV,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Lepus,unweighted,Basal Ganglia,CMRO2,CVstar,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Lepus,unweighted,Basal Ganglia,CMRO2,Mean,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Lepus,unweighted,Basal Ganglia,CMRO2,N,NA,NA,NA,FALSE,FALSE,0
both_absent,Lepus,unweighted,Basal Ganglia,CMRO2,SD,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Lepus,weighted,Basal Ganglia,CMRO2,CV,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Lepus,weighted,Basal Ganglia,CMRO2,CVstar,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Lepus,weighted,Basal Ganglia,CMRO2,Mean,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Lepus,weighted,Basal Ganglia,CMRO2,N,NA,NA,NA,FALSE,FALSE,0
both_absent,Lepus,weighted,Basal Ganglia,CMRO2,SD,NA,NA,NA,FALSE,FALSE,0.011
match,Lepus,unweighted,Basal Ganglia,CMRgl,CV,13.63,13.63,0,TRUE,TRUE,0.011
match,Lepus,unweighted,Basal Ganglia,CMRgl,CVstar,17.04,17.04,0,TRUE,TRUE,0.011
match,Lepus,unweighted,Basal Ganglia,CMRgl,Mean,58.7,58.7,0,TRUE,TRUE,0.011
match,Lepus,unweighted,Basal Ganglia,CMRgl,N,1,1,0,TRUE,TRUE,0
match,Lepus,unweighted,Basal Ganglia,CMRgl,SD,8,8,0,TRUE,TRUE,0.011
match,Lepus,weighted,Basal Ganglia,CMRgl,CV,13.63,13.63,0,TRUE,TRUE,0.011
match,Lepus,weighted,Basal Ganglia,CMRgl,CVstar,14.31,14.31,0,TRUE,TRUE,0.011
match,Lepus,weighted,Basal Ganglia,CMRgl,Mean,58.7,58.7,0,TRUE,TRUE,0.011
match,Lepus,weighted,Basal Ganglia,CMRgl,N,5,5,0,TRUE,TRUE,0
match,Lepus,weighted,Basal Ganglia,CMRgl,SD,8,8,0,TRUE,TRUE,0.011
both_absent,Lepus,unweighted,Cerebellum,CBF,CV,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Lepus,unweighted,Cerebellum,CBF,CVstar,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Lepus,unweighted,Cerebellum,CBF,Mean,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Lepus,unweighted,Cerebellum,CBF,N,NA,NA,NA,FALSE,FALSE,0
both_absent,Lepus,unweighted,Cerebellum,CBF,SD,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Lepus,weighted,Cerebellum,CBF,CV,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Lepus,weighted,Cerebellum,CBF,CVstar,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Lepus,weighted,Cerebellum,CBF,Mean,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Lepus,weighted,Cerebellum,CBF,N,NA,NA,NA,FALSE,FALSE,0
both_absent,Lepus,weighted,Cerebellum,CBF,SD,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Lepus,unweighted,Cerebellum,CMRO2,CV,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Lepus,unweighted,Cerebellum,CMRO2,CVstar,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Lepus,unweighted,Cerebellum,CMRO2,Mean,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Lepus,unweighted,Cerebellum,CMRO2,N,NA,NA,NA,FALSE,FALSE,0
both_absent,Lepus,unweighted,Cerebellum,CMRO2,SD,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Lepus,weighted,Cerebellum,CMRO2,CV,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Lepus,weighted,Cerebellum,CMRO2,CVstar,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Lepus,weighted,Cerebellum,CMRO2,Mean,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Lepus,weighted,Cerebellum,CMRO2,N,NA,NA,NA,FALSE,FALSE,0
both_absent,Lepus,weighted,Cerebellum,CMRO2,SD,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Lepus,unweighted,Cerebellum,CMRgl,CV,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Lepus,unweighted,Cerebellum,CMRgl,CVstar,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Lepus,unweighted,Cerebellum,CMRgl,Mean,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Lepus,unweighted,Cerebellum,CMRgl,N,NA,NA,NA,FALSE,FALSE,0
both_absent,Lepus,unweighted,Cerebellum,CMRgl,SD,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Lepus,weighted,Cerebellum,CMRgl,CV,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Lepus,weighted,Cerebellum,CMRgl,CVstar,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Lepus,weighted,Cerebellum,CMRgl,Mean,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Lepus,weighted,Cerebellum,CMRgl,N,NA,NA,NA,FALSE,FALSE,0
both_absent,Lepus,weighted,Cerebellum,CMRgl,SD,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Lepus,unweighted,Cingulate Cortex,CMRO2,CV,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Lepus,unweighted,Cingulate Cortex,CMRO2,CVstar,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Lepus,unweighted,Cingulate Cortex,CMRO2,Mean,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Lepus,unweighted,Cingulate Cortex,CMRO2,N,NA,NA,NA,FALSE,FALSE,0
both_absent,Lepus,unweighted,Cingulate Cortex,CMRO2,SD,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Lepus,weighted,Cingulate Cortex,CMRO2,CV,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Lepus,weighted,Cingulate Cortex,CMRO2,CVstar,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Lepus,weighted,Cingulate Cortex,CMRO2,Mean,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Lepus,weighted,Cingulate Cortex,CMRO2,N,NA,NA,NA,FALSE,FALSE,0
both_absent,Lepus,weighted,Cingulate Cortex,CMRO2,SD,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Lepus,unweighted,Cingulate Cortex,CMRgl,CV,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Lepus,unweighted,Cingulate Cortex,CMRgl,CVstar,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Lepus,unweighted,Cingulate Cortex,CMRgl,Mean,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Lepus,unweighted,Cingulate Cortex,CMRgl,N,NA,NA,NA,FALSE,FALSE,0
both_absent,Lepus,unweighted,Cingulate Cortex,CMRgl,SD,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Lepus,weighted,Cingulate Cortex,CMRgl,CV,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Lepus,weighted,Cingulate Cortex,CMRgl,CVstar,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Lepus,weighted,Cingulate Cortex,CMRgl,Mean,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Lepus,weighted,Cingulate Cortex,CMRgl,N,NA,NA,NA,FALSE,FALSE,0
both_absent,Lepus,weighted,Cingulate Cortex,CMRgl,SD,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Lepus,unweighted,Cortex,CBF,CV,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Lepus,unweighted,Cortex,CBF,CVstar,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Lepus,unweighted,Cortex,CBF,Mean,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Lepus,unweighted,Cortex,CBF,N,NA,NA,NA,FALSE,FALSE,0
both_absent,Lepus,unweighted,Cortex,CBF,SD,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Lepus,weighted,Cortex,CBF,CV,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Lepus,weighted,Cortex,CBF,CVstar,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Lepus,weighted,Cortex,CBF,Mean,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Lepus,weighted,Cortex,CBF,N,NA,NA,NA,FALSE,FALSE,0
both_absent,Lepus,weighted,Cortex,CBF,SD,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Lepus,unweighted,Cortex,CMRO2,CV,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Lepus,unweighted,Cortex,CMRO2,CVstar,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Lepus,unweighted,Cortex,CMRO2,Mean,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Lepus,unweighted,Cortex,CMRO2,N,NA,NA,NA,FALSE,FALSE,0
both_absent,Lepus,unweighted,Cortex,CMRO2,SD,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Lepus,weighted,Cortex,CMRO2,CV,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Lepus,weighted,Cortex,CMRO2,CVstar,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Lepus,weighted,Cortex,CMRO2,Mean,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Lepus,weighted,Cortex,CMRO2,N,NA,NA,NA,FALSE,FALSE,0
both_absent,Lepus,weighted,Cortex,CMRO2,SD,NA,NA,NA,FALSE,FALSE,0.011
match,Lepus,unweighted,Cortex,CMRgl,CV,23.12,23.12,0,TRUE,TRUE,0.011
match,Lepus,unweighted,Cortex,CMRgl,CVstar,28.9,28.9,0,TRUE,TRUE,0.011
match,Lepus,unweighted,Cortex,CMRgl,Mean,77.42,77.42,0,TRUE,TRUE,0.011
match,Lepus,unweighted,Cortex,CMRgl,N,1,1,0,TRUE,TRUE,0
match,Lepus,unweighted,Cortex,CMRgl,SD,17.9,17.9,0,TRUE,TRUE,0.011
match,Lepus,weighted,Cortex,CMRgl,CV,23.12,23.12,0,TRUE,TRUE,0.011
match,Lepus,weighted,Cortex,CMRgl,CVstar,24.28,24.28,0,TRUE,TRUE,0.011
match,Lepus,weighted,Cortex,CMRgl,Mean,77.42,77.42,0,TRUE,TRUE,0.011
match,Lepus,weighted,Cortex,CMRgl,N,5,5,0,TRUE,TRUE,0
match,Lepus,weighted,Cortex,CMRgl,SD,17.9,17.9,0,TRUE,TRUE,0.011
both_absent,Lepus,unweighted,Frontal Cortex,CMRO2,CV,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Lepus,unweighted,Frontal Cortex,CMRO2,CVstar,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Lepus,unweighted,Frontal Cortex,CMRO2,Mean,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Lepus,unweighted,Frontal Cortex,CMRO2,N,NA,NA,NA,FALSE,FALSE,0
both_absent,Lepus,unweighted,Frontal Cortex,CMRO2,SD,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Lepus,weighted,Frontal Cortex,CMRO2,CV,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Lepus,weighted,Frontal Cortex,CMRO2,CVstar,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Lepus,weighted,Frontal Cortex,CMRO2,Mean,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Lepus,weighted,Frontal Cortex,CMRO2,N,NA,NA,NA,FALSE,FALSE,0
both_absent,Lepus,weighted,Frontal Cortex,CMRO2,SD,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Lepus,unweighted,Frontal Cortex,CMRgl,CV,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Lepus,unweighted,Frontal Cortex,CMRgl,CVstar,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Lepus,unweighted,Frontal Cortex,CMRgl,Mean,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Lepus,unweighted,Frontal Cortex,CMRgl,N,NA,NA,NA,FALSE,FALSE,0
both_absent,Lepus,unweighted,Frontal Cortex,CMRgl,SD,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Lepus,weighted,Frontal Cortex,CMRgl,CV,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Lepus,weighted,Frontal Cortex,CMRgl,CVstar,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Lepus,weighted,Frontal Cortex,CMRgl,Mean,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Lepus,weighted,Frontal Cortex,CMRgl,N,NA,NA,NA,FALSE,FALSE,0
both_absent,Lepus,weighted,Frontal Cortex,CMRgl,SD,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Lepus,unweighted,Hippocampus,CBF,CV,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Lepus,unweighted,Hippocampus,CBF,CVstar,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Lepus,unweighted,Hippocampus,CBF,Mean,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Lepus,unweighted,Hippocampus,CBF,N,NA,NA,NA,FALSE,FALSE,0
both_absent,Lepus,unweighted,Hippocampus,CBF,SD,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Lepus,weighted,Hippocampus,CBF,CV,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Lepus,weighted,Hippocampus,CBF,CVstar,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Lepus,weighted,Hippocampus,CBF,Mean,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Lepus,weighted,Hippocampus,CBF,N,NA,NA,NA,FALSE,FALSE,0
both_absent,Lepus,weighted,Hippocampus,CBF,SD,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Lepus,unweighted,Hippocampus,CMRO2,CV,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Lepus,unweighted,Hippocampus,CMRO2,CVstar,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Lepus,unweighted,Hippocampus,CMRO2,Mean,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Lepus,unweighted,Hippocampus,CMRO2,N,NA,NA,NA,FALSE,FALSE,0
both_absent,Lepus,unweighted,Hippocampus,CMRO2,SD,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Lepus,weighted,Hippocampus,CMRO2,CV,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Lepus,weighted,Hippocampus,CMRO2,CVstar,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Lepus,weighted,Hippocampus,CMRO2,Mean,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Lepus,weighted,Hippocampus,CMRO2,N,NA,NA,NA,FALSE,FALSE,0
both_absent,Lepus,weighted,Hippocampus,CMRO2,SD,NA,NA,NA,FALSE,FALSE,0.011
match,Lepus,unweighted,Hippocampus,CMRgl,CV,9.64,9.64,0,TRUE,TRUE,0.011
match,Lepus,unweighted,Hippocampus,CMRgl,CVstar,12.05,12.05,0,TRUE,TRUE,0.011
match,Lepus,unweighted,Hippocampus,CMRgl,Mean,58.1,58.1,0,TRUE,TRUE,0.011
match,Lepus,unweighted,Hippocampus,CMRgl,N,1,1,0,TRUE,TRUE,0
match,Lepus,unweighted,Hippocampus,CMRgl,SD,5.6,5.6,0,TRUE,TRUE,0.011
match,Lepus,weighted,Hippocampus,CMRgl,CV,9.64,9.64,0,TRUE,TRUE,0.011
match,Lepus,weighted,Hippocampus,CMRgl,CVstar,10.12,10.12,0,TRUE,TRUE,0.011
match,Lepus,weighted,Hippocampus,CMRgl,Mean,58.1,58.1,0,TRUE,TRUE,0.011
match,Lepus,weighted,Hippocampus,CMRgl,N,5,5,0,TRUE,TRUE,0
match,Lepus,weighted,Hippocampus,CMRgl,SD,5.6,5.6,0,TRUE,TRUE,0.011
both_absent,Lepus,unweighted,Occipital Cortex,CMRO2,CV,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Lepus,unweighted,Occipital Cortex,CMRO2,CVstar,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Lepus,unweighted,Occipital Cortex,CMRO2,Mean,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Lepus,unweighted,Occipital Cortex,CMRO2,N,NA,NA,NA,FALSE,FALSE,0
