status,genus,weighting,region,measure,stat,built,manual,diff,real_built,real_manual,tol
both_absent,Macaca,unweighted,White Matter,CMRO2,CVstar,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Macaca,unweighted,White Matter,CMRO2,Mean,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Macaca,unweighted,White Matter,CMRO2,N,NA,NA,NA,FALSE,FALSE,0
both_absent,Macaca,unweighted,White Matter,CMRO2,SD,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Macaca,weighted,White Matter,CMRO2,CV,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Macaca,weighted,White Matter,CMRO2,CVstar,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Macaca,weighted,White Matter,CMRO2,Mean,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Macaca,weighted,White Matter,CMRO2,N,NA,NA,NA,FALSE,FALSE,0
both_absent,Macaca,weighted,White Matter,CMRO2,SD,NA,NA,NA,FALSE,FALSE,0.011
match,Macaca,unweighted,White Matter,CMRgl,CV,23.41,23.41,0,TRUE,TRUE,0.011
match,Macaca,unweighted,White Matter,CMRgl,CVstar,24.39,24.39,0,TRUE,TRUE,0.011
match,Macaca,unweighted,White Matter,CMRgl,Mean,12.55,12.55,0,TRUE,TRUE,0.011
match,Macaca,unweighted,White Matter,CMRgl,N,6,6,0,TRUE,TRUE,0
match,Macaca,unweighted,White Matter,CMRgl,SD,2.94,2.94,0,TRUE,TRUE,0.011
match,Macaca,weighted,White Matter,CMRgl,CV,17.99,17.99,0,TRUE,TRUE,0.011
match,Macaca,weighted,White Matter,CMRgl,CVstar,18.18,18.18,0,TRUE,TRUE,0.011
match,Macaca,weighted,White Matter,CMRgl,Mean,12.34,12.34,0,TRUE,TRUE,0.011
match,Macaca,weighted,White Matter,CMRgl,N,24,24,0,TRUE,TRUE,0
match,Macaca,weighted,White Matter,CMRgl,SD,2.22,2.22,0,TRUE,TRUE,0.011
match,Macaca,unweighted,Whole Brain,CBF,CV,31.82,31.82,0,TRUE,TRUE,0.011
match,Macaca,unweighted,Whole Brain,CBF,CVstar,33.81,33.81,0,TRUE,TRUE,0.011
match,Macaca,unweighted,Whole Brain,CBF,Mean,74.93,74.93,0,TRUE,TRUE,0.011
match,Macaca,unweighted,Whole Brain,CBF,N,4,4,0,TRUE,TRUE,0
match,Macaca,unweighted,Whole Brain,CBF,SD,23.84,23.84,0,TRUE,TRUE,0.011
match,Macaca,weighted,Whole Brain,CBF,CV,17.15,17.15,0,TRUE,TRUE,0.011
match,Macaca,weighted,Whole Brain,CBF,CVstar,17.35,17.35,0,TRUE,TRUE,0.011
match,Macaca,weighted,Whole Brain,CBF,Mean,67.33,67.33,0,TRUE,TRUE,0.011
match,Macaca,weighted,Whole Brain,CBF,N,22,22,0,TRUE,TRUE,0
match,Macaca,weighted,Whole Brain,CBF,SD,11.55,11.55,0,TRUE,TRUE,0.011
match,Macaca,unweighted,Whole Brain,CMRO2,CV,30.36,30.36,0,TRUE,TRUE,0.011
match,Macaca,unweighted,Whole Brain,CMRO2,CVstar,32.25,32.25,0,TRUE,TRUE,0.011
match,Macaca,unweighted,Whole Brain,CMRO2,Mean,244.19,244.19,0,TRUE,TRUE,0.011
match,Macaca,unweighted,Whole Brain,CMRO2,N,4,4,0,TRUE,TRUE,0
match,Macaca,unweighted,Whole Brain,CMRO2,SD,74.13,74.13,0,TRUE,TRUE,0.011
match,Macaca,weighted,Whole Brain,CMRO2,CV,26.93,26.93,0,TRUE,TRUE,0.011
match,Macaca,weighted,Whole Brain,CMRO2,CVstar,27.24,27.24,0,TRUE,TRUE,0.011
match,Macaca,weighted,Whole Brain,CMRO2,Mean,214.93,214.93,0,TRUE,TRUE,0.011
match,Macaca,weighted,Whole Brain,CMRO2,N,22,22,0,TRUE,TRUE,0
match,Macaca,weighted,Whole Brain,CMRO2,SD,57.89,57.89,0,TRUE,TRUE,0.011
match,Macaca,unweighted,Whole Brain,CMRgl,CV,26.88,26.88,0,TRUE,TRUE,0.011
match,Macaca,unweighted,Whole Brain,CMRgl,CVstar,28.22,28.22,0,TRUE,TRUE,0.011
match,Macaca,unweighted,Whole Brain,CMRgl,Mean,43.15,43.15,0,TRUE,TRUE,0.011
match,Macaca,unweighted,Whole Brain,CMRgl,N,5,5,0,TRUE,TRUE,0
match,Macaca,unweighted,Whole Brain,CMRgl,SD,11.6,11.6,0,TRUE,TRUE,0.011
match,Macaca,weighted,Whole Brain,CMRgl,CV,27.18,27.18,0,TRUE,TRUE,0.011
match,Macaca,weighted,Whole Brain,CMRgl,CVstar,27.42,27.42,0,TRUE,TRUE,0.011
match,Macaca,weighted,Whole Brain,CMRgl,Mean,40.66,40.66,0,TRUE,TRUE,0.011
match,Macaca,weighted,Whole Brain,CMRgl,N,28,28,0,TRUE,TRUE,0
match,Macaca,weighted,Whole Brain,CMRgl,SD,11.05,11.05,0,TRUE,TRUE,0.011
both_absent,Meriones,unweighted,Auditory Cortex,CMRgl,CV,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Meriones,unweighted,Auditory Cortex,CMRgl,CVstar,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Meriones,unweighted,Auditory Cortex,CMRgl,Mean,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Meriones,unweighted,Auditory Cortex,CMRgl,N,NA,NA,NA,FALSE,FALSE,0
both_absent,Meriones,unweighted,Auditory Cortex,CMRgl,SD,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Meriones,weighted,Auditory Cortex,CMRgl,CV,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Meriones,weighted,Auditory Cortex,CMRgl,CVstar,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Meriones,weighted,Auditory Cortex,CMRgl,Mean,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Meriones,weighted,Auditory Cortex,CMRgl,N,NA,NA,NA,FALSE,FALSE,0
both_absent,Meriones,weighted,Auditory Cortex,CMRgl,SD,NA,NA,NA,FALSE,FALSE,0.011
match,Meriones,unweighted,Basal Ganglia,CBF,CV,41.96,41.96,0,TRUE,TRUE,0.011
match,Meriones,unweighted,Basal Ganglia,CBF,CVstar,47.21,47.21,0,TRUE,TRUE,0.011
match,Meriones,unweighted,Basal Ganglia,CBF,Mean,113.75,113.75,0,TRUE,TRUE,0.011
match,Meriones,unweighted,Basal Ganglia,CBF,N,2,2,0,TRUE,TRUE,0
match,Meriones,unweighted,Basal Ganglia,CBF,SD,47.73,47.73,0,TRUE,TRUE,0.011
match,Meriones,weighted,Basal Ganglia,CBF,CV,10.07,10.07,0,TRUE,TRUE,0.011
match,Meriones,weighted,Basal Ganglia,CBF,CVstar,10.43,10.43,0,TRUE,TRUE,0.011
match,Meriones,weighted,Basal Ganglia,CBF,Mean,99.29,99.29,0,TRUE,TRUE,0.011
match,Meriones,weighted,Basal Ganglia,CBF,N,7,7,0,TRUE,TRUE,0
match,Meriones,weighted,Basal Ganglia,CBF,SD,10,10,0,TRUE,TRUE,0.011
both_absent,Meriones,unweighted,Basal Ganglia,CMRO2,CV,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Meriones,unweighted,Basal Ganglia,CMRO2,CVstar,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Meriones,unweighted,Basal Ganglia,CMRO2,Mean,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Meriones,unweighted,Basal Ganglia,CMRO2,N,NA,NA,NA,FALSE,FALSE,0
both_absent,Meriones,unweighted,Basal Ganglia,CMRO2,SD,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Meriones,weighted,Basal Ganglia,CMRO2,CV,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Meriones,weighted,Basal Ganglia,CMRO2,CVstar,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Meriones,weighted,Basal Ganglia,CMRO2,Mean,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Meriones,weighted,Basal Ganglia,CMRO2,N,NA,NA,NA,FALSE,FALSE,0
both_absent,Meriones,weighted,Basal Ganglia,CMRO2,SD,NA,NA,NA,FALSE,FALSE,0.011
match,Meriones,unweighted,Basal Ganglia,CMRgl,CV,33.25,33.25,0,TRUE,TRUE,0.011
match,Meriones,unweighted,Basal Ganglia,CMRgl,CVstar,36.02,36.02,0,TRUE,TRUE,0.011
match,Meriones,unweighted,Basal Ganglia,CMRgl,Mean,83.8,83.8,0,TRUE,TRUE,0.011
match,Meriones,unweighted,Basal Ganglia,CMRgl,N,3,3,0,TRUE,TRUE,0
match,Meriones,unweighted,Basal Ganglia,CMRgl,SD,27.86,27.86,0,TRUE,TRUE,0.011
match,Meriones,weighted,Basal Ganglia,CMRgl,CV,18.43,18.43,0,TRUE,TRUE,0.011
match,Meriones,weighted,Basal Ganglia,CMRgl,CVstar,18.78,18.78,0,TRUE,TRUE,0.011
match,Meriones,weighted,Basal Ganglia,CMRgl,Mean,74.88,74.88,0,TRUE,TRUE,0.011
match,Meriones,weighted,Basal Ganglia,CMRgl,N,13,13,0,TRUE,TRUE,0
match,Meriones,weighted,Basal Ganglia,CMRgl,SD,13.8,13.8,0,TRUE,TRUE,0.011
match,Meriones,unweighted,Cerebellum,CBF,CV,16.99,16.99,0,TRUE,TRUE,0.011
match,Meriones,unweighted,Cerebellum,CBF,CVstar,21.24,21.24,0,TRUE,TRUE,0.011
match,Meriones,unweighted,Cerebellum,CBF,Mean,93,93,0,TRUE,TRUE,0.011
match,Meriones,unweighted,Cerebellum,CBF,N,1,1,0,TRUE,TRUE,0
match,Meriones,unweighted,Cerebellum,CBF,SD,15.8,15.8,0,TRUE,TRUE,0.011
match,Meriones,weighted,Cerebellum,CBF,CV,16.99,16.99,0,TRUE,TRUE,0.011
match,Meriones,weighted,Cerebellum,CBF,CVstar,17.41,17.41,0,TRUE,TRUE,0.011
match,Meriones,weighted,Cerebellum,CBF,Mean,93,93,0,TRUE,TRUE,0.011
match,Meriones,weighted,Cerebellum,CBF,N,10,10,0,TRUE,TRUE,0
match,Meriones,weighted,Cerebellum,CBF,SD,15.8,15.8,0,TRUE,TRUE,0.011
both_absent,Meriones,unweighted,Cerebellum,CMRO2,CV,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Meriones,unweighted,Cerebellum,CMRO2,CVstar,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Meriones,unweighted,Cerebellum,CMRO2,Mean,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Meriones,unweighted,Cerebellum,CMRO2,N,NA,NA,NA,FALSE,FALSE,0
both_absent,Meriones,unweighted,Cerebellum,CMRO2,SD,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Meriones,weighted,Cerebellum,CMRO2,CV,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Meriones,weighted,Cerebellum,CMRO2,CVstar,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Meriones,weighted,Cerebellum,CMRO2,Mean,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Meriones,weighted,Cerebellum,CMRO2,N,NA,NA,NA,FALSE,FALSE,0
both_absent,Meriones,weighted,Cerebellum,CMRO2,SD,NA,NA,NA,FALSE,FALSE,0.011
match,Meriones,unweighted,Cerebellum,CMRgl,CV,32.43,32.43,0,TRUE,TRUE,0.011
match,Meriones,unweighted,Cerebellum,CMRgl,CVstar,40.54,40.54,0,TRUE,TRUE,0.011
match,Meriones,unweighted,Cerebellum,CMRgl,Mean,44.4,44.4,0,TRUE,TRUE,0.011
match,Meriones,unweighted,Cerebellum,CMRgl,N,1,1,0,TRUE,TRUE,0
match,Meriones,unweighted,Cerebellum,CMRgl,SD,14.4,14.4,0,TRUE,TRUE,0.011
match,Meriones,weighted,Cerebellum,CMRgl,CV,32.43,32.43,0,TRUE,TRUE,0.011
match,Meriones,weighted,Cerebellum,CMRgl,CVstar,33.78,33.78,0,TRUE,TRUE,0.011
match,Meriones,weighted,Cerebellum,CMRgl,Mean,44.4,44.4,0,TRUE,TRUE,0.011
match,Meriones,weighted,Cerebellum,CMRgl,N,6,6,0,TRUE,TRUE,0
match,Meriones,weighted,Cerebellum,CMRgl,SD,14.4,14.4,0,TRUE,TRUE,0.011
both_absent,Meriones,unweighted,Cingulate Cortex,CMRO2,CV,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Meriones,unweighted,Cingulate Cortex,CMRO2,CVstar,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Meriones,unweighted,Cingulate Cortex,CMRO2,Mean,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Meriones,unweighted,Cingulate Cortex,CMRO2,N,NA,NA,NA,FALSE,FALSE,0
both_absent,Meriones,unweighted,Cingulate Cortex,CMRO2,SD,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Meriones,weighted,Cingulate Cortex,CMRO2,CV,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Meriones,weighted,Cingulate Cortex,CMRO2,CVstar,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Meriones,weighted,Cingulate Cortex,CMRO2,Mean,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Meriones,weighted,Cingulate Cortex,CMRO2,N,NA,NA,NA,FALSE,FALSE,0
both_absent,Meriones,weighted,Cingulate Cortex,CMRO2,SD,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Meriones,unweighted,Cingulate Cortex,CMRgl,CV,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Meriones,unweighted,Cingulate Cortex,CMRgl,CVstar,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Meriones,unweighted,Cingulate Cortex,CMRgl,Mean,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Meriones,unweighted,Cingulate Cortex,CMRgl,N,NA,NA,NA,FALSE,FALSE,0
both_absent,Meriones,unweighted,Cingulate Cortex,CMRgl,SD,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Meriones,weighted,Cingulate Cortex,CMRgl,CV,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Meriones,weighted,Cingulate Cortex,CMRgl,CVstar,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Meriones,weighted,Cingulate Cortex,CMRgl,Mean,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Meriones,weighted,Cingulate Cortex,CMRgl,N,NA,NA,NA,FALSE,FALSE,0
both_absent,Meriones,weighted,Cingulate Cortex,CMRgl,SD,NA,NA,NA,FALSE,FALSE,0.011
match,Meriones,unweighted,Cortex,CBF,CV,28.59,28.59,0,TRUE,TRUE,0.011
match,Meriones,unweighted,Cortex,CBF,CVstar,32.16,32.16,0,TRUE,TRUE,0.011
match,Meriones,unweighted,Cortex,CBF,Mean,112.8,112.8,0,TRUE,TRUE,0.011
match,Meriones,unweighted,Cortex,CBF,N,2,2,0,TRUE,TRUE,0
match,Meriones,unweighted,Cortex,CBF,SD,32.24,32.24,0,TRUE,TRUE,0.011
match,Meriones,weighted,Cortex,CBF,CV,6.6,6.6,0,TRUE,TRUE,0.011
match,Meriones,weighted,Cortex,CBF,CVstar,6.84,6.84,0,TRUE,TRUE,0.011
match,Meriones,weighted,Cortex,CBF,Mean,103.03,103.03,0,TRUE,TRUE,0.011
match,Meriones,weighted,Cortex,CBF,N,7,7,0,TRUE,TRUE,0
match,Meriones,weighted,Cortex,CBF,SD,6.8,6.8,0,TRUE,TRUE,0.011
both_absent,Meriones,unweighted,Cortex,CMRO2,CV,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Meriones,unweighted,Cortex,CMRO2,CVstar,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Meriones,unweighted,Cortex,CMRO2,Mean,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Meriones,unweighted,Cortex,CMRO2,N,NA,NA,NA,FALSE,FALSE,0
both_absent,Meriones,unweighted,Cortex,CMRO2,SD,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Meriones,weighted,Cortex,CMRO2,CV,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Meriones,weighted,Cortex,CMRO2,CVstar,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Meriones,weighted,Cortex,CMRO2,Mean,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Meriones,weighted,Cortex,CMRO2,N,NA,NA,NA,FALSE,FALSE,0
both_absent,Meriones,weighted,Cortex,CMRO2,SD,NA,NA,NA,FALSE,FALSE,0.011
match,Meriones,unweighted,Cortex,CMRgl,CV,20.87,20.87,0,TRUE,TRUE,0.011
match,Meriones,unweighted,Cortex,CMRgl,CVstar,22.61,22.61,0,TRUE,TRUE,0.011
match,Meriones,unweighted,Cortex,CMRgl,Mean,78.51,78.51,0,TRUE,TRUE,0.011
match,Meriones,unweighted,Cortex,CMRgl,N,3,3,0,TRUE,TRUE,0
match,Meriones,unweighted,Cortex,CMRgl,SD,16.38,16.38,0,TRUE,TRUE,0.011
match,Meriones,weighted,Cortex,CMRgl,CV,21.29,21.29,0,TRUE,TRUE,0.011
match,Meriones,weighted,Cortex,CMRgl,CVstar,21.7,21.7,0,TRUE,TRUE,0.011
match,Meriones,weighted,Cortex,CMRgl,Mean,73.35,73.35,0,TRUE,TRUE,0.011
match,Meriones,weighted,Cortex,CMRgl,N,13,13,0,TRUE,TRUE,0
match,Meriones,weighted,Cortex,CMRgl,SD,15.62,15.62,0,TRUE,TRUE,0.011
both_absent,Meriones,unweighted,Frontal Cortex,CMRO2,CV,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Meriones,unweighted,Frontal Cortex,CMRO2,CVstar,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Meriones,unweighted,Frontal Cortex,CMRO2,Mean,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Meriones,unweighted,Frontal Cortex,CMRO2,N,NA,NA,NA,FALSE,FALSE,0
both_absent,Meriones,unweighted,Frontal Cortex,CMRO2,SD,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Meriones,weighted,Frontal Cortex,CMRO2,CV,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Meriones,weighted,Frontal Cortex,CMRO2,CVstar,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Meriones,weighted,Frontal Cortex,CMRO2,Mean,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Meriones,weighted,Frontal Cortex,CMRO2,N,NA,NA,NA,FALSE,FALSE,0
both_absent,Meriones,weighted,Frontal Cortex,CMRO2,SD,NA,NA,NA,FALSE,FALSE,0.011
match,Meriones,unweighted,Frontal Cortex,CMRgl,CV,22.12,22.12,0,TRUE,TRUE,0.011
match,Meriones,unweighted,Frontal Cortex,CMRgl,CVstar,27.65,27.65,0,TRUE,TRUE,0.011
match,Meriones,unweighted,Frontal Cortex,CMRgl,Mean,67.8,67.8,0,TRUE,TRUE,0.011
match,Meriones,unweighted,Frontal Cortex,CMRgl,N,1,1,0,TRUE,TRUE,0
match,Meriones,unweighted,Frontal Cortex,CMRgl,SD,15,15,0,TRUE,TRUE,0.011
match,Meriones,weighted,Frontal Cortex,CMRgl,CV,22.12,22.12,0,TRUE,TRUE,0.011
match,Meriones,weighted,Frontal Cortex,CMRgl,CVstar,23.05,23.05,0,TRUE,TRUE,0.011
match,Meriones,weighted,Frontal Cortex,CMRgl,Mean,67.8,67.8,0,TRUE,TRUE,0.011
match,Meriones,weighted,Frontal Cortex,CMRgl,N,6,6,0,TRUE,TRUE,0
match,Meriones,weighted,Frontal Cortex,CMRgl,SD,15,15,0,TRUE,TRUE,0.011
match,Meriones,unweighted,Hippocampus,CBF,CV,8.26,8.26,0,TRUE,TRUE,0.011
match,Meriones,unweighted,Hippocampus,CBF,CVstar,10.32,10.32,0,TRUE,TRUE,0.011
match,Meriones,unweighted,Hippocampus,CBF,Mean,109,109,0,TRUE,TRUE,0.011
match,Meriones,unweighted,Hippocampus,CBF,N,1,1,0,TRUE,TRUE,0
match,Meriones,unweighted,Hippocampus,CBF,SD,9,9,0,TRUE,TRUE,0.011
match,Meriones,weighted,Hippocampus,CBF,CV,8.26,8.26,0,TRUE,TRUE,0.011
match,Meriones,weighted,Hippocampus,CBF,CVstar,9.29,9.29,0,TRUE,TRUE,0.011
match,Meriones,weighted,Hippocampus,CBF,Mean,109,109,0,TRUE,TRUE,0.011
match,Meriones,weighted,Hippocampus,CBF,N,2,2,0,TRUE,TRUE,0
match,Meriones,weighted,Hippocampus,CBF,SD,9,9,0,TRUE,TRUE,0.011
both_absent,Meriones,unweighted,Hippocampus,CMRO2,CV,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Meriones,unweighted,Hippocampus,CMRO2,CVstar,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Meriones,unweighted,Hippocampus,CMRO2,Mean,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Meriones,unweighted,Hippocampus,CMRO2,N,NA,NA,NA,FALSE,FALSE,0
both_absent,Meriones,unweighted,Hippocampus,CMRO2,SD,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Meriones,weighted,Hippocampus,CMRO2,CV,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Meriones,weighted,Hippocampus,CMRO2,CVstar,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Meriones,weighted,Hippocampus,CMRO2,Mean,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Meriones,weighted,Hippocampus,CMRO2,N,NA,NA,NA,FALSE,FALSE,0
both_absent,Meriones,weighted,Hippocampus,CMRO2,SD,NA,NA,NA,FALSE,FALSE,0.011
match,Meriones,unweighted,Hippocampus,CMRgl,CV,27.54,27.54,0,TRUE,TRUE,0.011
match,Meriones,unweighted,Hippocampus,CMRgl,CVstar,34.42,34.42,0,TRUE,TRUE,0.011
match,Meriones,unweighted,Hippocampus,CMRgl,Mean,69,69,0,TRUE,TRUE,0.011
match,Meriones,unweighted,Hippocampus,CMRgl,N,1,1,0,TRUE,TRUE,0
match,Meriones,unweighted,Hippocampus,CMRgl,SD,19,19,0,TRUE,TRUE,0.011
match,Meriones,weighted,Hippocampus,CMRgl,CV,27.54,27.54,0,TRUE,TRUE,0.011
match,Meriones,weighted,Hippocampus,CMRgl,CVstar,28.68,28.68,0,TRUE,TRUE,0.011
match,Meriones,weighted,Hippocampus,CMRgl,Mean,69,69,0,TRUE,TRUE,0.011
match,Meriones,weighted,Hippocampus,CMRgl,N,6,6,0,TRUE,TRUE,0
match,Meriones,weighted,Hippocampus,CMRgl,SD,19,19,0,TRUE,TRUE,0.011
both_absent,Meriones,unweighted,Occipital Cortex,CMRO2,CV,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Meriones,unweighted,Occipital Cortex,CMRO2,CVstar,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Meriones,unweighted,Occipital Cortex,CMRO2,Mean,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Meriones,unweighted,Occipital Cortex,CMRO2,N,NA,NA,NA,FALSE,FALSE,0
both_absent,Meriones,unweighted,Occipital Cortex,CMRO2,SD,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Meriones,weighted,Occipital Cortex,CMRO2,CV,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Meriones,weighted,Occipital Cortex,CMRO2,CVstar,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Meriones,weighted,Occipital Cortex,CMRO2,Mean,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Meriones,weighted,Occipital Cortex,CMRO2,N,NA,NA,NA,FALSE,FALSE,0
both_absent,Meriones,weighted,Occipital Cortex,CMRO2,SD,NA,NA,NA,FALSE,FALSE,0.011
match,Meriones,unweighted,Occipital Cortex,CMRgl,CV,29.68,29.68,0,TRUE,TRUE,0.011
match,Meriones,unweighted,Occipital Cortex,CMRgl,CVstar,37.1,37.1,0,TRUE,TRUE,0.011
match,Meriones,unweighted,Occipital Cortex,CMRgl,Mean,69.4,69.4,0,TRUE,TRUE,0.011
match,Meriones,unweighted,Occipital Cortex,CMRgl,N,1,1,0,TRUE,TRUE,0
match,Meriones,unweighted,Occipital Cortex,CMRgl,SD,20.6,20.6,0,TRUE,TRUE,0.011
match,Meriones,weighted,Occipital Cortex,CMRgl,CV,29.68,29.68,0,TRUE,TRUE,0.011
match,Meriones,weighted,Occipital Cortex,CMRgl,CVstar,30.92,30.92,0,TRUE,TRUE,0.011
match,Meriones,weighted,Occipital Cortex,CMRgl,Mean,69.4,69.4,0,TRUE,TRUE,0.011
match,Meriones,weighted,Occipital Cortex,CMRgl,N,6,6,0,TRUE,TRUE,0
match,Meriones,weighted,Occipital Cortex,CMRgl,SD,20.6,20.6,0,TRUE,TRUE,0.011
both_absent,Meriones,unweighted,Parietal Cortex,CMRO2,CV,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Meriones,unweighted,Parietal Cortex,CMRO2,CVstar,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Meriones,unweighted,Parietal Cortex,CMRO2,Mean,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Meriones,unweighted,Parietal Cortex,CMRO2,N,NA,NA,NA,FALSE,FALSE,0
both_absent,Meriones,unweighted,Parietal Cortex,CMRO2,SD,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Meriones,weighted,Parietal Cortex,CMRO2,CV,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Meriones,weighted,Parietal Cortex,CMRO2,CVstar,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Meriones,weighted,Parietal Cortex,CMRO2,Mean,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Meriones,weighted,Parietal Cortex,CMRO2,N,NA,NA,NA,FALSE,FALSE,0
both_absent,Meriones,weighted,Parietal Cortex,CMRO2,SD,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Meriones,unweighted,Parietal Cortex,CMRgl,CV,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Meriones,unweighted,Parietal Cortex,CMRgl,CVstar,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Meriones,unweighted,Parietal Cortex,CMRgl,Mean,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Meriones,unweighted,Parietal Cortex,CMRgl,N,NA,NA,NA,FALSE,FALSE,0
both_absent,Meriones,unweighted,Parietal Cortex,CMRgl,SD,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Meriones,weighted,Parietal Cortex,CMRgl,CV,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Meriones,weighted,Parietal Cortex,CMRgl,CVstar,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Meriones,weighted,Parietal Cortex,CMRgl,Mean,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Meriones,weighted,Parietal Cortex,CMRgl,N,NA,NA,NA,FALSE,FALSE,0
both_absent,Meriones,weighted,Parietal Cortex,CMRgl,SD,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Meriones,unweighted,Sensorimotor Cortex,CMRO2,CV,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Meriones,unweighted,Sensorimotor Cortex,CMRO2,CVstar,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Meriones,unweighted,Sensorimotor Cortex,CMRO2,Mean,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Meriones,unweighted,Sensorimotor Cortex,CMRO2,N,NA,NA,NA,FALSE,FALSE,0
both_absent,Meriones,unweighted,Sensorimotor Cortex,CMRO2,SD,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Meriones,weighted,Sensorimotor Cortex,CMRO2,CV,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Meriones,weighted,Sensorimotor Cortex,CMRO2,CVstar,NA,NA,NA,FALSE,FALSE,0.011
both_absent,Meriones,weighted,Sensorimotor Cortex,CMRO2,Mean,NA,NA,NA,FALSE,FALSE,0.011
