"file","identifier","id_type","table_label","url","readme","n_rows","n_cols","columns","citation","citation_short","first_author","year"
"UMI%3A3147447_TableA12.tsv","UMI:3147447","Dissertation (ProQuest)","TableA12","","",76,13,"Species; Reference; n; Anesthesia; Mode; Region; CMRgl_umol_100g_min; CMRgl_SD; CMRO2_umol_100g_min; CMRO2_SD; CBF_ml_100g_min; CBF_SD; source","Kaufman, J. A. (2004). Pattern and scaling of regional cerebral glucose metabolism in mammals (Publication No. 3147447) [Doctoral dissertation, Washington University in St. Louis]. ProQuest Dissertations & Theses Global.","Kaufman et al. (2004)","Kaufman","2004"
"UMI%3A3147447_TableA13.tsv","UMI:3147447","Dissertation (ProQuest)","TableA13","","",62,13,"Species; Reference; n; Anesthesia; Mode; Region; CMRgl_umol_100g_min; CMRgl_SD; CMRO2_umol_100g_min; CMRO2_SD; CBF_ml_100g_min; CBF_SD; source","Kaufman, J. A. (2004). Pattern and scaling of regional cerebral glucose metabolism in mammals (Publication No. 3147447) [Doctoral dissertation, Washington University in St. Louis]. ProQuest Dissertations & Theses Global.","Kaufman et al. (2004)","Kaufman","2004"
"UMI%3A3147447_TableA14.tsv","UMI:3147447","Dissertation (ProQuest)","TableA14","","",196,13,"Species; Reference; n; Anesthesia; Mode; Region; CMRgl_umol_100g_min; CMRgl_SD; CMRO2_umol_100g_min; CMRO2_SD; CBF_ml_100g_min; CBF_SD; source","Kaufman, J. A. (2004). Pattern and scaling of regional cerebral glucose metabolism in mammals (Publication No. 3147447) [Doctoral dissertation, Washington University in St. Louis]. ProQuest Dissertations & Theses Global.","Kaufman et al. (2004)","Kaufman","2004"
"UMI%3A3147447_TableA15.tsv","UMI:3147447","Dissertation (ProQuest)","TableA15","","",284,11,"species; weighting; region; measure; units; N; Mean; SD; CV; CVstar; note","Kaufman, J. A. (2004). Pattern and scaling of regional cerebral glucose metabolism in mammals (Publication No. 3147447) [Doctoral dissertation, Washington University in St. Louis]. ProQuest Dissertations & Theses Global.","Kaufman et al. (2004)","Kaufman","2004"
"UMI%3A3147447_TableA2.tsv","UMI:3147447","Dissertation (ProQuest)","TableA2","","",86,13,"Species; Reference; n; Anesthesia; Mode; Region; CMRgl_umol_100g_min; CMRgl_SD; CMRO2_umol_100g_min; CMRO2_SD; CBF_ml_100g_min; CBF_SD; source","Kaufman, J. A. (2004). Pattern and scaling of regional cerebral glucose metabolism in mammals (Publication No. 3147447) [Doctoral dissertation, Washington University in St. Louis]. ProQuest Dissertations & Theses Global.","Kaufman et al. (2004)","Kaufman","2004"
"UMI%3A3147447_TableA3.tsv","UMI:3147447","Dissertation (ProQuest)","TableA3","","",126,13,"Species; Reference; n; Anesthesia; Mode; Region; CMRgl_umol_100g_min; CMRgl_SD; CMRO2_umol_100g_min; CMRO2_SD; CBF_ml_100g_min; CBF_SD; source","Kaufman, J. A. (2004). Pattern and scaling of regional cerebral glucose metabolism in mammals (Publication No. 3147447) [Doctoral dissertation, Washington University in St. Louis]. ProQuest Dissertations & Theses Global.","Kaufman et al. (2004)","Kaufman","2004"
"UMI%3A3147447_TableA4.tsv","UMI:3147447","Dissertation (ProQuest)","TableA4","","",87,13,"Species; Reference; n; Anesthesia; Mode; Region; CMRgl_umol_100g_min; CMRgl_SD; CMRO2_umol_100g_min; CMRO2_SD; CBF_ml_100g_min; CBF_SD; source","Kaufman, J. A. (2004). Pattern and scaling of regional cerebral glucose metabolism in mammals (Publication No. 3147447) [Doctoral dissertation, Washington University in St. Louis]. ProQuest Dissertations & Theses Global.","Kaufman et al. (2004)","Kaufman","2004"
"UMI%3A3147447_TableA5.tsv","UMI:3147447","Dissertation (ProQuest)","TableA5","","",82,13,"Species; Reference; n; Anesthesia; Mode; Region; CMRgl_umol_100g_min; CMRgl_SD; CMRO2_umol_100g_min; CMRO2_SD; CBF_ml_100g_min; CBF_SD; source","Kaufman, J. A. (2004). Pattern and scaling of regional cerebral glucose metabolism in mammals (Publication No. 3147447) [Doctoral dissertation, Washington University in St. Louis]. ProQuest Dissertations & Theses Global.","Kaufman et al. (2004)","Kaufman","2004"
"UMI%3A3147447_TableA6.tsv","UMI:3147447","Dissertation (ProQuest)","TableA6","","",151,13,"Species; Reference; n; Anesthesia; Mode; Region; CMRgl_umol_100g_min; CMRgl_SD; CMRO2_umol_100g_min; CMRO2_SD; CBF_ml_100g_min; CBF_SD; source","Kaufman, J. A. (2004). Pattern and scaling of regional cerebral glucose metabolism in mammals (Publication No. 3147447) [Doctoral dissertation, Washington University in St. Louis]. ProQuest Dissertations & Theses Global.","Kaufman et al. (2004)","Kaufman","2004"
"UMI%3A3147447_TableA7.tsv","UMI:3147447","Dissertation (ProQuest)","TableA7","","",119,13,"Species; Reference; n; Anesthesia; Mode; Region; CMRgl_umol_100g_min; CMRgl_SD; CMRO2_umol_100g_min; CMRO2_SD; CBF_ml_100g_min; CBF_SD; source","Kaufman, J. A. (2004). Pattern and scaling of regional cerebral glucose metabolism in mammals (Publication No. 3147447) [Doctoral dissertation, Washington University in St. Louis]. ProQuest Dissertations & Theses Global.","Kaufman et al. (2004)","Kaufman","2004"
"UMI%3A3147447_TableA8.tsv","UMI:3147447","Dissertation (ProQuest)","TableA8","","",103,13,"Species; Reference; n; Anesthesia; Mode; Region; CMRgl_umol_100g_min; CMRgl_SD; CMRO2_umol_100g_min; CMRO2_SD; CBF_ml_100g_min; CBF_SD; source","Kaufman, J. A. (2004). Pattern and scaling of regional cerebral glucose metabolism in mammals (Publication No. 3147447) [Doctoral dissertation, Washington University in St. Louis]. ProQuest Dissertations & Theses Global.","Kaufman et al. (2004)","Kaufman","2004"
"UMI%3A3147447_TableA9.tsv","UMI:3147447","Dissertation (ProQuest)","TableA9","","",65,13,"Species; Reference; n; Anesthesia; Mode; Region; CMRgl_umol_100g_min; CMRgl_SD; CMRO2_umol_100g_min; CMRO2_SD; CBF_ml_100g_min; CBF_SD; source","Kaufman, J. A. (2004). Pattern and scaling of regional cerebral glucose metabolism in mammals (Publication No. 3147447) [Doctoral dissertation, Washington University in St. Louis]. ProQuest Dissertations & Theses Global.","Kaufman et al. (2004)","Kaufman","2004"
