"Species","Variable","Value","Source"
"Mandrillus sphynx","Order","Primates","Falcone et al. 2019 (interlaminar astrocytes)"
"Mandrillus sphynx","Suborder","Haplorhini","Falcone et al. 2019 (interlaminar astrocytes)"
"Mandrillus sphynx","Parvorder","Catarhini","Falcone et al. 2019 (interlaminar astrocytes)"
"Mandrillus sphynx","Family","Cercopithecidae","Falcone et al. 2019 (interlaminar astrocytes)"
"Mandrillus sphynx","ILA Pial Dorsal","Yes","Falcone et al. 2019 (interlaminar astrocytes)"
"Mandrillus sphynx","ILA Pial Ventral","Yes","Falcone et al. 2019 (interlaminar astrocytes)"
"Mandrillus sphynx","ILA Subpial Dorsal","Yes","Falcone et al. 2019 (interlaminar astrocytes)"
"Mandrillus sphynx","ILA Subpial Ventral","Yes","Falcone et al. 2019 (interlaminar astrocytes)"
"Mandrillus sphynx","ILA linear density","23.3","Falcone et al. 2019 (interlaminar astrocytes)"
"Mandrillus sphynx","ILA primary processes","3.6","Falcone et al. 2019 (interlaminar astrocytes)"
"Mandrillus sphynx","ILA total processes","13","Falcone et al. 2019 (interlaminar astrocytes)"
"Mandrillus sphynx","ILA total length","364.1","Falcone et al. 2019 (interlaminar astrocytes)"
"Mandrillus sphynx","ILA complexity","5043.9","Falcone et al. 2019 (interlaminar astrocytes)"
"Mandrillus sphynx","phylo1_sci","Euarchonta","Falcone et al. 2019 (interlaminar astrocytes)"
"Mandrillus sphynx","phylo2_sci","Cercopithecid","Falcone et al. 2019 (interlaminar astrocytes)"
"Megaloglossus woermanni","Infraclass","Eutheria","Falcone et al. 2019 (interlaminar astrocytes)"
"Megaloglossus woermanni","Order","Chiroptera","Falcone et al. 2019 (interlaminar astrocytes)"
"Megaloglossus woermanni","Suborder","Megachiroptera","Falcone et al. 2019 (interlaminar astrocytes)"
"Megaloglossus woermanni","Family","Pteropodidae","Falcone et al. 2019 (interlaminar astrocytes)"
"Megaloglossus woermanni","ILA Pial Dorsal","rudimetary","Falcone et al. 2019 (interlaminar astrocytes)"
"Megaloglossus woermanni","ILA Pial Ventral","Yes","Falcone et al. 2019 (interlaminar astrocytes)"
"Megaloglossus woermanni","ILA Subpial Dorsal","No","Falcone et al. 2019 (interlaminar astrocytes)"
"Megaloglossus woermanni","ILA Subpial Ventral","No","Falcone et al. 2019 (interlaminar astrocytes)"
"Megaloglossus woermanni","ILA linear density","18","Falcone et al. 2019 (interlaminar astrocytes)"
"Megaloglossus woermanni","ILA primary processes","2.3","Falcone et al. 2019 (interlaminar astrocytes)"
"Megaloglossus woermanni","ILA total processes","5.3","Falcone et al. 2019 (interlaminar astrocytes)"
"Megaloglossus woermanni","ILA total length","55.2","Falcone et al. 2019 (interlaminar astrocytes)"
"Megaloglossus woermanni","ILA complexity","343.7","Falcone et al. 2019 (interlaminar astrocytes)"
"Megaloglossus woermanni","phylo1_sci","Laurasiatheria","Falcone et al. 2019 (interlaminar astrocytes)"
"Microtus orchogaster","Infraclass","Eutheria","Falcone et al. 2019 (interlaminar astrocytes)"
"Microtus orchogaster","Order","Rodentia","Falcone et al. 2019 (interlaminar astrocytes)"
"Microtus orchogaster","Suborder","Muroidea","Falcone et al. 2019 (interlaminar astrocytes)"
"Microtus orchogaster","Family","Cricetidae","Falcone et al. 2019 (interlaminar astrocytes)"
"Microtus orchogaster","ILA Pial Dorsal","rudimetary","Falcone et al. 2019 (interlaminar astrocytes)"
"Microtus orchogaster","ILA Pial Ventral","rudimetary","Falcone et al. 2019 (interlaminar astrocytes)"
"Microtus orchogaster","ILA Subpial Dorsal","No","Falcone et al. 2019 (interlaminar astrocytes)"
"Microtus orchogaster","ILA Subpial Ventral","No","Falcone et al. 2019 (interlaminar astrocytes)"
"Microtus orchogaster","ILA linear density","22.6","Falcone et al. 2019 (interlaminar astrocytes)"
"Microtus orchogaster","ILA primary processes","3","Falcone et al. 2019 (interlaminar astrocytes)"
"Microtus orchogaster","ILA total processes","8.5","Falcone et al. 2019 (interlaminar astrocytes)"
"Microtus orchogaster","ILA total length","102.8","Falcone et al. 2019 (interlaminar astrocytes)"
"Microtus orchogaster","ILA complexity","1034.1","Falcone et al. 2019 (interlaminar astrocytes)"
"Microtus orchogaster","phylo1_sci","Glires","Falcone et al. 2019 (interlaminar astrocytes)"
"Microtus orchogaster","phylo2_sci","Rodentia","Falcone et al. 2019 (interlaminar astrocytes)"
"Monodelphis domestica","Infraclass","Metatheria","Falcone et al. 2019 (interlaminar astrocytes)"
"Monodelphis domestica","Order","Didelphimorphia","Falcone et al. 2019 (interlaminar astrocytes)"
"Monodelphis domestica","Suborder","Didelphidae","Falcone et al. 2019 (interlaminar astrocytes)"
"Monodelphis domestica","ILA Pial Dorsal","No","Falcone et al. 2019 (interlaminar astrocytes)"
"Monodelphis domestica","ILA Pial Ventral","rudimetary","Falcone et al. 2019 (interlaminar astrocytes)"
"Monodelphis domestica","ILA Subpial Dorsal","No","Falcone et al. 2019 (interlaminar astrocytes)"
"Monodelphis domestica","ILA Subpial Ventral","No","Falcone et al. 2019 (interlaminar astrocytes)"
"Monodelphis domestica","ILA linear density","20","Falcone et al. 2019 (interlaminar astrocytes)"
"Monodelphis domestica","ILA primary processes","1.3","Falcone et al. 2019 (interlaminar astrocytes)"
"Monodelphis domestica","ILA total processes","6.1","Falcone et al. 2019 (interlaminar astrocytes)"
"Monodelphis domestica","ILA total length","71.5","Falcone et al. 2019 (interlaminar astrocytes)"
"Monodelphis domestica","ILA complexity","1710.5","Falcone et al. 2019 (interlaminar astrocytes)"
"Monodelphis domestica","phylo1_sci","Marsupialia","Falcone et al. 2019 (interlaminar astrocytes)"
"Monodelphis domestica","phylo2_sci","Didelphimorphia","Falcone et al. 2019 (interlaminar astrocytes)"
"Mus musculus","Infraclass","Eutheria","Falcone et al. 2019 (interlaminar astrocytes)"
"Mus musculus","Order","Rodentia","Falcone et al. 2019 (interlaminar astrocytes)"
"Mus musculus","Suborder","Myomorpha","Falcone et al. 2019 (interlaminar astrocytes)"
"Mus musculus","Family","Muridae","Falcone et al. 2019 (interlaminar astrocytes)"
"Mus musculus","ILA Pial Dorsal","rudimetary","Falcone et al. 2019 (interlaminar astrocytes)"
"Mus musculus","ILA Pial Ventral","rudimetary","Falcone et al. 2019 (interlaminar astrocytes)"
"Mus musculus","ILA Subpial Dorsal","No","Falcone et al. 2019 (interlaminar astrocytes)"
"Mus musculus","ILA Subpial Ventral","rudimetary","Falcone et al. 2019 (interlaminar astrocytes)"
"Mus musculus","ILA linear density","20.2","Falcone et al. 2019 (interlaminar astrocytes)"
"Mus musculus","ILA primary processes","1.8","Falcone et al. 2019 (interlaminar astrocytes)"
"Mus musculus","ILA total processes","5.8","Falcone et al. 2019 (interlaminar astrocytes)"
"Mus musculus","ILA total length","133.4","Falcone et al. 2019 (interlaminar astrocytes)"
"Mus musculus","ILA complexity","1521.1","Falcone et al. 2019 (interlaminar astrocytes)"
"Mus musculus","phylo1_sci","Glires","Falcone et al. 2019 (interlaminar astrocytes)"
"Mus musculus","phylo2_sci","Rodentia","Falcone et al. 2019 (interlaminar astrocytes)"
"Mustela putorius furo","Infraclass","Eutheria","Falcone et al. 2019 (interlaminar astrocytes)"
"Mustela putorius furo","Order","Carnivora","Falcone et al. 2019 (interlaminar astrocytes)"
"Mustela putorius furo","Suborder","Musteloidea","Falcone et al. 2019 (interlaminar astrocytes)"
"Mustela putorius furo","Family","Mustelidae","Falcone et al. 2019 (interlaminar astrocytes)"
"Mustela putorius furo","ILA Pial Dorsal","rudimetary","Falcone et al. 2019 (interlaminar astrocytes)"
"Mustela putorius furo","ILA Pial Ventral","Yes","Falcone et al. 2019 (interlaminar astrocytes)"
"Mustela putorius furo","ILA Subpial Dorsal","rudimetary","Falcone et al. 2019 (interlaminar astrocytes)"
"Mustela putorius furo","ILA Subpial Ventral","rudimetary","Falcone et al. 2019 (interlaminar astrocytes)"
"Mustela putorius furo","ILA linear density","18.8","Falcone et al. 2019 (interlaminar astrocytes)"
"Mustela putorius furo","ILA primary processes","3.1","Falcone et al. 2019 (interlaminar astrocytes)"
"Mustela putorius furo","ILA total processes","8","Falcone et al. 2019 (interlaminar astrocytes)"
"Mustela putorius furo","ILA total length","187.1","Falcone et al. 2019 (interlaminar astrocytes)"
"Mustela putorius furo","ILA complexity","1619.9","Falcone et al. 2019 (interlaminar astrocytes)"
"Mustela putorius furo","phylo1_sci","Laurasiatheria","Falcone et al. 2019 (interlaminar astrocytes)"
"Mustela putorius furo","phylo2_sci","Carnivora","Falcone et al. 2019 (interlaminar astrocytes)"
"Myrmecophaga tridactyla","Infraclass","Eutheria","Falcone et al. 2019 (interlaminar astrocytes)"
"Myrmecophaga tridactyla","Order","Xenarthra","Falcone et al. 2019 (interlaminar astrocytes)"
"Myrmecophaga tridactyla","Family","Myrmecophagidae","Falcone et al. 2019 (interlaminar astrocytes)"
"Myrmecophaga tridactyla","ILA Pial Dorsal","rudimetary","Falcone et al. 2019 (interlaminar astrocytes)"
"Myrmecophaga tridactyla","ILA Subpial Dorsal","No","Falcone et al. 2019 (interlaminar astrocytes)"
"Myrmecophaga tridactyla","ILA linear density","24.8","Falcone et al. 2019 (interlaminar astrocytes)"
"Myrmecophaga tridactyla","ILA primary processes","2.3","Falcone et al. 2019 (interlaminar astrocytes)"
"Myrmecophaga tridactyla","ILA total processes","7.3","Falcone et al. 2019 (interlaminar astrocytes)"
"Myrmecophaga tridactyla","ILA total length","127.1","Falcone et al. 2019 (interlaminar astrocytes)"
"Myrmecophaga tridactyla","ILA complexity","2447.1","Falcone et al. 2019 (interlaminar astrocytes)"
"Myrmecophaga tridactyla","phylo1_sci","Xenarthra","Falcone et al. 2019 (interlaminar astrocytes)"
"Ovis aries","Infraclass","Eutheria","Falcone et al. 2019 (interlaminar astrocytes)"
"Ovis aries","Order","Artiodactyla","Falcone et al. 2019 (interlaminar astrocytes)"
"Ovis aries","Suborder","Ruminantia","Falcone et al. 2019 (interlaminar astrocytes)"
"Ovis aries","Family","Bovidae","Falcone et al. 2019 (interlaminar astrocytes)"
"Ovis aries","ILA Pial Dorsal","rudimetary","Falcone et al. 2019 (interlaminar astrocytes)"
"Ovis aries","ILA Subpial Dorsal","No","Falcone et al. 2019 (interlaminar astrocytes)"
"Ovis aries","ILA linear density","13.2","Falcone et al. 2019 (interlaminar astrocytes)"
"Ovis aries","ILA primary processes","2.3","Falcone et al. 2019 (interlaminar astrocytes)"
"Ovis aries","ILA total processes","8.300000000000001","Falcone et al. 2019 (interlaminar astrocytes)"
"Ovis aries","ILA total length","180.9","Falcone et al. 2019 (interlaminar astrocytes)"
"Ovis aries","ILA complexity","4998.1","Falcone et al. 2019 (interlaminar astrocytes)"
"Ovis aries","phylo1_sci","Laurasiatheria","Falcone et al. 2019 (interlaminar astrocytes)"
"Ovis aries","phylo2_sci","Artiodactyla","Falcone et al. 2019 (interlaminar astrocytes)"
"Pan paniscus","Infraclass","Eutheria","Falcone et al. 2019 (interlaminar astrocytes)"
"Pan paniscus","Order","Primates","Falcone et al. 2019 (interlaminar astrocytes)"
"Pan paniscus","Suborder","Haplorhini","Falcone et al. 2019 (interlaminar astrocytes)"
"Pan paniscus","Parvorder","Catarhini","Falcone et al. 2019 (interlaminar astrocytes)"
"Pan paniscus","Family","Hominidae","Falcone et al. 2019 (interlaminar astrocytes)"
"Pan paniscus","ILA Pial Dorsal","Yes","Falcone et al. 2019 (interlaminar astrocytes)"
"Pan paniscus","ILA Pial Ventral","Yes","Falcone et al. 2019 (interlaminar astrocytes)"
"Pan paniscus","ILA Subpial Dorsal","Yes","Falcone et al. 2019 (interlaminar astrocytes)"
"Pan paniscus","ILA Subpial Ventral","Yes","Falcone et al. 2019 (interlaminar astrocytes)"
"Pan paniscus","ILA linear density","44.5","Falcone et al. 2019 (interlaminar astrocytes)"
"Pan paniscus","ILA primary processes","3","Falcone et al. 2019 (interlaminar astrocytes)"
"Pan paniscus","ILA total processes","23.9","Falcone et al. 2019 (interlaminar astrocytes)"
"Pan paniscus","ILA total length","713.5","Falcone et al. 2019 (interlaminar astrocytes)"
"Pan paniscus","ILA complexity","44416.4","Falcone et al. 2019 (interlaminar astrocytes)"
"Pan paniscus","phylo1_sci","Euarchonta","Falcone et al. 2019 (interlaminar astrocytes)"
"Pan paniscus","phylo2_sci","Hominid","Falcone et al. 2019 (interlaminar astrocytes)"
"Pan troglodytes","Infraclass","Eutheria","Falcone et al. 2019 (interlaminar astrocytes)"
"Pan troglodytes","Order","Primates","Falcone et al. 2019 (interlaminar astrocytes)"
"Pan troglodytes","Suborder","Haplorhini","Falcone et al. 2019 (interlaminar astrocytes)"
"Pan troglodytes","Parvorder","Catarhini","Falcone et al. 2019 (interlaminar astrocytes)"
"Pan troglodytes","Family","Hominidae","Falcone et al. 2019 (interlaminar astrocytes)"
"Pan troglodytes","ILA Pial Dorsal","Yes","Falcone et al. 2019 (interlaminar astrocytes)"
"Pan troglodytes","ILA Pial Ventral","Yes","Falcone et al. 2019 (interlaminar astrocytes)"
"Pan troglodytes","ILA Subpial Dorsal","Yes","Falcone et al. 2019 (interlaminar astrocytes)"
"Pan troglodytes","ILA Subpial Ventral","Yes","Falcone et al. 2019 (interlaminar astrocytes)"
"Pan troglodytes","ILA linear density","41.6","Falcone et al. 2019 (interlaminar astrocytes)"
"Pan troglodytes","ILA primary processes","3.5","Falcone et al. 2019 (interlaminar astrocytes)"
"Pan troglodytes","ILA total processes","26.9","Falcone et al. 2019 (interlaminar astrocytes)"
"Pan troglodytes","ILA total length","720","Falcone et al. 2019 (interlaminar astrocytes)"
"Pan troglodytes","ILA complexity","32019.6","Falcone et al. 2019 (interlaminar astrocytes)"
"Pan troglodytes","phylo1_sci","Euarchonta","Falcone et al. 2019 (interlaminar astrocytes)"
"Pan troglodytes","phylo2_sci","Hominid","Falcone et al. 2019 (interlaminar astrocytes)"
"Panthera tigris","Infraclass","Eutheria","Falcone et al. 2019 (interlaminar astrocytes)"
"Panthera tigris","Order","Carnivora","Falcone et al. 2019 (interlaminar astrocytes)"
"Panthera tigris","Suborder","Feliformia","Falcone et al. 2019 (interlaminar astrocytes)"
"Panthera tigris","Family","Felidae","Falcone et al. 2019 (interlaminar astrocytes)"
"Panthera tigris","ILA Pial Dorsal","rudimetary","Falcone et al. 2019 (interlaminar astrocytes)"
"Panthera tigris","ILA Pial Ventral","Yes","Falcone et al. 2019 (interlaminar astrocytes)"
"Panthera tigris","ILA Subpial Dorsal","No","Falcone et al. 2019 (interlaminar astrocytes)"
"Panthera tigris","ILA Subpial Ventral","rudimetary","Falcone et al. 2019 (interlaminar astrocytes)"
"Panthera tigris","ILA linear density","17.2","Falcone et al. 2019 (interlaminar astrocytes)"
"Panthera tigris","ILA primary processes","2.2","Falcone et al. 2019 (interlaminar astrocytes)"
"Panthera tigris","ILA total processes","7.2","Falcone et al. 2019 (interlaminar astrocytes)"
"Panthera tigris","ILA total length","111.9","Falcone et al. 2019 (interlaminar astrocytes)"
"Panthera tigris","ILA complexity","1536.9","Falcone et al. 2019 (interlaminar astrocytes)"
"Panthera tigris","phylo1_sci","Laurasiatheria","Falcone et al. 2019 (interlaminar astrocytes)"
"Panthera tigris","phylo2_sci","Carnivora","Falcone et al. 2019 (interlaminar astrocytes)"
"Papio anubis","Infraclass","Eutheria","Falcone et al. 2019 (interlaminar astrocytes)"
"Papio anubis","Order","Primates","Falcone et al. 2019 (interlaminar astrocytes)"
"Papio anubis","Suborder","Haplorhini","Falcone et al. 2019 (interlaminar astrocytes)"
"Papio anubis","Parvorder","Catarhini","Falcone et al. 2019 (interlaminar astrocytes)"
"Papio anubis","Family","Cercopithecidae","Falcone et al. 2019 (interlaminar astrocytes)"
"Papio anubis","ILA Pial Dorsal","Yes","Falcone et al. 2019 (interlaminar astrocytes)"
"Papio anubis","ILA Pial Ventral","Yes","Falcone et al. 2019 (interlaminar astrocytes)"
"Papio anubis","ILA Subpial Dorsal","Yes","Falcone et al. 2019 (interlaminar astrocytes)"
"Papio anubis","ILA Subpial Ventral","Yes","Falcone et al. 2019 (interlaminar astrocytes)"
"Papio anubis","ILA linear density","37.5","Falcone et al. 2019 (interlaminar astrocytes)"
"Papio anubis","ILA primary processes","5.3","Falcone et al. 2019 (interlaminar astrocytes)"
"Papio anubis","ILA total processes","16.3","Falcone et al. 2019 (interlaminar astrocytes)"
"Papio anubis","ILA total length","337.2","Falcone et al. 2019 (interlaminar astrocytes)"
"Papio anubis","ILA complexity","4687.3","Falcone et al. 2019 (interlaminar astrocytes)"
"Papio anubis","phylo1_sci","Euarchonta","Falcone et al. 2019 (interlaminar astrocytes)"
"Papio anubis","phylo2_sci","Cercopithecid","Falcone et al. 2019 (interlaminar astrocytes)"
"Perodicticus potto","Infraclass","Eutheria","Falcone et al. 2019 (interlaminar astrocytes)"
"Perodicticus potto","Order","Primates","Falcone et al. 2019 (interlaminar astrocytes)"
"Perodicticus potto","Suborder","Strepsirrhini","Falcone et al. 2019 (interlaminar astrocytes)"
"Perodicticus potto","Family","Lorisidae","Falcone et al. 2019 (interlaminar astrocytes)"
"Perodicticus potto","ILA Pial Dorsal","Yes","Falcone et al. 2019 (interlaminar astrocytes)"
"Perodicticus potto","ILA Pial Ventral","Yes","Falcone et al. 2019 (interlaminar astrocytes)"
"Perodicticus potto","ILA Subpial Dorsal","rudimetary","Falcone et al. 2019 (interlaminar astrocytes)"
"Perodicticus potto","ILA Subpial Ventral","rudimetary","Falcone et al. 2019 (interlaminar astrocytes)"
"Perodicticus potto","ILA linear density","24.5","Falcone et al. 2019 (interlaminar astrocytes)"
"Perodicticus potto","ILA primary processes","2.6","Falcone et al. 2019 (interlaminar astrocytes)"
"Perodicticus potto","ILA total processes","7.9","Falcone et al. 2019 (interlaminar astrocytes)"
"Perodicticus potto","ILA total length","139.7","Falcone et al. 2019 (interlaminar astrocytes)"
"Perodicticus potto","ILA complexity","2009.5","Falcone et al. 2019 (interlaminar astrocytes)"
"Perodicticus potto","phylo1_sci","Euarchonta","Falcone et al. 2019 (interlaminar astrocytes)"
"Perodicticus potto","phylo2_sci","Strepsirrhine","Falcone et al. 2019 (interlaminar astrocytes)"
