Species,Variable,Value,Teams,n_teams
Micropotamogale lamottei,Schizo_cortex_Vol.mm3,32.9,Stephan_collection,1
Micropotamogale lamottei,Septum_Vol.mm3,15.1,Stephan_collection,1
Micropotamogale lamottei,Striatum_Vol.mm3,32.6,Stephan_collection,1
Micropotamogale lamottei,Substantia_innominata_Vol.mm3,1.4,Stephan_collection,1
Micropotamogale lamottei,Telencephalon_Vol.mm3,404,Stephan_collection,1
Micropotamogale lamottei,Total_brain_net_volume_Vol.mm3,743,Stephan_collection,1
Micropotamogale lamottei,Tractus_olfactorius_lateralis_Vol.mm3,2.4,Stephan_collection,1
Micropotamogale lamottei,Tuberculum_olfactorium_Vol.mm3,8.7,Stephan_collection,1
Micropotamogale lamottei,Ventricles_Vol.mm3,11.9,Stephan_collection,1
Micropotamogale ruwenzorii,Amygdala_Vol.mm3,22.2,Stephan_collection,1
Micropotamogale ruwenzorii,Bulbus_olfactorius_Vol.mm3,33.9,Stephan_collection,1
Micropotamogale ruwenzorii,Commissura_anterior_Vol.mm3,1.9,Stephan_collection,1
Micropotamogale ruwenzorii,Complexus_centromedialis_Vol.mm3,9.3,Stephan_collection,1
Micropotamogale ruwenzorii,Complexus_corticobasolateralis_Vol.mm3,12.9,Stephan_collection,1
Micropotamogale ruwenzorii,Complexus_sensorius_trigeminalis_Vol.mm3,47.6,Stephan_collection,1
Micropotamogale ruwenzorii,Complexus_vestibularis_Vol.mm3,8.63,Stephan_collection,1
Micropotamogale ruwenzorii,Nucleus_amygdalae_basalis_pars_magnocellularis_Vol.mm3,1.6,Stephan_collection,1
Micropotamogale ruwenzorii,Nucleus_tractus_olfactorius_Vol.mm3,0.47,Stephan_collection,1
Micropotamogale ruwenzorii,Nucleus_vestibularis_descendens_Vol.mm3,2.64,Stephan_collection,1
Micropotamogale ruwenzorii,Nucleus_vestibularis_lateralis_Vol.mm3,1.28,Stephan_collection,1
Micropotamogale ruwenzorii,Nucleus_vestibularis_medialis_Vol.mm3,3.28,Stephan_collection,1
Micropotamogale ruwenzorii,Nucleus_vestibularis_superior_Vol.mm3,1.43,Stephan_collection,1
Micropotamogale ruwenzorii,Prepiriform_cortex_Vol.mm3,33.8,Stephan_collection,1
Micropotamogale ruwenzorii,Retrobulbar_cortex_Vol.mm3,7.5,Stephan_collection,1
Micropotamogale ruwenzorii,Substantia_innominata_Vol.mm3,3.2,Stephan_collection,1
Micropotamogale ruwenzorii,Tractus_olfactorius_lateralis_Vol.mm3,1.7,Stephan_collection,1
Micropotamogale ruwenzorii,Tuberculum_olfactorium_Vol.mm3,11.7,Stephan_collection,1
Microsorex hoyi,Amygdala_Vol.mm3,3.5,Stephan_collection,1
Microsorex hoyi,Bulbus_olfactorius_Vol.mm3,6.8,Stephan_collection,1
Microsorex hoyi,Commissura_anterior_Vol.mm3,0.26,Stephan_collection,1
Microsorex hoyi,Complexus_centromedialis_Vol.mm3,1.4,Stephan_collection,1
Microsorex hoyi,Complexus_corticobasolateralis_Vol.mm3,2.1,Stephan_collection,1
Microsorex hoyi,Complexus_sensorius_trigeminalis_Vol.mm3,2.15,Stephan_collection,1
Microsorex hoyi,Complexus_vestibularis_Vol.mm3,0.581,Stephan_collection,1
Microsorex hoyi,Nucleus_amygdalae_basalis_pars_magnocellularis_Vol.mm3,0.25,Stephan_collection,1
Microsorex hoyi,Nucleus_tractus_olfactorius_Vol.mm3,0.11,Stephan_collection,1
Microsorex hoyi,Nucleus_vestibularis_descendens_Vol.mm3,0.166,Stephan_collection,1
Microsorex hoyi,Nucleus_vestibularis_lateralis_Vol.mm3,0.115,Stephan_collection,1
Microsorex hoyi,Nucleus_vestibularis_medialis_Vol.mm3,0.219,Stephan_collection,1
Microsorex hoyi,Nucleus_vestibularis_superior_Vol.mm3,0.0811,Stephan_collection,1
Microsorex hoyi,Prepiriform_cortex_Vol.mm3,6.1,Stephan_collection,1
Microsorex hoyi,Retrobulbar_cortex_Vol.mm3,2,Stephan_collection,1
Microsorex hoyi,Substantia_innominata_Vol.mm3,0.49,Stephan_collection,1
Microsorex hoyi,Tractus_olfactorius_lateralis_Vol.mm3,0.31,Stephan_collection,1
Microsorex hoyi,Tuberculum_olfactorium_Vol.mm3,3,Stephan_collection,1
Miopithecus talapoin,Amygdala_Vol.mm3,413.1,Stephan_collection,1
Miopithecus talapoin,Area_striata_Vol.mm3,3048,Stephan_collection,1
Miopithecus talapoin,Area_striata_grey_matter_Vol.mm3,2339,Stephan_collection,1
Miopithecus talapoin,Area_striata_white_matter_Vol.mm3,709,Stephan_collection,1
Miopithecus talapoin,Body_Mass.g,1200,Stephan_collection,1
Miopithecus talapoin,Brain_Mass.mg,40000,Stephan_collection; Zilles,2
Miopithecus talapoin,Bulbus_olfactorius_Vol.mm3,27.8,Stephan_collection,1
Miopithecus talapoin,Bulbus_olfactorius_accessorius_Vol.mm3,0,Stephan_collection,1
Miopithecus talapoin,CA1_Vol.mm3,183.4,Stephan_collection,1
Miopithecus talapoin,CA2_Vol.mm3,15.31,Stephan_collection,1
Miopithecus talapoin,CA3_Vol.mm3,134.6,Stephan_collection,1
Miopithecus talapoin,Cerebellar_nuclei_total_Vol.mm3,78.95,Stephan_collection,1
Miopithecus talapoin,Cerebellum_Vol.mm3,3374,Stephan_collection,1
Miopithecus talapoin,Commissura_anterior_Vol.mm3,46,Stephan_collection,1
Miopithecus talapoin,Complexus_centromedialis_Vol.mm3,101.9,Stephan_collection,1
Miopithecus talapoin,Complexus_corticobasolateralis_Vol.mm3,311.3,Stephan_collection,1
Miopithecus talapoin,Complexus_sensorius_trigeminalis_Vol.mm3,48.1,Stephan_collection,1
Miopithecus talapoin,Complexus_vestibularis_Vol.mm3,86.8,Stephan_collection,1
Miopithecus talapoin,Corpus_geniculatum_laterale_Vol.mm3,109,Stephan_collection; Zilles,2
Miopithecus talapoin,Corpus_pineal_Vol.mm3,2.03,Stephan_collection,1
Miopithecus talapoin,Corpus_subcommissurale_Vol.mm3,0.22,Stephan_collection,1
Miopithecus talapoin,Corpus_subfornicale_Vol.mm3,0.192,Stephan_collection,1
Miopithecus talapoin,Diencephalon_Vol.mm3,2375,Stephan_collection,1
Miopithecus talapoin,Facial_motor_nucleus_left_Vol.mm3,1.86,Zilles,1
Miopithecus talapoin,Fascia_dentata_Vol.mm3,87.59,Stephan_collection,1
Miopithecus talapoin,FrontalCortex_grey_matter_Vol.mm3,5180,Zilles,1
Miopithecus talapoin,FrontalCortex_white_matter_Vol.mm3,1830,Zilles,1
Miopithecus talapoin,HP_HS_fibers_Vol.mm3,190.75,Stephan_collection,1
Miopithecus talapoin,Hilus_Vol.mm3,51.91,Stephan_collection,1
Miopithecus talapoin,Hippocampus_Vol.mm3,704.87,Stephan_collection,1
Miopithecus talapoin,Hippocampus_retrocommissuralis_Vol.mm3,514.12,Stephan_collection,1
Miopithecus talapoin,Hypoglossal_nucleus_left_Vol.mm3,1.22,Zilles,1
Miopithecus talapoin,Interpositus_cerebellar_nuclei_Vol.mm3,26.42,Stephan_collection,1
Miopithecus talapoin,Lateral_cerebellar_nuclei_Vol.mm3,33.84,Stephan_collection,1
Miopithecus talapoin,Lobus_piriformis_Vol.mm3,706,Stephan_collection,1
Miopithecus talapoin,Medial_cerebellar_nuclei_Vol.mm3,18.69,Stephan_collection,1
Miopithecus talapoin,Medulla_oblongata_Vol.mm3,1034.895,Stephan_collection; Zilles,2
Miopithecus talapoin,Mesencephalon_Vol.mm3,826,Stephan_collection,1
Miopithecus talapoin,Middle_temporal_visual_area_Vol.mm3,136.4,Stephan_collection,1
Miopithecus talapoin,Neocortex_Vol.mm3,26427,Stephan_collection,1
Miopithecus talapoin,Nucleus_amygdalae_basalis_pars_magnocellularis_Vol.mm3,52.9,Stephan_collection,1
Miopithecus talapoin,Nucleus_habenularis_medialis_Vol.mm3,2.07,Stephan_collection,1
Miopithecus talapoin,Nucleus_septalis_triangularis_Vol.mm3,0.866,Stephan_collection,1
Miopithecus talapoin,Nucleus_vestibularis_descendens_Vol.mm3,21.4,Stephan_collection,1
Miopithecus talapoin,Nucleus_vestibularis_lateralis_Vol.mm3,15.2,Stephan_collection,1
Miopithecus talapoin,Nucleus_vestibularis_medialis_Vol.mm3,33.9,Stephan_collection,1
Miopithecus talapoin,Nucleus_vestibularis_superior_Vol.mm3,16.3,Stephan_collection,1
Miopithecus talapoin,Palaeocortex_plus_amygdala_Vol.mm3,732,Stephan_collection,1
Miopithecus talapoin,Prepiriform_cortex_Vol.mm3,132.1,Stephan_collection,1
Miopithecus talapoin,Retrobulbar_cortex_Vol.mm3,8.8,Stephan_collection,1
Miopithecus talapoin,Schizo_cortex_Vol.mm3,259,Stephan_collection,1
Miopithecus talapoin,Septum_Vol.mm3,133,Stephan_collection,1
Miopithecus talapoin,Striatum_Vol.mm3,1908,Stephan_collection,1
Miopithecus talapoin,Subiculum_Vol.mm3,41.31,Stephan_collection,1
Miopithecus talapoin,Substantia_innominata_Vol.mm3,40.2,Stephan_collection,1
Miopithecus talapoin,Telencephalon_Vol.mm3,30166,Stephan_collection,1
Miopithecus talapoin,Total_brain_net_volume_Vol.mm3,37776,Stephan_collection,1
Miopithecus talapoin,Tractus_olfactorius_lateralis_Vol.mm3,14.1,Stephan_collection,1
Miopithecus talapoin,Trigeminal_motor_nucleus_left_Vol.mm3,1.47,Zilles,1
Miopithecus talapoin,Tuberculum_olfactorium_Vol.mm3,51.5,Stephan_collection,1
Miopithecus talapoin,Ventral_pons_Vol.mm3,273.7,Stephan_collection,1
Miopithecus talapoin,Ventricles_Vol.mm3,262,Stephan_collection,1
Monodelphis brevicaudata,CerebellarCortex_Vol.mm3,103,Ashwell,1
Monodelphis brevicaudata,CerebellarHemisphere_Vol.mm3,46.7,Ashwell,1
Monodelphis brevicaudata,CerebellarVermis_Vol.mm3,52.2,Ashwell,1
Monodelphis brevicaudata,Cerebellar_nuclei_total_Vol.mm3,2.47,Ashwell,1
Monodelphis brevicaudata,Cerebellum_Vol.mm3,114,Ashwell,1
Monodelphis brevicaudata,Cerebellum_white_matter_Vol.mm3,9.33,Ashwell,1
Monodelphis brevicaudata,FlocculonodularLobe_Vol.mm3,3.73,Ashwell,1
Monodelphis brevicaudata,Pontine_and_reticulotegmental_nuclei_Vol.mm3,5.28,Ashwell,1
Monodelphis brevicaudata,Total_brain_net_volume_Vol.mm3,1159,Ashwell,1
Mustela erminea,CerebellarCortex_Vol.mm3,398,Ashwell,1
Mustela erminea,CerebellarHemisphere_Vol.mm3,180,Ashwell,1
Mustela erminea,CerebellarVermis_Vol.mm3,191,Ashwell,1
Mustela erminea,Cerebellar_nuclei_total_Vol.mm3,29.7,Ashwell,1
Mustela erminea,Cerebellum_Vol.mm3,486,Ashwell,1
Mustela erminea,Cerebellum_white_matter_Vol.mm3,57.9,Ashwell,1
Mustela erminea,FlocculonodularLobe_Vol.mm3,27.8,Ashwell,1
Mustela erminea,Neocortex_Vol.mm3,1580,Bush,1
Mustela erminea,Neocortex_grey_matter_Vol.mm3,1350,Bush,1
Mustela erminea,Neocortex_white_matter_Vol.mm3,230,Bush,1
Mustela erminea,Pontine_and_reticulotegmental_nuclei_Vol.mm3,11.8,Ashwell,1
Mustela erminea,Total_brain_net_volume_Vol.mm3,3521.5,Ashwell; Bush,2
Mustela putorius,CerebellarCortex_Vol.mm3,628,Ashwell,1
Mustela putorius,CerebellarHemisphere_Vol.mm3,318,Ashwell,1
Mustela putorius,CerebellarVermis_Vol.mm3,290,Ashwell,1
Mustela putorius,Cerebellar_nuclei_total_Vol.mm3,33.7,Ashwell,1
Mustela putorius,Cerebellum_Vol.mm3,742,Ashwell,1
Mustela putorius,Cerebellum_grey_matter_Vol.mm3,626,Bush,1
Mustela putorius,Cerebellum_white_matter_Vol.mm3,101,Ashwell; Bush,2
Mustela putorius,FlocculonodularLobe_Vol.mm3,20.2,Ashwell,1
Mustela putorius,Neocortex_Vol.mm3,2710,Bush,1
Mustela putorius,Neocortex_grey_matter_Vol.mm3,2140,Bush,1
Mustela putorius,Neocortex_white_matter_Vol.mm3,569.5,Bush,1
Mustela putorius,Pontine_and_reticulotegmental_nuclei_Vol.mm3,16.4,Ashwell,1
Mustela putorius,Total_brain_net_volume_Vol.mm3,5433.5,Ashwell; Bush,2
Mustela vison,CerebellarCortex_Vol.mm3,836,Ashwell,1
Mustela vison,CerebellarHemisphere_Vol.mm3,391,Ashwell,1
Mustela vison,CerebellarVermis_Vol.mm3,392,Ashwell,1
Mustela vison,Cerebellar_nuclei_total_Vol.mm3,38,Ashwell,1
Mustela vison,Cerebellum_Vol.mm3,1060,Ashwell,1
Mustela vison,Cerebellum_white_matter_Vol.mm3,186,Ashwell,1
Mustela vison,FlocculonodularLobe_Vol.mm3,52.2,Ashwell,1
Mustela vison,Pontine_and_reticulotegmental_nuclei_Vol.mm3,34.4,Ashwell,1
Mustela vison,Total_brain_net_volume_Vol.mm3,10113,Ashwell,1
Myosorex babaulti,Amygdala_Vol.mm3,12.1,Stephan_collection,1
Myosorex babaulti,Bulbus_olfactorius_Vol.mm3,34.5,Stephan_collection,1
Myosorex babaulti,Commissura_anterior_Vol.mm3,1.4,Stephan_collection,1
Myosorex babaulti,Complexus_centromedialis_Vol.mm3,6.2,Stephan_collection,1
Myosorex babaulti,Complexus_corticobasolateralis_Vol.mm3,5.9,Stephan_collection,1
Myosorex babaulti,Nucleus_amygdalae_basalis_pars_magnocellularis_Vol.mm3,1.1,Stephan_collection,1
Myosorex babaulti,Nucleus_tractus_olfactorius_Vol.mm3,0.58,Stephan_collection,1
Myosorex babaulti,Prepiriform_cortex_Vol.mm3,30,Stephan_collection,1
Myosorex babaulti,Retrobulbar_cortex_Vol.mm3,7.3,Stephan_collection,1
Myosorex babaulti,Substantia_innominata_Vol.mm3,1.2,Stephan_collection,1
Myosorex babaulti,Tractus_olfactorius_lateralis_Vol.mm3,1.4,Stephan_collection,1
Myosorex babaulti,Tuberculum_olfactorium_Vol.mm3,11,Stephan_collection,1
Myrmecophaga tridactyla,CerebellarCortex_Vol.mm3,6660,Ashwell,1
Myrmecophaga tridactyla,CerebellarHemisphere_Vol.mm3,4097,Ashwell,1
Myrmecophaga tridactyla,CerebellarVermis_Vol.mm3,2418,Ashwell,1
Myrmecophaga tridactyla,Cerebellar_nuclei_total_Vol.mm3,385,Ashwell,1
Myrmecophaga tridactyla,Cerebellum_Vol.mm3,8736,Ashwell,1
Myrmecophaga tridactyla,Cerebellum_grey_matter_Vol.mm3,9020,Bush,1
Myrmecophaga tridactyla,Cerebellum_white_matter_Vol.mm3,2440.5,Ashwell; Bush,2
Myrmecophaga tridactyla,FlocculonodularLobe_Vol.mm3,144,Ashwell,1
Myrmecophaga tridactyla,Neocortex_Vol.mm3,28440,Bush,1
Myrmecophaga tridactyla,Neocortex_grey_matter_Vol.mm3,19880,Bush,1
Myrmecophaga tridactyla,Neocortex_white_matter_Vol.mm3,8580,Bush,1
Myrmecophaga tridactyla,Pontine_and_reticulotegmental_nuclei_Vol.mm3,275,Ashwell,1
Myrmecophaga tridactyla,Total_brain_net_volume_Vol.mm3,68991.5,Ashwell; Bush,2
Nannospalax ehrenbergi,Amygdala_Vol.mm3,550.67,Stephan_collection,1
Nannospalax ehrenbergi,Bulbus_olfactorius_Vol.mm3,176.91,Stephan_collection,1
Nannospalax ehrenbergi,Cerebellum_Vol.mm3,112.9,Stephan_collection,1
Nannospalax ehrenbergi,Hippocampus_Vol.mm3,132.13,Stephan_collection,1
Nannospalax ehrenbergi,Neocortex_Vol.mm3,77.04,Stephan_collection,1
Nannospalax ehrenbergi,Palaeocortex_Vol.mm3,121.75,Stephan_collection,1
Nannospalax ehrenbergi,Schizo_cortex_Vol.mm3,25.6,Stephan_collection,1
Nannospalax ehrenbergi,Septum_Vol.mm3,1122,Stephan_collection,1
Nannospalax ehrenbergi,Striatum_Vol.mm3,74.6,Stephan_collection,1
Nannospalax ehrenbergi,Telencephalon_Vol.mm3,298.8,Stephan_collection,1
Nasalis larvatus,Amygdala_Vol.mm3,718.9,Stephan_collection,1
Nasalis larvatus,Area_striata_grey_matter_Vol.mm3,4609,Stephan_collection,1
Nasalis larvatus,Body_Mass.g,14000,Stephan_collection,1
Nasalis larvatus,Brain_Mass.mg,97000,Stephan_collection; Zilles,2
Nasalis larvatus,Bulbus_olfactorius_Vol.mm3,30.3,Stephan_collection,1
Nasalis larvatus,Bulbus_olfactorius_accessorius_Vol.mm3,0,Stephan_collection,1
Nasalis larvatus,CA1_Vol.mm3,546.36,Stephan_collection,1
Nasalis larvatus,CA2_Vol.mm3,69.39,Stephan_collection,1
Nasalis larvatus,CA3_Vol.mm3,370.1,Stephan_collection,1
Nasalis larvatus,Capsula_interna_Vol.mm3,564,Stephan_collection,1
Nasalis larvatus,Cerebellar_nuclei_total_Vol.mm3,340.36,Stephan_collection,1
Nasalis larvatus,Cerebellum_Vol.mm3,12113,Stephan_collection,1
Nasalis larvatus,Commissura_anterior_Vol.mm3,88.7,Stephan_collection,1
Nasalis larvatus,Complexus_centromedialis_Vol.mm3,219.8,Stephan_collection,1
Nasalis larvatus,Complexus_corticobasolateralis_Vol.mm3,499.1,Stephan_collection,1
Nasalis larvatus,Complexus_sensorius_trigeminalis_Vol.mm3,113.7,Stephan_collection,1
Nasalis larvatus,Complexus_vestibularis_Vol.mm3,171,Stephan_collection,1
Nasalis larvatus,Complexus_vestibularis_unilateral_Vol.mm3,86.2,Stephan_collection,1
Nasalis larvatus,Corpus_geniculatum_laterale_Vol.mm3,156.6,Stephan_collection; Zilles,2
Nasalis larvatus,Diencephalon_Vol.mm3,5310,Stephan_collection,1
Nasalis larvatus,Epithalamus_Vol.mm3,29.6,Stephan_collection,1
Nasalis larvatus,Facial_motor_nucleus_left_Vol.mm3,4.41,Zilles,1
Nasalis larvatus,Fascia_dentata_Vol.mm3,205.69,Stephan_collection,1
Nasalis larvatus,FrontalCortex_grey_matter_Vol.mm3,8080,Zilles,1
Nasalis larvatus,FrontalCortex_white_matter_Vol.mm3,2700,Zilles,1
Nasalis larvatus,HP_HS_fibers_Vol.mm3,518.83,Stephan_collection,1
Nasalis larvatus,Hilus_Vol.mm3,142.29,Stephan_collection,1
Nasalis larvatus,Hippocampus_Vol.mm3,1965.93,Stephan_collection,1
Nasalis larvatus,Hippocampus_retrocommissuralis_Vol.mm3,1447.1,Stephan_collection,1
Nasalis larvatus,Hypoglossal_nucleus_left_Vol.mm3,2.18,Zilles,1
Nasalis larvatus,Hypothalamus_Vol.mm3,671,Stephan_collection,1
Nasalis larvatus,Interpositus_cerebellar_nuclei_Vol.mm3,105.48,Stephan_collection,1
Nasalis larvatus,Lateral_cerebellar_nuclei_Vol.mm3,149.33,Stephan_collection,1
Nasalis larvatus,Lobus_piriformis_Vol.mm3,1268,Stephan_collection,1
Nasalis larvatus,Medial_cerebellar_nuclei_Vol.mm3,85.55,Stephan_collection,1
Nasalis larvatus,Medulla_oblongata_Vol.mm3,2945.09,Stephan_collection; Zilles,2
Nasalis larvatus,Mesencephalon_Vol.mm3,1556,Stephan_collection,1
Nasalis larvatus,Middle_temporal_visual_area_Vol.mm3,364.9,Stephan_collection,1
Nasalis larvatus,Neocortex_Vol.mm3,62685,Stephan_collection,1
Nasalis larvatus,Nucleus_amygdalae_basalis_pars_magnocellularis_Vol.mm3,55.8,Stephan_collection,1
Nasalis larvatus,Nucleus_subthalamicus_Vol.mm3,37.2,Stephan_collection,1
Nasalis larvatus,Nucleus_vestibularis_descendens_Vol.mm3,48.9,Stephan_collection,1
Nasalis larvatus,Nucleus_vestibularis_descendens_unilateral_Vol.mm3,25.2,Stephan_collection,1
Nasalis larvatus,Nucleus_vestibularis_lateralis_Vol.mm3,31.2,Stephan_collection,1
Nasalis larvatus,Nucleus_vestibularis_lateralis_unilateral_Vol.mm3,14.8,Stephan_collection,1
Nasalis larvatus,Nucleus_vestibularis_medialis_Vol.mm3,66.9,Stephan_collection,1
Nasalis larvatus,Nucleus_vestibularis_medialis_unilateral_Vol.mm3,33.6,Stephan_collection,1
Nasalis larvatus,Nucleus_vestibularis_superior_Vol.mm3,23.7,Stephan_collection,1
Nasalis larvatus,Nucleus_vestibularis_superior_unilateral_Vol.mm3,12.6,Stephan_collection,1
Nasalis larvatus,Pallidum_Vol.mm3,550,Stephan_collection,1
Nasalis larvatus,Prepiriform_cortex_Vol.mm3,196.3,Stephan_collection,1
Nasalis larvatus,Retrobulbar_cortex_Vol.mm3,14.6,Stephan_collection,1
Nasalis larvatus,Schizo_cortex_Vol.mm3,855,Stephan_collection,1
Nasalis larvatus,Septum_Vol.mm3,333,Stephan_collection,1
Nasalis larvatus,Striatum_Vol.mm3,3735,Stephan_collection,1
Nasalis larvatus,Subiculum_Vol.mm3,113.27,Stephan_collection,1
Nasalis larvatus,Substantia_innominata_Vol.mm3,58.1,Stephan_collection,1
Nasalis larvatus,Subthalamus_Vol.mm3,587,Stephan_collection,1
Nasalis larvatus,Telencephalon_Vol.mm3,70873,Stephan_collection,1
Nasalis larvatus,Thalamus_Vol.mm3,3036,Stephan_collection,1
Nasalis larvatus,Total_brain_net_volume_Vol.mm3,92797,Stephan_collection,1
Nasalis larvatus,Tractus_olfactorius_lateralis_Vol.mm3,26.6,Stephan_collection,1
Nasalis larvatus,Tractus_opticus_Vol.mm3,304,Stephan_collection,1
Nasalis larvatus,Trigeminal_motor_nucleus_left_Vol.mm3,2.82,Zilles,1
Nasalis larvatus,Tuberculum_olfactorium_Vol.mm3,164.8,Stephan_collection,1
Nasalis larvatus,Ventral_pons_Vol.mm3,967.4,Stephan_collection,1
Nasalis larvatus,Ventricles_Vol.mm3,591,Stephan_collection,1
Nasua narica,CerebellarCortex_Vol.mm3,2781,Ashwell,1
Nasua narica,CerebellarHemisphere_Vol.mm3,1705,Ashwell,1
Nasua narica,CerebellarVermis_Vol.mm3,955,Ashwell,1
Nasua narica,Cerebellar_nuclei_total_Vol.mm3,143,Ashwell,1
Nasua narica,Cerebellum_Vol.mm3,3498,Ashwell,1
Nasua narica,Cerebellum_grey_matter_Vol.mm3,2940,Bush,1
Nasua narica,Cerebellum_white_matter_Vol.mm3,684,Ashwell; Bush,2
Nasua narica,FlocculonodularLobe_Vol.mm3,121,Ashwell,1
Nasua narica,Neocortex_Vol.mm3,16930,Bush,1
Nasua narica,Neocortex_grey_matter_Vol.mm3,12115,Bush,1
Nasua narica,Neocortex_white_matter_Vol.mm3,4800,Bush,1
Nasua narica,Pontine_and_reticulotegmental_nuclei_Vol.mm3,74.2,Ashwell,1
Nasua narica,Total_brain_net_volume_Vol.mm3,30838,Ashwell; Bush,2
Neogale vison,Cerebellum_grey_matter_Vol.mm3,859,Bush,1
Neogale vison,Cerebellum_white_matter_Vol.mm3,217,Bush,1
Neogale vison,Neocortex_Vol.mm3,5960,Bush,1
Neogale vison,Neocortex_grey_matter_Vol.mm3,4750,Bush,1
Neogale vison,Neocortex_white_matter_Vol.mm3,1210,Bush,1
Neogale vison,Total_brain_net_volume_Vol.mm3,11000,Bush,1
Neomys fodiens,AccessoryOlfactoryBulb_Vol.mm3,0.101,Stephan_collection,1
Neomys fodiens,AccessoryOlfactoryBulb_layer_6_Vol.mm3,0.018,Stephan_collection,1
Neomys fodiens,AccessoryOlfactoryBulb_layers_1_2_Vol.mm3,0.034,Stephan_collection,1
Neomys fodiens,AccessoryOlfactoryBulb_layers_3_5_Vol.mm3,0.049,Stephan_collection,1
Neomys fodiens,Amygdala_Vol.mm3,8.6,Stephan_collection,1
Neomys fodiens,Body_Mass.g,15.2,Stephan_collection,1
Neomys fodiens,Brain_Mass.mg,320,Stephan_collection,1
Neomys fodiens,Bulbus_olfactorius_Vol.mm3,16.2,Stephan_collection,1
Neomys fodiens,Bulbus_olfactorius_accessorius_Vol.mm3,0.101,Stephan_collection,1
Neomys fodiens,Cerebellum_Vol.mm3,38.9,Stephan_collection,1
Neomys fodiens,Commissura_anterior_Vol.mm3,0.84,Stephan_collection,1
Neomys fodiens,Complexus_centromedialis_Vol.mm3,4.1,Stephan_collection,1
Neomys fodiens,Complexus_corticobasolateralis_Vol.mm3,4.4,Stephan_collection,1
Neomys fodiens,Complexus_sensorius_trigeminalis_Vol.mm3,9.66,Stephan_collection,1
Neomys fodiens,Complexus_vestibularis_Vol.mm3,2.31,Stephan_collection,1
Neomys fodiens,Corpus_pineal_Vol.mm3,0.027,Stephan_collection,1
Neomys fodiens,Corpus_subcommissurale_Vol.mm3,4.18e-4,Stephan_collection,1
Neomys fodiens,Corpus_subfornicale_Vol.mm3,0.0069,Stephan_collection,1
Neomys fodiens,Diencephalon_Vol.mm3,25.2,Stephan_collection,1
Neomys fodiens,Hippocampus_Vol.mm3,32.9,Stephan_collection,1
Neomys fodiens,Lobus_piriformis_Vol.mm3,36,Stephan_collection,1
Neomys fodiens,Medulla_oblongata_Vol.mm3,42.2,Stephan_collection,1
Neomys fodiens,Mesencephalon_Vol.mm3,17.3,Stephan_collection,1
Neomys fodiens,Neocortex_Vol.mm3,56.56,Stephan_collection,1
Neomys fodiens,Neocortex_grey_matter_Vol.mm3,50.19,Stephan_collection,1
Neomys fodiens,Neocortex_lamina_1_Vol.mm3,9.67,Stephan_collection,1
Neomys fodiens,Neocortex_laminae_2_6_Vol.mm3,40.52,Stephan_collection,1
Neomys fodiens,Neocortex_white_matter_Vol.mm3,6.371,Stephan_collection,1
Neomys fodiens,Nucleus_amygdalae_basalis_pars_magnocellularis_Vol.mm3,1.2,Stephan_collection,1
Neomys fodiens,Nucleus_habenularis_medialis_Vol.mm3,0.205,Stephan_collection,1
Neomys fodiens,Nucleus_septalis_triangularis_Vol.mm3,0.263,Stephan_collection,1
Neomys fodiens,Nucleus_tractus_olfactorius_Vol.mm3,0.24,Stephan_collection,1
Neomys fodiens,Nucleus_vestibularis_descendens_Vol.mm3,0.726,Stephan_collection,1
Neomys fodiens,Nucleus_vestibularis_lateralis_Vol.mm3,0.355,Stephan_collection,1
Neomys fodiens,Nucleus_vestibularis_medialis_Vol.mm3,0.961,Stephan_collection,1
Neomys fodiens,Nucleus_vestibularis_superior_Vol.mm3,0.269,Stephan_collection,1
Neomys fodiens,Palaeocortex_Vol.mm3,52.7,Stephan_collection,1
Neomys fodiens,Palaeocortex_plus_amygdala_Vol.mm3,36,Stephan_collection,1
Neomys fodiens,Prepiriform_cortex_Vol.mm3,12.4,Stephan_collection,1
Neomys fodiens,Retrobulbar_cortex_Vol.mm3,4.3,Stephan_collection,1
Neomys fodiens,Schizo_cortex_Vol.mm3,9,Stephan_collection,1
Neomys fodiens,Septum_Vol.mm3,6.42,Stephan_collection,1
Neomys fodiens,Striatum_Vol.mm3,18.7,Stephan_collection,1
Neomys fodiens,Substantia_innominata_Vol.mm3,1.7,Stephan_collection,1
Neomys fodiens,Telencephalon_Vol.mm3,175,Stephan_collection,1
Neomys fodiens,Total_brain_net_volume_Vol.mm3,299,Stephan_collection,1
Neomys fodiens,Tractus_olfactorius_lateralis_Vol.mm3,0.71,Stephan_collection,1
Neomys fodiens,Tuberculum_olfactorium_Vol.mm3,6,Stephan_collection,1
Neomys fodiens,Ventricles_Vol.mm3,1.63,Stephan_collection,1
Nesogale dobsoni,AccessoryOlfactoryBulb_Vol.mm3,0.178,Stephan_collection,1
Nesogale dobsoni,AccessoryOlfactoryBulb_layer_6_Vol.mm3,0.019,Stephan_collection,1
Nesogale dobsoni,AccessoryOlfactoryBulb_layers_1_2_Vol.mm3,0.059,Stephan_collection,1
Nesogale dobsoni,AccessoryOlfactoryBulb_layers_3_5_Vol.mm3,0.1,Stephan_collection,1
Nesogale dobsoni,Amygdala_Vol.mm3,17,Stephan_collection,1
Nesogale dobsoni,Body_Mass.g,32.6,Stephan_collection,1
