Species,measure_class,Measure,Units,Value,Value_median,n_sources,n_teams,n_teams_primary,primary_used,Teams,roles,value_min,value_max
Cercopithecus neglectus,handedness,Handedness_index_mean,HI,-0.258,-0.258,1,1,1,True,Caspar,primary,-0.258,-0.258
Cercopithecus neglectus,handedness,Handedness_strength_mean,abs(HI),0.621,0.621,1,1,1,True,Caspar,primary,0.621,0.621
Cercopithecus nictitans,locomotion,Arboreal_terrestrial,category,A,,1,1,1,True,Granatosky,primary,,
Cercopithecus nictitans,locomotion,Intermembral_index,ratio,82,82,1,1,1,True,Granatosky,primary,82,82
Cercopithecus nictitans,locomotion,Locomotor_diversity_index,index,1.01907599999383,1.01907599999383,1,1,1,True,Granatosky,primary,1.01907599999383,1.01907599999383
Cercopithecus petaurista,locomotion,Arboreal_terrestrial,category,A,,1,1,1,True,Granatosky,primary,,
Cercopithecus petaurista,locomotion,Locomotor_diversity_index,index,1.07339249913053,1.07339249913053,1,1,1,True,Granatosky,primary,1.07339249913053,1.07339249913053
Cervus elaphus,gait,Duty_Factor,percent,63.47494553,63.47494553,1,1,1,True,Wimberly,primary,63.47494553,63.47494553
Cervus elaphus,gait,Foot_Posture,category,unguligrade,,1,1,1,True,Wimberly,primary,,
Cervus elaphus,gait,Gait,category,LSDC,,1,1,1,True,Wimberly,primary,,
Cervus elaphus,gait,Phase,percent,28.19172,28.19172,1,1,1,True,Wimberly,primary,28.19172,28.19172
Cheirogaleus major,locomotion,Arboreal_terrestrial,category,A,,1,1,1,True,Granatosky,primary,,
Cheirogaleus major,locomotion,Intermembral_index,ratio,72,72,1,1,1,True,Granatosky,primary,72,72
Cheirogaleus major,locomotion,Locomotor_diversity_index,index,1.33520401122236,1.33520401122236,1,1,1,True,Granatosky,primary,1.33520401122236,1.33520401122236
Cheirogaleus medius,locomotion,Arboreal_terrestrial,category,A,,1,1,1,True,Granatosky,primary,,
Cheirogaleus medius,gait,Duty_Factor,percent,54.58070367,54.58070367,1,1,1,True,Wimberly,primary,54.58070367,54.58070367
Cheirogaleus medius,gait,Foot_Posture,category,plantigrade,,1,1,1,True,Wimberly,primary,,
Cheirogaleus medius,gait,Gait,category,DSDC,,1,1,1,True,Wimberly,primary,,
Cheirogaleus medius,locomotion,Intermembral_index,ratio,68,68,1,1,1,True,Granatosky,primary,68,68
Cheirogaleus medius,locomotion,Locomotor_diversity_index,index,1.49653172902369,1.49653172902369,1,1,1,True,Granatosky,primary,1.49653172902369,1.49653172902369
Cheirogaleus medius,gait,Phase,percent,55.44482598,55.44482598,1,1,1,True,Wimberly,primary,55.44482598,55.44482598
Chiropotes satanas,gait,Duty_Factor,percent,66.84392775,66.84392775,1,1,1,True,Wimberly,primary,66.84392775,66.84392775
Chiropotes satanas,gait,Foot_Posture,category,plantigrade,,1,1,1,True,Wimberly,primary,,
Chiropotes satanas,gait,Gait,category,LSDC,,1,1,1,True,Wimberly,primary,,
Chiropotes satanas,gait,Phase,percent,44.79006856,44.79006856,1,1,1,True,Wimberly,primary,44.79006856,44.79006856
Chiropotes satanus,locomotion,Arboreal_terrestrial,category,A,,1,1,1,True,Granatosky,primary,,
Chiropotes satanus,locomotion,Locomotor_diversity_index,index,0.565419018216477,0.565419018216477,1,1,1,True,Granatosky,primary,0.565419018216477,0.565419018216477
Chlorocebus aethiops,locomotion,Arboreal_terrestrial,category,T,,1,1,1,True,Granatosky,primary,,
Chlorocebus aethiops,locomotion,Intermembral_index,ratio,83,83,1,1,1,True,Granatosky,primary,83,83
Chlorocebus aethiops,locomotion,Locomotor_diversity_index,index,1.47520015673735,1.47520015673735,1,1,1,True,Granatosky,primary,1.47520015673735,1.47520015673735
Chlorocebus aethiops,vocalization,VocalRepertoire,count,25,25,1,1,1,True,Schniter,primary,25,25
Chlorocebus sabaeus,dexterity,Dexterity,1-7 scale,6,6,2,2,1,True,Heffner; Iwaniuk,primary; secondary,6,6
Chlorocebus sabaeus,vocalization,VocalRepertoire,count,25,25,1,1,0,False,ManyPrimates,secondary,25,25
Choloepus didactylus,gait,Duty_Factor,percent,72.63339384,72.63339384,1,1,1,True,Wimberly,primary,72.63339384,72.63339384
Choloepus didactylus,gait,Foot_Posture,category,plantigrade,,1,1,1,True,Wimberly,primary,,
Choloepus didactylus,gait,Gait,category,LSDC,,1,1,1,True,Wimberly,primary,,
Choloepus didactylus,locomotion,Locomotor_diversity_index,index,1.16745710622922,1.16745710622922,1,1,1,True,Granatosky,primary,1.16745710622922,1.16745710622922
Choloepus didactylus,gait,Phase,percent,49.43348146,49.43348146,1,1,1,True,Wimberly,primary,49.43348146,49.43348146
Chrysocyon brachyurus,gait,Duty_Factor,percent,62.84858552,62.84858552,1,1,1,True,Wimberly,primary,62.84858552,62.84858552
Chrysocyon brachyurus,gait,Foot_Posture,category,digitigrade,,1,1,1,True,Wimberly,primary,,
Chrysocyon brachyurus,gait,Gait,category,LSLC,,1,1,1,True,Wimberly,primary,,
Chrysocyon brachyurus,gait,Phase,percent,13.18249,13.18249,1,1,1,True,Wimberly,primary,13.18249,13.18249
Colobus angolensis palliatus,locomotion,Arboreal_terrestrial,category,A,,1,1,1,True,Granatosky,primary,,
Colobus angolensis palliatus,locomotion,Locomotor_diversity_index,index,1.36153853780977,1.36153853780977,1,1,1,True,Granatosky,primary,1.36153853780977,1.36153853780977
Colobus guereza,locomotion,Arboreal_terrestrial,category,A,,1,1,1,True,Granatosky,primary,,
Colobus guereza,manipulation,Extractive_foraging,category,0,,1,1,1,True,Heldstab,primary,,
Colobus guereza,locomotion,Intermembral_index,ratio,79,79,1,1,1,True,Granatosky,primary,79,79
Colobus guereza,locomotion,Locomotor_diversity_index,index,1.17402880124957,1.17402880124957,1,1,1,True,Granatosky,primary,1.17402880124957,1.17402880124957
Colobus guereza,manipulation,Manipulation_complexity,score,2.38,2.38,1,1,1,True,Heldstab,primary,2.38,2.38
Colobus guereza,manipulation,Tool_use,category,0,,1,1,1,True,Heldstab,primary,,
Colobus polykomos,locomotion,Arboreal_terrestrial,category,A,,1,1,1,True,Granatosky,primary,,
Colobus polykomos,locomotion,Intermembral_index,ratio,78,78,1,1,1,True,Granatosky,primary,78,78
Colobus polykomos,locomotion,Locomotor_diversity_index,index,1.28263841381107,1.28263841381107,1,1,1,True,Granatosky,primary,1.28263841381107,1.28263841381107
Colobus polykomos,vocalization,VocalRepertoire,count,6,6,1,1,0,False,ManyPrimates,secondary,6,6
Colobus vellerosus,locomotion,Arboreal_terrestrial,category,A,,1,1,1,True,Granatosky,primary,,
Colobus vellerosus,locomotion,Locomotor_diversity_index,index,1.41868231852566,1.41868231852566,1,1,1,True,Granatosky,primary,1.41868231852566,1.41868231852566
Connochaetes taurinus,gait,Duty_Factor,percent,72,72,1,1,1,True,Wimberly,primary,72,72
Connochaetes taurinus,gait,Foot_Posture,category,unguligrade,,1,1,1,True,Wimberly,primary,,
Connochaetes taurinus,gait,Gait,category,LSLC,,1,1,1,True,Wimberly,primary,,
Connochaetes taurinus,gait,Phase,percent,18,18,1,1,1,True,Wimberly,primary,18,18
Cricetus auratus,dexterity,Dexterity,1-7 scale,3,3,1,1,1,True,Heffner,primary,3,3
Crocuta crocuta,gait,Duty_Factor,percent,66,66,1,1,1,True,Wimberly,primary,66,66
Crocuta crocuta,gait,Foot_Posture,category,digitigrade,,1,1,1,True,Wimberly,primary,,
Crocuta crocuta,gait,Gait,category,LSLC,,1,1,1,True,Wimberly,primary,,
Crocuta crocuta,gait,Phase,percent,10,10,1,1,1,True,Wimberly,primary,10,10
Cryptoprocta ferox,gait,Duty_Factor,percent,70.43010753,70.43010753,1,1,1,True,Wimberly,primary,70.43010753,70.43010753
Cryptoprocta ferox,gait,Foot_Posture,category,digitigrade,,1,1,1,True,Wimberly,primary,,
Cryptoprocta ferox,gait,Gait,category,LSDC,,1,1,1,True,Wimberly,primary,,
Cryptoprocta ferox,gait,Phase,percent,27.47909,27.47909,1,1,1,True,Wimberly,primary,27.47909,27.47909
Cuon alpinus,gait,Duty_Factor,percent,69.61538462,69.61538462,1,1,1,True,Wimberly,primary,69.61538462,69.61538462
Cuon alpinus,gait,Foot_Posture,category,digitigrade,,1,1,1,True,Wimberly,primary,,
Cuon alpinus,gait,Gait,category,LSLC,,1,1,1,True,Wimberly,primary,,
Cuon alpinus,gait,Phase,percent,17.94872,17.94872,1,1,1,True,Wimberly,primary,17.94872,17.94872
Cyclopes didactylus,gait,Duty_Factor,percent,87.63,87.63,1,1,1,True,Wimberly,primary,87.63,87.63
Cyclopes didactylus,gait,Foot_Posture,category,plantigrade,,1,1,1,True,Wimberly,primary,,
Cyclopes didactylus,gait,Gait,category,DSDC,,1,1,1,True,Wimberly,primary,,
Cyclopes didactylus,gait,Phase,percent,64.59,64.59,1,1,1,True,Wimberly,primary,64.59,64.59
Dasypus novemcinctus,dexterity,Dexterity,1-7 scale,1,1,2,2,1,True,Heffner; Iwaniuk,primary; secondary,1,1
Dasypus novemcinctus,gait,Duty_Factor,percent,54.54,54.54,1,1,1,True,Wimberly,primary,54.54,54.54
Dasypus novemcinctus,gait,Foot_Posture,category,digitigrade,,1,1,1,True,Wimberly,primary,,
Dasypus novemcinctus,gait,Gait,category,LSDC,,1,1,1,True,Wimberly,primary,,
Dasypus novemcinctus,gait,Phase,percent,36.36,36.36,1,1,1,True,Wimberly,primary,36.36,36.36
Dasyurus maculatus,gait,Duty_Factor,percent,64.27399,64.27399,1,1,1,True,Wimberly,primary,64.27399,64.27399
Dasyurus maculatus,gait,Foot_Posture,category,digitigrade,,1,1,1,True,Wimberly,primary,,
Dasyurus maculatus,gait,Gait,category,LSDC,,1,1,1,True,Wimberly,primary,,
Dasyurus maculatus,gait,Phase,percent,41.39767,41.39767,1,1,1,True,Wimberly,primary,41.39767,41.39767
Daubentonia madagascariensis,locomotion,Arboreal_terrestrial,category,A,,1,1,1,True,Granatosky,primary,,
Daubentonia madagascariensis,gait,Duty_Factor,percent,57.36413584,57.36413584,1,1,1,True,Wimberly,primary,57.36413584,57.36413584
Daubentonia madagascariensis,gait,Foot_Posture,category,plantigrade,,1,1,1,True,Wimberly,primary,,
Daubentonia madagascariensis,gait,Gait,category,DSDC,,1,1,1,True,Wimberly,primary,,
Daubentonia madagascariensis,locomotion,Intermembral_index,ratio,71,71,1,1,1,True,Granatosky,primary,71,71
Daubentonia madagascariensis,locomotion,Locomotor_diversity_index,index,1.24022837119808,1.24022837119808,1,1,1,True,Granatosky,primary,1.24022837119808,1.24022837119808
Daubentonia madagascariensis,gait,Phase,percent,65.79056326,65.79056326,1,1,1,True,Wimberly,primary,65.79056326,65.79056326
Daubentonia madagascariensis,vocalization,VocalRepertoire,count,9,9,1,1,1,True,Schniter,primary,9,9
Dendrohyrax arboreus,gait,Duty_Factor,percent,55.55,55.55,1,1,1,True,Wimberly,primary,55.55,55.55
Dendrohyrax arboreus,gait,Gait,category,LSLC,,1,1,1,True,Wimberly,primary,,
Dendrohyrax arboreus,gait,Phase,percent,22.22,22.22,1,1,1,True,Wimberly,primary,22.22,22.22
Dendrolagus goodfellowi,gait,Duty_Factor,percent,68,68,1,1,1,True,Wimberly,primary,68,68
Dendrolagus goodfellowi,gait,Foot_Posture,category,plantigrade,,1,1,1,True,Wimberly,primary,,
Dendrolagus goodfellowi,gait,Gait,category,LSLC,,1,1,1,True,Wimberly,primary,,
Dendrolagus goodfellowi,gait,Phase,percent,22,22,1,1,1,True,Wimberly,primary,22,22
Desmodus rotundus,gait,Duty_Factor,percent,68.15073417,68.15073417,1,1,1,True,Wimberly,primary,68.15073417,68.15073417
Desmodus rotundus,gait,Gait,category,LSDC,,1,1,1,True,Wimberly,primary,,
Desmodus rotundus,gait,Phase,percent,29.50951127,29.50951127,1,1,1,True,Wimberly,primary,29.50951127,29.50951127
Desmodus rufus,dexterity,Dexterity,1-7 scale,1,1,1,1,1,True,Heffner,primary,1,1
Didelphis virginiana,dexterity,Dexterity,1-7 scale,3,3,2,2,1,True,Heffner; Iwaniuk,primary; secondary,3,3
Didelphis virginiana,gait,Duty_Factor,percent,76.54,76.54,1,1,1,True,Wimberly,primary,76.54,76.54
Didelphis virginiana,gait,Foot_Posture,category,plantigrade,,1,1,1,True,Wimberly,primary,,
Didelphis virginiana,gait,Gait,category,LSDC,,1,1,1,True,Wimberly,primary,,
Didelphis virginiana,gait,Phase,percent,34.86,34.86,1,1,1,True,Wimberly,primary,34.86,34.86
Eira barbara,locomotion,Locomotor_diversity_index,index,1.31805406764601,1.31805406764601,1,1,1,True,Granatosky,primary,1.31805406764601,1.31805406764601
Elephas maximus,dexterity,Dexterity,1-7 scale,1,1,1,1,1,True,Heffner,primary,1,1
Elephas maximus,gait,Duty_Factor,percent,73,73,1,1,1,True,Wimberly,primary,73,73
Elephas maximus,gait,Foot_Posture,category,plantigrade,,1,1,1,True,Wimberly,primary,,
Elephas maximus,gait,Gait,category,LSLC,,1,1,1,True,Wimberly,primary,,
Elephas maximus,gait,Phase,percent,19,19,1,1,1,True,Wimberly,primary,19,19
Enhydra lutris,gait,Duty_Factor,percent,67.155,67.155,1,1,1,True,Wimberly,primary,67.155,67.155
Enhydra lutris,gait,Gait,category,LSDC,,1,1,1,True,Wimberly,primary,,
Enhydra lutris,gait,Phase,percent,27.285,27.285,1,1,1,True,Wimberly,primary,27.285,27.285
Equus,dexterity,Dexterity,1-7 scale,1,1,1,1,1,True,Heffner,primary,1,1
Equus asinus,gait,Duty_Factor,percent,73,73,1,1,1,True,Wimberly,primary,73,73
Equus asinus,gait,Foot_Posture,category,unguligrade,,1,1,1,True,Wimberly,primary,,
Equus asinus,gait,Gait,category,LSLC,,1,1,1,True,Wimberly,primary,,
Equus asinus,gait,Phase,percent,25,25,1,1,1,True,Wimberly,primary,25,25
Equus burchelli,gait,Duty_Factor,percent,67,67,1,1,1,True,Wimberly,primary,67,67
Equus burchelli,gait,Foot_Posture,category,unguligrade,,1,1,1,True,Wimberly,primary,,
Equus burchelli,gait,Gait,category,LSLC,,1,1,1,True,Wimberly,primary,,
Equus burchelli,gait,Phase,percent,24,24,1,1,1,True,Wimberly,primary,24,24
Equus caballus,dexterity,Dexterity,1-7 scale,1,1,1,1,1,True,Heffner,primary,1,1
Equus caballus,gait,Duty_Factor,percent,67,67,1,1,1,True,Wimberly,primary,67,67
Equus caballus,gait,Foot_Posture,category,unguligrade,,1,1,1,True,Wimberly,primary,,
Equus caballus,gait,Gait,category,LSLC,,1,1,1,True,Wimberly,primary,,
Equus caballus,gait,Phase,percent,24,24,1,1,1,True,Wimberly,primary,24,24
Erethizon dorsatum,gait,Duty_Factor,percent,75,75,1,1,1,True,Wimberly,primary,75,75
Erethizon dorsatum,gait,Foot_Posture,category,plantigrade,,1,1,1,True,Wimberly,primary,,
Erethizon dorsatum,gait,Gait,category,LSDC,,1,1,1,True,Wimberly,primary,,
Erethizon dorsatum,gait,Phase,percent,29,29,1,1,1,True,Wimberly,primary,29,29
Erinaceus,dexterity,Dexterity,1-7 scale,2,2,1,1,1,True,Heffner,primary,2,2
Erinaceus europaeus,gait,Duty_Factor,percent,62.96,62.96,1,1,1,True,Wimberly,primary,62.96,62.96
Erinaceus europaeus,gait,Gait,category,LSDC,,1,1,1,True,Wimberly,primary,,
Erinaceus europaeus,gait,Phase,percent,33.33,33.33,1,1,1,True,Wimberly,primary,33.33,33.33
Erythrocebus patas,locomotion,Arboreal_terrestrial,category,T,,1,1,1,True,Granatosky,primary,,
Erythrocebus patas,locomotion,Intermembral_index,ratio,92,92,1,1,1,True,Granatosky,primary,92,92
Erythrocebus patas,locomotion,Locomotor_diversity_index,index,0.509101870244824,0.509101870244824,1,1,1,True,Granatosky,primary,0.509101870244824,0.509101870244824
Eulemur coronatus,locomotion,Arboreal_terrestrial,category,A,,1,1,1,True,Granatosky,primary,,
Eulemur coronatus,manipulation,Extractive_foraging,category,0,,1,1,1,True,Heldstab,primary,,
Eulemur coronatus,locomotion,Intermembral_index,ratio,69,69,1,1,1,True,Granatosky,primary,69,69
Eulemur coronatus,locomotion,Locomotor_diversity_index,index,1.32285696027778,1.32285696027778,1,1,1,True,Granatosky,primary,1.32285696027778,1.32285696027778
Eulemur coronatus,manipulation,Manipulation_complexity,score,1.6,1.6,1,1,1,True,Heldstab,primary,1.6,1.6
Eulemur coronatus,manipulation,Tool_use,category,0,,1,1,1,True,Heldstab,primary,,
Eulemur coronatus,vocalization,VocalRepertoire,count,13,13,1,1,0,False,ManyPrimates,secondary,13,13
Eulemur flavifrons,vocalization,VocalRepertoire,count,10,10,1,1,0,False,ManyPrimates,secondary,10,10
Eulemur fulvus,locomotion,Arboreal_terrestrial,category,A,,1,1,1,True,Granatosky,primary,,
Eulemur fulvus,locomotion,Intermembral_index,ratio,72,72,1,1,1,True,Granatosky,primary,72,72
Eulemur fulvus,locomotion,Locomotor_diversity_index,index,1.30441240377472,1.30441240377472,1,1,1,True,Granatosky,primary,1.30441240377472,1.30441240377472
Eulemur fulvus,vocalization,VocalRepertoire,count,14,12.5,2,2,1,True,Schniter; ManyPrimates,primary; secondary,11,14
Eulemur macaco,locomotion,Arboreal_terrestrial,category,A,,1,1,1,True,Granatosky,primary,,
Eulemur macaco,manipulation,Extractive_foraging,category,0,,1,1,1,True,Heldstab,primary,,
Eulemur macaco,locomotion,Intermembral_index,ratio,71,71,1,1,1,True,Granatosky,primary,71,71
Eulemur macaco,locomotion,Locomotor_diversity_index,index,1.43123180445711,1.43123180445711,1,1,1,True,Granatosky,primary,1.43123180445711,1.43123180445711
Eulemur macaco,manipulation,Manipulation_complexity,score,1.23,1.23,1,1,1,True,Heldstab,primary,1.23,1.23
Eulemur macaco,manipulation,Tool_use,category,0,,1,1,1,True,Heldstab,primary,,
Eulemur macaco,vocalization,VocalRepertoire,count,16,13,2,2,1,True,Schniter; ManyPrimates,primary; secondary,10,16
Eulemur mongoz,locomotion,Arboreal_terrestrial,category,A,,1,1,1,True,Granatosky,primary,,
Eulemur mongoz,gait,Duty_Factor,percent,53.53277563,53.53277563,1,1,1,True,Wimberly,primary,53.53277563,53.53277563
Eulemur mongoz,gait,Foot_Posture,category,plantigrade,,1,1,1,True,Wimberly,primary,,
Eulemur mongoz,gait,Gait,category,DSDC,,1,1,1,True,Wimberly,primary,,
Eulemur mongoz,locomotion,Intermembral_index,ratio,72,72,1,1,1,True,Granatosky,primary,72,72
Eulemur mongoz,locomotion,Locomotor_diversity_index,index,1.43236716092924,1.43236716092924,1,1,1,True,Granatosky,primary,1.43236716092924,1.43236716092924
Eulemur mongoz,gait,Phase,percent,62.43998388,62.43998388,1,1,1,True,Wimberly,primary,62.43998388,62.43998388
Eulemur mongoz,vocalization,VocalRepertoire,count,15,12,2,2,1,True,Schniter; ManyPrimates,primary; secondary,9,15
Eulemur rubriventer,locomotion,Arboreal_terrestrial,category,A,,1,1,1,True,Granatosky,primary,,
Eulemur rubriventer,locomotion,Intermembral_index,ratio,68,68,1,1,1,True,Granatosky,primary,68,68
Eulemur rubriventer,locomotion,Locomotor_diversity_index,index,0.969736905647942,0.969736905647942,1,1,1,True,Granatosky,primary,0.969736905647942,0.969736905647942
Euoticus elegantulus,vocalization,VocalRepertoire,count,6,6,1,1,1,True,Schniter,primary,6,6
Felis catus,dexterity,Dexterity,1-7 scale,2,2,2,2,1,True,Heffner; Iwaniuk,primary; secondary,2,2
Felis catus,gait,Duty_Factor,percent,63.8762843,63.8762843,1,1,1,True,Wimberly,primary,63.8762843,63.8762843
Felis catus,gait,Foot_Posture,category,digitigrade,,1,1,1,True,Wimberly,primary,,
Felis catus,gait,Gait,category,LSLC,,1,1,1,True,Wimberly,primary,,
Felis catus,gait,Phase,percent,21.71555499,21.71555499,1,1,1,True,Wimberly,primary,21.71555499,21.71555499
Galago alleni,vocalization,VocalRepertoire,count,5,5,1,1,1,True,Schniter,primary,5,5
Galago matschiei,locomotion,Arboreal_terrestrial,category,A,,1,1,1,True,Granatosky,primary,,
Galago matschiei,locomotion,Locomotor_diversity_index,index,1.55376177629077,1.55376177629077,1,1,1,True,Granatosky,primary,1.55376177629077,1.55376177629077
Galago senegalensis,locomotion,Arboreal_terrestrial,category,A,,1,1,1,True,Granatosky,primary,,
Galago senegalensis,dexterity,Dexterity,1-7 scale,5,5,1,1,1,True,Heffner,primary,5,5
Galago senegalensis,locomotion,Intermembral_index,ratio,52,52,1,1,1,True,Granatosky,primary,52,52
Galago senegalensis,locomotion,Locomotor_diversity_index,index,1.03969242563174,1.03969242563174,1,1,1,True,Granatosky,primary,1.03969242563174,1.03969242563174
Galago senegalensis,vocalization,VocalRepertoire,count,18,18,1,1,1,True,Schniter,primary,18,18
Galagoides demidoff,locomotion,Arboreal_terrestrial,category,A,,1,1,1,True,Granatosky,primary,,
Galagoides demidoff,locomotion,Intermembral_index,ratio,68,68,1,1,1,True,Granatosky,primary,68,68
Galagoides demidoff,locomotion,Locomotor_diversity_index,index,1.40614065804908,1.40614065804908,1,1,1,True,Granatosky,primary,1.40614065804908,1.40614065804908
Galagoides demidoff,vocalization,VocalRepertoire,count,8,8,1,1,1,True,Schniter,primary,8,8
Galagoides thomasi,locomotion,Arboreal_terrestrial,category,A,,1,1,1,True,Granatosky,primary,,
Galagoides thomasi,locomotion,Intermembral_index,ratio,67,67,1,1,1,True,Granatosky,primary,67,67
Galagoides thomasi,locomotion,Locomotor_diversity_index,index,1.53051572202163,1.53051572202163,1,1,1,True,Granatosky,primary,1.53051572202163,1.53051572202163
Galeopterus variegatus,locomotion,Locomotor_diversity_index,index,1.24539319229782,1.24539319229782,1,1,1,True,Granatosky,primary,1.24539319229782,1.24539319229782
Giraffa camelopardalis,gait,Duty_Factor,percent,68,68,1,1,1,True,Wimberly,primary,68,68
Giraffa camelopardalis,gait,Foot_Posture,category,unguligrade,,1,1,1,True,Wimberly,primary,,
Giraffa camelopardalis,gait,Gait,category,LSLC,,1,1,1,True,Wimberly,primary,,
Giraffa camelopardalis,gait,Phase,percent,14,14,1,1,1,True,Wimberly,primary,14,14
Glaucomys volans,locomotion,Locomotor_diversity_index,index,1.41481405296438,1.41481405296438,1,1,1,True,Granatosky,primary,1.41481405296438,1.41481405296438
Gorilla gorilla,locomotion,Arboreal_terrestrial,category,T,,1,1,1,True,Granatosky,primary,,
Gorilla gorilla,gait,Duty_Factor,percent,61.54791155,61.54791155,1,1,1,True,Wimberly,primary,61.54791155,61.54791155
Gorilla gorilla,manipulation,Extractive_foraging,category,1,,1,1,1,True,Heldstab,primary,,
Gorilla gorilla,gait,Foot_Posture,category,plantigrade,,1,1,1,True,Wimberly,primary,,
Gorilla gorilla,gait,Gait,category,LSDC,,1,1,1,True,Wimberly,primary,,
Gorilla gorilla,handedness,Handedness_index_mean,HI,0.248,0.248,1,1,1,True,Caspar,primary,0.248,0.248
Gorilla gorilla,handedness,Handedness_strength_mean,abs(HI),0.541,0.541,1,1,1,True,Caspar,primary,0.541,0.541
Gorilla gorilla,locomotion,Intermembral_index,ratio,116,116,1,1,1,True,Granatosky,primary,116,116
Gorilla gorilla,locomotion,Locomotor_diversity_index,index,0.188053654103712,0.188053654103712,1,1,1,True,Granatosky,primary,0.188053654103712,0.188053654103712
Gorilla gorilla,manipulation,Manipulation_complexity,score,5,5,1,1,1,True,Heldstab,primary,5,5
Gorilla gorilla,gait,Phase,percent,43.42752,43.42752,1,1,1,True,Wimberly,primary,43.42752,43.42752
Gorilla gorilla,manipulation,Tool_use,category,0,,1,1,1,True,Heldstab,primary,,
Gorilla gorilla,vocalization,VocalRepertoire,count,17,16.5,2,2,1,True,Schniter; ManyPrimates,primary; secondary,16,17
Hapalemur griseus,locomotion,Arboreal_terrestrial,category,A,,1,1,1,True,Granatosky,primary,,
Hapalemur griseus,gait,Duty_Factor,percent,61.92340311,61.92340311,1,1,1,True,Wimberly,primary,61.92340311,61.92340311
Hapalemur griseus,manipulation,Extractive_foraging,category,0,,1,1,1,True,Heldstab,primary,,
Hapalemur griseus,gait,Foot_Posture,category,plantigrade,,1,1,1,True,Wimberly,primary,,
Hapalemur griseus,gait,Gait,category,DSDC,,1,1,1,True,Wimberly,primary,,
Hapalemur griseus,locomotion,Intermembral_index,ratio,64,64,1,1,1,True,Granatosky,primary,64,64
Hapalemur griseus,locomotion,Locomotor_diversity_index,index,1.15600589287313,1.15600589287313,1,1,1,True,Granatosky,primary,1.15600589287313,1.15600589287313
Hapalemur griseus,manipulation,Manipulation_complexity,score,1.78,1.78,1,1,1,True,Heldstab,primary,1.78,1.78
Hapalemur griseus,gait,Phase,percent,64.61677814,64.61677814,1,1,1,True,Wimberly,primary,64.61677814,64.61677814
Hapalemur griseus,manipulation,Tool_use,category,0,,1,1,1,True,Heldstab,primary,,
Hippopotamus amphibius,gait,Duty_Factor,percent,76,76,1,1,1,True,Wimberly,primary,76,76
Hippopotamus amphibius,gait,Foot_Posture,category,digitigrade,,1,1,1,True,Wimberly,primary,,
Hippopotamus amphibius,gait,Gait,category,LSDC,,1,1,1,True,Wimberly,primary,,
Hippopotamus amphibius,gait,Phase,percent,45,45,1,1,1,True,Wimberly,primary,45,45
Homo sapiens,dexterity,Dexterity,1-7 scale,7,7,2,2,1,True,Heffner; Iwaniuk,primary; secondary,7,7
Homo sapiens,manipulation,Extractive_foraging,category,1,,1,1,1,True,Heldstab,primary,,
Homo sapiens,handedness,Handedness_index_mean,HI,0.761,0.761,1,1,1,True,Caspar,primary,0.761,0.761
Homo sapiens,handedness,Handedness_strength_mean,abs(HI),0.943,0.943,1,1,1,True,Caspar,primary,0.943,0.943
Homo sapiens,manipulation,Manipulation_complexity,score,5.4,5.4,1,1,1,True,Heldstab,primary,5.4,5.4
Homo sapiens,manipulation,Tool_use,category,1,,1,1,1,True,Heldstab,primary,,
Horpyiocepalus leucogostra,dexterity,Dexterity,1-7 scale,1,1,1,1,1,True,Heffner,primary,1,1
Hydrochoerus hydrochaeris,gait,Duty_Factor,percent,69.21052632,69.21052632,1,1,1,True,Wimberly,primary,69.21052632,69.21052632
Hydrochoerus hydrochaeris,gait,Foot_Posture,category,digitigrade,,1,1,1,True,Wimberly,primary,,
Hydrochoerus hydrochaeris,gait,Gait,category,LSDC,,1,1,1,True,Wimberly,primary,,
Hydrochoerus hydrochaeris,gait,Phase,percent,28.15789,28.15789,1,1,1,True,Wimberly,primary,28.15789,28.15789
Hylobates agilis,locomotion,Arboreal_terrestrial,category,A,,1,1,1,True,Granatosky,primary,,
Hylobates agilis,locomotion,Intermembral_index,ratio,129,129,1,1,1,True,Granatosky,primary,129,129
Hylobates agilis,locomotion,Locomotor_diversity_index,index,1.46623688969866,1.46623688969866,1,1,1,True,Granatosky,primary,1.46623688969866,1.46623688969866
Hylobates lar,locomotion,Arboreal_terrestrial,category,A,,1,1,1,True,Granatosky,primary,,
Hylobates lar,dexterity,Dexterity,1-7 scale,6,6,2,2,1,True,Heffner; Iwaniuk,primary; secondary,6,6
Hylobates lar,handedness,Handedness_index_mean,HI,-0.011,-0.011,1,1,1,True,Caspar,primary,-0.011,-0.011
Hylobates lar,handedness,Handedness_strength_mean,abs(HI),0.614,0.614,1,1,1,True,Caspar,primary,0.614,0.614
Hylobates lar,locomotion,Intermembral_index,ratio,130,130,1,1,1,True,Granatosky,primary,130,130
Hylobates lar,locomotion,Locomotor_diversity_index,index,1.08697816813994,1.08697816813994,1,1,1,True,Granatosky,primary,1.08697816813994,1.08697816813994
Hylobates lar,vocalization,VocalRepertoire,count,14,14,1,1,0,False,ManyPrimates,secondary,14,14
Hylobates moloch,handedness,Handedness_index_mean,HI,-0.115,-0.115,1,1,1,True,Caspar,primary,-0.115,-0.115
Hylobates moloch,handedness,Handedness_strength_mean,abs(HI),0.799,0.799,1,1,1,True,Caspar,primary,0.799,0.799
