"script","associated_data_file","associated_data_filename","match_type","exact_filename_match","stem_match","matched_line_numbers","context"
"__merging_volumes/volumes_compiled_select.R","__merging_volumes/_prerun_backup_2026-07-05/volumes_long.csv","volumes_long.csv","likely writer",FALSE,TRUE,"752;819;854;858;860;897;913;915;923;930;1104","751: n_teams_used <- n_distinct(select_datasets$team) | 752: volumes_long <- teamres %>% group_by(Species, Variable) %>% summarise( | 753:   # mass under `reference`: no cross-team average — take the team whose winning source IS a mass || 818: if (do_hemisphere_reconciliation) { | 819:   wide_v <- volumes_long %>% select(Species, Variable, Value) %>% | 820:     pivot_wider(names_from = Variable, values_from = Value) || 853:     # a real both-sides value always beats a doubled estimate | 854:     bilat <- bilat %>% anti_join(volumes_long %>% distinct(Species, Variable), | 855:                                  by = c(""Species"",""Variable"")) || 857:     # that is the paper a reader must cite for it, even though the arithmetic happened here. | 858:     src_meta <- volumes_long %>% transmute(Species, src = Variable, Teams, n_teams, | 859:                                            Sources, n_sources, Source_detail, Year_used) || 859:                                            Sources, n_sources, Source_detail, Year_used) | 860:     volumes_long <- bind_rows(volumes_long, | 861:       bilat %>% left_join(src_meta, by = c(""Species"",""src"")) %>% || 896:     # volumes_compiled.R, which is always multi-team.) | 897:     left_join(volumes_long %>% select(Species, Variable, Teams, n_teams), | 898:               by = c(""Species"", ""Variable"")) %>% || 912: ## ============================================================================================ | 913: write_csv(volumes_long, sel_csv(""volumes_long"")) | 914: write_csv(flags, sel_csv(""volumes_flags"")) || 914: write_csv(flags, sel_csv(""volumes_flags"")) | 915: volumes_wide <- volumes_long %>% | 916:   pivot_wider(id_cols = Species, names_from = Variable, values_from = Value) %>% arrange(Species) || 922: ## ---- 8b Publication provenance: contributions + citations ------------------------------------ | 923: ## volumes_long_select.csv collapses provenance into strings to stay one row per species x variable. | 924: ## These two files are the un-collapsed form, which is what a supplementary source table needs: || 929: ## and volumes_flagged_not_used_select.csv; this file is only what the published number rests on. | 930: contrib <- volumes_long %>% | 931:   select(Species, Variable, merged_Value = Value, Sources, Teams, n_teams, n_sources, Year_used) %>% || 1103:   ""## Files written"", """", | 1104:   paste0(""- `"", sel_csv(""volumes_long""), ""` — merged long table (the result)""), | 1105:   paste0(""- `"", sel_csv(""volumes_wide""), ""` — species x variable matrix""),"
"__merging_volumes/volumes_compiled_select.R","__merging_volumes/_prerun_backup_provenance_2026-08-10/volumes_long.csv","volumes_long.csv","likely writer",FALSE,TRUE,"752;819;854;858;860;897;913;915;923;930;1104","751: n_teams_used <- n_distinct(select_datasets$team) | 752: volumes_long <- teamres %>% group_by(Species, Variable) %>% summarise( | 753:   # mass under `reference`: no cross-team average — take the team whose winning source IS a mass || 818: if (do_hemisphere_reconciliation) { | 819:   wide_v <- volumes_long %>% select(Species, Variable, Value) %>% | 820:     pivot_wider(names_from = Variable, values_from = Value) || 853:     # a real both-sides value always beats a doubled estimate | 854:     bilat <- bilat %>% anti_join(volumes_long %>% distinct(Species, Variable), | 855:                                  by = c(""Species"",""Variable"")) || 857:     # that is the paper a reader must cite for it, even though the arithmetic happened here. | 858:     src_meta <- volumes_long %>% transmute(Species, src = Variable, Teams, n_teams, | 859:                                            Sources, n_sources, Source_detail, Year_used) || 859:                                            Sources, n_sources, Source_detail, Year_used) | 860:     volumes_long <- bind_rows(volumes_long, | 861:       bilat %>% left_join(src_meta, by = c(""Species"",""src"")) %>% || 896:     # volumes_compiled.R, which is always multi-team.) | 897:     left_join(volumes_long %>% select(Species, Variable, Teams, n_teams), | 898:               by = c(""Species"", ""Variable"")) %>% || 912: ## ============================================================================================ | 913: write_csv(volumes_long, sel_csv(""volumes_long"")) | 914: write_csv(flags, sel_csv(""volumes_flags"")) || 914: write_csv(flags, sel_csv(""volumes_flags"")) | 915: volumes_wide <- volumes_long %>% | 916:   pivot_wider(id_cols = Species, names_from = Variable, values_from = Value) %>% arrange(Species) || 922: ## ---- 8b Publication provenance: contributions + citations ------------------------------------ | 923: ## volumes_long_select.csv collapses provenance into strings to stay one row per species x variable. | 924: ## These two files are the un-collapsed form, which is what a supplementary source table needs: || 929: ## and volumes_flagged_not_used_select.csv; this file is only what the published number rests on. | 930: contrib <- volumes_long %>% | 931:   select(Species, Variable, merged_Value = Value, Sources, Teams, n_teams, n_sources, Year_used) %>% || 1103:   ""## Files written"", """", | 1104:   paste0(""- `"", sel_csv(""volumes_long""), ""` — merged long table (the result)""), | 1105:   paste0(""- `"", sel_csv(""volumes_wide""), ""` — species x variable matrix""),"
"__merging_volumes/volumes_compiled_select.R","__merging_volumes/volumes_long.csv","volumes_long.csv","likely writer",FALSE,TRUE,"752;819;854;858;860;897;913;915;923;930;1104","751: n_teams_used <- n_distinct(select_datasets$team) | 752: volumes_long <- teamres %>% group_by(Species, Variable) %>% summarise( | 753:   # mass under `reference`: no cross-team average — take the team whose winning source IS a mass || 818: if (do_hemisphere_reconciliation) { | 819:   wide_v <- volumes_long %>% select(Species, Variable, Value) %>% | 820:     pivot_wider(names_from = Variable, values_from = Value) || 853:     # a real both-sides value always beats a doubled estimate | 854:     bilat <- bilat %>% anti_join(volumes_long %>% distinct(Species, Variable), | 855:                                  by = c(""Species"",""Variable"")) || 857:     # that is the paper a reader must cite for it, even though the arithmetic happened here. | 858:     src_meta <- volumes_long %>% transmute(Species, src = Variable, Teams, n_teams, | 859:                                            Sources, n_sources, Source_detail, Year_used) || 859:                                            Sources, n_sources, Source_detail, Year_used) | 860:     volumes_long <- bind_rows(volumes_long, | 861:       bilat %>% left_join(src_meta, by = c(""Species"",""src"")) %>% || 896:     # volumes_compiled.R, which is always multi-team.) | 897:     left_join(volumes_long %>% select(Species, Variable, Teams, n_teams), | 898:               by = c(""Species"", ""Variable"")) %>% || 912: ## ============================================================================================ | 913: write_csv(volumes_long, sel_csv(""volumes_long"")) | 914: write_csv(flags, sel_csv(""volumes_flags"")) || 914: write_csv(flags, sel_csv(""volumes_flags"")) | 915: volumes_wide <- volumes_long %>% | 916:   pivot_wider(id_cols = Species, names_from = Variable, values_from = Value) %>% arrange(Species) || 922: ## ---- 8b Publication provenance: contributions + citations ------------------------------------ | 923: ## volumes_long_select.csv collapses provenance into strings to stay one row per species x variable. | 924: ## These two files are the un-collapsed form, which is what a supplementary source table needs: || 929: ## and volumes_flagged_not_used_select.csv; this file is only what the published number rests on. | 930: contrib <- volumes_long %>% | 931:   select(Species, Variable, merged_Value = Value, Sources, Teams, n_teams, n_sources, Year_used) %>% || 1103:   ""## Files written"", """", | 1104:   paste0(""- `"", sel_csv(""volumes_long""), ""` — merged long table (the result)""), | 1105:   paste0(""- `"", sel_csv(""volumes_wide""), ""` — species x variable matrix""),"
"__merging_volumes/volumes_compiled_select.R","__ShinyApp/data/volumes_long.csv","volumes_long.csv","likely writer",FALSE,TRUE,"752;819;854;858;860;897;913;915;923;930;1104","751: n_teams_used <- n_distinct(select_datasets$team) | 752: volumes_long <- teamres %>% group_by(Species, Variable) %>% summarise( | 753:   # mass under `reference`: no cross-team average — take the team whose winning source IS a mass || 818: if (do_hemisphere_reconciliation) { | 819:   wide_v <- volumes_long %>% select(Species, Variable, Value) %>% | 820:     pivot_wider(names_from = Variable, values_from = Value) || 853:     # a real both-sides value always beats a doubled estimate | 854:     bilat <- bilat %>% anti_join(volumes_long %>% distinct(Species, Variable), | 855:                                  by = c(""Species"",""Variable"")) || 857:     # that is the paper a reader must cite for it, even though the arithmetic happened here. | 858:     src_meta <- volumes_long %>% transmute(Species, src = Variable, Teams, n_teams, | 859:                                            Sources, n_sources, Source_detail, Year_used) || 859:                                            Sources, n_sources, Source_detail, Year_used) | 860:     volumes_long <- bind_rows(volumes_long, | 861:       bilat %>% left_join(src_meta, by = c(""Species"",""src"")) %>% || 896:     # volumes_compiled.R, which is always multi-team.) | 897:     left_join(volumes_long %>% select(Species, Variable, Teams, n_teams), | 898:               by = c(""Species"", ""Variable"")) %>% || 912: ## ============================================================================================ | 913: write_csv(volumes_long, sel_csv(""volumes_long"")) | 914: write_csv(flags, sel_csv(""volumes_flags"")) || 914: write_csv(flags, sel_csv(""volumes_flags"")) | 915: volumes_wide <- volumes_long %>% | 916:   pivot_wider(id_cols = Species, names_from = Variable, values_from = Value) %>% arrange(Species) || 922: ## ---- 8b Publication provenance: contributions + citations ------------------------------------ | 923: ## volumes_long_select.csv collapses provenance into strings to stay one row per species x variable. | 924: ## These two files are the un-collapsed form, which is what a supplementary source table needs: || 929: ## and volumes_flagged_not_used_select.csv; this file is only what the published number rests on. | 930: contrib <- volumes_long %>% | 931:   select(Species, Variable, merged_Value = Value, Sources, Teams, n_teams, n_sources, Year_used) %>% || 1103:   ""## Files written"", """", | 1104:   paste0(""- `"", sel_csv(""volumes_long""), ""` — merged long table (the result)""), | 1105:   paste0(""- `"", sel_csv(""volumes_wide""), ""` — species x variable matrix""),"
"__merging_volumes/volumes_compiled_select.R","__merging_volumes/volumes_source_citations.csv","volumes_source_citations.csv","likely writer",FALSE,TRUE,"926;956","925: ##   volumes_source_contributions_select.csv  one row per species x variable x CONTRIBUTING TABLE | 926: ##   volumes_source_citations_select.csv      item name -> APA citation, DOI/ISBN, WHICH TABLE | 927: ## Mirrors step 8b of volumes_compiled.R. Sources that lost the recency pick, or were vetoed by the || 955: citations <- source_citations(base, unique(c(long$Source, contrib$Source))) | 956: write_csv(citations, sel_csv(""volumes_source_citations"")) | 957: contrib <- contrib %>%"
"__merging_volumes/volumes_compiled_select.R","__merging_volumes/volumes_source_contributions.csv","volumes_source_contributions.csv","likely writer",FALSE,TRUE,"925;960","924: ## These two files are the un-collapsed form, which is what a supplementary source table needs: | 925: ##   volumes_source_contributions_select.csv  one row per species x variable x CONTRIBUTING TABLE | 926: ##   volumes_source_citations_select.csv      item name -> APA citation, DOI/ISBN, WHICH TABLE || 959:   relocate(Cited_as, DOI_or_ISBN, .after = Source) | 960: write_csv(contrib, sel_csv(""volumes_source_contributions"")) | 961: message(""Provenance: "", nrow(contrib), "" species x variable x source contribution(s) from "","
"__merging_volumes/volumes_compiled_select.R","__merging_volumes/_prerun_backup_2026-07-05/volumes_source_species_ids.csv","volumes_source_species_ids.csv","likely writer",FALSE,TRUE,"579;583;1112","578:   select(-key) | 579: write_csv(resolved %>% arrange(Source, Species_raw), sel_csv(""volumes_source_species_ids"")) | 580: if (any(resolved$flag_unresolved)) || 582:           ""curated override and no NCBI match -> kept raw. See "", | 583:           sel_csv(""volumes_source_species_ids""), ""."") | 584: # NOTE: unlike volumes_compiled.R this script never rewrites volumes_species_ids_cache.csv — the || 1111:   paste0(""- `"", sel_csv(""volumes_taxon_excluded""), ""` — species removed by the taxon filter, with why""), | 1112:   paste0(""- `"", sel_csv(""volumes_source_species_ids""), ""` — species-name resolution for sign-off""), | 1113:   paste0(""- `"", sel_csv(""volumes_species_sources""), ""` — which sources contributed each species""),"
"__merging_volumes/volumes_compiled_select.R","__merging_volumes/_prerun_backup_provenance_2026-08-10/volumes_source_species_ids.csv","volumes_source_species_ids.csv","likely writer",FALSE,TRUE,"579;583;1112","578:   select(-key) | 579: write_csv(resolved %>% arrange(Source, Species_raw), sel_csv(""volumes_source_species_ids"")) | 580: if (any(resolved$flag_unresolved)) || 582:           ""curated override and no NCBI match -> kept raw. See "", | 583:           sel_csv(""volumes_source_species_ids""), ""."") | 584: # NOTE: unlike volumes_compiled.R this script never rewrites volumes_species_ids_cache.csv — the || 1111:   paste0(""- `"", sel_csv(""volumes_taxon_excluded""), ""` — species removed by the taxon filter, with why""), | 1112:   paste0(""- `"", sel_csv(""volumes_source_species_ids""), ""` — species-name resolution for sign-off""), | 1113:   paste0(""- `"", sel_csv(""volumes_species_sources""), ""` — which sources contributed each species""),"
"__merging_volumes/volumes_compiled_select.R","__merging_volumes/volumes_source_species_ids.csv","volumes_source_species_ids.csv","likely writer",FALSE,TRUE,"579;583;1112","578:   select(-key) | 579: write_csv(resolved %>% arrange(Source, Species_raw), sel_csv(""volumes_source_species_ids"")) | 580: if (any(resolved$flag_unresolved)) || 582:           ""curated override and no NCBI match -> kept raw. See "", | 583:           sel_csv(""volumes_source_species_ids""), ""."") | 584: # NOTE: unlike volumes_compiled.R this script never rewrites volumes_species_ids_cache.csv — the || 1111:   paste0(""- `"", sel_csv(""volumes_taxon_excluded""), ""` — species removed by the taxon filter, with why""), | 1112:   paste0(""- `"", sel_csv(""volumes_source_species_ids""), ""` — species-name resolution for sign-off""), | 1113:   paste0(""- `"", sel_csv(""volumes_species_sources""), ""` — which sources contributed each species""),"
"__merging_volumes/volumes_compiled_select.R","__merging_volumes/_prerun_backup_provenance_2026-08-10/volumes_species_sources.csv","volumes_species_sources.csv","likely writer",FALSE,TRUE,"920;1113","919:   summarise(n_sources = n_distinct(Source), Sources = paste(sort(unique(Source)), collapse = ""; "")) %>% | 920:   write_csv(sel_csv(""volumes_species_sources"")) | 921:  || 1112:   paste0(""- `"", sel_csv(""volumes_source_species_ids""), ""` — species-name resolution for sign-off""), | 1113:   paste0(""- `"", sel_csv(""volumes_species_sources""), ""` — which sources contributed each species""), | 1114:   paste0(""- `"", readme_out, ""` — this file""), """","
"__merging_volumes/volumes_compiled_select.R","__merging_volumes/volumes_species_sources.csv","volumes_species_sources.csv","likely writer",FALSE,TRUE,"920;1113","919:   summarise(n_sources = n_distinct(Source), Sources = paste(sort(unique(Source)), collapse = ""; "")) %>% | 920:   write_csv(sel_csv(""volumes_species_sources"")) | 921:  || 1112:   paste0(""- `"", sel_csv(""volumes_source_species_ids""), ""` — species-name resolution for sign-off""), | 1113:   paste0(""- `"", sel_csv(""volumes_species_sources""), ""` — which sources contributed each species""), | 1114:   paste0(""- `"", readme_out, ""` — this file""), """","
"__merging_volumes/volumes_compiled_select.R","__merging_volumes/_prerun_backup_2026-07-05/volumes_unfiltered.csv","volumes_unfiltered.csv","likely writer",FALSE,TRUE,"653;1108","652:  | 653: write_csv(long, sel_csv(""volumes_unfiltered"")) | 654: is_mass <- function(v) v %in% c(""Body_Mass.g"",""Brain_Mass.mg"") || 1107:          ""(`estimated_bilateral_from_unilateral`, `published_bilateral_estimate`); neither is a veto""), | 1108:   paste0(""- `"", sel_csv(""volumes_unfiltered""), ""` — every value read, before resolution""), | 1109:   paste0(""- `"", sel_csv(""volumes_resolution_audit""), ""` — every candidate: USED / superseded / skipped""),"
"__merging_volumes/volumes_compiled_select.R","__merging_volumes/_prerun_backup_provenance_2026-08-10/volumes_unfiltered.csv","volumes_unfiltered.csv","likely writer",FALSE,TRUE,"653;1108","652:  | 653: write_csv(long, sel_csv(""volumes_unfiltered"")) | 654: is_mass <- function(v) v %in% c(""Body_Mass.g"",""Brain_Mass.mg"") || 1107:          ""(`estimated_bilateral_from_unilateral`, `published_bilateral_estimate`); neither is a veto""), | 1108:   paste0(""- `"", sel_csv(""volumes_unfiltered""), ""` — every value read, before resolution""), | 1109:   paste0(""- `"", sel_csv(""volumes_resolution_audit""), ""` — every candidate: USED / superseded / skipped""),"
"__merging_volumes/volumes_compiled_select.R","__merging_volumes/volumes_unfiltered.csv","volumes_unfiltered.csv","likely writer",FALSE,TRUE,"653;1108","652:  | 653: write_csv(long, sel_csv(""volumes_unfiltered"")) | 654: is_mass <- function(v) v %in% c(""Body_Mass.g"",""Brain_Mass.mg"") || 1107:          ""(`estimated_bilateral_from_unilateral`, `published_bilateral_estimate`); neither is a veto""), | 1108:   paste0(""- `"", sel_csv(""volumes_unfiltered""), ""` — every value read, before resolution""), | 1109:   paste0(""- `"", sel_csv(""volumes_resolution_audit""), ""` — every candidate: USED / superseded / skipped""),"
"__merging_volumes/volumes_compiled_select.R","__merging_volumes/_prerun_backup_2026-07-05/volumes_wide.csv","volumes_wide.csv","likely writer",FALSE,TRUE,"915;917;987;1066;1105;1123","914: write_csv(flags, sel_csv(""volumes_flags"")) | 915: volumes_wide <- volumes_long %>% | 916:   pivot_wider(id_cols = Species, names_from = Variable, values_from = Value) %>% arrange(Species) || 916:   pivot_wider(id_cols = Species, names_from = Variable, values_from = Value) %>% arrange(Species) | 917: write_csv(volumes_wide, sel_csv(""volumes_wide"")) | 918: long %>% group_by(Species_Name = Species) %>% || 986:   paste0(""**Tables:** "", nrow(select_datasets), "" | **Teams:** "", n_teams_used, | 987:          "" | **Result:** "", nrow(volumes_wide), "" species x "", ncol(volumes_wide) - 1, "" variables"", | 988:          "" | **Tie rule:** `"", tie_rule, ""` | **Mass rule:** `"", mass_rule, ""`"", || 1065:            ""genus). Unmatched species: `taxa_unmatched = \"""", taxa_unmatched, ""\""`.""), | 1066:     paste0(nrow(volumes_wide), "" species kept, "", nrow(taxon_excluded), | 1067:            "" excluded — full list with sources in `"", sel_csv(""volumes_taxon_excluded""), ""`.""), """", || 1104:   paste0(""- `"", sel_csv(""volumes_long""), ""` — merged long table (the result)""), | 1105:   paste0(""- `"", sel_csv(""volumes_wide""), ""` — species x variable matrix""), | 1106:   paste0(""- `"", sel_csv(""volumes_flags""), ""` — bilateral-estimate provenance from steps 7 and 7b "", || 1122:  | 1123: message(""[select] "", nrow(volumes_wide), "" species x "", ncol(volumes_wide) - 1, "" variables from "", | 1124:         nrow(select_datasets), "" tables | taxa: "","
"__merging_volumes/volumes_compiled_select.R","__merging_volumes/_prerun_backup_provenance_2026-08-10/volumes_wide.csv","volumes_wide.csv","likely writer",FALSE,TRUE,"915;917;987;1066;1105;1123","914: write_csv(flags, sel_csv(""volumes_flags"")) | 915: volumes_wide <- volumes_long %>% | 916:   pivot_wider(id_cols = Species, names_from = Variable, values_from = Value) %>% arrange(Species) || 916:   pivot_wider(id_cols = Species, names_from = Variable, values_from = Value) %>% arrange(Species) | 917: write_csv(volumes_wide, sel_csv(""volumes_wide"")) | 918: long %>% group_by(Species_Name = Species) %>% || 986:   paste0(""**Tables:** "", nrow(select_datasets), "" | **Teams:** "", n_teams_used, | 987:          "" | **Result:** "", nrow(volumes_wide), "" species x "", ncol(volumes_wide) - 1, "" variables"", | 988:          "" | **Tie rule:** `"", tie_rule, ""` | **Mass rule:** `"", mass_rule, ""`"", || 1065:            ""genus). Unmatched species: `taxa_unmatched = \"""", taxa_unmatched, ""\""`.""), | 1066:     paste0(nrow(volumes_wide), "" species kept, "", nrow(taxon_excluded), | 1067:            "" excluded — full list with sources in `"", sel_csv(""volumes_taxon_excluded""), ""`.""), """", || 1104:   paste0(""- `"", sel_csv(""volumes_long""), ""` — merged long table (the result)""), | 1105:   paste0(""- `"", sel_csv(""volumes_wide""), ""` — species x variable matrix""), | 1106:   paste0(""- `"", sel_csv(""volumes_flags""), ""` — bilateral-estimate provenance from steps 7 and 7b "", || 1122:  | 1123: message(""[select] "", nrow(volumes_wide), "" species x "", ncol(volumes_wide) - 1, "" variables from "", | 1124:         nrow(select_datasets), "" tables | taxa: "","
"__merging_volumes/volumes_compiled_select.R","__merging_volumes/volumes_wide.csv","volumes_wide.csv","likely writer",FALSE,TRUE,"915;917;987;1066;1105;1123","914: write_csv(flags, sel_csv(""volumes_flags"")) | 915: volumes_wide <- volumes_long %>% | 916:   pivot_wider(id_cols = Species, names_from = Variable, values_from = Value) %>% arrange(Species) || 916:   pivot_wider(id_cols = Species, names_from = Variable, values_from = Value) %>% arrange(Species) | 917: write_csv(volumes_wide, sel_csv(""volumes_wide"")) | 918: long %>% group_by(Species_Name = Species) %>% || 986:   paste0(""**Tables:** "", nrow(select_datasets), "" | **Teams:** "", n_teams_used, | 987:          "" | **Result:** "", nrow(volumes_wide), "" species x "", ncol(volumes_wide) - 1, "" variables"", | 988:          "" | **Tie rule:** `"", tie_rule, ""` | **Mass rule:** `"", mass_rule, ""`"", || 1065:            ""genus). Unmatched species: `taxa_unmatched = \"""", taxa_unmatched, ""\""`.""), | 1066:     paste0(nrow(volumes_wide), "" species kept, "", nrow(taxon_excluded), | 1067:            "" excluded — full list with sources in `"", sel_csv(""volumes_taxon_excluded""), ""`.""), """", || 1104:   paste0(""- `"", sel_csv(""volumes_long""), ""` — merged long table (the result)""), | 1105:   paste0(""- `"", sel_csv(""volumes_wide""), ""` — species x variable matrix""), | 1106:   paste0(""- `"", sel_csv(""volumes_flags""), ""` — bilateral-estimate provenance from steps 7 and 7b "", || 1122:  | 1123: message(""[select] "", nrow(volumes_wide), "" species x "", ncol(volumes_wide) - 1, "" variables from "", | 1124:         nrow(select_datasets), "" tables | taxa: "","
"__merging_volumes/volumes_compiled.R","__merging_volumes/laterality_known.csv","laterality_known.csv","likely writer",TRUE,TRUE,"192;208;216;262;320;600;602","191: terms <- read.csv(""standardized_term_volumes.csv"", check.names = FALSE) | 192: # Laterality guard (see README__merging.md ""Hemispheres""). laterality_known.csv records, for every | 193: # source column measured from ONE SIDE, which side it was and -- crucially -- WHO did any doubling: || 207: # entirely (volumes_select_value_flags.csv, action = skip). | 208: lat_known <- tryCatch(read.csv(""laterality_known.csv"", stringsAsFactors = FALSE), | 209:                       error = function(e) NULL) || 215:   if (length(bad_dbl)) | 216:     stop(""laterality_known.csv: unknown doubling value(s) "", paste(bad_dbl, collapse = "", ""), | 217:          "". Use `none` (one side as measured) or `by_source` (published as 2x one side)."", || 261:   if (length(.t1_doubled)) | 262:     stop(""laterality_known.csv: `doubling = by_source` on Tier-1 (Stephan_collection) table(s) "", | 263:          paste(.t1_doubled, collapse = "", ""), "". Step 7b stamps from `long`, so a Tier-1 source "", || 319:                         across(ends_with(""_cm3""), ~num(.x)*1000))  # whole brain, neocortex grey/white/combined | 320:   if (it == ""deSousa_etal_2010_Table1"")                          # per-specimen hominoid volumes: cm3 -> mm3 (per-specimen rows collapse to species mean in step 6). V1/LGN are LEFT-only and printed UNDOUBLED (laterality_known.csv, doubling = none); neocortex + whole-brain are both-hemisphere. The doubled 2x-left figures are the same paper's Supp. Table 2 (doubling = by_source), not merged here. | 321:     df <- df %>% mutate(across(ends_with(""_cm3""), ~num(.x)*1000)) || 599:                          ""by the source (not by this merge): "", Source, ""; the merged value is the "", | 600:                          ""mean across "", n_teams, "" teams ("", Teams, "") -- see laterality_known.csv""), | 601:                   paste0(""published value is 2x one hemisphere, doubled by the source (not by "", || 601:                   paste0(""published value is 2x one hemisphere, doubled by the source (not by "", | 602:                          ""this merge): "", Source, "" -- see laterality_known.csv"")))) | 603: }"
"__merging_volumes/volumes_compiled.R","__merging_volumes/_prerun_backup_2026-07-05/volumes_flags.csv","volumes_flags.csv","likely writer",TRUE,TRUE,"481;532;604","480:   transmute(Species, Variable, flag=""deviation"", detail=paste0(s0,""="",v0,"" vs "",s1,""="",v1)) -> flags | 481: write_csv(flags, ""volumes_flags.csv"") | 482:  || 531: ## Estimates never overwrite the one-side value; they are added as new both-sides variables and | 532: ## recorded in volumes_flags.csv (flag = estimated_bilateral_from_unilateral). | 533: wide_v <- volumes_long %>% select(Species, Variable, Value) %>% || 603: } | 604: write_csv(flags, ""volumes_flags.csv"") | 605: "
"__merging_volumes/volumes_compiled.R","__merging_volumes/_prerun_backup_provenance_2026-08-10/volumes_flags.csv","volumes_flags.csv","likely writer",TRUE,TRUE,"481;532;604","480:   transmute(Species, Variable, flag=""deviation"", detail=paste0(s0,""="",v0,"" vs "",s1,""="",v1)) -> flags | 481: write_csv(flags, ""volumes_flags.csv"") | 482:  || 531: ## Estimates never overwrite the one-side value; they are added as new both-sides variables and | 532: ## recorded in volumes_flags.csv (flag = estimated_bilateral_from_unilateral). | 533: wide_v <- volumes_long %>% select(Species, Variable, Value) %>% || 603: } | 604: write_csv(flags, ""volumes_flags.csv"") | 605: "
"__merging_volumes/volumes_compiled.R","__merging_volumes/volumes_flags.csv","volumes_flags.csv","likely writer",TRUE,TRUE,"481;532;604","480:   transmute(Species, Variable, flag=""deviation"", detail=paste0(s0,""="",v0,"" vs "",s1,""="",v1)) -> flags | 481: write_csv(flags, ""volumes_flags.csv"") | 482:  || 531: ## Estimates never overwrite the one-side value; they are added as new both-sides variables and | 532: ## recorded in volumes_flags.csv (flag = estimated_bilateral_from_unilateral). | 533: wide_v <- volumes_long %>% select(Species, Variable, Value) %>% || 603: } | 604: write_csv(flags, ""volumes_flags.csv"") | 605: "
"__merging_volumes/volumes_compiled.R","__merging_volumes/_prerun_backup_2026-07-05/volumes_long.csv","volumes_long.csv","likely writer",TRUE,TRUE,"465;496;503;524;533;563;566;570;571;593;606;613;619;620;624","464: ## `keep_i` is the index of the row actually taken, so Source/Year can be stamped from the SAME row | 465: ## as Value (never re-derived) -- this is what makes the Sources column in volumes_long.csv the true | 466: ## provenance of the number rather than a plausible-looking guess. || 495: ## reference. These columns name the actual TABLES the number came from, so any cell in | 496: ## volumes_long.csv can be cited without re-deriving the merge: | 497: ##   Sources       every contributing item name, ""; ""-separated (the ones AVERAGED into Value) || 502: ## the fully exploded one-row-per-contributor table is volumes_source_contributions.csv. | 503: volumes_long <- teamvals %>% group_by(Species, Variable) %>% summarise( | 504:   # mass: Stephan reference only (no cross-team avg) -> take that team's row wholesale, so Sources || 523:   arrange(Species, Variable) | 524: write_csv(volumes_long, ""volumes_long.csv"") | 525:  || 532: ## recorded in volumes_flags.csv (flag = estimated_bilateral_from_unilateral). | 533: wide_v <- volumes_long %>% select(Species, Variable, Value) %>% | 534:   pivot_wider(names_from = Variable, values_from = Value) || 562: # bilaterally, so its real value wins over 2x the Stephan one-side figure). | 563: bilat <- bilat %>% anti_join(volumes_long %>% distinct(Species, Variable), by = c(""Species"",""Variable"")) | 564: ## A derived both-sides value inherits the provenance of the one-side variable(s) it was built from -- || 565: ## that is the paper a reader must cite for it, even though the arithmetic happened here. | 566: src_meta <- volumes_long %>% transmute(Species, src = Variable, Teams, n_teams, | 567:                                        Sources, n_sources, Source_detail, Year_used) || 569:   transmute(Species, Variable, Value, Teams, n_teams, Sources, n_sources, Source_detail, Year_used) | 570: volumes_long <- bind_rows(volumes_long, bilat_long) %>% arrange(Species, Variable) | 571: write_csv(volumes_long, ""volumes_long.csv"") || 570: volumes_long <- bind_rows(volumes_long, bilat_long) %>% arrange(Species, Variable) | 571: write_csv(volumes_long, ""volumes_long.csv"") | 572:  || 592:       summarise(Source = paste(sort(unique(Source)), collapse = "" + ""), .groups = ""drop"") %>% | 593:       left_join(volumes_long %>% select(Species, Variable, Teams, n_teams), | 594:                 by = c(""Species"", ""Variable"")) %>% || 605:  | 606: volumes_wide <- volumes_long %>% pivot_wider(id_cols=Species, names_from=Variable, values_from=Value) %>% arrange(Species) | 607: write_csv(volumes_wide, ""volumes_wide.csv"") || 612: ## ---- 8b Publication provenance: contributions + citations ------------------------------------ | 613: ## volumes_long.csv collapses provenance into strings so it stays one row per species x variable. | 614: ## These two files are the un-collapsed form, which is what a supplementary source table needs: || 618: ##   volumes_source_citations.csv      item name -> APA citation, DOI/ISBN, journal, and WHICH TABLE. | 619: ## Both are keyed on the same `Source` item names that appear in volumes_long.csv / _unfiltered.csv. | 620: contrib <- volumes_long %>% || 619: ## Both are keyed on the same `Source` item names that appear in volumes_long.csv / _unfiltered.csv. | 620: contrib <- volumes_long %>% | 621:   select(Species, Variable, merged_Value = Value, Teams, n_teams, n_sources, Year_used) %>% || 623:   # per-source value from `long` (the pre-resolution table) so nothing is re-derived here. | 624:   left_join(volumes_long %>% select(Species, Variable, Sources), by = c(""Species"",""Variable"")) %>% | 625:   separate_longer_delim(Sources, delim = ""; "") %>%"
