folder,n_files,paper_pdf,supp_pdf,n_frozen,frozen_files,n_derived,derived_files,n_registry_rows,registry_items,source_urls
Jacobs_etal_2018,13,1,0,2,Jacobs_etal_2018_Table3_snapshot.xlsx; Jacobs_etal_2018_Table5_snapshot.xlsx,2,Jacobs_etal_2018_Table3.csv; Jacobs_etal_2018_Table5.csv,2,Jacobs_etal_2018_Table3; Jacobs_etal_2018_Table5,
JardimMesseder_etal_2017,7,1,0,2,Jardim-Messeder-2017-Dogs Have the Most N_Tables.xlsx; JardimMesseder_etal_2017_Table1_snapshot.csv,1,JardimMesseder_etal_2017_Table1.csv,1,JardimMesseder_etal_2017_Table1,https://doi.org/10.3389/fnana.2017.00118
Johansen_etal_2024,8,1,0,3,Johansen_etal_2024_Table2_snapshot.xlsx; jneuro-44-e1750232024-s007.xlsx; jneuro-44-e1750232024-s008.xlsx,1,Johansen_etal_2024_Table2.csv,1,Johansen_etal_2024_Table2,
Johnson_etal_2002,2,1,0,0,,0,,1,Johnson_etal_2002_Table1,https://doi.org/10.1198/016214502753479185
Johnson_etal_2016,6,1,0,1,Johnson_etal_2016_Table1_snapshot.csv,1,Johnson_etal_2016_Table1.csv,3,Johnson_etal_2016_Table1,https://www.coloradocollege.edu/dotAsset/17493d76-5085-4a01-a757-d992278a9eaf.pdf
Jones_etal_2009,4,1,0,2,PanTHERIA_1-0_WR05_Aug2008.txt; PanTHERIA_1-0_WR93_Aug2008.txt,0,,2,Jones_etal_2009_PanTHERIA1-0WR05Aug2008.txt; Jones_etal_2009_PanTHERIA1-0WR93Aug2008.txt,
Jorstad_etal_2023,16,1,0,6,Jorstad_etal_2023_Table_S1_subclass_info.csv; Jorstad_etal_2023_Table_S5_MERFISH.csv; Jorstad_etal_2023_Table_S5_snRNA_EI.csv; Jorstad_etal_2023_Table_S5_snRNA_prop.csv; Table_S1_subclass_info.csv; Table_S5_MERFISH_snRNA_prop_EI.xlsx,0,,4,Jorstad_etal_2023_TableS1; Jorstad_etal_2023_TableS2; Jorstad_etal_2023_TableS3; Jorstad_etal_2023_TableS4,https://doi.org/10.1126/science.adf6812
Jung_etal_2022,14,2,0,5,Jung_etal_2022_Reportedresults_snapshot.xlsx; Jung_etal_2022_TableS1.csv; Jung_etal_2022_TableS1_snapshot.xlsx; Jung_etal_2022_TableS2.csv; Jung_etal_2022_TableS2_snapshot.xlsx,1,Jung_etal_2022_Reportedresults.csv,3,Jung_etal_2022_Reportedresults; Jung_etal_2022_TableS1; Jung_etal_2022_TableS2,https://www.science.org/doi/10.1126/sciadv.abn0954
Karbowski__2007,31,1,1,26,12915_2006_114_MOESM1_ESM.pdf; 12915_2006_114_MOESM1_ESM.xlsx; Karbowski__2007_TableS1.csv; Karbowski__2007_TableS10.csv; Karbowski__2007_TableS11.csv; Karbowski__2007_TableS12.csv; Karbowski__2007_TableS13.csv; Karbowski__2007_TableS14.csv; Karbowski__2007_TableS15.csv; Karbowski__2007_TableS16.csv; Karbowski__2007_TableS17.csv; Karbowski__2007_TableS18.csv; Karbowski__2007_TableS19.csv; Karbowski__2007_TableS2.csv; Karbowski__2007_TableS20.csv; Karbowski__2007_TableS21.csv; Karbowski__2007_TableS22.csv; Karbowski__2007_TableS23.csv; Karbowski__2007_TableS3.csv; Karbowski__2007_TableS4.csv; Karbowski__2007_TableS5.csv; Karbowski__2007_TableS6.csv; Karbowski__2007_TableS7.csv; Karbowski__2007_TableS8.csv; Karbowski__2007_TableS9.csv; Karbowski__2007_TablesS1-S23_snapshot.xlsx,1,Karbowski-2007-Global and regional.xlsx,24,Karbowski__2007_Table1; Karbowski__2007_TableS1; Karbowski__2007_TableS10; Karbowski__2007_TableS11; Karbowski__2007_TableS12; Karbowski__2007_TableS13; Karbowski__2007_TableS14; Karbowski__2007_TableS15; Karbowski__2007_TableS16; Karbowski__2007_TableS17; Karbowski__2007_TableS18; Karbowski__2007_TableS19; Karbowski__2007_TableS2; Karbowski__2007_TableS20; Karbowski__2007_TableS21; Karbowski__2007_TableS22; Karbowski__2007_TableS23; Karbowski__2007_TableS3; Karbowski__2007_TableS4; Karbowski__2007_TableS5; Karbowski__2007_TableS6; Karbowski__2007_TableS7; Karbowski__2007_TableS8; Karbowski__2007_TableS9,
Karl_etal_2024,5,1,0,1,Karl_etal_2024_TABLE1_snapshot.csv,1,Karl_etal_2024_TABLE1.csv,1,Karl_etal_2024_TABLE1,
Karlsen_Pakkenberg_2011,14,1,0,2,Karlsen_Pakkenberg_2011_Table2_snapshot.csv; Karlsen_Pakkenberg_2011_reported_values_snapshot.csv,4,Karlsen_Pakkenberg_2011_authordata_groupmeans.csv; Karlsen_Pakkenberg_2011_reported_values_derived.csv; Karlsen_Pakkenberg_2011_analysis.csv; Karlsen_Pakkenberg_2011_Table2_derived.csv,0,,
Kaufman__2004,52,1,0,15,Kaufman__2004_TableA10_snapshot.csv; Kaufman__2004_TableA11_snapshot.csv; Kaufman__2004_TableA12_snapshot.csv; Kaufman__2004_TableA13_snapshot.csv; Kaufman__2004_TableA14_snapshot.csv; Kaufman__2004_TableA15_snapshot.csv; Kaufman__2004_TableA1_snapshot.csv; Kaufman__2004_TableA2_snapshot.csv; Kaufman__2004_TableA3_snapshot.csv; Kaufman__2004_TableA4_snapshot.csv; Kaufman__2004_TableA5_snapshot.csv; Kaufman__2004_TableA6_snapshot.csv; Kaufman__2004_TableA7_snapshot.csv; Kaufman__2004_TableA8_snapshot.csv; Kaufman__2004_TableA9_snapshot.csv,18,Kaufman__2004_TableA8.csv; Kaufman__2004_TableA9.csv; Kaufman__2004_dissertation.xlsx; Kaufman__2004_TableA13.csv; Kaufman__2004_TableA12.csv; Kaufman__2004_TableA10.csv; Kaufman__2004_TableA11.csv; Kaufman__2004_TableA15.csv; Kaufman__2004_TableA14.csv; Kaufman__2004_TableA1.csv; Kaufman__2004_TableA2.csv; Kaufman__2004_TableA3.csv; Kaufman__2004_TableA7.csv; Kaufman__2004_TableA6.csv; Kaufman__2004_TableA4.csv; Kaufman__2004_TableA5.csv; old/Kaufman__2004_A15_comparison_mismatches.csv; old/Kaufman__2004_A15_comparison_long.csv,15,Kaufman__2004_TableA1; Kaufman__2004_TableA10; Kaufman__2004_TableA11; Kaufman__2004_TableA12; Kaufman__2004_TableA13; Kaufman__2004_TableA14; Kaufman__2004_TableA15; Kaufman__2004_TableA2; Kaufman__2004_TableA3; Kaufman__2004_TableA4; Kaufman__2004_TableA5; Kaufman__2004_TableA6; Kaufman__2004_TableA7; Kaufman__2004_TableA8; Kaufman__2004_TableA9,
Kazu_etal_2014,8,1,0,2,Kazu_etal_2014_Table1_snapshot.xlsx; PROPOSED_species_key_rows.csv,1,Kazu_etal_2014_Table1.csv,1,Kazu_etal_2014_Table1,
Kazu_etal_2015,7,1,0,1,Kazu_etal_2015_TABLE1_snapshot.xlsx,1,Kazu_etal_2015_TABLE1.csv,1,Kazu_etal_2015_TABLE1,
Kirk_Kay_2004,14,1,0,2,Kirk_Kay_2004_Table1_snapshot.csv; Kirk_Kay_2004_Table2_snapshot.csv,2,Kirk_Kay_2004_Table2.csv; Kirk_Kay_2004_Table1.csv,2,Kirk_Kay_2004_Table1; Kirk_Kay_2004_Table2,
Koay_etal_1998,8,1,0,1,Koay_etal_1998_Figure6_snapshot.csv,1,Koay_etal_1998_Figure6.csv,1,Koay_etal_1998_Figure6,
Kochiyama_etal_2018,39,1,1,14,10.1038%2Fs41598-018-24331-0_Figure3A.tsv; 10.1038%2Fs41598-018-24331-0_Figure3B.tsv; 41598_2018_24331_MOESM1_ESM.pdf; Kochiyama_etal_2018_ExtendedDataFigure4_snapshot.csv; Kochiyama_etal_2018_ExtendedDataTable1_snapshot.csv; Kochiyama_etal_2018_ExtendedDataTable3_snapshot.csv; Kochiyama_etal_2018_Figure3A_snapshot.csv; Kochiyama_etal_2018_Figure3B_snapshot.csv; Kochiyama_etal_2018_Figure3_snapshot.csv; Kochiyama_etal_2018_Figure3legend_snapshot.csv; Kochiyama_etal_2018_FossilSpecimensText_snapshot.csv; material_other_sources/Kochiyama_brain_tissue_vs_published_volumes.xlsx; material_other_sources/Kochiyama_cross_check_audit.xlsx; material_other_sources/Kochiyama_fossil_demographics_journal_sources.xlsx,10,Kochiyama_etal_2018_FossilSpecimensText_groupmeans.csv; Kochiyama_etal_2018_ExtendedDataTable1.csv; Kochiyama_etal_2018_ExtendedDataTable3.csv; Kochiyama_etal_2018_Figure3A.csv; Kochiyama_etal_2018_Figure3B.csv; Kochiyama_etal_2018_FossilSpecimensText.csv; Kochiyama_etal_2018_Figure3legend.csv; Kochiyama_etal_2018_FossilSpecimensText_dateReferences.csv; Kochiyama_etal_2018_relative_volumes_reconciled.csv; Kochiyama_etal_2018_ExtendedDataFigure4.csv,7,Kochiyama_etal_2018_ExtendedDataFigure4; Kochiyama_etal_2018_ExtendedDataTable1; Kochiyama_etal_2018_ExtendedDataTable3; Kochiyama_etal_2018_Figure3A; Kochiyama_etal_2018_Figure3B; Kochiyama_etal_2018_Figure3legend; Kochiyama_etal_2018_FossilSpecimensText,
Krompecher_Lipak_1966,6,1,0,1,Krompecher_Lipak_1966_Table2_snapshot.csv,1,Krompecher_Lipak_1966_Table2.csv,1,Krompecher_Lipak_1966_Table2,
Krubitzer_Kaas_1990,6,1,0,1,Krubitzer_Kaas_1990_Table1_snapshot.csv,1,Krubitzer_Kaas_1990_Table1.csv,1,Krubitzer_Kaas_1990_Table1,
Kverkova_etal_2018,17,1,0,8,41598_2018_26062_MOESM1_ESM.docx; 41598_2018_26062_MOESM2_ESM.xls; Kverkova-2018-Sociality does not d.xlsx; Kverkova_etal_2018_Table1_snapshot.xlsx; Kverkova_etal_2018_TableS1.csv; Kverkova_etal_2018_TableS1_snapshot.xlsx; Kverkova_etal_2018_TableS5.csv; Kverkova_etal_2018_TableS5_snapshot.csv,1,Kverkova_etal_2018_Table1.csv,3,Kverkova_etal_2018_Table1; Kverkova_etal_2018_TableS1; Kverkova_etal_2018_TableS5,https://static-content.springer.com/esm/art%3A10.1038%2Fs41598-018-26062-8/MediaObjects/41598_2018_26062_MOESM1_ESM.docx
Latimer__1942,6,1,0,1,Latimer__1942_TABLEI_snapshot.csv,1,Latimer__1942_TABLEI.csv,1,Latimer__1942_TABLEI,
Latimer__1956,7,1,0,1,Latimer__1956_Table2_snapshot.csv,2,Latimer__1956_Table2.csv; Latimer-1956-The Weights of the Parts of the B.xlsx,1,Latimer__1956_Table2,
Lewitus_etal_2013,8,1,0,2,Lewitus_etal_2013_TableS2partial.csv; Lewitus_etal_2013_TableS2partial_snapshot.xlsx,0,,1,Lewitus_etal_2013_TableS2partial,
Lewitus_etal_2014,17,1,0,8,Lewitus_etal_2014_TableS1.csv; Lewitus_etal_2014_TableS1_snapshot.xlsx; Lewitus_etal_2014_TableS8.csv; Lewitus_etal_2014_TableS8_snapshot.xlsx; pbio.1002000.s013.xlsx; pbio.1002000.s014.xlsx; pbio.1002000.s020.xlsx; pbio.1002000.s021.doc,0,,2,Lewitus_etal_2014_TableS1; Lewitus_etal_2014_TableS8,
Liu_etal_2016,8,1,1,3,Liu_etal_2016_TableS1.csv; Liu_etal_2016_TableS1_snapshot.xlsx; rspb20161923_si_001.pdf,0,,1,Liu_etal_2016_TableS1,
Lyamin_etal_2008,11,1,0,2,Lyamin_etal_2008_Table1_snapshot.csv; Lyamin_etal_2008_Table2_snapshot.csv,2,Lyamin_etal_2008_Table1.csv; Lyamin_etal_2008_Table2.csv,2,Lyamin_etal_2008_Table1; Lyamin_etal_2008_Table2,
MacLarnon__1996,5,1,0,1,MacLarnon__1996_Table1_snapshot.xlsx,1,MacLarnon__1996_Table1.csv,1,MacLarnon__1996_Table1,
MacLeod__2000,5,1,0,2,MacLeod__2000_APPENDIXI.csv; MacLeod__2000_APPENDIXI_snapshot.xlsx,0,,1,MacLeod__2000_APPENDIXI,
MacLeod_etal_2003,10,1,0,2,MacLeod_etal_2003_Table1_snapshot.csv; MacLeod_etal_2003_Table2_snapshot.csv,2,MacLeod_etal_2003_Table1.csv; MacLeod_etal_2003_Table2.csv,2,MacLeod_etal_2003_Table1; MacLeod_etal_2003_Table2,
Mackes_etal_2020,8,1,0,0,,3,Mackes_etal_2020_ERABIS_derived.csv; Mackes_etal_2020_analysis.csv; Mackes_etal_2020_subcortical_derived.csv,0,,
Manger__2006,5,1,0,1,Manger__2006_Table1_snapshot.csv,1,Manger__2006_Table1.csv,1,Manger__2006_Table1,
ManyPrimates__2022,8,1,0,3,ManyPrimates__2022_speciespredictors_snapshot.xlsx; ManyPrimates_etal_2022.txt; species_predictors.xlsx,1,ManyPrimates__2022_speciespredictors.csv,1,ManyPrimates__2022_speciespredictors,https://github.com/ManyPrimates/mp1_short_term_memory/raw/master/data/species_predictors.xlsx
Matano__1986,6,1,0,1,Matano__1986_TableI_snapshot.xlsx,1,Matano__1986_TableI.csv,1,Matano__1986_TableI,
Matano__1992,18,1,0,4,Matano__1992_Table1_snapshot.csv; Matano__1992_Table2_snapshot.csv; Matano__1992_Table3_snapshot.csv; Matano__1992_Table4_snapshot.csv,4,Matano__1992_Table1.csv; Matano__1992_Table2.csv; Matano__1992_Table3.csv; Matano__1992_Table4.csv,4,Matano__1992_Table1; Matano__1992_Table2; Matano__1992_Table3; Matano__1992_Table4,
Matano__2001,6,1,0,1,Matano__2001_TABLE2_snapshot.xlsx,2,Matano__2001_TABLE2.csv; Matano-2001-Brief communication_ Proportions o.xlsx,1,Matano__2001_TABLE2,
Matano_etal_1985_a,7,1,0,2,Matano-1985-Volume comparisons i 2.xlsx; Matano_etal_1985_a_Table1_snapshot.xlsx,1,Matano_etal_1985_a_Table1.csv,2,Matano_etal_1985_a_Table1; Matano_etal_1985_b_Table1,
Matano_etal_1985_b,7,1,0,2,Matano-1985-Volume comparisons i.xlsx; Matano_etal_1985_b_Table1_snapshot.xlsx,1,Matano_etal_1985_b_Table1.csv,2,Matano_etal_1985_a_Table1; Matano_etal_1985_b_Table1,
McGuire_Ratcliffe_2011,1,0,0,0,,0,,1,"McGuire_Ratcliffe_2011_ElectronicSupplementaryMaterial1,Table1",https://doi.org/10.1098/rsbl.2010.0744
MedinaGonzález__2026,15,1,0,6,MedinaGonzález__2026_SupplementaryFile1.csv; MedinaGonzález__2026_SupplementaryFile2.csv; MedinaGonzález__2026_SupplementaryFile3.csv; jez70069-sup-0001-supplementary_file_1.xlsx; jez70069-sup-0002-supplementary_file_2.xlsx; jez70069-sup-0003-supplementary_file_3.xlsx,0,,3,MedinaGonzález__2026_SupplementaryFile1; MedinaGonzález__2026_SupplementaryFile2; MedinaGonzález__2026_SupplementaryFile3,
Morgan_etal_2014,8,1,0,2,Morgan_etal_2014_DataS1_derived.csv; Morgan_etal_2014_DataS1_snapshot.xlsx,1,Morgan_etal_2014_analysis.csv,0,,
Mota_etal_2015,8,2,0,3,Mota_etal_2015_TableS1.csv; Mota_etal_2015_TableS1_snapshot.xlsx; mota.sm.xlsx,0,,1,Mota_Herculano-Houzel_2015_TableS1,
Mota_etal_2019,7,2,0,3,Mota_etal_2019_SupplementaryTableS1.csv; Mota_etal_2019_SupplementaryTableS1.xlsx; pnas.1716956116.sd01.docx,0,,1,Mota_etal_2019_SupplementaryTableS1,
Myhrvold_etal_2015,15,1,1,13,Data_Files/Amniote_Database_Aug_2015.csv; Data_Files/Amniote_Database_References_Aug_2015.csv; Data_Files/Amniote_Range_Count_Aug_2015.csv; Data_Files/Amniote_Sparse_Table_Aug_2015.csv; Supplemental_Materials/Supplemental_Table_1_Database_Literature_Cited.pdf; Supplemental_Materials/Supplemental_Table_2_Reference_Counts.csv; Supplemental_Materials/Supplemental_Table_3_Aves_Name_Transformations.csv; Supplemental_Materials/Supplemental_Table_4_Mammalia_Name_Transformations.csv; Supplemental_Materials/Supplemental_Table_5_Reptilia_Name_Transformations.csv; Supplemental_Materials/Supplemental_Table_6_Aves_Synonyms.csv; Supplemental_Materials/Supplemental_Table_7_Mammalia_Synonyms.csv; Supplemental_Materials/Supplemental_Table_8_Reptilia_Synonyms.csv; Supplemental_Materials/Supplemental_Table_9_Dataset_Field_Information.csv,0,,4,Myhrvold_etal_2015_AmnioteDatabaseAug2015.csv; Myhrvold_etal_2015_AmnioteDatabaseReferencesAug2015.csv; Myhrvold_etal_2015_AmnioteRangeCountAug2015.csv; Myhrvold_etal_2015_AmnioteSparseTableAug2015.csv,
Navarrete_etal_2016,7,1,0,2,ESMNavarreteReaderStreetWhalenLaland_dataset.csv; doi_10_5061_dryad_dk10k__v20170129.zip,1,Navarrete_etal_2016_Data.csv,1,Navarrete_etal_2016_Data,
Nguyen_etal_2019,7,1,0,1,Nguyen_etal_2019_Table2_snapshot.csv,1,Nguyen_etal_2019_Table2.csv,1,Nguyen_etal_2019_Table2,
Nudo_etal_1995,28,1,0,6,Nudo_etal_1995_TABLE1_snapshot.xlsx; Nudo_etal_1995_TABLE2_snapshot.xlsx; Nudo_etal_1995_TABLE3_snapshot.xlsx; Nudo_etal_1995_TABLE4_snapshot.xlsx; Nudo_etal_1995_TABLE5_snapshot.xlsx; PROPOSED_species_key_rows.csv,5,Nudo_etal_1995_TABLE3.csv; Nudo_etal_1995_TABLE2.csv; Nudo_etal_1995_TABLE1.csv; Nudo_etal_1995_TABLE5.csv; Nudo_etal_1995_TABLE4.csv,5,Nudo_etal_1995_TABLE1; Nudo_etal_1995_TABLE2; Nudo_etal_1995_TABLE3; Nudo_etal_1995_TABLE4; Nudo_etal_1995_TABLE5,
Olkowicz_etal_2016,6,1,0,2,Olkowicz_etal_2016_DatasetS1.csv; pnas.1517131113.sd01.source.zip,0,,1,Olkowicz_etal_2016_DatasetS1,
PalomeroGallagher_Zilles_2018,8,1,0,4,1-s2.0-S0010945218302958-mmc1.xlsx; PalomeroGallagher_Zilles_2018_TableS3.csv; PalomeroGallagher_Zilles_2018_TableS3_registry_row.xlsx; PalomeroGallagher_Zilles_2018_TableS3_snapshot.xlsx,0,,1,PalomeroGallagher_Zilles_2018_TableS3,
Peruffo_etal_2019,6,1,0,1,Peruffo_etal_2019_Table2_snapshot.csv,1,Peruffo_etal_2019_Table2.csv,3,Peruffo_etal_2019_Table2,https://link.springer.com/content/pdf/10.1007/s00429-019-01885-x.pdf
Powell_etal_2017,7,1,0,3,Powell_etal_2017_Dataset1.csv; Powell_etal_2017_Dataset1_snapshot.xlsx; rspb20171765_si_002.xlsx,1,Powell_etal_2017.txt,1,Powell_etal_2017_Dataset1,https://figshare.com/ndownloader/files/9479092
Reader_Laland_2002,2,1,0,0,,0,,0,,
Reader_etal_2011,8,1,1,3,Data_ReaderHagerLalandPhilTrans2011.csv; ESM_ReaderHagerLalandPhilTrans2011_rstb20100342supp1.pdf; README_for_Data_ReaderHagerLalandPhilTrans2011.txt,1,Reader_etal_2011_Data.csv,1,Reader_etal_2011_Data,
Reep_etal_2007,6,1,0,1,Reep_etal_2007_Table1_snapshot.xlsx,1,Reep_etal_2007_Table1.csv,1,Reep_etal_2007_Table1,https://doi.org/10.1159/000101491
Ribeiro_etal_2013,8,1,0,2,PROPOSED_species_key_rows.csv; Ribeiro_etal_2013_Table1_snapshot.xlsx,1,Ribeiro_etal_2013_Table1.csv,1,Ribeiro_etal_2013_Table1,
Rilling_Insel_1998,4,1,0,0,,2,Rilling_Insel_1998_Table1.csv; rilling_insel_1998.xlsx,1,Rilling_Insel_1998_Table1,
Rilling_Insel_1999,5,1,0,1,Rilling_Insel_1999_Table1_snapshot.xlsx,2,Rilling_Insel_1999_Table1.csv; rilling_insel_1999.xlsx,1,Rilling_Insel_1999_Table1,
Ruf_Geiser_2015,6,1,0,1,Ruf_Geiser_2015_Table1_snapshot.csv,1,Ruf_Geiser_2015_Table1.csv,1,Ruf_Geiser_2015_Table1,
Schleifenbaum__1973,8,1,0,3,Schleifenbaum__1973_Table1_snapshot.csv; Schleifenbaum__1973_Table2_snapshot.csv; Schleifenbaum__1973_Tables1-2.csv,0,,1,Schleifenbaum__1973_Tables1-2,
Schniter_Penaherrera-Aguirre_2026,7,1,0,2,Schniter_Penaherrera-Aguirre_2026_data_snapshot.xlsx; ZenodoData_April2026.xlsx,1,Schniter_Penaherrera-Aguirre_2026_data.csv,1,Schniter_Penaherrera-Aguirre_2026_data,
Semendeferi_Damasio_2000,6,1,0,1,Semendeferi_Damasio_2000_Table2_snapshot.xlsx,1,Semendeferi_Damasio_2000_Table2.csv,1,Semendeferi_Damasio_2000_Table2,
Semendeferi_etal_1998,11,1,0,2,Semendeferi_etal_1998_TABLE2_snapshot.csv; Semendeferi_etal_1998_TABLE4_snapshot.csv,2,Semendeferi_etal_1998_TABLE4.csv; Semendeferi_etal_1998_TABLE2.csv,3,Semendeferi_etal_1998_TABLE2; Semendeferi_etal_1998_TABLE4; Semendeferi_etal_1998_TABLE5,
Semendeferi_etal_2001,12,1,0,2,Semendeferi_etal_2001_TABLE2_snapshot.csv; Semendeferi_etal_2001_TABLE3_snapshot.csv,3,semendeferi_etal_2001.xlsx; Semendeferi_etal_2001_TABLE3.csv; Semendeferi_etal_2001_TABLE2.csv,3,Semendeferi_etal_2001_TABLE2; Semendeferi_etal_2001_TABLE3; Semendeferi_etal_2001_TABLE4,
Semendeferi_etal_2002,7,1,0,1,Semendeferi_etal_2002_Table1_snapshot.csv,2,Semendeferi_etal_2002_Table1.csv; semendeferi_etal_2002.xlsx,1,Semendeferi_etal_2002_Table1,
Seymour_etal_2015,8,1,0,4,Seymour_etal_2015_TableS1.csv; Seymour_etal_2015_TableS1_references.csv; Seymour_etal_2015_TableS1_snapshot.xlsx; TableS1.xlsx,0,,1,Seymour_etal_2015_TableS1,
Seymour_etal_2017,10,2,0,4,Seymour_etal_2017_TableS1.csv; Seymour_etal_2017_TableS1_snapshot.xlsx; erred/Seymour_etal_2016/rsos160305supp1.docx; rsos170846supp1.docx,0,,1,Seymour_etal_2017_TableS1,
Seymour_etal_2019,7,1,0,2,Seymour_etal_2019_rspb20192208si002_snapshot.xlsx; rspb20192208_si_002.xlsx,1,Seymour_etal_2019_rspb20192208si002.csv,1,Seymour_etal_2019_rspb20192208si002,
Sherwood_etal_2003,6,1,0,1,Sherwood_etal_2003_Table1_snapshot.xlsx,1,Sherwood_etal_2003_Table1.csv,1,Sherwood_etal_2003_Table1,
Sherwood_etal_2004,8,1,0,2,Sherwood_etal_2004_TABLEI_snapshot.xlsx; Sherwood_etal_2004_unpublishedviaDeCasien_snapshot.xlsx,2,Sherwood_etal_2004_TABLEI.csv; Sherwood_etal_2004_unpublishedviaDeCasien.csv,4,Sherwood_etal_2004_I_Table4; Sherwood_etal_2004_I_Table5; Sherwood_etal_2004_TABLEI; Sherwood_etal_2004_unpublishedviaDeCasien,
Sherwood_etal_2004_I,11,1,0,3,Sherwood_etal_2004_I_Table4_snapshot.csv; Sherwood_etal_2004_I_Table5_snapshot.csv; Sherwood_etal_2004_l.xlsx,3,Sherwood_etal_2004_I_Table4.csv; Sherwood_etal_2004_I_Table5.csv; Sherwood_etal_2004_I.txt,4,Sherwood_etal_2004_I_Table4; Sherwood_etal_2004_I_Table5; Sherwood_etal_2004_TABLEI; Sherwood_etal_2004_unpublishedviaDeCasien,
Sherwood_etal_2005,7,1,0,1,Sherwood_etal_2005_Table1_snapshot.csv,1,Sherwood_etal_2005_Table1.csv,1,Sherwood_etal_2005_Table1,
Shultz_Dunbar_2010,1,0,0,0,,0,,1,Shultz_Dunbar_2010_TableS1,https://doi.org/10.1037/a0018894.supp
Smaers_Soligo_2013,6,2,3,3,rspb20130269supp1.pdf; rspb20130269supp2.pdf; rspb20130269supp3.pdf,0,,1,Smaers_Soligo_2013_Supplement,
Smaers_etal_2010,7,1,0,1,Smaers_etal_2010_Table1_snapshot.csv,2,Smaers_etal_2010_Table1.csv; Smaers_etal_2010_Table1_Stephan_specimen_data_via_Frahm.csv,1,Smaers_etal_2010_Table1,
Smaers_etal_2011,13,1,1,6,000323671_sm_suppltables.pdf; 000323671_sm_suppltables.xlsx; Smaers_etal_2011_SupplementaryTable1.csv; Smaers_etal_2011_SupplementaryTable1_snapshot.csv; Smaers_etal_2011_SupplementaryTable2.csv; Smaers_etal_2011_SupplementaryTable2_snapshot.csv,0,,2,Smaers_etal_2011_SupplementaryTable1; Smaers_etal_2011_SupplementaryTable2,
Smaers_etal_2017,31,5,0,13,ScienceDirect_files_18Sep2024_19-25-07.053.zip; Smaers_etal_2017_TableS1_primary_sources.csv; Smaers_etal_2017_TableS1part1.csv; Smaers_etal_2017_TableS1part1_snapshot.xlsx; Smaers_etal_2017_TableS1part2.csv; Smaers_etal_2017_TableS1part2_snapshot.xlsx; Smaers_mmc1.xlsx; __ReadMe_rows_to_add_Smaers2017.csv; _superseded_single_table/Smaers_etal_2017_TableS1.csv; _superseded_single_table/Smaers_etal_2017_TableS1_snapshot.csv; primary_source_checks/check_primaryvisual_vs_deSousa2010.csv; primary_source_checks/frontal_lobe_partition_check.csv; primary_source_checks/species_name_changes_2011_to_2017.csv,2,primary_source_checks/Smaers_etal_2017_attributed_long.csv; _superseded_single_table/Smaers_etal_2017_definitions_SUPERSEDED.txt,2,Smaers_etal_2017_TableS1part1; Smaers_etal_2017_TableS1part2,
Smaers_etal_2018,6,1,0,1,elife-35696-fig2-data1-v2.docx,1,Smaers_etal_2018_Figure2-data1.csv,1,Smaers_etal_2018_Figure2-data1,
Stephan_Pirlot_1970,6,1,0,1,Stephan_Pirlot_1970_Table1_snapshot.xlsx,1,Stephan_Pirlot_1970_Table1.csv,8,Stephan_Pirlot_1970_Table1; Stephan_etal_1970_TABLE1; Stephan_etal_1970_TABLE2; Stephan_etal_1970_TABLE3; Stephan_etal_1970_TABLE4; Stephan_etal_1970_TABLE5; Stephan_etal_1970_TABLE6; Stephan_etal_1970_Tables1-6,https://doi.org/10.1111/j.1439-0469.1970.tb00876.x
Stephan_etal_1970,37,1,0,11,Stephan_etal_1970_Table1_snapshot.csv; Stephan_etal_1970_Table2_snapshot.csv; Stephan_etal_1970_Table3_snapshot.csv; Stephan_etal_1970_Table4_snapshot.csv; Stephan_etal_1970_Table5_snapshot.csv; Stephan_etal_1970_Table6_snapshot.csv; Stephan_etal_1970_Tables1-3_snapshot.csv; Stephan_etal_1970_Tables1-3_snapshot_DRAFT.csv; Stephan_etal_1970_Tables1-6.csv; Stephan_etal_1970_Tables4-6_snapshot.csv; Stephan_etal_1970_Tables4-6_snapshot_DRAFT.csv,9,Stephan_etal_1970_Table1.csv; Stephan_etal_1970_Table2.csv; Stephan_etal_1970_Table3.csv; Stephan_etal_1970_rawtext_DRAFT.txt; Stephan_etal_1970_Table6.csv; Stephan_etal_1970_Table4.csv; Stephan_etal_1970_Table5.csv; stephan_etal_1970.xlsx; Stephan_etal_1970_crosstable_QA.csv,8,Stephan_Pirlot_1970_Table1; Stephan_etal_1970_TABLE1; Stephan_etal_1970_TABLE2; Stephan_etal_1970_TABLE3; Stephan_etal_1970_TABLE4; Stephan_etal_1970_TABLE5; Stephan_etal_1970_TABLE6; Stephan_etal_1970_Tables1-6,https://doi.org/10.1111/j.1439-0469.1970.tb00876.x
