severity,kind,repo,path,line,found,canonical,in_scope,note
P2,data_value,PUB,Armstrong__1979/Armstrong__1979_Tables1-9.csv,107,Armstrong_1979,Armstrong__1979,yes,"Table9,Armstrong_1979,primary,Homo s.-c,Homo_cell_1,Homo sapiens,Homo sapiens,male,19,113,1500,not stated,coronal,VB,perikaryal_volume,um3,N"
P2,data_value,PUB,Armstrong__1979/Armstrong__1979_Tables1-9_neuronal_density_counts.csv,2,Armstrong_1979,Armstrong__1979,yes,"Table2,Armstrong_1979,primary,Hylo.-s,Hylobates_unknown_1,Hylobates sp.,Hylobates sp.,unknown,unknown,NA,NA,Thomas Jefferson Medical College"
P2,data_value,PUB,Armstrong__1979/Armstrong__1979_Tables1-9_neuronal_density_counts.csv,3,Armstrong_1979,Armstrong__1979,yes,"Table2,Armstrong_1979,primary,Hylo.-h,Hylobates_unknown_1,Hylobates sp.,Hylobates sp.,unknown,unknown,NA,NA,Thomas Jefferson Medical College"
P2,data_value,PUB,Armstrong__1979/Armstrong__1979_Tables1-9_neuronal_density_counts.csv,4,Armstrong_1979,Armstrong__1979,yes,"Table2,Armstrong_1979,primary,H. lar-t,Hylobates_lar_1,Hylobates lar,Hylobates lar,male,unknown,5.93,101.9,Max Planck Institute Frankfurt,tr"
P2,data_value,PUB,Armstrong__1979/Armstrong__1979_Tables1-9_neuronal_density_counts.csv,5,Armstrong_1979,Armstrong__1979,yes,"Table2,Armstrong_1979,primary,Gorilla g.,Gorilla_1,Gorilla gorilla,Gorilla gorilla,male,14,203,540,Columbia University / Bronx Zoo,coronal,M"
P2,data_value,PUB,Armstrong__1979/Armstrong__1979_Tables1-9_neuronal_density_counts.csv,6,Armstrong_1979,Armstrong__1979,yes,"Table2,Armstrong_1979,primary,Pan t.,Pan_1,Pan troglodytes,Pan troglodytes,male,10-12,63.5,405.5,University of Wisconsin comparative brain c"
P2,data_value,PUB,Armstrong__1979/Armstrong__1979_Tables1-9_neuronal_density_counts.csv,7,Armstrong_1979,Armstrong__1979,yes,"Table2,Armstrong_1979,primary,Homo s.-c,Homo_cell_1,Homo sapiens,Homo sapiens,male,19,113,1500,not stated,coronal,MGBp,neuronal_density,neur"
P2,data_value,PUB,Armstrong__1979/Armstrong__1979_Tables1-9_neuronal_density_counts.csv,8,Armstrong_1979,Armstrong__1979,yes,"Table3,Armstrong_1979,primary,Hylo.-s,Hylobates_unknown_1,Hylobates sp.,Hylobates sp.,unknown,unknown,NA,NA,Thomas Jefferson Medical College"
P2,data_value,PUB,Armstrong__1979/Armstrong__1979_Tables1-9_neuronal_density_counts.csv,9,Armstrong_1979,Armstrong__1979,yes,"Table3,Armstrong_1979,primary,Hylo.-h,Hylobates_unknown_1,Hylobates sp.,Hylobates sp.,unknown,unknown,NA,NA,Thomas Jefferson Medical College"
P2,data_value,PUB,Armstrong__1979/Armstrong__1979_Tables1-9_neuronal_density_counts.csv,10,Armstrong_1979,Armstrong__1979,yes,"Table3,Armstrong_1979,primary,Gorilla g.,Gorilla_1,Gorilla gorilla,Gorilla gorilla,male,14,203,540,Columbia University / Bronx Zoo,coronal,L"
P2,data_value,PUB,Armstrong__1979/Armstrong__1979_Tables1-9_neuronal_density_counts.csv,11,Armstrong_1979,Armstrong__1979,yes,"Table3,Armstrong_1979,primary,Pan t.,Pan_1,Pan troglodytes,Pan troglodytes,male,10-12,63.5,405.5,University of Wisconsin comparative brain c"
P2,data_value,PUB,Armstrong__1979/Armstrong__1979_Tables1-9_neuronal_density_counts.csv,12,Armstrong_1979,Armstrong__1979,yes,"Table3,Armstrong_1979,primary,Homo s.-c,Homo_cell_1,Homo sapiens,Homo sapiens,male,19,113,1500,not stated,coronal,LGBp,neuronal_density,neur"
P2,data_value,PUB,Armstrong__1979/Armstrong__1979_Tables1-9_neuronal_density_counts.csv,13,Armstrong_1979,Armstrong__1979,yes,"Table3,Armstrong_1979,primary,Hylo.-s,Hylobates_unknown_1,Hylobates sp.,Hylobates sp.,unknown,unknown,NA,NA,Thomas Jefferson Medical College"
P2,data_value,PUB,Armstrong__1979/Armstrong__1979_Tables1-9_neuronal_density_counts.csv,14,Armstrong_1979,Armstrong__1979,yes,"Table3,Armstrong_1979,primary,Hylo.-h,Hylobates_unknown_1,Hylobates sp.,Hylobates sp.,unknown,unknown,NA,NA,Thomas Jefferson Medical College"
P2,data_value,PUB,Armstrong__1979/Armstrong__1979_Tables1-9_neuronal_density_counts.csv,15,Armstrong_1979,Armstrong__1979,yes,"Table3,Armstrong_1979,primary,Gorilla g.,Gorilla_1,Gorilla gorilla,Gorilla gorilla,male,14,203,540,Columbia University / Bronx Zoo,coronal,L"
P2,data_value,PUB,Armstrong__1979/Armstrong__1979_Tables1-9_neuronal_density_counts.csv,16,Armstrong_1979,Armstrong__1979,yes,"Table3,Armstrong_1979,primary,Pan t.,Pan_1,Pan troglodytes,Pan troglodytes,male,10-12,63.5,405.5,University of Wisconsin comparative brain c"
P2,data_value,PUB,Armstrong__1979/Armstrong__1979_Tables1-9_neuronal_density_counts.csv,17,Armstrong_1979,Armstrong__1979,yes,"Table3,Armstrong_1979,primary,Homo s.-c,Homo_cell_1,Homo sapiens,Homo sapiens,male,19,113,1500,not stated,coronal,LGBm,neuronal_density,neur"
P2,data_value,PUB,Armstrong__1979/Armstrong__1979_Tables1-9_neuronal_density_counts.csv,18,Armstrong_1979,Armstrong__1979,yes,"Table4,Armstrong_1979,primary,Hylo.-s,Hylobates_unknown_1,Hylobates sp.,Hylobates sp.,unknown,unknown,NA,NA,Thomas Jefferson Medical College"
P2,data_value,PUB,Armstrong__1979/Armstrong__1979_Tables1-9_neuronal_density_counts.csv,19,Armstrong_1979,Armstrong__1979,yes,"Table4,Armstrong_1979,primary,Hylo.-h,Hylobates_unknown_1,Hylobates sp.,Hylobates sp.,unknown,unknown,NA,NA,Thomas Jefferson Medical College"
P2,data_value,PUB,Armstrong__1979/Armstrong__1979_Tables1-9_neuronal_density_counts.csv,20,Armstrong_1979,Armstrong__1979,yes,"Table4,Armstrong_1979,primary,H. lar-t,Hylobates_lar_1,Hylobates lar,Hylobates lar,male,unknown,5.93,101.9,Max Planck Institute Frankfurt,tr"
P2,data_value,PUB,Armstrong__1979/Armstrong__1979_Tables1-9_neuronal_density_counts.csv,21,Armstrong_1979,Armstrong__1979,yes,"Table4,Armstrong_1979,primary,Gorilla g.,Gorilla_1,Gorilla gorilla,Gorilla gorilla,male,14,203,540,Columbia University / Bronx Zoo,coronal,V"
P2,data_value,PUB,Armstrong__1979/Armstrong__1979_Tables1-9_neuronal_density_counts.csv,22,Armstrong_1979,Armstrong__1979,yes,"Table4,Armstrong_1979,primary,Pan t.,Pan_1,Pan troglodytes,Pan troglodytes,male,10-12,63.5,405.5,University of Wisconsin comparative brain c"
P2,data_value,PUB,Armstrong__1979/Armstrong__1979_Tables1-9_neuronal_density_counts.csv,23,Armstrong_1979,Armstrong__1979,yes,"Table4,Armstrong_1979,primary,Homo s.-c,Homo_cell_1,Homo sapiens,Homo sapiens,male,19,113,1500,not stated,coronal,VB,neuronal_density,neuron"
P2,data_value,PUB,Armstrong__1979/Armstrong__1979_Tables1-9_neuronal_density_counts.csv,24,Armstrong_1979,Armstrong__1979,yes,"Table6,Armstrong_1979,primary,Hylo.-s,Hylobates_unknown_1,Hylobates sp.,Hylobates sp.,unknown,unknown,NA,NA,Thomas Jefferson Medical College"
P2,data_value,PUB,Armstrong__1979/Armstrong__1979_Tables1-9_neuronal_density_counts.csv,25,Armstrong_1979,Armstrong__1979,yes,"Table6,Armstrong_1979,primary,Hylo.-s,Hylobates_unknown_1,Hylobates sp.,Hylobates sp.,unknown,unknown,NA,NA,Thomas Jefferson Medical College"
P2,data_value,PUB,Armstrong__1979/Armstrong__1979_Tables1-9_neuronal_density_counts.csv,26,Armstrong_1979,Armstrong__1979,yes,"Table6,Armstrong_1979,primary,Hylo.-s,Hylobates_unknown_1,Hylobates sp.,Hylobates sp.,unknown,unknown,NA,NA,Thomas Jefferson Medical College"
P2,data_value,PUB,Armstrong__1979/Armstrong__1979_Tables1-9_neuronal_density_counts.csv,27,Armstrong_1979,Armstrong__1979,yes,"Table6,Armstrong_1979,primary,Hylo.-h,Hylobates_unknown_1,Hylobates sp.,Hylobates sp.,unknown,unknown,NA,NA,Thomas Jefferson Medical College"
P2,data_value,PUB,Armstrong__1979/Armstrong__1979_Tables1-9_neuronal_density_counts.csv,28,Armstrong_1979,Armstrong__1979,yes,"Table6,Armstrong_1979,primary,Hylo.-h,Hylobates_unknown_1,Hylobates sp.,Hylobates sp.,unknown,unknown,NA,NA,Thomas Jefferson Medical College"
P2,data_value,PUB,Armstrong__1979/Armstrong__1979_Tables1-9_neuronal_density_counts.csv,29,Armstrong_1979,Armstrong__1979,yes,"Table6,Armstrong_1979,primary,Hylo.-h,Hylobates_unknown_1,Hylobates sp.,Hylobates sp.,unknown,unknown,NA,NA,Thomas Jefferson Medical College"
P2,data_value,PUB,Armstrong__1979/Armstrong__1979_Tables1-9_neuronal_density_counts.csv,30,Armstrong_1979,Armstrong__1979,yes,"Table6,Armstrong_1979,primary,H. lar-t,Hylobates_lar_1,Hylobates lar,Hylobates lar,male,unknown,5.93,101.9,Max Planck Institute Frankfurt,tr"
P2,data_value,PUB,Armstrong__1979/Armstrong__1979_Tables1-9_neuronal_density_counts.csv,31,Armstrong_1979,Armstrong__1979,yes,"Table6,Armstrong_1979,primary,H. lar-t,Hylobates_lar_1,Hylobates lar,Hylobates lar,male,unknown,5.93,101.9,Max Planck Institute Frankfurt,tr"
P2,data_value,PUB,Armstrong__1979/Armstrong__1979_Tables1-9_neuronal_density_counts.csv,32,Armstrong_1979,Armstrong__1979,yes,"Table6,Armstrong_1979,primary,H. lar-t,Hylobates_lar_1,Hylobates lar,Hylobates lar,male,unknown,5.93,101.9,Max Planck Institute Frankfurt,tr"
P2,data_value,PUB,Armstrong__1979/Armstrong__1979_Tables1-9_neuronal_density_counts.csv,33,Armstrong_1979,Armstrong__1979,yes,"Table6,Armstrong_1979,primary,Gorilla g.,Gorilla_1,Gorilla gorilla,Gorilla gorilla,male,14,203,540,Columbia University / Bronx Zoo,coronal,L"
P2,data_value,PUB,Armstrong__1979/Armstrong__1979_Tables1-9_neuronal_density_counts.csv,34,Armstrong_1979,Armstrong__1979,yes,"Table6,Armstrong_1979,primary,Gorilla g.,Gorilla_1,Gorilla gorilla,Gorilla gorilla,male,14,203,540,Columbia University / Bronx Zoo,coronal,M"
P2,data_value,PUB,Armstrong__1979/Armstrong__1979_Tables1-9_neuronal_density_counts.csv,35,Armstrong_1979,Armstrong__1979,yes,"Table6,Armstrong_1979,primary,Gorilla g.,Gorilla_1,Gorilla gorilla,Gorilla gorilla,male,14,203,540,Columbia University / Bronx Zoo,coronal,V"
P2,data_value,PUB,Armstrong__1979/Armstrong__1979_Tables1-9_neuronal_density_counts.csv,36,Armstrong_1979,Armstrong__1979,yes,"Table6,Armstrong_1979,primary,Pan t.,Pan_1,Pan troglodytes,Pan troglodytes,male,10-12,63.5,405.5,University of Wisconsin comparative brain c"
P2,data_value,PUB,Armstrong__1979/Armstrong__1979_Tables1-9_neuronal_density_counts.csv,37,Armstrong_1979,Armstrong__1979,yes,"Table6,Armstrong_1979,primary,Pan t.,Pan_1,Pan troglodytes,Pan troglodytes,male,10-12,63.5,405.5,University of Wisconsin comparative brain c"
P2,data_value,PUB,Armstrong__1979/Armstrong__1979_Tables1-9_neuronal_density_counts.csv,38,Armstrong_1979,Armstrong__1979,yes,"Table6,Armstrong_1979,primary,Pan t.,Pan_1,Pan troglodytes,Pan troglodytes,male,10-12,63.5,405.5,University of Wisconsin comparative brain c"
P2,data_value,PUB,Armstrong__1979/Armstrong__1979_Tables1-9_neuronal_density_counts.csv,39,Armstrong_1979,Armstrong__1979,yes,"Table6,Armstrong_1979,primary,Homo s.,Homo_combined,Homo sapiens,Homo sapiens,mixed,derived,NA,NA,Yakovlev Collection + cell-count specimen,"
P2,data_value,PUB,Armstrong__1979/Armstrong__1979_Tables1-9_neuronal_density_counts.csv,40,Armstrong_1979,Armstrong__1979,yes,"Table6,Armstrong_1979,primary,Homo s.,Homo_combined,Homo sapiens,Homo sapiens,mixed,derived,NA,NA,Yakovlev Collection + cell-count specimen,"
P2,data_value,PUB,Armstrong__1979/Armstrong__1979_Tables1-9_neuronal_density_counts.csv,41,Armstrong_1979,Armstrong__1979,yes,"Table6,Armstrong_1979,primary,Homo s.,Homo_combined,Homo sapiens,Homo sapiens,mixed,derived,NA,NA,Yakovlev Collection + cell-count specimen,"
P2,data_value,PUB,Armstrong__1979/Armstrong__1979_Tables1-9_neuronal_perikaryal_volume.csv,2,Armstrong_1979,Armstrong__1979,yes,"Table7,Armstrong_1979,primary,Hylo.-s,Hylobates_unknown_1,Hylobates sp.,Hylobates sp.,unknown,unknown,NA,NA,Thomas Jefferson Medical College"
P2,data_value,PUB,Armstrong__1979/Armstrong__1979_Tables1-9_neuronal_perikaryal_volume.csv,3,Armstrong_1979,Armstrong__1979,yes,"Table7,Armstrong_1979,primary,Hylo.-h,Hylobates_unknown_1,Hylobates sp.,Hylobates sp.,unknown,unknown,NA,NA,Thomas Jefferson Medical College"
P2,data_value,PUB,Armstrong__1979/Armstrong__1979_Tables1-9_neuronal_perikaryal_volume.csv,4,Armstrong_1979,Armstrong__1979,yes,"Table7,Armstrong_1979,primary,H. lar-t,Hylobates_lar_1,Hylobates lar,Hylobates lar,male,unknown,5.93,101.9,Max Planck Institute Frankfurt,tr"
P2,data_value,PUB,Armstrong__1979/Armstrong__1979_Tables1-9_neuronal_perikaryal_volume.csv,5,Armstrong_1979,Armstrong__1979,yes,"Table7,Armstrong_1979,primary,Gorilla g.,Gorilla_1,Gorilla gorilla,Gorilla gorilla,male,14,203,540,Columbia University / Bronx Zoo,coronal,M"
P2,data_value,PUB,Armstrong__1979/Armstrong__1979_Tables1-9_neuronal_perikaryal_volume.csv,6,Armstrong_1979,Armstrong__1979,yes,"Table7,Armstrong_1979,primary,Pan t.,Pan_1,Pan troglodytes,Pan troglodytes,male,10-12,63.5,405.5,University of Wisconsin comparative brain c"
P2,data_value,PUB,Armstrong__1979/Armstrong__1979_Tables1-9_neuronal_perikaryal_volume.csv,7,Armstrong_1979,Armstrong__1979,yes,"Table7,Armstrong_1979,primary,Homo s.-c,Homo_cell_1,Homo sapiens,Homo sapiens,male,19,113,1500,not stated,coronal,MGBp,perikaryal_volume,um3"
P2,data_value,PUB,Armstrong__1979/Armstrong__1979_Tables1-9_neuronal_perikaryal_volume.csv,8,Armstrong_1979,Armstrong__1979,yes,"Table8,Armstrong_1979,primary,Hylo.-s,Hylobates_unknown_1,Hylobates sp.,Hylobates sp.,unknown,unknown,NA,NA,Thomas Jefferson Medical College"
P2,data_value,PUB,Armstrong__1979/Armstrong__1979_Tables1-9_neuronal_perikaryal_volume.csv,9,Armstrong_1979,Armstrong__1979,yes,"Table8,Armstrong_1979,primary,Hylo.-h,Hylobates_unknown_1,Hylobates sp.,Hylobates sp.,unknown,unknown,NA,NA,Thomas Jefferson Medical College"
P2,data_value,PUB,Armstrong__1979/Armstrong__1979_Tables1-9_neuronal_perikaryal_volume.csv,10,Armstrong_1979,Armstrong__1979,yes,"Table8,Armstrong_1979,primary,Gorilla g.,Gorilla_1,Gorilla gorilla,Gorilla gorilla,male,14,203,540,Columbia University / Bronx Zoo,coronal,L"
P2,data_value,PUB,Armstrong__1979/Armstrong__1979_Tables1-9_neuronal_perikaryal_volume.csv,11,Armstrong_1979,Armstrong__1979,yes,"Table8,Armstrong_1979,primary,Pan t.,Pan_1,Pan troglodytes,Pan troglodytes,male,10-12,63.5,405.5,University of Wisconsin comparative brain c"
P2,data_value,PUB,Armstrong__1979/Armstrong__1979_Tables1-9_neuronal_perikaryal_volume.csv,12,Armstrong_1979,Armstrong__1979,yes,"Table8,Armstrong_1979,primary,Homo s.-c,Homo_cell_1,Homo sapiens,Homo sapiens,male,19,113,1500,not stated,coronal,LGBp,perikaryal_volume,um3"
P2,data_value,PUB,Armstrong__1979/Armstrong__1979_Tables1-9_neuronal_perikaryal_volume.csv,13,Armstrong_1979,Armstrong__1979,yes,"Table8,Armstrong_1979,primary,Hylo.-s,Hylobates_unknown_1,Hylobates sp.,Hylobates sp.,unknown,unknown,NA,NA,Thomas Jefferson Medical College"
P2,data_value,PUB,Armstrong__1979/Armstrong__1979_Tables1-9_neuronal_perikaryal_volume.csv,14,Armstrong_1979,Armstrong__1979,yes,"Table8,Armstrong_1979,primary,Hylo.-h,Hylobates_unknown_1,Hylobates sp.,Hylobates sp.,unknown,unknown,NA,NA,Thomas Jefferson Medical College"
P2,data_value,PUB,Armstrong__1979/Armstrong__1979_Tables1-9_neuronal_perikaryal_volume.csv,15,Armstrong_1979,Armstrong__1979,yes,"Table8,Armstrong_1979,primary,Gorilla g.,Gorilla_1,Gorilla gorilla,Gorilla gorilla,male,14,203,540,Columbia University / Bronx Zoo,coronal,L"
P2,data_value,PUB,Armstrong__1979/Armstrong__1979_Tables1-9_neuronal_perikaryal_volume.csv,16,Armstrong_1979,Armstrong__1979,yes,"Table8,Armstrong_1979,primary,Homo s.-c,Homo_cell_1,Homo sapiens,Homo sapiens,male,19,113,1500,not stated,coronal,LGBm,perikaryal_volume,um3"
P2,data_value,PUB,Armstrong__1979/Armstrong__1979_Tables1-9_neuronal_perikaryal_volume.csv,17,Armstrong_1979,Armstrong__1979,yes,"Table9,Armstrong_1979,primary,Hylo.-s,Hylobates_unknown_1,Hylobates sp.,Hylobates sp.,unknown,unknown,NA,NA,Thomas Jefferson Medical College"
P2,data_value,PUB,Armstrong__1979/Armstrong__1979_Tables1-9_neuronal_perikaryal_volume.csv,18,Armstrong_1979,Armstrong__1979,yes,"Table9,Armstrong_1979,primary,Hylo.-h,Hylobates_unknown_1,Hylobates sp.,Hylobates sp.,unknown,unknown,NA,NA,Thomas Jefferson Medical College"
P2,data_value,PUB,Armstrong__1979/Armstrong__1979_Tables1-9_neuronal_perikaryal_volume.csv,19,Armstrong_1979,Armstrong__1979,yes,"Table9,Armstrong_1979,primary,H. lar-t,Hylobates_lar_1,Hylobates lar,Hylobates lar,male,unknown,5.93,101.9,Max Planck Institute Frankfurt,tr"
P2,data_value,PUB,Armstrong__1979/Armstrong__1979_Tables1-9_neuronal_perikaryal_volume.csv,20,Armstrong_1979,Armstrong__1979,yes,"Table9,Armstrong_1979,primary,Gorilla g.,Gorilla_1,Gorilla gorilla,Gorilla gorilla,male,14,203,540,Columbia University / Bronx Zoo,coronal,V"
P2,data_value,PUB,Armstrong__1979/Armstrong__1979_Tables1-9_neuronal_perikaryal_volume.csv,21,Armstrong_1979,Armstrong__1979,yes,"Table9,Armstrong_1979,primary,Homo s.-c,Homo_cell_1,Homo sapiens,Homo sapiens,male,19,113,1500,not stated,coronal,VB,perikaryal_volume,um3,N"
P2,data_value,PUB,Armstrong__1979/Armstrong__1979_Tables1-9_snapshot.csv,2,Armstrong_1979,Armstrong__1979,yes,"Table1,Armstrong_1979,primary,Hylo.-s,Hylobates sp.,LGB,volume,mm3,17.8,4.8,,,,,,,,Percent of total thalamus."
P2,data_value,PUB,Armstrong__1979/Armstrong__1979_Tables1-9_snapshot.csv,3,Armstrong_1979,Armstrong__1979,yes,"Table1,Armstrong_1979,primary,Hylo.-s,Hylobates sp.,MGBp,volume,mm3,7.1,1.9,,,,,,,,Percent of total thalamus."
P2,data_value,PUB,Armstrong__1979/Armstrong__1979_Tables1-9_snapshot.csv,4,Armstrong_1979,Armstrong__1979,yes,"Table1,Armstrong_1979,primary,Hylo.-s,Hylobates sp.,VB,volume,mm3,41.2,11.2,,,,,,,,Percent of total thalamus."
P2,data_value,PUB,Armstrong__1979/Armstrong__1979_Tables1-9_snapshot.csv,5,Armstrong_1979,Armstrong__1979,yes,"Table1,Armstrong_1979,primary,Hylo.-h,Hylobates sp.,LGB,volume,mm3,21,5.6,,,,,,,,Percent of total thalamus."
P2,data_value,PUB,Armstrong__1979/Armstrong__1979_Tables1-9_snapshot.csv,6,Armstrong_1979,Armstrong__1979,yes,"Table1,Armstrong_1979,primary,Hylo.-h,Hylobates sp.,MGBp,volume,mm3,8.3,2.2,,,,,,,,Percent of total thalamus."
P2,data_value,PUB,Armstrong__1979/Armstrong__1979_Tables1-9_snapshot.csv,7,Armstrong_1979,Armstrong__1979,yes,"Table1,Armstrong_1979,primary,Hylo.-h,Hylobates sp.,VB,volume,mm3,37.5,10.2,,,,,,,,Percent of total thalamus."
P2,data_value,PUB,Armstrong__1979/Armstrong__1979_Tables1-9_snapshot.csv,8,Armstrong_1979,Armstrong__1979,yes,"Table1,Armstrong_1979,primary,H. lar-t,Hylobates lar,LGB,volume,mm3,27.1,4.7,,,,,,,,Percent of total thalamus."
P2,data_value,PUB,Armstrong__1979/Armstrong__1979_Tables1-9_snapshot.csv,9,Armstrong_1979,Armstrong__1979,yes,"Table1,Armstrong_1979,primary,H. lar-t,Hylobates lar,MGBp,volume,mm3,11.8,2.1,,,,,,,,Percent of total thalamus."
P2,data_value,PUB,Armstrong__1979/Armstrong__1979_Tables1-9_snapshot.csv,10,Armstrong_1979,Armstrong__1979,yes,"Table1,Armstrong_1979,primary,H. lar-t,Hylobates lar,VB,volume,mm3,62.4,10.8,,,,,,,,Percent of total thalamus."
P2,data_value,PUB,Armstrong__1979/Armstrong__1979_Tables1-9_snapshot.csv,11,Armstrong_1979,Armstrong__1979,yes,"Table1,Armstrong_1979,primary,Gorilla g.,Gorilla gorilla,LGB,volume,mm3,51,3.2,,,,,,,,Percent of total thalamus."
P2,data_value,PUB,Armstrong__1979/Armstrong__1979_Tables1-9_snapshot.csv,12,Armstrong_1979,Armstrong__1979,yes,"Table1,Armstrong_1979,primary,Gorilla g.,Gorilla gorilla,MGBp,volume,mm3,29,1.8,,,,,,,,Percent of total thalamus."
P2,data_value,PUB,Armstrong__1979/Armstrong__1979_Tables1-9_snapshot.csv,13,Armstrong_1979,Armstrong__1979,yes,"Table1,Armstrong_1979,primary,Gorilla g.,Gorilla gorilla,VB,volume,mm3,178.9,11.2,,,,,,,,Percent of total thalamus."
P2,data_value,PUB,Armstrong__1979/Armstrong__1979_Tables1-9_snapshot.csv,14,Armstrong_1979,Armstrong__1979,yes,"Table1,Armstrong_1979,primary,Pan t.,Pan troglodytes,LGB,volume,mm3,56.3,3.8,,,,,,,,Percent of total thalamus."
P2,data_value,PUB,Armstrong__1979/Armstrong__1979_Tables1-9_snapshot.csv,15,Armstrong_1979,Armstrong__1979,yes,"Table1,Armstrong_1979,primary,Pan t.,Pan troglodytes,MGBp,volume,mm3,28,1.9,,,,,,,,Percent of total thalamus."
P2,data_value,PUB,Armstrong__1979/Armstrong__1979_Tables1-9_snapshot.csv,16,Armstrong_1979,Armstrong__1979,yes,"Table1,Armstrong_1979,primary,Pan t.,Pan troglodytes,VB,volume,mm3,144.8,9.9,,,,,,,,Percent of total thalamus."
P2,data_value,PUB,Armstrong__1979/Armstrong__1979_Tables1-9_snapshot.csv,17,Armstrong_1979,Armstrong__1979,yes,"Table1,Armstrong_1979,primary,Homo s.-s,Homo sapiens,LGB,volume,mm3,69.1,1.6,,,,,,,,Percent of total thalamus."
P2,data_value,PUB,Armstrong__1979/Armstrong__1979_Tables1-9_snapshot.csv,18,Armstrong_1979,Armstrong__1979,yes,"Table1,Armstrong_1979,primary,Homo s.-s,Homo sapiens,MGBp,volume,mm3,71.2,1.7,,,,,,,,Percent of total thalamus."
P2,data_value,PUB,Armstrong__1979/Armstrong__1979_Tables1-9_snapshot.csv,19,Armstrong_1979,Armstrong__1979,yes,"Table1,Armstrong_1979,primary,Homo s.-s,Homo sapiens,VB,volume,mm3,300.3,7.1,,,,,,,,Percent of total thalamus."
P2,data_value,PUB,Armstrong__1979/Armstrong__1979_Tables1-9_snapshot.csv,20,Armstrong_1979,Armstrong__1979,yes,"Table1,Armstrong_1979,primary,Homo s.-t,Homo sapiens,LGB,volume,mm3,78,2.3,,,,,,,,Percent of total thalamus."
P2,data_value,PUB,Armstrong__1979/Armstrong__1979_Tables1-9_snapshot.csv,21,Armstrong_1979,Armstrong__1979,yes,"Table1,Armstrong_1979,primary,Homo s.-t,Homo sapiens,MGBp,volume,mm3,46.6,1.4,,,,,,,,Percent of total thalamus."
P2,data_value,PUB,Armstrong__1979/Armstrong__1979_Tables1-9_snapshot.csv,22,Armstrong_1979,Armstrong__1979,yes,"Table1,Armstrong_1979,primary,Homo s.-t,Homo sapiens,VB,volume,mm3,273.1,8.1,,,,,,,,Percent of total thalamus."
P2,data_value,PUB,Armstrong__1979/Armstrong__1979_Tables1-9_snapshot.csv,34,Armstrong_1979,Armstrong__1979,yes,"Table2,Armstrong_1979,primary,Hylo.-s,Hylobates sp.,MGBp,neuronal_density,neurons_per_0.01_mm3,,,13,532.1,108.9,30.2,354.2,777.8,503.5,"
P2,data_value,PUB,Armstrong__1979/Armstrong__1979_Tables1-9_snapshot.csv,35,Armstrong_1979,Armstrong__1979,yes,"Table2,Armstrong_1979,primary,Hylo.-h,Hylobates sp.,MGBp,neuronal_density,neurons_per_0.01_mm3,,,14,479,142.5,38.1,222.2,676.2,518,"
P2,data_value,PUB,Armstrong__1979/Armstrong__1979_Tables1-9_snapshot.csv,36,Armstrong_1979,Armstrong__1979,yes,"Table2,Armstrong_1979,primary,H. lar-t,Hylobates lar,MGBp,neuronal_density,neurons_per_0.01_mm3,,,16,345.1,89,22.1,193.3,608.3,330.8,"
P2,data_value,PUB,Armstrong__1979/Armstrong__1979_Tables1-9_snapshot.csv,37,Armstrong_1979,Armstrong__1979,yes,"Table2,Armstrong_1979,primary,Gorilla g.,Gorilla gorilla,MGBp,neuronal_density,neurons_per_0.01_mm3,,,24,243.9,82.9,16.9,64.7,418.7,245.1,"
P2,data_value,PUB,Armstrong__1979/Armstrong__1979_Tables1-9_snapshot.csv,38,Armstrong_1979,Armstrong__1979,yes,"Table2,Armstrong_1979,primary,Pan t.,Pan troglodytes,MGBp,neuronal_density,neurons_per_0.01_mm3,,,14,325.9,91.3,24.4,224.4,495.6,287,"
P2,data_value,PUB,Armstrong__1979/Armstrong__1979_Tables1-9_snapshot.csv,39,Armstrong_1979,Armstrong__1979,yes,"Table2,Armstrong_1979,primary,Homo s.-c,Homo sapiens,MGBp,neuronal_density,neurons_per_0.01_mm3,,,30,147.7,42.6,7.8,80,305,142,"
P2,data_value,PUB,Armstrong__1979/Armstrong__1979_Tables1-9_snapshot.csv,40,Armstrong_1979,Armstrong__1979,yes,"Table3,Armstrong_1979,primary,Hylo.-s,Hylobates sp.,LGBp,neuronal_density,neurons_per_0.01_mm3,,,20,784.7,172.5,38.6,458.3,1083.3,781.3,"
P2,data_value,PUB,Armstrong__1979/Armstrong__1979_Tables1-9_snapshot.csv,41,Armstrong_1979,Armstrong__1979,yes,"Table3,Armstrong_1979,primary,Hylo.-h,Hylobates sp.,LGBp,neuronal_density,neurons_per_0.01_mm3,,,30,755.5,174.2,31.8,291.7,1000,809,"
P2,data_value,PUB,Armstrong__1979/Armstrong__1979_Tables1-9_snapshot.csv,42,Armstrong_1979,Armstrong__1979,yes,"Table3,Armstrong_1979,primary,Gorilla g.,Gorilla gorilla,LGBp,neuronal_density,neurons_per_0.01_mm3,,,28,385.3,82.6,15.6,217.6,629.4,370.6,"
P2,data_value,PUB,Armstrong__1979/Armstrong__1979_Tables1-9_snapshot.csv,43,Armstrong_1979,Armstrong__1979,yes,"Table3,Armstrong_1979,primary,Pan t.,Pan troglodytes,LGBp,neuronal_density,neurons_per_0.01_mm3,,,21,397.7,73.6,16.1,264,540,405.5,"
