"species_sci","Species","MSW3_ID","Family","Diet_Inv","Diet_Vend","Diet_Vect","Diet_Vfish","Diet_Vunk","Diet_Scav","Diet_Fruit","Diet_Nect","Diet_Seed","Diet_PlantO","Diet_dominant","Diet_breadth","Trophic_guild","Diet_Certainty","ForStrat_Value","ForStrat_stratum","ForStrat_Certainty","Activity_Nocturnal","Activity_Crepuscular","Activity_Diurnal","Activity_pattern","Activity_Certainty","BodyMass.g","BodyMass_SpecLevel"
"Myotis dasycneme","Myotis dasycneme","4696","Vespertilionidae",100,0,0,0,0,0,0,0,0,0,"Invertebrates",1,"Faunivore","ABC","A","Aerial","A","1","0","0","Nocturnal","ABC",14.13,"1"
"Miniopterus shortridgei","Miniopterus shortridgei","4697","Vespertilionidae",100,0,0,0,0,0,0,0,0,0,"Invertebrates",1,"Faunivore","ABC","A","Aerial","A","1","0","0","Nocturnal","ABC",9.76,"0"
"Miniopterus majori","Miniopterus majori","4698","Vespertilionidae",100,0,0,0,0,0,0,0,0,0,"Invertebrates",1,"Faunivore","ABC","A","Aerial","A","1","0","0","Nocturnal","ABC",9,"1"
"Miniopterus inflatus","Miniopterus inflatus","4699","Vespertilionidae",100,0,0,0,0,0,0,0,0,0,"Invertebrates",1,"Faunivore","ABC","A","Aerial","A","1","0","0","Nocturnal","ABC",14.2,"1"
"Miniopterus gleni","Miniopterus gleni","4700","Vespertilionidae",100,0,0,0,0,0,0,0,0,0,"Invertebrates",1,"Faunivore","ABC","A","Aerial","A","1","0","0","Nocturnal","ABC",9,"1"
"Miniopterus fuscus","Miniopterus fuscus","4701","Vespertilionidae",100,0,0,0,0,0,0,0,0,0,"Invertebrates",1,"Faunivore","ABC","A","Aerial","A","1","0","0","Nocturnal","ABC",10.73,"1"
"Miniopterus fraterculus","Miniopterus fraterculus","4702","Vespertilionidae",100,0,0,0,0,0,0,0,0,0,"Invertebrates",1,"Faunivore","ABC","A","Aerial","A","1","0","0","Nocturnal","ABC",7.3,"1"
"Miniopterus australis","Miniopterus australis","4703","Vespertilionidae",100,0,0,0,0,0,0,0,0,0,"Invertebrates",1,"Faunivore","ABC","A","Aerial","A","1","0","0","Nocturnal","ABC",6.15,"1"
"Miniopterus manavi","Miniopterus manavi","4704","Vespertilionidae",100,0,0,0,0,0,0,0,0,0,"Invertebrates",1,"Faunivore","ABC","A","Aerial","A","1","0","0","Nocturnal","ABC",7,"1"
"Miniopterus africanus","Miniopterus africanus","4705","Vespertilionidae",100,0,0,0,0,0,0,0,0,0,"Invertebrates",1,"Faunivore","ABC","A","Aerial","A","1","0","0","Nocturnal","ABC",9.76,"0"
"Miniopterus magnater","Miniopterus magnater","4706","Vespertilionidae",100,0,0,0,0,0,0,0,0,0,"Invertebrates",1,"Faunivore","ABC","A","Aerial","A","1","0","0","Nocturnal","ABC",14.07,"1"
"Miniopterus medius","Miniopterus medius","4707","Vespertilionidae",100,0,0,0,0,0,0,0,0,0,"Invertebrates",1,"Faunivore","ABC","A","Aerial","A","1","0","0","Nocturnal","ABC",11.4,"1"
"Miniopterus minor","Miniopterus minor","4708","Vespertilionidae",100,0,0,0,0,0,0,0,0,0,"Invertebrates",1,"Faunivore","ABC","A","Aerial","A","1","0","0","Nocturnal","ABC",7.01,"1"
