"species","species_as_published","specimen","ven_n_FI_L","ven_n_FI_R","ven_n_FI_total","neuron_n_FI_L","neuron_n_FI_R","neuron_n_FI_total","ven_pct_FI_L","ven_pct_FI_R","ven_pct_FI_total","ven_ce_gundersen_L","ven_ce_gundersen_R","ven_ce_schmitzhof_L","ven_ce_schmitzhof_R","neuron_ce_gundersen_L","neuron_ce_gundersen_R","neuron_ce_schmitzhof_L","neuron_ce_schmitzhof_R","n_individuals","source"
"Loxodonta africana","African elephant","Elephant 1",9110,10200,19310,348000,1300000,1648000,2.62,0.78,1.17,0.08,0.05,0.08,0.05,0.06,0.05,0.09,0.04,1,"Hakeem_etal_2009"
