Original_Term,Reference,Standardized_Term
species,Rilling_Insel_1999_viaDeCasien,Species
Neocortex_GMWM,Rilling_Insel_1999_viaDeCasien,Neocortex_Vol.mm3
Neocortex_GM,Rilling_Insel_1999_viaDeCasien,Neocortex_grey_matter_Vol.mm3
