Original_Term,Reference,Standardized_Term
Species,Barks_etal_2014_viaDeCasien,Species
Cerebellum,Barks_etal_2014_viaDeCasien,Cerebellum_Vol.mm3
Neocortex_GMWM,Barks_etal_2014_viaDeCasien,Neocortex_Vol.mm3
Neocortex_GM,Barks_etal_2014_viaDeCasien,Neocortex_grey_matter_Vol.mm3
Striatum,Barks_etal_2014_viaDeCasien,Striatum_Vol.mm3
Hippocampus,Barks_etal_2014_viaDeCasien,Hippocampus_Vol.mm3
Amygdala,Barks_etal_2014_viaDeCasien,Amygdala_Vol.mm3
Insula_GM,Barks_etal_2014_viaDeCasien,Insula_Vol.mm3
