Original_Term,Reference,Standardized_Term
species,Stephan_etal_1981_TableVIII,Species
Epithalamus,Stephan_etal_1981_TableVIII,Epithalamus_Vol.mm3
Thalamus,Stephan_etal_1981_TableVIII,Thalamus_Vol.mm3
Hypothalamus,Stephan_etal_1981_TableVIII,Hypothalamus_Vol.mm3
Subthalamus,Stephan_etal_1981_TableVIII,Subthalamus_Vol.mm3
Pallidum,Stephan_etal_1981_TableVIII,Pallidum_Vol.mm3
Nucleus_subthalamicus,Stephan_etal_1981_TableVIII,Nucleus_subthalamicus_Vol.mm3
Capsula_interna,Stephan_etal_1981_TableVIII,Capsula_interna_Vol.mm3
Tractus_opticus,Stephan_etal_1981_TableVIII,Tractus_opticus_Vol.mm3
