Original_Term,Reference,Standardized_Term
species,Stephan_etal_1981_TableVI,Species
Bulbus_olfactorius,Stephan_etal_1981_TableVI,Bulbus_olfactorius_Vol.mm3
Bulbus_olfactorius_accessorius,Stephan_etal_1981_TableVI,Bulbus_olfactorius_accessorius_Vol.mm3
Lobus_piriformis,Stephan_etal_1981_TableVI,Lobus_piriformis_Vol.mm3
Septum,Stephan_etal_1981_TableVI,Septum_Vol.mm3
Striatum,Stephan_etal_1981_TableVI,Striatum_Vol.mm3
Schizo_cortex,Stephan_etal_1981_TableVI,Schizo_cortex_Vol.mm3
Hippocampus,Stephan_etal_1981_TableVI,Hippocampus_Vol.mm3
Neocortex,Stephan_etal_1981_TableVI,Neocortex_Vol.mm3
