Original_Term,Reference,Standardized_Term
species,Stephan_etal_1981_TableVII,Species
Epithalamus,Stephan_etal_1981_TableVII,Epithalamus_Vol.mm3
Thalamus,Stephan_etal_1981_TableVII,Thalamus_Vol.mm3
Hypothalamus,Stephan_etal_1981_TableVII,Hypothalamus_Vol.mm3
Subthalamus,Stephan_etal_1981_TableVII,Subthalamus_Vol.mm3
Pallidum,Stephan_etal_1981_TableVII,Pallidum_Vol.mm3
Nucleus_subthalamicus,Stephan_etal_1981_TableVII,Nucleus_subthalamicus_Vol.mm3
Capsula_interna,Stephan_etal_1981_TableVII,Capsula_interna_Vol.mm3
Tractus_opticus,Stephan_etal_1981_TableVII,Tractus_opticus_Vol.mm3
