Original_Term,Reference,Standardized_Term
Species,Stimpson_etal_2015_viaDeCasien,Species
BV,Stimpson_etal_2015_viaDeCasien,Total_brain_net_volume_Vol.mm3
Amygdala,Stimpson_etal_2015_viaDeCasien,Amygdala_Vol.mm3
