Species,Domain,Standardized_Term,Value,source,team,dependency_group
Callicebus torquatus,Locomotion,Locomotor_diversity_index,1.29137383119401,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Cacajao calvus,Locomotion,Locomotor_diversity_index,1.86810866495463,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Chiropotes satanus,Locomotion,Locomotor_diversity_index,0.565419018216477,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Pithecia pithecia,Locomotion,Locomotor_diversity_index,0.746032664714785,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Pithecia pithecia,Locomotion,Locomotor_diversity_index,0.687435750503355,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Sapajus apella,Locomotion,Locomotor_diversity_index,1.83687468245124,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Sapajus apella,Locomotion,Locomotor_diversity_index,1.72195921899077,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Sapajus apella,Locomotion,Locomotor_diversity_index,0.572553670038598,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Cebus capucinus,Locomotion,Locomotor_diversity_index,1.17177927393802,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Cebus capucinus,Locomotion,Locomotor_diversity_index,1.02033299817418,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Cebus capucinus,Locomotion,Locomotor_diversity_index,0.996761565305023,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Cebus capucinus,Locomotion,Locomotor_diversity_index,0.856631621709061,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Cebus olivaceus,Locomotion,Locomotor_diversity_index,1.7365976046442,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Cebus olivaceus,Locomotion,Locomotor_diversity_index,1.85590101661237,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Saimiri boliviensis,Locomotion,Locomotor_diversity_index,1.03218172597006,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Saimiri oerstedii,Locomotion,Locomotor_diversity_index,0.798357325771174,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Saimiri oerstedii,Locomotion,Locomotor_diversity_index,1.63124668194915,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Saimiri sciureus,Locomotion,Locomotor_diversity_index,1.52127517730103,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Alouatta caraya,Locomotion,Locomotor_diversity_index,1.60859743143501,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Alouatta palliata,Locomotion,Locomotor_diversity_index,1.18941283574095,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Alouatta palliata,Locomotion,Locomotor_diversity_index,1.02435269982441,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Alouatta palliata,Locomotion,Locomotor_diversity_index,0.769977746756403,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Alouatta palliata,Locomotion,Locomotor_diversity_index,0.866746465060363,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Alouatta pigra,Locomotion,Locomotor_diversity_index,0.230466836328381,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Alouatta seniculus,Locomotion,Locomotor_diversity_index,0.600482908245825,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Alouatta seniculus,Locomotion,Locomotor_diversity_index,1.2507418086443,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Ateles belzebuth,Locomotion,Locomotor_diversity_index,1.80198696987699,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Ateles geoffroyi,Locomotion,Locomotor_diversity_index,1.29373888903011,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Ateles geoffroyi,Locomotion,Locomotor_diversity_index,1.59346219516623,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Ateles geoffroyi,Locomotion,Locomotor_diversity_index,1.08219553003877,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Ateles geoffroyi,Locomotion,Locomotor_diversity_index,1.33620994116696,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Ateles paniscus,Locomotion,Locomotor_diversity_index,1.76983447403569,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Ateles paniscus,Locomotion,Locomotor_diversity_index,1.24664005984697,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Ateles paniscus,Locomotion,Locomotor_diversity_index,1.49855655449966,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Lagothrix lagothricha,Locomotion,Locomotor_diversity_index,1.67997850986382,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Chlorocebus aethiops,Locomotion,Locomotor_diversity_index,1.47520015673735,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Chlorocebus aethiops,Locomotion,Locomotor_diversity_index,0.880131209732712,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Cercopithecus ascanius,Locomotion,Locomotor_diversity_index,1.30149934390842,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Cercopithecus campbelli,Locomotion,Locomotor_diversity_index,0.863629884719384,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Cercopithecus campbelli lowei,Locomotion,Locomotor_diversity_index,1.30031419276679,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Cercopithecus campbelli lowei,Locomotion,Locomotor_diversity_index,1.33315983861591,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Cercopithecus diana,Locomotion,Locomotor_diversity_index,1.11068369147808,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Cercopithecus mitis,Locomotion,Locomotor_diversity_index,1.11414224879738,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Cercopithecus nictitans,Locomotion,Locomotor_diversity_index,1.01907599999383,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Cercopithecus petaurista,Locomotion,Locomotor_diversity_index,1.07339249913053,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Erythrocebus patas,Locomotion,Locomotor_diversity_index,0.509101870244824,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Lophocebus albigena,Locomotion,Locomotor_diversity_index,1.15397234190199,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Papio anubis,Locomotion,Locomotor_diversity_index,0.164594459315598,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Cercocebus atys,Locomotion,Locomotor_diversity_index,0.643896378966053,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Macaca fascicularis,Locomotion,Locomotor_diversity_index,1.23184052217936,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Macaca fascicularis,Locomotion,Locomotor_diversity_index,1.03618623761807,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Macaca fuscata,Locomotion,Locomotor_diversity_index,0.80440397625966,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Macaca mulatta,Locomotion,Locomotor_diversity_index,1.02674163828187,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Colobus angolensis palliatus,Locomotion,Locomotor_diversity_index,1.36153853780977,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Colobus angolensis palliatus,Locomotion,Locomotor_diversity_index,1.24280524484049,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Colobus angolensis palliatus,Locomotion,Locomotor_diversity_index,1.28738289862955,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Piliocolobus badius,Locomotion,Locomotor_diversity_index,1.27618355697741,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Piliocolobus badius,Locomotion,Locomotor_diversity_index,1.35034733690939,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Colobus guereza,Locomotion,Locomotor_diversity_index,1.17402880124957,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Colobus guereza,Locomotion,Locomotor_diversity_index,1.29758530370833,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Colobus guereza,Locomotion,Locomotor_diversity_index,1.66796169081866,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Colobus polykomos,Locomotion,Locomotor_diversity_index,1.28263841381107,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Colobus vellerosus,Locomotion,Locomotor_diversity_index,1.41868231852566,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Colobus vellerosus,Locomotion,Locomotor_diversity_index,1.45030358547205,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Procolobus verus,Locomotion,Locomotor_diversity_index,1.27276673020437,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Presbytis melalophos,Locomotion,Locomotor_diversity_index,1.35929449357798,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Presbytis siamensis,Locomotion,Locomotor_diversity_index,0.914285581467099,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Pygathrix cinerea,Locomotion,Locomotor_diversity_index,1.01677920543083,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Pygathrix nemaeus,Locomotion,Locomotor_diversity_index,1.09113888121898,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Trachypithecus delacouri,Locomotion,Locomotor_diversity_index,0.880966134812287,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Trachypithecus francoisi,Locomotion,Locomotor_diversity_index,1.27772088326507,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Trachypithecus francoisi,Locomotion,Locomotor_diversity_index,1.339198489722,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Trachypithecus leucocephalus,Locomotion,Locomotor_diversity_index,1.11352363236587,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Trachypithecus obscurus,Locomotion,Locomotor_diversity_index,0.930549435609321,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Hylobates agilis,Locomotion,Locomotor_diversity_index,1.46623688969866,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Hylobates agilis,Locomotion,Locomotor_diversity_index,0.906064001662483,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Hylobates lar,Locomotion,Locomotor_diversity_index,1.08697816813994,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Hylobates lar,Locomotion,Locomotor_diversity_index,1.13906067375477,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Hylobates pileatus,Locomotion,Locomotor_diversity_index,0.566784872290849,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Nomascus nasutus,Locomotion,Locomotor_diversity_index,1.12300989482099,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Symphalangus syndactylus,Locomotion,Locomotor_diversity_index,0.6390318596501769,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Symphalangus syndactylus,Locomotion,Locomotor_diversity_index,0.9583789783973931,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Gorilla gorilla,Locomotion,Locomotor_diversity_index,0.188053654103712,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Pan paniscus,Locomotion,Locomotor_diversity_index,1.64480703854916,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Pan paniscus,Locomotion,Locomotor_diversity_index,1.47027618755211,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Pan troglodytes,Locomotion,Locomotor_diversity_index,0.375029668019445,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Pan troglodytes,Locomotion,Locomotor_diversity_index,0.0880625034256728,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Pan troglodytes,Locomotion,Locomotor_diversity_index,0.08824635905080359,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Pan troglodytes,Locomotion,Locomotor_diversity_index,0.308668325547446,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Pan troglodytes,Locomotion,Locomotor_diversity_index,0.283014430815863,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Pan troglodytes,Locomotion,Locomotor_diversity_index,0.503824234295893,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Pan troglodytes,Locomotion,Locomotor_diversity_index,0.962557200938976,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Pongo sp.,Locomotion,Locomotor_diversity_index,2.03067787197455,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Pongo pygmaeus,Locomotion,Locomotor_diversity_index,1.38150120846112,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Pongo pygmaeus,Locomotion,Locomotor_diversity_index,1.47334647078267,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Pongo pygmaeus,Locomotion,Locomotor_diversity_index,1.44966380886263,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Pongo pygmaeus,Locomotion,Locomotor_diversity_index,1.64527536380398,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Galagoides demidoff,Locomotion,Intermembral_index,68,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Galagoides thomasi,Locomotion,Intermembral_index,67,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Galago senegalensis,Locomotion,Intermembral_index,52,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Loris tardigradus,Locomotion,Intermembral_index,90,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Loris tardigradus,Locomotion,Intermembral_index,90,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Nycticebus coucang,Locomotion,Intermembral_index,88,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Nycticebus coucang,Locomotion,Intermembral_index,88,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Perodicticus potto,Locomotion,Intermembral_index,88,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Daubentonia madagascariensis,Locomotion,Intermembral_index,71,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Cheirogaleus major,Locomotion,Intermembral_index,72,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Cheirogaleus medius,Locomotion,Intermembral_index,68,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Microcebus murinus,Locomotion,Intermembral_index,72,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Mirza coquereli,Locomotion,Intermembral_index,70,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Eulemur coronatus,Locomotion,Intermembral_index,69,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Eulemur fulvus,Locomotion,Intermembral_index,72,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Eulemur fulvus,Locomotion,Intermembral_index,72,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Eulemur fulvus,Locomotion,Intermembral_index,72,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Eulemur fulvus,Locomotion,Intermembral_index,72,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Eulemur macaco,Locomotion,Intermembral_index,71,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Eulemur mongoz,Locomotion,Intermembral_index,72,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Eulemur rubriventer,Locomotion,Intermembral_index,68,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Eulemur rubriventer,Locomotion,Intermembral_index,68,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Eulemur rubriventer,Locomotion,Intermembral_index,68,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Eulemur rubriventer,Locomotion,Intermembral_index,68,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Hapalemur griseus,Locomotion,Intermembral_index,64,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Lemur catta,Locomotion,Intermembral_index,70,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Varecia variegata rubra,Locomotion,Intermembral_index,72,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Varecia variegata,Locomotion,Intermembral_index,72,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Varecia variegata,Locomotion,Intermembral_index,72,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Lepilemur edwardsi,Locomotion,Intermembral_index,60,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Propithecus diadema,Locomotion,Intermembral_index,64,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Propithecus diadema,Locomotion,Intermembral_index,64,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Propithecus verreauxi,Locomotion,Intermembral_index,59,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Propithecus verreauxi verreauxi,Locomotion,Intermembral_index,59,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Propithecus verreauxi verreauxi,Locomotion,Intermembral_index,59,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Propithecus verreauxi verreauxi,Locomotion,Intermembral_index,59,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Tarsius bancanus,Locomotion,Intermembral_index,52,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Tarsius bancanus,Locomotion,Intermembral_index,52,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Tarsius bancanus,Locomotion,Intermembral_index,52,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Tarsius dentatus,Locomotion,Intermembral_index,55,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Tarsius tarsier,Locomotion,Intermembral_index,55,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Carlito syrichta,Locomotion,Intermembral_index,58,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Carlito syrichta,Locomotion,Intermembral_index,58,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Carlito syrichta,Locomotion,Intermembral_index,58,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Callimico goeldii,Locomotion,Intermembral_index,69,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Callimico goeldii,Locomotion,Intermembral_index,69,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Callithrix pygmaea,Locomotion,Intermembral_index,69,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Callithrix pygmaea,Locomotion,Intermembral_index,69,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Leontopithecus rosalia,Locomotion,Intermembral_index,89,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Saguinus fuscicollis,Locomotion,Intermembral_index,79,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Saguinus fuscicollis,Locomotion,Intermembral_index,79,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Saguinus geoffroyi,Locomotion,Intermembral_index,76,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Saguinus labiatus,Locomotion,Intermembral_index,73,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Saguinus midas,Locomotion,Intermembral_index,77,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Saguinus mystax,Locomotion,Intermembral_index,74,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Saguinus mystax,Locomotion,Intermembral_index,74,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Saguinus mystax,Locomotion,Intermembral_index,74,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Callicebus brunneus,Locomotion,Intermembral_index,79,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Callicebus torquatus,Locomotion,Intermembral_index,79,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Cacajao calvus,Locomotion,Intermembral_index,83,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Pithecia pithecia,Locomotion,Intermembral_index,75,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Pithecia pithecia,Locomotion,Intermembral_index,75,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Sapajus apella,Locomotion,Intermembral_index,81,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Sapajus apella,Locomotion,Intermembral_index,81,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Sapajus apella,Locomotion,Intermembral_index,81,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Cebus capucinus,Locomotion,Intermembral_index,81,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Cebus capucinus,Locomotion,Intermembral_index,81,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Cebus capucinus,Locomotion,Intermembral_index,81,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Cebus capucinus,Locomotion,Intermembral_index,81,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Cebus olivaceus,Locomotion,Intermembral_index,83,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Cebus olivaceus,Locomotion,Intermembral_index,83,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Saimiri oerstedii,Locomotion,Intermembral_index,80,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Saimiri oerstedii,Locomotion,Intermembral_index,80,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Saimiri sciureus,Locomotion,Intermembral_index,80,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Alouatta caraya,Locomotion,Intermembral_index,97,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Alouatta palliata,Locomotion,Intermembral_index,98,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Alouatta palliata,Locomotion,Intermembral_index,98,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Alouatta palliata,Locomotion,Intermembral_index,98,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Alouatta palliata,Locomotion,Intermembral_index,98,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Alouatta seniculus,Locomotion,Intermembral_index,97,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Alouatta seniculus,Locomotion,Intermembral_index,97,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Ateles geoffroyi,Locomotion,Intermembral_index,105,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Ateles geoffroyi,Locomotion,Intermembral_index,105,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Ateles geoffroyi,Locomotion,Intermembral_index,105,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Ateles geoffroyi,Locomotion,Intermembral_index,105,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Ateles paniscus,Locomotion,Intermembral_index,105,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Ateles paniscus,Locomotion,Intermembral_index,105,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Ateles paniscus,Locomotion,Intermembral_index,105,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Lagothrix lagothricha,Locomotion,Intermembral_index,98,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Chlorocebus aethiops,Locomotion,Intermembral_index,83,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Chlorocebus aethiops,Locomotion,Intermembral_index,83,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Cercopithecus ascanius,Locomotion,Intermembral_index,79,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Cercopithecus diana,Locomotion,Intermembral_index,79,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Cercopithecus mitis,Locomotion,Intermembral_index,82,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Cercopithecus nictitans,Locomotion,Intermembral_index,82,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Erythrocebus patas,Locomotion,Intermembral_index,92,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Lophocebus albigena,Locomotion,Intermembral_index,78,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Papio anubis,Locomotion,Intermembral_index,97,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Macaca fascicularis,Locomotion,Intermembral_index,93,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Macaca fascicularis,Locomotion,Intermembral_index,93,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Macaca mulatta,Locomotion,Intermembral_index,93,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Piliocolobus badius,Locomotion,Intermembral_index,79,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Piliocolobus badius,Locomotion,Intermembral_index,79,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Colobus guereza,Locomotion,Intermembral_index,79,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Colobus guereza,Locomotion,Intermembral_index,79,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Colobus guereza,Locomotion,Intermembral_index,79,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Colobus polykomos,Locomotion,Intermembral_index,78,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Procolobus verus,Locomotion,Intermembral_index,80,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Presbytis melalophos,Locomotion,Intermembral_index,78,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Presbytis siamensis,Locomotion,Intermembral_index,80,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Pygathrix nemaeus,Locomotion,Intermembral_index,94,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Trachypithecus delacouri,Locomotion,Intermembral_index,77,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Trachypithecus leucocephalus,Locomotion,Intermembral_index,80,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Trachypithecus obscurus,Locomotion,Intermembral_index,83,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Hylobates agilis,Locomotion,Intermembral_index,129,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Hylobates agilis,Locomotion,Intermembral_index,129,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Hylobates lar,Locomotion,Intermembral_index,130,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Hylobates lar,Locomotion,Intermembral_index,130,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Hylobates pileatus,Locomotion,Intermembral_index,129.5,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Symphalangus syndactylus,Locomotion,Intermembral_index,147,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Symphalangus syndactylus,Locomotion,Intermembral_index,147,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Gorilla gorilla,Locomotion,Intermembral_index,116,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Pan paniscus,Locomotion,Intermembral_index,102,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Pan paniscus,Locomotion,Intermembral_index,102,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Pan troglodytes,Locomotion,Intermembral_index,106,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
Pan troglodytes,Locomotion,Intermembral_index,106,Granatosky__2018_TableS1,Granatosky_2018,Granatosky_2018
