"Gorilla beringei"	"30.5"	"30.0"	"21.5...4"	"21.5...5"	"14.5"	"15.5"	"8.5"	"9.0"	"29.5"	"33.5"	"19.5...12"	"19.5...13"	"1.3"	"1.2"	"1.0...16"	"1.0...17"	"19.0"	"19.5...19"	"6.0"	"0.6...21"	"0.6...22"	"1.5...23"	"1.5...24"	"4.0...25"	"4.0...26"	"5.0"	"44500.0"	"253000.0"	"153500.0"	"8000.0"	"3000.0"	"1200.0"	"2500.0"	"5000.0"	"adults only"	"Fig 5A"	"Barks et al. 2014 AJPA 156:252-262, Fig 5A (mean structure volumes); values eye-digitized from the bar chart (approximate)"
"Gorilla gorilla"	30.5	29.5	24	21.5	13.5	15	8.5	9.5	33	34	24	23.5	1.4	1.3	1	1	24.5	24	7.5	0.7	0.6	2	1.8	4	4	5	56000	266500	155500	8000	3800	1300	2700	5000	"adults only"	"Fig 5A"	"Barks et al. 2014 AJPA 156:252-262, Fig 5A (mean structure volumes); values eye-digitized from the bar chart (approximate)"
