"Species"	"Reference"	"n"	"Anesthesia"	"Mode"	"Region"	"CMRgl_umol_100g_min"	"CMRgl_SD"	"CMRO2_umol_100g_min"	"CMRO2_SD"	"CBF_ml_100g_min"	"CBF_SD"	"source"
"Homo"	"(Aikire et al., 1995)"	6	"none"	"PET"	"Frontal Cortex"	36.5	10.1	NA	NA	NA	NA	"Kaufman__2004"
"Homo"	"(Baxter et al., 1987)"	7	"none"	"PET"	"Frontal Cortex"	25.3	2.4	NA	NA	NA	NA	"Kaufman__2004"
"Homo"	"(Baxter et al., 1987)"	7	"none"	"PET"	"Frontal Cortex"	32.1	5.1	NA	NA	NA	NA	"Kaufman__2004"
"Homo"	"(Bokde et al., 2001)"	18	"none"	"PET"	"Frontal Cortex"	42.7	12.6	NA	NA	NA	NA	"Kaufman__2004"
"Homo"	"(Brooks et al., 1987)"	27	"none"	"PET"	"Frontal Cortex"	39.9	8.1	NA	NA	NA	NA	"Kaufman__2004"
"Homo"	"(Buchsbaum et al., 1989)"	10	"none"	"PET"	"Frontal Cortex"	23.5	6.5	NA	NA	NA	NA	"Kaufman__2004"
"Homo"	"(Chugani et al., 1987)"	7	"none"	"PET"	"Frontal Cortex"	27.1	3.3	NA	NA	NA	NA	"Kaufman__2004"
"Homo"	"(C larketal., 2001)"	32	"none"	"PET"	"Frontal Cortex"	49.2	8.3	NA	NA	NA	NA	"Kaufman__2004"
"Homo"	"(Delvenne et al., 1997)"	10	"none"	"PET"	"Frontal Cortex"	29.9	2	NA	NA	NA	NA	"Kaufman__2004"
"Homo"	"(Delvenne et al., 1999)"	10	"none"	"PET"	"Frontal Cortex"	29.9	2	NA	NA	NA	NA	"Kaufman__2004"
"Homo"	"(Duara et al., 1983)"	18	"none"	"PET"	"Frontal Cortex"	30.4	8.3	NA	NA	NA	NA	"Kaufman__2004"
"Homo"	"(Hasselbalch et al., 1994)"	9	"none"	"PET"	"Frontal Cortex"	27.9	5.2	NA	NA	NA	NA	"Kaufman__2004"
"Homo"	"(Haxbyetal., 1985)"	26	"none"	"PET"	"Frontal Cortex"	28.3	7.2	NA	NA	NA	NA	"Kaufman__2004"
"Homo"	"(Heiss et al., 1985)"	6	"none"	"PET"	"Frontal Cortex"	42.7	2	NA	NA	NA	NA	"Kaufman__2004"
"Homo"	"(Hirono et al., 2000)"	15	"none"	"PET"	"Frontal Cortex"	41.7	6.5	NA	NA	NA	NA	"Kaufman__2004"
"Homo"	"(Hu et al., 2000)"	9	"none"	"PET"	"Frontal Cortex"	41.7	5.7	NA	NA	NA	NA	"Kaufman__2004"
"Homo"	"(Kaye et al., 1990)"	12	"none"	"PET"	"Frontal Cortex"	32.4	5.7	NA	NA	NA	NA	"Kaufman__2004"
"Homo"	"(Kuhl et a l, 1979)"	8	"none"	"PET"	"Frontal Cortex"	37.7	5.1	NA	NA	NA	NA	"Kaufman__2004"
"Homo"	"(Kuhl et al., 1982)"	25	"none"	"PET"	"Frontal Cortex"	35.8	7.9	NA	NA	NA	NA	"Kaufman__2004"
"Homo"	"(Ludolph et al., 1992)"	12	"none"	"PET"	"Frontal Cortex"	45.3	9.7	NA	NA	NA	NA	"Kaufman__2004"
"Homo"	"(Martinot et al., 1990)"	8	"none"	"PET"	"Frontal Cortex"	37.7	7.8	NA	NA	NA	NA	"Kaufman__2004"
"Homo"	"(Mazziotta et al., 1981)"	7	"none"	"PET"	"Frontal Cortex"	43	10.5	NA	NA	NA	NA	"Kaufman__2004"
"Homo"	"(McNamara et al., 1987)"	14	"none"	"PET"	"Frontal Cortex"	36.6	8.3	NA	NA	NA	NA	"Kaufman__2004"
"Homo"	"(Peranietal., 1995)"	15	"none"	"PET"	"Frontal Cortex"	40	5.5	NA	NA	NA	NA	"Kaufman__2004"
"Homo"	"(Phillips et al., 1991)"	14	"none"	"PET"	"Frontal Cortex"	36.9	6.1	NA	NA	NA	NA	"Kaufman__2004"
"Homo"	"(Redies et al., 1989)"	4	"none"	"PET"	"Frontal Cortex"	28	4	NA	NA	NA	NA	"Kaufman__2004"
"Homo"	"(Rudolf et al., 2000)"	16	"none"	"PET"	"Frontal Cortex"	31.7	NA	NA	NA	NA	NA	"Kaufman__2004"
"Homo"	"(Sachs et al., 1986)"	25	"none"	"PET"	"Frontal Cortex"	46	6.7	NA	NA	NA	NA	"Kaufman__2004"
"Homo"	"(Schapiro et al., 1990)"	13	"none"	"PET"	"Frontal Cortex"	49.7	8.2	NA	NA	NA	NA	"Kaufman__2004"
"Homo"	"(Tedeschi et al., 1995)"	11	"none"	"PET"	"Frontal Cortex"	32.9	2.5	NA	NA	NA	NA	"Kaufman__2004"
"Homo"	"(Tommasino et al., 1995)"	10	"none"	"PET"	"Frontal Cortex"	38.2	4.7	NA	NA	NA	NA	"Kaufman__2004"
"Homo"	"(Volkow et al., 1992)"	11	"none"	"PET"	"Frontal Cortex"	34.6	4	NA	NA	NA	NA	"Kaufman__2004"
"Homo"	"(Wolkin et al., 1988)"	8	"none"	"PET"	"Frontal Cortex"	40.9	5.7	NA	NA	NA	NA	"Kaufman__2004"
"Homo"	"(Yoshii et al., 1988)"	30	"none"	"PET"	"Frontal Cortex"	44.4	12.8	NA	NA	NA	NA	"Kaufman__2004"
"Homo"	"(Yoshii et al., 1988)"	46	"none"	"PET"	"Frontal Cortex"	36.6	8.3	NA	NA	NA	NA	"Kaufman__2004"
"Homo"	"Present Study"	5	"none"	"PET"	"Frontal Cortex"	38.2	7.6	NA	NA	NA	NA	"Kaufman__2004"
"Homo"	"(De Voider et al., 1997)"	3	"none"	"PET"	"Frontal Cortex"	37.3	8.6	150.3	27.3	NA	NA	"Kaufman__2004"
"Homo"	"(Fukuyama et al., 1994)"	9	"none"	"PET"	"Frontal Cortex"	36.1	4	105.7	25.7	NA	NA	"Kaufman__2004"
"Homo"	"(Sasaki et al., 1986)"	7	"none"	"PET"	"Frontal Cortex"	35.6	3.9	136.1	18.4	NA	NA	"Kaufman__2004"
"Homo"	"Yamaki 96"	20	"none"	"PET"	"Frontal Cortex"	28.3	2.8	120.5	17.9	NA	NA	"Kaufman__2004"
"Homo"	"(Bums and Tyrrell, 1992)"	4	"none"	"PET"	"Frontal Cortex"	NA	NA	136.6	2.7	NA	NA	"Kaufman__2004"
"Homo"	"(Ishii et al., 1996b)"	15	"none"	"PET"	"Frontal Cortex"	NA	NA	160.3	26.8	NA	NA	"Kaufman__2004"
"Homo"	"(Ishii et al., 1996b)"	14	"none"	"PET"	"Frontal Cortex"	NA	NA	158	20.5	NA	NA	"Kaufman__2004"
"Homo"	"(Kaisti et al., 2003)"	8	"none"	"PET"	"Frontal Cortex"	NA	NA	195.5	20.1	NA	NA	"Kaufman__2004"
"Homo"	"(Kaisti et al., 2003)"	8	"Sevoflurane"	"PET"	"Frontal Cortex"	NA	NA	139.3	21.4	NA	NA	"Kaufman__2004"
"Homo"	"(Langsjo et al., 2003)"	10	"none"	"PET"	"Frontal Cortex"	NA	NA	160.7	19.6	NA	NA	"Kaufman__2004"
"Homo"	"(Leenders et al., 1990)"	34	"none"	"PET"	"Frontal Cortex"	NA	NA	141.5	20.1	NA	NA	"Kaufman__2004"
"Homo"	"(Lenzi et al., 1981)"	27	"none"	"PET"	"Frontal Cortex"	NA	NA	185.9	NA	NA	NA	"Kaufman__2004"
"Homo"	"(Meyer et al., 1987)"	3	"none"	"PET"	"Frontal Cortex"	NA	NA	123	NA	NA	NA	"Kaufman__2004"
"Homo"	"(Pantano et al., 1984)"	18	"none"	"PET"	"Frontal Cortex"	NA	NA	174.1	34.4	NA	NA	"Kaufman__2004"
"Homo"	"(Perlmutter et al., 1987)"	32	"none"	"PET"	"Frontal Cortex"	NA	NA	125.2	31.3	NA	NA	"Kaufman__2004"
"Homo"	"(Tohgi et al., 1998)"	6	"none"	"PET"	"Frontal Cortex"	NA	NA	133.9	17.9	NA	NA	"Kaufman__2004"
"Homo"	"(Wessen et al., 1997)"	6	"none"	"PET"	"Frontal Cortex"	NA	NA	209.5	25	NA	NA	"Kaufman__2004"
"Homo"	"(Yamaguchi et al., 1986)"	14	"none"	"PET"	"Frontal Cortex"	NA	NA	138.2	21	NA	NA	"Kaufman__2004"
"Homo"	"(Yamaguchi et al., 1992a)"	10	"none"	"PET"	"Frontal Cortex"	NA	NA	133.9	25.5	NA	NA	"Kaufman__2004"
"Papio"	"(Kiyosawa et al., 1989)"	9	"Phencylidine"	"PET"	"Frontal Cortex"	28.3	5	NA	NA	NA	NA	"Kaufman__2004"
"Papio"	"(Meguro et al., 1999)"	8	"Phencylidine"	"PET"	"Frontal Cortex"	50.4	10	NA	NA	NA	NA	"Kaufman__2004"
