"species_sci"	"Binomial"	"order"	"family"	"genus"	"species"	"Sample_size.brain"	"Sample_size.body"	"Sex"	"Mean_brain_mass_g"	"Mean_body_mass_g"	"BrainReference1"	"BrainReference2"	"Brain.resid"	"T_resid"
"Bathyergus suillus"	"Bathyergus_suillus"	"Rodentia"	"Bathyergidae"	"Bathyergus"	"suillus"	">1,<10"	NA	"Both"	"3.75"	"1175"	"Boddy2012"	"Mace.etal1981"	"-0.468542089"	"-0.336151228"
"Tamiasciurus hudsonicus"	"Tamiasciurus_hudsonicus"	"Rodentia"	"Sciuridae"	"Tamiasciurus"	"hudsonicus"	">1,<10"	NA	"Both"	"3.83"	"188.9"	"Boddy2012"	"Mace.etal1981"	"0.135985325"	"0.183361132"
"Spermophilus columbianus"	"Spermophilus_columbianus"	"Rodentia"	"Sciuridae"	"Spermophilus"	"columbianus"	"30"	NA	"Both"	"3.95"	"465.8"	"Mateju2016"	"Hayssen 2008"	"-0.144594702"	"-0.055239943"
"Spermophilus franklinii"	"Spermophilus_franklinii"	"Rodentia"	"Sciuridae"	"Spermophilus"	"franklinii"	"30"	NA	"Both"	"3.96"	"443.05"	"Mateju2016"	"Hayssen 2008"	"-0.127186405"	"-0.040160678"
"Leopoldamys sabanus"	"Leopoldamys_sabanus"	"Rodentia"	"Muridae"	"Leopoldamys"	"sabanus"	"1<N<10"	"1<N<10"	"Both"	"3.98"	"332.7"	"Mace.etal.1981"	NA	"-0.031697705"	"0.042005032"
"Heliosciurus gambianus"	"Heliosciurus_gambianus"	"Rodentia"	"Sciuridae"	"Heliosciurus"	"gambianus"	">1,<10"	NA	"Both"	"3.99"	"295"	"Boddy2012"	"Mace.etal1981"	"0.008565567"	"0.07667449"
"Cavia aperea"	"Cavia_aperea"	"Rodentia"	"Caviidae"	"Cavia"	"aperea"	">2,<11"	NA	"Both"	"4.04"	"306.45"	"Boddy2012"	"Mace.etal1981,Warncke1908"	"0.001570716"	"0.071450784"
"Spermophilus major"	"Spermophilus_major"	"Rodentia"	"Sciuridae"	"Spermophilus"	"major"	"31"	NA	"Both"	"4.12"	"535"	"Mateju2016"	NA	"-0.17141072"	"-0.075613553"
"Hoplomys gymnurus"	"Hoplomys_gymnurus"	"Rodentia"	"Echimyidae"	"Hoplomys"	"gymnurus"	">1,<10"	NA	"Both"	"4.13"	"330"	"Boddy2012"	"Mace.etal1981"	"-0.012976555"	"0.060347177"
"Funisciurus anerythrus"	"Funisciurus_anerythrus"	"Rodentia"	"Sciuridae"	"Funisciurus"	"anerythrus"	">1,<10"	NA	"Both"	"4.14"	"218"	"Boddy2012"	"Mace.etal1981"	"0.123118061"	"0.177157994"
"Rhinosciurus laticaudatus"	"Rhinosciurus_laticaudatus"	"Rodentia"	"Sciuridae"	"Rhinosciurus"	"laticaudatus"	">1,<10"	NA	"Both"	"4.28"	"240"	"Boddy2012"	"Mace.etal1981"	"0.10624514"	"0.164756924"
"Hydromys chrysogaster"	"Hydromys_chrysogaster"	"Rodentia"	"Muridae"	"Hydromys"	"chrysogaster"	">1,<10"	NA	"Both"	"4.33"	"698"	"Boddy2012"	"Mace.etal1981"	"-0.236447067"	"-0.128279901"
"Funisciurus pyrropus"	"Funisciurus_pyrropus"	"Rodentia"	"Sciuridae"	"Funisciurus"	"pyrropus"	">1,<10"	NA	"Both"	"4.38"	"200"	"Boddy2012"	"Mace.etal1981"	"0.175661962"	"0.225693591"
"Callosciurus nigrovittatus"	"Callosciurus_nigrovittatus"	"Rodentia"	"Sciuridae"	"Callosciurus"	"nigrovittatus"	">1,<10"	NA	"Both"	"4.44"	"202"	"Boddy2012"	"Mace.etal1981"	"0.178329761"	"0.228824201"
"Geocapromys ingrahami"	"Geocapromys_ingrahami"	"Rodentia"	"Capromyidae"	"Geocapromys"	"ingrahami"	">1,<10"	NA	"Both"	"4.46"	"717.3"	"Boddy2012"	"Mace.etal1981"	"-0.232484243"	"-0.123048457"
"Funisciurus carruthersi"	"Funisciurus_carruthersi"	"Rodentia"	"Sciuridae"	"Funisciurus"	"carruthersi"	">1,<10"	NA	"Both"	"4.48"	"268"	"Boddy2012"	"Mace.etal1981"	"0.09013639"	"0.153780693"
"Spermophilus fulvus"	"Spermophilus_fulvus"	"Rodentia"	"Sciuridae"	"Spermophilus"	"fulvus"	"32"	NA	"Both"	"4.55"	"720"	"Mateju2016"	NA	"-0.225031465"	"-0.115420931"
"Mesembriomys gouldii"	"Mesembriomys_gouldii"	"Rodentia"	"Muridae"	"Mesembriomys"	"gouldii"	">1,<10"	NA	"Both"	"4.59"	"1110"	"Boddy2012"	"Mace.etal1981"	"-0.362224335"	"-0.23248039"
"Berylmys bowersi"	"Berylmys_bowersi"	"Rodentia"	"Muridae"	"Berylmys"	"bowersi"	"1<N<10"	"1<N<10"	"Both"	"4.63"	"360.7"	"Mace.etal.1981"	NA	"0.007679966"	"0.085141131"
"Leopoldamys edwardsi"	"Leopoldamys_edwardsi"	"Rodentia"	"Muridae"	"Leopoldamys"	"edwardsi"	"1<N<10"	"1<N<10"	"Both"	"4.81"	"332.1"	"Mace.etal.1981"	NA	"0.051152249"	"0.124771029"
"Callosciurus notatus"	"Callosciurus_notatus"	"Rodentia"	"Sciuridae"	"Callosciurus"	"notatus"	">1,<10"	NA	"Both"	"4.91"	"209.5"	"Boddy2012"	"Mace.etal1981"	"0.210153681"	"0.262343767"
"Ondatra zibethicus"	"Ondatra_zibethicus"	"Rodentia"	"Cricetidae"	"Ondatra"	"zibethicus"	">2,<11"	NA	"Both"	"5.03"	"1136.45"	"Boddy2012"	"Crile&Quiring1940,Mace.etal1981"	"-0.330139622"	"-0.199300347"
"Xerus rutilus"	"Xerus_rutilus"	"Rodentia"	"Sciuridae"	"Xerus"	"rutilus"	">1,<10"	NA	"Both"	"5.09"	"317.5"	"Boddy2012"	"Mace.etal1981"	"0.090368949"	"0.161896624"
"Cynomys gunnisoni"	"Cynomys_gunnisoni"	"Rodentia"	"Sciuridae"	"Cynomys"	"gunnisoni"	"30"	NA	"Both"	"5.14"	"642.3"	"Mateju2016"	"Hayssen 2008"	"-0.13488347"	"-0.030584418"
"Spermophilus atricapillus"	"Spermophilus_atricapillus"	"Rodentia"	"Sciuridae"	"Spermophilus"	"atricapillus"	"18"	NA	"Both"	"5.24"	"427.5"	"Mateju2016"	NA	"0.00608727"	"0.091451197"
"Heliosciurus ruwenzorii"	"Heliosciurus_ruwenzorii"	"Rodentia"	"Sciuridae"	"Heliosciurus"	"ruwenzorii"	">1,<10"	NA	"Both"	"5.4"	"291"	"Boddy2012"	"Mace.etal1981"	"0.144433243"	"0.211907178"
"Dremomys rufigenis"	"Dremomys_rufigenis"	"Rodentia"	"Sciuridae"	"Dremomys"	"rufigenis"	">1,<10"	NA	"Both"	"5.41"	"240"	"Boddy2012"	"Mace.etal1981"	"0.207998636"	"0.26651042"
"Spermophilus beecheyi"	"Spermophilus_beecheyi"	"Rodentia"	"Sciuridae"	"Spermophilus"	"beecheyi"	"29"	NA	"Both"	"5.42"	"564.9"	"Mateju2016"	"Hayssen 2008"	"-0.070022157"	"0.028304429"
"Cynomys mexicanus"	"Cynomys_mexicanus"	"Rodentia"	"Sciuridae"	"Cynomys"	"mexicanus"	"12"	NA	"Both"	"5.525"	"998"	"Mateju2016"	NA	"-0.247060091"	"-0.122263265"
"Cynomys parvidens"	"Cynomys_parvidens"	"Rodentia"	"Sciuridae"	"Cynomys"	"parvidens"	"25"	NA	"Both"	"5.58"	"576"	"Mateju2016"	"Hayssen 2008"	"-0.063725485"	"0.035506177"
"Cynomys ludovicianus"	"Cynomys_ludovicianus"	"Rodentia"	"Sciuridae"	"Cynomys"	"ludovicianus"	"30"	NA	"Both"	"5.69"	"865.15"	"Mateju2016"	"Hayssen 2008"	"-0.187750333"	"-0.069597775"
"Heliosciurus rufobrachium"	"Heliosciurus_rufobrachium"	"Rodentia"	"Sciuridae"	"Heliosciurus"	"rufobrachium"	">1,<10"	NA	"Both"	"5.75"	"326"	"Boddy2012"	"Mace.etal1981"	"0.134713529"	"0.207470033"
"Cynomys leucurus"	"Cynomys_leucurus"	"Rodentia"	"Sciuridae"	"Cynomys"	"leucurus"	"30"	NA	"Both"	"5.77"	"1021.15"	"Mateju2016"	"Hayssen 2008"	"-0.23568588"	"-0.109822464"
"Spermophilus parryii"	"Spermophilus_parryii"	"Rodentia"	"Sciuridae"	"Spermophilus"	"parryii"	"30"	NA	"Both"	"5.78"	"462.8"	"Mateju2016"	NA	"0.02284066"	"0.111894889"
"Sciurus granatensis"	"Sciurus_granatensis"	"Rodentia"	"Sciuridae"	"Sciurus"	"granatensis"	">1,<10"	NA	"Both"	"5.91"	"400"	"Boddy2012"	"Mace.etal1981"	"0.080000759"	"0.162272109"
"Sciurus vulgaris"	"Sciurus_vulgaris"	"Rodentia"	"Sciuridae"	"Sciurus"	"vulgaris"	">2"	NA	"Both"	"5.93"	"327.4"	"Boddy2012"	"Count1947,Mace.etal1981"	"0.146704559"	"0.21966038"
"Callosciurus caniceps"	"Callosciurus_caniceps"	"Rodentia"	"Sciuridae"	"Callosciurus"	"caniceps"	">1,<10"	NA	"Both"	"6.02"	"240"	"Boddy2012"	"Mace.etal1981"	"0.254397862"	"0.312909647"
"Spermophilopsis leptodactylus"	"Spermophilopsis_leptodactylus"	"Rodentia"	"Sciuridae"	"Spermophilopsis"	"leptodactylus"	">1,<10"	NA	"Both"	"6.18"	"495"	"Boddy2012"	"Mace.etal1981"	"0.029992209"	"0.122174969"
"Callosciurus prevostii"	"Callosciurus_prevostii"	"Rodentia"	"Sciuridae"	"Callosciurus"	"prevostii"	">1,<10"	NA	"Both"	"6.52"	"439"	"Boddy2012"	"Mace.etal1981"	"0.092357198"	"0.178955794"
"Cricetomys gambianus"	"Cricetomys_gambianus"	"Rodentia"	"Nesomyidae"	"Cricetomys"	"gambianus"	">1,<10"	NA	"Both"	"6.57"	"1150"	"Boddy2012"	"Mace.etal1981"	"-0.218002903"	"-0.08661234"
"Xerus erythropus"	"Xerus_erythropus"	"Rodentia"	"Sciuridae"	"Xerus"	"erythropus"	">1,<10"	NA	"Both"	"6.68"	"722.5"	"Boddy2012"	"Mace.etal1981"	"-0.059395426"	"0.050376328"
"Proechimys semispinosus"	"Proechimys_semispinosus"	"Rodentia"	"Echimyidae"	"Proechimys"	"semispinosus"	">2,<20"	NA	"Both"	"6.87"	"544.75"	"Boddy2012"	"Mace.etal1981"	"0.044766154"	"0.14140334"
"Spermophilus variegatus"	"Spermophilus_variegatus"	"Rodentia"	"Sciuridae"	"Spermophilus"	"variegatus"	"29"	NA	"Both"	"7.01"	"703.15"	"Mateju2016"	NA	"-0.029611387"	"0.078897696"
"Aplodontia rufa"	"Aplodontia_rufa"	"Rodentia"	"Aplodontiidae"	"Aplodontia"	"rufa"	">1,<10"	NA	"Both"	"7.04"	"806"	"Boddy2012"	"Mace.etal1981"	"-0.07222245"	"0.04263616"
"Sciurus carolinensis"	"Sciurus_carolinensis"	"Rodentia"	"Sciuridae"	"Sciurus"	"carolinensis"	">1"	NA	"Both"	"7.41"	"503.17"	"Boddy2012"	"Count1947,Glendenning1998,Mace.etal1981"	"0.103489737"	"0.196433915"
"Sciurus aberti"	"Sciurus_aberti"	"Rodentia"	"Sciuridae"	"Sciurus"	"aberti"	"1<N<10"	"1<N<10"	"Both"	"7.44"	"626.5"	"Mace.etal.1981"	NA	"0.033839056"	"0.136979646"
"Xerus inauris"	"Xerus_inauris"	"Rodentia"	"Sciuridae"	"Xerus"	"inauris"	">1,<10"	NA	"Both"	"7.65"	"400"	"Boddy2012"	"Mace.etal1981"	"0.192074713"	"0.274346063"
"Petaurista elegans"	"Petaurista_elegans"	"Rodentia"	"Sciuridae"	"Petaurista"	"elegans"	">1,<10"	NA	"Both"	"7.76"	"924"	"Boddy2012"	"Mace.etal1981"	"-0.074436494"	"0.046776985"
"Sciurus aureogaster"	"Sciurus_aureogaster"	"Rodentia"	"Sciuridae"	"Sciurus"	"aureogaster"	">1,<10"	NA	"Both"	"7.81"	"595"	"Boddy2012"	"Mace.etal1981"	"0.071720391"	"0.172461545"
"Sciurus niger"	"Sciurus_niger"	"Rodentia"	"Sciuridae"	"Sciurus"	"niger"	">3"	NA	"Both"	"7.91"	"516.32"	"Boddy2012"	"Count1947,Mace.etal1981,Warncke1908"	"0.123444779"	"0.217588906"
"Ratufa affinis"	"Ratufa_affinis"	"Rodentia"	"Sciuridae"	"Ratufa"	"affinis"	">1,<10"	NA	"Both"	"9.85"	"982.5"	"Boddy2012"	"Mace.etal1981"	"0.00914239"	"0.133211166"
"Aeromys tephromelas"	"Aeromys_tephromelas"	"Rodentia"	"Sciuridae"	"Aeromys"	"tephromelas"	">1,<10"	NA	"Both"	"10.34"	"1189"	"Boddy2012"	"Mace.etal1981"	"-0.031910845"	"0.101030928"
"Ratufa bicolor"	"Ratufa_bicolor"	"Rodentia"	"Sciuridae"	"Ratufa"	"bicolor"	">1,<10"	NA	"Both"	"11.01"	"1320"	"Boddy2012"	"Mace.etal1981"	"-0.038688435"	"0.09911474"
"Protoxerus stangeri"	"Protoxerus_stangeri"	"Rodentia"	"Sciuridae"	"Protoxerus"	"stangeri"	"1<N<10"	"1<N<10"	"Both"	"11.33"	"639.5"	"Mace.etal.1981"	NA	"0.209806364"	"0.313902211"
"Marmota menzbieri"	"Marmota_menzbieri"	"Rodentia"	"Sciuridae"	"Marmota"	"menzbieri"	"6"	NA	"Both"	"11.4"	"3015"	"Mateju2016"	"Hayssen 2008"	"-0.292608416"	"-0.116387743"
"Petaurista petaurista"	"Petaurista_petaurista"	"Rodentia"	"Sciuridae"	"Petaurista"	"petaurista"	">1"	NA	"Both"	"11.77"	"1811.5"	"Boddy2012"	"Count1947,Mace.etal1981"	"-0.112798545"	"0.039726798"
"Marmota flaviventris"	"Marmota_flaviventris"	"Rodentia"	"Sciuridae"	"Marmota"	"flaviventris"	"48"	NA	"Both"	"12.27"	"3350.5"	"Mateju2016"	"Hayssen 2008"	"-0.295035751"	"-0.113907598"
"Marmota bobak"	"Marmota_bobak"	"Rodentia"	"Sciuridae"	"Marmota"	"bobak"	"26"	NA	"Both"	"12.56"	"4922"	"Mateju2016"	NA	"-0.410165816"	"-0.211148866"
"Marmota camtschatica"	"Marmota_camtschatica"	"Rodentia"	"Sciuridae"	"Marmota"	"camtschatica"	"32"	NA	"Both"	"12.63"	"3314.5"	"Mateju2016"	NA	"-0.278958231"	"-0.098332539"
"Lagostomus maximus"	"Lagostomus_maximus"	"Rodentia"	"Chinchillidae"	"Lagostomus"	"maximus"	">1"	NA	"Both"	"12.66"	"4270.75"	"Boddy2012"	"Count1947,Mace.etal1981"	"-0.36049323"	"-0.168077531"
"Thryonomys swinderianus"	"Thryonomys_swinderianus"	"Rodentia"	"Thryonomyidae"	"Thryonomys"	"swinderianus"	NA	NA	"both"	"13.28"	"1625"	"Boddy2012"	"Mace 1981"	"-0.024987877"	"0.122484047"
"Marmota vancouverensis"	"Marmota_vancouverensis"	"Rodentia"	"Sciuridae"	"Marmota"	"vancouverensis"	"9"	NA	"Both"	"13.68"	"4250"	"Mateju2016"	"Hayssen 2008"	"-0.325254409"	"-0.133065245"
"Marmota sibirica"	"Marmota_sibirica"	"Rodentia"	"Sciuridae"	"Marmota"	"sibirica"	"32"	NA	"Both"	"13.74"	"6500"	"Mateju2016"	NA	"-0.461748367"	"-0.249796999"
"Marmota baibacina"	"Marmota_baibacina"	"Rodentia"	"Sciuridae"	"Marmota"	"baibacina"	"15"	NA	"Both"	"13.75"	"5375"	"Mateju2016"	NA	"-0.399530666"	"-0.196418623"
"Marmota broweri"	"Marmota_broweri"	"Rodentia"	"Sciuridae"	"Marmota"	"broweri"	"11"	NA	"Both"	"13.94"	"3405"	"Mateju2016"	"Hayssen 2008"	"-0.244873208"	"-0.062994567"
"Marmota monax"	"Marmota_monax"	"Rodentia"	"Sciuridae"	"Marmota"	"monax"	"30"	NA	"Both"	"14.185"	"2804.5"	"Mateju2016"	"Hayssen 2008"	"-0.174109807"	"-0.001255425"
"Marmota marmota"	"Marmota_marmota"	"Rodentia"	"Sciuridae"	"Marmota"	"marmota"	"27"	NA	"Both"	"14.25"	"3813.65"	"Mateju2016"	"Hayssen 2008"	"-0.272239245"	"-0.08508884"
"Marmota caudata"	"Marmota_caudata"	"Rodentia"	"Sciuridae"	"Marmota"	"caudata"	"30"	NA	"Both"	"14.28"	"4242"	"Mateju2016"	NA	"-0.305998594"	"-0.113897065"
"Marmota caligata"	"Marmota_caligata"	"Rodentia"	"Sciuridae"	"Marmota"	"caligata"	"30"	NA	"Both"	"14.63"	"6300"	"Mateju2016"	NA	"-0.424311074"	"-0.213813328"
"Marmota olympus"	"Marmota_olympus"	"Rodentia"	"Sciuridae"	"Marmota"	"olympus"	"13"	NA	"Both"	"15.43"	"3478.8"	"Mateju2016"	"Hayssen 2008"	"-0.207754379"	"-0.024878404"
"Marmota himalayana"	"Marmota_himalayana"	"Rodentia"	"Sciuridae"	"Marmota"	"himalayana"	"24"	NA	"Both"	"16.71"	"6607.5"	"Mateju2016"	NA	"-0.38210156"	"-0.169387246"
"Myocastor coypus"	"Myocastor_coypus"	"Rodentia"	"Myocastoridae"	"Myocastor"	"coypus"	NA	NA	"both"	"17.09"	"7052"	"Boddy2012"	"Mace 1981; Silva & Downing 1995"	"-0.393542491"	"-0.177799966"
"Dasyprocta punctata"	"Dasyprocta_punctata"	"Rodentia"	"Dasyproctidae"	"Dasyprocta"	"punctata"	"2"	NA	"both"	"18.34"	"3172"	"Boddy2012"	"Crile & Quiring 1940"	"-0.102648485"	"0.075933257"
"Erethizon dorsata"	"Erethizon_dorsata"	"Rodentia"	"Erethizontidae"	"Erethizon"	"dorsata"	NA	NA	"both"	"24.6"	"5397"	"Boddy2012"	"Mace 1981"	"-0.148228731"	"0.055073298"
"Dinomys branickii"	"Dinomys_branickii"	"Rodentia"	"Dinomyidae"	"Dinomys"	"branickii"	NA	NA	"both"	"26.95"	"14000"	"Boddy2012"	"Mace 1981"	"-0.419089638"	"-0.171451633"
"Cuniculus paca"	"Cuniculus_paca"	"Rodentia"	"Cuniculidae"	"Cuniculus"	"paca"	"5"	NA	"both"	"35.22"	"4607"	"Boddy2012"	"Crile & Quiring 1940; Warncke 1908"	"0.059176642"	"0.255117373"
"Cavia porcellus"	"Cavia_porcellus"	"Rodentia"	"Caviidae"	"Cavia"	"porcellus"	"13"	NA	"F or both"	"4.83"	"476"	"Boddy2012"	"Crile&Quiring1940,Glendenning1998,Warncke1908"	"-0.064300333"	"0.026061948"
"Chaetodipus spinatus"	"Chaetodipus_spinatus"	"Rodentia"	"Heteromyidae"	"Chaetodipus"	"spinatus"	"8"	NA	"Male"	"0.48"	"19.1"	"Boddy2012"	"Hafner1984"	"-0.019566403"	"-0.07877441"
"Perognathus parvus"	"Perognathus_parvus"	"Rodentia"	"Heteromyidae"	"Perognathus"	"parvus"	"7"	NA	"Male"	"0.49"	"17.3"	"Boddy2012"	"Hafner1984"	"0.021629184"	"-0.042182674"
"Chaetodipus fallax"	"Chaetodipus_fallax"	"Rodentia"	"Heteromyidae"	"Chaetodipus"	"fallax"	"9"	NA	"Male"	"0.54"	"20.3"	"Boddy2012"	"Hafner1984"	"0.011738934"	"-0.044634973"
"Microdipodops pallidus"	"Microdipodops_pallidus"	"Rodentia"	"Heteromyidae"	"Microdipodops"	"pallidus"	"10"	NA	"Male"	"0.55"	"12.9"	"Boddy2012"	"Hafner1984"	"0.167388968"	"0.08992678"
"Liomys irroratus"	"Liomys_irroratus"	"Rodentia"	"Heteromyidae"	"Liomys"	"irroratus"	"5"	NA	"Male"	"1.06"	"57.7"	"Boddy2012"	"Hafner1984"	"-0.035611922"	"-0.043397616"
"Dipodomys panamintinus"	"Dipodomys_panamintinus"	"Rodentia"	"Heteromyidae"	"Dipodomys"	"panamintinus"	"8"	NA	"Male"	"1.6"	"74"	"Boddy2012"	"Hafner1984"	"0.06215952"	"0.065946401"
"Geomys pinetis"	"Geomys_pinetis"	"Rodentia"	"Geomyidae"	"Geomys"	"pinetis"	"3"	NA	"Male"	"2.51"	"313.5"	"Boddy2012"	"Hafner1984"	"-0.212545436"	"-0.141607462"
"Orthogeomys cherriei"	"Orthogeomys_cherriei"	"Rodentia"	"Geomyidae"	"Orthogeomys"	"cherriei"	"1"	NA	"Male"	"3.47"	"405"	"Boddy2012"	"Hafner1984"	"-0.155303558"	"-0.072454411"
"Zygogeomys trichopus"	"Zygogeomys_trichopus"	"Rodentia"	"Geomyidae"	"Zygogeomys"	"trichopus"	"3"	NA	"Male"	"3.95"	"545"	"Boddy2012"	"Hafner1984"	"-0.195742936"	"-0.09908441"
"Cratogeomys fumosus"	"Cratogeomys_fumosus"	"Rodentia"	"Geomyidae"	"Cratogeomys"	"fumosus"	"8"	NA	"Male"	"4.19"	"637"	"Boddy2012"	"Hafner1984"	"-0.220933674"	"-0.117020013"
"Orthogeomys heterodus"	"Orthogeomys_heterodus"	"Rodentia"	"Geomyidae"	"Orthogeomys"	"heterodus"	"1"	NA	"Male"	"4.31"	"630"	"Boddy2012"	"Hafner1984"	"-0.205071231"	"-0.101671521"
"Apodemus agrarius"	"Apodemus_agrarius"	"Rodentia"	"Muridae"	"Apodemus"	"agrarius"	NA	NA	NA	"0.2"	"33.3"	"Boddy2012"	"Count1947"	"-0.58083746"	"-0.614190837"
"Mus musculus"	"Mus_musculus"	"Rodentia"	"Muridae"	"Mus"	"musculus"	NA	NA	NA	"0.4"	"15.1"	"IslerVanSchaik2012"	NA	"-0.02220463"	"-0.092342679"
"Zapus trinotatus"	"Zapus_trinotatus"	"Rodentia"	"Dipodidae"	"Zapus"	"trinotatus"	NA	NA	NA	"0.5"	"27.5"	"IslerVanSchaik2012"	NA	"-0.120563223"	"-0.162817683"
"Akodon azarae"	"Akodon_azarae"	"Rodentia"	"Cricetidae"	"Akodon"	"azarae"	"1"	"1"	NA	"0.642"	"25"	"Pirlot&BeeDeSperoni1987"	NA	"0.0190466"	"-0.027640935"
"Cricetulus barabensis"	"Cricetulus_barabensis"	"Rodentia"	"Cricetidae"	"Cricetulus"	"barabensis"	NA	NA	NA	"0.6699"	"29.89"	"Barton&Capellini2011"	NA	"-0.020668415"	"-0.059046652"
"Ochrotomys nuttalli"	"Ochrotomys_nuttalli"	"Rodentia"	"Cricetidae"	"Ochrotomys"	"nuttalli"	NA	NA	NA	"0.7"	"20.6"	"IslerVanSchaik2012"	NA	"0.119664783"	"0.063973217"
"Acomys cahirinus"	"Acomys_cahirinus"	"Rodentia"	"Muridae"	"Acomys"	"cahirinus"	NA	NA	NA	"0.7"	"31"	"IslerVanSchaik2012"	NA	"-0.013457296"	"-0.050139553"
"Mastomys natalensis"	"Mastomys_natalensis"	"Rodentia"	"Muridae"	"Mastomys"	"natalensis"	NA	NA	NA	"0.719"	"46.026"	"Barton&Capellini2011"	NA	"-0.130558785"	"-0.148858569"
"Mesocricetus auratus"	"Mesocricetus_auratus"	"Rodentia"	"Cricetidae"	"Mesocricetus"	"auratus"	NA	NA	NA	"1"	"120"	"Savage and West 2006"	"Meddis R 1983"	"-0.299424056"	"-0.273151993"
"Psammomys obesus"	"Psammomys_obesus"	"Rodentia"	"Muridae"	"Psammomys"	"obesus"	NA	NA	NA	"1.3"	"69.1"	"IslerVanSchaik2012"	NA	"-0.005701651"	"-0.005101329"
"Rattus rattus"	"Rattus_rattus"	"Rodentia"	"Muridae"	"Rattus"	"rattus"	NA	NA	NA	"1.4"	"150"	"IslerVanSchaik2012"	NA	"-0.225979198"	"-0.189328263"
"Lemmus sibiricus"	"Lemmus_sibiricus"	"Rodentia"	"Cricetidae"	"Lemmus"	"sibiricus"	NA	NA	NA	"1.49"	"70"	"Stankowich2016"	NA	"0.049326232"	"0.050528444"
"Holochilus chacarius"	"Holochilus_chacarius"	"Rodentia"	"Cricetidae"	"Holochilus"	"chacarius"	"1"	"1"	NA	"1.61"	"204"	"Pirlot&BeeDeSperoni1987"	NA	"-0.265436461"	"-0.21448377"
"Tamias cinereicollis"	"Tamias_cinereicollis"	"Rodentia"	"Sciuridae"	"Tamias"	"cinereicollis"	NA	NA	NA	"1.8"	"61.7"	"IslerVanSchaik2012"	NA	"0.172522504"	"0.167854364"
"Myoxus glis"	"Glis_glis"	"Rodentia"	"Gliridae"	"Glis"	"glis"	"1"	NA	NA	"1.9"	"148"	"Boddy2012"	"Warncke1908"	"-0.088981435"	"-0.052954833"
"Octodon degus"	"Octodon_degus"	"Rodentia"	"Octodontidae"	"Octodon"	"degus"	NA	NA	NA	"2.1"	"210"	"IslerVanSchaik2012"	NA	"-0.159484974"	"-0.107184013"
"Cricetus cricetus"	"Cricetus_cricetus"	"Rodentia"	"Cricetidae"	"Cricetus"	"cricetus"	"1"	NA	NA	"2.2"	"297"	"Boddy2012"	"Warncke1908"	"-0.252185493"	"-0.183762298"
"Thomomys bulbivorus"	"Thomomys_bulbivorus"	"Rodentia"	"Geomyidae"	"Thomomys"	"bulbivorus"	NA	NA	NA	"2.2"	"344"	"IslerVanSchaik2012"	NA	"-0.300037428"	"-0.224781165"
"Jaculus orientalis"	"Jaculus_orientalis"	"Rodentia"	"Dipodidae"	"Jaculus"	"orientalis"	"1"	NA	NA	"2.5"	"98"	"Boddy2012"	"Warncke1908"	"0.164482937"	"0.181335175"
"Mesomys hispidus"	"Mesomys_hispidus"	"Rodentia"	"Echimyidae"	"Mesomys"	"hispidus"	NA	NA	NA	"2.64"	"175"	"Stankowich2016"	NA	"-0.000713861"	"0.043106944"
"Proechimys brevicauda"	"Proechimys_brevicauda"	"Rodentia"	"Echimyidae"	"Proechimys"	"brevicauda"	NA	NA	NA	"2.95"	"285"	"Stankowich2016"	NA	"-0.111352342"	"-0.044847443"
"Spalax leucodon"	"Spalax_leucodon"	"Rodentia"	"Spalacidae"	"Spalax"	"leucodon"	NA	NA	NA	"3"	"122"	"Savage and West 2006"	"Meddis R 1983"	"0.172313211"	"0.199354086"
"Makalata didelphoides"	"Makalata_didelphoides"	"Rodentia"	"Echimyidae"	"Makalata"	"didelphoides"	NA	NA	NA	"3.45"	"108"	"Stankowich2016"	NA	"0.272713473"	"0.294084999"
"Allactaga sibirica"	"Allactaga_sibirica"	"Rodentia"	"Dipodidae"	"Allactaga"	"sibirica"	"1"	NA	NA	"3.5"	"193"	"Boddy2012"	"Warncke1908"	"0.089860518"	"0.138235052"
"Clyomys laticeps"	"Clyomys_laticeps"	"Rodentia"	"Echimyidae"	"Clyomys"	"laticeps"	NA	NA	NA	"3.52"	"201"	"Stankowich2016"	NA	"0.079105954"	"0.129369563"
"Makalata macrura"	"Makalata_macrura"	"Rodentia"	"Echimyidae"	"Makalata"	"macrura"	NA	NA	NA	"3.89"	"439"	"Stankowich2016"	NA	"-0.131940796"	"-0.0453422"
"Orthogeomys hispidus"	"Orthogeomys_hispidus"	"Rodentia"	"Geomyidae"	"Orthogeomys"	"hispidus"	"1"	NA	NA	"3.98"	"542.1"	"Boddy2012"	"Hafner1984"	"-0.190719123"	"-0.094308753"
"Echimys chrysurus"	"Echimys_chrysurus"	"Rodentia"	"Echimyidae"	"Echimys"	"chrysurus"	NA	NA	NA	"5.02"	"652"	"Stankowich2016"	NA	"-0.150025172"	"-0.045028946"
"Chinchilla lanigera"	"Chinchilla_lanigera"	"Rodentia"	"Chinchillidae"	"Chinchilla"	"lanigera"	NA	NA	NA	"6.8"	"372"	"IslerVanSchaik2012"	NA	"0.164560197"	"0.243456132"
"Rattus norvegicus"	"Rattus_norvegicus"	"Rodentia"	"Muridae"	"Rattus"	"norvegicus"	"2"	NA	NA	"8.03"	"359.5"	"Boddy2012"	"Warncke1908"	"0.247899966"	"0.325206133"
