"Species"	"Reference"	"n"	"Anesthesia"	"Mode"	"Region"	"CMRgl_umol_100g_min"	"CMRgl_SD"	"CMRO2_umol_100g_min"	"CMRO2_SD"	"CBF_ml_100g_min"	"CBF_SD"	"source"
"Homo"	"(McNamara et al., 1987)"	14	"none"	"PET"	"Parietal Cortex"	32.1	7	NA	NA	NA	NA	"Kaufman__2004"
"Homo"	"(Perani et al., 1995)"	15	"none"	"PET"	"Parietal Cortex"	37.7	4.6	NA	NA	NA	NA	"Kaufman__2004"
"Homo"	"(Phillips et al., 1991)"	14	"none"	"PET"	"Parietal Cortex"	35.2	7.2	NA	NA	NA	NA	"Kaufman__2004"
"Homo"	"(Rudolf et al., 2000)"	16	"none"	"PET"	"Parietal Cortex"	32.1	NA	NA	NA	NA	NA	"Kaufman__2004"
"Homo"	"(Sachs et al., 1986)"	25	"none"	"PET"	"Parietal Cortex"	43.4	7	NA	NA	NA	NA	"Kaufman__2004"
"Homo"	"(Schapiro et al., 1990)"	13	"none"	"PET"	"Parietal Cortex"	51.6	7.8	NA	NA	NA	NA	"Kaufman__2004"
"Homo"	"(Tedeschi et al., 1995)"	11	"none"	"PET"	"Parietal Cortex"	33.1	2.6	NA	NA	NA	NA	"Kaufman__2004"
"Homo"	"(Tommasino et al., 1995)"	10	"none"	"PET"	"Parietal Cortex"	37.7	4.1	NA	NA	NA	NA	"Kaufman__2004"
"Homo"	"(Voikow et al., 1992)"	11	"none"	"PET"	"Parietal Cortex"	34.5	4	NA	NA	NA	NA	"Kaufman__2004"
"Homo"	"(Yoshii et al., 1988)"	30	"none"	"PET"	"Parietal Cortex"	42.2	12.2	NA	NA	NA	NA	"Kaufman__2004"
"Homo"	"(Yoshii et al., 1988)"	46	"none"	"PET"	"Parietal Cortex"	37.2	8.3	NA	NA	NA	NA	"Kaufman__2004"
"Homo"	"Present Study"	5	"none"	"PET"	"Parietal Cortex"	32.6	7.7	NA	NA	NA	NA	"Kaufman__2004"
"Homo"	"(Fukuyama et al., 1994)"	9	"none"	"PET"	"Parietal Cortex"	36.7	3.7	115.5	26.2	NA	NA	"Kaufman__2004"
"Homo"	"(Sasaki et al., 1986)"	7	"none"	"PET"	"Parietal Cortex"	36.1	4.4	164.3	25.3	NA	NA	"Kaufman__2004"
"Homo"	"(Yamaki et al., 1996)"	20	"none"	"PET"	"Parietal Cortex"	28	2.8	133.9	22.3	NA	NA	"Kaufman__2004"
"Homo"	"(Bums and Tyrrell, 1992)"	4	"none"	"PET"	"Parietal Cortex"	NA	NA	136.2	4.9	NA	NA	"Kaufman__2004"
"Homo"	"(Ishii et al., 1996b)"	15	"none"	"PET"	"Parietal Cortex"	NA	NA	155.8	28.6	NA	NA	"Kaufman__2004"
"Homo"	"(Ishii et al., 1996a)"	14	"none"	"PET"	"Parietal Cortex"	NA	NA	155.4	27.7	NA	NA	"Kaufman__2004"
"Homo"	"(Kaisti et al., 2003)"	8	"none"	"PET"	"Parietal Cortex"	NA	NA	205.4	25.9	NA	NA	"Kaufman__2004"
"Homo"	"(Kaisti et al., 2003)"	8	"Sevoflurane"	"PET"	"Parietal Cortex"	NA	NA	141.5	13	NA	NA	"Kaufman__2004"
"Homo"	"(Langsjo et al., 2003)"	10	"none"	"PET"	"Parietal Cortex"	NA	NA	168.8	23.2	NA	NA	"Kaufman__2004"
"Homo"	"(Leenders et al., 1990)"	34	"none"	"PET"	"Parietal Cortex"	NA	NA	124.1	14.3	NA	NA	"Kaufman__2004"
"Homo"	"(Lenzi et al., 1981)"	27	"none"	"PET"	"Parietal Cortex"	NA	NA	171.7	NA	NA	NA	"Kaufman__2004"
"Homo"	"(Meyer et al., 1987)"	3	"none"	"PET"	"Parietal Cortex"	NA	NA	167	NA	NA	NA	"Kaufman__2004"
"Homo"	"(Perlmutter et al., 2987)"	32	"none"	"PET"	"Parietal Cortex"	NA	NA	129.5	31.7	NA	NA	"Kaufman__2004"
"Homo"	"(Tohgi et al., 1998)"	6	"none"	"PET"	"Parietal Cortex"	NA	NA	147.3	26.8	NA	NA	"Kaufman__2004"
"Homo"	"(Wessen et al., 1997)"	6	"none"	"PET"	"Parietal Cortex"	NA	NA	213	35	NA	NA	"Kaufman__2004"
"Homo"	"(Yamaguchi et al., 1986)"	14	"none"	"PET"	"Parietal Cortex"	NA	NA	155.8	21.7	NA	NA	"Kaufman__2004"
"Homo"	"(Yamaguchi et al., 1992a)"	10	"none"	"PET"	"Parietal Cortex"	NA	NA	140.6	31.7	NA	NA	"Kaufman__2004"
"Papio"	"(Kiyosawa et al., 1989)"	9	"Phencyclidine"	"PET"	"Parietal Cortex"	26.6	5	NA	NA	NA	NA	"Kaufman__2004"
"Papio"	"(Meguro etal., 1999)"	8	"Phencyclidine"	"PET"	"Parietal Cortex"	43.8	8.3	NA	NA	NA	NA	"Kaufman__2004"
"Papio"	"(Millien et al., 2002)"	10	"Phencyclidine"	"PET"	"Parietal Cortex"	39.1	13.6	NA	NA	NA	NA	"Kaufman__2004"
"Papio"	"Present Study"	2	"N 20"	"PET"	"Parietal Cortex"	45.2	9	NA	NA	NA	NA	"Kaufman__2004"
"M mulatta"	"(Cross et al., 2000)"	6	"none"	"PET"	"Parietal Cortex"	37.2	7.8	NA	NA	NA	NA	"Kaufman__2004"
"M mulatta"	"(Enlund et a l, 1997)"	4	"Ketamine"	"PET"	"Parietal Cortex"	NA	NA	191.5	36	NA	NA	"Kaufman__2004"
"M fascic"	"(Deuel and Collins, 1984)"	4	"none"	"Sokoloff"	"Parietal Cortex"	48.3	NA	NA	NA	NA	NA	"Kaufman__2004"
"M fascic"	"(Kuge et al., 2001)"	4	"Sevoflurane"	"PET"	"Parietal Cortex"	28.9	7.4	NA	NA	NA	NA	"Kaufman__2004"
"Saimiri"	"(Delgado-Zygmunt et al., 1993)"	4	"Fentanyl"	"Sokoloff"	"Parietal Cortex"	67	2	NA	NA	NA	NA	"Kaufman__2004"
"Lepus"	"(Passero et al., 1981)"	5	"none"	"Sokoloff"	"Parietal Cortex"	73.1	17.4	NA	NA	NA	NA	"Kaufman__2004"
"Felis"	"(Petitjean et al., 1982)"	4	"none"	"Sokoloff"	"Parietal Cortex"	45	16	NA	NA	NA	NA	"Kaufman__2004"
"Felis"	"(Triolo et al., 1990)"	6	"N 20"	"Sokoloff"	"Parietal Cortex"	43.9	4.4	NA	NA	NA	NA	"Kaufman__2004"
"Meriones"	"(Choki etal., 1984)"	3	"N2 0"	"Sokoloff"	"Parietal Cortex"	107	24	NA	NA	NA	NA	"Kaufman__2004"
"Rattus"	"(Bassant et al., 1996)"	7	"none"	"Sokoloff"	"Parietal Cortex"	97	8	NA	NA	NA	NA	"Kaufman__2004"
"Rattus"	"(Bassant et al., 1996)"	8	"none"	"Sokoloff"	"Parietal Cortex"	89	9	NA	NA	NA	NA	"Kaufman__2004"
"Rattus"	"(Blin et al., 1991)"	10	"none"	"Sokoloff"	"Parietal Cortex"	76.4	10	NA	NA	NA	NA	"Kaufman__2004"
"Rattus"	"(Bryan et al., 1983)"	6	"none"	"Sokoloff"	"Parietal Cortex"	77	7.3	NA	NA	NA	NA	"Kaufman__2004"
"Rattus"	"(Crosby et al., 1982)"	8	"none"	"Sokoloff"	"Parietal Cortex"	90	5.7	NA	NA	NA	NA	"Kaufman__2004"
"Rattus"	"(Cudennec et al., 1997)"	7	"none"	"Sokoloff"	"Parietal Cortex"	112	13.2	NA	NA	NA	NA	"Kaufman__2004"
"Rattus"	"(Davis et al., 1986)"	10	"none"	"Sokoloff"	"Parietal Cortex"	96	12.6	NA	NA	NA	NA	"Kaufman__2004"
"Rattus"	"(Dow-Edwards et al., 1986)"	4	"none"	"Sokoloff"	"Parietal Cortex"	110	16	NA	NA	NA	NA	"Kaufman__2004"
"Rattus"	"(Duelli et al., 2000)"	5	"none"	"Sokoloff"	"Parietal Cortex"	87	7.2	NA	NA	NA	NA	"Kaufman__2004"
"Rattus"	"(Frietsch et al., 2000)"	12	"none"	"Sokoloff"	"Parietal Cortex"	85	8	NA	NA	NA	NA	"Kaufman__2004"
"Rattus"	"(Frietsch et al., 2000)"	12	"none"	"Sokoloff"	"Parietal Cortex"	39	7	NA	NA	NA	NA	"Kaufman__2004"
"Rattus"	"(Furlow et al., 1983)"	5	"none"	"Sokoloff"	"Parietal Cortex"	76	17	NA	NA	NA	NA	"Kaufman__2004"
"Rattus"	"(Grome and McCulloch, 1981)"	16	"none"	"Sokoloff"	"Parietal Cortex"	86	4	NA	NA	NA	NA	"Kaufman__2004"
"Rattus"	"(Grome and McCulloch, 1983)"	6	"none"	"Sokoloff"	"Parietal Cortex"	89	12.6	NA	NA	NA	NA	"Kaufman__2004"
"Rattus"	"(Hakim et al., 1983)"	7	"none"	"Sokoloff"	"Parietal Cortex"	108	23.8	NA	NA	NA	NA	"Kaufman__2004"
"Rattus"	"(Hawkins et al., 1979)"	19	"none"	"Sokoloff"	"Parietal Cortex"	123	21.8	NA	NA	NA	NA	"Kaufman__2004"
"Rattus"	"(Hawkins et al., 1985)"	9	"none"	"Sokoloff"	"Parietal Cortex"	105	7.2	NA	NA	NA	NA	"Kaufman__2004"
"Rattus"	"(Ingvar et al., 1980)"	10	"N 20"	"Sokoloff"	"Parietal Cortex"	69	6.3	NA	NA	NA	NA	"Kaufman__2004"
"Rattus"	"(Ingvar and Siesjo, 1982)"	6	"none"	"Sokoloff"	"Parietal Cortex"	68	4.9	NA	NA	NA	NA	"Kaufman__2004"
"Rattus"	"(Ingvar and Siesjo, 1982)"	10	"N 20"	"Sokoloff"	"Parietal Cortex"	65	9.5	NA	NA	NA	NA	"Kaufman__2004"
"Rattus"	"(Katsumata et al., 2001)"	5	"none"	"Sokoloff"	"Parietal Cortex"	90.8	13.3	NA	NA	NA	NA	"Kaufman__2004"
"Rattus"	"(Lenz et al., 1998)"	6	"none"	"Sokoloff"	"Parietal Cortex"	76	8	NA	NA	NA	NA	"Kaufman__2004"
"Rattus"	"(Lu et al., 1983)"	10	"none"	"Sokoloff"	"Parietal Cortex"	96	9.5	NA	NA	NA	NA	"Kaufman__2004"
"Rattus"	"(Moore et al., 2000)"	6	"none"	"Sokoloff"	"Parietal Cortex"	74.9	10.1	NA	NA	NA	NA	"Kaufman__2004"
"Rattus"	"(Moore et al., 2000)"	6	"none"	"Sokoloff"	"Parietal Cortex"	61.1	12.4	NA	NA	NA	NA	"Kaufman__2004"
"Rattus"	"(Nehlig et al., 1985)"	6	"none"	"Sokoloff"	"Parietal Cortex"	106	12.2	NA	NA	NA	NA	"Kaufman__2004"
"Rattus"	"(Orzi et al., 1983)"	5	"none"	"Sokoloff"	"Parietal Cortex"	92	13.4	NA	NA	NA	NA	"Kaufman__2004"
"Rattus"	"(Otori et al., 2003)"	6	"none"	"Sokoloff"	"Parietal Cortex"	73.4	17.9	NA	NA	NA	NA	"Kaufman__2004"
"Rattus"	"(Poindessous-Jazat et al., 1998)"	7	"none"	"Sokoloff"	"Parietal Cortex"	104	8.7	NA	NA	NA	NA	"Kaufman__2004"
"Rattus"	"(Poindessous-Jazat et al., 1998)"	5	"none"	"Sokoloff"	"Parietal Cortex"	94.3	16.7	NA	NA	NA	NA	"Kaufman__2004"
"Rattus"	"(Sakurada et al., 1978)"	5	"N 20"	"Sokoloff"	"Parietal Cortex"	79	2	NA	NA	NA	NA	"Kaufman__2004"
"Rattus"	"(Savaki et al., 1983)"	7	"none"	"Sokoloff"	"Parietal Cortex"	93	15.9	NA	NA	NA	NA	"Kaufman__2004"
"Rattus"	"(Schwartz and Crosby, 1985)"	6	"none"	"Sokoloff"	"Parietal Cortex"	97	7.3	NA	NA	NA	NA	"Kaufman__2004"
"Rattus"	"("	NA	""	"Sokoloff"	"Parietal Cortex"	1977	10	110	3	NA	NA	"Kaufman__2004"
"Rattus"	"(Soncrant et al., 1992)"	16	"none"	"Sokoloff"	"Parietal Cortex"	92.8	12	NA	NA	NA	NA	"Kaufman__2004"
"Rattus"	"(Walker et al., 1999)"	5	"none"	"Sokoloff"	"Parietal Cortex"	109.9	4.2	NA	NA	NA	NA	"Kaufman__2004"
"Rattus"	"(Wechsler et al., 1979)"	5	"none"	"Sokoloff"	"Parietal Cortex"	109	20.1	NA	NA	NA	NA	"Kaufman__2004"
"Mus"	"(Niwa et al., 2002)"	6	"none"	"Sokoloff"	"Parietal Cortex"	128	15	NA	NA	NA	NA	"Kaufman__2004"
"Mus"	"(Niwa et al., 2002)"	6	"none"	"Sokoloff"	"Parietal Cortex"	124	14	NA	NA	NA	NA	"Kaufman__2004"
"Mus"	"(Yamaguchi et al., 1992b)"	6	"none"	"Sokoloff"	"Parietal Cortex"	71	11.8	NA	NA	NA	NA	"Kaufman__2004"
